"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00001","","","","3","2.13","5","8","0.46","0.14","0.6","2.73","13","0.092","0.0175","0.046153846","4.333333333","1.666666667","0.2","0.71","38.46153846","21.97802198","6.814814815","8.888888889","31.55555556","40.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00002","","","","3","1.13","1","0","0.46","0","0.46","1.59","1","0.46","","0.46","0.333333333","0.333333333","0.153333333","0.376666667","100","28.93081761","6.814814815","6.814814815","16.74074074","23.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00003","","","","3","2.45","6","2","1.01","0.02","1.03","3.48","8","0.168333333","0.01","0.12875","2.666666667","2","0.343333333","0.816666667","75","29.59770115","14.96296296","15.25925926","36.2962963","51.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00004","","","","3","0.55","2","0","0.78","0","0.78","1.33","2","0.39","","0.39","0.666666667","0.666666667","0.26","0.183333333","100","58.64661654","11.55555556","11.55555556","8.148148148","19.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00005","","","","3","1.28","4","5","1.03","0.23","1.26","2.54","9","0.2575","0.046","0.14","3","1.333333333","0.42","0.426666667","44.44444444","49.60629921","15.25925926","18.66666667","18.96296296","37.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00006","","","","3","1.41","0","2","0","0.08","0.08","1.49","2","","0.04","0.04","0.666666667","0","0.026666667","0.47","0","5.369127517","0","1.185185185","20.88888889","22.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00007","","","","3","1.44","5","5","1.31","0.26","1.57","3.01","10","0.262","0.052","0.157","3.333333333","1.666666667","0.523333333","0.48","50","52.15946844","19.40740741","23.25925926","21.33333333","44.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00008","","","","3","3","2","5","0.87","0.2","1.07","4.07","7","0.435","0.04","0.152857143","2.333333333","0.666666667","0.356666667","1","28.57142857","26.28992629","12.88888889","15.85185185","44.44444444","60.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00009","","","","3","0.25","5","1","0.61","0.05","0.66","0.91","6","0.122","0.05","0.11","2","1.666666667","0.22","0.083333333","83.33333333","72.52747253","9.037037037","9.777777778","3.703703704","13.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00010","","","","3","3.94","5","5","0.85","0.15","1","4.94","10","0.17","0.03","0.1","3.333333333","1.666666667","0.333333333","1.313333333","50","20.24291498","12.59259259","14.81481481","58.37037037","73.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00011","","","","3","1.1","2","1","0.51","0.05","0.56","1.66","3","0.255","0.05","0.186666667","1","0.666666667","0.186666667","0.366666667","66.66666667","33.73493976","7.555555556","8.296296296","16.2962963","24.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00012","","","","3","0.59","4","3","1.23","0.21","1.44","2.03","7","0.3075","0.07","0.205714286","2.333333333","1.333333333","0.48","0.196666667","57.14285714","70.93596059","18.22222222","21.33333333","8.740740741","30.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00013","","","","3","1.02","8","5","1.86","0.21","2.07","3.09","13","0.2325","0.042","0.159230769","4.333333333","2.666666667","0.69","0.34","61.53846154","66.99029126","27.55555556","30.66666667","15.11111111","45.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00014","","","","3","0.61","3","4","0.85","0.1","0.95","1.56","7","0.283333333","0.025","0.135714286","2.333333333","1","0.316666667","0.203333333","42.85714286","60.8974359","12.59259259","14.07407407","9.037037037","23.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00015","","","","3","1.56","5","1","0.54","0.1","0.64","2.2","6","0.108","0.1","0.106666667","2","1.666666667","0.213333333","0.52","83.33333333","29.09090909","8","9.481481481","23.11111111","32.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00016","","","","3","0.85","4","0","1.52","0","1.52","2.37","4","0.38","","0.38","1.333333333","1.333333333","0.506666667","0.283333333","100","64.1350211","22.51851852","22.51851852","12.59259259","35.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00017","","","","3","0.39","7","10","0.69","0.25","0.94","1.33","17","0.098571429","0.025","0.055294118","5.666666667","2.333333333","0.313333333","0.13","41.17647059","70.67669173","10.22222222","13.92592593","5.777777778","19.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00018","","","","3","2.58","2","3","0.28","0.11","0.39","2.97","5","0.14","0.036666667","0.078","1.666666667","0.666666667","0.13","0.86","40","13.13131313","4.148148148","5.777777778","38.22222222","44"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00019","","","","3","1.61","6","7","1.45","0.36","1.81","3.42","13","0.241666667","0.051428571","0.139230769","4.333333333","2","0.603333333","0.536666667","46.15384615","52.92397661","21.48148148","26.81481481","23.85185185","50.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00020","","","","3","0.38","0","5","0","0.12","0.12","0.5","5","","0.024","0.024","1.666666667","0","0.04","0.126666667","0","24","0","1.777777778","5.62962963","7.407407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00021","","","","3","1.47","9","9","0.95","0.26","1.21","2.68","18","0.105555556","0.028888889","0.067222222","6","3","0.403333333","0.49","50","45.14925373","14.07407407","17.92592593","21.77777778","39.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00022","","","","3","0.58","3","0","0.38","0","0.38","0.96","3","0.126666667","","0.126666667","1","1","0.126666667","0.193333333","100","39.58333333","5.62962963","5.62962963","8.592592593","14.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00023","","","","3","2.23","7","4","1.56","0.09","1.65","3.88","11","0.222857143","0.0225","0.15","3.666666667","2.333333333","0.55","0.743333333","63.63636364","42.5257732","23.11111111","24.44444444","33.03703704","57.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00024","","","","3","0.21","6","4","0.92","0.19","1.11","1.32","10","0.153333333","0.0475","0.111","3.333333333","2","0.37","0.07","60","84.09090909","13.62962963","16.44444444","3.111111111","19.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00025","","","","3","3.28","2","5","0.2","0.18","0.38","3.66","7","0.1","0.036","0.054285714","2.333333333","0.666666667","0.126666667","1.093333333","28.57142857","10.38251366","2.962962963","5.62962963","48.59259259","54.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00026","","","","3","0.4","2","2","0.27","0.09","0.36","0.76","4","0.135","0.045","0.09","1.333333333","0.666666667","0.12","0.133333333","50","47.36842105","4","5.333333333","5.925925926","11.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00027","","","","3","0.27","1","0","0.11","0","0.11","0.38","1","0.11","","0.11","0.333333333","0.333333333","0.036666667","0.09","100","28.94736842","1.62962963","1.62962963","4","5.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00028","","","","3","1.95","3","0","0.29","0","0.29","2.24","3","0.096666667","","0.096666667","1","1","0.096666667","0.65","100","12.94642857","4.296296296","4.296296296","28.88888889","33.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00029","","","","3","0.48","1","0","0.14","0","0.14","0.62","1","0.14","","0.14","0.333333333","0.333333333","0.046666667","0.16","100","22.58064516","2.074074074","2.074074074","7.111111111","9.185185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00030","","","","3","1.03","2","0","0.2","0","0.2","1.23","2","0.1","","0.1","0.666666667","0.666666667","0.066666667","0.343333333","100","16.2601626","2.962962963","2.962962963","15.25925926","18.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00031","","","","3","0.27","2","1","0.28","0.05","0.33","0.6","3","0.14","0.05","0.11","1","0.666666667","0.11","0.09","66.66666667","55","4.148148148","4.888888889","4","8.888888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00032","","","","3","2.36","8","8","1.65","0.29","1.94","4.3","16","0.20625","0.03625","0.12125","5.333333333","2.666666667","0.646666667","0.786666667","50","45.11627907","24.44444444","28.74074074","34.96296296","63.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00033","","","","3","3.75","3","9","0.68","0.24","0.92","4.67","12","0.226666667","0.026666667","0.076666667","4","1","0.306666667","1.25","25","19.70021413","10.07407407","13.62962963","55.55555556","69.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00034","","","","3","1.56","1","2","0.14","0.08","0.22","1.78","3","0.14","0.04","0.073333333","1","0.333333333","0.073333333","0.52","33.33333333","12.35955056","2.074074074","3.259259259","23.11111111","26.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00035","","","","3","1.78","5","8","0.66","0.22","0.88","2.66","13","0.132","0.0275","0.067692308","4.333333333","1.666666667","0.293333333","0.593333333","38.46153846","33.08270677","9.777777778","13.03703704","26.37037037","39.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00036","","","","3","0.86","2","8","0.57","0.33","0.9","1.76","10","0.285","0.04125","0.09","3.333333333","0.666666667","0.3","0.286666667","20","51.13636364","8.444444444","13.33333333","12.74074074","26.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00037","","","","3","1.87","0","3","0","0.19","0.19","2.06","3","","0.063333333","0.063333333","1","0","0.063333333","0.623333333","0","9.223300971","0","2.814814815","27.7037037","30.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00038","","","","3","2.01","6","1","1.87","0.06","1.93","3.94","7","0.311666667","0.06","0.275714286","2.333333333","2","0.643333333","0.67","85.71428571","48.98477157","27.7037037","28.59259259","29.77777778","58.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00039","","","","3","1.58","5","5","0.81","0.24","1.05","2.63","10","0.162","0.048","0.105","3.333333333","1.666666667","0.35","0.526666667","50","39.92395437","12","15.55555556","23.40740741","38.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00040","","","","3","1.48","0","1","0","0.08","0.08","1.56","1","","0.08","0.08","0.333333333","0","0.026666667","0.493333333","0","5.128205128","0","1.185185185","21.92592593","23.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00041","","","","3","0.47","3","2","0.55","0.06","0.61","1.08","5","0.183333333","0.03","0.122","1.666666667","1","0.203333333","0.156666667","60","56.48148148","8.148148148","9.037037037","6.962962963","16"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00042","","","","3","2.83","2","2","1.32","0.07","1.39","4.22","4","0.66","0.035","0.3475","1.333333333","0.666666667","0.463333333","0.943333333","50","32.93838863","19.55555556","20.59259259","41.92592593","62.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00043","","","","3","2.55","1","15","1.19","0.46","1.65","4.2","16","1.19","0.030666667","0.103125","5.333333333","0.333333333","0.55","0.85","6.25","39.28571429","17.62962963","24.44444444","37.77777778","62.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00044","","","","3","2.37","6","4","1.46","0.2","1.66","4.03","10","0.243333333","0.05","0.166","3.333333333","2","0.553333333","0.79","60","41.191067","21.62962963","24.59259259","35.11111111","59.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00045","","","","3","1.52","6","13","0.7","0.54","1.24","2.76","19","0.116666667","0.041538462","0.065263158","6.333333333","2","0.413333333","0.506666667","31.57894737","44.92753623","10.37037037","18.37037037","22.51851852","40.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00046","","","","3","0.52","0","9","0","0.23","0.23","0.75","9","","0.025555556","0.025555556","3","0","0.076666667","0.173333333","0","30.66666667","0","3.407407407","7.703703704","11.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00047","","","","3","1.88","3","7","0.56","0.13","0.69","2.57","10","0.186666667","0.018571429","0.069","3.333333333","1","0.23","0.626666667","30","26.84824903","8.296296296","10.22222222","27.85185185","38.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00048","","","","3","0.88","6","1","1.19","0.08","1.27","2.15","7","0.198333333","0.08","0.181428571","2.333333333","2","0.423333333","0.293333333","85.71428571","59.06976744","17.62962963","18.81481481","13.03703704","31.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00049","","","","3","1.83","10","3","2.17","0.16","2.33","4.16","13","0.217","0.053333333","0.179230769","4.333333333","3.333333333","0.776666667","0.61","76.92307692","56.00961538","32.14814815","34.51851852","27.11111111","61.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00050","","","","3","2.36","6","2","1.25","0.06","1.31","3.67","8","0.208333333","0.03","0.16375","2.666666667","2","0.436666667","0.786666667","75","35.69482289","18.51851852","19.40740741","34.96296296","54.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00051","","","","3","0.93","8","6","1.16","0.17","1.33","2.26","14","0.145","0.028333333","0.095","4.666666667","2.666666667","0.443333333","0.31","57.14285714","58.84955752","17.18518519","19.7037037","13.77777778","33.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00052","","","","3","1.31","9","9","1.24","0.32","1.56","2.87","18","0.137777778","0.035555556","0.086666667","6","3","0.52","0.436666667","50","54.3554007","18.37037037","23.11111111","19.40740741","42.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00053","","","","3","1.27","5","11","0.9","0.41","1.31","2.58","16","0.18","0.037272727","0.081875","5.333333333","1.666666667","0.436666667","0.423333333","31.25","50.7751938","13.33333333","19.40740741","18.81481481","38.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00054","","","","3","0.17","0","6","0","0.37","0.37","0.54","6","","0.061666667","0.061666667","2","0","0.123333333","0.056666667","0","68.51851852","0","5.481481481","2.518518519","8"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00055","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00056","","","","3","1.06","5","6","1.06","0.17","1.23","2.29","11","0.212","0.028333333","0.111818182","3.666666667","1.666666667","0.41","0.353333333","45.45454545","53.71179039","15.7037037","18.22222222","15.7037037","33.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00057","","","","3","0.96","7","9","0.94","0.22","1.16","2.12","16","0.134285714","0.024444444","0.0725","5.333333333","2.333333333","0.386666667","0.32","43.75","54.71698113","13.92592593","17.18518519","14.22222222","31.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00058","","","","3","2.22","6","2","0.67","0.11","0.78","3","8","0.111666667","0.055","0.0975","2.666666667","2","0.26","0.74","75","26","9.925925926","11.55555556","32.88888889","44.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00059","","","","3","1.19","3","6","0.48","0.12","0.6","1.79","9","0.16","0.02","0.066666667","3","1","0.2","0.396666667","33.33333333","33.51955307","7.111111111","8.888888889","17.62962963","26.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00060","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00061","","","","3","0.22","0","4","0","0.2","0.2","0.42","4","","0.05","0.05","1.333333333","0","0.066666667","0.073333333","0","47.61904762","0","2.962962963","3.259259259","6.222222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00062","","","","3","0.07","0","0","0","0","0","0.07","0","","","","0","0","0","0.023333333","","0","0","0","1.037037037","1.037037037"
