"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00058","","","","30","25","5","7","23","55.18","28","6.06","0.48","5","154.5","39.53","6.54","61.72","0.216428571","1.217391304","0.933333333","0.284347826","0.218","2.399130435","1.839333333","10.59624109","76.66666667","25.58576052","1.673308738","8.977777778","11.71014493","9.688888889","12.63768116","81.74814815","106.6280193","2.478975908","3.233446836","91.43703704","119.2657005","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00059","","","","30","30","4","4","27","24.71","28","4.93","0.94","6","159.42","36.72","5.87","30.58","0.176071429","1.037037037","0.933333333","0.217407407","0.195666667","0.915185185","0.823666667","19.19555265","90","23.03349642","1.35206624","7.303703704","8.115226337","8.696296296","9.66255144","36.60740741","40.67489712","2.003061096","2.225623441","45.3037037","50.33744856","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00060","","","","30","27","4","5","23","29.76","30","6.33","0.7","6","159.97","36.06","7.03","36.79","0.211","1.304347826","1","0.305652174","0.234333333","1.293913043","0.992","19.10845338","76.66666667","22.54172657","1.584683378","9.377777778","12.23188406","10.41481481","13.58454106","44.08888889","57.50724638","2.347679079","3.062190103","54.5037037","71.09178744","7.76"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00061","","","","30","29","1","1","28","36.43","12","1.84","4.22","6","157.15","44.79","6.06","42.49","0.153333333","0.428571429","0.4","0.216428571","0.202","1.301071429","1.214333333","14.26217934","93.33333333","28.50143175","1.727186764","2.725925926","2.920634921","8.977777778","9.619047619","53.97037037","57.82539683","2.558795206","2.741566292","62.94814815","67.44444444","0.15"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00062","","","","30","29","1","1","26","40.31","5","0.66","1.6","6","159.55","49.58","2.26","42.57","0.132","0.192307692","0.166666667","0.086923077","0.075333333","1.550384615","1.343666667","5.308902983","86.66666667","31.07489815","0.702292698","0.977777778","1.128205128","3.348148148","3.863247863","59.71851852","68.90598291","1.040433627","1.200500339","63.06666667","72.76923077","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00063","","","","30","25","1","1","25","59.04","40","5.8","2.41","6","158.58","53.54","8.21","67.25","0.145","1.6","1.333333333","0.3284","0.273666667","2.3616","1.968","12.20817844","83.33333333","33.76213898","2.771871611","8.592592593","10.31111111","12.16296296","14.59555556","87.46666667","104.96","4.10647646","4.927771752","99.62962963","119.5555556","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00064","","","","30","28","1","4","26","41.15","15","1.94","1.47","6","159.35","36.34","3.41","44.56","0.129333333","0.576923077","0.5","0.131153846","0.113666667","1.582692308","1.371666667","7.652603232","86.66666667","22.80514591","0.777655475","2.874074074","3.316239316","5.051851852","5.829059829","60.96296296","70.34188034","1.152082186","1.329325599","66.01481481","76.17094017","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00065","","","","30","30","4","6","28","31.45","35","7.42","2.53","6","159.06","42.1","9.95","41.4","0.212","1.25","1.166666667","0.355357143","0.331666667","1.123214286","1.048333333","24.03381643","93.33333333","26.4679995","2.63356595","10.99259259","11.77777778","14.74074074","15.79365079","46.59259259","49.92063492","3.901579185","4.180263413","61.33333333","65.71428571","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00066","","","","30","28","4","7","25","27.18","16","2.48","2.1","6","158.44","39.46","4.58","31.76","0.155","0.64","0.533333333","0.1832","0.152666667","1.0872","0.906","14.42065491","83.33333333","24.90532694","1.140663974","3.674074074","4.408888889","6.785185185","8.142222222","40.26666667","48.32","1.689872554","2.027847064","47.05185185","56.46222222","1.38"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00067","","","","30","30","1","6","28","10.05","64","11.86","5.68","5","157.72","41.34","17.54","27.59","0.1853125","2.285714286","2.133333333","0.626428571","0.584666667","0.358928571","0.335","63.57375861","93.33333333","26.21100685","4.597410601","17.57037037","18.82539683","25.98518519","27.84126984","14.88888889","15.95238095","6.810978668","7.297477145","40.87407407","43.79365079","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00068","","","","30","30","1","4","28","15.15","100","15.76","4.53","4","159.86","44.16","20.29","35.44","0.1576","3.571428571","3.333333333","0.724642857","0.676333333","0.541071429","0.505","57.251693","93.33333333","27.62417115","5.604944326","23.34814815","25.01587302","30.05925926","32.20634921","22.44444444","24.04761905","8.303621224","8.896737026","52.5037037","56.25396825","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00069","","","","30","24","1","1","23","7.42","86","13.71","4.46","4","157.44","39.71","18.17","25.59","0.159418605","3.739130435","2.866666667","0.79","0.605666667","0.322608696","0.247333333","71.00429855","76.66666667","25.22230691","4.582893166","20.31111111","26.49275362","26.91851852","35.11111111","10.99259259","14.33816425","6.789471357","8.855832204","37.91111111","49.44927536","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00070","","","","30","25","4","5","19","23.07","30","15.7","0.77","5","158.03","40.2","16.47","39.54","0.523333333","1.578947368","1","0.866842105","0.549","1.214210526","0.769","41.65402124","63.33333333","25.43820794","4.189672847","23.25925926","36.7251462","24.4","38.52631579","34.17777778","53.96491228","6.206922736","9.80040432","58.57777778","92.49122807","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00071","","","","30","27","4","7","24","11.98","43","19.61","0.77","4","159.59","46.08","20.38","32.36","0.456046512","1.791666667","1.433333333","0.849166667","0.679333333","0.499166667","0.399333333","62.9789864","80","28.8739896","5.88451908","29.05185185","36.31481481","30.19259259","37.74074074","17.74814815","22.18518519","8.717806045","10.89725756","47.94074074","59.92592593","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00072","","","","30","29","6","9","22","11.34","29","15.78","0.84","6","157.41","45.09","16.62","27.96","0.544137931","1.318181818","0.966666667","0.755454545","0.554","0.515454545","0.378","59.44206009","73.33333333","28.64493997","4.760789022","23.37777778","31.87878788","24.62222222","33.57575758","16.8","22.90909091","7.053020774","9.617755601","41.42222222","56.48484848","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00073","","","","30","24","5","9","12","0.19","0","0","0","9","","","0","0.19","","0","0","0","0","0.015833333","0.006333333","0","40","","","0","0","0","0","0.281481481","0.703703704","","","0.281481481","0.703703704",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00074","","","","30","18","9","9","4","0.18","0","0","0","9","","","0","0.18","","0","0","0","0","0.045","0.006","0","13.33333333","","","0","0","0","0","0.266666667","2","","","0.266666667","2",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00075","","","","30","17","9","9","7","0.17","0","0","0","9","","","0","0.17","","0","0","0","0","0.024285714","0.005666667","0","23.33333333","","","0","0","0","0","0.251851852","1.079365079","","","0.251851852","1.079365079",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00076","","","","30","27","7","9","17","0.59","0","0","0","9","","","0","0.59","","0","0","0","0","0.034705882","0.019666667","0","56.66666667","","","0","0","0","0","0.874074074","1.54248366","","","0.874074074","1.54248366",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00077","","","","30","22","7","9","6","0.27","0","0","0","9","","","0","0.27","","0","0","0","0","0.045","0.009","0","20","","","0","0","0","0","0.4","2","","","0.4","2",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00078","","","","30","29","8","9","11","0.46","0","0","0","9","","","0","0.46","","0","0","0","0","0.041818182","0.015333333","0","36.66666667","","","0","0","0","0","0.681481481","1.858585859","","","0.681481481","1.858585859",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00079","","","","30","29","1","1","28","34.64","60","23.58","0.78","4","157.01","42.87","24.36","59","0.393","2.142857143","2","0.87","0.812","1.237142857","1.154666667","41.28813559","93.33333333","27.30399338","6.651252786","34.93333333","37.42857143","36.08888889","38.66666667","51.31851852","54.98412698","9.853707832","10.55754411","87.40740741","93.65079365","3.96"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00080","","","","30","29","1","2","27","44.89","50","21.45","0.46","4","157.18","47.61","21.91","66.8","0.429","1.851851852","1.666666667","0.811481481","0.730333333","1.662592593","1.496333333","32.7994012","90","30.29011325","6.636563812","31.77777778","35.30864198","32.45925926","36.06584362","66.5037037","73.89300412","9.831946388","10.92438488","98.96296296","109.9588477","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00081","","","","30","29","1","1","26","40.67","59","24.86","1.12","4","159.28","49.08","25.98","66.65","0.421355932","2.269230769","1.966666667","0.999230769","0.866","1.564230769","1.355666667","38.97974494","86.66666667","30.81366148","8.005389252","36.82962963","42.4957265","38.48888889","44.41025641","60.25185185","69.52136752","11.85983593","13.68442607","98.74074074","113.9316239","1.65"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00082","","","","30","30","1","1","28","30.14","34","5.73","2.21","6","155.53","47","7.94","38.08","0.168529412","1.214285714","1.133333333","0.283571429","0.264666667","1.076428571","1.004666667","20.85084034","93.33333333","30.21925031","2.399408474","8.488888889","9.095238095","11.76296296","12.6031746","44.65185185","47.84126984","3.554679221","3.80858488","56.41481481","60.44444444","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00083","","","","30","28","1","1","20","62.46","0","0","0.5","7","","","0.5","62.96","","0","0","0.025","0.016666667","3.123","2.082","0.794155019","66.66666667","","","0","0","0.740740741","1.111111111","92.53333333","138.8","","","93.27407407","139.9111111",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00084","","","","30","26","1","1","26","32.27","4","0.61","0.93","6","157.94","43.61","1.54","33.81","0.1525","0.153846154","0.133333333","0.059230769","0.051333333","1.241153846","1.075666667","4.554865424","86.66666667","27.6117513","0.42522097","0.903703704","1.042735043","2.281481481","2.632478632","47.80740741","55.16239316","0.629956993","0.726873453","50.08888889","57.79487179","1.38"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00085","","","","30","27","1","2","25","48.64","22","4.12","1.27","6","159.15","39.84","5.39","54.03","0.187272727","0.88","0.733333333","0.2156","0.179666667","1.9456","1.621333333","9.975939293","83.33333333","25.03298775","1.34927804","6.103703704","7.324444444","7.985185185","9.582222222","72.05925926","86.47111111","1.998930429","2.398716515","80.04444444","96.05333333","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00086","","","","30","27","1","1","27","32.82","59","13.88","1.05","4","158.63","38.49","14.93","47.75","0.235254237","2.185185185","1.966666667","0.552962963","0.497666667","1.215555556","1.094","31.26701571","90","24.26401059","3.622616781","20.56296296","22.84773663","22.11851852","24.57613169","48.62222222","54.02469136","5.366839676","5.963155195","70.74074074","78.60082305","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00087","","","","30","27","1","1","26","34.79","35","7.01","1.64","4","154.35","41.42","8.65","43.44","0.200285714","1.346153846","1.166666667","0.332692308","0.288333333","1.338076923","1.159666667","19.91252302","86.66666667","26.835115","2.321237447","10.38518519","11.98290598","12.81481481","14.78632479","51.54074074","59.47008547","3.438870292","3.96792726","64.35555556","74.25641026","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00088","","","","30","21","7","9","14","0.46","0","0","0","9","","","0","0.46","","0","0","0","0","0.032857143","0.015333333","0","46.66666667","","","0","0","0","0","0.681481481","1.46031746","","","0.681481481","1.46031746",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00089","","","","30","21","7","9","9","0.89","0","0","0.3","7","","","0.3","1.19","","0","0","0.033333333","0.01","0.098888889","0.029666667","25.21008403","30","","","0","0","0.444444444","1.481481481","1.318518519","4.395061728","","","1.762962963","5.87654321",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00090","","","","30","25","9","9","8","2.13","2","0.45","0.44","7","156.98","51.55","0.89","3.02","0.225","0.25","0.066666667","0.11125","0.029666667","0.26625","0.071","29.47019868","26.66666667","32.83857816","0.292263346","0.666666667","2.5","1.318518519","4.944444444","3.155555556","11.83333333","0.432982734","1.623685254","4.474074074","16.77777778","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00091","","","","30","21","1","8","11","20.49","4","0.98","0.17","6","159.37","41.82","1.15","21.64","0.245","0.363636364","0.133333333","0.104545455","0.038333333","1.862727273","0.683","5.314232902","36.66666667","26.24082324","0.301769467","1.451851852","3.95959596","1.703703704","4.646464646","30.35555556","82.78787879","0.447065877","1.219270575","32.05925926","87.43434343","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00092","","","","30","21","1","7","12","9.61","6","1.32","0.23","6","159.22","40.36","1.55","11.16","0.22","0.5","0.2","0.129166667","0.051666667","0.800833333","0.320333333","13.88888889","40","25.3485743","0.392902902","1.955555556","4.888888889","2.296296296","5.740740741","14.23703704","35.59259259","0.582078373","1.455195932","16.53333333","41.33333333","1.38"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00093","","","","30","26","3","7","20","14.16","12","2.99","0.66","6","158.84","41.86","3.65","17.81","0.249166667","0.6","0.4","0.1825","0.121666667","0.708","0.472","20.49410444","66.66666667","26.35356333","0.961905062","4.42962963","6.644444444","5.407407407","8.111111111","20.97777778","31.46666667","1.425044536","2.137566804","26.38518519","39.57777778","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00094","","","","30","23","4","5","21","16.82","7","1.33","0.68","6","157.82","46.31","2.01","18.83","0.19","0.333333333","0.233333333","0.095714286","0.067","0.800952381","0.560666667","10.67445566","70","29.34355595","0.589805475","1.97037037","2.814814815","2.977777778","4.253968254","24.91851852","35.5978836","0.873785888","1.248265555","27.8962963","39.85185185","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00095","","","","30","27","5","8","25","13.23","43","10.31","0.24","5","157.72","46.05","10.55","23.78","0.239767442","1.72","1.433333333","0.422","0.351666667","0.5292","0.441","44.36501262","83.33333333","29.19731169","3.080316383","15.27407407","18.32888889","15.62962963","18.75555556","19.6","23.52","4.563431679","5.476118015","35.22962963","42.27555556","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00096","","","","30","28","4","6","28","38.46","32","8.62","0.85","6","159.2","46.05","9.47","47.93","0.269375","1.142857143","1.066666667","0.338214286","0.315666667","1.373571429","1.282","19.75798039","93.33333333","28.9258794","2.739280779","12.77037037","13.68253968","14.02962963","15.03174603","56.97777778","61.04761905","4.058193747","4.348064728","71.00740741","76.07936508","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00097","","","","30","21","6","9","10","4.79","5","2.36","0.28","6","158.93","41.79","2.64","7.43","0.472","0.5","0.166666667","0.264","0.088","0.479","0.159666667","35.53162853","33.33333333","26.2945951","0.694177311","3.496296296","10.48888889","3.911111111","11.73333333","7.096296296","21.28888889","1.028410831","3.085232492","11.00740741","33.02222222","3.03"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00098","","","","30","21","6","9","7","5.66","3","0.93","0.11","6","156.89","41.05","1.04","6.7","0.31","0.428571429","0.1","0.148571429","0.034666667","0.808571429","0.188666667","15.52238806","23.33333333","26.16482886","0.27211422","1.377777778","5.904761905","1.540740741","6.603174603","8.385185185","35.93650794","0.403132178","1.727709334","9.925925926","42.53968254","5.46"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00099","","","","30","25","9","9","11","3.15","10","1.52","0.33","6","159.36","39.52","1.85","5","0.152","0.909090909","0.333333333","0.168181818","0.061666667","0.286363636","0.105","37","36.66666667","24.79919679","0.458785141","2.251851852","6.141414141","2.740740741","7.474747475","4.666666667","12.72727273","0.67968169","1.853677336","7.407407407","20.2020202","7.23"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00100","","","","30","25","1","1","20","21.62","33","7.51","2.36","6","158.06","41.37","9.87","31.49","0.227575758","1.65","1.1","0.4935","0.329","1.081","0.720666667","31.34328358","66.66666667","26.17360496","2.58333481","11.12592593","16.68888889","14.62222222","21.93333333","32.02962963","48.04444444","3.827162681","5.740744021","46.65185185","69.97777778","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00101","","","","30","27","4","1","23","22.69","27","4.72","2.57","6","159.77","41.11","7.29","29.98","0.174814815","1.173913043","0.9","0.316956522","0.243","0.986521739","0.756333333","24.31621081","76.66666667","25.73073794","1.875770796","6.992592593","9.120772947","10.8","14.08695652","33.61481481","43.84541063","2.778919697","3.624677866","44.41481481","57.93236715","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00102","","","","30","29","1","1","28","18.71","52","8.54","3.44","6","155.86","41.92","11.98","30.69","0.164230769","1.857142857","1.733333333","0.427857143","0.399333333","0.668214286","0.623666667","39.03551645","93.33333333","26.89593225","3.222132683","12.65185185","13.55555556","17.74814815","19.01587302","27.71851852","29.6984127","4.773529901","5.114496323","45.46666667","48.71428571","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00103","","","","30","28","9","9","4","0.1","0","0","0","9","","","0","0.1","","0","0","0","0","0.025","0.003333333","0","13.33333333","","","0","0","0","0","0.148148148","1.111111111","","","0.148148148","1.111111111",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00104","","","","30","22","7","9","9","0.23","0","0","0","9","","","0","0.23","","0","0","0","0","0.025555556","0.007666667","0","30","","","0","0","0","0","0.340740741","1.135802469","","","0.340740741","1.135802469",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00105","","","","30","23","9","9","5","0.04","0","0","0","9","","","0","0.04","","0","0","0","0","0.008","0.001333333","0","16.66666667","","","0","0","0","0","0.059259259","0.355555556","","","0.059259259","0.355555556",""
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00106","","","","30","29","7","7","23","28.53","16","3.11","0.48","6","158.29","41.84","3.59","32.12","0.194375","0.695652174","0.533333333","0.156086957","0.119666667","1.240434783","0.951","11.17683686","76.66666667","26.43249732","0.948926654","4.607407407","6.009661836","5.318518519","6.937198068","42.26666667","55.13043478","1.405817265","1.833674693","47.58518519","62.06763285","7.23"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00107","","","","30","21","5","6","20","17.25","42","8.68","0.65","6","153.72","41.99","9.33","26.58","0.206666667","2.1","1.4","0.4665","0.311","0.8625","0.575","35.10158014","66.66666667","27.31589904","2.54857338","12.85925926","19.28888889","13.82222222","20.73333333","25.55555556","38.33333333","3.775664267","5.6634964","39.37777778","59.06666667","6.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00108","","","","30","29","6","7","22","31.91","25","5.12","1.2","6","159.5","36.59","6.32","38.23","0.2048","1.136363636","0.833333333","0.287272727","0.210666667","1.450454545","1.063666667","16.53151975","73.33333333","22.94043887","1.449835737","7.585185185","10.34343434","9.362962963","12.76767677","47.27407407","64.46464646","2.147904795","2.928961084","56.63703704","77.23232323","4.92"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00109","","","","30","26","1","7","20","29.31","44","15.11","1.19","4","158.96","40.43","16.3","45.61","0.343409091","2.2","1.466666667","0.815","0.543333333","1.4655","0.977","35.7377768","66.66666667","25.43407146","4.145753649","22.38518519","33.57777778","24.14814815","36.22222222","43.42222222","65.13333333","6.141857257","9.212785886","67.57037037","101.3555556","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00110","","","","30","29","1","5","28","30.52","55","16.74","1.17","3","158.44","44.7","17.91","48.43","0.304363636","1.964285714","1.833333333","0.639642857","0.597","1.09","1.017333333","36.98120999","93.33333333","28.21257258","5.05287175","24.8","26.57142857","26.53333333","28.42857143","45.21481481","48.44444444","7.485735925","8.020431349","71.74814815","76.87301587","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00111","","","","30","20","4","5","16","23.86","42","18.33","0.38","5","158.46","41.82","18.71","42.57","0.436428571","2.625","1.4","1.169375","0.623666667","1.49125","0.795333333","43.9511393","53.33333333","26.39151836","4.937853086","27.15555556","50.91666667","27.71851852","51.97222222","35.34814815","66.27777778","7.315337905","13.71625857","63.06666667","118.25","4.61"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00112","","","","30","23","1","6","11","31.24","7","2.06","0.26","6","156.05","42.11","2.32","33.56","0.294285714","0.636363636","0.233333333","0.210909091","0.077333333","2.84","1.041333333","6.912991657","36.66666667","26.98494072","0.626050625","3.051851852","8.323232323","3.437037037","9.373737374","46.28148148","126.2222222","0.927482407","2.529497474","49.71851852","135.5959596","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00113","","","","30","30","4","3","19","11.02","4","1.59","0.61","6","159","52.04","2.2","13.22","0.3975","0.210526316","0.133333333","0.115789474","0.073333333","0.58","0.367333333","16.64145234","63.33333333","32.72955975","0.720050314","2.355555556","3.719298246","3.259259259","5.14619883","16.32592593","25.77777778","1.066741207","1.684328221","19.58518519","30.92397661","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00114","","","","30","23","1","1","17","9.35","12","3.08","0.56","6","155.78","49.14","3.64","12.99","0.256666667","0.705882353","0.4","0.214117647","0.121333333","0.55","0.311666667","28.02155504","56.66666667","31.54448581","1.148219284","4.562962963","8.052287582","5.392592593","9.516339869","13.85185185","24.44444444","1.701065605","3.00188048","19.24444444","33.96078431","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00115","","","","30","28","4","8","28","26.12","34","7.63","1.48","4","159.75","49.28","9.11","35.23","0.224411765","1.214285714","1.133333333","0.325357143","0.303666667","0.932857143","0.870666667","25.8586432","93.33333333","30.84820031","2.810271049","11.3037037","12.11111111","13.4962963","14.46031746","38.6962963","41.46031746","4.163364516","4.460747696","52.19259259","55.92063492","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00116","","","","30","24","7","8","15","21.36","12","2.49","0.51","6","157.69","44.88","3","24.36","0.2075","0.8","0.4","0.2","0.1","1.424","0.712","12.31527094","50","28.46090431","0.853827129","3.688888889","7.377777778","4.444444444","8.888888889","31.64444444","63.28888889","1.26492908","2.529858161","36.08888889","72.17777778","0.12"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00117","","","","30","28","7","8","22","15.62","33","7.25","1.05","5","158.93","46.9","8.3","23.92","0.21969697","1.5","1.1","0.377272727","0.276666667","0.71","0.520666667","34.69899666","73.33333333","29.5098471","2.44931731","10.74074074","14.64646465","12.2962963","16.76767677","23.14074074","31.55555556","3.628618236","4.948115777","35.43703704","48.32323232","0.02"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00118","","","","30","28","3","2","24","36.24","31","9.38","0.77","5","157.23","45.18","10.15","46.39","0.302580645","1.291666667","1.033333333","0.422916667","0.338333333","1.51","1.208","21.87971546","80","28.73497424","2.916599886","13.8962963","17.37037037","15.03703704","18.7962963","53.68888889","67.11111111","4.320888719","5.401110899","68.72592593","85.90740741","1.32"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00119","","","","30","25","3","6","21","22.35","26","10.4","0.31","6","158.67","49.06","10.71","33.06","0.4","1.238095238","0.866666667","0.51","0.357","1.064285714","0.745","32.39564428","70","30.9195185","3.311480431","15.40740741","22.01058201","15.86666667","22.66666667","33.11111111","47.3015873","4.905896935","7.008424193","48.97777778","69.96825397","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00120","","","","30","29","1","6","27","29.53","26","9.01","1.18","6","156.96","48.73","10.19","39.72","0.346538462","0.962962963","0.866666667","0.377407407","0.339666667","1.093703704","0.984333333","25.65458207","90","31.0461264","3.16360028","13.34814815","14.83127572","15.0962963","16.77366255","43.74814815","48.6090535","4.68681523","5.207572478","58.84444444","65.38271605","1.04"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00121","","","","30","25","3","2","24","26.8","29","10.06","1.3","4","159.61","43.9","11.36","38.16","0.346896552","1.208333333","0.966666667","0.473333333","0.378666667","1.116666667","0.893333333","29.76939203","80","27.50454232","3.124516008","14.9037037","18.62962963","16.82962963","21.03703704","39.7037037","49.62962963","4.628912604","5.786140755","56.53333333","70.66666667","0"
"","","PEP2019HUA-ST05","","","","","","","","","PEP2019HUA-ST05-00122","","","","30","28","1","1","20","24.8","22","5.72","0.7","5","158.96","38.65","6.42","31.22","0.26","1.1","0.733333333","0.321","0.214","1.24","0.826666667","20.56374119","66.66666667","24.3142929","1.560977604","8.474074074","12.71111111","9.511111111","14.26666667","36.74074074","55.11111111","2.312559414","3.468839121","46.25185185","69.37777778","0.02"
