"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Total storage root weight per NET plot in kg|CO_331:0000237","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00132","","","","30","4","4","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00133","","","","30","6","6","3","1.1","1.1","2","1","1","6","7","1.5","2.2","50","1.222222222","1.222222222","2.444444444","0.036666667","0.036666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00134","","","","30","5","5","2","0","20","","","","","","","20","0","0","22.22222222","22.22222222","0","0.666666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00135","","","","30","4","8","2","1.2","6.7","2","1","1","5","3","3.96","7.9","15.18987342","1.333333333","7.444444444","8.777777778","0.04","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00136","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00137","","","","30","4","8","3","14","8","6","1","1","1","1","4.41","22","63.63636364","15.55555556","8.888888889","24.44444444","0.466666667","0.266666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00138","","","","30","6","5","2","0.9","0.8","2","1","1","1","5","0","1.7","52.94117647","1","0.888888889","1.888888889","0.03","0.026666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00139","","","","30","7","5","4","1.2","0.7","2","1","5","1","5","0","1.9","63.15789474","1.333333333","0.777777778","2.111111111","0.04","0.023333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00140","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00141","","","","30","3","8","2","1.7","6.7","6","1","1","2","7","14.37","8.4","20.23809524","1.888888889","7.444444444","9.333333333","0.056666667","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00142","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00143","","","","30","6","5","4","2","2.2","2","3","6","7","7","1.5","4.2","47.61904762","2.222222222","2.444444444","4.666666667","0.066666667","0.073333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00144","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00145","","","","30","3","7","2","0.5","8.7","2","1","1","7","7","1.5","9.2","5.434782609","0.555555556","9.666666667","10.22222222","0.016666667","0.29"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00146","","","","30","3","7","2","5.7","6.7","2","5","4","5","3","0","12.4","45.96774194","6.333333333","7.444444444","13.77777778","0.19","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00147","","","","30","3","7","2","2.8","7.3","2","1","1","7","3","1.5","10.1","27.72277228","3.111111111","8.111111111","11.22222222","0.093333333","0.243333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00148","","","","30","3","7","3","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00149","","","","30","7","5","3","1.3","3.3","","","","","","","4.6","28.26086957","1.444444444","3.666666667","5.111111111","0.043333333","0.11"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00150","","","","30","3","5","2","4.7","1.8","2","4","5","4","5","0","6.5","72.30769231","5.222222222","2","7.222222222","0.156666667","0.06"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00151","","","","30","2","7","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00152","","","","30","","","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00153","","","","30","2","9","2","11.9","466.7","8","1","1","3","3","0.12","478.6","2.486418721","13.22222222","518.5555556","531.7777778","0.396666667","15.55666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00154","","","","30","1","5","2","2.3","1.3","2","1","1","3","7","3.03","3.6","63.88888889","2.555555556","1.444444444","4","0.076666667","0.043333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00155","","","","30","3","5","2","2.2","2.2","6","1","1","2","7","4.61","4.4","50","2.444444444","2.444444444","4.888888889","0.073333333","0.073333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00156","","","","30","4","4","2","2.3","0","2","1","3","2","7","1.5","2.3","100","2.555555556","0","2.555555556","0.076666667","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00157","","","","30","5","7","2","1.6","1.3","6","3","4","3","7","7.76","2.9","55.17241379","1.777777778","1.444444444","3.222222222","0.053333333","0.043333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00158","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00159","","","","30","4","9","2","21.1","20","2","2","2","2","1","0","41.1","51.33819951","23.44444444","22.22222222","45.66666667","0.703333333","0.666666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00160","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
