"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00841","","","","3","3","3","1","8","3","2","3","3","6","1","0.05","1.4","3","4","6","3","4","8","1.05","2.45","9","0.333333333","0.008333333","0.116666667","3","3","1","1","0.35","0.35","0.466666667","0.466666667","33.33333333","42.85714286","100","11.11111111","11.66666667","15.55555556","27.22222222","11.11111111","11.66666667","15.55555556","27.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00863","","","","3","3","2","1","8","4","2","3","11","2","5","0.2","3.6","3","4","4","3","1","8","5.2","8.8","13","0.454545455","0.1","0.4","4.333333333","4.333333333","3.666666667","3.666666667","1.733333333","1.733333333","1.2","1.2","84.61538462","59.09090909","100","55.55555556","57.77777778","40","97.77777778","55.55555556","57.77777778","40","97.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00885","","","","3","3","5","2","7","7","2","3","4","6","0.8","0.3","0.4","3","1","3","3","1","6","1.1","1.5","10","0.2","0.05","0.11","3.333333333","3.333333333","1.333333333","1.333333333","0.366666667","0.366666667","0.133333333","0.133333333","40","73.33333333","100","8.888888889","12.22222222","4.444444444","16.66666667","8.888888889","12.22222222","4.444444444","16.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00908","","","","3","3","4","1","7","5","2","3","8","0","2.5","0","0.6","3","3","6","3","1","6","2.5","3.1","8","0.3125","","0.3125","2.666666667","2.666666667","2.666666667","2.666666667","0.833333333","0.833333333","0.2","0.2","100","80.64516129","100","27.77777778","27.77777778","6.666666667","34.44444444","27.77777778","27.77777778","6.666666667","34.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00930","","","","3","3","1","1","8","2","3","3","16","10","4.3","0.4","5.6","3","2","3","2","1","8","4.7","10.3","26","0.26875","0.04","0.180769231","8.666666667","8.666666667","5.333333333","5.333333333","1.566666667","1.566666667","1.866666667","1.866666667","61.53846154","45.63106796","100","47.77777778","52.22222222","62.22222222","114.4444444","47.77777778","52.22222222","62.22222222","114.4444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00952","","","","3","3","3","1","8","7","2","2","13","6","2.7","0.4","3","3","3","3","3","3","8","3.1","6.1","19","0.207692308","0.066666667","0.163157895","9.5","6.333333333","6.5","4.333333333","1.55","1.033333333","1.5","1","68.42105263","50.81967213","66.66666667","30","34.44444444","33.33333333","67.77777778","45","51.66666667","50","101.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00953","","","","3","3","2","1","8","6","2","3","6","3","1.2","0.02","4","3","3","3","3","4","8","1.22","5.22","9","0.2","0.006666667","0.135555556","3","3","2","2","0.406666667","0.406666667","1.333333333","1.333333333","66.66666667","23.37164751","100","13.33333333","13.55555556","44.44444444","58","13.33333333","13.55555556","44.44444444","58"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00975","","","","3","2","1","1","8","4","2","2","16","7","6","0.25","1","3","2","2","1","3","6","6.25","7.25","23","0.375","0.035714286","0.27173913","11.5","7.666666667","8","5.333333333","3.125","2.083333333","0.5","0.333333333","69.56521739","86.20689655","66.66666667","66.66666667","69.44444444","11.11111111","80.55555556","100","104.1666667","16.66666667","120.8333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00997","","","","3","2","4","1","8","6","2","2","13","1","4","0.01","0.1","3","2","3","2","3","6","4.01","4.11","14","0.307692308","0.01","0.286428571","7","4.666666667","6.5","4.333333333","2.005","1.336666667","0.05","0.033333333","92.85714286","97.56690998","66.66666667","44.44444444","44.55555556","1.111111111","45.66666667","66.66666667","66.83333333","1.666666667","68.5"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01020","","","","3","3","2","1","8","3","2","3","12","2","3","0.04","1.2","3","2","6","3","3","6","3.04","4.24","14","0.25","0.02","0.217142857","4.666666667","4.666666667","4","4","1.013333333","1.013333333","0.4","0.4","85.71428571","71.69811321","100","33.33333333","33.77777778","13.33333333","47.11111111","33.33333333","33.77777778","13.33333333","47.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01042","","","","3","3","1","1","9","5","2","3","22","8","7.3","0.5","5.4","4","3","4","1","3","8","7.8","13.2","30","0.331818182","0.0625","0.26","10","10","7.333333333","7.333333333","2.6","2.6","1.8","1.8","73.33333333","59.09090909","100","81.11111111","86.66666667","60","146.6666667","81.11111111","86.66666667","60","146.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01064","","","","3","3","3","1","6","5","3","3","5","0","1.6","0","0.6","3","2","3","3","3","6","1.6","2.2","5","0.32","","0.32","1.666666667","1.666666667","1.666666667","1.666666667","0.533333333","0.533333333","0.2","0.2","100","72.72727273","100","17.77777778","17.77777778","6.666666667","24.44444444","17.77777778","17.77777778","6.666666667","24.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01065","","","","3","3","2","1","8","5","2","3","16","3","4.5","0.16","3","4","3","7","2","4","6","4.66","7.66","19","0.28125","0.053333333","0.245263158","6.333333333","6.333333333","5.333333333","5.333333333","1.553333333","1.553333333","1","1","84.21052632","60.83550914","100","50","51.77777778","33.33333333","85.11111111","50","51.77777778","33.33333333","85.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01087","","","","3","3","3","1","7","3","2","3","11","1","4.2","0.03","4.4","3","7","3","2","4","8","4.23","8.63","12","0.381818182","0.03","0.3525","4","4","3.666666667","3.666666667","1.41","1.41","1.466666667","1.466666667","91.66666667","49.01506373","100","46.66666667","47","48.88888889","95.88888889","46.66666667","47","48.88888889","95.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01109","","","","3","3","5","1","8","6","3","3","12","6","2.4","0.3","3.2","3","2","3","2","4","6","2.7","5.9","18","0.2","0.05","0.15","6","6","4","4","0.9","0.9","1.066666667","1.066666667","66.66666667","45.76271186","100","26.66666667","30","35.55555556","65.55555556","26.66666667","30","35.55555556","65.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01132","","","","3","2","3","1","5","4","2","2","0","1","0","0.05","8","2","1","3","7","1","6","0.05","8.05","1","","0.05","0.05","0.5","0.333333333","0","0","0.025","0.016666667","4","2.666666667","0","0.621118012","66.66666667","0","0.555555556","88.88888889","89.44444444","0","0.833333333","133.3333333","134.1666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01154","","","","3","3","1","1","5","2","2","3","6","3","1.6","0.2","2","3","5","6","1","1","8","1.8","3.8","9","0.266666667","0.066666667","0.2","3","3","2","2","0.6","0.6","0.666666667","0.666666667","66.66666667","47.36842105","100","17.77777778","20","22.22222222","42.22222222","17.77777778","20","22.22222222","42.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01176","","","","3","3","5","1","7","5","2","3","8","2","2","0.05","0.5","3","3","6","2","1","6","2.05","2.55","10","0.25","0.025","0.205","3.333333333","3.333333333","2.666666667","2.666666667","0.683333333","0.683333333","0.166666667","0.166666667","80","80.39215686","100","22.22222222","22.77777778","5.555555556","28.33333333","22.22222222","22.77777778","5.555555556","28.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01177","","","","3","3","3","1","8","6","3","3","13","6","4.3","0.16","0.6","3","4","4","2","4","8","4.46","5.06","19","0.330769231","0.026666667","0.234736842","6.333333333","6.333333333","4.333333333","4.333333333","1.486666667","1.486666667","0.2","0.2","68.42105263","88.14229249","100","47.77777778","49.55555556","6.666666667","56.22222222","47.77777778","49.55555556","6.666666667","56.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01199","","","","3","3","1","1","9","3","2","3","16","12","3","0.9","8","4","3","3","4","4","8","3.9","11.9","28","0.1875","0.075","0.139285714","9.333333333","9.333333333","5.333333333","5.333333333","1.3","1.3","2.666666667","2.666666667","57.14285714","32.77310924","100","33.33333333","43.33333333","88.88888889","132.2222222","33.33333333","43.33333333","88.88888889","132.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01221","","","","3","3","6","2","8","7","3","3","17","1","5.7","0.01","1.9","3","2","6","2","1","8","5.71","7.61","18","0.335294118","0.01","0.317222222","6","6","5.666666667","5.666666667","1.903333333","1.903333333","0.633333333","0.633333333","94.44444444","75.03285151","100","63.33333333","63.44444444","21.11111111","84.55555556","63.33333333","63.44444444","21.11111111","84.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01244","","","","3","3","3","2","8","4","2","3","11","6","4","0.3","3","3","2","3","1","1","8","4.3","7.3","17","0.363636364","0.05","0.252941176","5.666666667","5.666666667","3.666666667","3.666666667","1.433333333","1.433333333","1","1","64.70588235","58.90410959","100","44.44444444","47.77777778","33.33333333","81.11111111","44.44444444","47.77777778","33.33333333","81.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01266","","","","3","3","4","1","7","5","3","3","10","0","3.4","0","4","4","3","8","1","1","8","3.4","7.4","10","0.34","","0.34","3.333333333","3.333333333","3.333333333","3.333333333","1.133333333","1.133333333","1.333333333","1.333333333","100","45.94594595","100","37.77777778","37.77777778","44.44444444","82.22222222","37.77777778","37.77777778","44.44444444","82.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01288","","","","3","3","4","1","8","7","2","3","5","0","0.48","0","1.9","4","4","3","6","4","6","0.48","2.38","5","0.096","","0.096","1.666666667","1.666666667","1.666666667","1.666666667","0.16","0.16","0.633333333","0.633333333","100","20.16806723","100","5.333333333","5.333333333","21.11111111","26.44444444","5.333333333","5.333333333","21.11111111","26.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01289","","","","3","3","2","1","7","5","2","3","2","2","0.16","0.08","1.4","3","2","3","6","4","6","0.24","1.64","4","0.08","0.04","0.06","1.333333333","1.333333333","0.666666667","0.666666667","0.08","0.08","0.466666667","0.466666667","50","14.63414634","100","1.777777778","2.666666667","15.55555556","18.22222222","1.777777778","2.666666667","15.55555556","18.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01311","","","","3","3","2","1","9","4","2","3","27","10","5","0.12","7","4","4","6","3","5","8","5.12","12.12","37","0.185185185","0.012","0.138378378","12.33333333","12.33333333","9","9","1.706666667","1.706666667","2.333333333","2.333333333","72.97297297","42.24422442","100","55.55555556","56.88888889","77.77777778","134.6666667","55.55555556","56.88888889","77.77777778","134.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01333","","","","3","3","3","1","9","5","2","3","21","15","3","0.68","2.4","4","2","3","3","1","8","3.68","6.08","36","0.142857143","0.045333333","0.102222222","12","12","7","7","1.226666667","1.226666667","0.8","0.8","58.33333333","60.52631579","100","33.33333333","40.88888889","26.66666667","67.55555556","33.33333333","40.88888889","26.66666667","67.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01356","","","","3","3","3","1","8","4","2","3","0","0","0","0","6","","","","","","","0","6","0","","","","0","0","0","0","0","0","2","2","","0","100","0","0","66.66666667","66.66666667","0","0","66.66666667","66.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01378","","","","3","3","1","1","8","3","2","3","9","0","5","0","","3","1","6","1","3","8","5","","9","0.555555556","","0.555555556","3","3","3","3","1.666666667","1.666666667","","","100","","100","55.55555556","55.55555556","","","55.55555556","55.55555556","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01400","","","","3","3","1","1","9","4","2","3","19","7","6.6","0.3","2.7","3","3","3","2","3","8","6.9","9.6","26","0.347368421","0.042857143","0.265384615","8.666666667","8.666666667","6.333333333","6.333333333","2.3","2.3","0.9","0.9","73.07692308","71.875","100","73.33333333","76.66666667","30","106.6666667","73.33333333","76.66666667","30","106.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01401","","","","3","3","4","1","8","5","2","3","9","1","2.2","0.02","1","3","3","6","3","1","8","2.22","3.22","10","0.244444444","0.02","0.222","3.333333333","3.333333333","3","3","0.74","0.74","0.333333333","0.333333333","90","68.94409938","100","24.44444444","24.66666667","11.11111111","35.77777778","24.44444444","24.66666667","11.11111111","35.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01423","","","","3","3","1","1","8","4","2","3","15","0","5","0","3","3","4","6","2","5","8","5","8","15","0.333333333","","0.333333333","5","5","5","5","1.666666667","1.666666667","1","1","100","62.5","100","55.55555556","55.55555556","33.33333333","88.88888889","55.55555556","55.55555556","33.33333333","88.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01445","","","","3","3","4","1","9","7","2","3","13","0","8.5","0","5","4","2","6","2","3","8","8.5","13.5","13","0.653846154","","0.653846154","4.333333333","4.333333333","4.333333333","4.333333333","2.833333333","2.833333333","1.666666667","1.666666667","100","62.96296296","100","94.44444444","94.44444444","55.55555556","150","94.44444444","94.44444444","55.55555556","150"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01468","","","","3","3","1","1","9","5","2","2","30","6","9.3","0.25","6","3","1","6","1","1","8","9.55","15.55","36","0.31","0.041666667","0.265277778","18","12","15","10","4.775","3.183333333","3","2","83.33333333","61.414791","66.66666667","103.3333333","106.1111111","66.66666667","172.7777778","155","159.1666667","100","259.1666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01490","","","","3","3","1","1","8","4","2","3","15","4","8","0.25","6","3","3","3","3","1","6","8.25","14.25","19","0.533333333","0.0625","0.434210526","6.333333333","6.333333333","5","5","2.75","2.75","2","2","78.94736842","57.89473684","100","88.88888889","91.66666667","66.66666667","158.3333333","88.88888889","91.66666667","66.66666667","158.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01512","","","","3","3","1","1","9","4","2","3","27","11","1","0.1","3","4","2","4","3","1","8","1.1","4.1","38","0.037037037","0.009090909","0.028947368","12.66666667","12.66666667","9","9","0.366666667","0.366666667","1","1","71.05263158","26.82926829","100","11.11111111","12.22222222","33.33333333","45.55555556","11.11111111","12.22222222","33.33333333","45.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01513","","","","3","3","3","1","7","2","2","3","10","4","3.6","0.16","1","3","2","6","3","3","8","3.76","4.76","14","0.36","0.04","0.268571429","4.666666667","4.666666667","3.333333333","3.333333333","1.253333333","1.253333333","0.333333333","0.333333333","71.42857143","78.99159664","100","40","41.77777778","11.11111111","52.88888889","40","41.77777778","11.11111111","52.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01535","","","","3","3","3","2","8","4","3","3","12","5","4.8","0.2","","4","2","4","3","1","8","5","","17","0.4","0.04","0.294117647","5.666666667","5.666666667","4","4","1.666666667","1.666666667","","","70.58823529","","100","53.33333333","55.55555556","","","53.33333333","55.55555556","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01557","","","","3","3","3","1","9","3","2","3","17","8","5","0.02","8.2","4","2","3","2","1","6","5.02","13.22","25","0.294117647","0.0025","0.2008","8.333333333","8.333333333","5.666666667","5.666666667","1.673333333","1.673333333","2.733333333","2.733333333","68","37.97276853","100","55.55555556","55.77777778","91.11111111","146.8888889","55.55555556","55.77777778","91.11111111","146.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01580","","","","3","3","3","1","9","3","2","3","16","9","13","0.9","3","3","2","3","2","1","8","13.9","16.9","25","0.8125","0.1","0.556","8.333333333","8.333333333","5.333333333","5.333333333","4.633333333","4.633333333","1","1","64","82.24852071","100","144.4444444","154.4444444","33.33333333","187.7777778","144.4444444","154.4444444","33.33333333","187.7777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01602","","","","3","3","3","1","8","5","2","3","33","25","9","2","9","3","2","7","3","1","8","11","20","58","0.272727273","0.08","0.189655172","19.33333333","19.33333333","11","11","3.666666667","3.666666667","3","3","56.89655172","55","100","100","122.2222222","100","222.2222222","100","122.2222222","100","222.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01624","","","","3","3","3","1","9","5","2","2","26","8","1","0.35","4.3","4","4","6","3","3","8","1.35","5.65","34","0.038461538","0.04375","0.039705882","17","11.33333333","13","8.666666667","0.675","0.45","2.15","1.433333333","76.47058824","23.89380531","66.66666667","11.11111111","15","47.77777778","62.77777778","16.66666667","22.5","71.66666667","94.16666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01625","","","","3","3","1","1","8","3","2","3","26","16","7","0.65","7.4","4","2","6","3","1","8","7.65","15.05","42","0.269230769","0.040625","0.182142857","14","14","8.666666667","8.666666667","2.55","2.55","2.466666667","2.466666667","61.9047619","50.83056478","100","77.77777778","85","82.22222222","167.2222222","77.77777778","85","82.22222222","167.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01647","","","","3","3","3","1","9","6","2","3","30","10","11","0.5","7","4","2","6","2","1","8","11.5","18.5","40","0.366666667","0.05","0.2875","13.33333333","13.33333333","10","10","3.833333333","3.833333333","2.333333333","2.333333333","75","62.16216216","100","122.2222222","127.7777778","77.77777778","205.5555556","122.2222222","127.7777778","77.77777778","205.5555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01669","","","","3","3","4","2","7","8","2","3","9","5","3.7","0.33","0.6","4","1","3","3","1","8","4.03","4.63","14","0.411111111","0.066","0.287857143","4.666666667","4.666666667","3","3","1.343333333","1.343333333","0.2","0.2","64.28571429","87.04103672","100","41.11111111","44.77777778","6.666666667","51.44444444","41.11111111","44.77777778","6.666666667","51.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01692","","","","3","3","1","1","8","3","2","3","10","0","5.6","0","1.5","3","3","3","2","4","8","5.6","7.1","10","0.56","","0.56","3.333333333","3.333333333","3.333333333","3.333333333","1.866666667","1.866666667","0.5","0.5","100","78.87323944","100","62.22222222","62.22222222","16.66666667","78.88888889","62.22222222","62.22222222","16.66666667","78.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01714","","","","3","3","1","1","8","3","2","3","30","0","9.8","0","2","4","1","3","3","3","8","9.8","11.8","30","0.326666667","","0.326666667","10","10","10","10","3.266666667","3.266666667","0.666666667","0.666666667","100","83.05084746","100","108.8888889","108.8888889","22.22222222","131.1111111","108.8888889","108.8888889","22.22222222","131.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01736","","","","3","3","1","1","9","4","2","3","43","20","11.1","0.6","8.7","4","2","8","2","1","8","11.7","20.4","63","0.258139535","0.03","0.185714286","21","21","14.33333333","14.33333333","3.9","3.9","2.9","2.9","68.25396825","57.35294118","100","123.3333333","130","96.66666667","226.6666667","123.3333333","130","96.66666667","226.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01737","","","","3","3","3","1","9","4","2","3","37","12","8","0.7","4","3","2","6","3","1","8","8.7","12.7","49","0.216216216","0.058333333","0.17755102","16.33333333","16.33333333","12.33333333","12.33333333","2.9","2.9","1.333333333","1.333333333","75.51020408","68.50393701","100","88.88888889","96.66666667","44.44444444","141.1111111","88.88888889","96.66666667","44.44444444","141.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01759","","","","3","3","1","1","9","3","2","3","29","3","11.2","0.02","15","3","2","6","3","1","8","11.22","26.22","32","0.386206897","0.006666667","0.350625","10.66666667","10.66666667","9.666666667","9.666666667","3.74","3.74","5","5","90.625","42.79176201","100","124.4444444","124.6666667","166.6666667","291.3333333","124.4444444","124.6666667","166.6666667","291.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01781","","","","3","3","1","1","8","3","2","3","24","9","6","0.4","10","3","1","6","5","1","8","6.4","16.4","33","0.25","0.044444444","0.193939394","11","11","8","8","2.133333333","2.133333333","3.333333333","3.333333333","72.72727273","39.02439024","100","66.66666667","71.11111111","111.1111111","182.2222222","66.66666667","71.11111111","111.1111111","182.2222222"
