"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00153","","","","","","1","5","8","8","10","8","1","1","1","","","4","5","2","8","8","0.2","0.1","1.1","0.3","1.4","6","0.2","0.02","0.05","0.75","0.6","0.125","0.1","0.0375","0.03","0.1375","0.11","16.66666667","21.42857143","80","","","0.666666667","0.833333333","1","1.25","3.666666667","4.583333333","","","4.666666667","5.833333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00154","","","","","","0","3","9","9","10","3","1","1","3","","","2","2","","9","","0","0.1","","0.1","","3","","0.033333333","0.033333333","0.333333333","0.3","0","0","0.011111111","0.01","","","0","","90","","","0","0","0.333333333","0.37037037","","","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00155","","","","","","5","13","10","10","10","6","3","1","1","","","6","4","4","5","7","0.7","0.6","1.8","1.3","3.1","18","0.14","0.046153846","0.072222222","1.8","1.8","0.5","0.5","0.13","0.13","0.18","0.18","27.77777778","41.93548387","100","","","2.333333333","2.333333333","4.333333333","4.333333333","6","6","","","10.33333333","10.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00156","","","","","","3","12","9","9","10","7","3","1","1","","","5","5","5","6","5","0.7","0.6","4.1","1.3","5.4","15","0.233333333","0.05","0.086666667","1.666666667","1.5","0.333333333","0.3","0.144444444","0.13","0.455555556","0.41","20","24.07407407","90","","","2.333333333","2.592592593","4.333333333","4.814814815","13.66666667","15.18518519","","","18","20"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00157","","","","","","4","20","8","8","10","8","2","2","3","","","4","5","5","4","6","0.9","1.1","4","2","6","24","0.225","0.055","0.083333333","3","2.4","0.5","0.4","0.25","0.2","0.5","0.4","16.66666667","33.33333333","80","","","3","3.75","6.666666667","8.333333333","13.33333333","16.66666667","","","20","25"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00158","","","","","","4","8","9","9","10","8","1","2","3","","","4","6","6","4","4","1.3","0.9","3.9","2.2","6.1","12","0.325","0.1125","0.183333333","1.333333333","1.2","0.444444444","0.4","0.244444444","0.22","0.433333333","0.39","33.33333333","36.06557377","90","","","4.333333333","4.814814815","7.333333333","8.148148148","13","14.44444444","","","20.33333333","22.59259259"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00159","","","","5.92","2.7","11","20","9","9","10","8","1","1","1","8","9","6","6","3","3","7","2.4","1.5","4.7","3.9","8.6","31","0.218181818","0.075","0.125806452","3.444444444","3.1","1.222222222","1.1","0.433333333","0.39","0.522222222","0.47","35.48387097","45.34883721","90","45.60810811","1.778716216","8","8.888888889","13","14.44444444","15.66666667","17.40740741","5.929054054","6.587837838","28.66666667","31.85185185"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00016","","","","","","3","13","10","10","10","10","2","1","3","","","4","4","5","5","6","0.6","0.5","2","1.1","3.1","16","0.2","0.038461538","0.06875","1.6","1.6","0.3","0.3","0.11","0.11","0.2","0.2","18.75","35.48387097","100","","","2","2","3.666666667","3.666666667","6.666666667","6.666666667","","","10.33333333","10.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00160","","","","","","2","3","5","5","10","4","1","1","1","","","5","4","1","4","9","0.4","0.3","0.4","0.7","1.1","5","0.2","0.1","0.14","1","0.5","0.4","0.2","0.14","0.07","0.08","0.04","40","63.63636364","50","","","1.333333333","2.666666667","2.333333333","4.666666667","1.333333333","2.666666667","","","3.666666667","7.333333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00161","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00162","","","","","","1","2","4","4","10","3","1","1","1","","","4","3","2","5","8","0.2","0.1","1.2","0.3","1.5","3","0.2","0.05","0.1","0.75","0.3","0.25","0.1","0.075","0.03","0.3","0.12","33.33333333","20","40","","","0.666666667","1.666666667","1","2.5","4","10","","","5","12.5"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00163","","","","","","7","13","9","9","10","8","1","1","1","","","5","4","3","6","8","0.9","0.5","3.1","1.4","4.5","20","0.128571429","0.038461538","0.07","2.222222222","2","0.777777778","0.7","0.155555556","0.14","0.344444444","0.31","35","31.11111111","90","","","3","3.333333333","4.666666667","5.185185185","10.33333333","11.48148148","","","15","16.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00164","","","","","","1","8","8","8","10","8","1","1","1","","","4","4","6","4","5","0.3","0.4","9.7","0.7","10.4","9","0.3","0.05","0.077777778","1.125","0.9","0.125","0.1","0.0875","0.07","1.2125","0.97","11.11111111","6.730769231","80","","","1","1.25","2.333333333","2.916666667","32.33333333","40.41666667","","","34.66666667","43.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00165","","","","","","0","8","5","5","10","4","2","1","1","","","3","4","5","5","5","0","0.6","4","0.6","4.6","8","","0.075","0.075","1.6","0.8","0","0","0.12","0.06","0.8","0.4","0","13.04347826","50","","","0","0","2","4","13.33333333","26.66666667","","","15.33333333","30.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00166","","","","","","","","5","5","10","7","","","","","","","","4","7","7","","","3.7","","","","","","","","","","","","","0.74","0.37","","","50","","","","","","","12.33333333","24.66666667","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00167","","","","","","3","8","9","9","10","6","1","1","2","","","5","4","4","6","7","0.5","0.4","2.5","0.9","3.4","11","0.166666667","0.05","0.081818182","1.222222222","1.1","0.333333333","0.3","0.1","0.09","0.277777778","0.25","27.27272727","26.47058824","90","","","1.666666667","1.851851852","3","3.333333333","8.333333333","9.259259259","","","11.33333333","12.59259259"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00168","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00169","","","","18.42","5.19","6","7","9","9","10","7","1","1","1","9","9","6","5","8","1","3","1.6","0.6","8.2","2.2","10.4","13","0.266666667","0.085714286","0.169230769","1.444444444","1.3","0.666666667","0.6","0.244444444","0.22","0.911111111","0.82","46.15384615","21.15384615","90","28.17589577","0.619869707","5.333333333","5.925925926","7.333333333","8.148148148","27.33333333","30.37037037","2.066232356","2.295813729","34.66666667","38.51851852"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00017","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00170","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00171","","","","","","0","0","9","9","10","0","","","","","","","","8","1","2","0","0","18.9","0","18.9","0","","","","0","0","0","0","0","0","2.1","1.89","","0","90","","","0","0","0","0","63","70","","","63","70"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00172","","","","21.5","5.18","8","5","8","8","10","8","1","1","1","9","8","6","7","","1","4","2.4","0.3","7.9","2.7","10.6","13","0.3","0.06","0.207692308","1.625","1.3","1","0.8","0.3375","0.27","0.9875","0.79","61.53846154","25.47169811","80","24.09302326","0.650511628","8","10","9","11.25","26.33333333","32.91666667","2.168372093","2.710465116","35.33333333","44.16666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00173","","","","5.46","1.69","7","26","10","10","10","10","1","1","1","5","5","5","7","9","1","2","2.4","1.4","16.3","3.8","20.1","33","0.342857143","0.053846154","0.115151515","3.3","3.3","0.7","0.7","0.38","0.38","1.63","1.63","21.21212121","18.90547264","100","30.95238095","1.176190476","8","8","12.66666667","12.66666667","54.33333333","54.33333333","3.920634921","3.920634921","67","67"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00174","","","","","","1","3","5","5","10","3","1","1","1","","","4","3","3","8","7","0.2","0.1","3","0.3","3.3","4","0.2","0.033333333","0.075","0.8","0.4","0.2","0.1","0.06","0.03","0.6","0.3","25","9.090909091","50","","","0.666666667","1.333333333","1","2","10","20","","","11","22"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00175","","","","","","4","19","8","8","10","8","1","2","2","","","4","4","4","4","6","0.6","0.9","3.2","1.5","4.7","23","0.15","0.047368421","0.065217391","2.875","2.3","0.5","0.4","0.1875","0.15","0.4","0.32","17.39130435","31.91489362","80","","","2","2.5","5","6.25","10.66666667","13.33333333","","","15.66666667","19.58333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00176","","","","","","0","3","4","4","10","2","1","1","1","","","2","2","2","5","8","0","0.2","1.2","0.2","1.4","3","","0.066666667","0.066666667","0.75","0.3","0","0","0.05","0.02","0.3","0.12","0","14.28571429","40","","","0","0","0.666666667","1.666666667","4","10","","","4.666666667","11.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00177","","","","","","0","0","9","9","10","0","","","","","","","","5","4","6","0","0","1.8","0","1.8","0","","","","0","0","0","0","0","0","0.2","0.18","","0","90","","","0","0","0","0","6","6.666666667","","","6","6.666666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00178","","","","","","1","3","6","6","10","3","1","1","1","","","4","5","4","5","6","0.4","0.2","1.4","0.6","2","4","0.4","0.066666667","0.15","0.666666667","0.4","0.166666667","0.1","0.1","0.06","0.233333333","0.14","25","30","60","","","1.333333333","2.222222222","2","3.333333333","4.666666667","7.777777778","","","6.666666667","11.11111111"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00179","","","","","","3","25","8","8","10","6","2","1","1","","","4","3","4","2","6","0.4","1","2","1.4","3.4","28","0.133333333","0.04","0.05","3.5","2.8","0.375","0.3","0.175","0.14","0.25","0.2","10.71428571","41.17647059","80","","","1.333333333","1.666666667","4.666666667","5.833333333","6.666666667","8.333333333","","","11.33333333","14.16666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00018","","","","","","0","8","6","6","10","4","2","1","1","","","3","2","5","4","6","0","0.3","1.1","0.3","1.4","8","","0.0375","0.0375","1.333333333","0.8","0","0","0.05","0.03","0.183333333","0.11","0","21.42857143","60","","","0","0","1","1.666666667","3.666666667","6.111111111","","","4.666666667","7.777777778"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00180","","","","15.92","5.8","8","12","9","9","10","8","1","1","1","8","6","7","7","5","3","6","2.1","0.6","2.2","2.7","4.9","20","0.2625","0.05","0.135","2.222222222","2","0.888888889","0.8","0.3","0.27","0.244444444","0.22","40","55.10204082","90","36.4321608","0.983668342","7","7.777777778","9","10","7.333333333","8.148148148","3.278894472","3.64321608","16.33333333","18.14814815"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00181","","","","","","3","17","10","10","10","10","1","1","1","","","4","4","6","3","5","0.6","0.7","2.9","1.3","4.2","20","0.2","0.041176471","0.065","2","2","0.3","0.3","0.13","0.13","0.29","0.29","15","30.95238095","100","","","2","2","4.333333333","4.333333333","9.666666667","9.666666667","","","14","14"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00182","","","","","","3","10","8","8","10","5","1","1","2","","","6","3","5","5","6","0.7","0.4","3.5","1.1","4.6","13","0.233333333","0.04","0.084615385","1.625","1.3","0.375","0.3","0.1375","0.11","0.4375","0.35","23.07692308","23.91304348","80","","","2.333333333","2.916666667","3.666666667","4.583333333","11.66666667","14.58333333","","","15.33333333","19.16666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00183","","","","","","0","0","10","10","10","0","","","","","","","","7","2","4","0","0","7.7","0","7.7","0","","","","0","0","0","0","0","0","0.77","0.77","","0","100","","","0","0","0","0","25.66666667","25.66666667","","","25.66666667","25.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00184","","","","","","0","2","9","9","10","2","1","1","1","","","2","2","1","5","9","0","0.1","0.4","0.1","0.5","2","","0.05","0.05","0.222222222","0.2","0","0","0.011111111","0.01","0.044444444","0.04","0","20","90","","","0","0","0.333333333","0.37037037","1.333333333","1.481481481","","","1.666666667","1.851851852"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00185","","","","","","0","7","10","10","10","6","1","1","1","","","2","2","5","4","6","0","0.2","1.8","0.2","2","7","","0.028571429","0.028571429","0.7","0.7","0","0","0.02","0.02","0.18","0.18","0","10","100","","","0","0","0.666666667","0.666666667","6","6","","","6.666666667","6.666666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00186","","","","","","","","5","5","10","","1","","","","","","","1","5","9","","","0.2","","","","","","","","","","","","","0.04","0.02","","","50","","","","","","","0.666666667","1.333333333","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00187","","","","","","0","14","9","9","10","7","1","1","1","","","2","2","1","5","9","0","0.4","1.1","0.4","1.5","14","","0.028571429","0.028571429","1.555555556","1.4","0","0","0.044444444","0.04","0.122222222","0.11","0","26.66666667","90","","","0","0","1.333333333","1.481481481","3.666666667","4.074074074","","","5","5.555555556"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00188","","","","","","","","8","8","10","","1","","","","","","","4","4","5","","","0.5","","","","","","","","","","","","","0.0625","0.05","","","80","","","","","","","1.666666667","2.083333333","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00189","","","","5.11","2.15","0","20","10","10","10","10","2","1","2","5","3","3","3","4","3","7","0","1.2","1.8","1.2","3","20","","0.06","0.06","2","2","0","0","0.12","0.12","0.18","0.18","0","40","100","42.07436399","0.504892368","0","0","4","4","6","6","1.68297456","1.68297456","10","10"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00019","","","","5.7","1.8","7","22","10","10","10","10","1","1","2","5","5","5","5","6","3","6","1.2","1.3","3.2","2.5","5.7","29","0.171428571","0.059090909","0.086206897","2.9","2.9","0.7","0.7","0.25","0.25","0.32","0.32","24.13793103","43.85964912","100","31.57894737","0.789473684","4","4","8.333333333","8.333333333","10.66666667","10.66666667","2.631578947","2.631578947","19","19"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00190","","","","","","0","9","9","9","10","4","1","1","1","","","2","3","2","5","8","0","0.3","1.4","0.3","1.7","9","","0.033333333","0.033333333","1","0.9","0","0","0.033333333","0.03","0.155555556","0.14","0","17.64705882","90","","","0","0","1","1.111111111","4.666666667","5.185185185","","","5.666666667","6.296296296"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00191","","","","","","0","7","10","10","10","5","2","1","1","","","2","2","5","4","5","0","0.3","2.5","0.3","2.8","7","","0.042857143","0.042857143","0.7","0.7","0","0","0.03","0.03","0.25","0.25","0","10.71428571","100","","","0","0","1","1","8.333333333","8.333333333","","","9.333333333","9.333333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00192","","","","","","0","10","7","7","10","4","2","1","1","","","2","2","3","5","8","0","0.5","1.2","0.5","1.7","10","","0.05","0.05","1.428571429","1","0","0","0.071428571","0.05","0.171428571","0.12","0","29.41176471","70","","","0","0","1.666666667","2.380952381","4","5.714285714","","","5.666666667","8.095238095"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00193","","","","9.96","5.41","2","21","7","7","10","7","2","2","2","8","6","5","4","5","4","5","0.4","1.1","1.4","1.5","2.9","23","0.2","0.052380952","0.065217391","3.285714286","2.3","0.285714286","0.2","0.214285714","0.15","0.2","0.14","8.695652174","51.72413793","70","54.31726908","0.814759036","1.333333333","1.904761905","5","7.142857143","4.666666667","6.666666667","2.715863454","3.879804934","9.666666667","13.80952381"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00194","","","","","","","","9","9","10","","","2","","","","","","7","2","4","","","3.1","","","","","","","","","","","","","0.344444444","0.31","","","90","","","","","","","10.33333333","11.48148148","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00195","","","","","","2","18","6","6","10","6","1","1","1","","","3","4","5","4","5","0.4","0.9","1.7","1.3","3","20","0.2","0.05","0.065","3.333333333","2","0.333333333","0.2","0.216666667","0.13","0.283333333","0.17","10","43.33333333","60","","","1.333333333","2.222222222","4.333333333","7.222222222","5.666666667","9.444444444","","","10","16.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00196","","","","","","1","12","9","9","10","7","1","1","1","","","5","4","5","4","6","0.2","0.7","3.4","0.9","4.3","13","0.2","0.058333333","0.069230769","1.444444444","1.3","0.111111111","0.1","0.1","0.09","0.377777778","0.34","7.692307692","20.93023256","90","","","0.666666667","0.740740741","3","3.333333333","11.33333333","12.59259259","","","14.33333333","15.92592593"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00197","","","","21.59","5.25","9","8","8","8","10","7","2","1","1","6","3","6","7","7","4","4","2.6","0.5","5.2","3.1","8.3","17","0.288888889","0.0625","0.182352941","2.125","1.7","1.125","0.9","0.3875","0.31","0.65","0.52","52.94117647","37.34939759","80","24.31681334","0.753821214","8.666666667","10.83333333","10.33333333","12.91666667","17.33333333","21.66666667","2.512737378","3.140921723","27.66666667","34.58333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00198","","","","","","5","8","9","9","10","6","1","1","2","","","5","6","8","2","4","1.4","0.4","11.9","1.8","13.7","13","0.28","0.05","0.138461538","1.444444444","1.3","0.555555556","0.5","0.2","0.18","1.322222222","1.19","38.46153846","13.13868613","90","","","4.666666667","5.185185185","6","6.666666667","39.66666667","44.07407407","","","45.66666667","50.74074074"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00199","","","","","","0","4","6","6","10","2","1","1","1","","","2","2","4","4","7","0","0.2","2.9","0.2","3.1","4","","0.05","0.05","0.666666667","0.4","0","0","0.033333333","0.02","0.483333333","0.29","0","6.451612903","60","","","0","0","0.666666667","1.111111111","9.666666667","16.11111111","","","10.33333333","17.22222222"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00002","","","","19.6","5.7","11","12","7","7","10","7","1","1","1","5","3","5","5","8","3","3","2","1","3.2","3","6.2","23","0.181818182","0.083333333","0.130434783","3.285714286","2.3","1.571428571","1.1","0.428571429","0.3","0.457142857","0.32","47.82608696","48.38709677","70","29.08163265","0.87244898","6.666666667","9.523809524","10","14.28571429","10.66666667","15.23809524","2.908163265","4.15451895","20.66666667","29.52380952"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00020","","","","","","2","10","4","4","10","4","1","1","1","","","3","4","4","6","6","0.4","0.4","1.1","0.8","1.9","12","0.2","0.04","0.066666667","3","1.2","0.5","0.2","0.2","0.08","0.275","0.11","16.66666667","42.10526316","40","","","1.333333333","3.333333333","2.666666667","6.666666667","3.666666667","9.166666667","","","6.333333333","15.83333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00200","","","","","","4","6","5","5","10","4","1","2","2","","","5","5","5","4","6","1.3","0.3","4.4","1.6","6","10","0.325","0.05","0.16","2","1","0.8","0.4","0.32","0.16","0.88","0.44","40","26.66666667","50","","","4.333333333","8.666666667","5.333333333","10.66666667","14.66666667","29.33333333","","","20","40"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00201","","","","14.95","5.22","9","12","10","10","10","9","2","1","1","5","3","5","7","4","4","6","2.2","0.7","2.5","2.9","5.4","21","0.244444444","0.058333333","0.138095238","2.1","2.1","0.9","0.9","0.29","0.29","0.25","0.25","42.85714286","53.7037037","100","34.91638796","1.012575251","7.333333333","7.333333333","9.666666667","9.666666667","8.333333333","8.333333333","3.375250836","3.375250836","18","18"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00202","","","","","","2","0","5","5","10","2","1","1","2","","","5","6","4","6","6","1.3","0","5.9","1.3","7.2","2","0.65","","0.65","0.4","0.2","0.4","0.2","0.26","0.13","1.18","0.59","100","18.05555556","50","","","4.333333333","8.666666667","4.333333333","8.666666667","19.66666667","39.33333333","","","24","48"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00203","","","","","","3","17","10","10","10","8","1","1","1","","","4","6","6","4","4","1.4","1.9","7.5","3.3","10.8","20","0.466666667","0.111764706","0.165","2","2","0.3","0.3","0.33","0.33","0.75","0.75","15","30.55555556","100","","","4.666666667","4.666666667","11","11","25","25","","","36","36"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00204","","","","","","6","4","9","9","10","6","1","1","1","","","4","5","6","3","5","0.9","0.2","10","1.1","11.1","10","0.15","0.05","0.11","1.111111111","1","0.666666667","0.6","0.122222222","0.11","1.111111111","1","60","9.90990991","90","","","3","3.333333333","3.666666667","4.074074074","33.33333333","37.03703704","","","37","41.11111111"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00205","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00206","","","","","","1","0","5","5","10","1","1","1","1","","","4","5","2","8","8","0.4","0","2.2","0.4","2.6","1","0.4","","0.4","0.2","0.1","0.2","0.1","0.08","0.04","0.44","0.22","100","15.38461538","50","","","1.333333333","2.666666667","1.333333333","2.666666667","7.333333333","14.66666667","","","8.666666667","17.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00207","","","","","","0","11","5","5","10","3","1","1","1","","","3","4","3","5","6","0","0.7","1.6","0.7","2.3","11","","0.063636364","0.063636364","2.2","1.1","0","0","0.14","0.07","0.32","0.16","0","30.43478261","50","","","0","0","2.333333333","4.666666667","5.333333333","10.66666667","","","7.666666667","15.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00208","","","","14.68","5.5","12","13","9","9","10","9","1","1","1","8","5","5","5","4","5","7","1.9","1","3.8","2.9","6.7","25","0.158333333","0.076923077","0.116","2.777777778","2.5","1.333333333","1.2","0.322222222","0.29","0.422222222","0.38","48","43.28358209","90","37.46594005","1.086512262","6.333333333","7.037037037","9.666666667","10.74074074","12.66666667","14.07407407","3.621707539","4.024119487","22.33333333","24.81481481"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00209","","","","14.94","5.51","8","10","4","4","10","4","1","1","1","8","6","5","5","3","6","7","1.8","0.6","3.2","2.4","5.6","18","0.225","0.06","0.133333333","4.5","1.8","2","0.8","0.6","0.24","0.8","0.32","44.44444444","42.85714286","40","36.88085676","0.885140562","6","15","8","20","10.66666667","26.66666667","2.950468541","7.376171352","18.66666667","46.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00021","","","","","","","","6","6","10","3","","","","","","","","1","7","9","","","0.1","","","","","","","","","","","","","0.016666667","0.01","","","60","","","","","","","0.333333333","0.555555556","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00210","","","","","","2","9","7","7","10","5","1","1","1","","","","4","6","4","5","0.3","0.4","5.8","0.7","6.5","11","0.15","0.044444444","0.063636364","1.571428571","1.1","0.285714286","0.2","0.1","0.07","0.828571429","0.58","18.18181818","10.76923077","70","","","1","1.428571429","2.333333333","3.333333333","19.33333333","27.61904762","","","21.66666667","30.95238095"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00211","","","","","","","","2","2","10","6","2","","","","","","","2","7","8","","","1.3","","","","","","","","","","","","","0.65","0.13","","","20","","","","","","","4.333333333","21.66666667","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00212","","","","","","3","3","2","2","10","2","1","1","1","","","4","4","2","8","8","0.4","0.1","1.8","0.5","2.3","6","0.133333333","0.033333333","0.083333333","3","0.6","1.5","0.3","0.25","0.05","0.9","0.18","50","21.73913043","20","","","1.333333333","6.666666667","1.666666667","8.333333333","6","30","","","7.666666667","38.33333333"
