"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00531","","","","","","","","","","","","","","","","12","10","4","","","","1","","","","","3","","","1.7","","","","","","","","","","","","","0.425","0.141666667","","","33.33333333","","","","","","4.722222222","14.16666667","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00532","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00533","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00534","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00535","","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","6","0","0","5.55","0","5.55","0","","","","0","0","0","0","0","0","0.792857143","0.4625","","0","58.33333333","","0","0","0","0","15.41666667","26.42857143","","","15.41666667","26.42857143"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00536","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00537","","","","","","","","","","","","","","","","12","9","5","1","0","5","1","1","1","4","4","4","0","0.16","2.4","0.16","2.56","5","","0.032","0.032","1","0.416666667","0","0","0.032","0.013333333","0.48","0.2","0","6.25","41.66666667","","0","0","0.444444444","1.066666667","6.666666667","16","","","7.111111111","17.06666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00538","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00539","","","","2.55","71.37","3.2381458","1.71","0.82","15.79","40.96","1.96","3.03","11.56","3","38.54980469","12","10","8","1","1","2","1","2","1","6","7","3","0.16","0.12","8.25","0.28","8.53","3","0.16","0.06","0.093333333","0.375","0.25","0.125","0.083333333","0.035","0.023333333","1.03125","0.6875","33.33333333","3.282532239","66.66666667","0.107939453","0.444444444","0.666666667","0.777777778","1.166666667","22.91666667","34.375","0.299831814","0.449747721","23.69444444","35.54166667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00540","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00541","","","","","","","","","","","","","","","","12","11","4","0","0","0","","","","","","7","0","0","1.85","0","1.85","0","","","","0","0","0","0","0","0","0.4625","0.154166667","","0","33.33333333","","0","0","0","0","5.138888889","15.41666667","","","5.138888889","15.41666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00542","","","","","","","","","","","","","","","","12","10","4","1","0","1","","","","","","1","0","0.08","2","0.08","2.08","1","","0.08","0.08","0.25","0.083333333","0","0","0.02","0.006666667","0.5","0.166666667","0","3.846153846","33.33333333","","0","0","0.222222222","0.666666667","5.555555556","16.66666667","","","5.777777778","17.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00543","","","","","","","","","","","","","","","","12","9","3","0","0","0","","","","","","3","0","0","3.05","0","3.05","0","","","","0","0","0","0","0","0","1.016666667","0.254166667","","0","25","","0","0","0","0","8.472222222","33.88888889","","","8.472222222","33.88888889"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00544","","","","","","","","","","","","","","","","12","12","9","0","0","0","","","","","","6","0","0","3.5","0","3.5","0","","","","0","0","0","0","0","0","0.388888889","0.291666667","","0","75","","0","0","0","0","9.722222222","12.96296296","","","9.722222222","12.96296296"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00545","","","","","","","","","","","","","","","","12","12","5","0","0","0","","","","","","5","0","0","5.35","0","5.35","0","","","","0","0","0","0","0","0","1.07","0.445833333","","0","41.66666667","","0","0","0","0","14.86111111","35.66666667","","","14.86111111","35.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00546","","","","4.92","60.96","14.7805901","2.43","1.37","14.84","48.6","1.31","2.48","13.34","3","30.53497942","12","12","9","4","1","4","1","1","1","2","4","4","0.24","0.22","7.6","0.46","8.06","5","0.24","0.055","0.092","0.555555556","0.416666667","0.111111111","0.083333333","0.051111111","0.038333333","0.844444444","0.633333333","20","5.70719603","75","0.140460905","0.666666667","0.888888889","1.277777778","1.703703704","21.11111111","28.14814815","0.390169182","0.520225575","22.38888889","29.85185185"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00547","","","","4.5","64.63","2.3946495","2.16","1.3","14.76","43.1","2.44","4.08","8.02","3","34.24593968","12","12","4","1","0","1","1","1","1","5","8","6","0","0.06","2.15","0.06","2.21","1","","0.06","0.06","0.25","0.083333333","0","0","0.015","0.005","0.5375","0.179166667","0","2.714932127","33.33333333","0.020547564","0","0","0.166666667","0.5","5.972222222","17.91666667","0.057076566","0.171229698","6.138888889","18.41666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00548","","","","3.72","70.04","0","1.59","0.9","17.11","48.7","2.1","3.41","8.39","3","35.13347023","12","12","10","6","6","12","1","1","1","4","3","2","1.16","0.38","0.95","1.54","2.49","18","0.193333333","0.031666667","0.085555556","1.8","1.5","0.6","0.5","0.154","0.128333333","0.095","0.079166667","33.33333333","61.84738956","83.33333333","0.541055441","3.222222222","3.866666667","4.277777778","5.133333333","2.638888889","3.166666667","1.502931782","1.803518138","6.916666667","8.3"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00549","","","","3.63","71.03","0","1.8","0.84","19.01","48.83","1.46","2.38","9.78","2","38.93098505","12","11","8","8","21","37","1","1","1","2","2","1","2.54","1.18","7.65","3.72","11.37","58","0.120952381","0.031891892","0.064137931","7.25","4.833333333","2.625","1.75","0.465","0.31","0.95625","0.6375","36.20689655","32.7176781","66.66666667","1.448232644","7.055555556","10.58333333","10.33333333","15.5","21.25","31.875","4.022868455","6.034302683","31.58333333","47.375"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00550","","","","","","","","","","","","","","","","12","12","6","0","0","0","","","","","","3","0","0","2.15","0","2.15","0","","","","0","0","0","0","0","0","0.358333333","0.179166667","","0","50","","0","0","0","0","5.972222222","11.94444444","","","5.972222222","11.94444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00551","","","","2.46","63.85","7.6522408","1.95","0.84","15.47","48.98","3.15","4.72","9.86","3","31.58432013","12","10","6","6","5","16","1","1","1","4","5","3","0.38","0.54","3.8","0.92","4.72","21","0.076","0.03375","0.043809524","3.5","1.75","0.833333333","0.416666667","0.153333333","0.076666667","0.633333333","0.316666667","23.80952381","19.49152542","50","0.290575745","1.055555556","2.111111111","2.555555556","5.111111111","10.55555556","21.11111111","0.807154848","1.614309696","13.11111111","26.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00552","","","","","","","","","","","","","","","","12","11","5","0","0","0","","","","","","2","0","0","2.95","0","2.95","0","","","","0","0","0","0","0","0","0.59","0.245833333","","0","41.66666667","","0","0","0","0","8.194444444","19.66666667","","","8.194444444","19.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00553","","","","","","","","","","","","","","","","12","5","1","0","0","0","","","","","","7","0","0","0.15","0","0.15","0","","","","0","0","0","0","0","0","0.15","0.0125","","0","8.333333333","","0","0","0","0","0.416666667","5","","","0.416666667","5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00554","","","","3.75","66.27","0","1.69","0.95","16.06","49.07","3.97","5.87","6.71","2","32.72875484","12","12","9","5","6","4","1","1","1","1","3","3","0.76","0.28","6.55","1.04","7.59","10","0.126666667","0.07","0.104","1.111111111","0.833333333","0.666666667","0.5","0.115555556","0.086666667","0.727777778","0.545833333","60","13.70223979","75","0.34037905","2.111111111","2.814814815","2.888888889","3.851851852","18.19444444","24.25925926","0.945497362","1.260663149","21.08333333","28.11111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00555","","","","3.64","64.72","0","1.74","0.9","16.46","48.94","1.67","2.94","13.44","3","33.63302002","12","10","6","2","4","4","1","2","1","1","4","5","0.42","0.08","3.4","0.5","3.9","8","0.105","0.02","0.0625","1.333333333","0.666666667","0.666666667","0.333333333","0.083333333","0.041666667","0.566666667","0.283333333","50","12.82051282","50","0.1681651","1.166666667","2.333333333","1.388888889","2.777777778","9.444444444","18.88888889","0.467125278","0.934250556","10.83333333","21.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00556","","","","3.85","62.35","19.9761925","2.29","1.15","16.19","48.79","2.17","3.88","13.54","3","33.18302931","12","12","5","1","2","4","1","1","1","5","4","3","0.22","0.16","1.85","0.38","2.23","6","0.11","0.04","0.063333333","1.2","0.5","0.4","0.166666667","0.076","0.031666667","0.37","0.154166667","33.33333333","17.04035874","41.66666667","0.126095511","0.611111111","1.466666667","1.055555556","2.533333333","5.138888889","12.33333333","0.350265309","0.840636743","6.194444444","14.86666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00557","","","","","","","","","","","","","","","","12","12","7","2","2","0","1","1","1","3","5","1","0.12","0","4.15","0.12","4.27","2","0.06","","0.06","0.285714286","0.166666667","0.285714286","0.166666667","0.017142857","0.01","0.592857143","0.345833333","100","2.81030445","58.33333333","","0.333333333","0.571428571","0.333333333","0.571428571","11.52777778","19.76190476","","","11.86111111","20.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00558","","","","2.82","70.74","1.0875015","1.49","0.95","17.3","48.9","3.44","5.42","5.37","3","35.37832311","12","11","6","1","1","0","1","1","1","4","5","8","0.14","0","11.8","0.14","11.94","1","0.14","","0.14","0.166666667","0.083333333","0.166666667","0.083333333","0.023333333","0.011666667","1.966666667","0.983333333","100","1.172529313","50","0.049529652","0.388888889","0.777777778","0.388888889","0.777777778","32.77777778","65.55555556","0.137582368","0.275164735","33.16666667","66.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00559","","","","4.93","63.93","0","1.83","1.1","13.87","48.34","3.89","6.15","12.41","3","28.69259412","12","11","5","3","3","15","1","1","1","6","3","2","0.56","0.38","6.5","0.94","7.44","18","0.186666667","0.025333333","0.052222222","3.6","1.5","0.6","0.25","0.188","0.078333333","1.3","0.541666667","16.66666667","12.6344086","41.66666667","0.269710385","1.555555556","3.733333333","2.611111111","6.266666667","18.05555556","43.33333333","0.749195513","1.798069232","20.66666667","49.6"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00560","","","","3.52","49.99","29.7817955","1.97","1.17","9.99","44.37","7.22","10.59","13.97","2","22.51521298","12","8","5","2","1","1","1","1","1","2","7","5","0.1","0.04","0.9","0.14","1.04","2","0.1","0.04","0.07","0.4","0.166666667","0.2","0.083333333","0.028","0.011666667","0.18","0.075","50","13.46153846","41.66666667","0.031521298","0.277777778","0.666666667","0.388888889","0.933333333","2.5","6","0.087559162","0.210141988","2.888888889","6.933333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00561","","","","3.24","66.47","0","1.87","0.96","18.03","48.75","1.87","3.6","14.93","3","36.98461538","12","12","7","6","6","13","1","1","1","5","4","7","0.8","0.46","4.7","1.26","5.96","19","0.133333333","0.035384615","0.066315789","2.714285714","1.583333333","0.857142857","0.5","0.18","0.105","0.671428571","0.391666667","31.57894737","21.1409396","58.33333333","0.466006154","2.222222222","3.80952381","3.5","6","13.05555556","22.38095238","1.294461538","2.219076923","16.55555556","28.38095238"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00562","","","","3.7","52.04","25.7445755","2","1.2","11.48","48.62","6.36","9.6","14.05","2","23.61168244","12","5","2","2","2","1","2","1","1","3","4","4","0.42","0.04","0.6","0.46","1.06","3","0.21","0.04","0.153333333","1.5","0.25","1","0.166666667","0.23","0.038333333","0.3","0.05","66.66666667","43.39622642","16.66666667","0.108613739","1.166666667","7","1.277777778","7.666666667","1.666666667","10","0.301704831","1.810228987","2.944444444","17.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00563","","","","3.87","62.08","31.6439247","2.13","1.19","16.14","48.44","1.97","3.34","12.66","3","33.3195706","12","5","4","4","2","10","2","1","1","2","4","2","0.38","0.16","1.2","0.54","1.74","12","0.19","0.016","0.045","3","1","0.5","0.166666667","0.135","0.045","0.3","0.1","16.66666667","31.03448276","33.33333333","0.179925681","1.055555556","3.166666667","1.5","4.5","3.333333333","10","0.499793559","1.499380677","4.833333333","14.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00564","","","","","","","","","","","","","","","","12","6","1","0","0","0","","","","","","6","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.7","0.058333333","","0","8.333333333","","0","0","0","0","1.944444444","23.33333333","","","1.944444444","23.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00565","","","","","","","","","","","","","","","","12","9","4","0","0","0","","","","","","5","0","0","3.6","0","3.6","0","","","","0","0","0","0","0","0","0.9","0.3","","0","33.33333333","","0","0","0","0","10","30","","","10","30"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00566","","","","","","","","","","","","","","","","12","10","1","0","0","0","","","","","","2","0","0","0.65","0","0.65","0","","","","0","0","0","0","0","0","0.65","0.054166667","","0","8.333333333","","0","0","0","0","1.805555556","21.66666667","","","1.805555556","21.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00567","","","","","","","","","","","","","","","","12","6","1","0","0","0","","","","","","3","0","0","0.75","0","0.75","0","","","","0","0","0","0","0","0","0.75","0.0625","","0","8.333333333","","0","0","0","0","2.083333333","25","","","2.083333333","25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00568","","","","","","","","","","","","","","","","12","4","2","0","0","0","","","","","","2","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.3","0.05","","0","16.66666667","","0","0","0","0","1.666666667","10","","","1.666666667","10"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00569","","","","","","","","","","","","","","","","12","12","3","0","0","0","","","","","","3","0","0","1.55","0","1.55","0","","","","0","0","0","0","0","0","0.516666667","0.129166667","","0","25","","0","0","0","0","4.305555556","17.22222222","","","4.305555556","17.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00570","","","","","","","","","","","","","","","","12","9","2","0","0","0","","","","","","1","0","0","2.85","0","2.85","0","","","","0","0","0","0","0","0","1.425","0.2375","","0","16.66666667","","0","0","0","0","7.916666667","47.5","","","7.916666667","47.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00571","","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","3","0","0","2.8","0","2.8","0","","","","0","0","0","0","0","0","0.4","0.233333333","","0","58.33333333","","0","0","0","0","7.777777778","13.33333333","","","7.777777778","13.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00572","","","","","","","","","","","","","","","","12","12","5","2","0","2","1","1","1","4","9","5","0","0.06","2.95","0.06","3.01","2","","0.03","0.03","0.4","0.166666667","0","0","0.012","0.005","0.59","0.245833333","0","1.993355482","41.66666667","","0","0","0.166666667","0.4","8.194444444","19.66666667","","","8.361111111","20.06666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00573","","","","","","","","","","","","","","","","12","7","2","0","0","0","","","","","","7","0","0","0.05","0","0.05","0","","","","0","0","0","0","0","0","0.025","0.004166667","","0","16.66666667","","0","0","0","0","0.138888889","0.833333333","","","0.138888889","0.833333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00574","","","","4.1","61.76","0.8222618","1.75","1.09","13.58","49.02","4.54","6.76","12.36","2","27.70297838","12","12","9","5","5","2","1","2","3","3","3","3","0.84","0.14","4.9","0.98","5.88","7","0.168","0.07","0.14","0.777777778","0.583333333","0.555555556","0.416666667","0.108888889","0.081666667","0.544444444","0.408333333","71.42857143","16.66666667","75","0.271489188","2.333333333","3.111111111","2.722222222","3.62962963","13.61111111","18.14814815","0.754136634","1.005515511","16.33333333","21.77777778"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00575","","","","2.5","67.49","0","1.5","0.73","16.57","48.29","3.65","4.97","3.89","3","34.31352247","12","9","7","1","1","0","1","1","1","3","5","4","0.16","0","6.05","0.16","6.21","1","0.16","","0.16","0.142857143","0.083333333","0.142857143","0.083333333","0.022857143","0.013333333","0.864285714","0.504166667","100","2.576489533","58.33333333","0.054901636","0.444444444","0.761904762","0.444444444","0.761904762","16.80555556","28.80952381","0.152504544","0.261436362","17.25","29.57142857"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00576","","","","3.61","70.86","0","1.69","0.9","18.7","48.46","2.27","3.81","7.28","3","38.58852662","12","12","6","5","4","8","1","1","1","3","1","1","1.46","0.38","3.45","1.84","5.29","12","0.365","0.0475","0.153333333","2","1","0.666666667","0.333333333","0.306666667","0.153333333","0.575","0.2875","33.33333333","34.7826087","50","0.71002889","4.055555556","8.111111111","5.111111111","10.22222222","9.583333333","19.16666667","1.972302472","3.944604943","14.69444444","29.38888889"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00577","","","","","","","","","","","","","","","","12","7","5","1","0","2","1","1","1","2","8","3","0","0.08","1.25","0.08","1.33","2","","0.04","0.04","0.4","0.166666667","0","0","0.016","0.006666667","0.25","0.104166667","0","6.015037594","41.66666667","","0","0","0.222222222","0.533333333","3.472222222","8.333333333","","","3.694444444","8.866666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00578","","","","","","","","","","","","","","","","12","12","4","0","0","0","","","","","","2","0","0","5.25","0","5.25","0","","","","0","0","0","0","0","0","1.3125","0.4375","","0","33.33333333","","0","0","0","0","14.58333333","43.75","","","14.58333333","43.75"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00579","","","","","","","","","","","","","","","","12","9","6","2","0","2","1","1","1","8","5","3","0","0.08","1.4","0.08","1.48","2","","0.04","0.04","0.333333333","0.166666667","0","0","0.013333333","0.006666667","0.233333333","0.116666667","0","5.405405405","50","","0","0","0.222222222","0.444444444","3.888888889","7.777777778","","","4.111111111","8.222222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00580","","","","","","","","","","","","","","","","12","11","2","0","0","0","","","","","","4","0","0","2.3","0","2.3","0","","","","0","0","0","0","0","0","1.15","0.191666667","","0","16.66666667","","0","0","0","0","6.388888889","38.33333333","","","6.388888889","38.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00581","","","","","","","","","","","","","","","","12","12","1","0","0","0","","","","","","4","0","0","4.3","0","4.3","0","","","","0","0","0","0","0","0","4.3","0.358333333","","0","8.333333333","","0","0","0","0","11.94444444","143.3333333","","","11.94444444","143.3333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00582","","","","3.37","65.84","0","1.87","1.01","15.15","48.27","2.33","3.68","14.43","3","31.38595401","12","11","8","6","4","5","1","1","1","2","2","2","0.94","0.24","12.25","1.18","13.43","9","0.235","0.048","0.131111111","1.125","0.75","0.5","0.333333333","0.1475","0.098333333","1.53125","1.020833333","44.44444444","8.78629933","66.66666667","0.370354257","2.611111111","3.916666667","3.277777778","4.916666667","34.02777778","51.04166667","1.028761826","1.543142739","37.30555556","55.95833333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00583","","","","2.74","70.94","2.8111649","1.92","0.89","16.96","43.85","2.51","4.16","7.33","9","38.67730901","12","9","6","2","0","2","1","1","1","4","8","3","0","0.1","1.6","0.1","1.7","2","","0.05","0.05","0.333333333","0.166666667","0","0","0.016666667","0.008333333","0.266666667","0.133333333","0","5.882352941","50","0.038677309","0","0","0.277777778","0.555555556","4.444444444","8.888888889","0.107436969","0.214873939","4.722222222","9.444444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00584","","","","","","","","","","","","","","","","12","12","6","4","5","4","1","1","1","4","4","3","0.86","0.16","10.75","1.02","11.77","9","0.172","0.04","0.113333333","1.5","0.75","0.833333333","0.416666667","0.17","0.085","1.791666667","0.895833333","55.55555556","8.666100255","50","","2.388888889","4.777777778","2.833333333","5.666666667","29.86111111","59.72222222","","","32.69444444","65.38888889"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00585","","","","6.05","61.79","19.1223297","2.71","1.51","14.71","48.72","0.25","2.07","19.17","3","30.19293924","12","12","7","6","1","7","1","1","1","2","6","3","0.38","0.22","0.2","0.6","0.8","8","0.38","0.031428571","0.075","1.142857143","0.666666667","0.142857143","0.083333333","0.085714286","0.05","0.028571429","0.016666667","12.5","75","58.33333333","0.181157635","1.055555556","1.80952381","1.666666667","2.857142857","0.555555556","0.952380952","0.503215654","0.862655407","2.222222222","3.80952381"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00586","","","","3.2","64.73","20.4208717","1.81","1.01","14.87","48.78","1.97","3.67","14.28","3","30.48380484","12","10","6","4","2","2","1","1","1","4","5","5","0.34","0.12","10.95","0.46","11.41","4","0.17","0.06","0.115","0.666666667","0.333333333","0.333333333","0.166666667","0.076666667","0.038333333","1.825","0.9125","50","4.031551271","50","0.140225502","0.944444444","1.888888889","1.277777778","2.555555556","30.41666667","60.83333333","0.389515284","0.779030568","31.69444444","63.38888889"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00587","","","","","","","","","","","","","","","","12","10","2","0","0","0","","","","","","8","0","0","0.85","0","0.85","0","","","","0","0","0","0","0","0","0.425","0.070833333","","0","16.66666667","","0","0","0","0","2.361111111","14.16666667","","","2.361111111","14.16666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00588","","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","4","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","0.35","0.204166667","","0","58.33333333","","0","0","0","0","6.805555556","11.66666667","","","6.805555556","11.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00589","","","","4.49","63.41","0.5196705","2.08","1.25","15.62","48.25","3.35","4.69","7.63","2","32.37305699","12","12","6","3","5","5","1","2","1","3","2","7","0.74","0.22","4.3","0.96","5.26","10","0.148","0.044","0.096","1.666666667","0.833333333","0.833333333","0.416666667","0.16","0.08","0.716666667","0.358333333","50","18.25095057","50","0.310781347","2.055555556","4.111111111","2.666666667","5.333333333","11.94444444","23.88888889","0.86328152","1.72656304","14.61111111","29.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00590","","","","","","","","","","","","","","","","12","12","6","1","0","1","","","","","","1","0","0.04","3.75","0.04","3.79","1","","0.04","0.04","0.166666667","0.083333333","0","0","0.006666667","0.003333333","0.625","0.3125","0","1.055408971","50","","0","0","0.111111111","0.222222222","10.41666667","20.83333333","","","10.52777778","21.05555556"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00591","","","","3.76","64.68","0","1.92","0.98","16.91","48.9","2.15","3.86","14.7","2","34.5807771","12","12","4","2","7","7","1","2","1","2","4","5","0.84","0.22","3.15","1.06","4.21","14","0.12","0.031428571","0.075714286","3.5","1.166666667","1.75","0.583333333","0.265","0.088333333","0.7875","0.2625","50","25.17814727","33.33333333","0.366556237","2.333333333","7","2.944444444","8.833333333","8.75","26.25","1.01821177","3.05463531","11.69444444","35.08333333"
