"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00066","","","","3","1","30","21","19","19","2","3","5","5","7","7","2","1","0.82","1.68","0.15","2.5","2.65","5","0.41","0.56","0.5","0.263157895","0.166666667","0.105263158","0.066666667","0.131578947","0.083333333","0.007894737","0.005","40","94.33962264","63.33333333","0.911111111","1.438596491","2.777777778","4.385964912","0.166666667","0.263157895","2.944444444","4.649122807"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00067","","","","3","1","30","23","21","16","4","4","6","5","5","8","1","1","0.6","0.03","3.47","0.63","4.1","8","0.15","0.0075","0.07875","0.380952381","0.266666667","0.19047619","0.133333333","0.03","0.021","0.165238095","0.115666667","50","15.36585366","70","0.666666667","0.952380952","0.7","1","3.855555556","5.507936508","4.555555556","6.507936508"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00068","","","","5","1","30","24","22","17","4","11","3","5","5","7","1","1","0.73","0.42","0.92","1.15","2.07","15","0.1825","0.038181818","0.076666667","0.681818182","0.5","0.181818182","0.133333333","0.052272727","0.038333333","0.041818182","0.030666667","26.66666667","55.55555556","73.33333333","0.811111111","1.106060606","1.277777778","1.742424242","1.022222222","1.393939394","2.3","3.136363636"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00069","","","","5","1","30","21","21","17","4","7","1","5","7","8","1","2","0.63","0.35","1.47","0.98","2.45","11","0.1575","0.05","0.089090909","0.523809524","0.366666667","0.19047619","0.133333333","0.046666667","0.032666667","0.07","0.049","36.36363636","40","70","0.7","1","1.088888889","1.555555556","1.633333333","2.333333333","2.722222222","3.888888889"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00007","","","","3","1","30","28","27","10","6","10","1","5","5","8","1","1","1.52","0.46","5.48","1.98","7.46","16","0.253333333","0.046","0.12375","0.592592593","0.533333333","0.222222222","0.2","0.073333333","0.066","0.202962963","0.182666667","37.5","26.54155496","90","1.688888889","1.87654321","2.2","2.444444444","6.088888889","6.765432099","8.288888889","9.209876543"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00070","","","","3","1","30","18","16","8","5","4","1","3","7","7","1","1","1.28","0.31","2.1","1.59","3.69","9","0.256","0.0775","0.176666667","0.5625","0.3","0.3125","0.166666667","0.099375","0.053","0.13125","0.07","55.55555556","43.08943089","53.33333333","1.422222222","2.666666667","1.766666667","3.3125","2.333333333","4.375","4.1","7.6875"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00071","","","","3","1","30","20","18","1","3","3","1","5","9","8","1","1","1.16","0.28","1.21","1.44","2.65","6","0.386666667","0.093333333","0.24","0.333333333","0.2","0.166666667","0.1","0.08","0.048","0.067222222","0.040333333","50","54.33962264","60","1.288888889","2.148148148","1.6","2.666666667","1.344444444","2.240740741","2.944444444","4.907407407"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00072","","","","3","1","30","24","24","19","2","2","1","7","5","7","1","1","0.3","0.2","0.49","0.5","0.99","4","0.15","0.1","0.125","0.166666667","0.133333333","0.083333333","0.066666667","0.020833333","0.016666667","0.020416667","0.016333333","50","50.50505051","80","0.333333333","0.416666667","0.555555556","0.694444444","0.544444444","0.680555556","1.1","1.375"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00073","","","","3","1","30","27","18","13","10","3","1","3","5","8","1","1","1.6","0.18","1.27","1.78","3.05","13","0.16","0.06","0.136923077","0.722222222","0.433333333","0.555555556","0.333333333","0.098888889","0.059333333","0.070555556","0.042333333","76.92307692","58.36065574","60","1.777777778","2.962962963","1.977777778","3.296296296","1.411111111","2.351851852","3.388888889","5.648148148"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00074","","","","","","30","24","24","","3","3","","","","7","1","1","0.42","0.18","0.86","0.6","1.46","6","0.14","0.06","0.1","0.25","0.2","0.125","0.1","0.025","0.02","0.035833333","0.028666667","50","41.09589041","80","0.466666667","0.583333333","0.666666667","0.833333333","0.955555556","1.194444444","1.622222222","2.027777778"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00075","","","","3","1","30","24","19","2","1","3","1","3","5","7","1","1","0.2","0.14","0.85","0.34","1.19","4","0.2","0.046666667","0.085","0.210526316","0.133333333","0.052631579","0.033333333","0.017894737","0.011333333","0.044736842","0.028333333","25","28.57142857","63.33333333","0.222222222","0.350877193","0.377777778","0.596491228","0.944444444","1.49122807","1.322222222","2.087719298"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00076","","","","3","1","30","19","17","6","3","3","1","5","5","7","3","2","0.91","0.18","5.13","1.09","6.22","6","0.303333333","0.06","0.181666667","0.352941176","0.2","0.176470588","0.1","0.064117647","0.036333333","0.301764706","0.171","50","17.52411576","56.66666667","1.011111111","1.784313725","1.211111111","2.137254902","5.7","10.05882353","6.911111111","12.19607843"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00008","","","","1","1","30","26","25","20","41","47","1","5","3","8","1","1","3.49","1.34","3.86","4.83","8.69","88","0.085121951","0.028510638","0.054886364","3.52","2.933333333","1.64","1.366666667","0.1932","0.161","0.1544","0.128666667","46.59090909","55.58112773","83.33333333","3.877777778","4.653333333","5.366666667","6.44","4.288888889","5.146666667","9.655555556","11.58666667"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00009","","","","3","1","30","30","28","28","31","60","1","5","5","7","1","1","4.14","3.14","4.08","7.28","11.36","91","0.133548387","0.052333333","0.08","3.25","3.033333333","1.107142857","1.033333333","0.26","0.242666667","0.145714286","0.136","34.06593407","64.08450704","93.33333333","4.6","4.928571429","8.088888889","8.666666667","4.533333333","4.857142857","12.62222222","13.52380952"
