"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00237","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00301","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00302","","","","5","4","3","13","2","2.6","0.1","0.2","2.7","2.9","15","0.2","0.05","0.18","3.75","3","3.25","2.6","0.675","0.54","0.05","0.04","86.66666667","93.10344828","80","17.33333333","21.66666667","18","22.5","1.333333333","1.666666667","19.33333333","24.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00303","","","","5","5","4","6","6","1.6","0.3","5","1.9","6.9","12","0.266666667","0.05","0.158333333","2.4","2.4","1.2","1.2","0.38","0.38","1","1","50","27.53623188","100","10.66666667","10.66666667","12.66666667","12.66666667","33.33333333","33.33333333","46","46"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00304","","","","5","5","4","11","5","3.6","0.2","4","3.8","7.8","16","0.327272727","0.04","0.2375","3.2","3.2","2.2","2.2","0.76","0.76","0.8","0.8","68.75","48.71794872","100","24","24","25.33333333","25.33333333","26.66666667","26.66666667","52","52"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00305","","","","5","4","3","2","4","0.2","0.1","4.1","0.3","4.4","6","0.1","0.025","0.05","1.5","1.2","0.5","0.4","0.075","0.06","1.025","0.82","33.33333333","6.818181818","80","1.333333333","1.666666667","2","2.5","27.33333333","34.16666667","29.33333333","36.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00306","","","","5","4","2","3","1","0.7","0.1","2.5","0.8","3.3","4","0.233333333","0.1","0.2","1","0.8","0.75","0.6","0.2","0.16","0.625","0.5","75","24.24242424","80","4.666666667","5.833333333","5.333333333","6.666666667","16.66666667","20.83333333","22","27.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00307","","","","5","5","4","4","5","1.3","0.2","2.5","1.5","4","9","0.325","0.04","0.166666667","1.8","1.8","0.8","0.8","0.3","0.3","0.5","0.5","44.44444444","37.5","100","8.666666667","8.666666667","10","10","16.66666667","16.66666667","26.66666667","26.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00308","","","","5","5","4","7","0","1","0","2","1","3","7","0.142857143","","0.142857143","1.4","1.4","1.4","1.4","0.2","0.2","0.4","0.4","100","33.33333333","100","6.666666667","6.666666667","6.666666667","6.666666667","13.33333333","13.33333333","20","20"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00309","","","","5","4","3","4","3","0.9","0.2","1.8","1.1","2.9","7","0.225","0.066666667","0.157142857","1.75","1.4","1","0.8","0.275","0.22","0.45","0.36","57.14285714","37.93103448","80","6","7.5","7.333333333","9.166666667","12","15","19.33333333","24.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00310","","","","5","4","3","4","3","0.9","0.1","2.4","1","3.4","7","0.225","0.033333333","0.142857143","1.75","1.4","1","0.8","0.25","0.2","0.6","0.48","57.14285714","29.41176471","80","6","7.5","6.666666667","8.333333333","16","20","22.66666667","28.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00311","","","","5","4","2","2","0","0.3","0","1.5","0.3","1.8","2","0.15","","0.15","0.5","0.4","0.5","0.4","0.075","0.06","0.375","0.3","100","16.66666667","80","2","2.5","2","2.5","10","12.5","12","15"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00312","","","","5","3","0","0","0","0","0","2.1","0","2.1","0","","","","0","0","0","0","0","0","0.7","0.42","","0","60","0","0","0","0","14","23.33333333","14","23.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00313","","","","5","4","4","9","0","2.9","0","1.1","2.9","4","9","0.322222222","","0.322222222","2.25","1.8","2.25","1.8","0.725","0.58","0.275","0.22","100","72.5","80","19.33333333","24.16666667","19.33333333","24.16666667","7.333333333","9.166666667","26.66666667","33.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00314","","","","5","5","3","5","2","0.8","0.1","3","0.9","3.9","7","0.16","0.05","0.128571429","1.4","1.4","1","1","0.18","0.18","0.6","0.6","71.42857143","23.07692308","100","5.333333333","5.333333333","6","6","20","20","26","26"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00315","","","","5","5","4","8","5","0.9","0.1","0.5","1","1.5","13","0.1125","0.02","0.076923077","2.6","2.6","1.6","1.6","0.2","0.2","0.1","0.1","61.53846154","66.66666667","100","6","6","6.666666667","6.666666667","3.333333333","3.333333333","10","10"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00316","","","","5","4","3","10","6","0.7","0.2","1","0.9","1.9","16","0.07","0.033333333","0.05625","4","3.2","2.5","2","0.225","0.18","0.25","0.2","62.5","47.36842105","80","4.666666667","5.833333333","6","7.5","6.666666667","8.333333333","12.66666667","15.83333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00317","","","","5","5","4","12","6","2","0.1","0.5","2.1","2.6","18","0.166666667","0.016666667","0.116666667","3.6","3.6","2.4","2.4","0.42","0.42","0.1","0.1","66.66666667","80.76923077","100","13.33333333","13.33333333","14","14","3.333333333","3.333333333","17.33333333","17.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00318","","","","5","4","2","2","0","0.1","0","2.5","0.1","2.6","2","0.05","","0.05","0.5","0.4","0.5","0.4","0.025","0.02","0.625","0.5","100","3.846153846","80","0.666666667","0.833333333","0.666666667","0.833333333","16.66666667","20.83333333","17.33333333","21.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00319","","","","5","4","3","5","4","0.9","0.2","0.5","1.1","1.6","9","0.18","0.05","0.122222222","2.25","1.8","1.25","1","0.275","0.22","0.125","0.1","55.55555556","68.75","80","6","7.5","7.333333333","9.166666667","3.333333333","4.166666667","10.66666667","13.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00320","","","","5","4","4","9","0","1.5","0","1","1.5","2.5","9","0.166666667","","0.166666667","2.25","1.8","2.25","1.8","0.375","0.3","0.25","0.2","100","60","80","10","12.5","10","12.5","6.666666667","8.333333333","16.66666667","20.83333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00321","","","","5","3","2","3","10","0.7","0.3","0.8","1","1.8","13","0.233333333","0.03","0.076923077","4.333333333","2.6","1","0.6","0.333333333","0.2","0.266666667","0.16","23.07692308","55.55555556","60","4.666666667","7.777777778","6.666666667","11.11111111","5.333333333","8.888888889","12","20"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00322","","","","5","4","3","6","0","1.1","0","1.5","1.1","2.6","6","0.183333333","","0.183333333","1.5","1.2","1.5","1.2","0.275","0.22","0.375","0.3","100","42.30769231","80","7.333333333","9.166666667","7.333333333","9.166666667","10","12.5","17.33333333","21.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00323","","","","5","5","4","7","3","1.3","0.1","1.5","1.4","2.9","10","0.185714286","0.033333333","0.14","2","2","1.4","1.4","0.28","0.28","0.3","0.3","70","48.27586207","100","8.666666667","8.666666667","9.333333333","9.333333333","10","10","19.33333333","19.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00324","","","","5","3","2","1","1","0.2","0.1","1","0.3","1.3","2","0.2","0.1","0.15","0.666666667","0.4","0.333333333","0.2","0.1","0.06","0.333333333","0.2","50","23.07692308","60","1.333333333","2.222222222","2","3.333333333","6.666666667","11.11111111","8.666666667","14.44444444"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00325","","","","5","4","4","7","4","1.3","0.2","1","1.5","2.5","11","0.185714286","0.05","0.136363636","2.75","2.2","1.75","1.4","0.375","0.3","0.25","0.2","63.63636364","60","80","8.666666667","10.83333333","10","12.5","6.666666667","8.333333333","16.66666667","20.83333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00326","","","","5","4","4","10","8","2.2","0.3","0.4","2.5","2.9","18","0.22","0.0375","0.138888889","4.5","3.6","2.5","2","0.625","0.5","0.1","0.08","55.55555556","86.20689655","80","14.66666667","18.33333333","16.66666667","20.83333333","2.666666667","3.333333333","19.33333333","24.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00327","","","","5","3","3","4","2","0.6","0.1","0.8","0.7","1.5","6","0.15","0.05","0.116666667","2","1.2","1.333333333","0.8","0.233333333","0.14","0.266666667","0.16","66.66666667","46.66666667","60","4","6.666666667","4.666666667","7.777777778","5.333333333","8.888888889","10","16.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00328","","","","5","4","4","7","5","1.7","0.2","2.2","1.9","4.1","12","0.242857143","0.04","0.158333333","3","2.4","1.75","1.4","0.475","0.38","0.55","0.44","58.33333333","46.34146341","80","11.33333333","14.16666667","12.66666667","15.83333333","14.66666667","18.33333333","27.33333333","34.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00329","","","","5","4","4","7","0","2.7","0","1.6","2.7","4.3","7","0.385714286","","0.385714286","1.75","1.4","1.75","1.4","0.675","0.54","0.4","0.32","100","62.79069767","80","18","22.5","18","22.5","10.66666667","13.33333333","28.66666667","35.83333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00330","","","","5","5","5","13","8","2.1","0.3","2.8","2.4","5.2","21","0.161538462","0.0375","0.114285714","4.2","4.2","2.6","2.6","0.48","0.48","0.56","0.56","61.9047619","46.15384615","100","14","14","16","16","18.66666667","18.66666667","34.66666667","34.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00331","","","","5","4","3","8","6","1.9","0.2","0.8","2.1","2.9","14","0.2375","0.033333333","0.15","3.5","2.8","2","1.6","0.525","0.42","0.2","0.16","57.14285714","72.4137931","80","12.66666667","15.83333333","14","17.5","5.333333333","6.666666667","19.33333333","24.16666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00332","","","","5","5","5","11","2","4.4","0.1","3.2","4.5","7.7","13","0.4","0.05","0.346153846","2.6","2.6","2.2","2.2","0.9","0.9","0.64","0.64","84.61538462","58.44155844","100","29.33333333","29.33333333","30","30","21.33333333","21.33333333","51.33333333","51.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00333","","","","5","4","4","9","4","1.4","0.2","1.8","1.6","3.4","13","0.155555556","0.05","0.123076923","3.25","2.6","2.25","1.8","0.4","0.32","0.45","0.36","69.23076923","47.05882353","80","9.333333333","11.66666667","10.66666667","13.33333333","12","15","22.66666667","28.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00334","","","","5","4","2","5","5","0.5","0.1","0.4","0.6","1","10","0.1","0.02","0.06","2.5","2","1.25","1","0.15","0.12","0.1","0.08","50","60","80","3.333333333","4.166666667","4","5","2.666666667","3.333333333","6.666666667","8.333333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00335","","","","5","5","3","3","2","0.7","0.1","1","0.8","1.8","5","0.233333333","0.05","0.16","1","1","0.6","0.6","0.16","0.16","0.2","0.2","60","44.44444444","100","4.666666667","4.666666667","5.333333333","5.333333333","6.666666667","6.666666667","12","12"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00336","","","","5","3","2","2","1","0.2","0.1","0.4","0.3","0.7","3","0.1","0.1","0.1","1","0.6","0.666666667","0.4","0.1","0.06","0.133333333","0.08","66.66666667","42.85714286","60","1.333333333","2.222222222","2","3.333333333","2.666666667","4.444444444","4.666666667","7.777777778"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00337","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00401","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00402","","","","5","4","4","7","0","4.18","0","1.5","4.18","5.68","7","0.597142857","","0.597142857","1.75","1.4","1.75","1.4","1.045","0.836","0.375","0.3","100","73.5915493","80","27.86666667","34.83333333","27.86666667","34.83333333","10","12.5","37.86666667","47.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00403","","","","5","5","5","2","3","3.2","0.1","5","3.3","8.3","5","1.6","0.033333333","0.66","1","1","0.4","0.4","0.66","0.66","1","1","40","39.75903614","100","21.33333333","21.33333333","22","22","33.33333333","33.33333333","55.33333333","55.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00404","","","","5","3","3","11","0","2.7","0","4","2.7","6.7","11","0.245454545","","0.245454545","3.666666667","2.2","3.666666667","2.2","0.9","0.54","1.333333333","0.8","100","40.29850746","60","18","30","18","30","26.66666667","44.44444444","44.66666667","74.44444444"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00405","","","","5","3","3","13","3","3.13","0.4","0.4","3.53","3.93","16","0.240769231","0.133333333","0.220625","5.333333333","3.2","4.333333333","2.6","1.176666667","0.706","0.133333333","0.08","81.25","89.82188295","60","20.86666667","34.77777778","23.53333333","39.22222222","2.666666667","4.444444444","26.2","43.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00406","","","","5","5","5","12","8","4","0.1","2","4.1","6.1","20","0.333333333","0.0125","0.205","4","4","2.4","2.4","0.82","0.82","0.4","0.4","60","67.21311475","100","26.66666667","26.66666667","27.33333333","27.33333333","13.33333333","13.33333333","40.66666667","40.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00407","","","","5","5","0","0","0","0","0","0.13","0","0.13","0","","","","0","0","0","0","0","0","0.026","0.026","","0","100","0","0","0","0","0.866666667","0.866666667","0.866666667","0.866666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00408","","","","5","5","5","13","5","1.3","0.2","2","1.5","3.5","18","0.1","0.04","0.083333333","3.6","3.6","2.6","2.6","0.3","0.3","0.4","0.4","72.22222222","42.85714286","100","8.666666667","8.666666667","10","10","13.33333333","13.33333333","23.33333333","23.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00409","","","","5","5","5","7","3","4","0.9","2","4.9","6.9","10","0.571428571","0.3","0.49","2","2","1.4","1.4","0.98","0.98","0.4","0.4","70","71.01449275","100","26.66666667","26.66666667","32.66666667","32.66666667","13.33333333","13.33333333","46","46"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00410","","","","5","4","0","0","0","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.25","0.2","","0","80","0","0","0","0","6.666666667","8.333333333","6.666666667","8.333333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00411","","","","5","3","3","6","5","4","0.9","4","4.9","8.9","11","0.666666667","0.18","0.445454545","3.666666667","2.2","2","1.2","1.633333333","0.98","1.333333333","0.8","54.54545455","55.05617978","60","26.66666667","44.44444444","32.66666667","54.44444444","26.66666667","44.44444444","59.33333333","98.88888889"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00412","","","","5","3","3","9","2","4","1","0.6","5","5.6","11","0.444444444","0.5","0.454545455","3.666666667","2.2","3","1.8","1.666666667","1","0.2","0.12","81.81818182","89.28571429","60","26.66666667","44.44444444","33.33333333","55.55555556","4","6.666666667","37.33333333","62.22222222"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00413","","","","5","5","5","2","9","2.8","0.2","2","3","5","11","1.4","0.022222222","0.272727273","2.2","2.2","0.4","0.4","0.6","0.6","0.4","0.4","18.18181818","60","100","18.66666667","18.66666667","20","20","13.33333333","13.33333333","33.33333333","33.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00414","","","","5","5","5","1","4","2.24","0.8","0.5","3.04","3.54","5","2.24","0.2","0.608","1","1","0.2","0.2","0.608","0.608","0.1","0.1","20","85.87570621","100","14.93333333","14.93333333","20.26666667","20.26666667","3.333333333","3.333333333","23.6","23.6"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00415","","","","5","4","0","0","0","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.2","0.16","","0","80","0","0","0","0","5.333333333","6.666666667","5.333333333","6.666666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00416","","","","5","3","3","6","3","2","2","0.7","4","4.7","9","0.333333333","0.666666667","0.444444444","3","1.8","2","1.2","1.333333333","0.8","0.233333333","0.14","66.66666667","85.10638298","60","13.33333333","22.22222222","26.66666667","44.44444444","4.666666667","7.777777778","31.33333333","52.22222222"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00417","","","","5","5","5","5","5","1.8","0.46","8","2.26","10.26","10","0.36","0.092","0.226","2","2","1","1","0.452","0.452","1.6","1.6","50","22.02729045","100","12","12","15.06666667","15.06666667","53.33333333","53.33333333","68.4","68.4"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00418","","","","5","5","5","2","7","4","1","2","5","7","9","2","0.142857143","0.555555556","1.8","1.8","0.4","0.4","1","1","0.4","0.4","22.22222222","71.42857143","100","26.66666667","26.66666667","33.33333333","33.33333333","13.33333333","13.33333333","46.66666667","46.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00419","","","","5","4","4","9","5","4","0.6","2","4.6","6.6","14","0.444444444","0.12","0.328571429","3.5","2.8","2.25","1.8","1.15","0.92","0.5","0.4","64.28571429","69.6969697","80","26.66666667","33.33333333","30.66666667","38.33333333","13.33333333","16.66666667","44","55"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00420","","","","5","2","2","12","4","3","0.12","1","3.12","4.12","16","0.25","0.03","0.195","8","3.2","6","2.4","1.56","0.624","0.5","0.2","75","75.72815534","40","20","50","20.8","52","6.666666667","16.66666667","27.46666667","68.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00421","","","","5","3","3","6","2","2.24","2","2","4.24","6.24","8","0.373333333","1","0.53","2.666666667","1.6","2","1.2","1.413333333","0.848","0.666666667","0.4","75","67.94871795","60","14.93333333","24.88888889","28.26666667","47.11111111","13.33333333","22.22222222","41.6","69.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00422","","","","5","3","3","4","3","2","0.1","0.6","2.1","2.7","7","0.5","0.033333333","0.3","2.333333333","1.4","1.333333333","0.8","0.7","0.42","0.2","0.12","57.14285714","77.77777778","60","13.33333333","22.22222222","14","23.33333333","4","6.666666667","18","30"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00423","","","","5","5","5","12","3","4","0.15","2","4.15","6.15","15","0.333333333","0.05","0.276666667","3","3","2.4","2.4","0.83","0.83","0.4","0.4","80","67.4796748","100","26.66666667","26.66666667","27.66666667","27.66666667","13.33333333","13.33333333","41","41"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00424","","","","5","5","4","7","3","1.14","0.18","2","1.32","3.32","10","0.162857143","0.06","0.132","2","2","1.4","1.4","0.264","0.264","0.4","0.4","70","39.75903614","100","7.6","7.6","8.8","8.8","13.33333333","13.33333333","22.13333333","22.13333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00425","","","","5","5","5","10","5","1.56","0.2","2","1.76","3.76","15","0.156","0.04","0.117333333","3","3","2","2","0.352","0.352","0.4","0.4","66.66666667","46.80851064","100","10.4","10.4","11.73333333","11.73333333","13.33333333","13.33333333","25.06666667","25.06666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00426","","","","5","2","1","14","9","4","0.2","0.6","4.2","4.8","23","0.285714286","0.022222222","0.182608696","11.5","4.6","7","2.8","2.1","0.84","0.3","0.12","60.86956522","87.5","40","26.66666667","66.66666667","28","70","4","10","32","80"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00427","","","","5","5","2","9","3","3.1","0.15","4","3.25","7.25","12","0.344444444","0.05","0.270833333","2.4","2.4","1.8","1.8","0.65","0.65","0.8","0.8","75","44.82758621","100","20.66666667","20.66666667","21.66666667","21.66666667","26.66666667","26.66666667","48.33333333","48.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00428","","","","5","3","3","7","5","2.14","0.16","1.5","2.3","3.8","12","0.305714286","0.032","0.191666667","4","2.4","2.333333333","1.4","0.766666667","0.46","0.5","0.3","58.33333333","60.52631579","60","14.26666667","23.77777778","15.33333333","25.55555556","10","16.66666667","25.33333333","42.22222222"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00429","","","","5","5","4","3","2","3","0.19","0.5","3.19","3.69","5","1","0.095","0.638","1","1","0.6","0.6","0.638","0.638","0.1","0.1","60","86.4498645","100","20","20","21.26666667","21.26666667","3.333333333","3.333333333","24.6","24.6"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00430","","","","5","5","5","2","11","3","0.4","1","3.4","4.4","13","1.5","0.036363636","0.261538462","2.6","2.6","0.4","0.4","0.68","0.68","0.2","0.2","15.38461538","77.27272727","100","20","20","22.66666667","22.66666667","6.666666667","6.666666667","29.33333333","29.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00431","","","","5","4","4","5","4","3","0.2","1","3.2","4.2","9","0.6","0.05","0.355555556","2.25","1.8","1.25","1","0.8","0.64","0.25","0.2","55.55555556","76.19047619","80","20","25","21.33333333","26.66666667","6.666666667","8.333333333","28","35"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00432","","","","5","5","5","11","7","4","0.19","1","4.19","5.19","18","0.363636364","0.027142857","0.232777778","3.6","3.6","2.2","2.2","0.838","0.838","0.2","0.2","61.11111111","80.73217726","100","26.66666667","26.66666667","27.93333333","27.93333333","6.666666667","6.666666667","34.6","34.6"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00433","","","","5","4","4","10","5","3.4","0.6","1.2","4","5.2","15","0.34","0.12","0.266666667","3.75","3","2.5","2","1","0.8","0.3","0.24","66.66666667","76.92307692","80","22.66666667","28.33333333","26.66666667","33.33333333","8","10","34.66666667","43.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00434","","","","5","4","4","8","5","2.5","0.12","2","2.62","4.62","13","0.3125","0.024","0.201538462","3.25","2.6","2","1.6","0.655","0.524","0.5","0.4","61.53846154","56.70995671","80","16.66666667","20.83333333","17.46666667","21.83333333","13.33333333","16.66666667","30.8","38.5"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00435","","","","5","5","4","12","2","2.1","0.05","0.6","2.15","2.75","14","0.175","0.025","0.153571429","2.8","2.8","2.4","2.4","0.43","0.43","0.12","0.12","85.71428571","78.18181818","100","14","14","14.33333333","14.33333333","4","4","18.33333333","18.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00436","","","","5","3","3","6","3","2.1","0.08","0.5","2.18","2.68","9","0.35","0.026666667","0.242222222","3","1.8","2","1.2","0.726666667","0.436","0.166666667","0.1","66.66666667","81.34328358","60","14","23.33333333","14.53333333","24.22222222","3.333333333","5.555555556","17.86666667","29.77777778"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00437","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00501","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00502","","","","5","5","5","8","3","2.5","0.15","2","2.65","4.65","11","0.3125","0.05","0.240909091","2.2","2.2","1.6","1.6","0.53","0.53","0.4","0.4","72.72727273","56.98924731","100","16.66666667","16.66666667","17.66666667","17.66666667","13.33333333","13.33333333","31","31"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00503","","","","5","5","5","11","5","4","0.4","1.8","4.4","6.2","16","0.363636364","0.08","0.275","3.2","3.2","2.2","2.2","0.88","0.88","0.36","0.36","68.75","70.96774194","100","26.66666667","26.66666667","29.33333333","29.33333333","12","12","41.33333333","41.33333333"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00504","","","","5","5","5","0","8","0","0.2","2","0.2","2.2","8","","0.025","0.025","1.6","1.6","0","0","0.04","0.04","0.4","0.4","0","9.090909091","100","0","0","1.333333333","1.333333333","13.33333333","13.33333333","14.66666667","14.66666667"
"","","GHP2018FMS-SN02","","","","","","","","","GHP2018FMS-SN02-00505","","","","5","3","2","6","9","2.24","0.16","0.4","2.4","2.8","15","0.373333333","0.017777778","0.16","5","3","2","1.2","0.8","0.48","0.133333333","0.08","40","85.71428571","60","14.93333333","24.88888889","16","26.66666667","2.666666667","4.444444444","18.66666667","31.11111111"
