"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00153","","","","5","","","","","0","23","9","10","7","","3","","1","2","2","8","0","1.4","1.3","1.4","2.7","23","","0.060869565","0.060869565","2.555555556","2.3","0","0","0.155555556","0.14","0.144444444","0.13","0","51.85185185","90","","","0","0","4.666666667","5.185185185","4.333333333","4.814814815","","","9","10"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00154","","","","3","20.06","50.61","1.917562","3.5740271","17","13","9","10","6","4","2","70.387764","1","5","5","6","4.3","2.4","6.1","6.7","12.8","30","0.252941176","0.184615385","0.223333333","3.333333333","3","1.888888889","1.7","0.744444444","0.67","0.677777778","0.61","56.66666667","52.34375","90","39.63643549","2.655641178","14.33333333","15.92592593","22.33333333","24.81481481","20.33333333","22.59259259","8.852137259","9.835708065","42.66666667","47.40740741"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00155","","","","4","","","","","0","30","9","10","7","","3","","2","4","4","7","0","2.1","1","2.1","3.1","30","","0.07","0.07","3.333333333","3","0","0","0.233333333","0.21","0.111111111","0.1","0","67.74193548","90","","","0","0","7","7.777777778","3.333333333","3.703703704","","","10.33333333","11.48148148"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00156","","","","3","","","","","0","6","3","10","2","","2","","1","2","3","8","0","0.5","0.2","0.5","0.7","6","","0.083333333","0.083333333","2","0.6","0","0","0.166666667","0.05","0.066666667","0.02","0","71.42857143","30","","","0","0","1.666666667","5.555555556","0.666666667","2.222222222","","","2.333333333","7.777777778"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00157","","","","5","","","","","6","16","6","10","4","","4","","2","5","6","4","1.4","1.8","3.3","3.2","6.5","22","0.233333333","0.1125","0.145454545","3.666666667","2.2","1","0.6","0.533333333","0.32","0.55","0.33","27.27272727","49.23076923","60","","","4.666666667","7.777777778","10.66666667","17.77777778","11","18.33333333","","","21.66666667","36.11111111"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00158","","","","6","","","","","0","32","10","10","9","","2","","1","3","5","8","0","2.2","2.3","2.2","4.5","32","","0.06875","0.06875","3.2","3.2","0","0","0.22","0.22","0.23","0.23","0","48.88888889","100","","","0","0","7.333333333","7.333333333","7.666666667","7.666666667","","","15","15"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00159","","","","5","","","","","1","34","8","10","6","","5","","2","4","4","6","0.3","2.8","1.8","3.1","4.9","35","0.3","0.082352941","0.088571429","4.375","3.5","0.125","0.1","0.3875","0.31","0.225","0.18","2.857142857","63.26530612","80","","","1","1.25","10.33333333","12.91666667","6","7.5","","","16.33333333","20.41666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00016","","","","4","","","","","0","4","1","10","1","","2","","1","1","2","7","0","0.2","0","0.2","0.2","4","","0.05","0.05","4","0.4","0","0","0.2","0.02","0","0","0","100","10","","","0","0","0.666666667","6.666666667","0","0","","","0.666666667","6.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00160","","","","6","","","","","2","16","9","10","8","","4","","1","5","6","4","0.7","0.7","1.6","1.4","3","18","0.35","0.04375","0.077777778","2","1.8","0.222222222","0.2","0.155555556","0.14","0.177777778","0.16","11.11111111","46.66666667","90","","","2.333333333","2.592592593","4.666666667","5.185185185","5.333333333","5.925925926","","","10","11.11111111"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00161","","","","3","","","","","0","","3","10","2","","2","","1","1","1","9","0","","0.8","","","","","","","","","0","0","","","0.266666667","0.08","","","30","","","0","0","","","2.666666667","8.888888889","","","",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00162","","","","5","","","","","3","21","10","10","7","","4","","1","3","4","7","0.6","1.5","2.3","2.1","4.4","24","0.2","0.071428571","0.0875","2.4","2.4","0.3","0.3","0.21","0.21","0.23","0.23","12.5","47.72727273","100","","","2","2","7","7","7.666666667","7.666666667","","","14.66666667","14.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00163","","","","","","","","","0","0","0","10","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00164","","","","","","","","","0","0","0","10","0","","","","","","6","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00165","","","","5","","","","","3","10","8","10","7","","3","","1","3","4","7","0.8","0.8","1.3","1.6","2.9","13","0.266666667","0.08","0.123076923","1.625","1.3","0.375","0.3","0.2","0.16","0.1625","0.13","23.07692308","55.17241379","80","","","2.666666667","3.333333333","5.333333333","6.666666667","4.333333333","5.416666667","","","9.666666667","12.08333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00166","","","","5","","","","","0","19","6","10","6","","6","","1","5","5","7","0","4.2","1.8","4.2","6","19","","0.221052632","0.221052632","3.166666667","1.9","0","0","0.7","0.42","0.3","0.18","0","70","60","","","0","0","14","23.33333333","6","10","","","20","33.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00167","","","","4","","","","","4","26","10","10","8","","3","","1","3","5","7","0.7","1.2","1.1","1.9","3","30","0.175","0.046153846","0.063333333","3","3","0.4","0.4","0.19","0.19","0.11","0.11","13.33333333","63.33333333","100","","","2.333333333","2.333333333","6.333333333","6.333333333","3.666666667","3.666666667","","","10","10"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00168","","","","5","","","","","2","25","9","10","6","","4","","1","4","4","7","0.5","1.7","1.2","2.2","3.4","27","0.25","0.068","0.081481481","3","2.7","0.222222222","0.2","0.244444444","0.22","0.133333333","0.12","7.407407407","64.70588235","90","","","1.666666667","1.851851852","7.333333333","8.148148148","4","4.444444444","","","11.33333333","12.59259259"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00169","","","","6","","","","","0","20","10","10","8","","5","","1","3","5","7","0","1.4","1.2","1.4","2.6","20","","0.07","0.07","2","2","0","0","0.14","0.14","0.12","0.12","0","53.84615385","100","","","0","0","4.666666667","4.666666667","4","4","","","8.666666667","8.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00017","","","","3","","","","","0","24","6","10","5","","5","","1","4","6","5","0","2.1","0.6","2.1","2.7","24","","0.0875","0.0875","4","2.4","0","0","0.35","0.21","0.1","0.06","0","77.77777778","60","","","0","0","7","11.66666667","2","3.333333333","","","9","15"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00170","","","","4","","","","","20","59","10","10","10","","5","","1","7","6","5","5.9","6.2","1.9","12.1","14","79","0.295","0.105084746","0.153164557","7.9","7.9","2","2","1.21","1.21","0.19","0.19","25.3164557","86.42857143","100","","","19.66666667","19.66666667","40.33333333","40.33333333","6.333333333","6.333333333","","","46.66666667","46.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00171","","","","6","","","","","0","12","8","10","3","","5","","2","3","6","7","0","0.7","2.2","0.7","2.9","12","","0.058333333","0.058333333","1.5","1.2","0","0","0.0875","0.07","0.275","0.22","0","24.13793103","80","","","0","0","2.333333333","2.916666667","7.333333333","9.166666667","","","9.666666667","12.08333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00172","","","","5","","","","","7","20","9","10","7","","4","","1","5","4","7","1.2","1.3","1.6","2.5","4.1","27","0.171428571","0.065","0.092592593","3","2.7","0.777777778","0.7","0.277777778","0.25","0.177777778","0.16","25.92592593","60.97560976","90","","","4","4.444444444","8.333333333","9.259259259","5.333333333","5.925925926","","","13.66666667","15.18518519"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00173","","","","5","21.29","50.84","0.207548","1.786898","12","19","10","10","8","1","3","73.4691086","1","6","8","4","3.1","1.7","5.1","4.8","9.9","31","0.258333333","0.089473684","0.15483871","3.1","3.1","1.2","1.2","0.48","0.48","0.51","0.51","38.70967742","48.48484848","100","41.87647522","2.01007081","10.33333333","10.33333333","16","16","17","17","6.700236035","6.700236035","33","33"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00174","","","","5","","","","","4","24","10","10","8","","4","","1","4","6","7","1.2","1.6","1.3","2.8","4.1","28","0.3","0.066666667","0.1","2.8","2.8","0.4","0.4","0.28","0.28","0.13","0.13","14.28571429","68.29268293","100","","","4","4","9.333333333","9.333333333","4.333333333","4.333333333","","","13.66666667","13.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00175","","","","","","","","","0","0","0","10","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00176","","","","4","19.84","50.51","1.402951","3.6007769","20","32","9","10","9","3","2","70.8440018","1","5","7","5","3.2","1.7","2.3","4.9","7.2","52","0.16","0.053125","0.094230769","5.777777778","5.2","2.222222222","2","0.544444444","0.49","0.255555556","0.23","38.46153846","68.05555556","90","39.27935062","1.924688181","10.66666667","11.85185185","16.33333333","18.14814815","7.666666667","8.518518519","6.415627269","7.128474743","24","26.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00177","","","","3","","","","","9","18","7","10","5","","2","","1","6","7","7","2.1","0.8","1.2","2.9","4.1","27","0.233333333","0.044444444","0.107407407","3.857142857","2.7","1.285714286","0.9","0.414285714","0.29","0.171428571","0.12","33.33333333","70.73170732","70","","","7","10","9.666666667","13.80952381","4","5.714285714","","","13.66666667","19.52380952"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00178","","","","4","","","","","3","20","9","10","8","","2","","1","3","6","7","0.4","1","0.8","1.4","2.2","23","0.133333333","0.05","0.060869565","2.555555556","2.3","0.333333333","0.3","0.155555556","0.14","0.088888889","0.08","13.04347826","63.63636364","90","","","1.333333333","1.481481481","4.666666667","5.185185185","2.666666667","2.962962963","","","7.333333333","8.148148148"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00179","","","","3","19.41","50.77","1.226221","3.1385751","24","31","8","10","8","4","4","70.9155426","1","7","7","5","7.5","4.9","5.6","12.4","18","55","0.3125","0.158064516","0.225454545","6.875","5.5","3","2.4","1.55","1.24","0.7","0.56","43.63636364","68.88888889","80","38.23123892","4.740673626","25","31.25","41.33333333","51.66666667","18.66666667","23.33333333","15.80224542","19.75280678","60","75"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00018","","","","3","","","","","10","30","10","10","10","","5","","1","5","5","6","1.2","1.8","1.4","3","4.4","40","0.12","0.06","0.075","4","4","1","1","0.3","0.3","0.14","0.14","25","68.18181818","100","","","4","4","10","10","4.666666667","4.666666667","","","14.66666667","14.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00180","","","","4","","","","","3","40","10","10","9","","6","","1","5","4","7","0.7","2.7","1.6","3.4","5","43","0.233333333","0.0675","0.079069767","4.3","4.3","0.3","0.3","0.34","0.34","0.16","0.16","6.976744186","68","100","","","2.333333333","2.333333333","11.33333333","11.33333333","5.333333333","5.333333333","","","16.66666667","16.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00181","","","","3","","","","","2","21","9","10","8","","4","","1","2","4","8","0.4","1.2","0.9","1.6","2.5","23","0.2","0.057142857","0.069565217","2.555555556","2.3","0.222222222","0.2","0.177777778","0.16","0.1","0.09","8.695652174","64","90","","","1.333333333","1.481481481","5.333333333","5.925925926","3","3.333333333","","","8.333333333","9.259259259"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00182","","","","2","","","","","3","18","10","10","8","","2","","1","3","7","6","0.8","1.2","3","2","5","21","0.266666667","0.066666667","0.095238095","2.1","2.1","0.3","0.3","0.2","0.2","0.3","0.3","14.28571429","40","100","","","2.666666667","2.666666667","6.666666667","6.666666667","10","10","","","16.66666667","16.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00183","","","","4","","","","","13","38","8","10","6","","3","","1","5","4","7","2.5","2.5","1","5","6","51","0.192307692","0.065789474","0.098039216","6.375","5.1","1.625","1.3","0.625","0.5","0.125","0.1","25.49019608","83.33333333","80","","","8.333333333","10.41666667","16.66666667","20.83333333","3.333333333","4.166666667","","","20","25"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00184","","","","3","","","","","0","8","5","10","3","","2","","1","2","2","9","0","0.4","0.5","0.4","0.9","8","","0.05","0.05","1.6","0.8","0","0","0.08","0.04","0.1","0.05","0","44.44444444","50","","","0","0","1.333333333","2.666666667","1.666666667","3.333333333","","","3","6"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00185","","","","4","","","","","0","10","7","10","6","","2","","1","2","2","9","0","0.8","1","0.8","1.8","10","","0.08","0.08","1.428571429","1","0","0","0.114285714","0.08","0.142857143","0.1","0","44.44444444","70","","","0","0","2.666666667","3.80952381","3.333333333","4.761904762","","","6","8.571428571"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00186","","","","3","18.49","50.59","0.518044","2.000984","6","41","10","10","9","4","2","69.7118607","1","3","7","8","1.3","2.4","2.5","3.7","6.2","47","0.216666667","0.058536585","0.078723404","4.7","4.7","0.6","0.6","0.37","0.37","0.25","0.25","12.76595745","59.67741935","100","36.54872504","1.352302827","4.333333333","4.333333333","12.33333333","12.33333333","8.333333333","8.333333333","4.507676089","4.507676089","20.66666667","20.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00187","","","","4","","","","","9","47","10","10","10","","4","","1","4","7","7","2.1","3.3","3.8","5.4","9.2","56","0.233333333","0.070212766","0.096428571","5.6","5.6","0.9","0.9","0.54","0.54","0.38","0.38","16.07142857","58.69565217","100","","","7","7","18","18","12.66666667","12.66666667","","","30.66666667","30.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00188","","","","3","","","","","4","6","2","10","1","","3","","1","3","6","5","0.6","0.3","1.1","0.9","2","10","0.15","0.05","0.09","5","1","2","0.4","0.45","0.09","0.55","0.11","40","45","20","","","2","10","3","15","3.666666667","18.33333333","","","6.666666667","33.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00189","","","","3","","","","","6","22","9","10","9","","4","","1","4","6","9","1.1","1.8","1.1","2.9","4","28","0.183333333","0.081818182","0.103571429","3.111111111","2.8","0.666666667","0.6","0.322222222","0.29","0.122222222","0.11","21.42857143","72.5","90","","","3.666666667","4.074074074","9.666666667","10.74074074","3.666666667","4.074074074","","","13.33333333","14.81481481"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00019","","","","4","","","","","0","34","10","10","9","","6","","1","2","4","8","0","1.2","0.9","1.2","2.1","34","","0.035294118","0.035294118","3.4","3.4","0","0","0.12","0.12","0.09","0.09","0","57.14285714","100","","","0","0","4","4","3","3","","","7","7"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00190","","","","2","","","","","18","37","10","10","10","","3","","1","5","8","4","4.7","1.7","5.1","6.4","11.5","55","0.261111111","0.045945946","0.116363636","5.5","5.5","1.8","1.8","0.64","0.64","0.51","0.51","32.72727273","55.65217391","100","","","15.66666667","15.66666667","21.33333333","21.33333333","17","17","","","38.33333333","38.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00191","","","","4","","","","","5","20","9","10","8","","4","","1","3","6","8","0.9","0.9","1.4","1.8","3.2","25","0.18","0.045","0.072","2.777777778","2.5","0.555555556","0.5","0.2","0.18","0.155555556","0.14","20","56.25","90","","","3","3.333333333","6","6.666666667","4.666666667","5.185185185","","","10.66666667","11.85185185"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00192","","","","3","","","","","0","6","7","10","2","","2","","1","1","3","9","0","0.2","0.9","0.2","1.1","6","","0.033333333","0.033333333","0.857142857","0.6","0","0","0.028571429","0.02","0.128571429","0.09","0","18.18181818","70","","","0","0","0.666666667","0.952380952","3","4.285714286","","","3.666666667","5.238095238"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00193","","","","5","","","","","0","","6","10","4","","3","","1","2","6","7","0","","0.1","","","","","","","","","0","0","","","0.016666667","0.01","","","60","","","0","0","","","0.333333333","0.555555556","","","",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00194","","","","5","","","","","0","17","7","10","5","","5","","1","2","7","6","0","1","5.3","1","6.3","17","","0.058823529","0.058823529","2.428571429","1.7","0","0","0.142857143","0.1","0.757142857","0.53","0","15.87301587","70","","","0","0","3.333333333","4.761904762","17.66666667","25.23809524","","","21","30"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00195","","","","4","","","","","11","25","10","10","10","","3","","1","5","7","6","2.2","2.6","4.4","4.8","9.2","36","0.2","0.104","0.133333333","3.6","3.6","1.1","1.1","0.48","0.48","0.44","0.44","30.55555556","52.17391304","100","","","7.333333333","7.333333333","16","16","14.66666667","14.66666667","","","30.66666667","30.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00196","","","","3","21.63","50.02","0.446195","2.2990921","1","3","6","10","2","4","2","73.112793","1","1","2","9","0.2","0.2","2.8","0.4","3.2","4","0.2","0.066666667","0.1","0.666666667","0.4","0.166666667","0.1","0.066666667","0.04","0.466666667","0.28","25","12.5","60","43.24270292","0.172970812","0.666666667","1.111111111","1.333333333","2.222222222","9.333333333","15.55555556","0.576569372","0.960948954","10.66666667","17.77777778"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00197","","","","3","","","","","15","33","8","10","8","","2","","1","5","8","4","3.2","3","2.8","6.2","9","48","0.213333333","0.090909091","0.129166667","6","4.8","1.875","1.5","0.775","0.62","0.35","0.28","31.25","68.88888889","80","","","10.66666667","13.33333333","20.66666667","25.83333333","9.333333333","11.66666667","","","30","37.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00198","","","","4","","","","","6","11","10","10","8","","3","","1","3","6","8","0.8","0.8","0.8","1.6","2.4","17","0.133333333","0.072727273","0.094117647","1.7","1.7","0.6","0.6","0.16","0.16","0.08","0.08","35.29411765","66.66666667","100","","","2.666666667","2.666666667","5.333333333","5.333333333","2.666666667","2.666666667","","","8","8"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00199","","","","5","","","","","7","38","10","10","10","","3","","1","4","7","6","1.5","2.4","2.1","3.9","6","45","0.214285714","0.063157895","0.086666667","4.5","4.5","0.7","0.7","0.39","0.39","0.21","0.21","15.55555556","65","100","","","5","5","13","13","7","7","","","20","20"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00002","","","","5","17.3","50.18","1.798542","4.381722","11","12","10","10","6","5","5","70.8172836","3","4","7","5","1","0.8","3.3","1.8","5.1","23","0.090909091","0.066666667","0.07826087","2.3","2.3","1.1","1.1","0.18","0.18","0.33","0.33","47.82608696","35.29411765","100","34.47588681","0.620565963","3.333333333","3.333333333","6","6","11","11","2.068553208","2.068553208","17","17"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00020","","","","3","20.3","50.58","0.523921","2.216434","4","37","10","10","10","4","5","74.1218872","2","5","7","5","0.9","2.2","2.5","3.1","5.6","41","0.225","0.059459459","0.075609756","4.1","4.1","0.4","0.4","0.31","0.31","0.25","0.25","9.756097561","55.35714286","100","40.13444049","1.244167655","3","3","10.33333333","10.33333333","8.333333333","8.333333333","4.147225517","4.147225517","18.66666667","18.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00200","","","","2","","","","","0","6","9","10","8","","2","","1","1","3","8","0","0.3","0.1","0.3","0.4","6","","0.05","0.05","0.666666667","0.6","0","0","0.033333333","0.03","0.011111111","0.01","0","75","90","","","0","0","1","1.111111111","0.333333333","0.37037037","","","1.333333333","1.481481481"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00201","","","","3","","","","","0","6","9","10","3","","2","","1","1","3","8","0","0.2","0.2","0.2","0.4","6","","0.033333333","0.033333333","0.666666667","0.6","0","0","0.022222222","0.02","0.022222222","0.02","0","50","90","","","0","0","0.666666667","0.740740741","0.666666667","0.740740741","","","1.333333333","1.481481481"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00202","","","","4","","","","","0","17","10","10","8","","4","","1","1","3","8","0","0.6","0.4","0.6","1","17","","0.035294118","0.035294118","1.7","1.7","0","0","0.06","0.06","0.04","0.04","0","60","100","","","0","0","2","2","1.333333333","1.333333333","","","3.333333333","3.333333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00203","","","","5","","","","","3","10","9","10","7","","3","","1","3","4","6","0.5","0.7","2.6","1.2","3.8","13","0.166666667","0.07","0.092307692","1.444444444","1.3","0.333333333","0.3","0.133333333","0.12","0.288888889","0.26","23.07692308","31.57894737","90","","","1.666666667","1.851851852","4","4.444444444","8.666666667","9.62962963","","","12.66666667","14.07407407"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00204","","","","4","","","","","0","5","5","10","2","","5","","1","2","6","5","0","0.3","1.8","0.3","2.1","5","","0.06","0.06","1","0.5","0","0","0.06","0.03","0.36","0.18","0","14.28571429","50","","","0","0","1","2","6","12","","","7","14"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00205","","","","3","","","","","5","13","7","10","4","","2","","1","4","7","4","1.3","1.1","1","2.4","3.4","18","0.26","0.084615385","0.133333333","2.571428571","1.8","0.714285714","0.5","0.342857143","0.24","0.142857143","0.1","27.77777778","70.58823529","70","","","4.333333333","6.19047619","8","11.42857143","3.333333333","4.761904762","","","11.33333333","16.19047619"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00206","","","","4","","","","","0","24","8","10","5","","3","","1","1","4","6","0","1.1","1.8","1.1","2.9","24","","0.045833333","0.045833333","3","2.4","0","0","0.1375","0.11","0.225","0.18","0","37.93103448","80","","","0","0","3.666666667","4.583333333","6","7.5","","","9.666666667","12.08333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00207","","","","4","","","","","0","12","7","10","3","","2","","1","1","4","6","0","0.4","1.6","0.4","2","12","","0.033333333","0.033333333","1.714285714","1.2","0","0","0.057142857","0.04","0.228571429","0.16","0","20","70","","","0","0","1.333333333","1.904761905","5.333333333","7.619047619","","","6.666666667","9.523809524"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00208","","","","5","","","","","12","23","10","10","9","","4","","1","4","6","5","2.5","2.1","0.8","4.6","5.4","35","0.208333333","0.091304348","0.131428571","3.5","3.5","1.2","1.2","0.46","0.46","0.08","0.08","34.28571429","85.18518519","100","","","8.333333333","8.333333333","15.33333333","15.33333333","2.666666667","2.666666667","","","18","18"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00209","","","","3","","","","","0","15","9","10","8","","3","","1","2","2","9","0","1.1","0.2","1.1","1.3","15","","0.073333333","0.073333333","1.666666667","1.5","0","0","0.122222222","0.11","0.022222222","0.02","0","84.61538462","90","","","0","0","3.666666667","4.074074074","0.666666667","0.740740741","","","4.333333333","4.814814815"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00021","","","","4","","","","","11","25","10","10","10","","3","","1","4","6","4","1.8","1.7","1.6","3.5","5.1","36","0.163636364","0.068","0.097222222","3.6","3.6","1.1","1.1","0.35","0.35","0.16","0.16","30.55555556","68.62745098","100","","","6","6","11.66666667","11.66666667","5.333333333","5.333333333","","","17","17"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00210","","","","5","","","","","0","17","7","10","6","","4","","1","1","2","9","0","0.8","0.1","0.8","0.9","17","","0.047058824","0.047058824","2.428571429","1.7","0","0","0.114285714","0.08","0.014285714","0.01","0","88.88888889","70","","","0","0","2.666666667","3.80952381","0.333333333","0.476190476","","","3","4.285714286"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00211","","","","3","","","","","0","4","3","10","2","","2","","1","2","2","9","0","0.5","0.2","0.5","0.7","4","","0.125","0.125","1.333333333","0.4","0","0","0.166666667","0.05","0.066666667","0.02","0","71.42857143","30","","","0","0","1.666666667","5.555555556","0.666666667","2.222222222","","","2.333333333","7.777777778"
