"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Millipede damage estimating 1-9|CO_331:0000805","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00193","","","","","","","","","","","","","","","12","7","1","0","0","0","","","","","","","8","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.016666667","","0","8.333333333","","0","0","0","0","0.555555556","6.666666667","","","0.555555556","6.666666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00194","","","","1.1825142","2.56","1.62","14.11","48.74","3.96","6.05","7.79","63.98","6.54","28.94952811","12","11","7","2","6","5","1","1","1","3","1","3","6","0.85","0.8","1.82","1.65","3.47","11","0.141666667","0.16","0.15","1.571428571","0.916666667","0.857142857","0.5","0.235714286","0.1375","0.26","0.151666667","54.54545455","47.55043228","58.33333333","0.477667214","2.361111111","4.047619048","4.583333333","7.857142857","5.055555556","8.666666667","1.326853372","2.27460578","9.638888889","16.52380952"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00195","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","","2","0","0","0.84","0","0.84","0","","","","0","0","0","0","0","0","0.12","0.07","","0","58.33333333","","0","0","0","0","2.333333333","4","","","2.333333333","4"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00196","","","","16.1743927","2.2","1.34","13.47","48.95","2.02","3.6","3.85","60.33","14.75","27.51787538","12","11","9","5","7","4","1","1","1","2","3","4","3","1.15","0.15","6.16","1.3","7.46","11","0.164285714","0.0375","0.118181818","1.222222222","0.916666667","0.777777778","0.583333333","0.144444444","0.108333333","0.684444444","0.513333333","63.63636364","17.42627346","75","0.35773238","3.194444444","4.259259259","3.611111111","4.814814815","17.11111111","22.81481481","0.993701055","1.324934741","20.72222222","27.62962963"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00197","","","","","","","","","","","","","","","12","9","6","0","0","0","","","","","","","7","0","0","0.54","0","0.54","0","","","","0","0","0","0","0","0","0.09","0.045","","0","50","","0","0","0","0","1.5","3","","","1.5","3"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00198","","","","18.0118942","2.1","1.08","16.35","48.3","3.09","5.15","5.4","65.88","8.61","33.85093168","12","11","7","6","4","8","1","1","1","2","2","3","5","0.7","0.3","2.04","1","3.04","12","0.175","0.0375","0.083333333","1.714285714","1","0.571428571","0.333333333","0.142857143","0.083333333","0.291428571","0.17","33.33333333","32.89473684","58.33333333","0.338509317","1.944444444","3.333333333","2.777777778","4.761904762","5.666666667","9.714285714","0.940303658","1.611949127","8.444444444","14.47619048"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00199","","","","23.2312851","2.64","1.57","12.49","48.71","4.24","6.31","5.11","57.02","7.98","25.64155204","12","12","6","2","2","2","1","1","1","2","3","3","3","0.45","0.1","5.4","0.55","5.95","4","0.225","0.05","0.1375","0.666666667","0.333333333","0.333333333","0.166666667","0.091666667","0.045833333","0.9","0.45","50","9.243697479","50","0.141028536","1.25","2.5","1.527777778","3.055555556","15","30","0.391745934","0.783491868","16.52777778","33.05555556"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00200","","","","2.7715034","1.76","0.86","18.52","46.32","1.31","2.67","3.7","70.04","12.16","39.98272884","12","8","4","1","1","0","1","1","1","4","2","3","5","0.15","0","6.5","0.15","6.65","1","0.15","","0.15","0.25","0.083333333","0.25","0.083333333","0.0375","0.0125","1.625","0.541666667","100","2.255639098","33.33333333","0.059974093","0.416666667","1.25","0.416666667","1.25","18.05555556","54.16666667","0.166594704","0.499784111","18.47222222","55.41666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00201","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00202","","","","39.5602455","1.7","1.22","16.46","48.9","2.07","4.79","3.55","68.9","17.35","33.6605317","12","12","10","10","14","10","1","1","1","2","1","1","6","2.2","0.45","3.26","2.65","5.91","24","0.157142857","0.045","0.110416667","2.4","2","1.4","1.166666667","0.265","0.220833333","0.326","0.271666667","58.33333333","44.8392555","83.33333333","0.89200409","6.111111111","7.333333333","7.361111111","8.833333333","9.055555556","10.86666667","2.477789139","2.973346967","16.41666667","19.7"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00203","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00204","","","","","","","","","","","","","","","12","12","2","1","0","2","1","1","1","","2","3","3","0","0.1","2.75","0.1","2.85","2","","0.05","0.05","1","0.166666667","0","0","0.05","0.008333333","1.375","0.229166667","0","3.50877193","16.66666667","","0","0","0.277777778","1.666666667","7.638888889","45.83333333","","","7.916666667","47.5"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00205","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00206","","","","24.2230263","2.08","1.25","13.85","48.75","4.3","6.72","4.14","61.26","10.2","28.41025641","12","12","5","1","0","2","1","1","1","3","8","9","2","0","0.12","7.3","0.12","7.42","2","","0.06","0.06","0.4","0.166666667","0","0","0.024","0.01","1.46","0.608333333","0","1.617250674","41.66666667","0.034092308","0","0","0.333333333","0.8","20.27777778","48.66666667","0.094700855","0.227282051","20.61111111","49.46666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00207","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00208","","","","0.0419712","1.86","0.95","12.69","48.9","7.68","11.24","3.64","61.82","6.73","25.95092025","12","10","6","6","4","2","1","1","1","2","2","1","3","1.7","0.1","1.6","1.8","3.4","6","0.425","0.05","0.3","1","0.5","0.666666667","0.333333333","0.3","0.15","0.266666667","0.133333333","66.66666667","52.94117647","50","0.467116564","4.722222222","9.444444444","5","10","4.444444444","8.888888889","1.297546012","2.595092025","9.444444444","18.88888889"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00209","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00210","","","","6.1641903","1.73","1.03","6.43","26.23","7.32","10.47","2.93","55.91","7.45","24.51391536","12","10","4","1","1","2","1","1","1","3","2","2","5","0.16","0.12","1.45","0.28","1.73","3","0.16","0.06","0.093333333","0.75","0.25","0.25","0.083333333","0.07","0.023333333","0.3625","0.120833333","33.33333333","16.1849711","33.33333333","0.068638963","0.444444444","1.333333333","0.777777778","2.333333333","4.027777778","12.08333333","0.190663786","0.571991358","4.805555556","14.41666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00211","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00212","","","","0","1.36","0.81","17.06","48.39","4.36","6.52","2.23","69.28","6.74","35.25521802","12","9","7","2","0","8","1","1","1","2","5","5","4","0","0.2","1.44","0.2","1.64","8","","0.025","0.025","1.142857143","0.666666667","0","0","0.028571429","0.016666667","0.205714286","0.12","0","12.19512195","58.33333333","0.070510436","0","0","0.555555556","0.952380952","4","6.857142857","0.195862322","0.335763981","4.555555556","7.80952381"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00213","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00214","","","","28.2309647","1.67","0.71","14.15","48.39","7.74","10.58","2.37","57.67","6.83","29.24157884","12","5","3","2","3","6","1","1","1","3","3","8","6","0.28","0.16","1.05","0.44","1.49","9","0.093333333","0.026666667","0.048888889","3","0.75","1","0.25","0.146666667","0.036666667","0.35","0.0875","33.33333333","29.53020134","25","0.128662947","0.777777778","3.111111111","1.222222222","4.888888889","2.916666667","11.66666667","0.357397075","1.429588299","4.138888889","16.55555556"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00215","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00216","","","","0","1.65","0.9","17.49","48.48","3.73","5.25","4.53","69.22","6.18","36.07673267","12","12","10","9","19","23","1","1","1","2","1","2","3","3.15","0.8","5.6","3.95","9.55","42","0.165789474","0.034782609","0.094047619","4.2","3.5","1.9","1.583333333","0.395","0.329166667","0.56","0.466666667","45.23809524","41.36125654","83.33333333","1.425030941","8.75","10.5","10.97222222","13.16666667","15.55555556","18.66666667","3.958419279","4.750103135","26.52777778","31.83333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00217","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00218","","","","","","","","","","","","","","","12","12","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00219","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00220","","","","","","","","","","","","","","","12","9","5","2","0","3","1","1","1","","4","4","6","0","0.2","2.06","0.2","2.26","3","","0.066666667","0.066666667","0.6","0.25","0","0","0.04","0.016666667","0.412","0.171666667","0","8.849557522","41.66666667","","0","0","0.555555556","1.333333333","5.722222222","13.73333333","","","6.277777778","15.06666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00221","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00222","","","","2.2186356","2.09","1.36","15.42","48.47","3.33","5.03","4.56","63.04","9.18","31.81349288","12","12","4","1","0","1","1","1","1","3","4","8","5","0","0.1","2.78","0.1","2.88","1","","0.1","0.1","0.25","0.083333333","0","0","0.025","0.008333333","0.695","0.231666667","0","3.472222222","33.33333333","0.031813493","0","0","0.277777778","0.833333333","7.722222222","23.16666667","0.088370814","0.265112441","8","24"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00223","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00224","","","","4.6662445","2.21","1.02","15.65","48.46","2.86","4.51","4.3","58.18","15.24","32.29467602","12","12","6","5","4","4","1","1","1","3","5","8","3","1.14","0.22","11.66","1.36","13.02","8","0.285","0.055","0.17","1.333333333","0.666666667","0.666666667","0.333333333","0.226666667","0.113333333","1.943333333","0.971666667","50","10.44546851","50","0.439207594","3.166666667","6.333333333","3.777777778","7.555555556","32.38888889","64.77777778","1.220021094","2.440042188","36.16666667","72.33333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00225","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00226","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00227","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00228","","","","","","","","","","","","","","","12","10","3","1","0","3","1","1","1","","5","8","7","0","0.05","0.02","0.05","0.07","3","","0.016666667","0.016666667","1","0.25","0","0","0.016666667","0.004166667","0.006666667","0.001666667","0","71.42857143","25","","0","0","0.138888889","0.555555556","0.055555556","0.222222222","","","0.194444444","0.777777778"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00229","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00230","","","","","","","","","","","","","","","12","12","5","0","0","0","","","","","","","6","0","0","1.16","0","1.16","0","","","","0","0","0","0","0","0","0.232","0.096666667","","0","41.66666667","","0","0","0","0","3.222222222","7.733333333","","","3.222222222","7.733333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00231","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00232","","","","1.6096363","2.02","1.04","16.02","48.37","1.66","3.28","3.44","65.27","12.84","33.11970229","12","12","7","5","3","10","1","1","1","3","3","3","1","0.36","0.34","7.55","0.7","8.25","13","0.12","0.034","0.053846154","1.857142857","1.083333333","0.428571429","0.25","0.1","0.058333333","1.078571429","0.629166667","23.07692308","8.484848485","58.33333333","0.231837916","1","1.714285714","1.944444444","3.333333333","20.97222222","35.95238095","0.643994211","1.103990076","22.91666667","39.28571429"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00233","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00234","","","","","","","","","","","","","","","12","4","3","0","0","0","","","","","","","7","0","0","0.08","0","0.08","0","","","","0","0","0","0","0","0","0.026666667","0.006666667","","0","25","","0","0","0","0","0.222222222","0.888888889","","","0.222222222","0.888888889"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00235","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00236","","","","0","1.61","1.07","18.68","49.02","2.53","4.33","5.06","70.92","7.08","38.10689514","12","11","9","3","5","6","1","1","1","4","4","7","1","0.96","0.28","5.1","1.24","6.34","11","0.192","0.046666667","0.112727273","1.222222222","0.916666667","0.555555556","0.416666667","0.137777778","0.103333333","0.566666667","0.425","45.45454545","19.55835962","75","0.4725255","2.666666667","3.555555556","3.444444444","4.592592593","14.16666667","18.88888889","1.312570833","1.750094444","17.61111111","23.48148148"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00237","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00238","","","","0","1.65","0.7","16.4","48.48","1.75","2.75","2.08","67.28","13.54","33.82838284","12","11","6","5","5","8","1","1","1","3","4","3","6","0.8","0.25","2.05","1.05","3.1","13","0.16","0.03125","0.080769231","2.166666667","1.083333333","0.833333333","0.416666667","0.175","0.0875","0.341666667","0.170833333","38.46153846","33.87096774","50","0.35519802","2.222222222","4.444444444","2.916666667","5.833333333","5.694444444","11.38888889","0.986661166","1.973322332","8.611111111","17.22222222"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00239","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00240","","","","14.7158775","2.11","1.05","13.97","48.76","4.95","7.24","4.04","56.8","11.44","28.65053322","12","10","3","2","3","5","1","1","1","2","3","5","6","0.52","0.12","5.25","0.64","5.89","8","0.173333333","0.024","0.08","2.666666667","0.666666667","1","0.25","0.213333333","0.053333333","1.75","0.4375","37.5","10.86587436","25","0.183363413","1.444444444","5.777777778","1.777777778","7.111111111","14.58333333","58.33333333","0.509342813","2.037371251","16.36111111","65.44444444"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00241","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00242","","","","1.4944859","1.77","0.93","17.01","48.51","1.54","2.8","3.16","67.15","11.9","35.06493506","12","9","6","5","6","3","1","1","1","3","2","2","5","0.95","0.15","7.18","1.1","8.28","9","0.158333333","0.05","0.122222222","1.5","0.75","1","0.5","0.183333333","0.091666667","1.196666667","0.598333333","66.66666667","13.28502415","50","0.385714286","2.638888889","5.277777778","3.055555556","6.111111111","19.94444444","39.88888889","1.071428571","2.142857143","23","46"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00243","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00244","","","","","","","","","","","","","","","12","12","9","","","","","","","","","","5","","","16.35","","","","","","","","","","","","","1.816666667","1.3625","","","75","","","","","","45.41666667","60.55555556","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00245","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00246","","","","","","","","","","","","","","","12","12","8","0","0","0","","","","","","","3","0","0","7","0","7","0","","","","0","0","0","0","0","0","0.875","0.583333333","","0","66.66666667","","0","0","0","0","19.44444444","29.16666667","","","19.44444444","29.16666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00247","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00248","","","","","","","","","","","","","","","12","5","6","2","0","2","1","1","1","","6","5","7","0","0.15","1.38","0.15","1.53","2","","0.075","0.075","0.333333333","0.166666667","0","0","0.025","0.0125","0.23","0.115","0","9.803921569","50","","0","0","0.416666667","0.833333333","3.833333333","7.666666667","","","4.25","8.5"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00249","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00250","","","","0","1.99","1.12","15.99","49.14","1.18","1.53","5.05","65.89","13.02","32.53968254","12","9","6","3","1","3","1","1","1","3","2","4","4","0.2","0.1","3.15","0.3","3.45","4","0.2","0.033333333","0.075","0.666666667","0.333333333","0.166666667","0.083333333","0.05","0.025","0.525","0.2625","25","8.695652174","50","0.097619048","0.555555556","1.111111111","0.833333333","1.666666667","8.75","17.5","0.271164021","0.542328042","9.583333333","19.16666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00251","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00252","","","","17.2132187","2.18","1.25","11.16","42.01","5.25","8.09","4.86","54.99","13.83","26.56510355","12","12","6","2","0","6","1","1","1","3","4","6","5","0","0.1","2.14","0.1","2.24","6","","0.016666667","0.016666667","1","0.5","0","0","0.016666667","0.008333333","0.356666667","0.178333333","0","4.464285714","50","0.026565104","0","0","0.277777778","0.555555556","5.944444444","11.88888889","0.073791954","0.147583909","6.222222222","12.44444444"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00253","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00254","","","","20.392601","2.12","1.08","12.89","48.82","5.69","7.66","3.63","56.91","7.61","26.40311348","12","11","6","3","1","4","1","1","1","3","2","7","7","0.15","0.2","1.54","0.35","1.89","5","0.15","0.05","0.07","0.833333333","0.416666667","0.166666667","0.083333333","0.058333333","0.029166667","0.256666667","0.128333333","20","18.51851852","50","0.092410897","0.416666667","0.833333333","0.972222222","1.944444444","4.277777778","8.555555556","0.256696937","0.513393873","5.25","10.5"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00255","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00256","","","","","","","","","","","","","","","12","8","4","2","2","3","1","1","1","","4","4","2","0.3","0.14","3.45","0.44","3.89","5","0.15","0.046666667","0.088","1.25","0.416666667","0.5","0.166666667","0.11","0.036666667","0.8625","0.2875","40","11.31105398","33.33333333","","0.833333333","2.5","1.222222222","3.666666667","9.583333333","28.75","","","10.80555556","32.41666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00257","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00258","","","","","","","","","","","","","","","12","12","5","1","1","0","","","","","","","3","0.16","0","3.05","0.16","3.21","1","0.16","","0.16","0.2","0.083333333","0.2","0.083333333","0.032","0.013333333","0.61","0.254166667","100","4.984423676","41.66666667","","0.444444444","1.066666667","0.444444444","1.066666667","8.472222222","20.33333333","","","8.916666667","21.4"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00259","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00260","","","","9.2663441","2.67","1.54","14","48.89","2.41","3.68","5.69","56.9","15.44","28.63571282","12","9","5","3","2","1","1","1","2","3","3","4","6","0.2","0.04","1.98","0.24","2.22","3","0.1","0.04","0.08","0.6","0.25","0.4","0.166666667","0.048","0.02","0.396","0.165","66.66666667","10.81081081","41.66666667","0.068725711","0.555555556","1.333333333","0.666666667","1.6","5.5","13.2","0.190904752","0.458171405","6.166666667","14.8"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00261","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00262","","","","","","","","","","","","","","","12","10","6","1","0","1","1","1","1","","2","3","3","0","","4.1","","","1","","","","0.166666667","0.083333333","0","0","","","0.683333333","0.341666667","0","","50","","0","0","","","11.38888889","22.77777778","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00263","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00264","","","","0","1.64","0.97","16.38","48.35","3.99","6.54","3.55","68.45","7.71","33.87797311","12","10","6","6","6","4","1","1","1","2","2","3","7","1.2","0.25","2.22","1.45","3.67","10","0.2","0.0625","0.145","1.666666667","0.833333333","1","0.5","0.241666667","0.120833333","0.37","0.185","60","39.50953678","50","0.49123061","3.333333333","6.666666667","4.027777778","8.055555556","6.166666667","12.33333333","1.364529473","2.729058945","10.19444444","20.38888889"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00265","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
