"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00047","","","","16.8819351","1.804027","1.053564","0.854066","1.7662849","3","1","10","10","10","9","19","9","7","5","1.984444","3","62.157856","28.15898754","1","3","19.2119503","8","1","1","4.76","0.86","1.46","5.62","7.08","28","0.250526316","0.095555556","0.200714286","2.8","2.8","1.9","1.9","0.562","0.562","0.146","0.146","67.85714286","79.37853107","100","1.5825351","15.86666667","15.86666667","18.73333333","18.73333333","4.866666667","4.866666667","5.275116999","5.275116999","23.6","23.6"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00048","","","","12.0962238","1.773585","0.808155","1.216146","2.4556301","1","1","10","10","9","8","18","8","7","5","2.2250099","3","63.5596809","30.58963197","3","5","18.8334599","8","1","1","6.88","0.64","1.98","7.52","9.5","26","0.382222222","0.08","0.289230769","2.888888889","2.6","2","1.8","0.835555556","0.752","0.22","0.198","69.23076923","79.15789474","90","2.300340324","22.93333333","25.48148148","25.06666667","27.85185185","6.6","7.333333333","7.66780108","8.519778978","31.66666667","35.18518519"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00049","","","","0","1.672505","0.846535","1.1077549","2.259336","3","1","10","10","10","10","23","18","4","4","2.0360761","5","68.8321304","33.70562425","3","3","16.4825497","9","1","2","6.74","0.92","2.5","7.66","10.16","41","0.293043478","0.051111111","0.186829268","4.1","4.1","2.3","2.3","0.766","0.766","0.25","0.25","56.09756098","75.39370079","100","2.581850818","22.46666667","22.46666667","25.53333333","25.53333333","8.333333333","8.333333333","8.606169392","8.606169392","33.86666667","33.86666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00005","","","","0","1.624241","0.783115","0.558761","1.332311","3","3","10","10","8","8","11","7","3","5","2.825253","5","72.6670303","40.01584786","3","1","13.5396709","7","1","1","4.64","0.38","2.06","5.02","7.08","18","0.421818182","0.054285714","0.278888889","2.25","1.8","1.375","1.1","0.6275","0.502","0.2575","0.206","61.11111111","70.9039548","80","2.008795563","15.46666667","19.33333333","16.73333333","20.91666667","6.866666667","8.583333333","6.695985209","8.369981511","23.6","29.5"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00050","","","","0","1.6527081","0.874471","0.188057","0.983157","1","1","10","10","3","3","6","19","2","6","2.344521","1","71.4111938","38.11313291","3","5","13.3713198","8","1","1","1.16","0.9","1.52","2.06","3.58","25","0.193333333","0.047368421","0.0824","8.333333333","2.5","2","0.6","0.686666667","0.206","0.506666667","0.152","24","57.54189944","30","0.785130538","3.866666667","12.88888889","6.866666667","22.88888889","5.066666667","16.88888889","2.617101793","8.723672644","11.93333333","39.77777778"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00051","","","","0","1.460604","0.739563","0.407866","0.877357","3","1","10","10","4","3","8","6","4","4","2.3344541","1","73.0568619","38.94","3","5","10.6303577","8","2","3","2.46","0.4","1.34","2.86","4.2","14","0.3075","0.066666667","0.204285714","3.5","1.4","2","0.8","0.715","0.286","0.335","0.134","57.14285714","68.0952381","40","1.113684","8.2","20.5","9.533333333","23.83333333","4.466666667","11.16666667","3.71228","9.2807","14","35"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00052","","","","0","1.767729","0.85324","0.310607","1.105754","3","1","10","10","8","6","14","15","4","5","2.4306581","3","70.3283997","34.54400319","1","5","12.4085875","7","1","3","2.3","0.76","2.3","3.06","5.36","29","0.164285714","0.050666667","0.105517241","3.625","2.9","1.75","1.4","0.3825","0.306","0.2875","0.23","48.27586207","57.08955224","80","1.057046498","7.666666667","9.583333333","10.2","12.75","7.666666667","9.583333333","3.523488325","4.404360407","17.86666667","22.33333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00006","","","","0","1.551213","0.796","0.614889","1.2856441","3","3","10","10","10","10","9","11","5","4","2.9543481","5","72.254303","42.10422033","3","3","11.8192587","6","1","3","1.6","0.44","0.88","2.04","2.92","20","0.177777778","0.04","0.102","2","2","0.9","0.9","0.204","0.204","0.088","0.088","45","69.8630137","100","0.858926095","5.333333333","5.333333333","6.8","6.8","2.933333333","2.933333333","2.863086982","2.863086982","9.733333333","9.733333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00007","","","","0","1.153873","0.670572","0.226727","0.891839","5","3","10","10","10","10","37","9","4","7","2.8443091","7","71.9116821","39.87018096","5","3","14.7091169","6","1","1","12.76","0.34","2.36","13.1","15.46","46","0.344864865","0.037777778","0.284782609","4.6","4.6","3.7","3.7","1.31","1.31","0.236","0.236","80.43478261","84.73479948","100","5.222993706","42.53333333","42.53333333","43.66666667","43.66666667","7.866666667","7.866666667","17.40997902","17.40997902","51.53333333","51.53333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00008","","","","0","1.744836","0.84726","0.527598","1.252025","3","1","10","10","10","10","13","18","5","5","2.709589","3","69.5677719","36.38344227","3","5","13.2930317","6","2","2","1.42","0.62","1.54","2.04","3.58","31","0.109230769","0.034444444","0.065806452","3.1","3.1","1.3","1.3","0.204","0.204","0.154","0.154","41.93548387","56.98324022","100","0.742222222","4.733333333","4.733333333","6.8","6.8","5.133333333","5.133333333","2.474074074","2.474074074","11.93333333","11.93333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00009","","","","17.8745384","2.106328","1.165099","1.465923","3.1022379","3","3","10","10","10","10","20","7","2","8","3.82811","7","67.0683212","34.66666667","3","3","14.9252548","7","1","1","7.44","0.38","2.38","7.82","10.2","27","0.372","0.054285714","0.28962963","2.7","2.7","2","2","0.782","0.782","0.238","0.238","74.07407407","76.66666667","100","2.710933334","24.8","24.8","26.06666667","26.06666667","7.933333333","7.933333333","9.036444445","9.036444445","34","34"
