"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00050","","","","2","20.59","50.4","0.967886","2.2800009","1","12","9","8","14","8","4","1","71.7109299","4","6","3","5","2.7","0.6","3.5","3.3","6.8","21","0.225","0.066666667","0.157142857","2.625","1.5","1.5","0.857142857","0.4125","0.235714286","0.4375","0.25","57.14285714","48.52941176","57.14285714","40.8531746","1.348154762","6.428571429","11.25","7.857142857","13.75","8.333333333","14.58333333","3.20989229","5.617311508","16.19047619","28.33333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00051","","","","1","17.1","50.85","2.9926729","5.641953","1","12","12","7","14","7","8","1","61.0185394","4","5","6","4","1.6","0.6","4.5","2.2","6.7","24","0.133333333","0.05","0.091666667","3.428571429","1.714285714","1.714285714","0.857142857","0.314285714","0.157142857","0.642857143","0.321428571","50","32.8358209","50","33.62831858","0.739823009","3.80952381","7.619047619","5.238095238","10.47619048","10.71428571","21.42857143","1.761483354","3.522966709","15.95238095","31.9047619"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00052","","","","1","22.18","50.25","3.844229","6.102067","3","4","15","8","14","8","6","1","62.7212334","4","4","1","5","0.5","0.7","6.5","1.2","7.7","19","0.125","0.046666667","0.063157895","2.375","1.357142857","0.5","0.285714286","0.15","0.085714286","0.8125","0.464285714","21.05263158","15.58441558","57.14285714","44.13930348","0.529671642","1.19047619","2.083333333","2.857142857","5","15.47619048","27.08333333","1.261122957","2.206965174","18.33333333","32.08333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00053","","","","1","21.62","50.13","0.388041","2.056879","1","8","11","8","14","8","5","1","74.4452133","5","6","3","5","1.5","0.6","11.5","2.1","13.6","19","0.1875","0.054545455","0.110526316","2.375","1.357142857","1","0.571428571","0.2625","0.15","1.4375","0.821428571","42.10526316","15.44117647","57.14285714","43.12786754","0.905685218","3.571428571","6.25","5","8.75","27.38095238","47.91666667","2.156393377","3.77368841","32.38095238","56.66666667"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00054","","","","1","21.58","50.82","0","1.126694","2","10","16","9","14","9","1","1","73.2357712","6","6","3","7","1.9","1.1","17","3","20","26","0.19","0.06875","0.115384615","2.888888889","1.857142857","1.111111111","0.714285714","0.333333333","0.214285714","1.888888889","1.214285714","38.46153846","15","64.28571429","42.46359701","1.27390791","4.523809524","7.037037037","7.142857143","11.11111111","40.47619048","62.96296296","3.033114072","4.718177445","47.61904762","74.07407407"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00055","","","","1","17.37","50.65","1.736918","3.3313961","1","14","21","10","14","10","7","2","61.7116776","6","4","3","5","2.1","1","4.5","3.1","7.6","35","0.15","0.047619048","0.088571429","3.5","2.5","1.4","1","0.31","0.221428571","0.45","0.321428571","40","40.78947368","71.42857143","34.29417572","1.063119447","5","7","7.380952381","10.33333333","10.71428571","15","2.531236779","3.543731491","18.0952381","25.33333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00056","","","","1","","","","","1","2","3","10","14","10","","1","","5","7","1","6","0.7","0.2","2.7","0.9","3.6","5","0.35","0.066666667","0.18","0.5","0.357142857","0.2","0.142857143","0.09","0.064285714","0.27","0.192857143","40","25","71.42857143","","","1.666666667","2.333333333","2.142857143","3","6.428571429","9","","","8.571428571","12"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00057","","","","1","15.69","50.88","2.9192441","4.808742","1","8","13","8","14","8","7","1","61.6085129","5","6","4","5","1.8","0.9","3.5","2.7","6.2","21","0.225","0.069230769","0.128571429","2.625","1.5","1","0.571428571","0.3375","0.192857143","0.4375","0.25","38.0952381","43.5483871","57.14285714","30.83726415","0.832606132","4.285714286","7.5","6.428571429","11.25","8.333333333","14.58333333","1.982395553","3.469192217","14.76190476","25.83333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00058","","","","1","","","","","2","7","10","9","14","9","","1","","5","6","3","5","1.2","0.5","8","1.7","9.7","17","0.171428571","0.05","0.1","1.888888889","1.214285714","0.777777778","0.5","0.188888889","0.121428571","0.888888889","0.571428571","41.17647059","17.5257732","64.28571429","","","2.857142857","4.444444444","4.047619048","6.296296296","19.04761905","29.62962963","","","23.0952381","35.92592593"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00059","","","","1","19.76","50.24","0.270947","1.525623","2","14","10","10","14","10","4","2","70.4808197","5","7","1","6","3.8","1","10.5","4.8","15.3","24","0.271428571","0.1","0.2","2.4","1.714285714","1.4","1","0.48","0.342857143","1.05","0.75","58.33333333","31.37254902","71.42857143","39.33121019","1.887898089","9.047619048","12.66666667","11.42857143","16","25","35","4.49499545","6.292993631","36.42857143","51"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00006","","","","1","14.4","50.61","4.5295858","7.8524928","3","8","13","10","14","9","8","2","52.2098465","4","4","3","5","0.9","1.3","3","2.2","5.2","21","0.1125","0.1","0.104761905","2.1","1.5","0.8","0.571428571","0.22","0.157142857","0.3","0.214285714","38.0952381","42.30769231","71.42857143","28.45287493","0.625963248","2.142857143","3","5.238095238","7.333333333","7.142857143","10","1.490388687","2.086544161","12.38095238","17.33333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00060","","","","1","13.71","50.18","2.849613","5.4238038","2","7","60","9","14","9","8","2","53.7445526","5","4","1","5","1.6","1.6","3.5","3.2","6.7","67","0.228571429","0.026666667","0.047761194","7.444444444","4.785714286","0.777777778","0.5","0.355555556","0.228571429","0.388888889","0.25","10.44776119","47.76119403","64.28571429","27.32164209","0.874292547","3.80952381","5.925925926","7.619047619","11.85185185","8.333333333","12.96296296","2.081648921","3.238120544","15.95238095","24.81481481"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00061","","","","1","15.57","50.34","0.314706","1.910061","1","11","12","8","14","8","6","1","71.5037231","4","5","5","5","1.7","0.6","7.5","2.3","9.8","23","0.154545455","0.05","0.1","2.875","1.642857143","1.375","0.785714286","0.2875","0.164285714","0.9375","0.535714286","47.82608696","23.46938776","57.14285714","30.92967819","0.711382598","4.047619048","7.083333333","5.476190476","9.583333333","17.85714286","31.25","1.693768091","2.96409416","23.33333333","40.83333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00062","","","","2","16.09","50.21","2.135731","3.6870999","2","16","12","10","14","10","7","3","60.3795242","4","8","3","5","5.1","1.8","14.5","6.9","21.4","28","0.31875","0.15","0.246428571","2.8","2","1.6","1.142857143","0.69","0.492857143","1.45","1.035714286","57.14285714","32.24299065","71.42857143","32.04540928","2.21113324","12.14285714","17","16.42857143","23","34.52380952","48.33333333","5.264602953","7.370444135","50.95238095","71.33333333"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00007","","","","2","19","50.35","0.773114","1.9939049","1","14","7","10","14","8","5","1","69.3064117","4","6","1","5","2.6","0.8","5.5","3.4","8.9","21","0.185714286","0.114285714","0.161904762","2.1","1.5","1.4","1","0.34","0.242857143","0.55","0.392857143","66.66666667","38.20224719","71.42857143","37.73584906","1.283018868","6.19047619","8.666666667","8.095238095","11.33333333","13.0952381","18.33333333","3.054806828","4.27672956","21.19047619","29.66666667"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00008","","","","1","20","50.29","0.817836","2.0525279","1","5","2","10","14","4","4","1","70.2178345","5","5","3","6","1","0.1","7.5","1.1","8.6","7","0.2","0.05","0.157142857","0.7","0.5","0.5","0.357142857","0.11","0.078571429","0.75","0.535714286","71.42857143","12.79069767","71.42857143","39.76933784","0.437462716","2.380952381","3.333333333","2.619047619","3.666666667","17.85714286","25","1.041577896","1.458209054","20.47619048","28.66666667"
"","","GHP2013DVG-PT01","","","","","","","","","GHP2013DVG-PT01-00009","","","","1","22.8","50.84","0.740811","2.5681419","1","4","3","9","14","4","6","1","70.3253098","3","3","1","5","0.6","0.3","8","0.9","8.9","7","0.15","0.1","0.128571429","0.777777778","0.5","0.444444444","0.285714286","0.1","0.064285714","0.888888889","0.571428571","57.14285714","10.11235955","64.28571429","44.8465775","0.403619197","1.428571429","2.222222222","2.142857143","3.333333333","19.04761905","29.62962963","0.960998089","1.494885917","21.19047619","32.96296296"
