"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Virus symptoms estimating 1-9|CO_331:0000193","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023 "
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00124","","","","30","23","11.84","46","12.13","0.71","154.56","42.25","3","","12.84","24.68","0.263695652","2","1.533333333","0.55826087","0.428","0.514782609","0.394666667","52.02593193","76.66666667","27.33566253","3.509899068","17.97037037","23.43961353","19.02222222","24.8115942","17.54074074","22.87922705","5.199850472","6.782413659","36.56296296","47.69082126","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00125","","","","30","29","16.67","61","9.87","1.02","151.79","36.26","4","1","10.89","27.56","0.161803279","2.103448276","2.033333333","0.375517241","0.363","0.574827586","0.555666667","39.5137881","96.66666667","23.88826668","2.601432242","14.62222222","15.12643678","16.13333333","16.68965517","24.6962963","25.54789272","3.853973692","3.986869336","40.82962963","42.23754789","5.49"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00126","","","","30","24","12.48","100","16.14","2.4","152.11","37.51","3","","18.54","31.02","0.1614","4.166666667","3.333333333","0.7725","0.618","0.52","0.416","59.76789168","80","24.65978568","4.571924265","23.91111111","29.88888889","27.46666667","34.33333333","18.48888889","23.11111111","6.773221134","8.466526417","45.95555556","57.44444444","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00127","","","","30","18","12.56","37","9.99","1.38","151.45","33.81","6","","11.37","23.93","0.27","2.055555556","1.233333333","0.631666667","0.379","0.697777778","0.418666667","47.51358128","60","22.32419941","2.538261472","14.8","24.66666667","16.84444444","28.07407407","18.60740741","31.01234568","3.760387367","6.267312278","35.45185185","59.08641975","4.41"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00128","","","","30","28","8.92","70","11.88","2.17","151.65","29.94","3","","14.05","22.97","0.169714286","2.5","2.333333333","0.501785714","0.468333333","0.318571429","0.297333333","61.16673923","93.33333333","19.74282888","2.773867458","17.6","18.85714286","20.81481481","22.3015873","13.21481481","14.15873016","4.109433271","4.402964219","34.02962963","36.46031746","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00129","","","","30","16","15.76","15","2.1","0.8","118.41","26.55","6","1","2.9","18.66","0.14","0.9375","0.5","0.18125","0.096666667","0.985","0.525333333","15.54126474","53.33333333","22.42209273","0.650240689","3.111111111","5.833333333","4.296296296","8.055555556","23.34814815","43.77777778","0.963319539","1.806224136","27.64444444","51.83333333","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00130","","","","30","21","22.42","100","14.11","1.08","153.47","35.51","3","","15.19","37.61","0.1411","4.761904762","3.333333333","0.723333333","0.506333333","1.067619048","0.747333333","40.38819463","70","23.13807259","3.514673226","20.9037037","29.86243386","22.5037037","32.14814815","33.21481481","47.44973545","5.206923298","7.438461854","55.71851852","79.5978836","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00131","","","","30","22","39.43","88","18.16","1.61","151.21","32.57","3","","19.77","59.2","0.206363636","4","2.933333333","0.898636364","0.659","1.792272727","1.314333333","33.39527027","73.33333333","21.53958072","4.258375107","26.9037037","36.68686869","29.28888889","39.93939394","58.41481481","79.65656566","6.308703863","8.602777995","87.7037037","119.5959596","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00132","","","","30","25","22.28","100","25.1","1.42","149.49","34.86","3","","26.52","48.8","0.251","4","3.333333333","1.0608","0.884","0.8912","0.742666667","54.3442623","83.33333333","23.31928557","6.184274533","37.18518519","44.62222222","39.28888889","47.14666667","33.00740741","39.60888889","9.161888198","10.99426584","72.2962963","86.75555556","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00133","","","","30","27","16.61","129","19.62","1.82","144.72","35.2","3","","21.44","38.05","0.152093023","4.777777778","4.3","0.794074074","0.714666667","0.615185185","0.553666667","56.34691196","90","24.32283029","5.214814815","29.06666667","32.2962963","31.76296296","35.29218107","24.60740741","27.34156379","7.725651578","8.584057308","56.37037037","62.63374486","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00134","","","","30","13","7.55","38","9.68","0.59","149.98","39.95","5","","10.27","17.82","0.254736842","2.923076923","1.266666667","0.79","0.342333333","0.580769231","0.251666667","57.6318743","43.33333333","26.63688492","2.735608081","14.34074074","33.09401709","15.21481481","35.11111111","11.18518519","25.81196581","4.052752713","9.35250626","26.4","60.92307692","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00135","","","","30","21","10.3","50","9.57","2.16","143.45","31.89","5","","11.73","22.03","0.1914","2.380952381","1.666666667","0.558571429","0.391","0.49047619","0.343333333","53.24557422","70","22.23074242","2.607666086","14.17777778","20.25396825","17.37777778","24.82539683","15.25925926","21.7989418","3.863209016","5.518870023","32.63703704","46.62433862","3.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00136","","","","30","26","20.3","109","20.45","2.19","142.42","34.54","4","","22.64","42.94","0.187614679","4.192307692","3.633333333","0.870769231","0.754666667","0.780769231","0.676666667","52.72473218","86.66666667","24.25221177","5.490700744","30.2962963","34.95726496","33.54074074","38.7008547","30.07407407","34.7008547","8.134371473","9.385813238","63.61481481","73.4017094","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00137","","","","30","19","16.05","63","20.56","0.35","104.77","21.11","4","","20.91","36.96","0.326349206","3.315789474","2.1","1.100526316","0.697","0.844736842","0.535","56.57467532","63.33333333","20.14889759","4.213134485","30.45925926","48.09356725","30.97777778","48.9122807","23.77777778","37.54385965","6.241680719","9.855285345","54.75555556","86.45614035","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00138","","","","30","23","26.8","61","15.19","1.18","149.05","39.54","5","","16.37","43.17","0.249016393","2.652173913","2.033333333","0.71173913","0.545666667","1.165217391","0.893333333","37.91985175","76.66666667","26.52801073","4.342635357","22.5037037","29.352657","24.25185185","31.63285024","39.7037037","51.78743961","6.433533863","8.391565908","63.95555556","83.42028986","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00139","","","","30","17","31.74","21","2.27","1.45","151.06","32.51","6","","3.72","35.46","0.108095238","1.235294118","0.7","0.218823529","0.124","1.867058824","1.058","10.49069374","56.66666667","21.52124983","0.800590494","3.362962963","5.934640523","5.511111111","9.725490196","47.02222222","82.98039216","1.186059991","2.093047043","52.53333333","92.70588235","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00140","","","","30","24","17.5","98","22.03","2.45","155.69","32.16","5","","24.48","41.98","0.224795918","4.083333333","3.266666667","1.02","0.816","0.729166667","0.583333333","58.31348261","80","20.65643265","5.056694714","32.63703704","40.7962963","36.26666667","45.33333333","25.92592593","32.40740741","7.491399576","9.36424947","62.19259259","77.74074074","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00141","","","","30","29","23.14","42","8.26","1.41","148.83","34.91","6","","9.67","32.81","0.196666667","1.448275862","1.4","0.333448276","0.322333333","0.797931034","0.771333333","29.47272173","96.66666667","23.45629241","2.268223476","12.23703704","12.65900383","14.32592593","14.81992337","34.28148148","35.46360153","3.360331076","3.476204562","48.60740741","50.2835249","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00142","","","","30","18","11.49","43","16.59","0.58","151.33","25.25","5","","17.17","28.66","0.385813953","2.388888889","1.433333333","0.953888889","0.572333333","0.638333333","0.383","59.90928123","60","16.68538955","2.864881385","24.57777778","40.96296296","25.43703704","42.39506173","17.02222222","28.37037037","4.244268719","7.073781198","42.45925926","70.7654321","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00143","","","","30","27","25.27","95","19.79","1.53","185.64","33.52","2","","21.32","46.59","0.208315789","3.518518519","3.166666667","0.78962963","0.710666667","0.935925926","0.842333333","45.7608929","90","18.05645335","3.849635854","29.31851852","32.57613169","31.58518519","35.09465021","37.43703704","41.59670782","5.703164229","6.336849143","69.02222222","76.69135802","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00144","","","","30","22","13.69","86","18.34","0.96","150.11","32.84","4","","19.3","32.99","0.213255814","3.909090909","2.866666667","0.877272727","0.643333333","0.622272727","0.456333333","58.50257654","73.33333333","21.87728999","4.222316968","27.17037037","37.05050505","28.59259259","38.98989899","20.28148148","27.65656566","6.255284396","8.529933268","48.87407407","66.64646465","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00145","","","","30","28","21.08","26","5.32","0.97","146.15","38.1","6","","6.29","27.37","0.204615385","0.928571429","0.866666667","0.224642857","0.209666667","0.752857143","0.702666667","22.98136646","93.33333333","26.06910708","1.639746835","7.881481481","8.444444444","9.318518519","9.984126984","31.22962963","33.46031746","2.429254571","2.602772755","40.54814815","43.44444444","0"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00146","","","","30","24","16.8","66","19.99","0.91","148.01","30.58","5","","20.9","37.7","0.302878788","2.75","2.2","0.870833333","0.696666667","0.7","0.56","55.43766578","80","20.66076616","4.318100128","29.61481481","37.01851852","30.96296296","38.7037037","24.88888889","31.11111111","6.397185375","7.996481719","55.85185185","69.81481481","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00147","","","","30","16","17.36","45","11.25","1.96","149.52","27.7","5","","13.21","30.57","0.25","2.8125","1.5","0.825625","0.440333333","1.085","0.578666667","43.21229964","53.33333333","18.52594971","2.447277956","16.66666667","31.25","19.57037037","36.69444444","25.71851852","48.22222222","3.625596972","6.797994323","45.28888889","84.91666667","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00148","","","","30","20","21.02","70","18.04","2.41","150.13","32.28","2","","20.45","41.47","0.257714286","3.5","2.333333333","1.0225","0.681666667","1.051","0.700666667","49.31275621","66.66666667","21.50136548","4.397029241","26.72592593","40.08888889","30.2962963","45.44444444","31.14074074","46.71111111","6.514117395","9.771176092","61.43703704","92.15555556","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00149","","","","30","19","13.12","43","7.88","2.19","148.93","34.5","6","1","10.07","23.19","0.183255814","2.263157895","1.433333333","0.53","0.335666667","0.690526316","0.437333333","43.42388961","63.33333333","23.16524542","2.332740214","11.67407407","18.43274854","14.91851852","23.55555556","19.43703704","30.69005848","3.455911427","5.456702254","34.35555556","54.24561404","4.41"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00150","","","","30","12","9.04","32","10.44","0.4","147.88","29.35","5","","10.84","19.88","0.32625","2.666666667","1.066666667","0.903333333","0.361333333","0.753333333","0.301333333","54.52716298","40","19.84717338","2.151433595","15.46666667","38.66666667","16.05925926","40.14814815","13.39259259","33.48148148","3.187309029","7.968272573","29.45185185","73.62962963","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00151","","","","30","19","14.42","48","12.94","1.18","150.7","30.79","5","","14.12","28.54","0.269583333","2.526315789","1.6","0.743157895","0.470666667","0.758947368","0.480666667","49.47442186","63.33333333","20.4313205","2.884902455","19.17037037","30.26900585","20.91851852","33.02923977","21.36296296","33.73099415","4.273929563","6.748309837","42.28148148","66.76023392","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00152","","","","30","25","12.25","53","13","1.97","143.17","31.73","3","","14.97","27.22","0.245283019","2.12","1.766666667","0.5988","0.499","0.49","0.408333333","54.99632623","83.33333333","22.1624642","3.317720891","19.25925926","23.11111111","22.17777778","26.61333333","18.14814815","21.77777778","4.915142061","5.898170473","40.32592593","48.39111111","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00153","","","","30","22","12.28","82","19.86","0.61","150.61","32.13","2","1","20.47","32.75","0.242195122","3.727272727","2.733333333","0.930454545","0.682333333","0.558181818","0.409333333","62.50381679","73.33333333","21.3332448","4.366915211","29.42222222","40.12121212","30.32592593","41.35353535","18.19259259","24.80808081","6.469504017","8.822050932","48.51851852","66.16161616","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00154","","","","30","26","19.52","97","14.83","4.88","150.49","30.92","5","","19.71","39.23","0.152886598","3.730769231","3.233333333","0.758076923","0.657","0.750769231","0.650666667","50.24216161","86.66666667","20.5462157","4.049659114","21.97037037","25.35042735","29.2","33.69230769","28.91851852","33.36752137","5.999494983","6.922494211","58.11851852","67.05982906","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00155","","","","30","24","24.07","93","21.64","0.72","154.72","39.39","2","","22.36","46.43","0.232688172","3.875","3.1","0.931666667","0.745333333","1.002916667","0.802333333","48.1585182","80","25.45889349","5.692608583","32.05925926","40.07407407","33.12592593","41.40740741","35.65925926","44.57407407","8.433494197","10.54186775","68.78518519","85.98148148","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00156","","","","30","24","20.21","55","6.17","3.4","153.38","35.96","6","1","9.57","29.78","0.112181818","2.291666667","1.833333333","0.39875","0.319","0.842083333","0.673666667","32.13566152","80","23.44503847","2.243690181","9.140740741","11.42592593","14.17777778","17.72222222","29.94074074","37.42592593","3.323985454","4.154981817","44.11851852","55.14814815",""
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00157","","","","30","21","14.55","77","16.96","0.68","151.95","38.58","2","","17.64","32.19","0.22025974","3.666666667","2.566666667","0.84","0.588","0.692857143","0.485","54.79962721","70","25.3899309","4.47878381","25.12592593","35.89417989","26.13333333","37.33333333","21.55555556","30.79365079","6.635235275","9.478907535","47.68888889","68.12698413","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00158","","","","30","23","5.37","40","6.26","1.29","154.29","52.21","5","","7.55","12.92","0.1565","1.739130435","1.333333333","0.32826087","0.251666667","0.233478261","0.179","58.43653251","76.66666667","33.83887485","2.554835051","9.274074074","12.09661836","11.18518519","14.58937198","7.955555556","10.37681159","3.784940816","4.936879325","19.14074074","24.96618357","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00159","","","","30","21","13.87","62","12.69","1.79","152.25","36.34","4","","14.48","28.35","0.204677419","2.952380952","2.066666667","0.68952381","0.482666667","0.66047619","0.462333333","51.07583774","70","23.86863711","3.456178654","18.8","26.85714286","21.45185185","30.64550265","20.54814815","29.35449735","5.120264672","7.314663817","42","60","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00160","","","","30","22","10.71","60","14.87","0.91","152.87","34.36","4","","15.78","26.49","0.247833333","2.727272727","2","0.717272727","0.526","0.486818182","0.357","59.56964892","73.33333333","22.47661412","3.546809708","22.02962963","30.04040404","23.37777778","31.87878788","15.86666667","21.63636364","5.2545329","7.165272137","39.24444444","53.51515152","1.32"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00161","","","","30","27","11.26","49","9.37","0.53","145.91","32.05","3","","9.9","21.16","0.19122449","1.814814815","1.633333333","0.366666667","0.33","0.417037037","0.375333333","46.78638941","90","21.96559523","2.174593928","13.88148148","15.42386831","14.66666667","16.2962963","16.68148148","18.53497942","3.221620634","3.579578482","31.34814815","34.83127572","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00162","","","","30","9","3.39","1","0.26","0.28","102.07","18.54","6","3","0.54","3.93","0.26","0.111111111","0.033333333","0.06","0.018","0.376666667","0.113","13.74045802","30","18.16400509","0.098085628","0.385185185","1.283950617","0.8","2.666666667","5.022222222","16.74074074","0.145312041","0.484373469","5.822222222","19.40740741","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00163","","","","30","15","14.86","43","23.88","0.74","151.92","28.74","5","","24.62","39.48","0.555348837","2.866666667","1.433333333","1.641333333","0.820666667","0.990666667","0.495333333","62.36068896","50","18.9178515","4.657575039","35.37777778","70.75555556","36.47407407","72.94814815","22.01481481","44.02962963","6.90011117","13.80022234","58.48888889","116.9777778","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00164","","","","30","23","17.84","56","11.43","3.29","151.84","34.92","6","","14.72","32.56","0.204107143","2.434782609","1.866666667","0.64","0.490666667","0.775652174","0.594666667","45.20884521","76.66666667","22.99789252","3.385289779","16.93333333","22.08695652","21.80740741","28.44444444","26.42962963","34.47342995","5.015244117","6.541622761","48.23703704","62.9178744","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00165","","","","30","22","34.2","76","17.54","1.8","150.27","30.13","6","","19.34","53.54","0.230789474","3.454545455","2.533333333","0.879090909","0.644666667","1.554545455","1.14","36.12252521","73.33333333","20.05057563","3.877781327","25.98518519","35.43434343","28.65185185","39.07070707","50.66666667","69.09090909","5.744861225","7.833901671","79.31851852","108.1616162","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00166","","","","30","14","14.98","48","17.58","1.01","151.19","39.88","5","","18.59","33.57","0.36625","3.428571429","1.6","1.327857143","0.619666667","1.07","0.499333333","55.37682455","46.66666667","26.37740591","4.903559759","26.04444444","55.80952381","27.54074074","59.01587302","22.19259259","47.55555556","7.264532977","15.56685638","49.73333333","106.5714286","1.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00167","","","","30","29","28.42","134","24.89","4.18","146.17","24.57","3","","29.07","57.49","0.185746269","4.620689655","4.466666667","1.002413793","0.969","0.98","0.947333333","50.56531571","96.66666667","16.80919477","4.886432921","36.87407407","38.14559387","43.06666667","44.55172414","42.1037037","43.55555556","7.239159882","7.488786085","85.17037037","88.10727969","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00168","","","","30","25","28.92","97","14.35","2.7","147.2","33.46","4","","17.05","45.97","0.147938144","3.88","3.233333333","0.682","0.568333333","1.1568","0.964","37.08940613","83.33333333","22.73097826","3.875631793","21.25925926","25.51111111","25.25925926","30.31111111","42.84444444","51.41333333","5.741676731","6.890012077","68.1037037","81.72444444","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00169","","","","30","19","20.86","76","13.79","3.5","154.89","32.18","6","","17.29","38.15","0.181447368","4","2.533333333","0.91","0.576333333","1.097894737","0.695333333","45.32110092","63.33333333","20.77603461","3.592176383","20.42962963","32.25730994","25.61481481","40.44444444","30.9037037","48.79532164","5.32174279","8.402751774","56.51851852","89.23976608","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00170","","","","30","23","19.88","76","16.91","1.69","153.08","37.27","1","","18.6","38.48","0.2225","3.304347826","2.533333333","0.808695652","0.62","0.864347826","0.662666667","48.33679834","76.66666667","24.3467468","4.528494905","25.05185185","32.6763285","27.55555556","35.94202899","29.45185185","38.41545894","6.70888134","8.750714792","57.00740741","74.35748792","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00171","","","","30","21","26.32","83","20.15","2.32","151.84","41.91","3","","22.47","48.79","0.242771084","3.952380952","2.766666667","1.07","0.749","1.253333333","0.877333333","46.05451937","70","27.60142255","6.202039647","29.85185185","42.64550265","33.28888889","47.55555556","38.99259259","55.7037037","9.188206884","13.12600983","72.28148148","103.2592593","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00172","","","","30","27","35.88","56","5.3","3.5","149.26","39.03","6","","8.8","44.68","0.094642857","2.074074074","1.866666667","0.325925926","0.293333333","1.328888889","1.196","19.69561325","90","26.14900174","2.301112153","7.851851852","8.724279835","13.03703704","14.48559671","53.15555556","59.0617284","3.409055042","3.787838935","66.19259259","73.5473251","5.46"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00173","","","","30","22","14.43","89","17.69","1.57","153.62","30.73","6","","19.26","33.69","0.198764045","4.045454545","2.966666667","0.875454545","0.642","0.655909091","0.481","57.1682992","73.33333333","20.00390574","3.852752246","26.20740741","35.73737374","28.53333333","38.90909091","21.37777778","29.15151515","5.707781105","7.78333787","49.91111111","68.06060606","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00174","","","","30","23","29.39","69","15.42","1.36","149.88","38.13","5","","16.78","46.17","0.223478261","3","2.3","0.729565217","0.559333333","1.277826087","0.979666667","36.34394629","76.66666667","25.44035228","4.268891113","22.84444444","29.79710145","24.85925926","32.42512077","43.54074074","56.79227053","6.32428313","8.249064952","68.4","89.2173913","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00175","","","","30","25","27.32","92","22.39","1.42","151.99","36.51","4","","23.81","51.13","0.243369565","3.68","3.066666667","0.9524","0.793666667","1.0928","0.910666667","46.56757285","83.33333333","24.02131719","5.719475623","33.17037037","39.80444444","35.27407407","42.32888889","40.47407407","48.56888889","8.47329722","10.16795666","75.74814815","90.89777778","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00176","","","","30","18","15.11","31","6.4","0.76","153.19","36.64","5","","7.16","22.27","0.206451613","1.722222222","1.033333333","0.397777778","0.238666667","0.839444444","0.503666667","32.15087562","60","23.91801031","1.712529538","9.481481481","15.80246914","10.60740741","17.67901235","22.38518519","37.30864198","2.537080798","4.228467996","32.99259259","54.98765432","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00177","","","","30","23","11.14","54","12.7","1.35","133.8","30.02","6","","14.05","25.19","0.235185185","2.347826087","1.8","0.610869565","0.468333333","0.484347826","0.371333333","55.77610163","76.66666667","22.43647235","3.152324365","18.81481481","24.5410628","20.81481481","27.14975845","16.5037037","21.52657005","4.67011017","6.091448048","37.31851852","48.6763285","4.41"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00178","","","","30","30","32.01","76","16.92","2","149.6","35.47","3","","18.92","50.93","0.222631579","2.533333333","2.533333333","0.630666667","0.630666667","1.067","1.067","37.14902808","100","23.70989305","4.485911765","25.06666667","25.06666667","28.02962963","28.02962963","47.42222222","47.42222222","6.645795207","6.645795207","75.45185185","75.45185185","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00179","","","","30","28","13.51","66","12.43","1.85","151.15","41.67","3","","14.28","27.79","0.188333333","2.357142857","2.2","0.51","0.476","0.4825","0.450333333","51.38539043","93.33333333","27.56864042","3.936801852","18.41481481","19.73015873","21.15555556","22.66666667","20.01481481","21.44444444","5.832299041","6.248891829","41.17037037","44.11111111","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00180","","","","30","21","18.26","58","11.77","0.82","151.44","33.63","3","","12.59","30.85","0.202931034","2.761904762","1.933333333","0.59952381","0.419666667","0.86952381","0.608666667","40.81037277","70","22.20681458","2.795837956","17.43703704","24.91005291","18.65185185","26.64550265","27.05185185","38.64550265","4.141982156","5.917117366","45.7037037","65.29100529",""
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00181","","","","30","23","23.8","62","18.26","0.43","153.33","38.5","3","","18.69","42.49","0.294516129","2.695652174","2.066666667","0.812608696","0.623","1.034782609","0.793333333","43.98682043","76.66666667","25.10924151","4.692917237","27.05185185","35.28502415","27.68888889","36.11594203","35.25925926","45.99033816","6.952469981","9.068439106","62.94814815","82.10628019","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00182","","","","30","29","20.23","96","17.41","2.16","155.25","33.67","4","1","19.57","39.8","0.181354167","3.310344828","3.2","0.674827586","0.652333333","0.697586207","0.674333333","49.17085427","96.66666667","21.68760064","4.244263446","25.79259259","26.68199234","28.99259259","29.99233716","29.97037037","31.00383142","6.287797698","6.504618308","58.96296296","60.99616858","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00183","","","","30","24","28.26","107","25.29","1.04","153.81","32.92","2","","26.33","54.59","0.23635514","4.458333333","3.566666667","1.097083333","0.877666667","1.1775","0.942","48.23227697","80","21.40302971","5.635417723","37.46666667","46.83333333","39.00740741","48.75925926","41.86666667","52.33333333","8.348766997","10.43595875","80.87407407","101.0925926","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00184","","","","30","23","20.16","77","25.85","0.73","147.31","32.68","2","","26.58","46.74","0.335714286","3.347826087","2.566666667","1.155652174","0.886","0.876521739","0.672","56.8677792","76.66666667","22.18450886","5.896642455","38.2962963","49.95169082","39.37777778","51.36231884","29.86666667","38.95652174","8.7357666","11.39447817","69.24444444","90.31884058","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00185","","","","30","20","21.31","48","6.37","1.21","151.03","38.31","6","","7.58","28.89","0.132708333","2.4","1.6","0.379","0.252666667","1.0655","0.710333333","26.23745241","66.66666667","25.36582136","1.922729259","9.437037037","14.15555556","11.22962963","16.84444444","31.57037037","47.35555556","2.848487791","4.272731687","42.8","64.2","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00186","","","","30","24","27.12","88","21.2","1.29","148.64","35.43","3","","22.49","49.61","0.240909091","3.666666667","2.933333333","0.937083333","0.749666667","1.13","0.904","45.3336021","80","23.8361141","5.360742061","31.40740741","39.25925926","33.31851852","41.64814815","40.17777778","50.22222222","7.941840091","9.927300114","73.4962963","91.87037037",""
