"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00071","","","","3","1","9.14","4","1.19","0.38","6","27.7","1.57","10.71","0.2975","4","1.333333333","1.57","0.523333333","9.14","3.046666667","14.65919701","33.33333333","0.43489","17.62962963","52.88888889","23.25925926","69.77777778","135.4074074","406.2222222","6.442814815","19.32844444","158.6666667","476","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00072","","","","3","1","9.49","4","1.52","0.03","6","26.7","1.55","11.04","0.38","4","1.333333333","1.55","0.516666667","9.49","3.163333333","14.03985507","33.33333333","0.41385","22.51851852","67.55555556","22.96296296","68.88888889","140.5925926","421.7777778","6.131111111","18.39333333","163.5555556","490.6666667","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00073","","","","3","2","11.58","17","4.66","0.38","6","27.4","5.04","16.62","0.274117647","8.5","5.666666667","2.52","1.68","5.79","3.86","30.32490975","66.66666667","1.38096","69.03703704","103.5555556","74.66666667","112","171.5555556","257.3333333","20.45866667","30.688","246.2222222","369.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00074","","","","3","1","6.85","2","0.79","0.18","6","","0.97","7.82","0.395","2","0.666666667","0.97","0.323333333","6.85","2.283333333","12.40409207","33.33333333","","11.7037037","35.11111111","14.37037037","43.11111111","101.4814815","304.4444444","","","115.8518519","347.5555556","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00075","","","","3","1","0.94","1","0.66","0.86","5","23.5","1.52","2.46","0.66","1","0.333333333","1.52","0.506666667","0.94","0.313333333","61.78861789","33.33333333","0.3572","9.777777778","29.33333333","22.51851852","67.55555556","13.92592593","41.77777778","5.291851852","15.87555556","36.44444444","109.3333333","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00076","","","","3","1","11.68","1","0.17","0.1","7","28.2","0.27","11.95","0.17","1","0.333333333","0.27","0.09","11.68","3.893333333","2.259414226","33.33333333","0.07614","2.518518519","7.555555556","4","12","173.037037","519.1111111","1.128","3.384","177.037037","531.1111111","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00077","","","","3","2","9.02","12","2.99","1.09","5","","4.08","13.1","0.249166667","6","4","2.04","1.36","4.51","3.006666667","31.14503817","66.66666667","","44.2962963","66.44444444","60.44444444","90.66666667","133.6296296","200.4444444","","","194.0740741","291.1111111","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00078","","","","3","1","2.2","6","1.81","0.21","6","25.8","2.02","4.22","0.301666667","6","2","2.02","0.673333333","2.2","0.733333333","47.86729858","33.33333333","0.52116","26.81481481","80.44444444","29.92592593","89.77777778","32.59259259","97.77777778","7.720888889","23.16266667","62.51851852","187.5555556","14.37"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00079","","","","3","3","2.46","6","2.11","0.65","5","22.3","2.76","5.22","0.351666667","2","2","0.92","0.92","0.82","0.82","52.87356322","100","0.61548","31.25925926","31.25925926","40.88888889","40.88888889","36.44444444","36.44444444","9.118222222","9.118222222","77.33333333","77.33333333","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00080","","","","3","3","7.1","14","3","1.24","6","25.6","4.24","11.34","0.214285714","4.666666667","4.666666667","1.413333333","1.413333333","2.366666667","2.366666667","37.38977072","100","1.08544","44.44444444","44.44444444","62.81481481","62.81481481","105.1851852","105.1851852","16.08059259","16.08059259","168","168","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00081","","","","3","3","7.13","14","4.64","0.2","5","29.2","4.84","11.97","0.331428571","4.666666667","4.666666667","1.613333333","1.613333333","2.376666667","2.376666667","40.43441938","100","1.41328","68.74074074","68.74074074","71.7037037","71.7037037","105.6296296","105.6296296","20.93748148","20.93748148","177.3333333","177.3333333","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00082","","","","3","2","7.41","8","4.82","0.05","6","28.3","4.87","12.28","0.6025","4","2.666666667","2.435","1.623333333","3.705","2.47","39.65798046","66.66666667","1.37821","71.40740741","107.1111111","72.14814815","108.2222222","109.7777778","164.6666667","20.41792593","30.62688889","181.9259259","272.8888889","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00083","","","","3","3","15.4","7","1.29","0.7","6","36.8","1.99","17.39","0.184285714","2.333333333","2.333333333","0.663333333","0.663333333","5.133333333","5.133333333","11.44335825","100","0.73232","19.11111111","19.11111111","29.48148148","29.48148148","228.1481481","228.1481481","10.84918519","10.84918519","257.6296296","257.6296296","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00084","","","","3","2","7.41","6","2.38","0.07","6","32.2","2.45","9.86","0.396666667","3","2","1.225","0.816666667","3.705","2.47","24.84787018","66.66666667","0.7889","35.25925926","52.88888889","36.2962963","54.44444444","109.7777778","164.6666667","11.68740741","17.53111111","146.0740741","219.1111111","0.15"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00085","","","","3","1","6.1","","","","7","","","","","","","","","6.1","2.033333333","","33.33333333","","","","","","90.37037037","271.1111111","","","","","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00086","","","","3","1","2.1","1","0.23","0.11","6","37.2","0.34","2.44","0.23","1","0.333333333","0.34","0.113333333","2.1","0.7","13.93442623","33.33333333","0.12648","3.407407407","10.22222222","5.037037037","15.11111111","31.11111111","93.33333333","1.873777778","5.621333333","36.14814815","108.4444444","4.41"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00087","","","","3","3","3.7","6","1.83","0","6","31.4","1.83","5.53","0.305","2","2","0.61","0.61","1.233333333","1.233333333","33.09222423","100","0.57462","27.11111111","27.11111111","27.11111111","27.11111111","54.81481481","54.81481481","8.512888889","8.512888889","81.92592593","81.92592593","0.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00088","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00089","","","","3","1","4.75","1","0.89","0.02","6","24.8","0.91","5.66","0.89","1","0.333333333","0.91","0.303333333","4.75","1.583333333","16.07773852","33.33333333","0.22568","13.18518519","39.55555556","13.48148148","40.44444444","70.37037037","211.1111111","3.343407407","10.03022222","83.85185185","251.5555556","0.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00090","","","","3","1","1.52","0","0","0.11","7","","0.11","1.63","","0","0","0.11","0.036666667","1.52","0.506666667","6.748466258","33.33333333","","0","0","1.62962963","4.888888889","22.51851852","67.55555556","","","24.14814815","72.44444444","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00091","","","","3","1","7.13","0","0","0.17","7","","0.17","7.3","","0","0","0.17","0.056666667","7.13","2.376666667","2.328767123","33.33333333","","0","0","2.518518519","7.555555556","105.6296296","316.8888889","","","108.1481481","324.4444444","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00092","","","","3","2","11.91","2","0.33","0","5","26.9","0.33","12.24","0.165","1","0.666666667","0.165","0.11","5.955","3.97","2.696078431","66.66666667","0.08877","4.888888889","7.333333333","4.888888889","7.333333333","176.4444444","264.6666667","1.315111111","1.972666667","181.3333333","272","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00093","","","","3","2","16.23","6","1.06","0.41","5","27.8","1.47","17.7","0.176666667","3","2","0.735","0.49","8.115","5.41","8.305084746","66.66666667","0.40866","15.7037037","23.55555556","21.77777778","32.66666667","240.4444444","360.6666667","6.054222222","9.081333333","262.2222222","393.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00094","","","","3","2","10.03","9","2.48","0.12","5","26.7","2.6","12.63","0.275555556","4.5","3","1.3","0.866666667","5.015","3.343333333","20.58590657","66.66666667","0.6942","36.74074074","55.11111111","38.51851852","57.77777778","148.5925926","222.8888889","10.28444444","15.42666667","187.1111111","280.6666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00095","","","","3","2","2.55","1","0.12","0.19","6","","0.31","2.86","0.12","0.5","0.333333333","0.155","0.103333333","1.275","0.85","10.83916084","66.66666667","","1.777777778","2.666666667","4.592592593","6.888888889","37.77777778","56.66666667","","","42.37037037","63.55555556","4.41"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00096","","","","3","2","6.3","4","1.76","0.17","5","33.1","1.93","8.23","0.44","2","1.333333333","0.965","0.643333333","3.15","2.1","23.45078979","66.66666667","0.63883","26.07407407","39.11111111","28.59259259","42.88888889","93.33333333","140","9.464148148","14.19622222","121.9259259","182.8888889","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00097","","","","3","1","5.73","4","1.12","0.37","6","23.9","1.49","7.22","0.28","4","1.333333333","1.49","0.496666667","5.73","1.91","20.63711911","33.33333333","0.35611","16.59259259","49.77777778","22.07407407","66.22222222","84.88888889","254.6666667","5.275703704","15.82711111","106.962963","320.8888889","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00098","","","","3","1","3.99","0","0","0.24","5","","0.24","4.23","","0","0","0.24","0.08","3.99","1.33","5.673758865","33.33333333","","0","0","3.555555556","10.66666667","59.11111111","177.3333333","","","62.66666667","188","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00099","","","","3","2","6.49","3","1.39","0.14","6","28.8","1.53","8.02","0.463333333","1.5","1","0.765","0.51","3.245","2.163333333","19.07730673","66.66666667","0.44064","20.59259259","30.88888889","22.66666667","34","96.14814815","144.2222222","6.528","9.792","118.8148148","178.2222222","1.74"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00100","","","","3","1","1.1","1","0.15","0","6","","0.15","1.25","0.15","1","0.333333333","0.15","0.05","1.1","0.366666667","12","33.33333333","","2.222222222","6.666666667","2.222222222","6.666666667","16.2962963","48.88888889","","","18.51851852","55.55555556","6.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00101","","","","3","1","6.92","","","","7","","","","","","","","","6.92","2.306666667","","33.33333333","","","","","","102.5185185","307.5555556","","","","","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00102","","","","3","1","5.5","1","0.68","0.02","6","25.4","0.7","6.2","0.68","1","0.333333333","0.7","0.233333333","5.5","1.833333333","11.29032258","33.33333333","0.1778","10.07407407","30.22222222","10.37037037","31.11111111","81.48148148","244.4444444","2.634074074","7.902222222","91.85185185","275.5555556","7.23"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00103","","","","3","1","1.98","1","0.16","0.19","6","30.9","0.35","2.33","0.16","1","0.333333333","0.35","0.116666667","1.98","0.66","15.02145923","33.33333333","0.10815","2.37037037","7.111111111","5.185185185","15.55555556","29.33333333","88","1.602222222","4.806666667","34.51851852","103.5555556","6.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00104","","","","3","2","4.68","1","0.25","0.4","6","31.8","0.65","5.33","0.25","0.5","0.333333333","0.325","0.216666667","2.34","1.56","12.19512195","66.66666667","0.2067","3.703703704","5.555555556","9.62962963","14.44444444","69.33333333","104","3.062222222","4.593333333","78.96296296","118.4444444","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00105","","","","3","1","3.27","4","2.54","0.04","6","30.8","2.58","5.85","0.635","4","1.333333333","2.58","0.86","3.27","1.09","44.1025641","33.33333333","0.79464","37.62962963","112.8888889","38.22222222","114.6666667","48.44444444","145.3333333","11.77244444","35.31733333","86.66666667","260","0.15"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00106","","","","3","2","1.4","0","0","0.3","7","","0.3","1.7","","0","0","0.15","0.1","0.7","0.466666667","17.64705882","66.66666667","","0","0","4.444444444","6.666666667","20.74074074","31.11111111","","","25.18518519","37.77777778","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00107","","","","3","1","6.54","2","0.61","0.37","6","30.3","0.98","7.52","0.305","2","0.666666667","0.98","0.326666667","6.54","2.18","13.03191489","33.33333333","0.29694","9.037037037","27.11111111","14.51851852","43.55555556","96.88888889","290.6666667","4.399111111","13.19733333","111.4074074","334.2222222","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00108","","","","3","3","5.17","4","0.65","0.17","6","27.7","0.82","5.99","0.1625","1.333333333","1.333333333","0.273333333","0.273333333","1.723333333","1.723333333","13.68948247","100","0.22714","9.62962963","9.62962963","12.14814815","12.14814815","76.59259259","76.59259259","3.365037037","3.365037037","88.74074074","88.74074074","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00109","","","","3","1","2.39","3","0.45","0.18","6","","0.63","3.02","0.15","3","1","0.63","0.21","2.39","0.796666667","20.86092715","33.33333333","","6.666666667","20","9.333333333","28","35.40740741","106.2222222","","","44.74074074","134.2222222","7.23"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00110","","","","3","1","5.52","6","3.07","0.15","6","26.2","3.22","8.74","0.511666667","6","2","3.22","1.073333333","5.52","1.84","36.84210526","33.33333333","0.84364","45.48148148","136.4444444","47.7037037","143.1111111","81.77777778","245.3333333","12.49837037","37.49511111","129.4814815","388.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00111","","","","3","3","6.64","6","2.39","0.33","5","20.1","2.72","9.36","0.398333333","2","2","0.906666667","0.906666667","2.213333333","2.213333333","29.05982906","100","0.54672","35.40740741","35.40740741","40.2962963","40.2962963","98.37037037","98.37037037","8.099555556","8.099555556","138.6666667","138.6666667","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00112","","","","3","1","5.54","4","1.94","0.08","5","20.5","2.02","7.56","0.485","4","1.333333333","2.02","0.673333333","5.54","1.846666667","26.71957672","33.33333333","0.4141","28.74074074","86.22222222","29.92592593","89.77777778","82.07407407","246.2222222","6.134814815","18.40444444","112","336","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00113","","","","3","2","","15","5.22","0.15","5","22.4","5.37","","0.348","7.5","5","2.685","1.79","","","","66.66666667","1.20288","77.33333333","116","79.55555556","119.3333333","","","17.82044444","26.73066667","","","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00114","","","","3","1","2.9","2","0.34","0","6","27.5","0.34","3.24","0.17","2","0.666666667","0.34","0.113333333","2.9","0.966666667","10.49382716","33.33333333","0.0935","5.037037037","15.11111111","5.037037037","15.11111111","42.96296296","128.8888889","1.385185185","4.155555556","48","144","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00115","","","","3","3","7.24","8","4.06","0.33","6","21.5","4.39","11.63","0.5075","2.666666667","2.666666667","1.463333333","1.463333333","2.413333333","2.413333333","37.7472055","100","0.94385","60.14814815","60.14814815","65.03703704","65.03703704","107.2592593","107.2592593","13.98296296","13.98296296","172.2962963","172.2962963","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00116","","","","3","1","6.56","0","0","0.25","7","","0.25","6.81","","0","0","0.25","0.083333333","6.56","2.186666667","3.671071953","33.33333333","","0","0","3.703703704","11.11111111","97.18518519","291.5555556","","","100.8888889","302.6666667","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00117","","","","3","2","15.42","8","2.58","0.18","6","23.9","2.76","18.18","0.3225","4","2.666666667","1.38","0.92","7.71","5.14","15.18151815","66.66666667","0.65964","38.22222222","57.33333333","40.88888889","61.33333333","228.4444444","342.6666667","9.772444444","14.65866667","269.3333333","404","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00118","","","","3","3","7.63","15","6.76","0.29","5","26.1","7.05","14.68","0.450666667","5","5","2.35","2.35","2.543333333","2.543333333","48.02452316","100","1.84005","100.1481481","100.1481481","104.4444444","104.4444444","113.037037","113.037037","27.26","27.26","217.4814815","217.4814815","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00119","","","","3","2","11.18","6","2.01","0.33","6","28.5","2.34","13.52","0.335","3","2","1.17","0.78","5.59","3.726666667","17.30769231","66.66666667","0.6669","29.77777778","44.66666667","34.66666667","52","165.6296296","248.4444444","9.88","14.82","200.2962963","300.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00120","","","","3","2","12.9","","","","6","29.4","","","","","","","","6.45","4.3","","66.66666667","","","","","","191.1111111","286.6666667","","","","","0"
