"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023 "
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00552","","","","3","3","","10","2.23","1.01","6","31.5","3.24","","0.223","3.333333333","3.333333333","1.08","1.08","","","","100","1.0206","33.03703704","33.03703704","48","48","","","15.12","15.12","","","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00553","","","","3","3","16.04","","","","7","34.2","","","","","","","","5.346666667","5.346666667","","100","","","","","","237.6296296","237.6296296","","","","","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00554","","","","3","1","5.27","0","0","0.11","7","","0.11","5.38","","0","0","0.11","0.036666667","5.27","1.756666667","2.044609665","33.33333333","","0","0","1.62962963","4.888888889","78.07407407","234.2222222","","","79.7037037","239.1111111","1.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00555","","","","3","3","7.08","6","1.48","0.34","6","34","1.82","8.9","0.246666667","2","2","0.606666667","0.606666667","2.36","2.36","20.4494382","100","0.6188","21.92592593","21.92592593","26.96296296","26.96296296","104.8888889","104.8888889","9.167407407","9.167407407","131.8518519","131.8518519","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00556","","","","3","1","9.17","","","","7","","","","","","","","","9.17","3.056666667","","33.33333333","","","","","","135.8518519","407.5555556","","","","","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00557","","","","3","3","8.12","13","3.77","0.81","6","23.4","4.58","12.7","0.29","4.333333333","4.333333333","1.526666667","1.526666667","2.706666667","2.706666667","36.06299213","100","1.07172","55.85185185","55.85185185","67.85185185","67.85185185","120.2962963","120.2962963","15.87733333","15.87733333","188.1481481","188.1481481","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00558","","","","3","3","17.6","2","0.23","0.69","6","26.6","0.92","18.52","0.115","0.666666667","0.666666667","0.306666667","0.306666667","5.866666667","5.866666667","4.967602592","100","0.24472","3.407407407","3.407407407","13.62962963","13.62962963","260.7407407","260.7407407","3.625481481","3.625481481","274.3703704","274.3703704","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00559","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00560","","","","3","1","8.5","2","0.32","0.12","6","31.6","0.44","8.94","0.16","2","0.666666667","0.44","0.146666667","8.5","2.833333333","4.921700224","33.33333333","0.13904","4.740740741","14.22222222","6.518518519","19.55555556","125.9259259","377.7777778","2.059851852","6.179555556","132.4444444","397.3333333","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00561","","","","3","1","1.92","1","0.14","0.06","5","32.1","0.2","2.12","0.14","1","0.333333333","0.2","0.066666667","1.92","0.64","9.433962264","33.33333333","0.0642","2.074074074","6.222222222","2.962962963","8.888888889","28.44444444","85.33333333","0.951111111","2.853333333","31.40740741","94.22222222","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00562","","","","3","2","6.6","4","0.72","0.19","6","31.3","0.91","7.51","0.18","2","1.333333333","0.455","0.303333333","3.3","2.2","12.1171771","66.66666667","0.28483","10.66666667","16","13.48148148","20.22222222","97.77777778","146.6666667","4.219703704","6.329555556","111.2592593","166.8888889","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00563","","","","3","2","6.27","2","0.35","0.08","6","38.5","0.43","6.7","0.175","1","0.666666667","0.215","0.143333333","3.135","2.09","6.417910448","66.66666667","0.16555","5.185185185","7.777777778","6.37037037","9.555555556","92.88888889","139.3333333","2.452592593","3.678888889","99.25925926","148.8888889","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00564","","","","3","1","4.5","7","1.36","0.29","6","29.5","1.65","6.15","0.194285714","7","2.333333333","1.65","0.55","4.5","1.5","26.82926829","33.33333333","0.48675","20.14814815","60.44444444","24.44444444","73.33333333","66.66666667","200","7.211111111","21.63333333","91.11111111","273.3333333","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00565","","","","3","1","4.14","0","0","0.03","7","","0.03","4.17","","0","0","0.03","0.01","4.14","1.38","0.71942446","33.33333333","","0","0","0.444444444","1.333333333","61.33333333","184","","","61.77777778","185.3333333","0.02"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00566","","","","3","3","8.63","15","2.96","0.46","6","26.5","3.42","12.05","0.197333333","5","5","1.14","1.14","2.876666667","2.876666667","28.38174274","100","0.9063","43.85185185","43.85185185","50.66666667","50.66666667","127.8518519","127.8518519","13.42666667","13.42666667","178.5185185","178.5185185","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00567","","","","3","2","2.65","0","0","0.25","6","","0.25","2.9","","0","0","0.125","0.083333333","1.325","0.883333333","8.620689655","66.66666667","","0","0","3.703703704","5.555555556","39.25925926","58.88888889","","","42.96296296","64.44444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00568","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00569","","","","3","2","7.84","0","0","0.87","6","","0.87","8.71","","0","0","0.435","0.29","3.92","2.613333333","9.988518944","66.66666667","","0","0","12.88888889","19.33333333","116.1481481","174.2222222","","","129.037037","193.5555556","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00570","","","","3","1","4.57","3","0.64","0.19","6","26.8","0.83","5.4","0.213333333","3","1","0.83","0.276666667","4.57","1.523333333","15.37037037","33.33333333","0.22244","9.481481481","28.44444444","12.2962963","36.88888889","67.7037037","203.1111111","3.295407407","9.886222222","80","240","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00571","","","","3","3","7.47","17","4.9","0.44","3","27.1","5.34","12.81","0.288235294","5.666666667","5.666666667","1.78","1.78","2.49","2.49","41.68618267","100","1.44714","72.59259259","72.59259259","79.11111111","79.11111111","110.6666667","110.6666667","21.43911111","21.43911111","189.7777778","189.7777778","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00572","","","","3","2","5.34","","","","6","","","","","","","","","2.67","1.78","","66.66666667","","","","","","79.11111111","118.6666667","","","","","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00573","","","","3","1","8.19","0","0","0.21","7","","0.21","8.4","","0","0","0.21","0.07","8.19","2.73","2.5","33.33333333","","0","0","3.111111111","9.333333333","121.3333333","364","","","124.4444444","373.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00574","","","","3","2","9.09","3","0.63","0.13","6","32.7","0.76","9.85","0.21","1.5","1","0.38","0.253333333","4.545","3.03","7.715736041","66.66666667","0.24852","9.333333333","14","11.25925926","16.88888889","134.6666667","202","3.681777778","5.522666667","145.9259259","218.8888889","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00575","","","","3","1","2.09","4","0.85","0.27","5","35.2","1.12","3.21","0.2125","4","1.333333333","1.12","0.373333333","2.09","0.696666667","34.89096573","33.33333333","0.39424","12.59259259","37.77777778","16.59259259","49.77777778","30.96296296","92.88888889","5.840592593","17.52177778","47.55555556","142.6666667","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00576","","","","3","1","9.93","6","1.48","0.2","6","32.8","1.68","11.61","0.246666667","6","2","1.68","0.56","9.93","3.31","14.47028424","33.33333333","0.55104","21.92592593","65.77777778","24.88888889","74.66666667","147.1111111","441.3333333","8.163555556","24.49066667","172","516","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00577","","","","3","1","2.88","2","0.2","0.37","6","23.7","0.57","3.45","0.1","2","0.666666667","0.57","0.19","2.88","0.96","16.52173913","33.33333333","0.13509","2.962962963","8.888888889","8.444444444","25.33333333","42.66666667","128","2.001333333","6.004","51.11111111","153.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00578","","","","3","1","4.99","1","0.31","0.26","6","31.2","0.57","5.56","0.31","1","0.333333333","0.57","0.19","4.99","1.663333333","10.25179856","33.33333333","0.17784","4.592592593","13.77777778","8.444444444","25.33333333","73.92592593","221.7777778","2.634666667","7.904","82.37037037","247.1111111","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00579","","","","3","3","8.05","4","0.43","0.85","6","37","1.28","9.33","0.1075","1.333333333","1.333333333","0.426666667","0.426666667","2.683333333","2.683333333","13.71918542","100","0.4736","6.37037037","6.37037037","18.96296296","18.96296296","119.2592593","119.2592593","7.016296296","7.016296296","138.2222222","138.2222222","3.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00580","","","","3","2","14.12","0","0","0.61","6","","0.61","14.73","","0","0","0.305","0.203333333","7.06","4.706666667","4.141208418","66.66666667","","0","0","9.037037037","13.55555556","209.1851852","313.7777778","","","218.2222222","327.3333333","1.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00581","","","","3","1","1.14","0","0","0","9","","0","1.14","","0","0","0","0","1.14","0.38","0","33.33333333","","0","0","0","0","16.88888889","50.66666667","","","16.88888889","50.66666667",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00582","","","","3","1","0.33","0","0","0.2","7","","0.2","0.53","","0","0","0.2","0.066666667","0.33","0.11","37.73584906","33.33333333","","0","0","2.962962963","8.888888889","4.888888889","14.66666667","","","7.851851852","23.55555556","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00583","","","","3","3","6.42","2","0.38","0.2","5","26.7","0.58","7","0.19","0.666666667","0.666666667","0.193333333","0.193333333","2.14","2.14","8.285714286","100","0.15486","5.62962963","5.62962963","8.592592593","8.592592593","95.11111111","95.11111111","2.294222222","2.294222222","103.7037037","103.7037037","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00584","","","","3","1","3.97","0","0","0.1","6","","0.1","4.07","","0","0","0.1","0.033333333","3.97","1.323333333","2.457002457","33.33333333","","0","0","1.481481481","4.444444444","58.81481481","176.4444444","","","60.2962963","180.8888889","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00585","","","","3","2","3.25","5","0.53","0.77","6","34.1","1.3","4.55","0.106","2.5","1.666666667","0.65","0.433333333","1.625","1.083333333","28.57142857","66.66666667","0.4433","7.851851852","11.77777778","19.25925926","28.88888889","48.14814815","72.22222222","6.567407407","9.851111111","67.40740741","101.1111111","0.02"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00586","","","","3","2","6.9","0","0","0.37","6","","0.37","7.27","","0","0","0.185","0.123333333","3.45","2.3","5.089408528","66.66666667","","0","0","5.481481481","8.222222222","102.2222222","153.3333333","","","107.7037037","161.5555556","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00587","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00588","","","","3","2","7.92","11","3.48","0.46","6","26.2","3.94","11.86","0.316363636","5.5","3.666666667","1.97","1.313333333","3.96","2.64","33.22091062","66.66666667","1.03228","51.55555556","77.33333333","58.37037037","87.55555556","117.3333333","176","15.29303704","22.93955556","175.7037037","263.5555556","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00589","","","","3","2","4.25","0","0","0.14","7","","0.14","4.39","","0","0","0.07","0.046666667","2.125","1.416666667","3.189066059","66.66666667","","0","0","2.074074074","3.111111111","62.96296296","94.44444444","","","65.03703704","97.55555556","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00590","","","","3","2","0.92","0","0","0.41","7","","0.41","1.33","","0","0","0.205","0.136666667","0.46","0.306666667","30.82706767","66.66666667","","0","0","6.074074074","9.111111111","13.62962963","20.44444444","","","19.7037037","29.55555556","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00591","","","","3","1","6.89","0","0","0.05","7","","0.05","6.94","","0","0","0.05","0.016666667","6.89","2.296666667","0.720461095","33.33333333","","0","0","0.740740741","2.222222222","102.0740741","306.2222222","","","102.8148148","308.4444444","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00592","","","","3","2","5.91","3","0.41","0.33","6","31.4","0.74","6.65","0.136666667","1.5","1","0.37","0.246666667","2.955","1.97","11.12781955","66.66666667","0.23236","6.074074074","9.111111111","10.96296296","16.44444444","87.55555556","131.3333333","3.44237037","5.163555556","98.51851852","147.7777778","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00593","","","","3","2","4.04","0","0","0.54","7","","0.54","4.58","","0","0","0.27","0.18","2.02","1.346666667","11.79039301","66.66666667","","0","0","8","12","59.85185185","89.77777778","","","67.85185185","101.7777778","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00594","","","","3","1","6.05","6","1.91","0","6","22.4","1.91","7.96","0.318333333","6","2","1.91","0.636666667","6.05","2.016666667","23.99497487","33.33333333","0.42784","28.2962963","84.88888889","28.2962963","84.88888889","89.62962963","268.8888889","6.33837037","19.01511111","117.9259259","353.7777778","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00595","","","","3","1","8.54","1","0.61","0","6","24.9","0.61","9.15","0.61","1","0.333333333","0.61","0.203333333","8.54","2.846666667","6.666666667","33.33333333","0.15189","9.037037037","27.11111111","9.037037037","27.11111111","126.5185185","379.5555556","2.250222222","6.750666667","135.5555556","406.6666667","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00596","","","","3","1","5.34","0","0","0.14","7","","0.14","5.48","","0","0","0.14","0.046666667","5.34","1.78","2.554744526","33.33333333","","0","0","2.074074074","6.222222222","79.11111111","237.3333333","","","81.18518519","243.5555556","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00597","","","","3","2","6.62","9","1.4","0.23","5","22.4","1.63","8.25","0.155555556","4.5","3","0.815","0.543333333","3.31","2.206666667","19.75757576","66.66666667","0.36512","20.74074074","31.11111111","24.14814815","36.22222222","98.07407407","147.1111111","5.409185185","8.113777778","122.2222222","183.3333333","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00598","","","","3","1","6.81","5","1.47","0.66","6","22.8","2.13","8.94","0.294","5","1.666666667","2.13","0.71","6.81","2.27","23.82550336","33.33333333","0.48564","21.77777778","65.33333333","31.55555556","94.66666667","100.8888889","302.6666667","7.194666667","21.584","132.4444444","397.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00599","","","","3","2","5.88","10","6.2","1.78","6","26.6","7.98","13.86","0.62","5","3.333333333","3.99","2.66","2.94","1.96","57.57575758","66.66666667","2.12268","91.85185185","137.7777778","118.2222222","177.3333333","87.11111111","130.6666667","31.44711111","47.17066667","205.3333333","308","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00600","","","","3","2","6.82","10","2.17","0.03","6","31.9","2.2","9.02","0.217","5","3.333333333","1.1","0.733333333","3.41","2.273333333","24.3902439","66.66666667","0.7018","32.14814815","48.22222222","32.59259259","48.88888889","101.037037","151.5555556","10.39703704","15.59555556","133.6296296","200.4444444","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00601","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00602","","","","3","2","8.07","0","0","0.09","7","","0.09","8.16","","0","0","0.045","0.03","4.035","2.69","1.102941176","66.66666667","","0","0","1.333333333","2","119.5555556","179.3333333","","","120.8888889","181.3333333","1.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00603","","","","3","3","5.59","9","1.99","0.34","6","37.3","2.33","7.92","0.221111111","3","3","0.776666667","0.776666667","1.863333333","1.863333333","29.41919192","100","0.86909","29.48148148","29.48148148","34.51851852","34.51851852","82.81481481","82.81481481","12.87540741","12.87540741","117.3333333","117.3333333","1.74"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00604","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00605","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00606","","","","3","3","9.2","9","1.82","0.83","6","24.1","2.65","11.85","0.202222222","3","3","0.883333333","0.883333333","3.066666667","3.066666667","22.3628692","100","0.63865","26.96296296","26.96296296","39.25925926","39.25925926","136.2962963","136.2962963","9.461481481","9.461481481","175.5555556","175.5555556","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00607","","","","3","2","10.01","3","1.57","0.32","5","27.5","1.89","11.9","0.523333333","1.5","1","0.945","0.63","5.005","3.336666667","15.88235294","66.66666667","0.51975","23.25925926","34.88888889","28","42","148.2962963","222.4444444","7.7","11.55","176.2962963","264.4444444","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00608","","","","3","2","4.11","3","0.43","0.13","6","31.9","0.56","4.67","0.143333333","1.5","1","0.28","0.186666667","2.055","1.37","11.99143469","66.66666667","0.17864","6.37037037","9.555555556","8.296296296","12.44444444","60.88888889","91.33333333","2.646518519","3.969777778","69.18518519","103.7777778","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00609","","","","3","1","7.88","0","0","0.1","7","","0.1","7.98","","0","0","0.1","0.033333333","7.88","2.626666667","1.253132832","33.33333333","","0","0","1.481481481","4.444444444","116.7407407","350.2222222","","","118.2222222","354.6666667","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00610","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00611","","","","3","1","13.28","0","0","0.33","7","35.6","0.33","13.61","","0","0","0.33","0.11","13.28","4.426666667","2.42468773","33.33333333","0.11748","0","0","4.888888889","14.66666667","196.7407407","590.2222222","1.740444444","5.221333333","201.6296296","604.8888889","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00612","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00613","","","","3","1","7.63","0","0","0.04","7","","0.04","7.67","","0","0","0.04","0.013333333","7.63","2.543333333","0.521512386","33.33333333","","0","0","0.592592593","1.777777778","113.037037","339.1111111","","","113.6296296","340.8888889","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00614","","","","3","2","7.66","4","0.83","0.19","6","34","1.02","8.68","0.2075","2","1.333333333","0.51","0.34","3.83","2.553333333","11.75115207","66.66666667","0.3468","12.2962963","18.44444444","15.11111111","22.66666667","113.4814815","170.2222222","5.137777778","7.706666667","128.5925926","192.8888889","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00615","","","","3","1","5.79","4","0.41","0.12","6","31.5","0.53","6.32","0.1025","4","1.333333333","0.53","0.176666667","5.79","1.93","8.386075949","33.33333333","0.16695","6.074074074","18.22222222","7.851851852","23.55555556","85.77777778","257.3333333","2.473333333","7.42","93.62962963","280.8888889","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00616","","","","3","1","7.74","0","0","0.12","5","","0.12","7.86","","0","0","0.12","0.04","7.74","2.58","1.526717557","33.33333333","","0","0","1.777777778","5.333333333","114.6666667","344","","","116.4444444","349.3333333","3.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00617","","","","3","3","5.65","8","1.98","0.44","6","23.8","2.42","8.07","0.2475","2.666666667","2.666666667","0.806666667","0.806666667","1.883333333","1.883333333","29.98760843","100","0.57596","29.33333333","29.33333333","35.85185185","35.85185185","83.7037037","83.7037037","8.532740741","8.532740741","119.5555556","119.5555556","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00618","","","","3","2","4.58","","","","7","","","","","","","","","2.29","1.526666667","","66.66666667","","","","","","67.85185185","101.7777778","","","","","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00619","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00620","","","","3","2","1.55","3","0.42","0.06","6","24.3","0.48","2.03","0.14","1.5","1","0.24","0.16","0.775","0.516666667","23.6453202","66.66666667","0.11664","6.222222222","9.333333333","7.111111111","10.66666667","22.96296296","34.44444444","1.728","2.592","30.07407407","45.11111111","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00621","","","","3","2","5.68","4","0.95","0.49","6","26.8","1.44","7.12","0.2375","2","1.333333333","0.72","0.48","2.84","1.893333333","20.2247191","66.66666667","0.38592","14.07407407","21.11111111","21.33333333","32","84.14814815","126.2222222","5.717333333","8.576","105.4814815","158.2222222","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00622","","","","3","3","6","4","0.56","0.22","6","26.9","0.78","6.78","0.14","1.333333333","1.333333333","0.26","0.26","2","2","11.50442478","100","0.20982","8.296296296","8.296296296","11.55555556","11.55555556","88.88888889","88.88888889","3.108444444","3.108444444","100.4444444","100.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00623","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00624","","","","3","1","12.08","6","1.34","0.19","6","24.2","1.53","13.61","0.223333333","6","2","1.53","0.51","12.08","4.026666667","11.24173402","33.33333333","0.37026","19.85185185","59.55555556","22.66666667","68","178.962963","536.8888889","5.485333333","16.456","201.6296296","604.8888889","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00625","","","","3","1","0.59","0","0","0","9","","0","0.59","","0","0","0","0","0.59","0.196666667","0","33.33333333","","0","0","0","0","8.740740741","26.22222222","","","8.740740741","26.22222222",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00626","","","","3","2","5.04","0","0","0.3","7","","0.3","5.34","","0","0","0.15","0.1","2.52","1.68","5.617977528","66.66666667","","0","0","4.444444444","6.666666667","74.66666667","112","","","79.11111111","118.6666667","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00627","","","","3","1","0.48","0","0","0","9","","0","0.48","","0","0","0","0","0.48","0.16","0","33.33333333","","0","0","0","0","7.111111111","21.33333333","","","7.111111111","21.33333333",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00628","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00629","","","","3","3","4.88","10","3.83","0.65","3","26.3","4.48","9.36","0.383","3.333333333","3.333333333","1.493333333","1.493333333","1.626666667","1.626666667","47.86324786","100","1.17824","56.74074074","56.74074074","66.37037037","66.37037037","72.2962963","72.2962963","17.45540741","17.45540741","138.6666667","138.6666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00630","","","","3","2","4.96","3","0.73","0.47","6","30.3","1.2","6.16","0.243333333","1.5","1","0.6","0.4","2.48","1.653333333","19.48051948","66.66666667","0.3636","10.81481481","16.22222222","17.77777778","26.66666667","73.48148148","110.2222222","5.386666667","8.08","91.25925926","136.8888889","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00631","","","","3","3","6.44","5","2.76","0.39","3","23.5","3.15","9.59","0.552","1.666666667","1.666666667","1.05","1.05","2.146666667","2.146666667","32.84671533","100","0.74025","40.88888889","40.88888889","46.66666667","46.66666667","95.40740741","95.40740741","10.96666667","10.96666667","142.0740741","142.0740741","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00632","","","","3","1","7.8","3","0.95","0","5","31.7","0.95","8.75","0.316666667","3","1","0.95","0.316666667","7.8","2.6","10.85714286","33.33333333","0.30115","14.07407407","42.22222222","14.07407407","42.22222222","115.5555556","346.6666667","4.461481481","13.38444444","129.6296296","388.8888889","0.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-00633","","","","3","2","12.27","4","0.74","0.39","6","34.2","1.13","13.4","0.185","2","1.333333333","0.565","0.376666667","6.135","4.09","8.432835821","66.66666667","0.38646","10.96296296","16.44444444","16.74074074","25.11111111","181.7777778","272.6666667","5.725333333","8.588","198.5185185","297.7777778","0.69"
