"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00042","","","","26","21","2","7","6","13","11","12","50","2.4","1.8","9","6","3","1","1","3","8","3","3.32","1.08","0.93","65.49","0","0.02","72.79","1.73","2.92","2.58","4.2","13.2","62","0.2","0.036","0.067741935","4.769230769","2.384615385","0.923076923","0.461538462","0.323076923","0.161538462","0.692307692","0.346153846","19.35483871","31.81818182","50","3.418803419","6.837606838","5.982905983","11.96581197","12.82051282","25.64102564","18.8034188","37.60683761"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00043","","","","26","16","2","3","6","11","11","26","40","4.8","2.6","5.6","3","2","2","1","8","7","2","","0","0","0","0","12.39","","0","0","0","7.4","13","66","0.184615385","0.065","0.112121212","6","2.538461538","2.363636364","1","0.672727273","0.284615385","0.509090909","0.215384615","39.39393939","56.92307692","42.30769231","6.837606838","16.16161616","10.54131054","24.91582492","7.977207977","18.85521886","18.51851852","43.77104377"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00044","","","","26","17","2","6","6","12","10","6","18","1.6","1.8","5","4","4","2","3","7","5","3","","0","0","0","0","11.03","","0","0","0","3.4","8.4","24","0.266666667","0.1","0.141666667","2","0.923076923","0.5","0.230769231","0.283333333","0.130769231","0.416666667","0.192307692","25","40.47619048","46.15384615","2.279202279","4.938271605","4.843304843","10.49382716","7.122507123","15.43209877","11.96581197","25.92592593"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00045","","","","26","22","1","5","5","17","17","62","48","7.2","2.2","2.8","3","3","2","1","9","5","2","3.85","2.05","1.32","104.19","42.314","12.39","51.99","4.35","6.55","15.26","9.4","12.2","110","0.116129032","0.045833333","0.085454545","6.470588235","4.230769231","3.647058824","2.384615385","0.552941176","0.361538462","0.164705882","0.107692308","56.36363636","77.04918033","65.38461538","10.25641026","15.68627451","13.39031339","20.47930283","3.988603989","6.100217865","17.37891738","26.5795207"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00046","","","","26","21","2","3","5","16","16","12","37","2","2.6","6","4","3","1","4","5","7","5","3.78","1.89","1.23","117.35","32.222","10.5","55.82","4.31","6.42","10.21","4.6","10.6","49","0.166666667","0.07027027","0.093877551","3.0625","1.884615385","0.75","0.461538462","0.2875","0.176923077","0.375","0.230769231","24.48979592","43.39622642","61.53846154","2.849002849","4.62962963","6.552706553","10.64814815","8.547008547","13.88888889","15.0997151","24.53703704"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00047","","","","26","14","2","6","4","9","8","5","9","1.6","1","1.6","4","4","1","3","8","9","1","2.73","1.45","1.02","64.5","19.027","11.03","65.24","4.95","7.17","3.25","2.6","4.2","14","0.32","0.111111111","0.185714286","1.555555556","0.538461538","0.555555556","0.192307692","0.288888889","0.1","0.177777778","0.061538462","35.71428571","61.9047619","34.61538462","2.279202279","6.58436214","3.703703704","10.69958848","2.279202279","6.58436214","5.982905983","17.28395062"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00048","","","","26","15","1","1","6","10","9","11","30","2","2","5.6","4","3","1","1","6","5","1","2.89","1.32","0.89","37.73","24.031","12.39","66.59","1.75","2.75","9.45","4","9.6","41","0.181818182","0.066666667","0.097560976","4.1","1.576923077","1.1","0.423076923","0.4","0.153846154","0.56","0.215384615","26.82926829","41.66666667","38.46153846","2.849002849","7.407407407","5.698005698","14.81481481","7.977207977","20.74074074","13.67521368","35.55555556"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00049","","","","26","21","2","3","5","6","5","","12","","1.2","3.4","5","5","1","3","9","6","2","4.35","2.08","1.43","115.47","","14.37","52.7","1.94","2.98","15.98","","","","","0.1","","","","","","","","0.566666667","0.130769231","","","23.07692308","","","","","4.843304843","20.98765432","",""
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00050","","","","26","19","1","3","6","14","14","37","32","5.2","2.2","10.8","3","2","1","2","5","5","7","3.41","1.56","0.99","45.94","66.539","","63.31","2.25","3.35","10.9","7.4","18.2","69","0.140540541","0.06875","0.107246377","4.928571429","2.653846154","2.642857143","1.423076923","0.528571429","0.284615385","0.771428571","0.415384615","53.62318841","40.65934066","53.84615385","7.407407407","13.75661376","10.54131054","19.57671958","15.38461538","28.57142857","25.92592593","48.14814815"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00051","","","","26","7","1","3","4","4","4","4","9","1.6","1.2","1.4","4","4","1","3","9","7","1","4.67","2.24","1.47","98.39","40.742","14.37","57.29","3.45","5.27","8.97","2.8","4.2","13","0.4","0.133333333","0.215384615","3.25","0.5","1","0.153846154","0.7","0.107692308","0.35","0.053846154","30.76923077","66.66666667","15.38461538","2.279202279","14.81481481","3.988603989","25.92592593","1.994301994","12.96296296","5.982905983","38.88888889"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00052","","","","26","17","1","2","5","10","10","20","21","4","1.2","4.4","3","3","2","2","9","7","1","2.96","1.74","0.99","73.25","37.032","12.39","56.68","4.9","6.69","10.38","5.2","9.6","41","0.2","0.057142857","0.126829268","4.1","1.576923077","2","0.769230769","0.52","0.2","0.44","0.169230769","48.7804878","54.16666667","38.46153846","5.698005698","14.81481481","7.407407407","19.25925926","6.267806268","16.2962963","13.67521368","35.55555556"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00053","","","","26","6","3","4","4","4","4","4","6","2","1","2","3","4","1","3","7","5","3","3.71","1.7","1.12","86.71","28.859","14.37","59.93","3.7","5.74","9.94","3","5","10","0.5","0.166666667","0.3","2.5","0.384615385","1","0.153846154","0.75","0.115384615","0.5","0.076923077","40","60","15.38461538","2.849002849","18.51851852","4.273504274","27.77777778","2.849002849","18.51851852","7.122507123","46.2962963"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00054","","","","26","16","1","1","6","16","16","25","58","4.6","4","4","3","2","2","1","4","6","6","3.99","1.87","1.3","80.92","56.937","14.37","54.25","1.89","3.04","19.72","8.6","12.6","83","0.184","0.068965517","0.103614458","5.1875","3.192307692","1.5625","0.961538462","0.5375","0.330769231","0.25","0.153846154","30.12048193","68.25396825","61.53846154","6.552706553","10.64814815","12.25071225","19.90740741","5.698005698","9.259259259","17.94871795","29.16666667"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00055","","","","26","9","2","2","4","9","9","5","13","1.6","1.8","1.5","3","5","3","1","7","5","2","","0","0","0","0","14.37","","0","0","0","3.4","4.9","18","0.32","0.138461538","0.188888889","2","0.692307692","0.555555556","0.192307692","0.377777778","0.130769231","0.166666667","0.057692308","27.77777778","69.3877551","34.61538462","2.279202279","6.58436214","4.843304843","13.99176955","2.136752137","6.172839506","6.98005698","20.16460905"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00056","","","","26","21","1","2","6","14","14","26","13","6.2","1.4","4","3","3","4","2","6","5","4","3.89","1.33","0.97","38.37","11.378","4.41","68.17","1.95","3.05","5.65","7.6","11.6","39","0.238461538","0.107692308","0.194871795","2.785714286","1.5","1.857142857","1","0.542857143","0.292307692","0.285714286","0.153846154","66.66666667","65.51724138","53.84615385","8.831908832","16.4021164","10.82621083","20.10582011","5.698005698","10.58201058","16.52421652","30.68783069"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00057","","","","26","16","1","7","2","5","1","","6","","0.4","0.4","5","3","1","1","9","5","1","","0","0","0","0","14.37","","0","0","0","","","","","0.066666667","","","","","","","","0.08","0.015384615","","","19.23076923","","","","","0.56980057","2.962962963","",""
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00058","","","","26","16","1","3","3","10","7","","11","","1.8","0.6","6","4","4","1","5","7","5","4.04","1.62","0.94","44.63","15.879","10.5","61.72","3.6","4.95","9.29","","","","","0.163636364","","","","","","","","0.06","0.023076923","","","38.46153846","","","","","0.854700855","2.222222222","",""
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00059","","","","26","20","1","3","6","14","14","23","54","5.4","4","4","3","3","3","1","9","5","1","2.99","1.4","0.87","48.25","30.392","12.39","54.58","6.51","9.15","10.72","9.4","13.4","77","0.234782609","0.074074074","0.122077922","5.5","2.961538462","1.642857143","0.884615385","0.671428571","0.361538462","0.285714286","0.153846154","29.87012987","70.14925373","53.84615385","7.692307692","14.28571429","13.39031339","24.86772487","5.698005698","10.58201058","19.08831909","35.44973545"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00060","","","","26","18","1","2","6","12","12","20","19","5","2.2","3.4","3","4","4","1","6","5","1","3.86","1.57","0.98","61.37","11.461","1.74","56.18","4.61","6.13","13.37","7.2","10.6","39","0.25","0.115789474","0.184615385","3.25","1.5","1.666666667","0.769230769","0.6","0.276923077","0.283333333","0.130769231","51.28205128","67.9245283","46.15384615","7.122507123","15.43209877","10.25641026","22.22222222","4.843304843","10.49382716","15.0997151","32.71604938"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00061","","","","26","23","1","1","6","11","11","7","14","3","1.6","5.2","3","4","1","1","5","7","3","3.78","1.54","0.88","31.56","11.311","10.5","67.36","2.3","3.2","5.51","4.6","9.8","21","0.428571429","0.114285714","0.219047619","1.909090909","0.807692308","0.636363636","0.269230769","0.418181818","0.176923077","0.472727273","0.2","33.33333333","46.93877551","42.30769231","4.273504274","10.1010101","6.552706553","15.48821549","7.407407407","17.50841751","13.96011396","32.996633"
"","","MZP2016UMB-MT01","","","","","","","","","MZP2016UMB-MT01-00062","","","","26","13","3","4","5","4","4","4","6","6","1","2.2","4","4","2","1","7","5","1","3.27","1.67","1.07","73.35","24.943","11.03","59.22","4.23","6.13","10.05","7","9.2","10","1.5","0.166666667","0.7","2.5","0.384615385","1","0.153846154","1.75","0.269230769","0.55","0.084615385","40","76.08695652","15.38461538","8.547008547","55.55555556","9.971509972","64.81481481","3.133903134","20.37037037","13.10541311","85.18518519"
