"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00077","","","","90","28","28","31","42","11","9.8","33.4","5","1","40.39","2.34","61.68","1.27","24.7","20.8","54.2","73","0.35483871","0.233333333","0.284931507","2.607142857","0.811111111","1.107142857","0.344444444","0.742857143","0.231111111","1.192857143","0.371111111","42.46575342","38.37638376","31.11111111","8.40112","4.526748971","14.55026455","8.559670782","27.51322751","13.74485597","44.17989418","3.457251029","11.11259259","22.30452675","71.69312169","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00018","","","","90","55","55","28","47","17.5","9.8","47.5","5","5","33.55","2.06","55.83","1.32","28.22","27.3","74.8","75","0.625","0.208510638","0.364","1.363636364","0.833333333","0.509090909","0.311111111","0.496363636","0.303333333","0.863636364","0.527777778","37.33333333","36.4973262","61.11111111","9.15915","7.201646091","11.78451178","11.2345679","18.38383838","19.5473251","31.98653199","3.769197531","6.167777778","30.781893","50.37037037","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00058","","","","90","60","60","59","94","28.9","14.9","59.2","5","3","34.32","2.1","59.07","1.14","30.06","43.8","103","153","0.489830508","0.158510638","0.28627451","2.55","1.7","0.983333333","0.655555556","0.73","0.486666667","0.986666667","0.657777778","38.5620915","42.52427184","66.66666667","15.03216","11.89300412","17.83950617","18.02469136","27.03703704","24.36213992","36.54320988","6.186074074","9.279111111","42.38683128","63.58024691","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00003","","","","90","34","34","25","47","21","10.5","22.5","1","5","","","","","","31.5","54","72","0.84","0.223404255","0.4375","2.117647059","0.8","0.735294118","0.277777778","0.926470588","0.35","0.661764706","0.25","34.72222222","58.33333333","37.77777778","","8.641975309","22.87581699","12.96296296","34.31372549","9.259259259","24.50980392","","","22.22222222","58.82352941","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00076","","","","90","43","43","40","52","12.3","11.1","50.3","3","3","40.85","2.34","61.76","1.35","33.25","23.4","73.7","92","0.3075","0.213461538","0.254347826","2.139534884","1.022222222","0.930232558","0.444444444","0.544186047","0.26","1.169767442","0.558888889","43.47826087","31.75033921","47.77777778","9.5589","5.061728395","10.59431525","9.62962963","20.15503876","20.69958848","43.32472007","3.933703704","8.233333333","30.32921811","63.47975883","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00020","","","","90","46","40","30","55","23.9","12","39.9","1","5","27.56","2.08","57.71","1.32","29.34","35.9","75.8","85","0.796666667","0.218181818","0.422352941","1.847826087","0.944444444","0.652173913","0.333333333","0.780434783","0.398888889","0.867391304","0.443333333","35.29411765","47.36147757","51.11111111","9.89404","9.835390947","19.2431562","14.77366255","28.90499195","16.41975309","32.12560386","4.071621399","7.966215781","31.19341564","61.03059581","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00059","","","","90","71","70","74","118","31.5","16.5","60.1","3","3","35.13","2.32","68.21","1.3","26.26","48","108.1","192","0.425675676","0.139830508","0.25","2.704225352","2.133333333","1.042253521","0.822222222","0.676056338","0.533333333","0.846478873","0.667777778","38.54166667","44.40333025","78.88888889","16.8624","12.96296296","16.43192488","19.75308642","25.03912363","24.73251029","31.35106938","6.939259259","8.796244131","44.48559671","56.39019301","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00033","","","","90","35","35","37","59","20","12.9","47.5","3","3","29.67","2.32","53.83","1.33","30.33","32.9","80.4","96","0.540540541","0.218644068","0.342708333","2.742857143","1.066666667","1.057142857","0.411111111","0.94","0.365555556","1.357142857","0.527777778","38.54166667","40.92039801","38.88888889","9.76143","8.230452675","21.16402116","13.53909465","34.81481481","19.5473251","50.26455026","4.017049383","10.32955556","33.08641975","85.07936508","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00044","","","","90","36","36","40","54","16.2","14.2","30.1","1","3","35.81","2.77","58.9","1.45","29.2","30.4","60.5","94","0.405","0.262962963","0.323404255","2.611111111","1.044444444","1.111111111","0.444444444","0.844444444","0.337777778","0.836111111","0.334444444","42.55319149","50.24793388","40","10.88624","6.666666667","16.66666667","12.51028807","31.27572016","12.38683128","30.96707819","4.479934156","11.19983539","24.89711934","62.24279835","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00035","","","","90","50","50","40","82","31","14","45.6","1","1","39.49","1.96","65.29","1.23","0","45","90.6","122","0.775","0.170731707","0.368852459","2.44","1.355555556","0.8","0.444444444","0.9","0.5","0.912","0.506666667","32.78688525","49.66887417","55.55555556","17.7705","12.75720165","22.96296296","18.51851852","33.33333333","18.7654321","33.77777778","7.312962963","13.16333333","37.28395062","67.11111111","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00061","","","","90","53","53","61","84","24","14.9","69.7","1","5","39.34","1.64","68.34","1","0","38.9","108.6","145","0.393442623","0.177380952","0.268275862","2.735849057","1.611111111","1.150943396","0.677777778","0.733962264","0.432222222","1.31509434","0.774444444","42.06896552","35.81952118","58.88888889","15.30326","9.87654321","16.77148847","16.00823045","27.18378756","28.68312757","48.70719776","6.29763786","10.69410203","44.69135802","75.89098532","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00016","","","","90","49","41","24","49","20.2","9.8","45.5","3","5","35.28","2.45","56.88","1.51","34.57","30","75.5","73","0.841666667","0.2","0.410958904","1.489795918","0.811111111","0.489795918","0.266666667","0.612244898","0.333333333","0.928571429","0.505555556","32.87671233","39.73509934","54.44444444","10.584","8.312757202","15.26832955","12.34567901","22.67573696","18.72427984","34.39153439","4.355555556","8","31.06995885","57.06727135","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00042","","","","90","48","47","30","43","11.3","8.6","38.9","1","3","28.26","2.07","54.3","1.23","35.91","19.9","58.8","73","0.376666667","0.2","0.27260274","1.520833333","0.811111111","0.625","0.333333333","0.414583333","0.221111111","0.810416667","0.432222222","41.09589041","33.84353741","53.33333333","5.62374","4.650205761","8.719135802","8.189300412","15.35493827","16.00823045","30.0154321","2.314296296","4.339305556","24.19753086","45.37037037","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00039","","","","90","31","31","37","57","17.5","10.1","29.5","3","3","27.38","2.69","49.95","1.84","34.23","27.6","57.1","94","0.472972973","0.177192982","0.293617021","3.032258065","1.044444444","1.193548387","0.411111111","0.890322581","0.306666667","0.951612903","0.327777778","39.36170213","48.33625219","34.44444444","7.55688","7.201646091","20.90800478","11.35802469","32.97491039","12.1399177","35.24492234","3.10982716","9.028530466","23.49794239","68.21983274","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00051","","","","90","38","38","37","58","16.8","10.3","30.2","3","1","","","","","","27.1","57.3","95","0.454054054","0.177586207","0.285263158","2.5","1.055555556","0.973684211","0.411111111","0.713157895","0.301111111","0.794736842","0.335555556","38.94736842","47.29493892","42.22222222","","6.913580247","16.37426901","11.15226337","26.41325536","12.42798354","29.43469786","","","23.58024691","55.84795322","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00034","","","","90","80","68","37","71","29.7","14.1","70.1","1","3","38.35","1.62","70.64","0.99","0","43.8","113.9","108","0.802702703","0.198591549","0.405555556","1.35","1.2","0.4625","0.411111111","0.5475","0.486666667","0.87625","0.778888889","34.25925926","38.4547849","88.88888889","16.7973","12.22222222","13.75","18.02469136","20.27777778","28.84773663","32.4537037","6.912469136","7.776527778","46.87242798","52.73148148","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00046","","","","90","59","59","48","93","32.3","13.5","61.3","1","3","37.4","1.81","68","0.98","0","45.8","107.1","141","0.672916667","0.14516129","0.324822695","2.389830508","1.566666667","0.813559322","0.533333333","0.776271186","0.508888889","1.038983051","0.681111111","34.04255319","42.76377218","65.55555556","17.1292","13.29218107","20.27620841","18.84773663","28.75078468","25.22633745","38.48085374","7.049053498","10.75279347","44.07407407","67.23163842","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00013","","","","90","70","60","29","45","18.5","10.5","57.5","1","3","36.31","","","","","29","86.5","74","0.637931034","0.233333333","0.391891892","1.057142857","0.822222222","0.414285714","0.322222222","0.414285714","0.322222222","0.821428571","0.638888889","39.18918919","33.52601156","77.77777778","10.5299","7.613168724","9.788359788","11.93415638","15.34391534","23.66255144","30.42328042","4.333292181","5.571375661","35.59670782","45.76719577","1"
"","","MZP2017GUR-ST02","","","","","","","","","MZP2017GUR-ST02-00056","","","","90","66","65","51","84","25.3","15.2","76.5","7","3","43.02","2.12","70.01","1.02","0","40.5","117","135","0.496078431","0.180952381","0.3","2.045454545","1.5","0.772727273","0.566666667","0.613636364","0.45","1.159090909","0.85","37.77777778","34.61538462","73.33333333","17.4231","10.41152263","14.19753086","16.66666667","22.72727273","31.48148148","42.92929293","7.17","9.777272727","48.14814815","65.65656566","1"
