"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|CO_331:0000198","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00162","","","","26","24","1","2","6","1","1","24","24","58","32","12","2.5","10","3","3","5","1","2","7","3","14.5","24.5","90","0.206896552","0.078125","0.161111111","3.75","3.461538462","2.416666667","2.230769231","0.604166667","0.557692308","0.416666667","0.384615385","64.44444444","59.18367347","92.30769231","17.09401709","18.51851852","20.65527066","22.37654321","14.24501425","15.43209877","34.9002849","37.80864198"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00163","","","","26","20","5","6","5","2","1","20","20","19","74","3","4.8","12","3","3","3","1","5","7","2","7.8","19.8","93","0.157894737","0.064864865","0.083870968","4.65","3.576923077","0.95","0.730769231","0.39","0.3","0.6","0.461538462","20.43010753","39.39393939","76.92307692","4.273504274","5.555555556","11.11111111","14.44444444","17.09401709","22.22222222","28.20512821","36.66666667"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00164","","","","26","16","3","7","3","1","1","16","16","20","36","5","7","5","3","3","2","1","5","5","3","12","17","56","0.25","0.194444444","0.214285714","3.5","2.153846154","1.25","0.769230769","0.75","0.461538462","0.3125","0.192307692","35.71428571","70.58823529","61.53846154","7.122507123","11.57407407","17.09401709","27.77777778","7.122507123","11.57407407","24.21652422","39.35185185"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00165","","","","26","24","1","3","6","1","1","24","24","95","130","18","7","23","3","3","2","3","7","7","3","25","48","225","0.189473684","0.053846154","0.111111111","9.375","8.653846154","3.958333333","3.653846154","1.041666667","0.961538462","0.958333333","0.884615385","42.22222222","52.08333333","92.30769231","25.64102564","27.77777778","35.61253561","38.58024691","32.76353276","35.49382716","68.37606838","74.07407407"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00166","","","","26","24","1","1","4","2","1","24","24","11","94","2","12.5","12","5","5","6","3","7","4","3","14.5","26.5","105","0.181818182","0.132978723","0.138095238","4.375","4.038461538","0.458333333","0.423076923","0.604166667","0.557692308","0.5","0.461538462","10.47619048","54.71698113","92.30769231","2.849002849","3.086419753","20.65527066","22.37654321","17.09401709","18.51851852","37.74928775","40.89506173"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00167","","","","26","16","7","4","5","4","1","16","16","24","42","6","3.2","5","6","6","2","1","2","7","3","9.2","14.2","66","0.25","0.076190476","0.139393939","4.125","2.538461538","1.5","0.923076923","0.575","0.353846154","0.3125","0.192307692","36.36363636","64.78873239","61.53846154","8.547008547","13.88888889","13.10541311","21.2962963","7.122507123","11.57407407","20.22792023","32.87037037"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00168","","","","26","18","4","5","5","2","1","18","18","30","76","6","8","12","5","6","2","1","2","7","3","14","26","106","0.2","0.105263158","0.132075472","5.888888889","4.076923077","1.666666667","1.153846154","0.777777778","0.538461538","0.666666667","0.461538462","28.30188679","53.84615385","69.23076923","8.547008547","12.34567901","19.94301994","28.80658436","17.09401709","24.69135802","37.03703704","53.49794239"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00169","","","","26","16","1","6","3","1","1","16","16","42","76","10","8","5","6","6","1","2","7","4","3","18","23","118","0.238095238","0.105263158","0.152542373","7.375","4.538461538","2.625","1.615384615","1.125","0.692307692","0.3125","0.192307692","35.59322034","78.26086957","61.53846154","14.24501425","23.14814815","25.64102564","41.66666667","7.122507123","11.57407407","32.76353276","53.24074074"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00170","","","","26","15","1","4","7","1","1","15","15","13","70","5","17.5","16.5","3","3","2","3","3","7","3","22.5","39","83","0.384615385","0.25","0.271084337","5.533333333","3.192307692","0.866666667","0.5","1.5","0.865384615","1.1","0.634615385","15.6626506","57.69230769","57.69230769","7.122507123","12.34567901","32.05128205","55.55555556","23.5042735","40.74074074","55.55555556","96.2962963"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00171","","","","26","18","3","5","6","3","1","18","18","22","64","4","7","7","3","3","4","3","3","7","3","11","18","86","0.181818182","0.109375","0.127906977","4.777777778","3.307692308","1.222222222","0.846153846","0.611111111","0.423076923","0.388888889","0.269230769","25.58139535","61.11111111","69.23076923","5.698005698","8.230452675","15.66951567","22.63374486","9.971509972","14.40329218","25.64102564","37.03703704"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00172","","","","26","13","3","4","5","1","1","13","13","6","48","12","3.2","12","3","3","2","1","6","3","8","15.2","27.2","54","2","0.066666667","0.281481481","4.153846154","2.076923077","0.461538462","0.230769231","1.169230769","0.584615385","0.923076923","0.461538462","11.11111111","55.88235294","50","17.09401709","34.18803419","21.65242165","43.3048433","17.09401709","34.18803419","38.74643875","77.49287749"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00173","","","","26","22","1","1","5","2","1","22","22","63","40","19.5","6","4","3","3","2","5","1","3","7","25.5","29.5","103","0.30952381","0.15","0.247572816","4.681818182","3.961538462","2.863636364","2.423076923","1.159090909","0.980769231","0.181818182","0.153846154","61.16504854","86.44067797","84.61538462","27.77777778","32.82828283","36.32478632","42.92929293","5.698005698","6.734006734","42.02279202","49.66329966"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00174","","","","26","16","3","5","4","4","1","16","10","5","25","1.5","4.5","8","5","5","6","3","3","7","3","6","14","30","0.3","0.18","0.2","1.875","1.153846154","0.3125","0.192307692","0.375","0.230769231","0.5","0.307692308","16.66666667","42.85714286","61.53846154","2.136752137","3.472222222","8.547008547","13.88888889","11.3960114","18.51851852","19.94301994","32.40740741"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00175","","","","26","21","1","3","5","1","1","21","21","77","99","14","12.5","12.5","5","5","3","2","3","5","6","26.5","39","176","0.181818182","0.126262626","0.150568182","8.380952381","6.769230769","3.666666667","2.961538462","1.261904762","1.019230769","0.595238095","0.480769231","43.75","67.94871795","80.76923077","19.94301994","24.69135802","37.74928775","46.7372134","17.80626781","22.04585538","55.55555556","68.78306878"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00176","","","","26","16","1","4","7","1","1","16","16","27","48","7","12","12","5","5","4","1","3","5","5","19","31","75","0.259259259","0.25","0.253333333","4.6875","2.884615385","1.6875","1.038461538","1.1875","0.730769231","0.75","0.461538462","36","61.29032258","61.53846154","9.971509972","16.2037037","27.06552707","43.98148148","17.09401709","27.77777778","44.15954416","71.75925926"
