"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00084","","","","26","25","1","1","3","25","20","3","22","0.4","5.5","3","6","5","5","5","32.4","4.7","4.94","3.01","2","49.533","27.12","5.44","7.85","32.37","5.9","8.9","25","0.133333333","0.25","0.236","1","0.961538462","0.12","0.115384615","0.236","0.226923077","0.12","0.115384615","12","66.29213483","96.15384615","14.50617284","0.855864198","0.56980057","0.592592593","8.404558405","8.740740741","4.273504274","4.444444444","1.219179769","1.267946959","12.67806268","13.18518519"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00085","","","","26","18","1","1","5","18","18","0","23","0","2","5","9","5","5","5","","","","","","","","","","","2","7","23","","0.086956522","0.086956522","1.277777778","0.884615385","0","0","0.111111111","0.076923077","0.277777778","0.192307692","0","28.57142857","69.23076923","","","0","0","2.849002849","4.115226337","7.122507123","10.28806584","","","9.971509972","14.40329218"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00086","","","","26","17","1","1","3","17","17","10","50","1.8","5.5","3","6","5","9","9","","","","","","","","","","","7.3","10.3","60","0.18","0.11","0.121666667","3.529411765","2.307692308","0.588235294","0.384615385","0.429411765","0.280769231","0.176470588","0.115384615","16.66666667","70.87378641","65.38461538","","","2.564102564","3.921568627","10.3988604","15.90413943","4.273504274","6.535947712","","","14.67236467","22.44008715"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00087","","","","26","24","1","1","7","24","10","4","12","1.2","1","10","9","5","5","5","50.2","18.1","3.98","1.9","1.07","66.868","65.24","1.72","2.77","5.36","2.2","12.2","16","0.3","0.083333333","0.1375","0.666666667","0.615384615","0.166666667","0.153846154","0.091666667","0.084615385","0.416666667","0.384615385","25","18.03278689","92.30769231","36.05577689","0.793227092","1.709401709","1.851851852","3.133903134","3.395061728","14.24501425","15.43209877","1.129953122","1.224115882","17.37891738","18.82716049"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00088","","","","26","21","1","1","5","21","20","0","36","0","2.5","5","8","7","7","5","","","","","","","","","","","2.5","7.5","36","","0.069444444","0.069444444","1.714285714","1.384615385","0","0","0.119047619","0.096153846","0.238095238","0.192307692","0","33.33333333","80.76923077","","","0","0","3.561253561","4.409171076","7.122507123","8.818342152","","","10.68376068","13.22751323"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00089","","","","26","24","3","5","5","24","24","0","62","0","2","4","9","5","5","9","50.2","13.5","4.1","2.05","1.27","89.313","57.14","1.55","2.6","15.81","2","6","62","","0.032258065","0.032258065","2.583333333","2.384615385","0","0","0.083333333","0.076923077","0.166666667","0.153846154","0","33.33333333","92.30769231","26.89243028","0.537848606","0","0","2.849002849","3.086419753","5.698005698","6.172839506","0.766166105","0.83001328","8.547008547","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00090","","","","26","22","3","5","5","22","10","0","13","0","8","4.5","6","5","7","5","28","8.6","10.33","3.33","2.09","29.172","53.79","1","2.97","11.4","8","12.5","13","","0.615384615","0.615384615","0.590909091","0.5","0","0","0.363636364","0.307692308","0.204545455","0.173076923","0","64","84.61538462","30.71428571","2.457142857","0","0","11.3960114","13.46801347","6.41025641","7.575757576","3.5002035","4.136604137","17.80626781","21.04377104"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00091","","","","26","12","1","1","5","12","5","0","6","0","1.9","2","6","5","5","9","40.7","15.2","4.55","1.78","1.09","67.933","70.5","1.13","2.37","5.3","1.9","3.9","6","","0.316666667","0.316666667","0.5","0.230769231","0","0","0.158333333","0.073076923","0.166666667","0.076923077","0","48.71794872","46.15384615","37.34643735","0.70958231","0","0","2.706552707","5.864197531","2.849002849","6.172839506","1.010801011","2.190068857","5.555555556","12.03703704"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00092","","","","26","23","1","1","5","23","20","6","23","1.5","1.4","5","9","3","3","5","37.6","16.8","4.82","1.66","1.1","55.826","72.11","0.73","2.16","2.33","2.9","7.9","29","0.25","0.060869565","0.1","1.260869565","1.115384615","0.260869565","0.230769231","0.126086957","0.111538462","0.217391304","0.192307692","20.68965517","36.70886076","88.46153846","44.68085106","1.295744681","2.136752137","2.415458937","4.131054131","4.669887279","7.122507123","8.051529791","1.845790144","2.08654538","11.25356125","12.72141707"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00093","","","","26","20","1","1","5","20","20","0","39","0","3","3","6","7","7","3","42.8","16.3","5.35","2","1.23","63.199","68.79","1.12","3.05","4.53","3","6","39","","0.076923077","0.076923077","1.95","1.5","0","0","0.15","0.115384615","0.15","0.115384615","0","50","76.92307692","38.08411215","1.142523364","0","0","4.273504274","5.555555556","4.273504274","5.555555556","1.62752616","2.115784008","8.547008547","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00094","","","","26","4","1","1","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38461538","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00095","","","","26","14","1","1","5","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.84615385","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00096","","","","26","25","1","1","5","25","15","5","19","1.4","3","5","8","5","5","3","50.9","15.7","3.63","1.61","1.1","82.034","64.64","2.09","3.31","6.86","4.4","9.4","24","0.28","0.157894737","0.183333333","0.96","0.923076923","0.2","0.192307692","0.176","0.169230769","0.2","0.192307692","20.83333333","46.80851064","96.15384615","30.84479371","1.357170923","1.994301994","2.074074074","6.267806268","6.518518519","7.122507123","7.407407407","1.933291914","2.01062359","13.39031339","13.92592593"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00097","","","","26","12","1","1","5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15384615","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00098","","","","26","18","1","1","5","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.23076923","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00099","","","","26","23","1","5","5","23","20","0","26","0","1.4","3","9","5","3","3","50.1","16.4","4.35","1.9","1.14","125.933","62.71","1.82","3.2","7.76","1.4","4.4","26","","0.053846154","0.053846154","1.130434783","1","0","0","0.060869565","0.053846154","0.130434783","0.115384615","0","31.81818182","88.46153846","32.73453094","0.458283433","0","0","1.994301994","2.254428341","4.273504274","4.830917874","0.652825403","0.737976543","6.267806268","7.085346216"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00100","","","","26","20","1","5","5","20","20","9","28","2","3","4","4","3","3","3","50.2","15.2","8.01","2.28","1.38","22.442","63.42","2.25","2.88","6.45","5","9","37","0.222222222","0.107142857","0.135135135","1.85","1.423076923","0.45","0.346153846","0.25","0.192307692","0.2","0.153846154","24.32432432","55.55555556","76.92307692","30.27888446","1.513944223","2.849002849","3.703703704","7.122507123","9.259259259","5.698005698","7.407407407","2.156615702","2.803600413","12.82051282","16.66666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00101","","","","26","18","1","1","5","18","17","0","28","0","2.5","3","6","5","5","1","50.9","15.3","6.16","2.25","1.38","63.264","55.99","1.4","2.31","16.1","2.5","5.5","28","","0.089285714","0.089285714","1.555555556","1.076923077","0","0","0.138888889","0.096153846","0.166666667","0.115384615","0","45.45454545","69.23076923","30.0589391","0.751473477","0","0","3.561253561","5.144032922","4.273504274","6.172839506","1.070475039","1.546241723","7.834757835","11.31687243"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00102","","","","26","24","1","1","5","24","20","6","63","1.3","2.5","7.5","2","3","3","5","50.1","14.3","5.04","2.23","1.32","41.615","56.55","2.06","3.97","13.37","3.8","11.3","69","0.216666667","0.03968254","0.055072464","2.875","2.653846154","0.25","0.230769231","0.158333333","0.146153846","0.3125","0.288461538","8.695652174","33.62831858","92.30769231","28.54291417","1.084630739","1.851851852","2.00617284","5.413105413","5.864197531","10.68376068","11.57407407","1.545058032","1.673812868","16.0968661","17.4382716"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00103","","","","26","22","1","1","5","22","15","0","18","0","8","3","6","5","5","1","36.6","11.8","3.77","1.6","1.13","71.696","61.46","2.28","3.31","7.72","8","11","18","","0.444444444","0.444444444","0.818181818","0.692307692","0","0","0.363636364","0.307692308","0.136363636","0.115384615","0","72.72727273","84.61538462","32.24043716","2.579234973","0","0","11.3960114","13.46801347","4.273504274","5.050505051","3.674123893","4.342146419","15.66951567","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00104","","","","26","23","1","1","5","23","23","7","52","1.7","1.8","3","4","5","5","9","50.5","11.2","5.63","2.58","1.62","28.368","43.64","3.77","6.46","19.9","3.5","6.5","59","0.242857143","0.034615385","0.059322034","2.565217391","2.269230769","0.304347826","0.269230769","0.152173913","0.134615385","0.130434783","0.115384615","11.86440678","53.84615385","88.46153846","22.17821782","0.776237624","2.421652422","2.737520129","4.985754986","5.636070853","4.273504274","4.830917874","1.105751601","1.24998007","9.259259259","10.46698873"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00105","","","","26","21","1","1","3","21","20","0","30","0","7.8","3","9","5","5","5","39.4","12.6","3.05","1.56","0.95","116.535","64.51","1.36","2.6","9.82","7.8","10.8","30","","0.26","0.26","1.428571429","1.153846154","0","0","0.371428571","0.3","0.142857143","0.115384615","0","72.22222222","80.76923077","31.97969543","2.494416244","0","0","11.11111111","13.75661376","4.273504274","5.291005291","3.553299492","4.399323181","15.38461538","19.04761905"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00106","","","","26","22","3","7","7","22","7","0","8","0","2","3.5","2","5","5","9","44.9","13.8","6.05","2.57","1.45","36.158","56.86","1.21","2.55","10.98","2","5.5","8","","0.25","0.25","0.363636364","0.307692308","0","0","0.090909091","0.076923077","0.159090909","0.134615385","0","36.36363636","84.61538462","30.73496659","0.614699332","0","0","2.849002849","3.367003367","4.985754986","5.892255892","0.875640074","1.03484736","7.834757835","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00107","","","","26","22","1","1","7","22","20","3","35","0.7","1","3.2","8","5","5","3","50.9","16.6","3.32","1.75","1.09","97.422","64.44","1.27","2.6","9.83","1.7","4.9","38","0.233333333","0.028571429","0.044736842","1.727272727","1.461538462","0.136363636","0.115384615","0.077272727","0.065384615","0.145454545","0.123076923","7.894736842","34.69387755","84.61538462","32.6129666","0.554420432","0.997150997","1.178451178","2.421652422","2.861952862","4.558404558","5.387205387","0.789772695","0.933367731","6.98005698","8.249158249"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00108","","","","26","19","3","7","5","19","15","0","20","0","3.5","2","8","5","7","9","45.9","6.9","6.39","2.89","1.9","41.273","36.09","3.35","5.03","28.78","3.5","5.5","20","","0.175","0.175","1.052631579","0.769230769","0","0","0.184210526","0.134615385","0.105263158","0.076923077","0","63.63636364","73.07692308","15.03267974","0.526143791","0","0","4.985754986","6.822612086","2.849002849","3.898635478","0.74949258","1.025621425","7.834757835","10.72124756"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00109","","","","26","21","1","1","5","21","2","0","3","0","3","2.5","2","7","7","9","","","","","","","","","","","3","5.5","3","","1","1","0.142857143","0.115384615","0","0","0.142857143","0.115384615","0.119047619","0.096153846","0","54.54545455","80.76923077","","","0","0","4.273504274","5.291005291","3.561253561","4.409171076","","","7.834757835","9.700176367"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00110","","","","26","23","1","5","5","23","20","0","44","0","0.4","4.5","7","3","3","5","","","","","","","","","","","0.4","4.9","44","","0.009090909","0.009090909","1.913043478","1.692307692","0","0","0.017391304","0.015384615","0.195652174","0.173076923","0","8.163265306","88.46153846","","","0","0","0.56980057","0.644122383","6.41025641","7.246376812","","","6.98005698","7.890499195"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00111","","","","26","19","1","1","7","19","1","0","3","0","6.4","3","8","7","7","9","","","","","","","","","","","6.4","9.4","3","","2.133333333","2.133333333","0.157894737","0.115384615","0","0","0.336842105","0.246153846","0.157894737","0.115384615","0","68.08510638","73.07692308","","","0","0","9.116809117","12.47563353","4.273504274","5.847953216","","","13.39031339","18.32358674"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00112","","","","26","24","1","1","7","24","24","5","44","1.3","7","3.5","5","3","3","5","50.5","14.2","2.87","1.69","1.15","3.545","59.97","2.49","3.71","12.66","8.3","11.8","49","0.26","0.159090909","0.169387755","2.041666667","1.884615385","0.208333333","0.192307692","0.345833333","0.319230769","0.145833333","0.134615385","10.20408163","70.33898305","92.30769231","28.11881188","2.333861386","1.851851852","2.00617284","11.82336182","12.80864198","4.985754986","5.401234568","3.324588869","3.601637942","16.80911681","18.20987654"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00113","","","","26","23","1","1","7","23","23","7","87","1.4","10.5","2.5","9","5","5","9","50.3","12.5","4.69","2.29","1.39","87.474","50.21","2.43","3.71","19.27","11.9","14.4","94","0.2","0.120689655","0.126595745","4.086956522","3.615384615","0.304347826","0.269230769","0.517391304","0.457692308","0.108695652","0.096153846","7.446808511","82.63888889","88.46153846","24.85089463","2.957256461","1.994301994","2.254428341","16.95156695","19.1626409","3.561253561","4.025764895","4.212616042","4.762087699","20.51282051","23.1884058"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00114","","","","26","20","1","1","7","20","11","0","3","0","0.4","3","6","7","5","9","32.3","6.9","4.79","2.51","1.56","58.14","38.71","3.22","5.47","29.61","0.4","3.4","3","","0.133333333","0.133333333","0.15","0.115384615","0","0","0.02","0.015384615","0.15","0.115384615","0","11.76470588","76.92307692","21.3622291","0.085448916","0","0","0.56980057","0.740740741","4.273504274","5.555555556","0.121722103","0.158238734","4.843304843","6.296296296"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00115","","","","26","26","1","1","5","26","15","0","26","0","3.5","4.5","7","5","5","7","","","","","","","","","","","3.5","8","26","","0.134615385","0.134615385","1","1","0","0","0.134615385","0.134615385","0.173076923","0.173076923","0","43.75","100","","","0","0","4.985754986","4.985754986","6.41025641","6.41025641","","","11.3960114","11.3960114"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00116","","","","26","24","1","1","5","24","20","5","31","1.2","5","3","8","3","3","3","50.6","19","3.44","1.43","0.68","125.684","69.8","1.64","2.34","5.37","6.2","9.2","36","0.24","0.161290323","0.172222222","1.5","1.384615385","0.208333333","0.192307692","0.258333333","0.238461538","0.125","0.115384615","13.88888889","67.39130435","92.30769231","37.54940711","2.328063241","1.709401709","1.851851852","8.831908832","9.567901235","4.273504274","4.62962963","3.316329403","3.592690187","13.10541311","14.19753086"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00117","","","","26","22","1","1","7","22","10","0","15","0","1.7","4","9","7","7","5","50.5","15.8","4.02","2.01","1.24","88.356","53.23","1.89","2.98","18.2","1.7","5.7","15","","0.113333333","0.113333333","0.681818182","0.576923077","0","0","0.077272727","0.065384615","0.181818182","0.153846154","0","29.8245614","84.61538462","31.28712871","0.531881188","0","0","2.421652422","2.861952862","5.698005698","6.734006734","0.75766551","0.895422876","8.11965812","9.595959596"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00118","","","","26","25","1","1","9","25","25","10","60","1.8","6.5","5","5","5","5","5","50.8","13.1","3.61","2.08","1.35","36.859","50.68","2.03","2.89","19.48","8.3","13.3","70","0.18","0.108333333","0.118571429","2.8","2.692307692","0.4","0.384615385","0.332","0.319230769","0.2","0.192307692","14.28571429","62.40601504","96.15384615","25.78740157","2.140354331","2.564102564","2.666666667","11.82336182","12.2962963","7.122507123","7.407407407","3.048937793","3.170895305","18.94586895","19.7037037"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00119","","","","26","21","1","1","7","21","4","0","5","0","0.8","8","9","5","5","7","40.1","8.1","6.76","2.93","1.74","54.989","41.63","3.1","4.49","18.93","0.8","8.8","5","","0.16","0.16","0.238095238","0.192307692","0","0","0.038095238","0.030769231","0.380952381","0.307692308","0","9.090909091","80.76923077","20.19950125","0.16159601","0","0","1.13960114","1.410934744","11.3960114","14.10934744","0.230193746","0.285001781","12.53561254","15.52028219"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00120","","","","26","23","1","1","5","23","4","0","6","0","1","11","6","5","5","7","50.9","15.2","7.38","2.69","1.54","38.01","54.07","0.71","1.65","15.34","1","12","6","","0.166666667","0.166666667","0.260869565","0.230769231","0","0","0.043478261","0.038461538","0.47826087","0.423076923","0","8.333333333","88.46153846","29.86247544","0.298624754","0","0","1.424501425","1.610305958","15.66951567","17.71336554","0.425391388","0.480877221","17.09401709","19.3236715"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00121","","","","26","20","1","1","5","20","10","0","13","0","2","3","9","5","5","5","35.5","10.8","3.72","1.74","1.11","66.657","58","1.75","2.36","17.08","2","5","13","","0.153846154","0.153846154","0.65","0.5","0","0","0.1","0.076923077","0.15","0.115384615","0","40","76.92307692","30.42253521","0.608450704","0","0","2.849002849","3.703703704","4.273504274","5.555555556","0.866738895","1.126760563","7.122507123","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00122","","","","26","23","1","1","5","23","10","0","16","0","1.8","4","9","5","5","5","","","","","","","","","","","1.8","5.8","16","","0.1125","0.1125","0.695652174","0.615384615","0","0","0.07826087","0.069230769","0.173913043","0.153846154","0","31.03448276","88.46153846","","","0","0","2.564102564","2.898550725","5.698005698","6.441223833","","","8.262108262","9.339774557"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00123","","","","26","25","1","1","5","25","25","10","38","2","7","4","2","5","5","7","50.4","13.4","5.34","2.52","1.57","31.684","54.39","1.54","2.85","14.16","9","13","48","0.2","0.184210526","0.1875","1.92","1.846153846","0.4","0.384615385","0.36","0.346153846","0.16","0.153846154","20.83333333","69.23076923","96.15384615","26.58730159","2.392857143","2.849002849","2.962962963","12.82051282","13.33333333","5.698005698","5.925925926","3.408628409","3.544973545","18.51851852","19.25925926"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00124","","","","26","23","1","1","5","23","15","0","18","0","5","11","9","5","5","5","47.3","17.7","4.65","1.77","1.18","111.789","67.24","1.17","2.65","3.14","5","16","18","","0.277777778","0.277777778","0.782608696","0.692307692","0","0","0.217391304","0.192307692","0.47826087","0.423076923","0","31.25","88.46153846","37.42071882","1.871035941","0","0","7.122507123","8.051529791","15.66951567","17.71336554","2.665293363","3.012940323","22.79202279","25.76489533"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00125","","","","26","23","1","1","5","23","16","0","21","0","4","4","9","5","5","5","50.7","16.1","3.58","1.78","1.02","133.018","58.45","2.5","3.86","11.72","4","8","21","","0.19047619","0.19047619","0.913043478","0.807692308","0","0","0.173913043","0.153846154","0.173913043","0.153846154","0","50","88.46153846","31.75542406","1.270216963","0","0","5.698005698","6.441223833","5.698005698","6.441223833","1.809425873","2.045437943","11.3960114","12.88244767"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00126","","","","26","25","1","1","7","25","5","0","6","0","1.2","7.5","1","5","5","5","35.7","10.7","4.38","1.81","1.11","20.006","65.57","4.45","6.66","2.22","1.2","8.7","6","","0.2","0.2","0.24","0.230769231","0","0","0.048","0.046153846","0.3","0.288461538","0","13.79310345","96.15384615","29.9719888","0.359663866","0","0","1.709401709","1.777777778","10.68376068","11.11111111","0.512341689","0.532835356","12.39316239","12.88888889"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00127","","","","26","23","1","1","5","23","20","10","40","2","6.5","4","4","1","3","5","50.6","14.4","5.81","2.37","1.47","35.612","55.18","1.74","3.13","13.06","8.5","12.5","50","0.2","0.1625","0.17","2.173913043","1.923076923","0.434782609","0.384615385","0.369565217","0.326923077","0.173913043","0.153846154","20","68","88.46153846","28.45849802","2.418972332","2.849002849","3.220611916","12.10826211","13.68760064","5.698005698","6.441223833","3.445829533","3.895285559","17.80626781","20.12882448"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00128","","","","26","17","1","1","5","17","10","0","11","0","1","3","2","5","5","3","40.9","10.5","7.47","4.05","2.73","57.961","21.54","4.4","8.32","34.96","1","4","11","","0.090909091","0.090909091","0.647058824","0.423076923","0","0","0.058823529","0.038461538","0.176470588","0.115384615","0","25","65.38461538","25.67237164","0.256723716","0","0","1.424501425","2.178649237","4.273504274","6.535947712","0.3657033","0.559310929","5.698005698","8.71459695"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00129","","","","26","21","1","3","5","21","20","0","48","0","6.7","4","6","5","7","9","","","","","","","","","","","6.7","10.7","48","","0.139583333","0.139583333","2.285714286","1.846153846","0","0","0.319047619","0.257692308","0.19047619","0.153846154","0","62.61682243","80.76923077","","","0","0","9.544159544","11.81657848","5.698005698","7.054673721","","","15.24216524","18.8712522"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00130","","","","26","23","1","1","5","23","20","0","39","0","4","3","6","5","5","9","39.4","12.9","4.99","2.09","1.21","0.921","66.8","1.04","1.83","5.07","4","7","39","","0.102564103","0.102564103","1.695652174","1.5","0","0","0.173913043","0.153846154","0.130434783","0.115384615","0","57.14285714","88.46153846","32.74111675","1.30964467","0","0","5.698005698","6.441223833","4.273504274","4.830917874","1.865590698","2.108928615","9.971509972","11.27214171"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00131","","","","26","14","1","1","3","14","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.142857143","0.076923077","","0","53.84615385","","","0","0","0","0","2.849002849","5.291005291","","","2.849002849","5.291005291"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00132","","","","26","4","1","1","3","4","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.5","0.076923077","","0","15.38461538","","","0","0","0","0","2.849002849","18.51851852","","","2.849002849","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00133","","","","26","23","1","1","7","23","0","0","0","0","0","4.5","","","","","","","","","","","","","","","0","4.5","0","","","","0","0","0","0","0","0","0.195652174","0.173076923","","0","88.46153846","","","0","0","0","0","6.41025641","7.246376812","","","6.41025641","7.246376812"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00134","","","","26","13","1","1","3","13","4","0","5","0","1","2","7","5","5","7","36.5","11.6","2.93","1.69","0.99","13.33","63.31","2.29","3.61","9.13","1","3","5","","0.2","0.2","0.384615385","0.192307692","0","0","0.076923077","0.038461538","0.153846154","0.076923077","0","33.33333333","50","31.78082192","0.317808219","0","0","1.424501425","2.849002849","2.849002849","5.698005698","0.452718261","0.905436522","4.273504274","8.547008547"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00135","","","","26","11","1","1","3","11","10","0","29","0","2","2","9","7","5","9","47.8","21","3.83","1.82","1.06","170.498","66.36","1.37","2.65","6.37","2","4","29","","0.068965517","0.068965517","2.636363636","1.115384615","0","0","0.181818182","0.076923077","0.181818182","0.076923077","0","50","42.30769231","43.93305439","0.878661088","0","0","2.849002849","6.734006734","2.849002849","6.734006734","1.251653971","2.958454841","5.698005698","13.46801347"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00136","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
