"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00044","","","","26","20","1","1","5","20","20","4","42","1","3.5","5","9","5","5","3","36.7","11.3","6.82","2.27","1.54","128.53","55.49","1.84","3.32","11.15","4.5","9.5","46","0.25","0.083333333","0.097826087","2.3","1.769230769","0.2","0.153846154","0.225","0.173076923","0.25","0.192307692","8.695652174","47.36842105","76.92307692","30.79019074","1.385558583","1.424501425","1.851851852","6.41025641","8.333333333","7.122507123","9.259259259","1.973730175","2.565849228","13.53276353","17.59259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00045","","","","26","20","1","1","5","20","20","10","19","1.4","2","3.5","7","3","3","3","50.6","15.5","5.8","2.19","1.55","39.955","59.16","2.93","4.87","4.19","3.4","6.9","29","0.14","0.105263158","0.117241379","1.45","1.115384615","0.5","0.384615385","0.17","0.130769231","0.175","0.134615385","34.48275862","49.27536232","76.92307692","30.63241107","1.041501976","1.994301994","2.592592593","4.843304843","6.296296296","4.985754986","6.481481481","1.483621049","1.928707363","9.829059829","12.77777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00046","","","","26","26","1","1","7","26","22","0","26","0","2.5","6","9","5","5","3","50.6","17.2","4.85","1.97","1.07","151.006","57.31","1.83","3.53","9.83","2.5","8.5","26","","0.096153846","0.096153846","1","1","0","0","0.096153846","0.096153846","0.230769231","0.230769231","0","29.41176471","100","33.99209486","0.849802372","0","0","3.561253561","3.561253561","8.547008547","8.547008547","1.210544689","1.210544689","12.10826211","12.10826211"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00047","","","","26","21","1","1","5","21","18","0","19","0","2.5","5.5","6","5","5","3","48.7","13.9","5.87","2.36","1.51","101.707","48.74","1.85","2.93","19","2.5","8","19","","0.131578947","0.131578947","0.904761905","0.730769231","0","0","0.119047619","0.096153846","0.261904762","0.211538462","0","31.25","80.76923077","28.54209446","0.713552361","0","0","3.561253561","4.409171076","7.834757835","9.700176367","1.016456355","1.258469773","11.3960114","14.10934744"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00048","","","","26","19","1","1","5","19","19","14","25","3","3.2","7.5","7","3","3","3","51","17.2","4.66","1.86","1.28","93.564","66.47","1.4","3.27","6.58","6.2","13.7","39","0.214285714","0.128","0.158974359","2.052631579","1.5","0.736842105","0.538461538","0.326315789","0.238461538","0.394736842","0.288461538","35.8974359","45.25547445","73.07692308","33.7254902","2.090980392","4.273504274","5.847953216","8.831908832","12.08576998","10.68376068","14.61988304","2.978604547","4.07598517","19.51566952","26.70565302"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00049","","","","26","21","1","1","7","21","21","5","29","1.3","4.5","8.5","8","3","5","3","40.5","12.9","5.31","1.89","1.35","110.63","64.75","1.99","3.39","5.82","5.8","14.3","34","0.26","0.155172414","0.170588235","1.619047619","1.307692308","0.238095238","0.192307692","0.276190476","0.223076923","0.404761905","0.326923077","14.70588235","40.55944056","80.76923077","31.85185185","1.847407407","1.851851852","2.292768959","8.262108262","10.2292769","12.10826211","14.99118166","2.631634483","3.258214122","20.37037037","25.22045855"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00050","","","","26","13","1","1","5","13","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00051","","","","26","26","1","1","7","26","26","10","29","1.5","3","10.5","6","3","3","1","50.1","13.6","3.76","1.84","1.21","138.364","53.53","2.34","3.82","17.39","4.5","15","39","0.15","0.103448276","0.115384615","1.5","1.5","0.384615385","0.384615385","0.173076923","0.173076923","0.403846154","0.403846154","25.64102564","30","100","27.14570858","1.221556886","2.136752137","2.136752137","6.41025641","6.41025641","14.95726496","14.95726496","1.740109525","1.740109525","21.36752137","21.36752137"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00052","","","","26","15","1","1","5","15","8","0","9","0","1.4","3","8","5","5","3","50.7","17.8","5.15","1.77","1.1","145.116","63.39","1.81","3.69","8.19","1.4","4.4","9","","0.155555556","0.155555556","0.6","0.346153846","0","0","0.093333333","0.053846154","0.2","0.115384615","0","31.81818182","57.69230769","35.10848126","0.491518738","0","0","1.994301994","3.456790123","4.273504274","7.407407407","0.700169142","1.213626513","6.267806268","10.86419753"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00053","","","","26","21","1","1","5","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.76923077","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00054","","","","26","21","1","3","5","21","20","0","38","0","7","5.5","6","3","3","5","33.7","10.2","5.32","2.01","1.23","99.92","61.41","1.31","2.71","11.27","7","12.5","38","","0.184210526","0.184210526","1.80952381","1.461538462","0","0","0.333333333","0.269230769","0.261904762","0.211538462","0","56","80.76923077","30.26706231","2.118694362","0","0","9.971509972","12.34567901","7.834757835","9.700176367","3.018083137","3.73667436","17.80626781","22.04585538"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00055","","","","26","18","1","1","7","18","8","0","10","0","1.2","11","8","5","5","3","47.9","18.3","7","2.23","1.3","133.255","64.34","1.38","3.09","4.63","1.2","12.2","10","","0.12","0.12","0.555555556","0.384615385","0","0","0.066666667","0.046153846","0.611111111","0.423076923","0","9.836065574","69.23076923","38.2045929","0.458455115","0","0","1.709401709","2.469135802","15.66951567","22.63374486","0.653069964","0.943323282","17.37891738","25.10288066"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00056","","","","26","18","1","5","7","18","7","0","8","0","1","10","6","5","7","3","18.9","5.1","5.86","2.13","1.25","106.792","61.21","1.81","2.91","8.68","1","11","8","","0.125","0.125","0.444444444","0.307692308","0","0","0.055555556","0.038461538","0.555555556","0.384615385","0","9.090909091","69.23076923","26.98412698","0.26984127","0","0","1.424501425","2.057613169","14.24501425","20.57613169","0.384389273","0.55522895","15.66951567","22.63374486"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00057","","","","26","8","1","1","3","8","8","0","12","0","2","3","8","5","5","3","25.4","8.6","3.59","1.63","0.88","166.926","61.21","2.23","3.57","12","2","5","12","","0.166666667","0.166666667","1.5","0.461538462","0","0","0.25","0.076923077","0.375","0.115384615","0","40","30.76923077","33.85826772","0.677165354","0","0","2.849002849","9.259259259","4.273504274","13.88888889","0.964623012","3.135024789","7.122507123","23.14814815"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00058","","","","26","9","1","1","5","9","2","0","3","0","0.4","5","8","5","7","3","21.2","7.2","4.52","1.84","1.07","143.168","62.4","1.71","3.17","9.43","0.4","5.4","3","","0.133333333","0.133333333","0.333333333","0.115384615","0","0","0.044444444","0.015384615","0.555555556","0.192307692","0","7.407407407","34.61538462","33.96226415","0.135849057","0","0","0.56980057","1.646090535","7.122507123","20.57613169","0.193517175","0.559049616","7.692307692","22.22222222"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00059","","","","26","15","1","5","7","15","14","0","20","0","2.5","8","8","5","5","5","33.9","11.9","4.44","1.98","1.32","61.92","63.49","1.8","3.16","7.04","2.5","10.5","20","","0.125","0.125","1.333333333","0.769230769","0","0","0.166666667","0.096153846","0.533333333","0.307692308","0","23.80952381","57.69230769","35.10324484","0.877581121","0","0","3.561253561","6.172839506","11.3960114","19.75308642","1.250115557","2.166866965","14.95726496","25.92592593"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00060","","","","26","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00061","","","","26","20","1","1","5","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.92307692","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00062","","","","26","20","1","1","4","20","18","5","17","0.8","2","3","1","1","5","9","32.8","8.9","5.56","2.18","1.28","23.5","51.39","3.34","5.22","16.44","2.8","5.8","22","0.16","0.117647059","0.127272727","1.1","0.846153846","0.25","0.192307692","0.14","0.107692308","0.15","0.115384615","22.72727273","48.27586207","76.92307692","27.13414634","0.759756098","1.13960114","1.481481481","3.988603989","5.185185185","4.273504274","5.555555556","1.082273643","1.406955736","8.262108262","10.74074074"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00063","","","","26","14","1","1","5","14","13","2","13","0.3","1.3","3.5","8","5","5","3","","","","","","","","","","","1.6","5.1","15","0.15","0.1","0.106666667","1.071428571","0.576923077","0.142857143","0.076923077","0.114285714","0.061538462","0.25","0.134615385","13.33333333","31.37254902","53.84615385","","","0.427350427","0.793650794","2.279202279","4.232804233","4.985754986","9.259259259","","","7.264957265","13.49206349"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00064","","","","26","4","1","1","3","4","3","0","4","0","0.5","2","6","7","7","5","42.9","9.3","5.15","2.18","1.27","132.539","62.05","1.86","3.1","8.78","0.5","2.5","4","","0.125","0.125","1","0.153846154","0","0","0.125","0.019230769","0.5","0.076923077","0","20","15.38461538","21.67832168","0.108391608","0","0","0.712250712","4.62962963","2.849002849","18.51851852","0.154404001","1.003626004","3.561253561","23.14814815"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00065","","","","26","15","1","1","3","15","5","0","7","0","0.5","2","8","7","5","9","20.9","6.9","4.72","1.84","1.08","98.847","64.98","2.08","3.42","6.67","0.5","2.5","7","","0.071428571","0.071428571","0.466666667","0.269230769","0","0","0.033333333","0.019230769","0.133333333","0.076923077","0","20","57.69230769","33.01435407","0.16507177","0","0","0.712250712","1.234567901","2.849002849","4.938271605","0.235144972","0.407584618","3.561253561","6.172839506"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00066","","","","26","22","1","1","5","22","20","0","40","0","6.9","3","4","5","5","9","29.5","5.6","6.49","2.82","1.48","42.124","32.89","6.36","9.47","25.98","6.9","9.9","40","","0.1725","0.1725","1.818181818","1.538461538","0","0","0.313636364","0.265384615","0.136363636","0.115384615","0","69.6969697","84.61538462","18.98305085","1.309830508","0","0","9.829059829","11.61616162","4.273504274","5.050505051","1.865855425","2.205101866","14.1025641","16.66666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00067","","","","26","21","3","9","5","21","1","0","2","0","0.2","4","6","7","7","7","","","","","","","","","","","0.2","4.2","2","","0.1","0.1","0.095238095","0.076923077","0","0","0.00952381","0.007692308","0.19047619","0.153846154","0","4.761904762","80.76923077","","","0","0","0.284900285","0.352733686","5.698005698","7.054673721","","","5.982905983","7.407407407"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00068","","","","26","23","1","1","5","23","20","10","50","1.7","5.6","7.5","6","5","3","9","28.7","5.6","3.24","1.62","1.04","38.813","69.07","0.5","1.79","7.84","7.3","14.8","60","0.17","0.112","0.121666667","2.608695652","2.307692308","0.434782609","0.384615385","0.317391304","0.280769231","0.326086957","0.288461538","16.66666667","49.32432432","88.46153846","19.51219512","1.424390244","2.421652422","2.737520129","10.3988604","11.75523349","10.68376068","12.07729469","2.029045931","2.293704096","21.08262108","23.83252818"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00069","","","","26","12","1","1","5","12","5","0","6","0","0.7","3","6","5","5","9","19.9","4.6","3.79","1.69","0.97","36.2","61.53","2.47","3.4","12.72","0.7","3.7","6","","0.116666667","0.116666667","0.5","0.230769231","0","0","0.058333333","0.026923077","0.25","0.115384615","0","18.91891892","46.15384615","23.11557789","0.161809045","0","0","0.997150997","2.160493827","4.273504274","9.259259259","0.230497215","0.499410633","5.270655271","11.41975309"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00070","","","","26","17","1","1","7","17","10","0","16","0","3","7.5","9","5","5","5","26.6","9","7.65","2.46","1.55","54.079","56.03","1.16","2.23","13.39","3","10.5","16","","0.1875","0.1875","0.941176471","0.615384615","0","0","0.176470588","0.115384615","0.441176471","0.288461538","0","28.57142857","65.38461538","33.83458647","1.015037594","0","0","4.273504274","6.535947712","10.68376068","16.33986928","1.445922499","2.21141088","14.95726496","22.87581699"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00071","","","","26","22","3","5","7","22","0","0","0","0","0","12","","","","","","","","","","","","","","","0","12","0","","","","0","0","0","0","0","0","0.545454545","0.461538462","","0","84.61538462","","","0","0","0","0","17.09401709","20.2020202","","","17.09401709","20.2020202"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00072","","","","26","22","1","1","5","22","20","0","38","0","4","8","9","5","5","7","49.7","13.4","3.77","2.2","1.33","31.648","55.26","2.04","3.23","15.75","4","12","38","","0.105263158","0.105263158","1.727272727","1.461538462","0","0","0.181818182","0.153846154","0.363636364","0.307692308","0","33.33333333","84.61538462","26.96177062","1.078470825","0","0","5.698005698","6.734006734","11.3960114","13.46801347","1.536283226","1.815607449","17.09401709","20.2020202"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00073","","","","26","22","1","1","5","22","20","0","36","0","2","5.5","8","5","5","5","28.6","5.7","4.83","2.73","1.68","87.934","44.66","3.11","5.21","21.47","2","7.5","36","","0.055555556","0.055555556","1.636363636","1.384615385","0","0","0.090909091","0.076923077","0.25","0.211538462","0","26.66666667","84.61538462","19.93006993","0.398601399","0","0","2.849002849","3.367003367","7.834757835","9.259259259","0.56780826","0.671046126","10.68376068","12.62626263"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00074","","","","26","17","1","1","5","17","17","4","39","1","3","4","9","5","5","5","50.9","17.6","3.49","1.63","1.16","21.525","67.47","1.1","2.48","5.86","4","8","43","0.25","0.076923077","0.093023256","2.529411765","1.653846154","0.235294118","0.153846154","0.235294118","0.153846154","0.235294118","0.153846154","9.302325581","50","65.38461538","34.57760314","1.383104126","1.424501425","2.178649237","5.698005698","8.71459695","5.698005698","8.71459695","1.970233797","3.013298749","11.3960114","17.4291939"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00075","","","","26","18","1","1","5","18","18","0","28","0","2.5","3","6","5","5","9","","","","","","","","","","","2.5","5.5","28","","0.089285714","0.089285714","1.555555556","1.076923077","0","0","0.138888889","0.096153846","0.166666667","0.115384615","0","45.45454545","69.23076923","","","0","0","3.561253561","5.144032922","4.273504274","6.172839506","","","7.834757835","11.31687243"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00076","","","","26","19","1","1","4","19","18","0","43","0","4.5","3","4","5","5","9","32.3","4.6","7.38","3.11","1.74","136.617","34.9","4.11","6.76","26.16","4.5","7.5","43","","0.104651163","0.104651163","2.263157895","1.653846154","0","0","0.236842105","0.173076923","0.157894737","0.115384615","0","60","73.07692308","14.24148607","0.640866873","0","0","6.41025641","8.771929825","4.273504274","5.847953216","0.912915774","1.249253164","10.68376068","14.61988304"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00077","","","","26","26","1","1","5","26","26","20","56","2.5","4.5","5","8","5","3","9","46.1","9.5","3.61","2.03","1.23","106.619","45.04","3.69","5.56","24.22","7","12","76","0.125","0.080357143","0.092105263","2.923076923","2.923076923","0.769230769","0.769230769","0.269230769","0.269230769","0.192307692","0.192307692","26.31578947","58.33333333","100","20.60737527","1.442516269","3.561253561","3.561253561","9.971509972","9.971509972","7.122507123","7.122507123","2.05486648","2.05486648","17.09401709","17.09401709"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00078","","","","26","26","1","1","5","26","20","0","28","0","3","3","2","7","5","9","","","","","","","","","","","3","6","28","","0.107142857","0.107142857","1.076923077","1.076923077","0","0","0.115384615","0.115384615","0.115384615","0.115384615","0","50","100","","","0","0","4.273504274","4.273504274","4.273504274","4.273504274","","","8.547008547","8.547008547"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00079","","","","26","13","1","1","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00080","","","","26","17","1","1","5","17","17","0","34","0","3.5","2","4","5","5","9","21.3","2.9","5.83","3.25","1.91","53.562","18.21","8.65","12.63","33.15","3.5","5.5","34","","0.102941176","0.102941176","2","1.307692308","0","0","0.205882353","0.134615385","0.117647059","0.076923077","0","63.63636364","65.38461538","13.61502347","0.476525822","0","0","4.985754986","7.625272331","2.849002849","4.357298475","0.678811712","1.038182618","7.834757835","11.98257081"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00081","","","","26","20","1","1","5","20","20","0","21","0","2","2.5","6","5","5","9","44.9","10.4","4.24","2.38","1.44","58.269","47.65","2.46","4.25","22.89","2","4.5","21","","0.095238095","0.095238095","1.05","0.807692308","0","0","0.1","0.076923077","0.125","0.096153846","0","44.44444444","76.92307692","23.16258352","0.46325167","0","0","2.849002849","3.703703704","3.561253561","4.62962963","0.659902664","0.857873464","6.41025641","8.333333333"
