"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00125","","","","26","19","1","13","13","12","40","1.5","3.8","12.5","49.1","14.8","7","5","3","5","5.24","1.85","1.63","105.36","84.66","25.64","56.23","3.4","6.04","11.75","5.3","17.8","52","0.125","0.095","0.101923077","4","2","0.923076923","0.461538462","0.407692308","0.203846154","0.961538462","0.480769231","23.07692308","29.7752809","50","30.14256619","1.597556008","2.136752137","4.273504274","7.54985755","15.0997151","17.80626781","35.61253561","2.275720809","4.551441619","25.35612536","50.71225071"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00126","","","","26","26","1","21","21","17","90","3.2","11.5","25","","","6","6","4","4","","","","","","","","","","","14.7","39.7","107","0.188235294","0.127777778","0.137383178","5.095238095","4.115384615","0.80952381","0.653846154","0.7","0.565384615","1.19047619","0.961538462","15.88785047","37.02770781","80.76923077","","","4.558404558","5.643738977","20.94017094","25.92592593","35.61253561","44.09171076","","","56.55270655","70.01763668"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00127","","","","26","22","1","18","18","20","56","4.2","8.9","18.5","51","14.2","6","6","2","2","5.24","2.05","1.63","150.66","94.65","41.94","60.26","2.61","4.96","8.5","13.1","31.6","76","0.21","0.158928571","0.172368421","4.222222222","2.923076923","1.111111111","0.769230769","0.727777778","0.503846154","1.027777778","0.711538462","26.31578947","41.4556962","69.23076923","27.84313725","3.64745098","5.982905983","8.641975309","18.66096866","26.95473251","26.35327635","38.06584362","5.195799117","7.50504317","45.01424501","65.02057613"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00128","","","","26","25","2","22","22","4","172","1.2","8.6","21.5","50.3","11.1","6","5","4","3","4.82","2.07","1.73","123.75","131.68","30.97","50.25","3.14","5.83","18.65","9.8","31.3","176","0.3","0.05","0.055681818","8","6.769230769","0.181818182","0.153846154","0.445454545","0.376923077","0.977272727","0.826923077","2.272727273","31.30990415","84.61538462","22.06759443","2.162624254","1.709401709","2.02020202","13.96011396","16.4983165","30.62678063","36.1952862","3.080661331","3.640781573","44.58689459","52.69360269"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00129","","","","26","22","1","16","16","5","45","0.8","8.2","18.8","51","13.1","6","6","3","4","6.01","2.14","1.53","16.92","61.14","21.98","55.75","2.25","4.28","13.6","9","27.8","50","0.16","0.182222222","0.18","3.125","1.923076923","0.3125","0.192307692","0.5625","0.346153846","1.175","0.723076923","10","32.37410072","61.53846154","25.68627451","2.311764706","1.13960114","1.851851852","12.82051282","20.83333333","26.78062678","43.51851852","3.293112117","5.35130719","39.6011396","64.35185185"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00130","","","","26","8","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00131","","","","26","20","1","15","15","5","30","1.3","5.3","26.8","50.4","15.9","6","6","2","3","4.58","1.35","1.48","123.51","66.27","8.24","71.16","1.63","3.39","1.16","6.6","33.4","35","0.26","0.176666667","0.188571429","2.333333333","1.346153846","0.333333333","0.192307692","0.44","0.253846154","1.786666667","1.030769231","14.28571429","19.76047904","57.69230769","31.54761905","2.082142857","1.851851852","3.209876543","9.401709402","16.2962963","38.17663818","66.17283951","2.966015466","5.141093474","47.57834758","82.4691358"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00132","","","","26","22","2","16","16","15","120","2.8","22.5","13.5","","","6","6","2","5","","","","","","","","","","","25.3","38.8","135","0.186666667","0.1875","0.187407407","8.4375","5.192307692","0.9375","0.576923077","1.58125","0.973076923","0.84375","0.519230769","11.11111111","65.20618557","61.53846154","","","3.988603989","6.481481481","36.03988604","58.56481481","19.23076923","31.25","","","55.27065527","89.81481481"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00133","","","","26","22","1","18","18","48","109","5.6","11","15.5","46.5","13.5","5","5","3","5","4.48","1.67","1.52","68.41","76.2","5.64","64.33","2.11","3.95","6.17","16.6","32.1","157","0.116666667","0.100917431","0.105732484","8.722222222","6.038461538","2.666666667","1.846153846","0.922222222","0.638461538","0.861111111","0.596153846","30.57324841","51.71339564","69.23076923","29.03225806","4.819354839","7.977207977","11.52263374","23.64672365","34.1563786","22.07977208","31.89300412","6.865177833","9.916367981","45.72649573","66.04938272"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00134","","","","26","23","1","13","13","24","110","3.2","7","16.5","","","5","4","1","2","","","","","","","","","","","10.2","26.7","134","0.133333333","0.063636364","0.076119403","10.30769231","5.153846154","1.846153846","0.923076923","0.784615385","0.392307692","1.269230769","0.634615385","17.91044776","38.20224719","50","","","4.558404558","9.116809117","14.52991453","29.05982906","23.5042735","47.00854701","","","38.03418803","76.06837607"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00135","","","","26","24","1","19","19","8","43","1.8","6","18","50.8","13.2","5","5","2","3","3.18","1.93","1.66","190.88","118.74","37.23","54.53","4.01","6.26","12.22","7.8","25.8","51","0.225","0.139534884","0.152941176","2.684210526","1.961538462","0.421052632","0.307692308","0.410526316","0.3","0.947368421","0.692307692","15.68627451","30.23255814","73.07692308","25.98425197","2.026771654","2.564102564","3.50877193","11.11111111","15.20467836","25.64102564","35.0877193","2.887139108","3.950821937","36.75213675","50.29239766"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00136","","","","26","25","1","20","5","5","12","0.6","2","5.5","48.2","17.8","4","4","3","3","5.96","1.69","1.6","152.56","86.14","46.4","67.21","1.46","3.73","4.87","2.6","8.1","17","0.12","0.166666667","0.152941176","0.85","0.653846154","0.25","0.192307692","0.13","0.1","0.275","0.211538462","29.41176471","32.09876543","76.92307692","36.92946058","0.960165975","0.854700855","1.111111111","3.703703704","4.814814815","7.834757835","10.18518519","1.367757799","1.778085139","11.53846154","15"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00137","","","","26","23","1","19","9","0","10","0","1.4","7.5","44.2","7.4","4","3","3","3","5.73","2.74","2.05","287.4","192.63","54.29","31.62","7.9","12.82","24.31","1.4","8.9","10","","0.14","0.14","0.526315789","0.384615385","0","0","0.073684211","0.053846154","0.394736842","0.288461538","0","15.73033708","73.07692308","16.74208145","0.23438914","0","0","1.994301994","2.729044834","10.68376068","14.61988304","0.333887664","0.456898909","12.67806268","17.34892788"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00138","","","","26","22","1","20","20","5","164","1.1","9.5","18.5","50.7","14.9","4","4","3","5","4.75","1.86","1.49","112.38","88.56","32.32","61.15","2.64","4.85","8.05","10.6","29.1","169","0.22","0.057926829","0.062721893","8.45","6.5","0.25","0.192307692","0.53","0.407692308","0.925","0.711538462","2.958579882","36.42611684","76.92307692","29.38856016","3.115187377","1.566951567","2.037037037","15.0997151","19.62962963","26.35327635","34.25925926","4.437588856","5.768865512","41.45299145","53.88888889"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00139","","","","26","25","1","16","16","6","124","","10.5","15.2","37.2","7.1","5","4","3","4","3.88","1.52","1.33","91.03","78.42","97.39","59.21","2.62","4.6","13.58","","","130","","0.084677419","","8.125","5","0.375","0.230769231","","","0.95","0.584615385","4.615384615","","61.53846154","19.08602151","","","","","","21.65242165","35.18518519","","","",""
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00140","","","","26","20","2","15","15","14","39","2.1","3","16.5","30.1","9.1","5","4","5","4","3.87","1.54","1.55","90.16","51.71","17.75","65.12","3.65","5.75","3.99","5.1","21.6","53","0.15","0.076923077","0.096226415","3.533333333","2.038461538","0.933333333","0.538461538","0.34","0.196153846","1.1","0.634615385","26.41509434","23.61111111","57.69230769","30.23255814","1.541860465","2.991452991","5.185185185","7.264957265","12.59259259","23.5042735","40.74074074","2.196382429","3.807062877","30.76923077","53.33333333"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00141","","","","26","18","3","12","10","50","110","4","3.9","12.5","51","13.4","5","5","3","3","4.56","1.86","1.53","119.16","92.76","38.55","61.13","2.98","5.03","8.88","7.9","20.4","160","0.08","0.035454545","0.049375","13.33333333","6.153846154","4.166666667","1.923076923","0.658333333","0.303846154","1.041666667","0.480769231","31.25","38.7254902","46.15384615","26.2745098","2.075686275","5.698005698","12.34567901","11.25356125","24.38271605","17.80626781","38.58024691","2.956818055","6.406439119","29.05982906","62.96296296"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00142","","","","26","22","2","18","18","3","35","0.4","19.5","18.5","50","13.9","6","6","4","8","4.7","1.84","1.74","207.59","112.22","25.53","60.85","2.76","4.82","7.84","19.9","38.4","38","0.133333333","0.557142857","0.523684211","2.111111111","1.461538462","0.166666667","0.115384615","1.105555556","0.765384615","1.027777778","0.711538462","7.894736842","51.82291667","69.23076923","27.8","5.5322","0.56980057","0.823045267","28.34757835","40.94650206","26.35327635","38.06584362","7.880626781","11.38312757","54.7008547","79.01234568"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00143","","","","26","26","1","22","22","3","38","0.3","12.5","16.5","50.5","15.7","7","6","3","6","6.03","2.06","1.74","52.24","86.1","16.04","63.98","1.73","3.72","6.82","12.8","29.3","41","0.1","0.328947368","0.312195122","1.863636364","1.576923077","0.136363636","0.115384615","0.581818182","0.492307692","0.75","0.634615385","7.317073171","43.68600683","84.61538462","31.08910891","3.979405941","0.427350427","0.505050505","18.23361823","21.54882155","23.5042735","27.77777778","5.668669431","6.6993366","41.73789174","49.32659933"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00144","","","","26","20","1","16","12","8","25","1.3","5.8","9.8","50.4","10.5","6","5","4","6","7.67","2.79","2.11","251.68","178.15","43.6","47.96","2.83","5.67","17.24","7.1","16.9","33","0.1625","0.232","0.215151515","2.0625","1.269230769","0.5","0.307692308","0.44375","0.273076923","0.6125","0.376923077","24.24242424","42.01183432","61.53846154","20.83333333","1.479166667","1.851851852","3.009259259","10.11396011","16.43518519","13.96011396","22.68518519","2.107075024","3.423996914","24.07407407","39.12037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00145","","","","26","18","1","12","12","6","25","1.4","5.2","9.8","50.5","16.1","7","6","3","4","7.6","2.53","1.89","93.77","105.07","28.52","60.24","2.24","4.61","4.95","6.6","16.4","31","0.233333333","0.208","0.212903226","2.583333333","1.192307692","0.5","0.230769231","0.55","0.253846154","0.816666667","0.376923077","19.35483871","40.24390244","46.15384615","31.88118812","2.104158416","1.994301994","4.320987654","9.401709402","20.37037037","13.96011396","30.24691358","2.997376661","6.494316098","23.36182336","50.61728395"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00146","","","","26","21","1","17","17","24","66","5.2","8.2","12.5","50.7","15","6","5","2","3","4.84","1.35","1.45","77.83","72.23","","64.3","2.83","4.67","5.53","13.4","25.9","90","0.216666667","0.124242424","0.148888889","5.294117647","3.461538462","1.411764706","0.923076923","0.788235294","0.515384615","0.735294118","0.480769231","26.66666667","51.73745174","65.38461538","29.58579882","3.964497041","7.407407407","11.32897603","19.08831909","29.19389978","17.80626781","27.23311547","5.647431683","8.637248456","36.89458689","56.42701525"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00147","","","","26","21","1","19","19","25","57","1.9","4.6","20","50","12.5","5","4","2","3","6.33","2.3","1.64","92.97","113.51","33.22","46.65","4.53","7.44","18.18","6.5","26.5","82","0.076","0.080701754","0.079268293","4.315789474","3.153846154","1.315789474","0.961538462","0.342105263","0.25","1.052631579","0.769230769","30.48780488","24.52830189","73.07692308","25","1.625","2.706552707","3.703703704","9.259259259","12.6705653","28.49002849","38.98635478","2.314814815","3.167641326","37.74928775","51.65692008"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00148","","","","26","20","1","14","14","33","138","3.9","11","9.5","50.5","9.2","7","5","3","3","6.22","2.59","1.67","106.19","134.12","49.87","41.24","8.52","13.37","14.01","14.9","24.4","171","0.118181818","0.079710145","0.087134503","12.21428571","6.576923077","2.357142857","1.269230769","1.064285714","0.573076923","0.678571429","0.365384615","19.29824561","61.06557377","53.84615385","18.21782178","2.714455446","5.555555556","10.31746032","21.22507123","39.41798942","13.53276353","25.13227513","3.866745649","7.181099062","34.75783476","64.55026455"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00149","","","","26","26","1","15","14","23","99","4.5","7.9","12.5","44.9","11","7","5","2","3","4.3","1.86","1.45","65.32","86.61","42.22","47.45","4.77","7.88","18.58","12.4","24.9","122","0.195652174","0.07979798","0.101639344","8.133333333","4.692307692","1.533333333","0.884615385","0.826666667","0.476923077","0.833333333","0.480769231","18.85245902","49.79919679","57.69230769","24.49888641","3.037861915","6.41025641","11.11111111","17.66381766","30.61728395","17.80626781","30.86419753","4.327438626","7.500893618","35.47008547","61.48148148"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00150","","","","26","21","1","14","14","5","64","2","16.5","10.5","50.2","12.1","5","6","2","2","5.32","2.04","1.63","95.66","105.9","27.27","53.77","3.93","6.78","13.96","18.5","29","69","0.4","0.2578125","0.268115942","4.928571429","2.653846154","0.357142857","0.192307692","1.321428571","0.711538462","0.75","0.403846154","7.246376812","63.79310345","53.84615385","24.10358566","4.459163347","2.849002849","5.291005291","26.35327635","48.94179894","14.95726496","27.77777778","6.352084539","11.79672843","41.31054131","76.71957672"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00151","","","","26","25","1","18","18","27","93","6.7","12","12","50.7","9.3","6","6","3","4","7.26","2.86","2.29","184.51","203.19","52.47","34.58","4.26","7.82","28.72","18.7","30.7","120","0.248148148","0.129032258","0.155833333","6.666666667","4.615384615","1.5","1.038461538","1.038888889","0.719230769","0.666666667","0.461538462","22.5","60.91205212","69.23076923","18.34319527","3.430177515","9.544159544","13.78600823","26.63817664","38.47736626","17.09401709","24.69135802","4.886292756","7.057978425","43.73219373","63.16872428"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00152","","","","26","24","1","7","6","9","32","1","2.9","6.5","50.7","17.4","6","4","2","3","4.53","1.72","1.4","100.73","63.6","31.62","65.06","2.55","4.58","4.5","3.9","10.4","41","0.111111111","0.090625","0.095121951","5.857142857","1.576923077","1.285714286","0.346153846","0.557142857","0.15","0.928571429","0.25","21.95121951","37.5","26.92307692","34.31952663","1.338461538","1.424501425","5.291005291","5.555555556","20.63492063","9.259259259","34.39153439","1.906640368","7.081807082","14.81481481","55.02645503"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00153","","","","26","20","1","13","13","10","50","2.9","10.5","17","50.9","12","7","5","2","4","6.31","2.44","1.78","186.26","168.08","35.14","35.68","9.06","14.06","18.33","13.4","30.4","60","0.29","0.21","0.223333333","4.615384615","2.307692308","0.769230769","0.384615385","1.030769231","0.515384615","1.307692308","0.653846154","16.66666667","44.07894737","50","23.57563851","3.15913556","4.131054131","8.262108262","19.08831909","38.17663818","24.21652422","48.43304843","4.500193105","9.000386211","43.3048433","86.60968661"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00154","","","","26","19","1","13","13","0","20","0","2.5","2","50.8","12","5","4","5","2","3.96","1.56","1.29","36.88","53.33","9.16","60.69","3.67","5.91","10.01","2.5","4.5","20","","0.125","0.125","1.538461538","0.769230769","0","0","0.192307692","0.096153846","0.153846154","0.076923077","0","55.55555556","50","23.62204724","0.590551181","0","0","3.561253561","7.122507123","2.849002849","5.698005698","0.841240999","1.682481997","6.41025641","12.82051282"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00155","","","","26","18","1","10","4","0","15","0","1.8","1","","","4","3","3","3","","","","","","","","","","","1.8","2.8","15","","0.12","0.12","1.5","0.576923077","0","0","0.18","0.069230769","0.1","0.038461538","0","64.28571429","38.46153846","","","0","0","2.564102564","6.666666667","1.424501425","3.703703704","","","3.988603989","10.37037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00156","","","","26","26","1","23","3","10","124","2","10.5","16.5","50.4","15","6","4","2","2","5.06","1.84","1.57","125.04","96.2","51.35","59.89","2.23","4.5","12.35","12.5","29","134","0.2","0.084677419","0.093283582","5.826086957","5.153846154","0.434782609","0.384615385","0.543478261","0.480769231","0.717391304","0.634615385","7.462686567","43.10344828","88.46153846","29.76190476","3.720238095","2.849002849","3.220611916","17.80626781","20.12882448","23.5042735","26.57004831","5.299484466","5.99072157","41.31054131","46.69887279"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00157","","","","26","25","1","20","17","30","59","2","4.5","8.2","","","6","5","2","3","","","","","","","","","","","6.5","14.7","89","0.066666667","0.076271186","0.073033708","4.45","3.423076923","1.5","1.153846154","0.325","0.25","0.41","0.315384615","33.70786517","44.21768707","76.92307692","","","2.849002849","3.703703704","9.259259259","12.03703704","11.68091168","15.18518519","","","20.94017094","27.22222222"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00158","","","","26","22","1","19","19","14","60","1.8","10","17","50.4","14.9","6","4","4","5","6.28","1.81","1.62","52.15","100.99","69.16","59.73","2.48","5.02","8.68","11.8","28.8","74","0.128571429","0.166666667","0.159459459","3.894736842","2.846153846","0.736842105","0.538461538","0.621052632","0.453846154","0.894736842","0.653846154","18.91891892","40.97222222","73.07692308","29.56349206","3.488492063","2.564102564","3.50877193","16.80911681","23.00194932","24.21652422","33.13840156","4.969361914","6.800179461","41.02564103","56.14035088"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00159","","","","26","20","1","15","8","6","33","1.2","2.1","18","50.9","9.7","5","5","2","2","4.14","1.8","1.44","49.88","96.68","35.42","37.88","6.26","9.98","27.3","3.3","21.3","39","0.2","0.063636364","0.084615385","2.6","1.5","0.4","0.230769231","0.22","0.126923077","1.2","0.692307692","15.38461538","15.49295775","57.69230769","19.05697446","0.628880157","1.709401709","2.962962963","4.700854701","8.148148148","25.64102564","44.44444444","0.89584068","1.552790512","30.34188034","52.59259259"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00160","","","","26","22","1","19","14","17","61","0.6","5","16","","","5","3","3","4","","","","","","","","","","","5.6","21.6","78","0.035294118","0.081967213","0.071794872","4.105263158","3","0.894736842","0.653846154","0.294736842","0.215384615","0.842105263","0.615384615","21.79487179","25.92592593","73.07692308","","","0.854700855","1.169590643","7.977207977","10.91617934","22.79202279","31.18908382","","","30.76923077","42.10526316"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00161","","","","26","18","1","14","13","11","41","3.5","7.4","16","50.6","12.1","7","5","3","5","4.75","1.96","1.52","81.22","94.89","34.49","56.19","4.08","6.99","11.03","10.9","26.9","52","0.318181818","0.180487805","0.209615385","3.714285714","2","0.785714286","0.423076923","0.778571429","0.419230769","1.142857143","0.615384615","21.15384615","40.5204461","53.84615385","23.91304348","2.606521739","4.985754986","9.259259259","15.52706553","28.83597884","22.79202279","42.32804233","3.71299393","6.895560156","38.31908832","71.16402116"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00162","","","","26","16","1","11","11","4","86","0.8","8.5","7.8","35","9.2","6","5","6","6","6.14","2.54","1.97","223.14","166.23","53.4","50.88","2.74","5.92","15.36","9.3","17.1","90","0.2","0.098837209","0.103333333","8.181818182","3.461538462","0.363636364","0.153846154","0.845454545","0.357692308","0.709090909","0.3","4.444444444","54.38596491","42.30769231","26.28571429","2.444571429","1.13960114","2.693602694","13.24786325","31.31313131","11.11111111","26.26262626","3.482295482","8.230880231","24.35897436","57.57575758"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00163","","","","26","19","3","14","14","0","74","0","4.2","4.8","50.4","8.7","4","3","4","4","5.05","1.94","1.46","71.67","99.37","14.54","35.98","9.79","14.52","20.15","4.2","9","74","","0.056756757","0.056756757","5.285714286","2.846153846","0","0","0.3","0.161538462","0.342857143","0.184615385","0","46.66666667","53.84615385","17.26190476","0.725","0","0","5.982905983","11.11111111","6.837606838","12.6984127","1.032763533","1.917989418","12.82051282","23.80952381"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00164","","","","26","21","1","16","13","0","40","0","3.2","7.2","50.8","10.3","6","4","5","8","8.62","2.7","2.16","49.06","129.09","32.83","40.51","3.68","7.34","22.75","3.2","10.4","40","","0.08","0.08","2.5","1.538461538","0","0","0.2","0.123076923","0.45","0.276923077","0","30.76923077","61.53846154","20.27559055","0.648818898","0","0","4.558404558","7.407407407","10.25641026","16.66666667","0.924243444","1.501895596","14.81481481","24.07407407"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00165","","","","26","26","1","21","21","1","58","0.3","4.8","30","50.8","7.6","6","5","3","3","5.8","2.8","2.02","367.51","247.34","26.63","37.97","10.73","17","13","5.1","35.1","59","0.3","0.082758621","0.086440678","2.80952381","2.269230769","0.047619048","0.038461538","0.242857143","0.196153846","1.428571429","1.153846154","1.694915254","14.52991453","80.76923077","14.96062992","0.762992126","0.427350427","0.529100529","7.264957265","8.994708995","42.73504274","52.91005291","1.08688337","1.345665125","50","61.9047619"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00166","","","","26","17","3","12","8","2","40","0.9","4.7","18","","","6","5","3","3","","","","","","","","","","","5.6","23.6","42","0.45","0.1175","0.133333333","3.5","1.615384615","0.166666667","0.076923077","0.466666667","0.215384615","1.5","0.692307692","4.761904762","23.72881356","46.15384615","","","1.282051282","2.777777778","7.977207977","17.28395062","25.64102564","55.55555556","","","33.61823362","72.83950617"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00167","","","","26","22","1","12","12","0","56","0","4.3","7.5","21.2","3.5","4","4","5","7","4.34","2.4","1.66","162.3","180.95","36.95","27","6.26","9.61","31.57","4.3","11.8","56","","0.076785714","0.076785714","4.666666667","2.153846154","0","0","0.358333333","0.165384615","0.625","0.288461538","0","36.44067797","46.15384615","16.50943396","0.70990566","0","0","6.125356125","13.27160494","10.68376068","23.14814815","1.011261624","2.191066853","16.80911681","36.41975309"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00168","","","","26","21","1","18","18","8","50","1.9","13.5","15","50.8","11","6","6","4","8","3.54","1.61","1.31","62.63","83.71","33.14","43.25","5.68","9.09","24.12","15.4","30.4","58","0.2375","0.27","0.265517241","3.222222222","2.230769231","0.444444444","0.307692308","0.855555556","0.592307692","0.833333333","0.576923077","13.79310345","50.65789474","69.23076923","21.65354331","3.334645669","2.706552707","3.909465021","21.93732194","31.6872428","21.36752137","30.86419753","4.750207506","6.861410842","43.3048433","62.55144033"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00169","","","","26","25","1","20","20","6","50","1","10.5","14","50.6","11.1","6","4","2","6","5.36","1.94","1.55","36.19","80.3","31.71","47.16","6.35","9.73","14.42","11.5","25.5","56","0.166666667","0.21","0.205357143","2.8","2.153846154","0.3","0.230769231","0.575","0.442307692","0.7","0.538461538","10.71428571","45.09803922","76.92307692","21.93675889","2.522727273","1.424501425","1.851851852","16.38176638","21.2962963","19.94301994","25.92592593","3.593628594","4.671717172","36.32478632","47.22222222"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00170","","","","26","24","1","18","18","5","108","0.8","7.5","5","","","5","5","4","6","","","","","","","","","","","8.3","13.3","113","0.16","0.069444444","0.073451327","6.277777778","4.346153846","0.277777778","0.192307692","0.461111111","0.319230769","0.277777778","0.192307692","4.424778761","62.40601504","69.23076923","","","1.13960114","1.646090535","11.82336182","17.0781893","7.122507123","10.28806584","","","18.94586895","27.36625514"
