"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00042","","","","90","32","23","4","23","0.5","4.2","28.8","1","9","33.33","2.08","62.96","1.42","9.83","4.7","33.5","27","0.125","0.182608696","0.174074074","0.84375","0.3","0.125","0.044444444","0.146875","0.052222222","0.9","0.32","14.81481481","14.02985075","35.55555556","1.56651","0.205761317","0.578703704","1.934156379","5.439814815","11.85185185","33.33333333","0.644654321","1.813090278","13.78600823","38.77314815"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00027","","","","90","38","16","9","23","2.2","0.8","30.6","3","5","31.45","2","64.71","1.31","11.43","3","33.6","32","0.244444444","0.034782609","0.09375","0.842105263","0.355555556","0.236842105","0.1","0.078947368","0.033333333","0.805263158","0.34","28.125","8.928571429","42.22222222","0.9435","0.905349794","2.144249513","1.234567901","2.923976608","12.59259259","29.8245614","0.388271605","0.919590643","13.82716049","32.74853801"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00048","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00016","","","","90","47","28","130","170","12.4","5.5","32.1","1","5","34.3","2.19","62.34","1.47","4.15","17.9","50","300","0.095384615","0.032352941","0.059666667","6.382978723","3.333333333","2.765957447","1.444444444","0.380851064","0.198888889","0.682978723","0.356666667","43.33333333","35.8","52.22222222","6.1397","5.102880658","9.771473601","7.366255144","14.10559496","13.20987654","25.29550827","2.526625514","4.83821907","20.57613169","39.40110323"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00036","","","","90","34","34","42","150","4","3.7","27","1","5","28.35","1.84","66.85","1.3","10.31","7.7","34.7","192","0.095238095","0.024666667","0.040104167","5.647058824","2.133333333","1.235294118","0.466666667","0.226470588","0.085555556","0.794117647","0.3","21.875","22.19020173","37.77777778","2.18295","1.646090535","4.357298475","3.16872428","8.387799564","11.11111111","29.41176471","0.898333333","2.377941176","14.27983539","37.79956427"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00014","","","","90","33","33","57","56","14.8","3.3","33.6","1","1","25.45","2.1","59.13","1.37","26.09","18.1","51.7","113","0.259649123","0.058928571","0.160176991","3.424242424","1.255555556","1.727272727","0.633333333","0.548484848","0.201111111","1.018181818","0.373333333","50.44247788","35.00967118","36.66666667","4.60645","6.090534979","16.61054994","7.448559671","20.31425365","13.82716049","37.71043771","1.895658436","5.169977553","21.27572016","58.02469136"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00050","","","","90","30","30","79","100","17.1","3.3","36.3","3","3","24.61","2.73","56.34","1.78","30.6","20.4","56.7","179","0.216455696","0.033","0.11396648","5.966666667","1.988888889","2.633333333","0.877777778","0.68","0.226666667","1.21","0.403333333","44.13407821","35.97883598","33.33333333","5.02044","7.037037037","21.11111111","8.395061728","25.18518519","14.9382716","44.81481481","2.066024691","6.198074074","23.33333333","70"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00004","","","","90","45","36","332","110","8.9","10.7","46.3","1","3","24.32","2.29","58.04","1.38","11.14","19.6","65.9","442","0.026807229","0.097272727","0.044343891","9.822222222","4.911111111","7.377777778","3.688888889","0.435555556","0.217777778","1.028888889","0.514444444","75.11312217","29.74203338","50","4.76672","3.66255144","7.325102881","8.065843621","16.13168724","19.05349794","38.10699588","1.961613169","3.923226337","27.11934156","54.23868313"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00037","","","","90","37","22","90","89","3.5","1.7","27.2","1","9","28.18","2.33","58.42","1.49","20.25","5.2","32.4","179","0.038888889","0.019101124","0.029050279","4.837837838","1.988888889","2.432432432","1","0.140540541","0.057777778","0.735135135","0.302222222","50.27932961","16.04938272","41.11111111","1.46536","1.440329218","3.503503504","2.139917695","5.205205205","11.19341564","27.22722723","0.603028807","1.466826827","13.33333333","32.43243243"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00032","","","","90","48","9","6","18","1","0.5","56.4","1","7","35.31","1.76","65.57","1.28","0","1.5","57.9","24","0.166666667","0.027777778","0.0625","0.5","0.266666667","0.125","0.066666667","0.03125","0.016666667","1.175","0.626666667","25","2.590673575","53.33333333","0.52965","0.411522634","0.771604938","0.617283951","1.157407407","23.20987654","43.51851852","0.217962963","0.408680556","23.82716049","44.67592593"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00055","","","","90","39","6","5","3","0.5","0.06","44.3","1","7","34.39","2.1","67.3","1.35","0","0.56","44.86","8","0.1","0.02","0.07","0.205128205","0.088888889","0.128205128","0.055555556","0.014358974","0.006222222","1.135897436","0.492222222","62.5","1.248328132","43.33333333","0.192584","0.205761317","0.474833808","0.230452675","0.531813865","18.23045267","42.0702754","0.079252675","0.182890788","18.46090535","42.60208927"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00022","","","","90","29","22","25","43","2.3","1.2","29.7","3","5","29.44","2.33","60.36","1.43","35.57","3.5","33.2","68","0.092","0.027906977","0.051470588","2.344827586","0.755555556","0.862068966","0.277777778","0.120689655","0.038888889","1.024137931","0.33","36.76470588","10.54216867","32.22222222","1.0304","0.946502058","2.937420179","1.440329218","4.469987229","12.22222222","37.93103448","0.424032922","1.31596424","13.66255144","42.40102171"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00044","","","","90","42","19","20","15","3.9","0.4","51.1","5","5","28.56","1.88","65.23","1.25","32.14","4.3","55.4","35","0.195","0.026666667","0.122857143","0.833333333","0.388888889","0.476190476","0.222222222","0.102380952","0.047777778","1.216666667","0.567777778","57.14285714","7.761732852","46.66666667","1.22808","1.604938272","3.439153439","1.769547325","3.791887125","21.02880658","45.0617284","0.505382716","1.082962963","22.79835391","48.85361552"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00026","","","","90","32","30","66","120","4.7","3.7","22","3","7","26.87","2.57","57.41","1.71","31.55","8.4","30.4","186","0.071212121","0.030833333","0.04516129","5.8125","2.066666667","2.0625","0.733333333","0.2625","0.093333333","0.6875","0.244444444","35.48387097","27.63157895","35.55555556","2.25708","1.934156379","5.439814815","3.456790123","9.722222222","9.053497942","25.46296296","0.928839506","2.612361111","12.51028807","35.18518519"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00054","","","","90","44","42","35","215","2.3","5.9","28.1","1","5","23.8","2.67","52.92","1.9","39.99","8.2","36.3","250","0.065714286","0.02744186","0.0328","5.681818182","2.777777778","0.795454545","0.388888889","0.186363636","0.091111111","0.638636364","0.312222222","14","22.58953168","48.88888889","1.9516","0.946502058","1.936026936","3.374485597","6.902356902","11.56378601","23.65319865","0.803127572","1.642760943","14.9382716","30.55555556"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00002","","","","90","50","49","110","268","8.7","6.9","36.2","1","5","32.41","1.74","70.31","1.33","0","15.6","51.8","378","0.079090909","0.025746269","0.041269841","7.56","4.2","2.2","1.222222222","0.312","0.173333333","0.724","0.402222222","29.1005291","30.11583012","55.55555556","5.05596","3.580246914","6.444444444","6.419753086","11.55555556","14.89711934","26.81481481","2.080641975","3.745155556","21.31687243","38.37037037"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00057","","","","90","31","23","24","32","1.4","1.1","23.8","1","7","29.96","1.95","67.43","1.35","0","2.5","26.3","56","0.058333333","0.034375","0.044642857","1.806451613","0.622222222","0.774193548","0.266666667","0.080645161","0.027777778","0.767741935","0.264444444","42.85714286","9.505703422","34.44444444","0.749","0.576131687","1.672640382","1.028806584","2.986857826","9.794238683","28.4348865","0.308230453","0.894862605","10.82304527","31.42174432"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00030","","","","90","37","23","27","72","1.9","1.8","41.1","3","9","30.79","1.66","66.19","1.22","0","3.7","44.8","99","0.07037037","0.025","0.037373737","2.675675676","1.1","0.72972973","0.3","0.1","0.041111111","1.110810811","0.456666667","27.27272727","8.258928571","41.11111111","1.13923","0.781893004","1.901901902","1.522633745","3.703703704","16.91358025","41.14114114","0.46881893","1.14037037","18.43621399","44.84484484"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00047","","","","90","38","8","8","16","0.2","0.4","34.9","1","5","28.81","1.9","64.92","1.27","0","0.6","35.5","24","0.025","0.025","0.025","0.631578947","0.266666667","0.210526316","0.088888889","0.015789474","0.006666667","0.918421053","0.387777778","33.33333333","1.690140845","42.22222222","0.17286","0.082304527","0.194931774","0.24691358","0.584795322","14.36213992","34.01559454","0.071135802","0.168479532","14.6090535","34.60038986"
