"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00135","","","","26","14","3","8","14","6","18","34","2.5","1","16","1","1","1","100.1","34.69","1","3","9","3","3.5","19.5","52","0.138888889","0.029411765","0.067307692","3.714285714","2","1.285714286","0.692307692","0.25","0.134615385","1.142857143","0.615384615","34.61538462","17.94871795","53.84615385","34.65534466","1.212937063","3.561253561","6.613756614","4.985754986","9.259259259","22.79202279","42.32804233","1.727830574","3.208828209","27.77777778","51.58730159"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00136","","","","26","18","1","9","18","17","38","56","9.2","4","16","1","1","1","100.8","34.69","1","5","9","3","13.2","29.2","94","0.242105263","0.071428571","0.140425532","5.222222222","3.615384615","2.111111111","1.461538462","0.733333333","0.507692308","0.888888889","0.615384615","40.42553191","45.20547945","69.23076923","34.41468254","4.542738095","13.10541311","18.93004115","18.8034188","27.16049383","22.79202279","32.9218107","6.471136888","9.347197727","41.5954416","60.08230453"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00137","","","","26","16","1","9","16","15","54","84","11","4.7","13","1","1","1","100.85","36.41","1","3","5","3","15.7","28.7","138","0.203703704","0.055952381","0.113768116","8.625","5.307692308","3.375","2.076923077","0.98125","0.603846154","0.8125","0.5","39.13043478","54.70383275","61.53846154","36.10312345","5.668190382","15.66951567","25.46296296","22.36467236","36.34259259","18.51851852","30.09259259","8.074345273","13.12081107","40.88319088","66.43518519"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00138","","","","26","19","1","9","19","19","48","105","7.6","6","32.5","1","1","1","100.54","38.45","1","3","9","3","13.6","46.1","153","0.158333333","0.057142857","0.088888889","8.052631579","5.884615385","2.526315789","1.846153846","0.715789474","0.523076923","1.710526316","1.25","31.37254902","29.5010846","73.07692308","38.24348518","5.201113984","10.82621083","14.81481481","19.37321937","26.51072125","46.2962963","63.35282651","7.40899428","10.13862375","65.66951567","89.86354776"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00139","","","","26","17","1","8","17","16","50","74","11.5","5","11","1","1","1","100.29","31.32","1","3","9","3","16.5","27.5","124","0.23","0.067567568","0.133064516","7.294117647","4.769230769","2.941176471","1.923076923","0.970588235","0.634615385","0.647058824","0.423076923","40.32258065","60","65.38461538","31.22943464","5.152856716","16.38176638","25.05446623","23.5042735","35.94771242","15.66951567","23.96514161","7.340251732","11.22626735","39.17378917","59.91285403"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00140","","","","26","16","6","7","16","13","20","84","3","2","43.5","7","3","1","100.19","31.54","3","1","9","7","5","48.5","104","0.15","0.023809524","0.048076923","6.5","4","1.25","0.769230769","0.3125","0.192307692","2.71875","1.673076923","19.23076923","10.30927835","61.53846154","31.48018764","1.574009382","4.273504274","6.944444444","7.122507123","11.57407407","61.96581197","100.6944444","2.242178607","3.643540237","69.08831909","112.2685185"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00141","","","","26","15","1","6","15","15","90","51","17.5","2.1","14","1","1","1","100.47","36.48","1","5","9","3","19.6","33.6","141","0.194444444","0.041176471","0.139007092","9.4","5.423076923","6","3.461538462","1.306666667","0.753846154","0.933333333","0.538461538","63.82978723","58.33333333","57.69230769","36.30934607","7.11663183","24.92877493","43.20987654","27.92022792","48.39506173","19.94301994","34.56790123","10.13765218","17.57193045","47.86324786","82.96296296"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00142","","","","26","19","1","8","19","19","41","112","8","5.5","28","1","1","1","100.25","38.11","1","5","9","3","13.5","41.5","153","0.195121951","0.049107143","0.088235294","8.052631579","5.884615385","2.157894737","1.576923077","0.710526316","0.519230769","1.473684211","1.076923077","26.79738562","32.53012048","73.07692308","38.01496259","5.13201995","11.3960114","15.59454191","19.23076923","26.31578947","39.88603989","54.58089669","7.31056973","10.00393752","59.11680912","80.89668616"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00143","","","","26","18","1","7","18","18","52","65","11.5","4.5","12.5","1","1","1","100.82","42.58","1","1","5","7","16","28.5","117","0.221153846","0.069230769","0.136752137","6.5","4.5","2.888888889","2","0.888888889","0.615384615","0.694444444","0.480769231","44.44444444","56.14035088","69.23076923","42.23368379","6.757389407","16.38176638","23.66255144","22.79202279","32.9218107","17.80626781","25.72016461","9.625910836","13.90409343","40.5982906","58.64197531"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00144","","","","26","19","1","8","19","19","68","52","15.4","6","10.5","1","1","1","100.16","36.32","1","1","9","7","21.4","31.9","120","0.226470588","0.115384615","0.178333333","6.315789474","4.615384615","3.578947368","2.615384615","1.126315789","0.823076923","0.552631579","0.403846154","56.66666667","67.0846395","73.07692308","36.26198083","7.760063898","21.93732194","30.01949318","30.48433048","41.71539961","14.95726496","20.46783626","11.05422208","15.12683021","45.44159544","62.18323587"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00145","","","","26","13","5","6","13","10","37","32","7.9","2.2","9.5","1","1","1","100.39","34.11","1","7","9","1","10.1","19.6","69","0.213513514","0.06875","0.146376812","5.307692308","2.653846154","2.846153846","1.423076923","0.776923077","0.388461538","0.730769231","0.365384615","53.62318841","51.53061224","50","33.9774878","3.431726268","11.25356125","22.50712251","14.38746439","28.77492877","13.53276353","27.06552707","4.888498957","9.776997913","27.92022792","55.84045584"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00146","","","","26","16","3","7","16","14","59","58","10","2.5","18.5","1","1","1","100.29","35.89","7","5","9","3","12.5","31","117","0.169491525","0.043103448","0.106837607","7.3125","4.5","3.6875","2.269230769","0.78125","0.480769231","1.15625","0.711538462","50.42735043","40.32258065","61.53846154","35.78621996","4.473277495","14.24501425","23.14814815","17.80626781","28.93518519","26.35327635","42.82407407","6.372190164","10.35480902","44.15954416","71.75925926"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00147","","","","26","17","1","8","17","17","23","48","4.2","2.9","12.5","5","1","1","100.12","35.9","1","3","9","3","7.1","19.6","71","0.182608696","0.060416667","0.1","4.176470588","2.730769231","1.352941176","0.884615385","0.417647059","0.273076923","0.735294118","0.480769231","32.3943662","36.2244898","65.38461538","35.85697163","2.545844986","5.982905983","9.150326797","10.11396011","15.46840959","17.80626781","27.23311547","3.626559809","5.546503238","27.92022792","42.70152505"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00148","","","","26","15","3","7","15","13","24","68","7.5","5.2","10.5","1","1","1","100.46","38.13","1","3","3","7","12.7","23.2","92","0.3125","0.076470588","0.138043478","6.133333333","3.538461538","1.6","0.923076923","0.846666667","0.488461538","0.7","0.403846154","26.08695652","54.74137931","57.69230769","37.95540514","4.820336452","10.68376068","18.51851852","18.09116809","31.35802469","14.95726496","25.92592593","6.866576143","11.90206531","33.04843305","57.28395062"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00149","","","","26","18","4","8","18","17","56","92","19","7","10","1","1","1","100.09","28.4","1","1","9","3","26","36","148","0.339285714","0.076086957","0.175675676","8.222222222","5.692307692","3.111111111","2.153846154","1.444444444","1","0.555555556","0.384615385","37.83783784","72.22222222","69.23076923","28.37446298","7.377360376","27.06552707","39.09465021","37.03703704","53.49794239","14.24501425","20.57613169","10.50906036","15.17975386","51.28205128","74.07407407"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00150","","","","26","17","1","8","17","17","78","14","21","1","10","1","1","1","100.05","27.05","1","3","5","3","22","32","92","0.269230769","0.071428571","0.239130435","5.411764706","3.538461538","4.588235294","3","1.294117647","0.846153846","0.588235294","0.384615385","84.7826087","68.75","65.38461538","27.03648176","5.948025987","29.91452991","45.75163399","31.33903134","47.93028322","14.24501425","21.78649237","8.472971491","12.95866228","45.58404558","69.7167756"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00151","","","","26","13","6","7","13","13","35","94","6.8","4","20.5","1","1","1","100.44","25.81","1","3","7","5","10.8","31.3","129","0.194285714","0.042553191","0.08372093","9.923076923","4.961538462","2.692307692","1.346153846","0.830769231","0.415384615","1.576923077","0.788461538","27.13178295","34.50479233","50","25.69693349","2.775268817","9.686609687","19.37321937","15.38461538","30.76923077","29.2022792","58.4045584","3.953374383","7.906748767","44.58689459","89.17378917"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00152","","","","26","18","2","8","18","16","95","81","3.2","13","17","1","1","1","100.77","36.33","1","3","9","3","16.2","33.2","176","0.033684211","0.160493827","0.092045455","9.777777778","6.769230769","5.277777778","3.653846154","0.9","0.623076923","0.944444444","0.653846154","53.97727273","48.79518072","69.23076923","36.05239655","5.840488241","4.558404558","6.58436214","23.07692308","33.33333333","24.21652422","34.97942387","8.319783818","12.01746552","47.29344729","68.3127572"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00153","","","","26","16","1","7","16","15","60","110","6.5","3.5","17","3","3","1","100.59","36.66","1","5","7","3","10","27","170","0.108333333","0.031818182","0.058823529","10.625","6.538461538","3.75","2.307692308","0.625","0.384615385","1.0625","0.653846154","35.29411765","37.03703704","61.53846154","36.44497465","3.644497465","9.259259259","15.0462963","14.24501425","23.14814815","24.21652422","39.35185185","5.19159183","8.436336724","38.46153846","62.5"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00154","","","","26","10","1","6","10","3","19","38","3","2.5","10","7","9","1","100.32","33.42","5","7","3","7","5.5","15.5","57","0.157894737","0.065789474","0.096491228","5.7","2.192307692","1.9","0.730769231","0.55","0.211538462","1","0.384615385","33.33333333","35.48387097","38.46153846","33.31339713","1.832236842","4.273504274","11.11111111","7.834757835","20.37037037","14.24501425","37.03703704","2.610023992","6.786062378","22.07977208","57.40740741"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00155","","","","26","23","1","9","23","23","78","180","10.5","6","9.9","3","3","1","100.01","36.8","1","7","7","1","16.5","26.4","258","0.134615385","0.033333333","0.063953488","11.2173913","9.923076923","3.391304348","3","0.717391304","0.634615385","0.430434783","0.380769231","30.23255814","62.5","88.46153846","36.79632037","6.071392861","14.95726496","16.90821256","23.5042735","26.57004831","14.1025641","15.94202899","8.648707779","9.776800098","37.60683761","42.51207729"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00156","","","","26","11","1","7","11","11","112","110","18","5.5","16","","","","","","","","","","23.5","39.5","222","0.160714286","0.05","0.105855856","20.18181818","8.538461538","10.18181818","4.307692308","2.136363636","0.903846154","1.454545455","0.615384615","50.45045045","59.49367089","42.30769231","","","25.64102564","60.60606061","33.47578348","79.12457912","22.79202279","53.87205387","","","56.26780627","132.996633"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00157","","","","26","13","1","9","13","13","35","21","8.2","2.1","6.2","3","5","1","100.61","25.49","5","5","7","5","10.3","16.5","56","0.234285714","0.1","0.183928571","4.307692308","2.153846154","2.692307692","1.346153846","0.792307692","0.396153846","0.476923077","0.238461538","62.5","62.42424242","50","25.33545373","2.609551734","11.68091168","23.36182336","14.67236467","29.34472934","8.831908832","17.66381766","3.717310163","7.434620326","23.5042735","47.00854701"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00158","","","","26","18","1","8","18","18","46","224","5","6","12","5","5","1","100.12","38.02","1","2","3","5","11","23","270","0.108695652","0.026785714","0.040740741","15","10.38461538","2.555555556","1.769230769","0.611111111","0.423076923","0.666666667","0.461538462","17.03703704","47.82608696","69.23076923","37.97443068","4.177187375","7.122507123","10.28806584","15.66951567","22.63374486","17.09401709","24.69135802","5.950409366","8.595035751","32.76353276","47.32510288"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00159","","","","26","16","2","7","16","16","56","210","8","9.5","15","5","7","1","100.54","28.06","3","7","1","9","17.5","32.5","266","0.142857143","0.045238095","0.065789474","16.625","10.23076923","3.5","2.153846154","1.09375","0.673076923","0.9375","0.576923077","21.05263158","53.84615385","61.53846154","27.90928983","4.884125721","11.3960114","18.51851852","24.92877493","40.50925926","21.36752137","34.72222222","6.957444047","11.30584658","46.2962963","75.23148148"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00160","","","","26","18","1","8","18","17","32","35","5.1","3","12","7","7","1","100.46","38.01","1","7","7","3","8.1","20.1","67","0.159375","0.085714286","0.120895522","3.722222222","2.576923077","1.777777778","1.230769231","0.45","0.311538462","0.666666667","0.461538462","47.76119403","40.29850746","69.23076923","37.83595461","3.064712323","7.264957265","10.49382716","11.53846154","16.66666667","17.09401709","24.69135802","4.36568707","6.305992435","28.63247863","41.35802469"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00161","","","","26","17","1","8","17","17","70","260","5.5","5.9","11","3","5","1","100.88","31.06","1","3","7","3","11.4","22.4","330","0.078571429","0.022692308","0.034545455","19.41176471","12.69230769","4.117647059","2.692307692","0.670588235","0.438461538","0.647058824","0.423076923","21.21212121","50.89285714","65.38461538","30.7890563","3.509952419","7.834757835","11.98257081","16.23931624","24.83660131","15.66951567","23.96514161","4.99993222","7.646955161","31.90883191","48.80174292"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00162","","","","26","15","3","8","15","13","48","26","12","3","8","3","5","1","100.07","31.51","1","7","5","3","15","23","74","0.25","0.115384615","0.202702703","4.933333333","2.846153846","3.2","1.846153846","1","0.576923077","0.533333333","0.307692308","64.86486486","65.2173913","57.69230769","31.48795843","4.723193764","17.09401709","29.62962963","21.36752137","37.03703704","11.3960114","19.75308642","6.728196246","11.66220683","32.76353276","56.79012346"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00163","","","","26","18","1","9","18","18","45","172","11.5","7","19.5","3","3","1","100.38","37.68","1","3","7","3","18.5","38","217","0.255555556","0.040697674","0.085253456","12.05555556","8.346153846","2.5","1.730769231","1.027777778","0.711538462","1.083333333","0.75","20.73732719","48.68421053","69.23076923","37.53735804","6.944411237","16.38176638","23.66255144","26.35327635","38.06584362","27.77777778","40.12345679","9.8923237","14.28891201","54.13105413","78.18930041"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00164","","","","26","12","4","6","12","10","56","30","8.5","2.4","4.5","5","5","1","100.67","34.35","1","3","3","5","10.9","15.4","86","0.151785714","0.08","0.126744186","7.166666667","3.307692308","4.666666667","2.153846154","0.908333333","0.419230769","0.375","0.173076923","65.11627907","70.77922078","46.15384615","34.12138671","3.719231151","12.10826211","26.2345679","15.52706553","33.64197531","6.41025641","13.88888889","5.298050073","11.47910849","21.93732194","47.5308642"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00165","","","","26","14","1","8","14","13","48","85","11","4.1","9","3","5","1","","","7","7","7","3","15.1","24.1","133","0.229166667","0.048235294","0.113533835","9.5","5.115384615","3.428571429","1.846153846","1.078571429","0.580769231","0.642857143","0.346153846","36.09022556","62.65560166","53.84615385","","","15.66951567","29.1005291","21.50997151","39.94708995","12.82051282","23.80952381","","","34.33048433","63.75661376"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00166","","","","26","14","6","6","14","13","26","49","3.5","1.2","5.5","3","3","1","100.33","32.8","3","3","3","7","4.7","10.2","75","0.134615385","0.024489796","0.062666667","5.357142857","2.884615385","1.857142857","1","0.335714286","0.180769231","0.392857143","0.211538462","34.66666667","46.07843137","53.84615385","32.69211602","1.536529453","4.985754986","9.259259259","6.695156695","12.43386243","7.834757835","14.55026455","2.188788394","4.064892732","14.52991453","26.98412698"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00167","","","","26","23","1","8","23","23","110","111","17","5","27","3","3","1","100.45","39.4","1","1","3","7","22","49","221","0.154545455","0.045045045","0.099547511","9.608695652","8.5","4.782608696","4.230769231","0.956521739","0.846153846","1.173913043","1.038461538","49.77375566","44.89795918","88.46153846","39.22349428","8.629168741","24.21652422","27.37520129","31.33903134","35.42673108","38.46153846","43.47826087","12.29226316","13.89560184","69.8005698","78.90499195"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00168","","","","26","9","5","6","9","9","54","28","10","2","10","3","3","1","100.29","37.02","7","7","7","3","12","22","82","0.185185185","0.071428571","0.146341463","9.111111111","3.153846154","6","2.076923077","1.333333333","0.461538462","1.111111111","0.384615385","65.85365854","54.54545455","34.61538462","36.91295244","4.429554293","14.24501425","41.15226337","17.09401709","49.38271605","14.24501425","41.15226337","6.3099064","18.22861849","31.33903134","90.53497942"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00169","","","","26","13","1","8","13","13","23","69","2.4","2.5","31","7","7","1","100.56","28.85","5","3","7","3","4.9","35.9","92","0.104347826","0.036231884","0.05326087","7.076923077","3.538461538","1.769230769","0.884615385","0.376923077","0.188461538","2.384615385","1.192307692","25","13.64902507","50","28.6893397","1.405777645","3.418803419","6.837606838","6.98005698","13.96011396","44.15954416","88.31908832","2.002532258","4.005064516","51.13960114","102.2792023"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00170","","","","26","12","1","7","12","10","50","63","8.5","3.1","10","5","5","1","100.5","34.51","1","7","7","5","11.6","21.6","113","0.17","0.049206349","0.102654867","9.416666667","4.346153846","4.166666667","1.923076923","0.966666667","0.446153846","0.833333333","0.384615385","44.24778761","53.7037037","46.15384615","34.33830846","3.983243781","12.10826211","26.2345679","16.52421652","35.80246914","14.24501425","30.86419753","5.67413644","12.29396229","30.76923077","66.66666667"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00171","","","","26","20","3","7","20","18","77","156","12","2.5","7","7","7","1","100.28","34.12","5","3","5","5","14.5","21.5","233","0.155844156","0.016025641","0.06223176","11.65","8.961538462","3.85","2.961538462","0.725","0.557692308","0.35","0.269230769","33.0472103","67.44186047","76.92307692","34.02473075","4.933585959","17.09401709","22.22222222","20.65527066","26.85185185","9.971509972","12.96296296","7.027900227","9.136270295","30.62678063","39.81481481"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00172","","","","26","12","1","9","12","12","30","14","3","4.2","44.5","3","3","1","","","1","7","5","3","7.2","51.7","44","0.1","0.3","0.163636364","3.666666667","1.692307692","2.5","1.153846154","0.6","0.276923077","3.708333333","1.711538462","68.18181818","13.92649903","46.15384615","","","4.273504274","9.259259259","10.25641026","22.22222222","63.39031339","137.345679","","","73.64672365","159.5679012"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00173","","","","26","12","1","9","12","10","55","45","7.6","2.5","5","1","5","1","","","1","9","3","5","10.1","15.1","100","0.138181818","0.055555556","0.101","8.333333333","3.846153846","4.583333333","2.115384615","0.841666667","0.388461538","0.416666667","0.192307692","55","66.88741722","46.15384615","","","10.82621083","23.45679012","14.38746439","31.17283951","7.122507123","15.43209877","","","21.50997151","46.60493827"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00174","","","","26","10","1","7","10","9","50","124","4.5","1.2","7.2","5","5","1","100.67","35.84","1","7","5","5","5.7","12.9","174","0.09","0.009677419","0.032758621","17.4","6.692307692","5","1.923076923","0.57","0.219230769","0.72","0.276923077","28.73563218","44.18604651","38.46153846","35.60147015","2.029283799","6.41025641","16.66666667","8.11965812","21.11111111","10.25641026","26.66666667","2.890717662","7.515865921","18.37606838","47.77777778"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00175","","","","26","18","1","7","18","18","20","105","19.5","4","18","3","5","1","100.85","32.17","5","5","3","7","23.5","41.5","125","0.975","0.038095238","0.188","6.944444444","4.807692308","1.111111111","0.769230769","1.305555556","0.903846154","1","0.692307692","16","56.62650602","69.23076923","31.89885969","7.496232028","27.77777778","40.12345679","33.47578348","48.35390947","25.64102564","37.03703704","10.6783932","15.42434574","59.11680912","85.3909465"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00176","","","","26","16","3","8","16","15","55","56","8","2.5","10","3","3","1","","","1","7","3","5","10.5","20.5","111","0.145454545","0.044642857","0.094594595","6.9375","4.269230769","3.4375","2.115384615","0.65625","0.403846154","0.625","0.384615385","49.54954955","51.2195122","61.53846154","","","11.3960114","18.51851852","14.95726496","24.30555556","14.24501425","23.14814815","","","29.2022792","47.4537037"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00177","","","","26","14","5","8","14","1","40","88","8.9","6","7","3","5","1","100.83","36.34","3","7","7","3","14.9","21.9","128","0.2225","0.068181818","0.11640625","9.142857143","4.923076923","2.857142857","1.538461538","1.064285714","0.573076923","0.5","0.269230769","31.25","68.03652968","53.84615385","36.04086085","5.370088267","12.67806268","23.54497354","21.22507123","39.41798942","9.971509972","18.51851852","7.649698387","14.20658272","31.1965812","57.93650794"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00178","","","","26","21","1","8","21","21","56","242","7","9","19","5","5","1","100.03","39.25","1","3","3","5","16","35","298","0.125","0.037190083","0.053691275","14.19047619","11.46153846","2.666666667","2.153846154","0.761904762","0.615384615","0.904761905","0.730769231","18.79194631","45.71428571","80.76923077","39.23822853","6.278116565","9.971509972","12.34567901","22.79202279","28.21869489","27.06552707","33.50970018","8.94318599","11.07251599","49.85754986","61.72839506"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00179","","","","26","17","2","7","17","17","40","90","8.5","5.4","7.8","3","3","1","100.98","39.83","1","3","5","5","13.9","21.7","130","0.2125","0.06","0.106923077","7.647058824","5","2.352941176","1.538461538","0.817647059","0.534615385","0.458823529","0.3","30.76923077","64.05529954","65.38461538","39.44345415","5.482640127","12.10826211","18.51851852","19.8005698","30.2832244","11.11111111","16.99346405","7.810028671","11.94474973","30.91168091","47.27668845"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00180","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00181","","","","26","17","1","8","17","17","100","105","5.1","13","14.1","3","5","1","100.02","40.32","1","9","7","3","18.1","32.2","205","0.051","0.123809524","0.088292683","12.05882353","7.884615385","5.882352941","3.846153846","1.064705882","0.696153846","0.829411765","0.542307692","48.7804878","56.21118012","65.38461538","40.31193761","7.296460708","7.264957265","11.11111111","25.78347578","39.4335512","20.08547009","30.71895425","10.39381867","15.89642856","45.86894587","70.15250545"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00182","","","","26","12","1","9","12","12","42","204","7.5","6.5","13.5","3","3","1","","","1","3","5","3","14","27.5","246","0.178571429","0.031862745","0.056910569","20.5","9.461538462","3.5","1.615384615","1.166666667","0.538461538","1.125","0.519230769","17.07317073","50.90909091","46.15384615","","","10.68376068","23.14814815","19.94301994","43.20987654","19.23076923","41.66666667","","","39.17378917","84.87654321"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00183","","","","26","20","1","9","20","20","107","70","26","4","41","1","3","1","100.38","35.66","1","7","7","3","30","71","177","0.242990654","0.057142857","0.169491525","8.85","6.807692308","5.35","4.115384615","1.5","1.153846154","2.05","1.576923077","60.4519774","42.25352113","76.92307692","35.52500498","10.65750149","37.03703704","48.14814815","42.73504274","55.55555556","58.4045584","75.92592593","15.18162606","19.73611388","101.1396011","131.4814815"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00184","","","","26","13","1","8","13","13","44","25","18.5","4","12","3","5","1","100.46","32.14","1","7","7","3","22.5","34.5","69","0.420454545","0.16","0.326086957","5.307692308","2.653846154","3.384615385","1.692307692","1.730769231","0.865384615","0.923076923","0.461538462","63.76811594","65.2173913","50","31.99283297","7.198387418","26.35327635","52.70655271","32.05128205","64.1025641","17.09401709","34.18803419","10.25411313","20.50822626","49.14529915","98.29059829"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00185","","","","26","14","1","7","14","14","94","26","14.9","2","13.5","3","3","1","100.02","35.95","1","7","7","3","16.9","30.4","120","0.158510638","0.076923077","0.140833333","8.571428571","4.615384615","6.714285714","3.615384615","1.207142857","0.65","0.964285714","0.519230769","78.33333333","55.59210526","53.84615385","35.94281144","6.074335133","21.22507123","39.41798942","24.07407407","44.70899471","19.23076923","35.71428571","8.65289905","16.06966966","43.3048433","80.42328042"
