"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00052","","","","39","34","1","3","5","26","26","21","34","5.6","9.5","10.3","5","3","3","5","1","5","5","3","15.1","25.4","55","0.266666667","0.279411765","0.274545455","2.115384615","1.41025641","0.807692308","0.538461538","0.580769231","0.387179487","0.396153846","0.264102564","38.18181818","59.4488189","66.66666667","5.318138651","7.977207977","14.33998101","21.50997151","9.781576448","14.67236467","24.12155745","36.18233618"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00053","","","","39","30","1","3","5","27","27","21","35","5.3","7.6","9.6","2","5","5","5","1","5","5","3","12.9","22.5","56","0.252380952","0.217142857","0.230357143","2.074074074","1.435897436","0.777777778","0.538461538","0.477777778","0.330769231","0.355555556","0.246153846","37.5","57.33333333","69.23076923","5.033238367","7.270233196","12.25071225","17.69547325","9.116809117","13.16872428","21.36752137","30.86419753"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00054","","","","39","23","1","5","5","23","23","25","40","5.3","11.2","17.3","5","3","3","5","1","5","5","3","16.5","33.8","65","0.212","0.28","0.253846154","2.826086957","1.666666667","1.086956522","0.641025641","0.717391304","0.423076923","0.752173913","0.443589744","38.46153846","48.81656805","58.97435897","5.033238367","8.534621578","15.66951567","26.57004831","16.42924976","27.85829308","32.09876543","54.42834138"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00055","","","","39","20","1","3","5","17","17","14","21","3.5","5","7","6","7","7","5","3","5","5","3","8.5","15.5","35","0.25","0.238095238","0.242857143","2.058823529","0.897435897","0.823529412","0.358974359","0.5","0.217948718","0.411764706","0.179487179","40","54.83870968","43.58974359","3.323836657","7.625272331","8.072174739","18.51851852","6.647673314","15.25054466","14.71984805","33.76906318"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00056","","","","39","34","1","3","7","34","34","34","49","7.6","10.5","24.1","1","1","1","3","3","3","9","1","18.1","42.2","83","0.223529412","0.214285714","0.218072289","2.441176471","2.128205128","1","0.871794872","0.532352941","0.464102564","0.708823529","0.617948718","40.96385542","42.89099526","87.17948718","7.217473884","8.278867102","17.18898386","19.7167756","22.88698955","26.25272331","40.07597341","45.96949891"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00057","","","","39","25","1","5","5","24","24","20","37","4.9","7.9","9.5","2","5","3","5","1","5","5","3","12.8","22.3","57","0.245","0.213513514","0.224561404","2.375","1.461538462","0.833333333","0.512820513","0.533333333","0.328205128","0.395833333","0.243589744","35.0877193","57.39910314","61.53846154","4.65337132","7.561728395","12.15574549","19.75308642","9.021842355","14.66049383","21.17758784","34.41358025"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00058","","","","39","30","1","5","5","30","30","35","46","7.2","9.2","13.2","5","3","3","5","1","7","3","5","16.4","29.6","81","0.205714286","0.2","0.202469136","2.7","2.076923077","1.166666667","0.897435897","0.546666667","0.420512821","0.44","0.338461538","43.20987654","55.40540541","76.92307692","6.837606838","8.888888889","15.57454891","20.24691358","12.53561254","16.2962963","28.11016144","36.54320988"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00059","","","","39","35","1","5","5","32","32","25","36","7.5","10","14.1","4","5","5","3","1","5","5","3","17.5","31.6","61","0.3","0.277777778","0.286885246","1.90625","1.564102564","0.78125","0.641025641","0.546875","0.448717949","0.440625","0.361538462","40.98360656","55.37974684","82.05128205","7.122507123","8.680555556","16.61918329","20.25462963","13.39031339","16.31944444","30.00949668","36.57407407"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00060","","","","39","21","1","5","5","21","21","23","38","5.6","7.9","10.2","5","3","3","5","1","5","7","1","13.5","23.7","61","0.243478261","0.207894737","0.221311475","2.904761905","1.564102564","1.095238095","0.58974359","0.642857143","0.346153846","0.485714286","0.261538462","37.70491803","56.96202532","53.84615385","5.318138651","9.87654321","12.82051282","23.80952381","9.686609687","17.98941799","22.50712251","41.7989418"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00061","","","","39","35","3","5","7","29","29","35","46","10","12","17.6","2","3","3","3","3","5","5","3","22","39.6","81","0.285714286","0.260869565","0.271604938","2.793103448","2.076923077","1.206896552","0.897435897","0.75862069","0.564102564","0.606896552","0.451282051","43.20987654","55.55555556","74.35897436","9.496676163","12.77139208","20.89268756","28.09706258","16.71415005","22.47765006","37.60683761","50.57471264"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00062","","","","39","36","1","5","7","33","32","28","43","7.6","12.3","15.6","4","3","3","5","1","5","5","3","19.9","35.5","71","0.271428571","0.286046512","0.28028169","2.151515152","1.820512821","0.848484848","0.717948718","0.603030303","0.51025641","0.472727273","0.4","39.43661972","56.05633803","84.61538462","7.217473884","8.529741863","18.89838557","22.33445567","14.81481481","17.50841751","33.71320038","39.84287318"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00063","","","","39","30","1","3","5","29","29","24","41","7","11","14.6","2","3","3","3","1","5","5","3","18","32.6","65","0.291666667","0.268292683","0.276923077","2.24137931","1.666666667","0.827586207","0.615384615","0.620689655","0.461538462","0.503448276","0.374358974","36.92307692","55.21472393","74.35897436","6.647673314","8.939974457","17.09401709","22.98850575","13.8651472","18.64623244","30.95916429","41.63473819"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00064","","","","39","34","1","5","5","24","24","30","53","8.6","11","20","4","3","3","5","1","5","5","3","19.6","39.6","83","0.286666667","0.20754717","0.236144578","3.458333333","2.128205128","1.25","0.769230769","0.816666667","0.502564103","0.833333333","0.512820513","36.14457831","49.49494949","61.53846154","8.1671415","13.27160494","18.61348528","30.24691358","18.99335233","30.86419753","37.60683761","61.11111111"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00065","","","","39","25","3","5","5","21","21","19","24","4.6","6","9.5","5","5","5","7","1","5","5","3","10.6","20.1","43","0.242105263","0.25","0.246511628","2.047619048","1.102564103","0.904761905","0.487179487","0.504761905","0.271794872","0.452380952","0.243589744","44.18604651","52.73631841","53.84615385","4.368471035","8.11287478","10.06647673","18.69488536","9.021842355","16.75485009","19.08831909","35.44973545"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00066","","","","39","23","1","3","5","22","22","20","35","5","8.3","10","2","5","3","5","1","5","5","3","13.3","23.3","55","0.25","0.237142857","0.241818182","2.5","1.41025641","0.909090909","0.512820513","0.604545455","0.341025641","0.454545455","0.256410256","36.36363636","57.08154506","56.41025641","4.748338082","8.417508418","12.6305793","22.39057239","9.496676163","16.83501684","22.12725546","39.22558923"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00067","","","","39","34","1","5","7","34","33","34","50","7.5","12.3","20.3","8","3","3","5","3","3","7","1","19.8","40.1","84","0.220588235","0.246","0.235714286","2.470588235","2.153846154","1","0.871794872","0.582352941","0.507692308","0.597058824","0.520512821","40.47619048","49.3765586","87.17948718","7.122507123","8.169934641","18.8034188","21.56862745","19.27825261","22.11328976","38.08167142","43.68191721"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00068","","","","39","26","1","5","5","26","26","20","34","5.6","8.2","9.5","5","3","3","3","1","5","5","3","13.8","23.3","54","0.28","0.241176471","0.255555556","2.076923077","1.384615385","0.769230769","0.512820513","0.530769231","0.353846154","0.365384615","0.243589744","37.03703704","59.22746781","66.66666667","5.318138651","7.977207977","13.10541311","19.65811966","9.021842355","13.53276353","22.12725546","33.19088319"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00069","","","","39","31","3","5","5","22","22","20","33","5","7","8.5","2","5","5","5","1","5","5","3","12","20.5","53","0.25","0.212121212","0.226415094","2.409090909","1.358974359","0.909090909","0.512820513","0.545454545","0.307692308","0.386363636","0.217948718","37.73584906","58.53658537","56.41025641","4.748338082","8.417508418","11.3960114","20.2020202","8.072174739","14.30976431","19.46818613","34.51178451"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00070","","","","39","28","3","7","5","28","28","34","46","7.6","11.6","17.6","6","3","3","3","1","7","5","3","19.2","36.8","80","0.223529412","0.252173913","0.24","2.857142857","2.051282051","1.214285714","0.871794872","0.685714286","0.492307692","0.628571429","0.451282051","42.5","52.17391304","71.79487179","7.217473884","10.05291005","18.23361823","25.3968254","16.71415005","23.28042328","34.94776828","48.67724868"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00071","","","","39","34","1","3","5","30","30","20","36","5.1","7.8","13","5","5","3","5","5","3","7","1","12.9","25.9","56","0.255","0.216666667","0.230357143","1.866666667","1.435897436","0.666666667","0.512820513","0.43","0.330769231","0.433333333","0.333333333","35.71428571","49.80694981","76.92307692","4.843304843","6.296296296","12.25071225","15.92592593","12.34567901","16.04938272","24.59639126","31.97530864"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00072","","","","39","33","1","3","5","31","30","38","46","10","11","20.1","6","3","3","3","1","5","5","3","21","41.1","84","0.263157895","0.239130435","0.25","2.709677419","2.153846154","1.225806452","0.974358974","0.677419355","0.538461538","0.648387097","0.515384615","45.23809524","51.09489051","79.48717949","9.496676163","11.9474313","19.94301994","25.08960573","19.08831909","24.01433692","39.03133903","49.10394265"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00073","","","","39","36","1","1","5","35","34","40","60","12","14.3","31","5","3","3","5","3","5","7","1","26.3","57.3","100","0.3","0.238333333","0.263","2.857142857","2.564102564","1.142857143","1.025641026","0.751428571","0.674358974","0.885714286","0.794871795","40","45.89877836","89.74358974","11.3960114","12.6984127","24.97625831","27.83068783","29.43969611","32.8042328","54.41595442","60.63492063"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00074","","","","39","32","1","3","5","29","27","31","46","8.9","13.2","13.5","5","3","3","3","1","5","5","3","22.1","35.6","77","0.287096774","0.286956522","0.287012987","2.655172414","1.974358974","1.068965517","0.794871795","0.762068966","0.566666667","0.465517241","0.346153846","40.25974026","62.07865169","74.35897436","8.452041785","11.36653895","20.98765432","28.2247765","12.82051282","17.24137931","33.80816714","45.46615581"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00075","","","","39","35","1","5","5","35","34","46","68","12.6","18.6","24.3","5","1","1","5","1","5","5","3","31.2","55.5","114","0.273913043","0.273529412","0.273684211","3.257142857","2.923076923","1.314285714","1.179487179","0.891428571","0.8","0.694285714","0.623076923","40.35087719","56.21621622","89.74358974","11.96581197","13.33333333","29.62962963","33.01587302","23.07692308","25.71428571","52.70655271","58.73015873"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00076","","","","39","36","1","5","5","32","32","30","51","10.2","12.3","24.3","4","3","3","5","1","5","5","3","22.5","46.8","81","0.34","0.241176471","0.277777778","2.53125","2.076923077","0.9375","0.769230769","0.703125","0.576923077","0.759375","0.623076923","37.03703704","48.07692308","82.05128205","9.686609687","11.80555556","21.36752137","26.04166667","23.07692308","28.125","44.44444444","54.16666667"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00077","","","","39","29","1","5","5","29","29","28","42","7.6","10.2","23","2","1","1","5","1","5","5","3","17.8","40.8","70","0.271428571","0.242857143","0.254285714","2.413793103","1.794871795","0.965517241","0.717948718","0.613793103","0.456410256","0.793103448","0.58974359","40","43.62745098","74.35897436","7.217473884","9.706257982","16.90408357","22.73307791","21.84235518","29.37420179","38.74643875","52.10727969"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00078","","","","39","35","1","1","7","34","33","40","57","10","13","25.3","1","1","1","3","3","3","9","1","23","48.3","97","0.25","0.228070175","0.237113402","2.852941176","2.487179487","1.176470588","1.025641026","0.676470588","0.58974359","0.744117647","0.648717949","41.2371134","47.61904762","87.17948718","9.496676163","10.89324619","21.84235518","25.05446623","24.02659069","27.55991285","45.86894587","52.61437908"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00079","","","","39","29","1","3","5","28","28","19","35","4.6","6.8","17","5","3","3","5","5","3","7","1","11.4","28.4","54","0.242105263","0.194285714","0.211111111","1.928571429","1.384615385","0.678571429","0.487179487","0.407142857","0.292307692","0.607142857","0.435897436","35.18518519","40.14084507","71.79487179","4.368471035","6.084656085","10.82621083","15.07936508","16.14434948","22.48677249","26.9705603","37.56613757"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00080","","","","39","27","1","3","5","27","26","32","42","6.5","8.6","12.4","5","3","3","5","1","5","3","5","15.1","27.5","74","0.203125","0.204761905","0.204054054","2.740740741","1.897435897","1.185185185","0.820512821","0.559259259","0.387179487","0.459259259","0.317948718","43.24324324","54.90909091","69.23076923","6.172839506","8.916323731","14.33998101","20.7133059","11.77587844","17.00960219","26.11585945","37.72290809"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00081","","","","39","32","1","5","5","22","22","15","26","4.5","6.7","8.7","5","3","3","5","1","5","5","3","11.2","19.9","41","0.3","0.257692308","0.273170732","1.863636364","1.051282051","0.681818182","0.384615385","0.509090909","0.287179487","0.395454545","0.223076923","36.58536585","56.28140704","56.41025641","4.273504274","7.575757576","10.6362773","18.85521886","8.262108262","14.64646465","18.89838557","33.5016835"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00082","","","","39","22","3","5","5","21","20","18","31","4.6","6.5","9.4","2","5","5","5","1","5","5","3","11.1","20.5","49","0.255555556","0.209677419","0.226530612","2.333333333","1.256410256","0.857142857","0.461538462","0.528571429","0.284615385","0.447619048","0.241025641","36.73469388","54.14634146","53.84615385","4.368471035","8.11287478","10.54131054","19.57671958","8.926875594","16.57848325","19.46818613","36.15520282"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00083","","","","39","34","3","5","5","31","31","25","40","6.8","10","18","5","3","3","3","1","5","7","1","16.8","34.8","65","0.272","0.25","0.258461538","2.096774194","1.666666667","0.806451613","0.641025641","0.541935484","0.430769231","0.580645161","0.461538462","38.46153846","48.27586207","79.48717949","6.457739791","8.124253286","15.95441595","20.07168459","17.09401709","21.50537634","33.04843305","41.57706093"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00084","","","","39","30","1","5","7","30","30","41","51","12.3","14","24","2","1","1","3","3","5","5","3","26.3","50.3","92","0.3","0.274509804","0.285869565","3.066666667","2.358974359","1.366666667","1.051282051","0.876666667","0.674358974","0.8","0.615384615","44.56521739","52.28628231","76.92307692","11.68091168","15.18518519","24.97625831","32.4691358","22.79202279","29.62962963","47.7682811","62.09876543"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00085","","","","39","37","1","5","5","34","33","40","51","12.3","13","24.3","6","3","3","3","1","5","5","3","25.3","49.6","91","0.3075","0.254901961","0.278021978","2.676470588","2.333333333","1.176470588","1.025641026","0.744117647","0.648717949","0.714705882","0.623076923","43.95604396","51.00806452","87.17948718","11.68091168","13.39869281","24.02659069","27.55991285","23.07692308","26.47058824","47.10351377","54.03050109"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00086","","","","39","29","1","3","5","29","29","26","37","6","10","16.1","5","3","3","3","1","5","5","3","16","32.1","63","0.230769231","0.27027027","0.253968254","2.172413793","1.615384615","0.896551724","0.666666667","0.551724138","0.41025641","0.555172414","0.412820513","41.26984127","49.84423676","74.35897436","5.698005698","7.662835249","15.19468186","20.43422733","15.28964862","20.56194125","30.48433048","40.99616858"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00087","","","","39","35","1","3","5","30","30","28","40","7.6","10","12.3","4","3","3","5","1","5","5","3","17.6","29.9","68","0.271428571","0.25","0.258823529","2.266666667","1.743589744","0.933333333","0.717948718","0.586666667","0.451282051","0.41","0.315384615","41.17647059","58.86287625","76.92307692","7.217473884","9.382716049","16.71415005","21.72839506","11.68091168","15.18518519","28.39506173","36.91358025"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00088","","","","39","30","1","3","5","24","24","19","32","4.6","7","10","6","5","5","3","3","5","5","3","11.6","21.6","51","0.242105263","0.21875","0.22745098","2.125","1.307692308","0.791666667","0.487179487","0.483333333","0.297435897","0.416666667","0.256410256","37.25490196","53.7037037","61.53846154","4.368471035","7.098765432","11.01614435","17.90123457","9.496676163","15.43209877","20.51282051","33.33333333"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00089","","","","39","31","1","3","5","21","21","22","38","5.1","8.4","8.9","2","5","3","5","1","5","5","3","13.5","22.4","60","0.231818182","0.221052632","0.225","2.857142857","1.538461538","1.047619048","0.564102564","0.642857143","0.346153846","0.423809524","0.228205128","36.66666667","60.26785714","53.84615385","4.843304843","8.994708995","12.82051282","23.80952381","8.452041785","15.69664903","21.27255461","39.50617284"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00090","","","","39","30","1","3","5","30","30","19","27","4.5","6.2","7.5","2","5","3","5","1","5","5","3","10.7","18.2","46","0.236842105","0.22962963","0.232608696","1.533333333","1.179487179","0.633333333","0.487179487","0.356666667","0.274358974","0.25","0.192307692","41.30434783","58.79120879","76.92307692","4.273504274","5.555555556","10.16144349","13.20987654","7.122507123","9.259259259","17.28395062","22.4691358"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00091","","","","39","33","1","3","5","29","28","24","35","6.5","9","12.4","5","5","5","3","1","5","5","3","15.5","27.9","59","0.270833333","0.257142857","0.262711864","2.034482759","1.512820513","0.827586207","0.615384615","0.534482759","0.397435897","0.427586207","0.317948718","40.6779661","55.55555556","74.35897436","6.172839506","8.301404853","14.71984805","19.79565773","11.77587844","15.83652618","26.4957265","35.63218391"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00092","","","","39","35","1","3","5","29","29","35","42","11","13","17.3","6","3","3","3","1","7","5","3","24","41.3","77","0.314285714","0.30952381","0.311688312","2.655172414","1.974358974","1.206896552","0.897435897","0.827586207","0.615384615","0.596551724","0.443589744","45.45454545","58.11138015","74.35897436","10.44634378","14.04853129","22.79202279","30.651341","16.42924976","22.0945083","39.22127255","52.7458493"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00093","","","","39","31","1","3","7","31","31","35","54","10","14.2","21","8","3","3","5","3","3","7","1","24.2","45.2","89","0.285714286","0.262962963","0.271910112","2.870967742","2.282051282","1.129032258","0.897435897","0.780645161","0.620512821","0.677419355","0.538461538","39.3258427","53.53982301","79.48717949","9.496676163","11.9474313","22.98195632","28.91278375","19.94301994","25.08960573","42.92497626","54.00238949"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00094","","","","39","29","1","5","5","29","29","28","39","6.8","10.2","15.3","2","3","3","3","1","5","5","3","17","32.3","67","0.242857143","0.261538462","0.253731343","2.310344828","1.717948718","0.965517241","0.717948718","0.586206897","0.435897436","0.527586207","0.392307692","41.79104478","52.63157895","74.35897436","6.457739791","8.684546616","16.14434948","21.71136654","14.52991453","19.54022989","30.67426401","41.25159642"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00095","","","","39","30","1","3","5","24","24","23","31","5.6","7","10","5","5","5","5","1","5","5","3","12.6","22.6","54","0.243478261","0.225806452","0.233333333","2.25","1.384615385","0.958333333","0.58974359","0.525","0.323076923","0.416666667","0.256410256","42.59259259","55.75221239","61.53846154","5.318138651","8.641975309","11.96581197","19.44444444","9.496676163","15.43209877","21.46248813","34.87654321"
"","","MZP2015GUR-MT01","","","","","","","","","MZP2015GUR-MT01-00096","","","","39","32","1","5","5","30","30","34","49","7.5","11.3","14.9","2","3","3","3","1","7","5","3","18.8","33.7","83","0.220588235","0.230612245","0.226506024","2.766666667","2.128205128","1.133333333","0.871794872","0.626666667","0.482051282","0.496666667","0.382051282","40.96385542","55.78635015","76.92307692","7.122507123","9.259259259","17.85375119","23.20987654","14.15004748","18.39506173","32.00379867","41.60493827"
