"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00041","","","","26","24","20","20","14","10","3","0.2","16","7","6","2","51.5","14.8","4.92","3.98","1.51","1.14","74.43","69.6","12.92","51.7","4.57","7.39","17.73","3.2","19.2","24","0.214285714","0.02","0.133333333","1.2","0.923076923","0.7","0.538461538","0.16","0.123076923","0.8","0.615384615","58.33333333","16.66666667","76.92307692","28.73786408","0.91961165","4.273504274","5.555555556","4.558404558","5.925925926","22.79202279","29.62962963","1.309988106","1.702984538","27.35042735","35.55555556"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00042","","","","26","19","14","9","60","35","12","2","18","7","6","2","","","","","","","","","","","","","","14","32","95","0.2","0.057142857","0.147368421","6.785714286","3.653846154","4.285714286","2.307692308","1","0.538461538","1.285714286","0.692307692","63.15789474","43.75","53.84615385","","","17.09401709","31.74603175","19.94301994","37.03703704","25.64102564","47.61904762","","","45.58404558","84.65608466"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00043","","","","26","15","8","8","27","7","7","0.4","30","7","6","2","50.2","14.9","4.92","2.75","1.42","1.03","61.52","59.72","17.65","57.03","6.66","10.33","8.18","7.4","37.4","34","0.259259259","0.057142857","0.217647059","4.25","1.307692308","3.375","1.038461538","0.925","0.284615385","3.75","1.153846154","79.41176471","19.78609626","30.76923077","29.6812749","2.196414343","9.971509972","32.40740741","10.54131054","34.25925926","42.73504274","138.8888889","3.12879536","10.16858492","53.27635328","173.1481481"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00044","","","","26","19","11","6","13","10","3.8","0.2","15","6","5","3","50.5","13.2","5.46","3.77","1.9","1.41","114.65","94.97","12.6","58.93","4.61","7.76","8.05","4","19","23","0.292307692","0.02","0.173913043","2.090909091","0.884615385","1.181818182","0.5","0.363636364","0.153846154","1.363636364","0.576923077","56.52173913","21.05263158","42.30769231","26.13861386","1.045544554","5.413105413","12.79461279","5.698005698","13.46801347","21.36752137","50.50505051","1.489379707","3.520352035","27.06552707","63.97306397"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00045","","","","26","18","14","13","5","5","3","0.4","30","6","7","1","50.3","13.5","5.46","2.82","1.53","1.31","140.72","95.8","10.04","57.75","3.84","6.25","12.86","3.4","33.4","10","0.6","0.08","0.34","0.714285714","0.384615385","0.357142857","0.192307692","0.242857143","0.130769231","2.142857143","1.153846154","50","10.17964072","53.84615385","26.8389662","0.912524851","4.273504274","7.936507937","4.843304843","8.994708995","42.73504274","79.36507937","1.29989295","2.414086907","47.57834758","88.35978836"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00046","","","","26","19","9","5","30","21","3.8","0.6","14","6","6","2","50.5","13","1.74","2.95","1.65","1.3","90.76","110.35","12.26","44.7","4.7","7.37","24.53","4.4","18.4","51","0.126666667","0.028571429","0.08627451","5.666666667","1.961538462","3.333333333","1.153846154","0.488888889","0.169230769","1.555555556","0.538461538","58.82352941","23.91304348","34.61538462","25.74257426","1.132673267","5.413105413","15.63786008","6.267806268","18.10699588","19.94301994","57.61316872","1.613494683","4.661206861","26.21082621","75.72016461"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00047","","","","26","17","9","5","17","9","2.6","0.2","15","5","7","2","50.1","14.7","","2.02","1.07","0.9","66.77","46.28","71.34","60.45","7.27","10.86","4.32","2.8","17.8","26","0.152941176","0.022222222","0.107692308","2.888888889","1","1.888888889","0.653846154","0.311111111","0.107692308","1.666666667","0.576923077","65.38461538","15.73033708","34.61538462","29.34131737","0.821556886","3.703703704","10.69958848","3.988603989","11.52263374","21.36752137","61.72839506","1.170308955","3.380892536","25.35612536","73.25102881"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00048","","","","26","21","15","15","11","11","1.4","0.8","16","7","7","4","50.4","14.2","3.76","2.88","1.4","0.86","24.05","52.26","14.57","49.67","8.76","12.68","11.35","2.2","18.2","22","0.127272727","0.072727273","0.1","1.466666667","0.846153846","0.733333333","0.423076923","0.146666667","0.084615385","1.066666667","0.615384615","50","12.08791209","57.69230769","28.17460317","0.61984127","1.994301994","3.456790123","3.133903134","5.432098765","22.79202279","39.50617284","0.882964772","1.530472271","25.92592593","44.9382716"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00049","","","","26","21","15","9","42","22","8.2","0.6","8","3","7","3","50.4","10.2","14.37","3.93","1.89","1.21","106.29","108.64","29.57","33.82","13.54","20.12","15.63","8.8","16.8","64","0.195238095","0.027272727","0.1375","4.266666667","2.461538462","2.8","1.615384615","0.586666667","0.338461538","0.533333333","0.307692308","65.625","52.38095238","57.69230769","20.23809524","1.780952381","11.68091168","20.24691358","12.53561254","21.72839506","11.3960114","19.75308642","2.536969204","4.397413286","23.93162393","41.48148148"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00050","","","","26","26","23","14","5","23","0.4","0.3","29","4","8","1","50.6","13.6","7.23","3.07","1.69","1.27","86.69","89.79","24.03","54.46","6.89","10.76","9.12","0.7","29.7","28","0.08","0.013043478","0.025","1.217391304","1.076923077","0.217391304","0.192307692","0.030434783","0.026923077","1.260869565","1.115384615","17.85714286","2.356902357","88.46153846","26.87747036","0.188142292","0.56980057","0.644122383","0.997150997","1.127214171","41.31054131","46.69887279","0.268008964","0.302966655","42.30769231","47.82608696"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00051","","","","26","15","7","6","24","21","2.3","1.2","13","5","7","2","50.5","12","12.39","5.04","2.37","1.48","104.03","102.7","41.09","46.54","8.6","12.79","7.86","3.5","16.5","45","0.095833333","0.057142857","0.077777778","6.428571429","1.730769231","3.428571429","0.923076923","0.5","0.134615385","1.857142857","0.5","53.33333333","21.21212121","26.92307692","23.76237624","0.831683168","3.276353276","12.16931217","4.985754986","18.51851852","18.51851852","68.78306878","1.184733858","4.400440044","23.5042735","87.3015873"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00052","","","","26","20","16","9","7","10","0.1","0.2","24","5","7","3","50.5","14.9","7.76","5.17","1.95","1.54","33.68","70.1","10.36","58.93","3.28","5.77","8.14","0.3","24.3","17","0.014285714","0.02","0.017647059","1.0625","0.653846154","0.4375","0.269230769","0.01875","0.011538462","1.5","0.923076923","41.17647059","1.234567901","61.53846154","29.5049505","0.088514851","0.142450142","0.231481481","0.427350427","0.694444444","34.18803419","55.55555556","0.126089532","0.20489549","34.61538462","56.25"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00053","","","","26","14","7","4","12","30","1.2","0.4","23","7","6","6","50.6","14.8","3.76","4.03","1.77","1.22","106.89","94.18","33.36","49.9","6.61","10.11","12.94","1.6","24.6","42","0.1","0.013333333","0.038095238","6","1.615384615","1.714285714","0.461538462","0.228571429","0.061538462","3.285714286","0.884615385","28.57142857","6.504065041","26.92307692","29.24901186","0.46798419","1.709401709","6.349206349","2.279202279","8.465608466","32.76353276","121.6931217","0.666644145","2.476106824","35.04273504","130.1587302"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00054","","","","26","14","5","2","12","10","2.8","1.4","12","5","4","2","50.1","11.1","1.76","3.19","1.75","1.13","96.94","103.52","10.57","46.6","12.29","18","3.52","4.2","16.2","22","0.233333333","0.14","0.190909091","4.4","0.846153846","2.4","0.461538462","0.84","0.161538462","2.4","0.461538462","54.54545455","25.92592593","19.23076923","22.15568862","0.930538922","3.988603989","20.74074074","5.982905983","31.11111111","17.09401709","88.88888889","1.32555402","6.892880905","23.07692308","120"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00055","","","","26","20","18","1","1","4","0.2","0.2","5.2","6","8","2","50.3","11.8","1.38","5.4","2.1","1.6","139.17","118.39","35.5","55.25","4.53","7.58","10.69","0.4","5.6","5","0.2","0.05","0.08","0.277777778","0.192307692","0.055555556","0.038461538","0.022222222","0.015384615","0.288888889","0.2","20","7.142857143","69.23076923","23.45924453","0.093836978","0.284900285","0.411522634","0.56980057","0.823045267","7.407407407","10.69958848","0.133670909","0.193080202","7.977207977","11.52263374"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00056","","","","26","15","10","7","2","4","0.4","0.1","32","7","7","4","50.2","13.8","14.37","3.61","1.79","1.24","93.25","100.33","29.05","46.52","8.71","13.13","12.03","0.5","32.5","6","0.2","0.025","0.083333333","0.6","0.230769231","0.2","0.076923077","0.05","0.019230769","3.2","1.230769231","33.33333333","1.538461538","38.46153846","27.49003984","0.137450199","0.56980057","1.481481481","0.712250712","1.851851852","45.58404558","118.5185185","0.195798005","0.509074812","46.2962963","120.3703704"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00057","","","","26","16","9","9","20","22","3.2","0.8","4.9","6","7","5","50.5","11.9","10.5","4.43","1.98","1.28","55.08","100.27","49.64","49.17","8.82","13.25","7.01","4","8.9","42","0.16","0.036363636","0.095238095","4.666666667","1.615384615","2.222222222","0.769230769","0.444444444","0.153846154","0.544444444","0.188461538","47.61904762","44.94382022","34.61538462","23.56435644","0.942574257","4.558404558","13.16872428","5.698005698","16.46090535","6.98005698","20.16460905","1.342698372","3.878906409","12.67806268","36.6255144"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00058","","","","26","21","17","1","25","14","3","2.2","7","3","6","1","50.2","16","0.15","5.53","1.81","1.51","110.11","104.65","16.44","56.75","4.44","7.69","9.22","5.2","12.2","39","0.12","0.157142857","0.133333333","2.294117647","1.5","1.470588235","0.961538462","0.305882353","0.2","0.411764706","0.269230769","64.1025641","42.62295082","65.38461538","31.87250996","1.657370518","4.273504274","6.535947712","7.407407407","11.32897603","9.971509972","15.25054466","2.360926664","3.610829015","17.37891738","26.5795207"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00059","","","","26","19","12","2","6","7","0.4","0.9","18.9","4","8","4","","","","","","","","","","","","","","1.3","20.2","13","0.066666667","0.128571429","0.1","1.083333333","0.5","0.5","0.230769231","0.108333333","0.05","1.575","0.726923077","46.15384615","6.435643564","46.15384615","","","0.56980057","1.234567901","1.851851852","4.012345679","26.92307692","58.33333333","","","28.77492877","62.34567901"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00060","","","","26","22","12","7","47","62","8","2.8","10","4","8","4","50.8","14.1","3.96","4.19","1.79","1.39","139.27","103.24","23.62","60.91","2.39","4.79","11.09","10.8","20.8","109","0.170212766","0.04516129","0.099082569","9.083333333","4.192307692","3.916666667","1.807692308","0.9","0.415384615","0.833333333","0.384615385","43.11926606","51.92307692","46.15384615","27.75590551","2.997637795","11.3960114","24.69135802","15.38461538","33.33333333","14.24501425","30.86419753","4.27013931","9.251968504","29.62962963","64.19753086"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00061","","","","26","23","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.38461538","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00062","","","","26","24","19","9","1","15","0.1","0.2","19","5","5","3","34.9","8.7","12.39","3.62","1.95","1.47","174.55","130.19","45.93","47.65","6.76","11","16.08","0.3","19.3","16","0.1","0.013333333","0.01875","0.842105263","0.615384615","0.052631579","0.038461538","0.015789474","0.011538462","1","0.730769231","6.25","1.554404145","73.07692308","24.92836676","0.0747851","0.142450142","0.194931774","0.427350427","0.584795322","27.06552707","37.03703704","0.106531482","0.145779923","27.49287749","37.62183236"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00063","","","","26","26","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.92307692","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00064","","","","26","16","12","10","5","14","1.1","0.5","10","6","6","5","","","4.41","","","","","","","","","","","1.6","11.6","19","0.22","0.035714286","0.084210526","1.583333333","0.730769231","0.416666667","0.192307692","0.133333333","0.061538462","0.833333333","0.384615385","26.31578947","13.79310345","46.15384615","","","1.566951567","3.395061728","2.279202279","4.938271605","14.24501425","30.86419753","","","16.52421652","35.80246914"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00065","","","","26","16","13","11","24","35","6","2","19","5","6","6","50.1","14.3","1.76","2.94","1.44","1.28","74.97","44.56","2.33","64.36","2.6","4.35","7.58","8","27","59","0.25","0.057142857","0.13559322","4.538461538","2.269230769","1.846153846","0.923076923","0.615384615","0.307692308","1.461538462","0.730769231","40.6779661","29.62962963","50","28.54291417","2.283433134","8.547008547","17.09401709","11.3960114","22.79202279","27.06552707","54.13105413","3.252753752","6.505507504","38.46153846","76.92307692"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00066","","","","26","19","9","7","29","70","4","3.7","16","6","6","1","50.2","10.9","11.03","2.12","1.55","1.02","29.67","82.98","19.09","41.46","11.74","17.14","12.58","7.7","23.7","99","0.137931034","0.052857143","0.077777778","11","3.807692308","3.222222222","1.115384615","0.855555556","0.296153846","1.777777778","0.615384615","29.29292929","32.48945148","34.61538462","21.71314741","1.671912351","5.698005698","16.46090535","10.96866097","31.6872428","22.79202279","65.8436214","2.381641525","6.880297739","33.76068376","97.5308642"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00067","","","","26","17","9","9","12","12","1.2","0.9","13","","","","","","","","","","","","","","","","","2.1","15.1","24","0.1","0.075","0.0875","2.666666667","0.923076923","1.333333333","0.461538462","0.233333333","0.080769231","1.444444444","0.5","50","13.90728477","34.61538462","","","1.709401709","4.938271605","2.991452991","8.641975309","18.51851852","53.49794239","","","21.50997151","62.1399177"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00068","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00069","","","","26","26","21","20","60","30","9.5","1.2","44","6","5","1","50.5","13.9","7.76","2.78","1.65","1.2","56.43","65.83","23.84","55.54","3.76","6","15.78","10.7","54.7","90","0.158333333","0.04","0.118888889","4.285714286","3.461538462","2.857142857","2.307692308","0.50952381","0.411538462","2.095238095","1.692307692","66.66666667","19.56124314","80.76923077","27.52475248","2.945148515","13.53276353","16.75485009","15.24216524","18.8712522","62.67806268","77.60141093","4.195368255","5.194265458","77.92022792","96.47266314"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00070","","","","26","18","10","8","17","16","5.2","0.8","13","7","7","1","50.4","13.5","6.12","2.2","1.45","0.91","84.87","48.78","17.12","51.62","10.55","15.09","3.96","6","19","33","0.305882353","0.05","0.181818182","3.3","1.269230769","1.7","0.653846154","0.6","0.230769231","1.3","0.5","51.51515152","31.57894737","38.46153846","26.78571429","1.607142857","7.407407407","19.25925926","8.547008547","22.22222222","18.51851852","48.14814815","2.289377289","5.952380952","27.06552707","70.37037037"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00071","","","","26","19","13","13","23","15","5.5","2.5","5.5","6","7","1","50.3","12.8","7.76","2.81","1.6","1.1","123.23","96.58","33.11","50.79","7.6","11.46","13.05","8","13.5","38","0.239130435","0.166666667","0.210526316","2.923076923","1.461538462","1.769230769","0.884615385","0.615384615","0.307692308","0.423076923","0.211538462","60.52631579","59.25925926","50","25.4473161","2.035785288","7.834757835","15.66951567","11.3960114","22.79202279","7.834757835","15.66951567","2.899979043","5.799958086","19.23076923","38.46153846"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00072","","","","26","17","12","10","11","13","2.5","0.7","12","6","7","1","50.2","12.4","11.03","2.49","1.56","1.09","119.17","77.73","23.88","55.74","9.1","13.32","2.94","3.2","15.2","24","0.227272727","0.053846154","0.133333333","2","0.923076923","0.916666667","0.423076923","0.266666667","0.123076923","1","0.461538462","45.83333333","21.05263158","46.15384615","24.70119522","0.790438247","3.561253561","7.716049383","4.558404558","9.87654321","17.09401709","37.03703704","1.125980409","2.439624219","21.65242165","46.91358025"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00073","","","","26","17","12","11","11","15","2.5","1","1.5","7","6","1","50.3","12.2","11.03","3.84","1.96","1.36","177.63","133.13","29.71","41.17","10.31","15.68","14.67","3.5","5","26","0.227272727","0.066666667","0.134615385","2.166666667","1","0.916666667","0.423076923","0.291666667","0.134615385","0.125","0.057692308","42.30769231","70","46.15384615","24.25447316","0.848906561","3.561253561","7.716049383","4.985754986","10.80246914","2.136752137","4.62962963","1.209268605","2.620081977","7.122507123","15.43209877"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00074","","","","26","19","16","14","30","41","6.8","1.5","17","7","7","1","","","10.5","","","","","","","","","","","8.3","25.3","71","0.226666667","0.036585366","0.116901408","4.4375","2.730769231","1.875","1.153846154","0.51875","0.319230769","1.0625","0.653846154","42.25352113","32.80632411","61.53846154","","","9.686609687","15.74074074","11.82336182","19.21296296","24.21652422","39.35185185","","","36.03988604","58.56481481"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00075","","","","26","21","17","17","51","45","9.8","2.2","41","7","6","2","49.9","14.3","","3.01","1.55","1.17","1.91","57.13","65.84","55.46","6.13","9.47","11.03","12","53","96","0.192156863","0.048888889","0.125","5.647058824","3.692307692","3","1.961538462","0.705882353","0.461538462","2.411764706","1.576923077","53.125","22.64150943","65.38461538","28.65731463","3.438877756","13.96011396","21.35076253","17.09401709","26.14379085","58.4045584","89.32461874","4.898686261","7.4921084","75.4985755","115.4684096"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00076","","","","26","18","14","14","32","50","9.5","5","11","7","6","1","50.4","10.7","11.03","2.99","1.66","0.91","34.84","74.21","26.57","36.7","13.37","19.28","12.65","14.5","25.5","82","0.296875","0.1","0.176829268","5.857142857","3.153846154","2.285714286","1.230769231","1.035714286","0.557692308","0.785714286","0.423076923","39.02439024","56.8627451","53.84615385","21.23015873","3.078373016","13.53276353","25.13227513","20.65527066","38.35978836","15.66951567","29.1005291","4.385146746","8.143843957","36.32478632","67.46031746"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00077","","","","26","16","13","13","44","16","22.5","1.7","21.5","9","7","1","50.8","12.5","12.39","3.27","1.83","1.15","58.11","93.21","40.99","47.11","6.85","10.1","15.51","24.2","45.7","60","0.511363636","0.10625","0.403333333","4.615384615","2.307692308","3.384615385","1.692307692","1.861538462","0.930769231","1.653846154","0.826923077","73.33333333","52.95404814","50","24.60629921","5.954724409","32.05128205","64.1025641","34.47293447","68.94586895","30.62678063","61.25356125","8.482513404","16.96502681","65.0997151","130.1994302"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00078","","","","26","16","14","6","0","18","0","0.8","35.5","3","6","1","32.7","8.4","14.37","2.85","1.75","1.03","37.04","81.17","32.57","47.51","9.47","13.98","9.46","0.8","36.3","18","","0.044444444","0.044444444","1.285714286","0.692307692","0","0","0.057142857","0.030769231","2.535714286","1.365384615","0","2.203856749","53.84615385","25.68807339","0.205504587","0","0","1.13960114","2.116402116","50.56980057","93.91534392","0.292741577","0.543662929","51.70940171","96.03174603"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00079","","","","26","18","16","16","55","26","8.5","1.2","42","6","6","1","50.1","9","11.03","2.61","1.74","0.97","","88.83","45.35","36.6","15.75","22.69","6.82","9.7","51.7","81","0.154545455","0.046153846","0.119753086","5.0625","3.115384615","3.4375","2.115384615","0.60625","0.373076923","2.625","1.615384615","67.90123457","18.76208897","61.53846154","17.96407186","1.74251497","12.10826211","19.67592593","13.81766382","22.4537037","59.82905983","97.22222222","2.482215057","4.033599468","73.64672365","119.6759259"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00080","","","","26","19","16","16","23","28","6.5","2","25","7","7","1","50.5","15.6","7.76","5.26","1.73","1.16","59.08","76.34","23.52","56.92","5.66","8.78","6.99","8.5","33.5","51","0.282608696","0.071428571","0.166666667","3.1875","1.961538462","1.4375","0.884615385","0.53125","0.326923077","1.5625","0.961538462","45.09803922","25.37313433","61.53846154","30.89108911","2.625742574","9.259259259","15.0462963","12.10826211","19.67592593","35.61253561","57.87037037","3.740374037","6.078107811","47.72079772","77.5462963"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00081","","","","26","20","15","7","0","7","0","0.5","55","4","5","1","34.6","10.2","3.76","3.6","1.6","1.2","159.06","102.32","23.93","54.76","6.89","10.53","7.1","0.5","55.5","7","","0.071428571","0.071428571","0.466666667","0.269230769","0","0","0.033333333","0.019230769","3.666666667","2.115384615","0","0.900900901","57.69230769","29.47976879","0.147398844","0","0","0.712250712","1.234567901","78.34757835","135.8024691","0.209969863","0.363947763","79.05982906","137.037037"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00082","","","","26","19","11","11","15","22","5","0.5","17","7","5","1","","","12.39","","","","","","","","","","","5.5","22.5","37","0.333333333","0.022727273","0.148648649","3.363636364","1.423076923","1.363636364","0.576923077","0.5","0.211538462","1.545454545","0.653846154","40.54054054","24.44444444","42.30769231","","","7.122507123","16.83501684","7.834757835","18.51851852","24.21652422","57.23905724","","","32.05128205","75.75757576"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00083","","","","26","18","12","9","8","23","2.8","0.5","28","7","5","1","50.5","9.7","3.76","4.67","2.03","1.13","0","105.21","45.44","40.33","12.11","17.57","6.66","3.3","31.3","31","0.35","0.02173913","0.106451613","2.583333333","1.192307692","0.666666667","0.307692308","0.275","0.126923077","2.333333333","1.076923077","25.80645161","10.54313099","46.15384615","19.20792079","0.633861386","3.988603989","8.641975309","4.700854701","10.18518519","39.88603989","86.41975309","0.902936447","1.956362303","44.58689459","96.60493827"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00084","","","","26","19","14","12","18","28","4","1.5","38","6","6","1","50.4","14.3","0.15","3.66","1.58","1.2","81.13","62.7","3.04","51.97","6.46","9.97","11.61","5.5","43.5","46","0.222222222","0.053571429","0.119565217","3.285714286","1.769230769","1.285714286","0.692307692","0.392857143","0.211538462","2.714285714","1.461538462","39.13043478","12.64367816","53.84615385","28.37301587","1.560515873","5.698005698","10.58201058","7.834757835","14.55026455","54.13105413","100.5291005","2.222957084","4.12834887","61.96581197","115.0793651"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00085","","","","26","20","14","2","0","2","0","0.1","36","3","4","1","","","6.12","","","","","","","","","","","0.1","36.1","2","","0.05","0.05","0.142857143","0.076923077","0","0","0.007142857","0.003846154","2.571428571","1.384615385","0","0.27700831","53.84615385","","","0","0","0.142450142","0.264550265","51.28205128","95.23809524","","","51.42450142","95.5026455"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00086","","","","26","19","11","10","14","18","4.5","8.5","22","8","4","1","50.1","11.5","3.96","4.26","1.62","0.89","100.34","73.93","12.9","46.95","13.12","19.22","3.29","13","35","32","0.321428571","0.472222222","0.40625","2.909090909","1.230769231","1.272727273","0.538461538","1.181818182","0.5","2","0.846153846","43.75","37.14285714","42.30769231","22.95409182","2.984031936","6.41025641","15.15151515","18.51851852","43.77104377","31.33903134","74.07407407","4.250757744","10.04724558","49.85754986","117.8451178"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00087","","","","26","20","13","13","32","55","8","3.2","30","6","8","1","50.4","12.9","14.37","6.14","2.46","1.69","59.46","92.98","26.4","52.88","6.5","9.87","5.5","11.2","41.2","87","0.25","0.058181818","0.128735632","6.692307692","3.346153846","2.461538462","1.230769231","0.861538462","0.430769231","2.307692308","1.153846154","36.7816092","27.18446602","50","25.5952381","2.866666667","11.3960114","22.79202279","15.95441595","31.90883191","42.73504274","85.47008547","4.08357075","8.1671415","58.68945869","117.3789174"
