"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00081","","","","26","14","1","1","9","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00082","","","","26","26","1","1","9","14","10","3.5","18","4","12.39","13.5","31.5","0.964285714","0.519230769","1.285714286","0.692307692","42.85714286","53.84615385","14.24501425","26.45502646","19.23076923","35.71428571","25.64102564","47.61904762","44.87179487","83.33333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00083","","","","26","16","1","1","8","6","1","0.5","9","4","7.23","1.5","10.5","0.25","0.057692308","1.5","0.346153846","14.28571429","23.07692308","1.424501425","6.172839506","2.136752137","9.259259259","12.82051282","55.55555556","14.95726496","64.81481481"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00084","","","","26","21","1","1","9","21","8","5.5","8.4","4","12.39","13.5","21.9","0.642857143","0.519230769","0.4","0.323076923","61.64383562","80.76923077","11.3960114","14.10934744","19.23076923","23.80952381","11.96581197","14.81481481","31.1965812","38.62433862"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00085","","","","26","18","1","1","9","16","6","4","12.5","4","12.39","10","22.5","0.625","0.384615385","0.78125","0.480769231","44.44444444","61.53846154","8.547008547","13.88888889","14.24501425","23.14814815","17.80626781","28.93518519","32.05128205","52.08333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00086","","","","26","17","1","1","9","17","10.2","5","12","4","7.76","15.2","27.2","0.894117647","0.584615385","0.705882353","0.461538462","55.88235294","65.38461538","14.52991453","22.22222222","21.65242165","33.11546841","17.09401709","26.14379085","38.74643875","59.25925926"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00087","","","","26","23","1","1","8","23","14.5","15","10","4","12.39","29.5","39.5","1.282608696","1.134615385","0.434782609","0.384615385","74.6835443","88.46153846","20.65527066","23.34943639","42.02279202","47.50402576","14.24501425","16.10305958","56.26780627","63.60708535"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00088","","","","26","22","1","1","9","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00089","","","","26","13","1","1","8","5","11","3","10.5","4","14.37","14","24.5","2.8","0.538461538","2.1","0.403846154","57.14285714","19.23076923","15.66951567","81.48148148","19.94301994","103.7037037","14.95726496","77.77777778","34.9002849","181.4814815"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00090","","","","26","4","1","1","6","4","3","1.5","8.8","5","14.37","4.5","13.3","1.125","0.173076923","2.2","0.338461538","33.83458647","15.38461538","4.273504274","27.77777778","6.41025641","41.66666667","12.53561254","81.48148148","18.94586895","123.1481481"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00091","","","","26","20","1","1","9","20","12","2.2","7.8","5","12.39","14.2","22","0.71","0.546153846","0.39","0.3","64.54545455","76.92307692","17.09401709","22.22222222","20.22792023","26.2962963","11.11111111","14.44444444","31.33903134","40.74074074"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00092","","","","26","16","1","1","9","6","8","4","8.8","4","12.39","12","20.8","2","0.461538462","1.466666667","0.338461538","57.69230769","23.07692308","11.3960114","49.38271605","17.09401709","74.07407407","12.53561254","54.32098765","29.62962963","128.3950617"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00093","","","","26","15","1","1","9","4","5","1","12","4","14.37","6","18","1.5","0.230769231","3","0.461538462","33.33333333","15.38461538","7.122507123","46.2962963","8.547008547","55.55555556","17.09401709","111.1111111","25.64102564","166.6666667"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00094","","","","26","16","1","1","7","12","22","6","11","4","12.39","28","39","2.333333333","1.076923077","0.916666667","0.423076923","71.79487179","46.15384615","31.33903134","67.90123457","39.88603989","86.41975309","15.66951567","33.95061728","55.55555556","120.3703704"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00095","","","","26","22","1","1","9","3","0","0","6.2","","","0","6.2","0","0","2.066666667","0.238461538","0","11.53846154","0","0","0","0","8.831908832","76.54320988","8.831908832","76.54320988"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00096","","","","26","17","1","1","9","4","6","5","10","4","11.03","11","21","2.75","0.423076923","2.5","0.384615385","52.38095238","15.38461538","8.547008547","55.55555556","15.66951567","101.8518519","14.24501425","92.59259259","29.91452991","194.4444444"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00097","","","","26","19","1","1","9","2","4.5","3","12","4","10.5","7.5","19.5","3.75","0.288461538","6","0.461538462","38.46153846","7.692307692","6.41025641","83.33333333","10.68376068","138.8888889","17.09401709","222.2222222","27.77777778","361.1111111"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00098","","","","26","18","1","1","9","2","5","2","10.6","4","10.5","7","17.6","3.5","0.269230769","5.3","0.407692308","39.77272727","7.692307692","7.122507123","92.59259259","9.971509972","129.6296296","15.0997151","196.2962963","25.07122507","325.9259259"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00099","","","","26","11","1","1","9","11","7","5.2","10","4","1.04","12.2","22.2","1.109090909","0.469230769","0.909090909","0.384615385","54.95495495","42.30769231","9.971509972","23.56902357","17.37891738","41.07744108","14.24501425","33.67003367","31.62393162","74.74747475"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00100","","","","26","16","1","1","9","16","6","2.8","16.5","5","7.23","8.8","25.3","0.55","0.338461538","1.03125","0.634615385","34.7826087","61.53846154","8.547008547","13.88888889","12.53561254","20.37037037","23.5042735","38.19444444","36.03988604","58.56481481"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00101","","","","26","18","1","1","9","4","2","2","20","4","0.02","4","24","1","0.153846154","5","0.769230769","16.66666667","15.38461538","2.849002849","18.51851852","5.698005698","37.03703704","28.49002849","185.1851852","34.18803419","222.2222222"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00102","","","","26","23","1","1","9","22","8","3","10","3","6.12","11","21","0.5","0.423076923","0.454545455","0.384615385","52.38095238","84.61538462","11.3960114","13.46801347","15.66951567","18.51851852","14.24501425","16.83501684","29.91452991","35.35353535"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00103","","","","26","18","1","1","9","12","5","4","9","4","11.03","9","18","0.75","0.346153846","0.75","0.346153846","50","46.15384615","7.122507123","15.43209877","12.82051282","27.77777778","12.82051282","27.77777778","25.64102564","55.55555556"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00104","","","","26","15","1","1","6","15","9","4","6","4","10.5","13","19","0.866666667","0.5","0.4","0.230769231","68.42105263","57.69230769","12.82051282","22.22222222","18.51851852","32.09876543","8.547008547","14.81481481","27.06552707","46.91358025"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00105","","","","26","9","1","1","6","9","1.8","3.2","4","4","12.39","5","9","0.555555556","0.192307692","0.444444444","0.153846154","55.55555556","34.61538462","2.564102564","7.407407407","7.122507123","20.57613169","5.698005698","16.46090535","12.82051282","37.03703704"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00106","","","","26","19","1","1","9","17","7.5","5","10","4","14.37","12.5","22.5","0.735294118","0.480769231","0.588235294","0.384615385","55.55555556","65.38461538","10.68376068","16.33986928","17.80626781","27.23311547","14.24501425","21.78649237","32.05128205","49.01960784"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00107","","","","26","21","1","2","7","21","6","10.5","14","5","12.39","16.5","30.5","0.785714286","0.634615385","0.666666667","0.538461538","54.09836066","80.76923077","8.547008547","10.58201058","23.5042735","29.1005291","19.94301994","24.69135802","43.44729345","53.79188713"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00108","","","","26","18","1","1","4","18","30","9","30","4","12.39","39","69","2.166666667","1.5","1.666666667","1.153846154","56.52173913","69.23076923","42.73504274","61.72839506","55.55555556","80.24691358","42.73504274","61.72839506","98.29059829","141.9753086"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00109","","","","26","15","1","1","9","15","22","8","16","4","7.76","30","46","2","1.153846154","1.066666667","0.615384615","65.2173913","57.69230769","31.33903134","54.32098765","42.73504274","74.07407407","22.79202279","39.50617284","65.52706553","113.5802469"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00110","","","","26","20","1","1","8","13","17","6","8","4","14.37","23","31","1.769230769","0.884615385","0.615384615","0.307692308","74.19354839","50","24.21652422","48.43304843","32.76353276","65.52706553","11.3960114","22.79202279","44.15954416","88.31908832"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00111","","","","26","13","1","1","","13","12.5","4","18","4","11.03","16.5","34.5","1.269230769","0.634615385","1.384615385","0.692307692","47.82608696","50","17.80626781","35.61253561","23.5042735","47.00854701","25.64102564","51.28205128","49.14529915","98.29059829"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00112","","","","26","17","1","1","8","17","25","7.6","22","3","7.76","32.6","54.6","1.917647059","1.253846154","1.294117647","0.846153846","59.70695971","65.38461538","35.61253561","54.46623094","46.43874644","71.02396514","31.33903134","47.93028322","77.77777778","118.9542484"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00113","","","","26","16","1","1","8","9","7.5","3","16","4","6.12","10.5","26.5","1.166666667","0.403846154","1.777777778","0.615384615","39.62264151","34.61538462","10.68376068","30.86419753","14.95726496","43.20987654","22.79202279","65.8436214","37.74928775","109.0534979"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00114","","","","26","24","1","1","7","24","21","5.5","28","4","14.37","26.5","54.5","1.104166667","1.019230769","1.166666667","1.076923077","48.62385321","92.30769231","29.91452991","32.40740741","37.74928775","40.89506173","39.88603989","43.20987654","77.63532764","84.10493827"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00115","","","","26","15","4","1","8","15","15","6.5","10","5","14.37","21.5","31.5","1.433333333","0.826923077","0.666666667","0.384615385","68.25396825","57.69230769","21.36752137","37.03703704","30.62678063","53.08641975","14.24501425","24.69135802","44.87179487","77.77777778"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00116","","","","26","23","1","1","7","23","4","4.5","14","5","14.37","8.5","22.5","0.369565217","0.326923077","0.608695652","0.538461538","37.77777778","88.46153846","5.698005698","6.441223833","12.10826211","13.68760064","19.94301994","22.54428341","32.05128205","36.23188406"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00117","","","","26","22","1","1","7","22","18","5.5","24","4","7.76","23.5","47.5","1.068181818","0.903846154","1.090909091","0.923076923","49.47368421","84.61538462","25.64102564","30.3030303","33.47578348","39.56228956","34.18803419","40.4040404","67.66381766","79.96632997"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00118","","","","26","14","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00119","","","","26","23","1","1","9","23","31.5","7.3","16","4","14.37","38.8","54.8","1.686956522","1.492307692","0.695652174","0.615384615","70.80291971","88.46153846","44.87179487","50.72463768","55.27065527","62.47987118","22.79202279","25.76489533","78.06267806","88.24476651"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00120","","","","26","26","1","1","3","26","11","7","12","3","14.37","18","30","0.692307692","0.692307692","0.461538462","0.461538462","60","100","15.66951567","15.66951567","25.64102564","25.64102564","17.09401709","17.09401709","42.73504274","42.73504274"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00121","","","","26","24","1","4","7","24","6","4","22","3","7.76","10","32","0.416666667","0.384615385","0.916666667","0.846153846","31.25","92.30769231","8.547008547","9.259259259","14.24501425","15.43209877","31.33903134","33.95061728","45.58404558","49.38271605"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00122","","","","26","14","1","1","9","8","17","2","12","5","7.76","19","31","2.375","0.730769231","1.5","0.461538462","61.29032258","30.76923077","24.21652422","78.7037037","27.06552707","87.96296296","17.09401709","55.55555556","44.15954416","143.5185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00123","","","","26","19","1","1","9","19","22","3","40","3","12.39","25","65","1.315789474","0.961538462","2.105263158","1.538461538","38.46153846","73.07692308","31.33903134","42.88499025","35.61253561","48.73294347","56.98005698","77.97270955","92.59259259","126.705653"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00124","","","","26","20","1","1","9","20","29","9.5","26","4","14.37","38.5","64.5","1.925","1.480769231","1.3","1","59.68992248","76.92307692","41.31054131","53.7037037","54.84330484","71.2962963","37.03703704","48.14814815","91.88034188","119.4444444"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00125","","","","26","16","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00126","","","","26","18","1","1","7","18","7","3","18","4","14.37","10","28","0.555555556","0.384615385","1","0.692307692","35.71428571","69.23076923","9.971509972","14.40329218","14.24501425","20.57613169","25.64102564","37.03703704","39.88603989","57.61316872"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00127","","","","26","18","1","1","9","18","5.2","6.8","18","5","12.39","12","30","0.666666667","0.461538462","1","0.692307692","40","69.23076923","7.407407407","10.69958848","17.09401709","24.69135802","25.64102564","37.03703704","42.73504274","61.72839506"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00128","","","","26","21","1","1","9","21","31","12","36","4","6.12","43","79","2.047619048","1.653846154","1.714285714","1.384615385","54.43037975","80.76923077","44.15954416","54.67372134","61.25356125","75.8377425","51.28205128","63.49206349","112.5356125","139.329806"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00129","","","","26","20","1","1","4","20","14","5.2","22","5","14.37","19.2","41.2","0.96","0.738461538","1.1","0.846153846","46.60194175","76.92307692","19.94301994","25.92592593","27.35042735","35.55555556","31.33903134","40.74074074","58.68945869","76.2962963"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00130","","","","26","22","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00131","","","","26","23","1","1","7","23","15","16","10","3","14.37","31","41","1.347826087","1.192307692","0.434782609","0.384615385","75.6097561","88.46153846","21.36752137","24.15458937","44.15954416","49.9194847","14.24501425","16.10305958","58.4045584","66.02254428"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00132","","","","26","20","1","1","9","16","6.2","2.2","10","4","14.37","8.4","18.4","0.525","0.323076923","0.625","0.384615385","45.65217391","61.53846154","8.831908832","14.35185185","11.96581197","19.44444444","14.24501425","23.14814815","26.21082621","42.59259259"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00133","","","","26","21","2","4","8","21","21","4.2","20","5","10.5","25.2","45.2","1.2","0.969230769","0.952380952","0.769230769","55.75221239","80.76923077","29.91452991","37.03703704","35.8974359","44.44444444","28.49002849","35.27336861","64.38746439","79.71781305"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00134","","","","26","21","1","2","8","17","18","5.5","28","4","12.39","23.5","51.5","1.382352941","0.903846154","1.647058824","1.076923077","45.63106796","65.38461538","25.64102564","39.21568627","33.47578348","51.19825708","39.88603989","61.00217865","73.36182336","112.2004357"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00135","","","","26","14","1","2","4","14","7.5","3.2","22","4","1.32","10.7","32.7","0.764285714","0.411538462","1.571428571","0.846153846","32.72171254","53.84615385","10.68376068","19.84126984","15.24216524","28.30687831","31.33903134","58.2010582","46.58119658","86.50793651"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00136","","","","26","16","1","1","9","15","0","19","12","3","10.5","19","31","1.266666667","0.730769231","0.8","0.461538462","61.29032258","57.69230769","0","0","27.06552707","46.91358025","17.09401709","29.62962963","44.15954416","76.54320988"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00137","","","","26","6","1","1","5","2","0.4","0.2","17","4","6.12","0.6","17.6","0.3","0.023076923","8.5","0.653846154","3.409090909","7.692307692","0.56980057","7.407407407","0.854700855","11.11111111","24.21652422","314.8148148","25.07122507","325.9259259"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00138","","","","26","12","2","1","7","12","7","3","17.5","5","12.39","10","27.5","0.833333333","0.384615385","1.458333333","0.673076923","36.36363636","46.15384615","9.971509972","21.60493827","14.24501425","30.86419753","24.92877493","54.01234568","39.17378917","84.87654321"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00139","","","","26","21","4","6","8","16","7","4","6","5","","11","17","0.6875","0.423076923","0.375","0.230769231","64.70588235","61.53846154","9.971509972","16.2037037","15.66951567","25.46296296","8.547008547","13.88888889","24.21652422","39.35185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00140","","","","26","18","1","1","8","18","3.5","17","8","4","12.39","20.5","28.5","1.138888889","0.788461538","0.444444444","0.307692308","71.92982456","69.23076923","4.985754986","7.201646091","29.2022792","42.18106996","11.3960114","16.46090535","40.5982906","58.64197531"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00141","","","","26","20","1","1","9","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00142","","","","26","8","1","1","8","8","0","3","13","4","7.76","3","16","0.375","0.115384615","1.625","0.5","18.75","30.76923077","0","0","4.273504274","13.88888889","18.51851852","60.18518519","22.79202279","74.07407407"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00143","","","","26","11","1","1","6","7","2","7","2.5","4","12.39","9","11.5","1.285714286","0.346153846","0.357142857","0.096153846","78.26086957","26.92307692","2.849002849","10.58201058","12.82051282","47.61904762","3.561253561","13.22751323","16.38176638","60.84656085"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00144","","","","26","20","1","1","9","20","5.2","6","6","4","12.39","11.2","17.2","0.56","0.430769231","0.3","0.230769231","65.11627907","76.92307692","7.407407407","9.62962963","15.95441595","20.74074074","8.547008547","11.11111111","24.5014245","31.85185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00145","","","","26","18","4","1","6","18","6.2","7","7","4","14.37","13.2","20.2","0.733333333","0.507692308","0.388888889","0.269230769","65.34653465","69.23076923","8.831908832","12.75720165","18.8034188","27.16049383","9.971509972","14.40329218","28.77492877","41.56378601"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00146","","","","26","14","1","1","6","14","10","2.2","9","4","12.39","12.2","21.2","0.871428571","0.469230769","0.642857143","0.346153846","57.54716981","53.84615385","14.24501425","26.45502646","17.37891738","32.27513228","12.82051282","23.80952381","30.1994302","56.08465608"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00147","","","","26","10","1","1","9","10","7.2","10","8","4","12.39","17.2","25.2","1.72","0.661538462","0.8","0.307692308","68.25396825","38.46153846","10.25641026","26.66666667","24.5014245","63.7037037","11.3960114","29.62962963","35.8974359","93.33333333"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00148","","","","26","20","1","1","3","20","7","8","12","5","14.37","15","27","0.75","0.576923077","0.6","0.461538462","55.55555556","76.92307692","9.971509972","12.96296296","21.36752137","27.77777778","17.09401709","22.22222222","38.46153846","50"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00149","","","","26","16","1","1","8","12","4","8.2","16","3","14.37","12.2","28.2","1.016666667","0.469230769","1.333333333","0.615384615","43.26241135","46.15384615","5.698005698","12.34567901","17.37891738","37.65432099","22.79202279","49.38271605","40.17094017","87.03703704"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00150","","","","26","18","1","1","9","18","7.8","5","8","4","14.37","12.8","20.8","0.711111111","0.492307692","0.444444444","0.307692308","61.53846154","69.23076923","11.11111111","16.04938272","18.23361823","26.33744856","11.3960114","16.46090535","29.62962963","42.79835391"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00151","","","","26","18","1","1","7","18","14","5","20","4","6.12","19","39","1.055555556","0.730769231","1.111111111","0.769230769","48.71794872","69.23076923","19.94301994","28.80658436","27.06552707","39.09465021","28.49002849","41.15226337","55.55555556","80.24691358"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00152","","","","26","17","1","1","6","17","18","2","12","4","14.37","20","32","1.176470588","0.769230769","0.705882353","0.461538462","62.5","65.38461538","25.64102564","39.21568627","28.49002849","43.57298475","17.09401709","26.14379085","45.58404558","69.7167756"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00153","","","","26","8","1","1","9","4","2.2","2","3.5","4","6.12","4.2","7.7","1.05","0.161538462","0.875","0.134615385","54.54545455","15.38461538","3.133903134","20.37037037","5.982905983","38.88888889","4.985754986","32.40740741","10.96866097","71.2962963"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00154","","","","26","14","1","1","9","14","7","2.8","6.5","4","11.03","9.8","16.3","0.7","0.376923077","0.464285714","0.25","60.12269939","53.84615385","9.971509972","18.51851852","13.96011396","25.92592593","9.259259259","17.1957672","23.21937322","43.12169312"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00155","","","","26","5","1","1","5","5","13","7","6.8","5","14.37","20","26.8","4","0.769230769","1.36","0.261538462","74.62686567","19.23076923","18.51851852","96.2962963","28.49002849","148.1481481","9.686609687","50.37037037","38.17663818","198.5185185"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00156","","","","26","18","1","1","9","11","0","2","8.2","5","12.39","2","10.2","0.181818182","0.076923077","0.745454545","0.315384615","19.60784314","42.30769231","0","0","2.849002849","6.734006734","11.68091168","27.60942761","14.52991453","34.34343434"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00157","","","","26","15","1","1","9","15","15","5","11.6","5","14.37","20","31.6","1.333333333","0.769230769","0.773333333","0.446153846","63.29113924","57.69230769","21.36752137","37.03703704","28.49002849","49.38271605","16.52421652","28.64197531","45.01424501","78.02469136"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00158","","","","26","22","1","1","9","22","18","14","9","4","14.37","32","41","1.454545455","1.230769231","0.409090909","0.346153846","78.04878049","84.61538462","25.64102564","30.3030303","45.58404558","53.87205387","12.82051282","15.15151515","58.4045584","69.02356902"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00159","","","","26","17","1","1","9","17","11","7.8","10.6","4","14.37","18.8","29.4","1.105882353","0.723076923","0.623529412","0.407692308","63.94557823","65.38461538","15.66951567","23.96514161","26.78062678","40.95860566","15.0997151","23.09368192","41.88034188","64.05228758"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00160","","","","26","19","1","1","9","19","19","5","4.8","5","14.37","24","28.8","1.263157895","0.923076923","0.252631579","0.184615385","83.33333333","73.07692308","27.06552707","37.03703704","34.18803419","46.78362573","6.837606838","9.356725146","41.02564103","56.14035088"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00161","","","","26","15","1","1","9","13","17","10","17.4","4","12.39","27","44.4","2.076923077","1.038461538","1.338461538","0.669230769","60.81081081","50","24.21652422","48.43304843","38.46153846","76.92307692","24.78632479","49.57264957","63.24786325","126.4957265"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00162","","","","26","21","1","1","9","21","10","5","5.8","4","14.37","15","20.8","0.714285714","0.576923077","0.276190476","0.223076923","72.11538462","80.76923077","14.24501425","17.6366843","21.36752137","26.45502646","8.262108262","10.2292769","29.62962963","36.68430335"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00163","","","","26","20","1","1","9","20","21","8","14.5","4","14.37","29","43.5","1.45","1.115384615","0.725","0.557692308","66.66666667","76.92307692","29.91452991","38.88888889","41.31054131","53.7037037","20.65527066","26.85185185","61.96581197","80.55555556"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00164","","","","26","16","1","1","9","12","13","3","9.8","4","14.37","16","25.8","1.333333333","0.615384615","0.816666667","0.376923077","62.01550388","46.15384615","18.51851852","40.12345679","22.79202279","49.38271605","13.96011396","30.24691358","36.75213675","79.62962963"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00165","","","","26","23","1","1","9","23","23","3.5","6.8","4","12.39","26.5","33.3","1.152173913","1.019230769","0.295652174","0.261538462","79.57957958","88.46153846","32.76353276","37.03703704","37.74928775","42.67310789","9.686609687","10.95008052","47.43589744","53.62318841"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00166","","","","26","15","1","1","9","13","14","5.5","8.8","5","14.37","19.5","28.3","1.5","0.75","0.676923077","0.338461538","68.90459364","50","19.94301994","39.88603989","27.77777778","55.55555556","12.53561254","25.07122507","40.31339031","80.62678063"
"","","MZP2009CKE-PT01","","","","","","","","","MZP2009CKE-PT01-00167","","","","26","20","1","1","9","18","25","10","16.2","4","14.37","35","51.2","1.944444444","1.346153846","0.9","0.623076923","68.359375","69.23076923","35.61253561","51.44032922","49.85754986","72.01646091","23.07692308","33.33333333","72.93447293","105.3497942"
