"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of vines per NET plot in kg|CO_331:0000227","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00068","","","","3","3","1","1","5","3","2","1","3","6.5","0.3","0.4","5","5","1","0.7","7.2","4","0.3","0.133333333","0.175","1.333333333","1.333333333","0.333333333","0.333333333","0.233333333","0.233333333","2.166666667","2.166666667","25","9.722222222","100","3.703703704","3.703703704","8.641975309","8.641975309","80.24691358","80.24691358","88.88888889","88.88888889"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00069","","","","3","3","1","1","5","3","3","1","3","4.5","0.2","0.5","3","5","7","0.7","5.2","4","0.2","0.166666667","0.175","1.333333333","1.333333333","0.333333333","0.333333333","0.233333333","0.233333333","1.5","1.5","25","13.46153846","100","2.469135802","2.469135802","8.641975309","8.641975309","55.55555556","55.55555556","64.19753086","64.19753086"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00070","","","","3","3","1","1","7","3","3","2","4","5","0.2","0.7","5","3","5","0.9","5.9","6","0.1","0.175","0.15","2","2","0.666666667","0.666666667","0.3","0.3","1.666666667","1.666666667","33.33333333","15.25423729","100","2.469135802","2.469135802","11.11111111","11.11111111","61.72839506","61.72839506","72.83950617","72.83950617"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00071","","","","3","3","1","1","5","3","3","1","5","4","0.2","1","5","5","3","1.2","5.2","6","0.2","0.2","0.2","2","2","0.333333333","0.333333333","0.4","0.4","1.333333333","1.333333333","16.66666667","23.07692308","100","2.469135802","2.469135802","14.81481481","14.81481481","49.38271605","49.38271605","64.19753086","64.19753086"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00072","","","","3","3","1","1","7","3","3","2","5","8.5","0.2","0.4","5","5","3","0.6","9.1","7","0.1","0.08","0.085714286","2.333333333","2.333333333","0.666666667","0.666666667","0.2","0.2","2.833333333","2.833333333","28.57142857","6.593406593","100","2.469135802","2.469135802","7.407407407","7.407407407","104.9382716","104.9382716","112.345679","112.345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00073","","","","3","2","1","1","5","2","2","1","4","4","0.2","0.7","5","7","7","0.9","4.9","5","0.2","0.175","0.18","2.5","1.666666667","0.5","0.333333333","0.45","0.3","2","1.333333333","20","18.36734694","66.66666667","2.469135802","3.703703704","11.11111111","16.66666667","49.38271605","74.07407407","60.49382716","90.74074074"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00074","","","","3","3","1","1","9","3","3","2","5","9.5","0.3","0.6","5","5","7","0.9","10.4","7","0.15","0.12","0.128571429","2.333333333","2.333333333","0.666666667","0.666666667","0.3","0.3","3.166666667","3.166666667","28.57142857","8.653846154","100","3.703703704","3.703703704","11.11111111","11.11111111","117.2839506","117.2839506","128.3950617","128.3950617"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00075","","","","3","3","1","3","7","3","3","5","5","8","1","1","5","5","3","2","10","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.666666667","2.666666667","50","20","100","12.34567901","12.34567901","24.69135802","24.69135802","98.7654321","98.7654321","123.4567901","123.4567901"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00076","","","","3","2","1","1","5","2","2","4","3","4.4","1","0.3","5","5","3","1.3","5.7","7","0.25","0.1","0.185714286","3.5","2.333333333","2","1.333333333","0.65","0.433333333","2.2","1.466666667","57.14285714","22.80701754","66.66666667","12.34567901","18.51851852","16.04938272","24.07407407","54.32098765","81.48148148","70.37037037","105.5555556"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00077","","","","3","2","1","1","5","2","2","1","4","7.1","0.2","1","3","5","3","1.2","8.3","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","3.55","2.366666667","20","14.45783133","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","87.65432099","131.4814815","102.4691358","153.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00078","","","","3","3","1","1","5","3","1","0","3","6.1","0","0.5","7","7","9","0.5","6.6","3","","0.166666667","0.166666667","1","1","0","0","0.166666667","0.166666667","2.033333333","2.033333333","0","7.575757576","100","0","0","6.172839506","6.172839506","75.30864198","75.30864198","81.48148148","81.48148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00079","","","","3","2","1","1","5","2","2","1","4","7.1","0.2","0.3","5","5","5","0.5","7.6","5","0.2","0.075","0.1","2.5","1.666666667","0.5","0.333333333","0.25","0.166666667","3.55","2.366666667","20","6.578947368","66.66666667","2.469135802","3.703703704","6.172839506","9.259259259","87.65432099","131.4814815","93.82716049","140.7407407"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00080","","","","3","3","1","1","5","3","3","2","5","5","0.3","1","7","7","7","1.3","6.3","7","0.15","0.2","0.185714286","2.333333333","2.333333333","0.666666667","0.666666667","0.433333333","0.433333333","1.666666667","1.666666667","28.57142857","20.63492063","100","3.703703704","3.703703704","16.04938272","16.04938272","61.72839506","61.72839506","77.77777778","77.77777778"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00081","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00082","","","","3","3","1","1","5","3","2","1","3","3.5","0.2","0.3","7","7","5","0.5","4","4","0.2","0.1","0.125","1.333333333","1.333333333","0.333333333","0.333333333","0.166666667","0.166666667","1.166666667","1.166666667","25","12.5","100","2.469135802","2.469135802","6.172839506","6.172839506","43.20987654","43.20987654","49.38271605","49.38271605"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00083","","","","3","3","1","1","5","3","2","2","4","4.5","0.3","0.7","5","7","5","1","5.5","6","0.15","0.175","0.166666667","2","2","0.666666667","0.666666667","0.333333333","0.333333333","1.5","1.5","33.33333333","18.18181818","100","3.703703704","3.703703704","12.34567901","12.34567901","55.55555556","55.55555556","67.90123457","67.90123457"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00084","","","","3","3","1","1","5","3","3","5","6","5.5","1","1","3","3","1","2","7.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","1.833333333","1.833333333","45.45454545","26.66666667","100","12.34567901","12.34567901","24.69135802","24.69135802","67.90123457","67.90123457","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00085","","","","3","1","1","1","3","1","1","0","3","3.5","0","0.5","7","7","9","0.5","4","3","","0.166666667","0.166666667","3","1","0","0","0.5","0.166666667","3.5","1.166666667","0","12.5","33.33333333","0","0","6.172839506","18.51851852","43.20987654","129.6296296","49.38271605","148.1481481"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00086","","","","3","2","1","1","5","2","2","1","5","4.5","0.2","1","7","5","5","1.2","5.7","6","0.2","0.2","0.2","3","2","0.5","0.333333333","0.6","0.4","2.25","1.5","16.66666667","21.05263158","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","55.55555556","83.33333333","70.37037037","105.5555556"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00087","","","","3","2","1","1","5","2","2","1","5","4.7","0.2","0.7","7","5","9","0.9","5.6","6","0.2","0.14","0.15","3","2","0.5","0.333333333","0.45","0.3","2.35","1.566666667","16.66666667","16.07142857","66.66666667","2.469135802","3.703703704","11.11111111","16.66666667","58.02469136","87.03703704","69.13580247","103.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00088","","","","3","2","1","1","5","2","1","0","4","5.1","0","0.9","7","5","5","0.9","6","4","","0.225","0.225","2","1.333333333","0","0","0.45","0.3","2.55","1.7","0","15","66.66666667","0","0","11.11111111","16.66666667","62.96296296","94.44444444","74.07407407","111.1111111"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00089","","","","3","3","1","1","5","3","2","3","5","4.5","0.4","1","5","5","7","1.4","5.9","8","0.133333333","0.2","0.175","2.666666667","2.666666667","1","1","0.466666667","0.466666667","1.5","1.5","37.5","23.72881356","100","4.938271605","4.938271605","17.28395062","17.28395062","55.55555556","55.55555556","72.83950617","72.83950617"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00090","","","","3","3","1","5","5","3","3","5","7","6.2","1","1.2","5","5","1","2.2","8.4","12","0.2","0.171428571","0.183333333","4","4","1.666666667","1.666666667","0.733333333","0.733333333","2.066666667","2.066666667","41.66666667","26.19047619","100","12.34567901","12.34567901","27.16049383","27.16049383","76.54320988","76.54320988","103.7037037","103.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00091","","","","3","3","1","1","5","3","2","1","4","5.5","0.2","1.1","5","5","3","1.3","6.8","5","0.2","0.275","0.26","1.666666667","1.666666667","0.333333333","0.333333333","0.433333333","0.433333333","1.833333333","1.833333333","20","19.11764706","100","2.469135802","2.469135802","16.04938272","16.04938272","67.90123457","67.90123457","83.95061728","83.95061728"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00092","","","","3","3","1","1","5","3","2","2","5","4.2","0.3","1","5","5","3","1.3","5.5","7","0.15","0.2","0.185714286","2.333333333","2.333333333","0.666666667","0.666666667","0.433333333","0.433333333","1.4","1.4","28.57142857","23.63636364","100","3.703703704","3.703703704","16.04938272","16.04938272","51.85185185","51.85185185","67.90123457","67.90123457"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00093","","","","3","3","1","1","5","3","3","2","3","9.5","0.3","0.4","5","3","3","0.7","10.2","5","0.15","0.133333333","0.14","1.666666667","1.666666667","0.666666667","0.666666667","0.233333333","0.233333333","3.166666667","3.166666667","40","6.862745098","100","3.703703704","3.703703704","8.641975309","8.641975309","117.2839506","117.2839506","125.9259259","125.9259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00094","","","","3","2","1","1","5","2","2","1","4","7.5","0.2","1","7","7","9","1.2","8.7","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","3.75","2.5","20","13.79310345","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","92.59259259","138.8888889","107.4074074","161.1111111"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00095","","","","3","3","1","1","5","3","2","3","6","6.6","0.4","1","5","5","3","1.4","8","9","0.133333333","0.166666667","0.155555556","3","3","1","1","0.466666667","0.466666667","2.2","2.2","33.33333333","17.5","100","4.938271605","4.938271605","17.28395062","17.28395062","81.48148148","81.48148148","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00096","","","","3","1","1","5","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00097","","","","3","1","1","1","5","1","1","0","3","4.7","0","0.4","7","7","9","0.4","5.1","3","","0.133333333","0.133333333","3","1","0","0","0.4","0.133333333","4.7","1.566666667","0","7.843137255","33.33333333","0","0","4.938271605","14.81481481","58.02469136","174.0740741","62.96296296","188.8888889"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00098","","","","3","3","1","1","5","3","2","1","4","4","0.2","1","5","5","3","1.2","5.2","5","0.2","0.25","0.24","1.666666667","1.666666667","0.333333333","0.333333333","0.4","0.4","1.333333333","1.333333333","20","23.07692308","100","2.469135802","2.469135802","14.81481481","14.81481481","49.38271605","49.38271605","64.19753086","64.19753086"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00099","","","","3","2","1","1","7","2","2","2","5","8.5","0.3","1","7","7","5","1.3","9.8","7","0.15","0.2","0.185714286","3.5","2.333333333","1","0.666666667","0.65","0.433333333","4.25","2.833333333","28.57142857","13.26530612","66.66666667","3.703703704","5.555555556","16.04938272","24.07407407","104.9382716","157.4074074","120.9876543","181.4814815"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00100","","","","3","3","1","1","5","3","3","3","6","3.5","0.5","1","5","5","5","1.5","5","9","0.166666667","0.166666667","0.166666667","3","3","1","1","0.5","0.5","1.166666667","1.166666667","33.33333333","30","100","6.172839506","6.172839506","18.51851852","18.51851852","43.20987654","43.20987654","61.72839506","61.72839506"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00101","","","","3","1","1","1","7","1","1","0","2","6.5","0","0.3","9","9","9","0.3","6.8","2","","0.15","0.15","2","0.666666667","0","0","0.3","0.1","6.5","2.166666667","0","4.411764706","33.33333333","0","0","3.703703704","11.11111111","80.24691358","240.7407407","83.95061728","251.8518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00102","","","","3","1","1","1","5","1","1","0","3","3.5","0","0.4","7","7","9","0.4","3.9","3","","0.133333333","0.133333333","3","1","0","0","0.4","0.133333333","3.5","1.166666667","0","10.25641026","33.33333333","0","0","4.938271605","14.81481481","43.20987654","129.6296296","48.14814815","144.4444444"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00103","","","","3","3","1","1","9","3","3","1","5","8.5","0.2","1","7","5","5","1.2","9.7","6","0.2","0.2","0.2","2","2","0.333333333","0.333333333","0.4","0.4","2.833333333","2.833333333","16.66666667","12.37113402","100","2.469135802","2.469135802","14.81481481","14.81481481","104.9382716","104.9382716","119.7530864","119.7530864"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00104","","","","3","3","1","1","5","3","3","2","6","4","0.3","1","5","5","5","1.3","5.3","8","0.15","0.166666667","0.1625","2.666666667","2.666666667","0.666666667","0.666666667","0.433333333","0.433333333","1.333333333","1.333333333","25","24.52830189","100","3.703703704","3.703703704","16.04938272","16.04938272","49.38271605","49.38271605","65.43209877","65.43209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00105","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00106","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00107","","","","3","3","1","1","7","3","2","1","5","8","0.2","1","7","7","5","1.2","9.2","6","0.2","0.2","0.2","2","2","0.333333333","0.333333333","0.4","0.4","2.666666667","2.666666667","16.66666667","13.04347826","100","2.469135802","2.469135802","14.81481481","14.81481481","98.7654321","98.7654321","113.5802469","113.5802469"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00108","","","","3","2","1","1","5","2","2","2","5","4","0.3","1","5","5","5","1.3","5.3","7","0.15","0.2","0.185714286","3.5","2.333333333","1","0.666666667","0.65","0.433333333","2","1.333333333","28.57142857","24.52830189","66.66666667","3.703703704","5.555555556","16.04938272","24.07407407","49.38271605","74.07407407","65.43209877","98.14814815"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00109","","","","3","3","1","1","5","3","3","2","5","3.9","0.2","1","5","5","5","1.2","5.1","7","0.1","0.2","0.171428571","2.333333333","2.333333333","0.666666667","0.666666667","0.4","0.4","1.3","1.3","28.57142857","23.52941176","100","2.469135802","2.469135802","14.81481481","14.81481481","48.14814815","48.14814815","62.96296296","62.96296296"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00110","","","","3","3","1","1","9","3","3","3","6","4.9","0.4","1","7","7","7","1.4","6.3","9","0.133333333","0.166666667","0.155555556","3","3","1","1","0.466666667","0.466666667","1.633333333","1.633333333","33.33333333","22.22222222","100","4.938271605","4.938271605","17.28395062","17.28395062","60.49382716","60.49382716","77.77777778","77.77777778"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00111","","","","3","1","1","1","5","1","1","0","4","4.5","0","1","5","5","1","1","5.5","4","","0.25","0.25","4","1.333333333","0","0","1","0.333333333","4.5","1.5","0","18.18181818","33.33333333","0","0","12.34567901","37.03703704","55.55555556","166.6666667","67.90123457","203.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00112","","","","3","3","1","7","7","3","3","4","5","7.5","1","1","7","5","3","2","9.5","9","0.25","0.2","0.222222222","3","3","1.333333333","1.333333333","0.666666667","0.666666667","2.5","2.5","44.44444444","21.05263158","100","12.34567901","12.34567901","24.69135802","24.69135802","92.59259259","92.59259259","117.2839506","117.2839506"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00113","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00114","","","","3","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00115","","","","3","1","1","9","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
