"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of vines per NET plot in kg|CO_331:0000227","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00864","","","","3","3","3","3","9","3","3","2","5","6.5","1","5","5","5","3","6","12.5","7","0.5","1","0.857142857","2.333333333","2.333333333","0.666666667","0.666666667","2","2","2.166666667","2.166666667","28.57142857","48","100","12.34567901","12.34567901","74.07407407","74.07407407","80.24691358","80.24691358","154.3209877","154.3209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00865","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00866","","","","3","3","1","1","5","3","3","4","4","4","0.8","5","5","5","7","5.8","9.8","8","0.2","1.25","0.725","2.666666667","2.666666667","1.333333333","1.333333333","1.933333333","1.933333333","1.333333333","1.333333333","50","59.18367347","100","9.87654321","9.87654321","71.60493827","71.60493827","49.38271605","49.38271605","120.9876543","120.9876543"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00867","","","","3","3","1","5","9","3","3","7","7","9.9","1.5","3","3","1","1","4.5","14.4","14","0.214285714","0.428571429","0.321428571","4.666666667","4.666666667","2.333333333","2.333333333","1.5","1.5","3.3","3.3","50","31.25","100","18.51851852","18.51851852","55.55555556","55.55555556","122.2222222","122.2222222","177.7777778","177.7777778"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00868","","","","3","3","1","5","7","3","3","4","5","8","1","5","5","5","3","6","14","9","0.25","1","0.666666667","3","3","1.333333333","1.333333333","2","2","2.666666667","2.666666667","44.44444444","42.85714286","100","12.34567901","12.34567901","74.07407407","74.07407407","98.7654321","98.7654321","172.8395062","172.8395062"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00869","","","","3","3","3","5","7","3","3","5","5","9","1","3","3","3","1","4","13","10","0.2","0.6","0.4","3.333333333","3.333333333","1.666666667","1.666666667","1.333333333","1.333333333","3","3","50","30.76923077","100","12.34567901","12.34567901","49.38271605","49.38271605","111.1111111","111.1111111","160.4938272","160.4938272"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00870","","","","3","3","1","1","9","3","3","4","6","9.1","1","5","5","5","3","6","15.1","10","0.25","0.833333333","0.6","3.333333333","3.333333333","1.333333333","1.333333333","2","2","3.033333333","3.033333333","40","39.73509934","100","12.34567901","12.34567901","74.07407407","74.07407407","112.345679","112.345679","186.4197531","186.4197531"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00871","","","","3","3","1","1","7","3","3","5","5","8.5","1","3","3","5","3","4","12.5","10","0.2","0.6","0.4","3.333333333","3.333333333","1.666666667","1.666666667","1.333333333","1.333333333","2.833333333","2.833333333","50","32","100","12.34567901","12.34567901","49.38271605","49.38271605","104.9382716","104.9382716","154.3209877","154.3209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00872","","","","3","3","1","3","5","3","3","4","5","7","1","5","5","3","5","6","13","9","0.25","1","0.666666667","3","3","1.333333333","1.333333333","2","2","2.333333333","2.333333333","44.44444444","46.15384615","100","12.34567901","12.34567901","74.07407407","74.07407407","86.41975309","86.41975309","160.4938272","160.4938272"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00873","","","","3","2","1","1","5","2","2","3","5","4.5","1","3","3","3","1","4","8.5","8","0.333333333","0.6","0.5","4","2.666666667","1.5","1","2","1.333333333","2.25","1.5","37.5","47.05882353","66.66666667","12.34567901","18.51851852","49.38271605","74.07407407","55.55555556","83.33333333","104.9382716","157.4074074"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00874","","","","3","2","1","1","5","2","2","1","4","4.5","1","3","3","3","1","4","8.5","5","1","0.75","0.8","2.5","1.666666667","0.5","0.333333333","2","1.333333333","2.25","1.5","20","47.05882353","66.66666667","12.34567901","18.51851852","49.38271605","74.07407407","55.55555556","83.33333333","104.9382716","157.4074074"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00875","","","","3","3","1","1","5","3","3","3","3","5","0.7","1","1","1","7","1.7","6.7","6","0.233333333","0.333333333","0.283333333","2","2","1","1","0.566666667","0.566666667","1.666666667","1.666666667","50","25.37313433","100","8.641975309","8.641975309","20.98765432","20.98765432","61.72839506","61.72839506","82.71604938","82.71604938"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00876","","","","3","3","1","1","5","3","3","7","7","5","1.4","5","5","5","3","6.4","11.4","14","0.2","0.714285714","0.457142857","4.666666667","4.666666667","2.333333333","2.333333333","2.133333333","2.133333333","1.666666667","1.666666667","50","56.14035088","100","17.28395062","17.28395062","79.01234568","79.01234568","61.72839506","61.72839506","140.7407407","140.7407407"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00877","","","","3","3","1","1","5","3","3","8","6","5.5","1","1","1","1","1","2","7.5","14","0.125","0.166666667","0.142857143","4.666666667","4.666666667","2.666666667","2.666666667","0.666666667","0.666666667","1.833333333","1.833333333","57.14285714","26.66666667","100","12.34567901","12.34567901","24.69135802","24.69135802","67.90123457","67.90123457","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00878","","","","3","2","1","3","5","2","2","1","5","6","1","5","5","5","3","6","12","6","1","1","1","3","2","0.5","0.333333333","3","2","3","2","16.66666667","50","66.66666667","12.34567901","18.51851852","74.07407407","111.1111111","74.07407407","111.1111111","148.1481481","222.2222222"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00879","","","","3","3","1","1","7","3","2","2","3","7.5","0.4","0.7","5","5","3","1.1","8.6","5","0.2","0.233333333","0.22","1.666666667","1.666666667","0.666666667","0.666666667","0.366666667","0.366666667","2.5","2.5","40","12.79069767","100","4.938271605","4.938271605","13.58024691","13.58024691","92.59259259","92.59259259","106.1728395","106.1728395"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00880","","","","3","3","1","1","3","3","3","2","4","3","0.3","0.7","5","5","3","1","4","6","0.15","0.175","0.166666667","2","2","0.666666667","0.666666667","0.333333333","0.333333333","1","1","33.33333333","25","100","3.703703704","3.703703704","12.34567901","12.34567901","37.03703704","37.03703704","49.38271605","49.38271605"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00881","","","","3","3","1","1","7","3","3","4","7","6","1","1.2","5","5","3","2.2","8.2","11","0.25","0.171428571","0.2","3.666666667","3.666666667","1.333333333","1.333333333","0.733333333","0.733333333","2","2","36.36363636","26.82926829","100","12.34567901","12.34567901","27.16049383","27.16049383","74.07407407","74.07407407","101.2345679","101.2345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00882","","","","3","2","1","1","5","2","2","4","6","5.5","1","1","7","5","5","2","7.5","10","0.25","0.166666667","0.2","5","3.333333333","2","1.333333333","1","0.666666667","2.75","1.833333333","40","26.66666667","66.66666667","12.34567901","18.51851852","24.69135802","37.03703704","67.90123457","101.8518519","92.59259259","138.8888889"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00883","","","","3","3","1","5","7","3","3","2","4","8.5","0.3","1","5","5","7","1.3","9.8","6","0.15","0.25","0.216666667","2","2","0.666666667","0.666666667","0.433333333","0.433333333","2.833333333","2.833333333","33.33333333","13.26530612","100","3.703703704","3.703703704","16.04938272","16.04938272","104.9382716","104.9382716","120.9876543","120.9876543"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00884","","","","3","2","1","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00885","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00886","","","","3","3","1","1","9","3","3","2","2","9.5","0.4","0.3","5","7","7","0.7","10.2","4","0.2","0.15","0.175","1.333333333","1.333333333","0.666666667","0.666666667","0.233333333","0.233333333","3.166666667","3.166666667","50","6.862745098","100","4.938271605","4.938271605","8.641975309","8.641975309","117.2839506","117.2839506","125.9259259","125.9259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00887","","","","3","3","1","1","3","3","3","2","4","4","0.3","1","5","5","3","1.3","5.3","6","0.15","0.25","0.216666667","2","2","0.666666667","0.666666667","0.433333333","0.433333333","1.333333333","1.333333333","33.33333333","24.52830189","100","3.703703704","3.703703704","16.04938272","16.04938272","49.38271605","49.38271605","65.43209877","65.43209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00888","","","","3","2","1","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00889","","","","3","2","1","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00890","","","","3","3","1","1","5","3","3","4","7","4.5","1","1.2","5","5","3","2.2","6.7","11","0.25","0.171428571","0.2","3.666666667","3.666666667","1.333333333","1.333333333","0.733333333","0.733333333","1.5","1.5","36.36363636","32.8358209","100","12.34567901","12.34567901","27.16049383","27.16049383","55.55555556","55.55555556","82.71604938","82.71604938"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00891","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00892","","","","3","3","1","1","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00893","","","","3","3","1","1","7","3","3","5","5","7.5","1","1","5","3","3","2","9.5","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.5","2.5","50","21.05263158","100","12.34567901","12.34567901","24.69135802","24.69135802","92.59259259","92.59259259","117.2839506","117.2839506"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00894","","","","3","3","1","3","5","3","3","4","5","6","1","1","5","5","5","2","8","9","0.25","0.2","0.222222222","3","3","1.333333333","1.333333333","0.666666667","0.666666667","2","2","44.44444444","25","100","12.34567901","12.34567901","24.69135802","24.69135802","74.07407407","74.07407407","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00895","","","","3","3","1","1","1","3","3","3","5","1.2","0.4","1","5","5","3","1.4","2.6","8","0.133333333","0.2","0.175","2.666666667","2.666666667","1","1","0.466666667","0.466666667","0.4","0.4","37.5","53.84615385","100","4.938271605","4.938271605","17.28395062","17.28395062","14.81481481","14.81481481","32.09876543","32.09876543"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00896","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00897","","","","3","2","1","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00898","","","","3","3","1","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00899","","","","3","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00900","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00901","","","","3","3","1","1","5","3","2","3","4","5.5","0.3","1","5","5","5","1.3","6.8","7","0.1","0.25","0.185714286","2.333333333","2.333333333","1","1","0.433333333","0.433333333","1.833333333","1.833333333","42.85714286","19.11764706","100","3.703703704","3.703703704","16.04938272","16.04938272","67.90123457","67.90123457","83.95061728","83.95061728"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00902","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00903","","","","3","3","1","1","5","3","3","4","7","6","1","1","1","1","1","2","8","11","0.25","0.142857143","0.181818182","3.666666667","3.666666667","1.333333333","1.333333333","0.666666667","0.666666667","2","2","36.36363636","25","100","12.34567901","12.34567901","24.69135802","24.69135802","74.07407407","74.07407407","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00904","","","","3","2","1","1","5","2","2","3","4","7","0.3","1","5","5","3","1.3","8.3","7","0.1","0.25","0.185714286","3.5","2.333333333","1.5","1","0.65","0.433333333","3.5","2.333333333","42.85714286","15.6626506","66.66666667","3.703703704","5.555555556","16.04938272","24.07407407","86.41975309","129.6296296","102.4691358","153.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00905","","","","3","3","1","1","5","3","3","2","3","6","0.4","0.5","3","3","5","0.9","6.9","5","0.2","0.166666667","0.18","1.666666667","1.666666667","0.666666667","0.666666667","0.3","0.3","2","2","40","13.04347826","100","4.938271605","4.938271605","11.11111111","11.11111111","74.07407407","74.07407407","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00906","","","","3","3","1","1","5","3","3","3","4","3.9","0.3","1","3","5","3","1.3","5.2","7","0.1","0.25","0.185714286","2.333333333","2.333333333","1","1","0.433333333","0.433333333","1.3","1.3","42.85714286","25","100","3.703703704","3.703703704","16.04938272","16.04938272","48.14814815","48.14814815","64.19753086","64.19753086"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00907","","","","3","3","1","1","7","3","2","3","5","7.5","0.3","1","5","5","7","1.3","8.8","8","0.1","0.2","0.1625","2.666666667","2.666666667","1","1","0.433333333","0.433333333","2.5","2.5","37.5","14.77272727","100","3.703703704","3.703703704","16.04938272","16.04938272","92.59259259","92.59259259","108.6419753","108.6419753"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00908","","","","3","3","1","1","7","3","2","4","5","5.5","1","1.1","3","3","5","2.1","7.6","9","0.25","0.22","0.233333333","3","3","1.333333333","1.333333333","0.7","0.7","1.833333333","1.833333333","44.44444444","27.63157895","100","12.34567901","12.34567901","25.92592593","25.92592593","67.90123457","67.90123457","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00909","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00910","","","","3","3","1","1","5","3","3","5","5","6","1","1","3","3","5","2","8","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2","2","50","25","100","12.34567901","12.34567901","24.69135802","24.69135802","74.07407407","74.07407407","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00911","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00912","","","","3","3","1","5","7","3","3","4","6","8.5","1","1.1","3","3","5","2.1","10.6","10","0.25","0.183333333","0.21","3.333333333","3.333333333","1.333333333","1.333333333","0.7","0.7","2.833333333","2.833333333","40","19.81132075","100","12.34567901","12.34567901","25.92592593","25.92592593","104.9382716","104.9382716","130.8641975","130.8641975"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00913","","","","3","3","1","1","5","3","3","5","5","6","1","1","3","3","5","2","8","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2","2","50","25","100","12.34567901","12.34567901","24.69135802","24.69135802","74.07407407","74.07407407","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00914","","","","3","3","1","1","5","3","3","5","5","7","1","1","1","1","3","2","9","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.333333333","2.333333333","50","22.22222222","100","12.34567901","12.34567901","24.69135802","24.69135802","86.41975309","86.41975309","111.1111111","111.1111111"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00915","","","","3","2","1","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00916","","","","3","3","1","1","5","3","3","5","6","5.5","1","1","5","5","3","2","7.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","1.833333333","1.833333333","45.45454545","26.66666667","100","12.34567901","12.34567901","24.69135802","24.69135802","67.90123457","67.90123457","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00917","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00918","","","","3","2","1","1","5","2","2","3","3","9.5","0.5","0.4","5","7","9","0.9","10.4","6","0.166666667","0.133333333","0.15","3","2","1.5","1","0.45","0.3","4.75","3.166666667","50","8.653846154","66.66666667","6.172839506","9.259259259","11.11111111","16.66666667","117.2839506","175.9259259","128.3950617","192.5925926"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00919","","","","3","2","1","1","5","2","2","2","4","3.5","0.3","1","5","5","5","1.3","4.8","6","0.15","0.25","0.216666667","3","2","1","0.666666667","0.65","0.433333333","1.75","1.166666667","33.33333333","27.08333333","66.66666667","3.703703704","5.555555556","16.04938272","24.07407407","43.20987654","64.81481481","59.25925926","88.88888889"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00920","","","","3","3","1","1","5","3","3","5","5","6","1","1.2","3","3","3","2.2","8.2","10","0.2","0.24","0.22","3.333333333","3.333333333","1.666666667","1.666666667","0.733333333","0.733333333","2","2","50","26.82926829","100","12.34567901","12.34567901","27.16049383","27.16049383","74.07407407","74.07407407","101.2345679","101.2345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00921","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00922","","","","3","3","1","1","5","3","3","3","5","4.5","","1","5","5","3","","","8","","0.2","","2.666666667","2.666666667","1","1","","","1.5","1.5","37.5","","100","","","","","55.55555556","55.55555556","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00923","","","","3","3","1","1","5","3","2","2","4","4.5","0.3","1","5","5","3","1.3","5.8","6","0.15","0.25","0.216666667","2","2","0.666666667","0.666666667","0.433333333","0.433333333","1.5","1.5","33.33333333","22.4137931","100","3.703703704","3.703703704","16.04938272","16.04938272","55.55555556","55.55555556","71.60493827","71.60493827"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00924","","","","3","3","1","3","5","3","3","4","6","5.5","1","1.1","5","3","5","2.1","7.6","10","0.25","0.183333333","0.21","3.333333333","3.333333333","1.333333333","1.333333333","0.7","0.7","1.833333333","1.833333333","40","27.63157895","100","12.34567901","12.34567901","25.92592593","25.92592593","67.90123457","67.90123457","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00925","","","","3","2","1","1","5","2","2","1","4","3.9","0.2","1","3","3","5","1.2","5.1","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","1.95","1.3","20","23.52941176","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","48.14814815","72.22222222","62.96296296","94.44444444"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00926","","","","3","3","1","1","7","3","3","3","5","4","0.3","1","3","3","5","1.3","5.3","8","0.1","0.2","0.1625","2.666666667","2.666666667","1","1","0.433333333","0.433333333","1.333333333","1.333333333","37.5","24.52830189","100","3.703703704","3.703703704","16.04938272","16.04938272","49.38271605","49.38271605","65.43209877","65.43209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00927","","","","3","3","1","1","7","3","2","3","5","5.5","0.4","1","5","7","3","1.4","6.9","8","0.133333333","0.2","0.175","2.666666667","2.666666667","1","1","0.466666667","0.466666667","1.833333333","1.833333333","37.5","20.28985507","100","4.938271605","4.938271605","17.28395062","17.28395062","67.90123457","67.90123457","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00928","","","","3","3","1","1","5","3","3","4","4","6","1","1","5","5","3","2","8","8","0.25","0.25","0.25","2.666666667","2.666666667","1.333333333","1.333333333","0.666666667","0.666666667","2","2","50","25","100","12.34567901","12.34567901","24.69135802","24.69135802","74.07407407","74.07407407","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00929","","","","3","3","1","1","5","3","3","5","5","7","1","1","3","1","3","2","9","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.333333333","2.333333333","50","22.22222222","100","12.34567901","12.34567901","24.69135802","24.69135802","86.41975309","86.41975309","111.1111111","111.1111111"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00930","","","","3","3","1","1","5","3","3","4","3","6","1","0.5","5","5","3","1.5","7.5","7","0.25","0.166666667","0.214285714","2.333333333","2.333333333","1.333333333","1.333333333","0.5","0.5","2","2","57.14285714","20","100","12.34567901","12.34567901","18.51851852","18.51851852","74.07407407","74.07407407","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00931","","","","3","3","1","1","5","3","2","4","4","5.5","1","0.6","5","7","7","1.6","7.1","8","0.25","0.15","0.2","2.666666667","2.666666667","1.333333333","1.333333333","0.533333333","0.533333333","1.833333333","1.833333333","50","22.53521127","100","12.34567901","12.34567901","19.75308642","19.75308642","67.90123457","67.90123457","87.65432099","87.65432099"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00932","","","","3","3","1","1","5","3","3","2","4","4.5","0.3","1","5","3","5","1.3","5.8","6","0.15","0.25","0.216666667","2","2","0.666666667","0.666666667","0.433333333","0.433333333","1.5","1.5","33.33333333","22.4137931","100","3.703703704","3.703703704","16.04938272","16.04938272","55.55555556","55.55555556","71.60493827","71.60493827"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00933","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00934","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00935","","","","3","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00936","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00937","","","","3","3","1","1","7","3","3","4","4","8","1","1","5","5","3","2","10","8","0.25","0.25","0.25","2.666666667","2.666666667","1.333333333","1.333333333","0.666666667","0.666666667","2.666666667","2.666666667","50","20","100","12.34567901","12.34567901","24.69135802","24.69135802","98.7654321","98.7654321","123.4567901","123.4567901"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00938","","","","3","3","1","1","5","3","3","5","5","5.5","1","1.1","3","3","1","2.1","7.6","10","0.2","0.22","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","1.833333333","1.833333333","50","27.63157895","100","12.34567901","12.34567901","25.92592593","25.92592593","67.90123457","67.90123457","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00939","","","","3","3","1","1","5","3","2","1","5","4.5","0.2","1","5","5","3","1.2","5.7","6","0.2","0.2","0.2","2","2","0.333333333","0.333333333","0.4","0.4","1.5","1.5","16.66666667","21.05263158","100","2.469135802","2.469135802","14.81481481","14.81481481","55.55555556","55.55555556","70.37037037","70.37037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-00940","","","","3","3","1","1","7","3","3","5","5","10.2","1","1","5","5","1","2","12.2","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","3.4","3.4","50","16.39344262","100","12.34567901","12.34567901","24.69135802","24.69135802","125.9259259","125.9259259","150.617284","150.617284"
