"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00063","","","","12","7","5","4","13","6","3.4","1","4","3","3","3","4.4","8.4","19","0.261538462","0.166666667","0.231578947","3.8","52.38095238","41.66666667","10.49382716","13.58024691","12.34567901","1.583333333","2.6","1.083333333","0.88","0.366666667","0.8","0.333333333","68.42105263","25.18518519","32.59259259","29.62962963","25.92592593","62.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00064","","","","12","6","4","4","15","2","3.3","0.2","1","1","1","1","3.5","4.5","17","0.22","0.1","0.205882353","4.25","77.77777778","33.33333333","10.18518519","10.80246914","3.086419753","1.416666667","3.75","1.25","0.875","0.291666667","0.25","0.083333333","88.23529412","30.55555556","32.40740741","9.259259259","13.88888889","41.66666667"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00065","","","","12","8","6","4","13","6","2.6","0.3","2","3","1","1","2.9","4.9","19","0.2","0.05","0.152631579","3.166666667","59.18367347","50","8.024691358","8.950617284","6.172839506","1.583333333","2.166666667","1.083333333","0.483333333","0.241666667","0.333333333","0.166666667","68.42105263","16.04938272","17.90123457","12.34567901","15.12345679","30.24691358"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00066","","","","12","4","3","2","5","3","1","0.09","1.2","3","1","3","1.09","2.29","8","0.2","0.03","0.13625","2.666666667","47.59825328","25","3.086419753","3.364197531","3.703703704","0.666666667","1.666666667","0.416666667","0.363333333","0.090833333","0.4","0.1","62.5","12.34567901","13.45679012","14.81481481","7.067901235","28.27160494"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00067","","","","12","5","3","3","8","3","1.2","0.16","1","3","1","1","1.36","2.36","11","0.15","0.053333333","0.123636364","3.666666667","57.62711864","25","3.703703704","4.197530864","3.086419753","0.916666667","2.666666667","0.666666667","0.453333333","0.113333333","0.333333333","0.083333333","72.72727273","14.81481481","16.79012346","12.34567901","7.283950617","29.13580247"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00068","","","","12","5","3","3","10","0","3.4","0","6.2","1","3","1","3.4","9.6","10","0.34","","0.34","3.333333333","35.41666667","25","10.49382716","10.49382716","19.13580247","0.833333333","3.333333333","0.833333333","1.133333333","0.283333333","2.066666667","0.516666667","100","41.97530864","41.97530864","76.54320988","29.62962963","118.5185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00069","","","","12","5","3","3","10","3","4","0.2","3","3","1","1","4.2","7.2","13","0.4","0.066666667","0.323076923","4.333333333","58.33333333","25","12.34567901","12.96296296","9.259259259","1.083333333","3.333333333","0.833333333","1.4","0.35","1","0.25","76.92307692","49.38271605","51.85185185","37.03703704","22.22222222","88.88888889"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00070","","","","12","4","3","2","6","4","1.8","0.1","2.4","1","1","1","1.9","4.3","10","0.3","0.025","0.19","3.333333333","44.18604651","25","5.555555556","5.864197531","7.407407407","0.833333333","2","0.5","0.633333333","0.158333333","0.8","0.2","60","22.22222222","23.45679012","29.62962963","13.27160494","53.08641975"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00071","","","","12","6","4","4","8","5","1.9","0.5","2.7","5","3","1","2.4","5.1","13","0.2375","0.1","0.184615385","3.25","47.05882353","33.33333333","5.864197531","7.407407407","8.333333333","1.083333333","2","0.666666667","0.6","0.2","0.675","0.225","61.53846154","17.59259259","22.22222222","25","15.74074074","47.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00072","","","","12","5","3","3","6","1","3.4","0.02","1.6","3","3","1","3.42","5.02","7","0.566666667","0.02","0.488571429","2.333333333","68.12749004","25","10.49382716","10.55555556","4.938271605","0.583333333","2","0.5","1.14","0.285","0.533333333","0.133333333","85.71428571","41.97530864","42.22222222","19.75308642","15.49382716","61.97530864"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00073","","","","12","8","6","5","11","5","2.4","0.4","4.4","3","3","5","2.8","7.2","16","0.218181818","0.08","0.175","2.666666667","38.88888889","50","7.407407407","8.641975309","13.58024691","1.333333333","1.833333333","0.916666667","0.466666667","0.233333333","0.733333333","0.366666667","68.75","14.81481481","17.28395062","27.16049383","22.22222222","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00074","","","","12","7","5","5","10","3","3.4","0.06","4.4","1","1","1","3.46","7.86","13","0.34","0.02","0.266153846","2.6","44.02035623","41.66666667","10.49382716","10.67901235","13.58024691","1.083333333","2","0.833333333","0.692","0.288333333","0.88","0.366666667","76.92307692","25.18518519","25.62962963","32.59259259","24.25925926","58.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00075","","","","12","5","4","3","9","0","2.8","0","3","3","1","1","2.8","5.8","9","0.311111111","","0.311111111","2.25","48.27586207","33.33333333","8.641975309","8.641975309","9.259259259","0.75","2.25","0.75","0.7","0.233333333","0.75","0.25","100","25.92592593","25.92592593","27.77777778","17.90123457","53.7037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00076","","","","12","5","3","3","11","5","2.2","0.1","0.8","3","3","1","2.3","3.1","16","0.2","0.02","0.14375","5.333333333","74.19354839","25","6.790123457","7.098765432","2.469135802","1.333333333","3.666666667","0.916666667","0.766666667","0.191666667","0.266666667","0.066666667","68.75","27.16049383","28.39506173","9.87654321","9.567901235","38.27160494"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00077","","","","12","2","1","1","3","0","0.8","0","2.8","1","1","1","0.8","3.6","3","0.266666667","","0.266666667","3","22.22222222","8.333333333","2.469135802","2.469135802","8.641975309","0.25","3","0.25","0.8","0.066666667","2.8","0.233333333","100","29.62962963","29.62962963","103.7037037","11.11111111","133.3333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00078","","","","12","7","5","3","11","4","3.4","0.3","3.2","7","3","1","3.7","6.9","15","0.309090909","0.075","0.246666667","3","53.62318841","41.66666667","10.49382716","11.41975309","9.87654321","1.25","2.2","0.916666667","0.74","0.308333333","0.64","0.266666667","73.33333333","25.18518519","27.40740741","23.7037037","21.2962963","51.11111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00079","","","","12","6","4","3","13","5","1.3","0.2","2","1","5","3","1.5","3.5","18","0.1","0.04","0.083333333","4.5","42.85714286","33.33333333","4.012345679","4.62962963","6.172839506","1.5","3.25","1.083333333","0.375","0.125","0.5","0.166666667","72.22222222","12.03703704","13.88888889","18.51851852","10.80246914","32.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00080","","","","12","6","4","2","8","0","1.7","0","2","3","1","1","1.7","3.7","8","0.2125","","0.2125","2","45.94594595","33.33333333","5.24691358","5.24691358","6.172839506","0.666666667","2","0.666666667","0.425","0.141666667","0.5","0.166666667","100","15.74074074","15.74074074","18.51851852","11.41975309","34.25925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00081","","","","12","1","1","1","4","0","0.4","0","0.4","1","5","3","0.4","0.8","4","0.1","","0.1","4","50","8.333333333","1.234567901","1.234567901","1.234567901","0.333333333","4","0.333333333","0.4","0.033333333","0.4","0.033333333","100","14.81481481","14.81481481","14.81481481","2.469135802","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00082","","","","12","7","5","4","7","4","1.3","0.07","6","3","5","3","1.37","7.37","11","0.185714286","0.0175","0.124545455","2.2","18.58887381","41.66666667","4.012345679","4.228395062","18.51851852","0.916666667","1.4","0.583333333","0.274","0.114166667","1.2","0.5","63.63636364","9.62962963","10.14814815","44.44444444","22.74691358","54.59259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00083","","","","12","2","1","0","0","0","0","0","1.2","","","","0","1.2","0","","","","0","0","8.333333333","0","0","3.703703704","0","0","0","0","0","1.2","0.1","","0","0","44.44444444","3.703703704","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00084","","","","12","4","3","1","0","2","0","0.04","3","1","9","1","0.04","3.04","2","","0.02","0.02","0.666666667","1.315789474","25","0","0.12345679","9.259259259","0.166666667","0","0","0.013333333","0.003333333","1","0.25","0","0","0.49382716","37.03703704","9.382716049","37.5308642"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00085","","","","12","7","5","4","11","15","3","0.7","3.7","3","3","1","3.7","7.4","26","0.272727273","0.046666667","0.142307692","5.2","50","41.66666667","9.259259259","11.41975309","11.41975309","2.166666667","2.2","0.916666667","0.74","0.308333333","0.74","0.308333333","42.30769231","22.22222222","27.40740741","27.40740741","22.83950617","54.81481481"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00086","","","","12","7","5","5","17","17","5.6","1","2.8","3","5","1","6.6","9.4","34","0.329411765","0.058823529","0.194117647","6.8","70.21276596","41.66666667","17.28395062","20.37037037","8.641975309","2.833333333","3.4","1.416666667","1.32","0.55","0.56","0.233333333","50","41.48148148","48.88888889","20.74074074","29.01234568","69.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00087","","","","12","7","5","4","11","0","2","0","5","3","1","1","2","7","11","0.181818182","","0.181818182","2.2","28.57142857","41.66666667","6.172839506","6.172839506","15.43209877","0.916666667","2.2","0.916666667","0.4","0.166666667","1","0.416666667","100","14.81481481","14.81481481","37.03703704","21.60493827","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00088","","","","12","5","3","3","12","6","1.3","0.3","1.8","1","1","1","1.6","3.4","18","0.108333333","0.05","0.088888889","6","47.05882353","25","4.012345679","4.938271605","5.555555556","1.5","4","1","0.533333333","0.133333333","0.6","0.15","66.66666667","16.04938272","19.75308642","22.22222222","10.49382716","41.97530864"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00089","","","","12","6","4","4","20","12","3.4","0.5","7.6","5","5","5","3.9","11.5","32","0.17","0.041666667","0.121875","8","33.91304348","33.33333333","10.49382716","12.03703704","23.45679012","2.666666667","5","1.666666667","0.975","0.325","1.9","0.633333333","62.5","31.48148148","36.11111111","70.37037037","35.49382716","106.4814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00090","","","","12","4","3","3","9","13","1.9","0.2","0.6","3","3","3","2.1","2.7","22","0.211111111","0.015384615","0.095454545","7.333333333","77.77777778","25","5.864197531","6.481481481","1.851851852","1.833333333","3","0.75","0.7","0.175","0.2","0.05","40.90909091","23.45679012","25.92592593","7.407407407","8.333333333","33.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00091","","","","12","7","5","5","18","7","2.5","0.3","8.7","1","3","1","2.8","11.5","25","0.138888889","0.042857143","0.112","5","24.34782609","41.66666667","7.716049383","8.641975309","26.85185185","2.083333333","3.6","1.5","0.56","0.233333333","1.74","0.725","72","18.51851852","20.74074074","64.44444444","35.49382716","85.18518519"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00092","","","","12","4","4","4","8","4","1.6","0.3","1","1","1","1","1.9","2.9","12","0.2","0.075","0.158333333","3","65.51724138","33.33333333","4.938271605","5.864197531","3.086419753","1","2","0.666666667","0.475","0.158333333","0.25","0.083333333","66.66666667","14.81481481","17.59259259","9.259259259","8.950617284","26.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00093","","","","12","6","4","3","8","1","1.9","0.09","4.6","1","3","1","1.99","6.59","9","0.2375","0.09","0.221111111","2.25","30.19726859","33.33333333","5.864197531","6.141975309","14.19753086","0.75","2","0.666666667","0.4975","0.165833333","1.15","0.383333333","88.88888889","17.59259259","18.42592593","42.59259259","20.33950617","61.01851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00094","","","","12","5","3","2","2","0","0.2","0","4.6","1","5","1","0.2","4.8","2","0.1","","0.1","0.666666667","4.166666667","25","0.617283951","0.617283951","14.19753086","0.166666667","0.666666667","0.166666667","0.066666667","0.016666667","1.533333333","0.383333333","100","2.469135802","2.469135802","56.79012346","14.81481481","59.25925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00095","","","","12","7","5","3","6","2","1.8","0.3","4.2","5","5","3","2.1","6.3","8","0.3","0.15","0.2625","1.6","33.33333333","41.66666667","5.555555556","6.481481481","12.96296296","0.666666667","1.2","0.5","0.42","0.175","0.84","0.35","75","13.33333333","15.55555556","31.11111111","19.44444444","46.66666667"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00096","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00097","","","","12","7","5","4","8","3","3.2","0.2","3.4","5","1","1","3.4","6.8","11","0.4","0.066666667","0.309090909","2.2","50","41.66666667","9.87654321","10.49382716","10.49382716","0.916666667","1.6","0.666666667","0.68","0.283333333","0.68","0.283333333","72.72727273","23.7037037","25.18518519","25.18518519","20.98765432","50.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00098","","","","12","2","2","2","6","8","0.6","0.3","1.2","1","5","3","0.9","2.1","14","0.1","0.0375","0.064285714","7","42.85714286","16.66666667","1.851851852","2.777777778","3.703703704","1.166666667","3","0.5","0.45","0.075","0.6","0.1","42.85714286","11.11111111","16.66666667","22.22222222","6.481481481","38.88888889"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00099","","","","12","4","2","2","5","3","1","0.1","5.8","3","1","1","1.1","6.9","8","0.2","0.033333333","0.1375","4","15.94202899","16.66666667","3.086419753","3.395061728","17.90123457","0.666666667","2.5","0.416666667","0.55","0.091666667","2.9","0.483333333","62.5","18.51851852","20.37037037","107.4074074","21.2962963","127.7777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00100","","","","12","6","4","2","9","0","2.4","0","2.6","3","3","1","2.4","5","9","0.266666667","","0.266666667","2.25","48","33.33333333","7.407407407","7.407407407","8.024691358","0.75","2.25","0.75","0.6","0.2","0.65","0.216666667","100","22.22222222","22.22222222","24.07407407","15.43209877","46.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00101","","","","12","3","1","1","8","6","1.2","0.2","4.6","1","5","3","1.4","6","14","0.15","0.033333333","0.1","14","23.33333333","8.333333333","3.703703704","4.320987654","14.19753086","1.166666667","8","0.666666667","1.4","0.116666667","4.6","0.383333333","57.14285714","44.44444444","51.85185185","170.3703704","18.51851852","222.2222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00102","","","","12","5","3","1","3","2","0.5","0.1","2.8","1","5","1","0.6","3.4","5","0.166666667","0.05","0.12","1.666666667","17.64705882","25","1.543209877","1.851851852","8.641975309","0.416666667","1","0.25","0.2","0.05","0.933333333","0.233333333","60","6.172839506","7.407407407","34.56790123","10.49382716","41.97530864"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00103","","","","12","5","3","2","16","7","4.3","0.3","3.4","3","3","3","4.6","8","23","0.26875","0.042857143","0.2","7.666666667","57.5","25","13.27160494","14.19753086","10.49382716","1.916666667","5.333333333","1.333333333","1.533333333","0.383333333","1.133333333","0.283333333","69.56521739","53.08641975","56.79012346","41.97530864","24.69135802","98.7654321"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00104","","","","12","7","5","2","9","5","1.5","0.5","3","1","1","3","2","5","14","0.166666667","0.1","0.142857143","2.8","40","41.66666667","4.62962963","6.172839506","9.259259259","1.166666667","1.8","0.75","0.4","0.166666667","0.6","0.25","64.28571429","11.11111111","14.81481481","22.22222222","15.43209877","37.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00105","","","","12","6","4","3","12","21","1","0.7","4.2","1","5","1","1.7","5.9","33","0.083333333","0.033333333","0.051515152","8.25","28.81355932","33.33333333","3.086419753","5.24691358","12.96296296","2.75","3","1","0.425","0.141666667","1.05","0.35","36.36363636","9.259259259","15.74074074","38.88888889","18.20987654","54.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00106","","","","12","4","2","1","2","1","0.5","0.03","6.2","1","1","1","0.53","6.73","3","0.25","0.03","0.176666667","1.5","7.875185736","16.66666667","1.543209877","1.635802469","19.13580247","0.25","1","0.166666667","0.265","0.044166667","3.1","0.516666667","66.66666667","9.259259259","9.814814815","114.8148148","20.77160494","124.6296296"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00107","","","","12","4","3","1","2","1","0.8","0.1","1.6","1","3","1","0.9","2.5","3","0.4","0.1","0.3","1","36","25","2.469135802","2.777777778","4.938271605","0.25","0.666666667","0.166666667","0.3","0.075","0.533333333","0.133333333","66.66666667","9.87654321","11.11111111","19.75308642","7.716049383","30.86419753"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00108","","","","12","5","3","2","9","16","2","0.5","7","3","5","3","2.5","9.5","25","0.222222222","0.03125","0.1","8.333333333","26.31578947","25","6.172839506","7.716049383","21.60493827","2.083333333","3","0.75","0.833333333","0.208333333","2.333333333","0.583333333","36","24.69135802","30.86419753","86.41975309","29.32098765","117.2839506"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00109","","","","12","5","4","2","3","0","0.4","0","0.8","1","3","1","0.4","1.2","3","0.133333333","","0.133333333","0.75","33.33333333","33.33333333","1.234567901","1.234567901","2.469135802","0.25","0.75","0.25","0.1","0.033333333","0.2","0.066666667","100","3.703703704","3.703703704","7.407407407","3.703703704","11.11111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00110","","","","12","6","4","3","18","6","3","0.3","3","3","1","3","3.3","6.3","24","0.166666667","0.05","0.1375","6","52.38095238","33.33333333","9.259259259","10.18518519","9.259259259","2","4.5","1.5","0.825","0.275","0.75","0.25","75","27.77777778","30.55555556","27.77777778","19.44444444","58.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00111","","","","12","5","3","2","5","0","1.3","0","2.8","3","1","1","1.3","4.1","5","0.26","","0.26","1.666666667","31.70731707","25","4.012345679","4.012345679","8.641975309","0.416666667","1.666666667","0.416666667","0.433333333","0.108333333","0.933333333","0.233333333","100","16.04938272","16.04938272","34.56790123","12.65432099","50.61728395"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00112","","","","12","7","5","3","18","5","4.5","0.3","0.4","3","1","1","4.8","5.2","23","0.25","0.06","0.208695652","4.6","92.30769231","41.66666667","13.88888889","14.81481481","1.234567901","1.916666667","3.6","1.5","0.96","0.4","0.08","0.033333333","78.26086957","33.33333333","35.55555556","2.962962963","16.04938272","38.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00113","","","","12","7","5","4","13","3","2.6","0.2","4.2","3","3","3","2.8","7","16","0.2","0.066666667","0.175","3.2","40","41.66666667","8.024691358","8.641975309","12.96296296","1.333333333","2.6","1.083333333","0.56","0.233333333","0.84","0.35","81.25","19.25925926","20.74074074","31.11111111","21.60493827","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00114","","","","12","4","2","1","5","1","0.5","0.1","0.4","1","1","1","0.6","1","6","0.1","0.1","0.1","3","60","16.66666667","1.543209877","1.851851852","1.234567901","0.5","2.5","0.416666667","0.3","0.05","0.2","0.033333333","83.33333333","9.259259259","11.11111111","7.407407407","3.086419753","18.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00115","","","","12","7","5","3","14","3","3","0.1","3.6","3","1","1","3.1","6.7","17","0.214285714","0.033333333","0.182352941","3.4","46.26865672","41.66666667","9.259259259","9.567901235","11.11111111","1.416666667","2.8","1.166666667","0.62","0.258333333","0.72","0.3","82.35294118","22.22222222","22.96296296","26.66666667","20.67901235","49.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00116","","","","12","3","3","2","5","4","2.6","0.2","3.2","3","1","3","2.8","6","9","0.52","0.05","0.311111111","3","46.66666667","25","8.024691358","8.641975309","9.87654321","0.75","1.666666667","0.416666667","0.933333333","0.233333333","1.066666667","0.266666667","55.55555556","32.09876543","34.56790123","39.50617284","18.51851852","74.07407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00117","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00118","","","","12","4","2","2","6","3","1.5","0.1","0.8","1","3","3","1.6","2.4","9","0.25","0.033333333","0.177777778","4.5","66.66666667","16.66666667","4.62962963","4.938271605","2.469135802","0.75","3","0.5","0.8","0.133333333","0.4","0.066666667","66.66666667","27.77777778","29.62962963","14.81481481","7.407407407","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00119","","","","12","3","2","1","3","3","0.3","0.2","0.8","3","3","3","0.5","1.3","6","0.1","0.066666667","0.083333333","3","38.46153846","16.66666667","0.925925926","1.543209877","2.469135802","0.5","1.5","0.25","0.25","0.041666667","0.4","0.066666667","50","5.555555556","9.259259259","14.81481481","4.012345679","24.07407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00120","","","","12","5","3","2","8","4","1.9","0.2","2.4","1","3","3","2.1","4.5","12","0.2375","0.05","0.175","4","46.66666667","25","5.864197531","6.481481481","7.407407407","1","2.666666667","0.666666667","0.7","0.175","0.8","0.2","66.66666667","23.45679012","25.92592593","29.62962963","13.88888889","55.55555556"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00121","","","","12","7","5","3","18","14","3","0.5","7","1","5","7","3.5","10.5","32","0.166666667","0.035714286","0.109375","6.4","33.33333333","41.66666667","9.259259259","10.80246914","21.60493827","2.666666667","3.6","1.5","0.7","0.291666667","1.4","0.583333333","56.25","22.22222222","25.92592593","51.85185185","32.40740741","77.77777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00122","","","","12","5","4","4","10","5","3","0.1","2.4","1","3","1","3.1","5.5","15","0.3","0.02","0.206666667","3.75","56.36363636","33.33333333","9.259259259","9.567901235","7.407407407","1.25","2.5","0.833333333","0.775","0.258333333","0.6","0.2","66.66666667","27.77777778","28.7037037","22.22222222","16.97530864","50.92592593"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00123","","","","12","6","4","2","5","3","0.5","0.2","2.6","3","1","1","0.7","3.3","8","0.1","0.066666667","0.0875","2","21.21212121","33.33333333","1.543209877","2.160493827","8.024691358","0.666666667","1.25","0.416666667","0.175","0.058333333","0.65","0.216666667","62.5","4.62962963","6.481481481","24.07407407","10.18518519","30.55555556"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00124","","","","12","6","5","5","7","6","0.7","0.2","9","1","7","5","0.9","9.9","13","0.1","0.033333333","0.069230769","2.6","9.090909091","41.66666667","2.160493827","2.777777778","27.77777778","1.083333333","1.4","0.583333333","0.18","0.075","1.8","0.75","53.84615385","5.185185185","6.666666667","66.66666667","30.55555556","73.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00125","","","","12","7","5","5","12","12","1.6","0.3","1","3","1","1","1.9","2.9","24","0.133333333","0.025","0.079166667","4.8","65.51724138","41.66666667","4.938271605","5.864197531","3.086419753","2","2.4","1","0.38","0.158333333","0.2","0.083333333","50","11.85185185","14.07407407","7.407407407","8.950617284","21.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00126","","","","12","4","4","4","12","13","3.7","0.3","1.6","3","1","3","4","5.6","25","0.308333333","0.023076923","0.16","6.25","71.42857143","33.33333333","11.41975309","12.34567901","4.938271605","2.083333333","3","1","1","0.333333333","0.4","0.133333333","48","34.25925926","37.03703704","14.81481481","17.28395062","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00127","","","","12","5","4","4","13","10","2.3","0.2","0.8","1","1","3","2.5","3.3","23","0.176923077","0.02","0.108695652","5.75","75.75757576","33.33333333","7.098765432","7.716049383","2.469135802","1.916666667","3.25","1.083333333","0.625","0.208333333","0.2","0.066666667","56.52173913","21.2962963","23.14814815","7.407407407","10.18518519","30.55555556"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00128","","","","12","4","4","4","12","6","2.4","0.3","1.6","3","1","1","2.7","4.3","18","0.2","0.05","0.15","4.5","62.79069767","33.33333333","7.407407407","8.333333333","4.938271605","1.5","3","1","0.675","0.225","0.4","0.133333333","66.66666667","22.22222222","25","14.81481481","13.27160494","39.81481481"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00129","","","","12","7","5","3","20","4","2.5","0.1","5","3","3","3","2.6","7.6","24","0.125","0.025","0.108333333","4.8","34.21052632","41.66666667","7.716049383","8.024691358","15.43209877","2","4","1.666666667","0.52","0.216666667","1","0.416666667","83.33333333","18.51851852","19.25925926","37.03703704","23.45679012","56.2962963"
