"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00269","","","","12","8","6","5","21","4","4","0.2","3","1","3","5","4.2","7.2","25","0.19047619","0.05","0.168","4.166666667","58.33333333","50","12.34567901","12.96296296","9.259259259","2.083333333","3.5","1.75","0.7","0.35","0.5","0.25","84","24.69135802","25.92592593","18.51851852","22.22222222","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00270","","","","12","4","2","1","0","4","0","0.6","1.2","1","9","9","0.6","1.8","4","","0.15","0.15","2","33.33333333","16.66666667","0","1.851851852","3.703703704","0.333333333","0","0","0.3","0.05","0.6","0.1","0","0","11.11111111","22.22222222","5.555555556","33.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00271","","","","12","5","3","3","4","2","2.1","0.3","0.8","1","3","3","2.4","3.2","6","0.525","0.15","0.4","2","75","25","6.481481481","7.407407407","2.469135802","0.5","1.333333333","0.333333333","0.8","0.2","0.266666667","0.066666667","66.66666667","25.92592593","29.62962963","9.87654321","9.87654321","39.50617284"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00272","","","","12","6","4","3","19","17","2.8","1.6","3.2","1","3","3","4.4","7.6","36","0.147368421","0.094117647","0.122222222","9","57.89473684","33.33333333","8.641975309","13.58024691","9.87654321","3","4.75","1.583333333","1.1","0.366666667","0.8","0.266666667","52.77777778","25.92592593","40.74074074","29.62962963","23.45679012","70.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00273","","","","12","6","4","3","0","3","0","0.2","2.6","1","9","9","0.2","2.8","3","","0.066666667","0.066666667","0.75","7.142857143","33.33333333","0","0.617283951","8.024691358","0.25","0","0","0.05","0.016666667","0.65","0.216666667","0","0","1.851851852","24.07407407","8.641975309","25.92592593"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00274","","","","12","3","2","1","9","0","2","0","0.6","1","3","5","2","2.6","9","0.222222222","","0.222222222","4.5","76.92307692","16.66666667","6.172839506","6.172839506","1.851851852","0.75","4.5","0.75","1","0.166666667","0.3","0.05","100","37.03703704","37.03703704","11.11111111","8.024691358","48.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00275","","","","12","7","5","3","14","7","1.4","0.2","2.2","1","5","3","1.6","3.8","21","0.1","0.028571429","0.076190476","4.2","42.10526316","41.66666667","4.320987654","4.938271605","6.790123457","1.75","2.8","1.166666667","0.32","0.133333333","0.44","0.183333333","66.66666667","10.37037037","11.85185185","16.2962963","11.72839506","28.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00276","","","","12","5","3","3","10","9","1.8","1","5.8","1","5","5","2.8","8.6","19","0.18","0.111111111","0.147368421","6.333333333","32.55813953","25","5.555555556","8.641975309","17.90123457","1.583333333","3.333333333","0.833333333","0.933333333","0.233333333","1.933333333","0.483333333","52.63157895","22.22222222","34.56790123","71.60493827","26.54320988","106.1728395"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00277","","","","12","5","3","3","15","7","3","0.6","2.6","1","3","3","3.6","6.2","22","0.2","0.085714286","0.163636364","7.333333333","58.06451613","25","9.259259259","11.11111111","8.024691358","1.833333333","5","1.25","1.2","0.3","0.866666667","0.216666667","68.18181818","37.03703704","44.44444444","32.09876543","19.13580247","76.54320988"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00278","","","","12","6","4","3","17","6","3","0.4","1.2","1","3","5","3.4","4.6","23","0.176470588","0.066666667","0.147826087","5.75","73.91304348","33.33333333","9.259259259","10.49382716","3.703703704","1.916666667","4.25","1.416666667","0.85","0.283333333","0.3","0.1","73.91304348","27.77777778","31.48148148","11.11111111","14.19753086","42.59259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00279","","","","12","5","3","2","5","3","0.8","0.02","1","1","5","7","0.82","1.82","8","0.16","0.006666667","0.1025","2.666666667","45.05494505","25","2.469135802","2.530864198","3.086419753","0.666666667","1.666666667","0.416666667","0.273333333","0.068333333","0.333333333","0.083333333","62.5","9.87654321","10.12345679","12.34567901","5.617283951","22.4691358"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00280","","","","12","7","5","5","10","8","1.4","0.4","0.8","1","5","5","1.8","2.6","18","0.14","0.05","0.1","3.6","69.23076923","41.66666667","4.320987654","5.555555556","2.469135802","1.5","2","0.833333333","0.36","0.15","0.16","0.066666667","55.55555556","10.37037037","13.33333333","5.925925926","8.024691358","19.25925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00281","","","","12","7","5","4","11","3","2.4","0.2","0.8","1","3","3","2.6","3.4","14","0.218181818","0.066666667","0.185714286","2.8","76.47058824","41.66666667","7.407407407","8.024691358","2.469135802","1.166666667","2.2","0.916666667","0.52","0.216666667","0.16","0.066666667","78.57142857","17.77777778","19.25925926","5.925925926","10.49382716","25.18518519"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00282","","","","12","4","3","1","8","0","1","0","0.8","1","5","5","1","1.8","8","0.125","","0.125","2.666666667","55.55555556","25","3.086419753","3.086419753","2.469135802","0.666666667","2.666666667","0.666666667","0.333333333","0.083333333","0.266666667","0.066666667","100","12.34567901","12.34567901","9.87654321","5.555555556","22.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00283","","","","12","8","6","4","16","10","2.4","0.6","1.6","1","5","3","3","4.6","26","0.15","0.06","0.115384615","4.333333333","65.2173913","50","7.407407407","9.259259259","4.938271605","2.166666667","2.666666667","1.333333333","0.5","0.25","0.266666667","0.133333333","61.53846154","14.81481481","18.51851852","9.87654321","14.19753086","28.39506173"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00284","","","","12","8","6","3","5","2","0.9","0.2","2.4","1","5","5","1.1","3.5","7","0.18","0.1","0.157142857","1.166666667","31.42857143","50","2.777777778","3.395061728","7.407407407","0.583333333","0.833333333","0.416666667","0.183333333","0.091666667","0.4","0.2","71.42857143","5.555555556","6.790123457","14.81481481","10.80246914","21.60493827"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00285","","","","12","6","4","4","7","5","1.4","0.2","2.8","1","3","5","1.6","4.4","12","0.2","0.04","0.133333333","3","36.36363636","33.33333333","4.320987654","4.938271605","8.641975309","1","1.75","0.583333333","0.4","0.133333333","0.7","0.233333333","58.33333333","12.96296296","14.81481481","25.92592593","13.58024691","40.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00286","","","","12","3","2","2","4","2","0.4","0.2","1.6","1","5","5","0.6","2.2","6","0.1","0.1","0.1","3","27.27272727","16.66666667","1.234567901","1.851851852","4.938271605","0.5","2","0.333333333","0.3","0.05","0.8","0.133333333","66.66666667","7.407407407","11.11111111","29.62962963","6.790123457","40.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00287","","","","12","3","2","2","4","6","0.8","0.2","3","1","3","3","1","4","10","0.2","0.033333333","0.1","5","25","16.66666667","2.469135802","3.086419753","9.259259259","0.833333333","2","0.333333333","0.5","0.083333333","1.5","0.25","40","14.81481481","18.51851852","55.55555556","12.34567901","74.07407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00288","","","","12","7","5","4","11","12","1.4","0.6","2","1","5","5","2","4","23","0.127272727","0.05","0.086956522","4.6","50","41.66666667","4.320987654","6.172839506","6.172839506","1.916666667","2.2","0.916666667","0.4","0.166666667","0.4","0.166666667","47.82608696","10.37037037","14.81481481","14.81481481","12.34567901","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00289","","","","12","5","3","3","3","6","0.6","0.4","0.8","1","5","3","1","1.8","9","0.2","0.066666667","0.111111111","3","55.55555556","25","1.851851852","3.086419753","2.469135802","0.75","1","0.25","0.333333333","0.083333333","0.266666667","0.066666667","33.33333333","7.407407407","12.34567901","9.87654321","5.555555556","22.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00290","","","","12","3","2","1","3","0","0.8","0","1.8","1","3","5","0.8","2.6","3","0.266666667","","0.266666667","1.5","30.76923077","16.66666667","2.469135802","2.469135802","5.555555556","0.25","1.5","0.25","0.4","0.066666667","0.9","0.15","100","14.81481481","14.81481481","33.33333333","8.024691358","48.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00291","","","","12","7","5","2","5","0","1.6","0","1.8","1","3","7","1.6","3.4","5","0.32","","0.32","1","47.05882353","41.66666667","4.938271605","4.938271605","5.555555556","0.416666667","1","0.416666667","0.32","0.133333333","0.36","0.15","100","11.85185185","11.85185185","13.33333333","10.49382716","25.18518519"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00292","","","","12","5","3","3","9","3","2.4","0.1","3.2","1","3","3","2.5","5.7","12","0.266666667","0.033333333","0.208333333","4","43.85964912","25","7.407407407","7.716049383","9.87654321","1","3","0.75","0.833333333","0.208333333","1.066666667","0.266666667","75","29.62962963","30.86419753","39.50617284","17.59259259","70.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00293","","","","12","6","4","2","12","8","2","0.2","2.2","1","3","3","2.2","4.4","20","0.166666667","0.025","0.11","5","50","33.33333333","6.172839506","6.790123457","6.790123457","1.666666667","3","1","0.55","0.183333333","0.55","0.183333333","60","18.51851852","20.37037037","20.37037037","13.58024691","40.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00294","","","","12","5","3","2","7","3","1","0.2","1.2","1","5","3","1.2","2.4","10","0.142857143","0.066666667","0.12","3.333333333","50","25","3.086419753","3.703703704","3.703703704","0.833333333","2.333333333","0.583333333","0.4","0.1","0.4","0.1","70","12.34567901","14.81481481","14.81481481","7.407407407","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00295","","","","12","4","2","2","3","0","0.4","0","1.2","1","5","5","0.4","1.6","3","0.133333333","","0.133333333","1.5","25","16.66666667","1.234567901","1.234567901","3.703703704","0.25","1.5","0.25","0.2","0.033333333","0.6","0.1","100","7.407407407","7.407407407","22.22222222","4.938271605","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00296","","","","12","6","4","3","4","4","1.2","0.2","1.6","1","3","1","1.4","3","8","0.3","0.05","0.175","2","46.66666667","33.33333333","3.703703704","4.320987654","4.938271605","0.666666667","1","0.333333333","0.35","0.116666667","0.4","0.133333333","50","11.11111111","12.96296296","14.81481481","9.259259259","27.77777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00297","","","","12","6","4","4","21","6","2.6","0.2","1","1","3","1","2.8","3.8","27","0.123809524","0.033333333","0.103703704","6.75","73.68421053","33.33333333","8.024691358","8.641975309","3.086419753","2.25","5.25","1.75","0.7","0.233333333","0.25","0.083333333","77.77777778","24.07407407","25.92592593","9.259259259","11.72839506","35.18518519"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00298","","","","12","5","4","4","11","5","3.2","0.2","3.2","1","3","5","3.4","6.6","16","0.290909091","0.04","0.2125","4","51.51515152","33.33333333","9.87654321","10.49382716","9.87654321","1.333333333","2.75","0.916666667","0.85","0.283333333","0.8","0.266666667","68.75","29.62962963","31.48148148","29.62962963","20.37037037","61.11111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00299","","","","12","4","3","3","7","4","2.8","0.2","2","1","3","5","3","5","11","0.4","0.05","0.272727273","3.666666667","60","25","8.641975309","9.259259259","6.172839506","0.916666667","2.333333333","0.583333333","1","0.25","0.666666667","0.166666667","63.63636364","34.56790123","37.03703704","24.69135802","15.43209877","61.72839506"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00300","","","","12","3","2","1","11","4","2.8","0.2","3.2","1","3","3","3","6.2","15","0.254545455","0.05","0.2","7.5","48.38709677","16.66666667","8.641975309","9.259259259","9.87654321","1.25","5.5","0.916666667","1.5","0.25","1.6","0.266666667","73.33333333","51.85185185","55.55555556","59.25925926","19.13580247","114.8148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00301","","","","12","8","6","2","6","4","2.8","0.4","1","3","3","3","3.2","4.2","10","0.466666667","0.1","0.32","1.666666667","76.19047619","50","8.641975309","9.87654321","3.086419753","0.833333333","1","0.5","0.533333333","0.266666667","0.166666667","0.083333333","60","17.28395062","19.75308642","6.172839506","12.96296296","25.92592593"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00302","","","","12","6","4","3","4","0","1.2","0","3","1","3","3","1.2","4.2","4","0.3","","0.3","1","28.57142857","33.33333333","3.703703704","3.703703704","9.259259259","0.333333333","1","0.333333333","0.3","0.1","0.75","0.25","100","11.11111111","11.11111111","27.77777778","12.96296296","38.88888889"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00303","","","","12","5","3","3","4","4","3.2","0.2","3","3","3","3","3.4","6.4","8","0.8","0.05","0.425","2.666666667","53.125","25","9.87654321","10.49382716","9.259259259","0.666666667","1.333333333","0.333333333","1.133333333","0.283333333","1","0.25","50","39.50617284","41.97530864","37.03703704","19.75308642","79.01234568"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00304","","","","12","8","6","3","14","5","1.8","0.6","3.8","1","5","5","2.4","6.2","19","0.128571429","0.12","0.126315789","3.166666667","38.70967742","50","5.555555556","7.407407407","11.72839506","1.583333333","2.333333333","1.166666667","0.4","0.2","0.633333333","0.316666667","73.68421053","11.11111111","14.81481481","23.45679012","19.13580247","38.27160494"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00305","","","","12","3","3","3","10","0","3.2","0","4.6","1","3","3","3.2","7.8","10","0.32","","0.32","3.333333333","41.02564103","25","9.87654321","9.87654321","14.19753086","0.833333333","3.333333333","0.833333333","1.066666667","0.266666667","1.533333333","0.383333333","100","39.50617284","39.50617284","56.79012346","24.07407407","96.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00306","","","","12","3","2","2","18","17","1.4","0.4","2.4","1","3","9","1.8","4.2","35","0.077777778","0.023529412","0.051428571","17.5","42.85714286","16.66666667","4.320987654","5.555555556","7.407407407","2.916666667","9","1.5","0.9","0.15","1.2","0.2","51.42857143","25.92592593","33.33333333","44.44444444","12.96296296","77.77777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00307","","","","12","6","4","2","21","0","4.8","0","1.2","1","3","3","4.8","6","21","0.228571429","","0.228571429","5.25","80","33.33333333","14.81481481","14.81481481","3.703703704","1.75","5.25","1.75","1.2","0.4","0.3","0.1","100","44.44444444","44.44444444","11.11111111","18.51851852","55.55555556"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00308","","","","12","7","5","1","3","3","0.8","0.2","1.6","1","9","5","1","2.6","6","0.266666667","0.066666667","0.166666667","1.2","38.46153846","41.66666667","2.469135802","3.086419753","4.938271605","0.5","0.6","0.25","0.2","0.083333333","0.32","0.133333333","50","5.925925926","7.407407407","11.85185185","8.024691358","19.25925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00309","","","","12","5","4","4","6","3","3","0.02","2","1","3","3","3.02","5.02","9","0.5","0.006666667","0.335555556","2.25","60.15936255","33.33333333","9.259259259","9.320987654","6.172839506","0.75","1.5","0.5","0.755","0.251666667","0.5","0.166666667","66.66666667","27.77777778","27.96296296","18.51851852","15.49382716","46.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00310","","","","12","6","4","3","2","0","0.6","0","1.8","1","5","5","0.6","2.4","2","0.3","","0.3","0.5","25","33.33333333","1.851851852","1.851851852","5.555555556","0.166666667","0.5","0.166666667","0.15","0.05","0.45","0.15","100","5.555555556","5.555555556","16.66666667","7.407407407","22.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00311","","","","12","5","5","5","17","12","4","0.8","3.8","1","3","5","4.8","8.6","29","0.235294118","0.066666667","0.165517241","5.8","55.81395349","41.66666667","12.34567901","14.81481481","11.72839506","2.416666667","3.4","1.416666667","0.96","0.4","0.76","0.316666667","58.62068966","29.62962963","35.55555556","28.14814815","26.54320988","63.7037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00312","","","","12","7","5","3","10","5","0.8","0.08","1.6","1","3","7","0.88","2.48","15","0.08","0.016","0.058666667","3","35.48387097","41.66666667","2.469135802","2.716049383","4.938271605","1.25","2","0.833333333","0.176","0.073333333","0.32","0.133333333","66.66666667","5.925925926","6.518518519","11.85185185","7.654320988","18.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00313","","","","12","8","6","3","11","9","2.4","0.2","5.8","1","3","7","2.6","8.4","20","0.218181818","0.022222222","0.13","3.333333333","30.95238095","50","7.407407407","8.024691358","17.90123457","1.666666667","1.833333333","0.916666667","0.433333333","0.216666667","0.966666667","0.483333333","55","14.81481481","16.04938272","35.80246914","25.92592593","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00314","","","","12","6","6","3","8","5","1.2","0.2","3.6","1","3","3","1.4","5","13","0.15","0.04","0.107692308","2.166666667","28","50","3.703703704","4.320987654","11.11111111","1.083333333","1.333333333","0.666666667","0.233333333","0.116666667","0.6","0.3","61.53846154","7.407407407","8.641975309","22.22222222","15.43209877","30.86419753"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00315","","","","12","5","5","3","9","2","2.8","0.04","6.4","1","3","3","2.84","9.24","11","0.311111111","0.02","0.258181818","2.2","30.73593074","41.66666667","8.641975309","8.765432099","19.75308642","0.916666667","1.8","0.75","0.568","0.236666667","1.28","0.533333333","81.81818182","20.74074074","21.03703704","47.40740741","28.51851852","68.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00316","","","","12","6","6","3","19","4","7.1","0.3","2","1","5","9","7.4","9.4","23","0.373684211","0.075","0.32173913","3.833333333","78.72340426","50","21.91358025","22.83950617","6.172839506","1.916666667","3.166666667","1.583333333","1.233333333","0.616666667","0.333333333","0.166666667","82.60869565","43.82716049","45.67901235","12.34567901","29.01234568","58.02469136"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00317","","","","12","6","6","3","8","7","2.2","0.2","4.4","1","3","5","2.4","6.8","15","0.275","0.028571429","0.16","2.5","35.29411765","50","6.790123457","7.407407407","13.58024691","1.25","1.333333333","0.666666667","0.4","0.2","0.733333333","0.366666667","53.33333333","13.58024691","14.81481481","27.16049383","20.98765432","41.97530864"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00318","","","","12","5","5","5","7","0","0.5","0","3.6","1","3","3","0.5","4.1","7","0.071428571","","0.071428571","1.4","12.19512195","41.66666667","1.543209877","1.543209877","11.11111111","0.583333333","1.4","0.583333333","0.1","0.041666667","0.72","0.3","100","3.703703704","3.703703704","26.66666667","12.65432099","30.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00319","","","","12","5","5","2","11","3","4.4","0.2","3","1","3","9","4.6","7.6","14","0.4","0.066666667","0.328571429","2.8","60.52631579","41.66666667","13.58024691","14.19753086","9.259259259","1.166666667","2.2","0.916666667","0.92","0.383333333","0.6","0.25","78.57142857","32.59259259","34.07407407","22.22222222","23.45679012","56.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00320","","","","12","2","2","2","21","6","5.8","0.4","1.4","1","3","3","6.2","7.6","27","0.276190476","0.066666667","0.22962963","13.5","81.57894737","16.66666667","17.90123457","19.13580247","4.320987654","2.25","10.5","1.75","3.1","0.516666667","0.7","0.116666667","77.77777778","107.4074074","114.8148148","25.92592593","23.45679012","140.7407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00321","","","","12","5","5","2","4","0","1.2","0","4","1","5","5","1.2","5.2","4","0.3","","0.3","0.8","23.07692308","41.66666667","3.703703704","3.703703704","12.34567901","0.333333333","0.8","0.333333333","0.24","0.1","0.8","0.333333333","100","8.888888889","8.888888889","29.62962963","16.04938272","38.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00322","","","","12","3","3","3","6","0","2","0","3.2","1","7","5","2","5.2","6","0.333333333","","0.333333333","2","38.46153846","25","6.172839506","6.172839506","9.87654321","0.5","2","0.5","0.666666667","0.166666667","1.066666667","0.266666667","100","24.69135802","24.69135802","39.50617284","16.04938272","64.19753086"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00323","","","","12","4","4","3","7","4","2.3","0.3","1","7","5","7","2.6","3.6","11","0.328571429","0.075","0.236363636","2.75","72.22222222","33.33333333","7.098765432","8.024691358","3.086419753","0.916666667","1.75","0.583333333","0.65","0.216666667","0.25","0.083333333","63.63636364","21.2962963","24.07407407","9.259259259","11.11111111","33.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00324","","","","12","2","2","1","7","6","2.7","0.5","1.2","1","7","7","3.2","4.4","13","0.385714286","0.083333333","0.246153846","6.5","72.72727273","16.66666667","8.333333333","9.87654321","3.703703704","1.083333333","3.5","0.583333333","1.6","0.266666667","0.6","0.1","53.84615385","50","59.25925926","22.22222222","13.58024691","81.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00325","","","","12","2","2","2","20","8","8.9","0.9","5","1","3","3","9.8","14.8","28","0.445","0.1125","0.35","14","66.21621622","16.66666667","27.4691358","30.24691358","15.43209877","2.333333333","10","1.666666667","4.9","0.816666667","2.5","0.416666667","71.42857143","164.8148148","181.4814815","92.59259259","45.67901235","274.0740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00326","","","","12","4","4","4","10","0","4","0","6","1","3","5","4","10","10","0.4","","0.4","2.5","40","33.33333333","12.34567901","12.34567901","18.51851852","0.833333333","2.5","0.833333333","1","0.333333333","1.5","0.5","100","37.03703704","37.03703704","55.55555556","30.86419753","92.59259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00327","","","","12","4","4","3","9","0","3.6","0","3.8","1","9","5","3.6","7.4","9","0.4","","0.4","2.25","48.64864865","33.33333333","11.11111111","11.11111111","11.72839506","0.75","2.25","0.75","0.9","0.3","0.95","0.316666667","100","33.33333333","33.33333333","35.18518519","22.83950617","68.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00328","","","","12","2","2","2","4","0","0.8","0","0.8","1","9","3","0.8","1.6","4","0.2","","0.2","2","50","16.66666667","2.469135802","2.469135802","2.469135802","0.333333333","2","0.333333333","0.4","0.066666667","0.4","0.066666667","100","14.81481481","14.81481481","14.81481481","4.938271605","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00329","","","","12","4","4","4","24","6","10.4","0.4","4.8","1","6","5","10.8","15.6","30","0.433333333","0.066666667","0.36","7.5","69.23076923","33.33333333","32.09876543","33.33333333","14.81481481","2.5","6","2","2.7","0.9","1.2","0.4","80","96.2962963","100","44.44444444","48.14814815","144.4444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00330","","","","12","5","5","5","14","11","3.8","1.6","1.4","1","5","5","5.4","6.8","25","0.271428571","0.145454545","0.216","5","79.41176471","41.66666667","11.72839506","16.66666667","4.320987654","2.083333333","2.8","1.166666667","1.08","0.45","0.28","0.116666667","56","28.14814815","40","10.37037037","20.98765432","50.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00331","","","","12","3","3","3","2","2","1.8","0.3","2","1","5","3","2.1","4.1","4","0.9","0.15","0.525","1.333333333","51.2195122","25","5.555555556","6.481481481","6.172839506","0.333333333","0.666666667","0.166666667","0.7","0.175","0.666666667","0.166666667","50","22.22222222","25.92592593","24.69135802","12.65432099","50.61728395"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00332","","","","12","2","2","2","4","0","1.4","0","1.2","1","5","5","1.4","2.6","4","0.35","","0.35","2","53.84615385","16.66666667","4.320987654","4.320987654","3.703703704","0.333333333","2","0.333333333","0.7","0.116666667","0.6","0.1","100","25.92592593","25.92592593","22.22222222","8.024691358","48.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00333","","","","12","3","3","3","10","5","3.8","0.4","3","1","3","3","4.2","7.2","15","0.38","0.08","0.28","5","58.33333333","25","11.72839506","12.96296296","9.259259259","1.25","3.333333333","0.833333333","1.4","0.35","1","0.25","66.66666667","46.91358025","51.85185185","37.03703704","22.22222222","88.88888889"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00334","","","","12","3","3","1","5","0","0.6","0","1.8","1","3","3","0.6","2.4","5","0.12","","0.12","1.666666667","25","25","1.851851852","1.851851852","5.555555556","0.416666667","1.666666667","0.416666667","0.2","0.05","0.6","0.15","100","7.407407407","7.407407407","22.22222222","7.407407407","29.62962963"
