"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00051","","","","26","20","5","4","6","17","8","7","39","0.4","0.8","13","7","3","1","3","5","7","5","","","","","","","","","1.2","14.2","46","0.057142857","0.020512821","0.026086957","2.705882353","1.769230769","0.411764706","0.269230769","0.070588235","0.046153846","0.764705882","0.5","15.2173913","8.450704225","65.38461538","0.56980057","0.871459695","1.709401709","2.614379085","18.51851852","28.32244009","20.22792023","30.93681917","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00052","","","","26","22","1","1","9","17","11","26","19","4","1","34","3","3","1","1","9","7","3","5.18","1.45","0.87","0","66.2","0.86","1.88","11.93","5","39","45","0.153846154","0.052631579","0.111111111","2.647058824","1.730769231","1.529411765","1","0.294117647","0.192307692","2","1.307692308","57.77777778","12.82051282","65.38461538","5.698005698","8.71459695","7.122507123","10.89324619","48.43304843","74.07407407","55.55555556","84.96732026","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00053","","","","26","20","3","4","5","11","2","3","6","1","0.2","15.5","6","5","2","1","7","9","3","","","","","","","","","1.2","16.7","9","0.333333333","0.033333333","0.133333333","0.818181818","0.346153846","0.272727273","0.115384615","0.109090909","0.046153846","1.409090909","0.596153846","33.33333333","7.185628743","42.30769231","1.424501425","3.367003367","1.709401709","4.04040404","22.07977208","52.18855219","23.78917379","56.22895623","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00054","","","","26","26","1","1","9","20","20","46","45","8.6","4","27","7","4","2","1","5","7","1","2.91","1.41","0.72","0","63.07","3.84","5.21","6.95","12.6","39.6","91","0.186956522","0.088888889","0.138461538","4.55","3.5","2.3","1.769230769","0.63","0.484615385","1.35","1.038461538","50.54945055","31.81818182","76.92307692","12.25071225","15.92592593","17.94871795","23.33333333","38.46153846","50","56.41025641","73.33333333","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00055","","","","26","24","1","1","8","18","4","10","0","1","0","18","8","8","1","3","7","9","3","3.41","1.65","0.83","15.522","66.4","1.86","2.81","9.46","1","19","10","0.1","","0.1","0.555555556","0.384615385","0.555555556","0.384615385","0.055555556","0.038461538","1","0.692307692","100","5.263157895","69.23076923","1.424501425","2.057613169","1.424501425","2.057613169","25.64102564","37.03703704","27.06552707","39.09465021","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00056","","","","26","22","4","3","7","16","12","16","20","1.8","1","10.2","5","5","1","1","7","7","1","3.33","1.43","0.63","0","60.9","2.88","4.05","13.88","2.8","13","36","0.1125","0.05","0.077777778","2.25","1.384615385","1","0.615384615","0.175","0.107692308","0.6375","0.392307692","44.44444444","21.53846154","61.53846154","2.564102564","4.166666667","3.988603989","6.481481481","14.52991453","23.61111111","18.51851852","30.09259259","1",""
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00057","","","","26","26","1","1","3","13","7","0","25","0","0.8","1","7","7","2","1","9","9","1","","","","","","","","","0.8","1.8","25","","0.032","0.032","1.923076923","0.961538462","0","0","0.061538462","0.030769231","0.076923077","0.038461538","0","44.44444444","50","0","0","1.13960114","2.279202279","1.424501425","2.849002849","2.564102564","5.128205128","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00058","","","","26","21","1","3","6","19","12","12","19","0.6","1","16.4","6","7","1","5","9","9","1","","","","","","","","","1.6","18","31","0.05","0.052631579","0.051612903","1.631578947","1.192307692","0.631578947","0.461538462","0.084210526","0.061538462","0.863157895","0.630769231","38.70967742","8.888888889","73.07692308","0.854700855","1.169590643","2.279202279","3.118908382","23.36182336","31.96881092","25.64102564","35.0877193","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00059","","","","26","26","1","1","8","20","14","54","44","4.2","2.1","28","3","4","2","1","7","9","1","4.35","1.62","0.76","6.855","62.64","3.72","5.52","10.73","6.3","34.3","98","0.077777778","0.047727273","0.064285714","4.9","3.769230769","2.7","2.076923077","0.315","0.242307692","1.4","1.076923077","55.10204082","18.36734694","76.92307692","5.982905983","7.777777778","8.974358974","11.66666667","39.88603989","51.85185185","48.86039886","63.51851852","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00060","","","","26","22","1","2","8","22","22","74","95","2.4","2","20.5","4","4","1","1","5","5","3","3.71","1.41","0.6","4.259","60.9","2.97","4.18","15.53","4.4","24.9","169","0.032432432","0.021052632","0.026035503","7.681818182","6.5","3.363636364","2.846153846","0.2","0.169230769","0.931818182","0.788461538","43.78698225","17.67068273","84.61538462","3.418803419","4.04040404","6.267806268","7.407407407","29.2022792","34.51178451","35.47008547","41.91919192","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00061","","","","26","21","3","3","6","12","5","10","10","1","0.4","8.6","4","4","1","3","5","7","3","2.68","1.55","0.96","3.959","50.41","6.54","8.59","12.18","1.4","10","20","0.1","0.04","0.07","1.666666667","0.769230769","0.833333333","0.384615385","0.116666667","0.053846154","0.716666667","0.330769231","50","14","46.15384615","1.424501425","3.086419753","1.994301994","4.320987654","12.25071225","26.54320988","14.24501425","30.86419753","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00062","","","","26","20","3","4","5","13","13","9","6","2.6","0.4","8","2","2","2","1","5","5","3","5.42","2.03","1.08","8.135","52.63","4.74","7.04","14.1","3","11","15","0.288888889","0.066666667","0.2","1.153846154","0.576923077","0.692307692","0.346153846","0.230769231","0.115384615","0.615384615","0.307692308","60","27.27272727","50","3.703703704","7.407407407","4.273504274","8.547008547","11.3960114","22.79202279","15.66951567","31.33903134","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00063","","","","26","23","1","2","6","20","14","26","22","3.8","0.9","16","3","3","2","3","7","9","1","3.29","1.64","0.87","21.37","54.1","7.44","10.74","10.29","4.7","20.7","48","0.146153846","0.040909091","0.097916667","2.4","1.846153846","1.3","1","0.235","0.180769231","0.8","0.615384615","54.16666667","22.70531401","76.92307692","5.413105413","7.037037037","6.695156695","8.703703704","22.79202279","29.62962963","29.48717949","38.33333333","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00064","","","","26","24","1","1","4","16","0","0","0","0","0","","","","","","","","","","","","","","","","","0","","0","","","","0","0","0","0","0","0","","","","","61.53846154","0","0","0","0","","","","","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00065","","","","26","26","1","1","6","20","12","15","10","1.6","0.4","18.4","5","6","2","1","9","9","3","1.99","1.43","0.72","15.519","64.19","2.64","3.42","13.81","2","20.4","25","0.106666667","0.04","0.08","1.25","0.961538462","0.75","0.576923077","0.1","0.076923077","0.92","0.707692308","60","9.803921569","76.92307692","2.279202279","2.962962963","2.849002849","3.703703704","26.21082621","34.07407407","29.05982906","37.77777778","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00066","","","","26","26","1","1","6","23","23","36","31","4","1.1","18","2","4","2","1","9","9","1","","","","","","","","","5.1","23.1","67","0.111111111","0.035483871","0.076119403","2.913043478","2.576923077","1.565217391","1.384615385","0.22173913","0.196153846","0.782608696","0.692307692","53.73134328","22.07792208","88.46153846","5.698005698","6.441223833","7.264957265","8.212560386","25.64102564","28.98550725","32.90598291","37.19806763","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00067","","","","26","26","1","1","4","16","16","7","8","1","0.3","4","5","4","2","1","9","9","1","4.09","1.83","0.72","0","61.39","3.3","4.88","14.94","1.3","5.3","15","0.142857143","0.0375","0.086666667","0.9375","0.576923077","0.4375","0.269230769","0.08125","0.05","0.25","0.153846154","46.66666667","24.52830189","61.53846154","1.424501425","2.314814815","1.851851852","3.009259259","5.698005698","9.259259259","7.54985755","12.26851852","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00068","","","","26","24","3","3","4","18","14","25","30","3","1.2","6","4","5","2","1","7","5","3","3.61","1.84","0.96","29.419","53.88","7.09","9.31","4.64","4.2","10.2","55","0.12","0.04","0.076363636","3.055555556","2.115384615","1.388888889","0.961538462","0.233333333","0.161538462","0.333333333","0.230769231","45.45454545","41.17647059","69.23076923","4.273504274","6.172839506","5.982905983","8.641975309","8.547008547","12.34567901","14.52991453","20.98765432","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00069","","","","26","24","5","5","8","24","24","45","32","7.1","1.3","40","2","2","1","1","9","7","1","3.28","1.53","0.71","13.297","55.27","3.22","4.56","17.5","8.4","48.4","77","0.157777778","0.040625","0.109090909","3.208333333","2.961538462","1.875","1.730769231","0.35","0.323076923","1.666666667","1.538461538","58.44155844","17.3553719","92.30769231","10.11396011","10.95679012","11.96581197","12.96296296","56.98005698","61.72839506","68.94586895","74.69135802","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00070","","","","26","24","1","1","8","24","24","15","20","4.8","1.7","15","3","4","2","1","9","9","1","4.04","1.75","0.94","14.014","58.97","5.05","7.3","6.98","6.5","21.5","35","0.32","0.085","0.185714286","1.458333333","1.346153846","0.625","0.576923077","0.270833333","0.25","0.625","0.576923077","42.85714286","30.23255814","92.30769231","6.837606838","7.407407407","9.259259259","10.0308642","21.36752137","23.14814815","30.62678063","33.17901235","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00071","","","","26","26","1","1","7","25","25","55","69","14.6","3.6","17.5","1","1","2","1","5","7","3","4.44","1.36","0.79","0","58.85","4.33","6.15","13.27","18.2","35.7","124","0.265454545","0.052173913","0.146774194","4.96","4.769230769","2.2","2.115384615","0.728","0.7","0.7","0.673076923","44.35483871","50.98039216","96.15384615","20.7977208","21.62962963","25.92592593","26.96296296","24.92877493","25.92592593","50.85470085","52.88888889","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00072","","","","26","26","1","1","6","20","18","26","61","3.8","2","14","7","6","2","1","9","7","1","3.4","1.62","0.81","15.141","54.54","8.24","11.83","9.24","5.8","19.8","87","0.146153846","0.032786885","0.066666667","4.35","3.346153846","1.3","1","0.29","0.223076923","0.7","0.538461538","29.88505747","29.29292929","76.92307692","5.413105413","7.037037037","8.262108262","10.74074074","19.94301994","25.92592593","28.20512821","36.66666667","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00073","","","","26","7","4","3","3","2","1","1","7","0.2","0.2","4","4","3","2","","","","","4.83","2.11","1.06","20.875","46.67","7.13","9.96","14.61","0.4","4.4","8","0.2","0.028571429","0.05","4","0.307692308","0.5","0.038461538","0.2","0.015384615","2","0.153846154","12.5","9.090909091","7.692307692","0.284900285","3.703703704","0.56980057","7.407407407","5.698005698","74.07407407","6.267806268","81.48148148","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00074","","","","26","26","1","2","5","12","2","2","7","0.3","0.1","5.4","8","7","2","","","","","3.48","1.53","0.84","16.409","66.35","2.71","4.6","11.55","0.4","5.8","9","0.15","0.014285714","0.044444444","0.75","0.346153846","0.166666667","0.076923077","0.033333333","0.015384615","0.45","0.207692308","22.22222222","6.896551724","46.15384615","0.427350427","0.925925926","0.56980057","1.234567901","7.692307692","16.66666667","8.262108262","17.90123457","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00075","","","","26","21","4","4","9","20","16","21","21","4","1.6","50","3","4","2","5","7","7","5","","","","","","","","","5.6","55.6","42","0.19047619","0.076190476","0.133333333","2.1","1.615384615","1.05","0.807692308","0.28","0.215384615","2.5","1.923076923","50","10.07194245","76.92307692","5.698005698","7.407407407","7.977207977","10.37037037","71.22507123","92.59259259","79.2022792","102.962963","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00076","","","","26","26","1","1","7","22","11","11","14","3","1.1","13.5","2","4","2","1","5","7","3","3.31","1.83","0.92","30.809","45.45","7.61","10.3","14.52","4.1","17.6","25","0.272727273","0.078571429","0.164","1.136363636","0.961538462","0.5","0.423076923","0.186363636","0.157692308","0.613636364","0.519230769","44","23.29545455","84.61538462","4.273504274","5.050505051","5.84045584","6.902356902","19.23076923","22.72727273","25.07122507","29.62962963","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00077","","","","26","26","1","3","8","26","26","56","52","10.4","9","23","3","4","2","1","7","7","1","2.71","1.44","0.72","0.232","59.45","5.47","8.03","12.28","19.4","42.4","108","0.185714286","0.173076923","0.17962963","4.153846154","4.153846154","2.153846154","2.153846154","0.746153846","0.746153846","0.884615385","0.884615385","51.85185185","45.75471698","100","14.81481481","14.81481481","27.63532764","27.63532764","32.76353276","32.76353276","60.3988604","60.3988604","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00078","","","","26","26","3","1","6","26","26","31","39","5.8","1.9","20","6","7","2","1","7","9","3","2.63","1.15","0.61","6.406","67.69","2.85","3.57","9.66","7.7","27.7","70","0.187096774","0.048717949","0.11","2.692307692","2.692307692","1.192307692","1.192307692","0.296153846","0.296153846","0.769230769","0.769230769","44.28571429","27.79783394","100","8.262108262","8.262108262","10.96866097","10.96866097","28.49002849","28.49002849","39.45868946","39.45868946","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00079","","","","26","21","4","5","4","16","6","7","5","1.4","0.5","5.2","4","5","2","1","9","9","1","4.56","2.09","1.17","20.719","50.73","4.55","6.87","17.59","1.9","7.1","12","0.2","0.1","0.158333333","0.75","0.461538462","0.4375","0.269230769","0.11875","0.073076923","0.325","0.2","58.33333333","26.76056338","61.53846154","1.994301994","3.240740741","2.706552707","4.398148148","7.407407407","12.03703704","10.11396011","16.43518519","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00080","","","","26","25","3","4","7","25","2","2","10","0.1","0.2","12","8","6","2","","","","","","","","","","","","","0.3","12.3","12","0.05","0.02","0.025","0.48","0.461538462","0.08","0.076923077","0.012","0.011538462","0.48","0.461538462","16.66666667","2.43902439","96.15384615","0.142450142","0.148148148","0.427350427","0.444444444","17.09401709","17.77777778","17.52136752","18.22222222","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00081","","","","26","25","1","1","7","25","25","90","80","12.6","7.4","10","3","4","5","1","9","7","3","3.89","1.53","0.86","0","58.27","3.94","5.37","12.33","20","30","170","0.14","0.0925","0.117647059","6.8","6.538461538","3.6","3.461538462","0.8","0.769230769","0.4","0.384615385","52.94117647","66.66666667","96.15384615","17.94871795","18.66666667","28.49002849","29.62962963","14.24501425","14.81481481","42.73504274","44.44444444","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00082","","","","26","21","1","4","6","21","21","26","47","1.4","1.6","11","7","4","2","3","5","5","3","","","","0","","","","","3","14","73","0.053846154","0.034042553","0.04109589","3.476190476","2.807692308","1.238095238","1","0.142857143","0.115384615","0.523809524","0.423076923","35.61643836","21.42857143","80.76923077","1.994301994","2.469135802","4.273504274","5.291005291","15.66951567","19.40035273","19.94301994","24.69135802","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00083","","","","26","24","2","4","4","4","2","3","6","1.1","0.1","4","4","3","2","3","7","9","1","2.76","1.8","0.89","27.218","49.68","5.04","6.62","14.17","1.2","5.2","9","0.366666667","0.016666667","0.133333333","2.25","0.346153846","0.75","0.115384615","0.3","0.046153846","1","0.153846154","33.33333333","23.07692308","15.38461538","1.566951567","10.18518519","1.709401709","11.11111111","5.698005698","37.03703704","7.407407407","48.14814815","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00084","","","","26","26","1","1","9","26","12","21","22","2.2","1.4","80","3","5","1","1","5","9","1","3.76","1.77","0.91","13.185","55.02","6.67","9.12","6.72","3.6","83.6","43","0.104761905","0.063636364","0.08372093","1.653846154","1.653846154","0.807692308","0.807692308","0.138461538","0.138461538","3.076923077","3.076923077","48.8372093","4.306220096","100","3.133903134","3.133903134","5.128205128","5.128205128","113.960114","113.960114","119.0883191","119.0883191","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00085","","","","26","26","1","1","7","16","16","20","6","1.4","1.2","13.5","4","5","1","1","7","5","3","","","","","","","","","2.6","16.1","26","0.07","0.2","0.1","1.625","1","1.25","0.769230769","0.1625","0.1","0.84375","0.519230769","76.92307692","16.14906832","61.53846154","1.994301994","3.240740741","3.703703704","6.018518519","19.23076923","31.25","22.93447293","37.26851852","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00086","","","","26","26","1","1","7","23","23","31","51","3.6","2.4","15.5","5","4","1","1","7","9","1","2.66","1.26","0.78","7.053","68.44","1.16","1.76","12.13","6","21.5","82","0.116129032","0.047058824","0.073170732","3.565217391","3.153846154","1.347826087","1.192307692","0.260869565","0.230769231","0.673913043","0.596153846","37.80487805","27.90697674","88.46153846","5.128205128","5.797101449","8.547008547","9.661835749","22.07977208","24.95974235","30.62678063","34.6215781","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00087","","","","26","11","1","4","4","9","7","15","15","2","0.6","4.5","4","3","1","1","7","7","1","","","","","","","","","2.6","7.1","30","0.133333333","0.04","0.086666667","3.333333333","1.153846154","1.666666667","0.576923077","0.288888889","0.1","0.5","0.173076923","50","36.61971831","34.61538462","2.849002849","8.230452675","3.703703704","10.69958848","6.41025641","18.51851852","10.11396011","29.218107","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00088","","","","26","26","1","4","7","18","18","26","29","1.4","2","29","3","5","1","3","5","5","3","","","","","","","","","3.4","32.4","55","0.053846154","0.068965517","0.061818182","3.055555556","2.115384615","1.444444444","1","0.188888889","0.130769231","1.611111111","1.115384615","47.27272727","10.49382716","69.23076923","1.994301994","2.880658436","4.843304843","6.995884774","41.31054131","59.67078189","46.15384615","66.66666667","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00089","","","","26","26","1","1","7","13","10","12","11","3","2.8","8","3","5","1","1","5","5","3","2.29","1.98","0.9","20.993","48.46","7.53","10.37","15.09","5.8","13.8","23","0.25","0.254545455","0.252173913","1.769230769","0.884615385","0.923076923","0.461538462","0.446153846","0.223076923","0.615384615","0.307692308","52.17391304","42.02898551","50","4.273504274","8.547008547","8.262108262","16.52421652","11.3960114","22.79202279","19.65811966","39.31623932","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00090","","","","26","15","1","3","4","10","5","7","21","1.5","1","4","4","5","1","1","5","5","3","","","","","","","","","2.5","6.5","28","0.214285714","0.047619048","0.089285714","2.8","1.076923077","0.7","0.269230769","0.25","0.096153846","0.4","0.153846154","25","38.46153846","38.46153846","2.136752137","5.555555556","3.561253561","9.259259259","5.698005698","14.81481481","9.259259259","24.07407407","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00091","","","","26","2","1","1","2","2","0","0","0","0","0","1.2","","","","","","","","","","","","","","","","0","1.2","0","","","","0","0","0","0","0","0","0.6","0.046153846","","0","7.692307692","0","0","0","0","1.709401709","22.22222222","1.709401709","22.22222222","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00092","","","","26","24","1","1","4","2","2","2","8","0.2","0.1","2.8","8","1","1","1","7","7","1","","","","","","","","","0.3","3.1","10","0.1","0.0125","0.03","5","0.384615385","1","0.076923077","0.15","0.011538462","1.4","0.107692308","20","9.677419355","7.692307692","0.284900285","3.703703704","0.427350427","5.555555556","3.988603989","51.85185185","4.415954416","57.40740741","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00093","","","","26","20","5","6","7","19","9","24","10","4","1.1","18.5","2","3","1","3","7","5","3","3","1.37","0.68","1.347","58.72","3","4.45","16.5","5.1","23.6","34","0.166666667","0.11","0.15","1.789473684","1.307692308","1.263157895","0.923076923","0.268421053","0.196153846","0.973684211","0.711538462","70.58823529","21.61016949","73.07692308","5.698005698","7.797270955","7.264957265","9.941520468","26.35327635","36.06237817","33.61823362","46.00389864","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00094","","","","26","18","1","2","5","18","17","12","47","2","1.8","4.5","4","5","1","1","7","5","3","","","","","","","","","3.8","8.3","59","0.166666667","0.038297872","0.06440678","3.277777778","2.269230769","0.666666667","0.461538462","0.211111111","0.146153846","0.25","0.173076923","20.33898305","45.78313253","69.23076923","2.849002849","4.115226337","5.413105413","7.818930041","6.41025641","9.259259259","11.82336182","17.0781893","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00095","","","","26","12","2","2","4","4","2","4","0","0.6","0","1.5","8","5","1","1","5","7","5","","","","","","","","","0.6","2.1","4","0.15","","0.15","1","0.153846154","1","0.153846154","0.15","0.023076923","0.375","0.057692308","100","28.57142857","15.38461538","0.854700855","5.555555556","0.854700855","5.555555556","2.136752137","13.88888889","2.991452991","19.44444444","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00096","","","","26","24","1","2","7","24","24","57","79","9.4","3.6","11.5","3","5","1","1","5","7","3","3.27","1.21","0.7","0","60.03","3.45","4.72","14.19","13","24.5","136","0.164912281","0.04556962","0.095588235","5.666666667","5.230769231","2.375","2.192307692","0.541666667","0.5","0.479166667","0.442307692","41.91176471","53.06122449","92.30769231","13.39031339","14.50617284","18.51851852","20.0617284","16.38176638","17.74691358","34.9002849","37.80864198","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00097","","","","26","19","4","3","4","15","6","12","30","1","1.2","4","4","3","1","1","5","5","3","","","","","","","","","2.2","6.2","42","0.083333333","0.04","0.052380952","2.8","1.615384615","0.8","0.461538462","0.146666667","0.084615385","0.266666667","0.153846154","28.57142857","35.48387097","57.69230769","1.424501425","2.469135802","3.133903134","5.432098765","5.698005698","9.87654321","8.831908832","15.30864198","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00098","","","","26","18","3","2","4","11","11","22","16","3.8","1","2.6","2","2","2","1","3","5","7","","","","","","","","","4.8","7.4","38","0.172727273","0.0625","0.126315789","3.454545455","1.461538462","2","0.846153846","0.436363636","0.184615385","0.236363636","0.1","57.89473684","64.86486486","42.30769231","5.413105413","12.79461279","6.837606838","16.16161616","3.703703704","8.754208754","10.54131054","24.91582492","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00099","","","","26","22","1","1","8","15","4","3","14","1","0.9","2.7","4","3","2","3","3","7","5","","","","","","","","","1.9","4.6","17","0.333333333","0.064285714","0.111764706","1.133333333","0.653846154","0.2","0.115384615","0.126666667","0.073076923","0.18","0.103846154","17.64705882","41.30434783","57.69230769","1.424501425","2.469135802","2.706552707","4.691358025","3.846153846","6.666666667","6.552706553","11.35802469","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00100","","","","26","18","4","3","5","16","12","15","6","3","0.9","8.5","3","3","2","1","7","7","1","5.31","2.01","1.05","7.222","52.88","4.63","6.76","14.34","3.9","12.4","21","0.2","0.15","0.185714286","1.3125","0.807692308","0.9375","0.576923077","0.24375","0.15","0.53125","0.326923077","71.42857143","31.4516129","61.53846154","4.273504274","6.944444444","5.555555556","9.027777778","12.10826211","19.67592593","17.66381766","28.7037037","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00101","","","","26","26","1","2","8","20","20","45","50","7.4","3.6","17.5","2","2","1","1","3","9","3","3.69","1.34","0.7","0","55.27","6.69","9.07","7.92","11","28.5","95","0.164444444","0.072","0.115789474","4.75","3.653846154","2.25","1.730769231","0.55","0.423076923","0.875","0.673076923","47.36842105","38.59649123","76.92307692","10.54131054","13.7037037","15.66951567","20.37037037","24.92877493","32.40740741","40.5982906","52.77777778","","1"
"","","MZP2012CKE-ST01","","","","","","","","","MZP2012CKE-ST01-00102","","","","26","26","1","1","8","21","20","38","64","5.2","4","20","2","2","2","1","9","7","1","","","","","","","","","9.2","29.2","102","0.136842105","0.0625","0.090196078","4.857142857","3.923076923","1.80952381","1.461538462","0.438095238","0.353846154","0.952380952","0.769230769","37.25490196","31.50684932","80.76923077","7.407407407","9.171075838","13.10541311","16.22574956","28.49002849","35.27336861","41.5954416","51.49911817","","1"
