"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_irrigation"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00056","","","","75","72","1","1","57","57","171","120","51.06","30.2","36.4","5","1","1","81.26","117.66","0.298596491","3","2.28","1.425614035","1.083466667","0.638596491","0.485333333","69.06340303","76","25.21481481","33.17738791","40.12839506","52.80051982","17.97530864","23.6517219","58.1037037","76.45224172","291","0.251666667","0.279243986","5.105263158","3.88","58.7628866","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00057","","","","75","44","3","1","31","31","100","226","28.24","12.32","34.6","5","3","3","40.56","75.16","0.2824","3.225806452","1.333333333","1.308387097","0.5408","1.116129032","0.461333333","53.96487493","41.33333333","13.94567901","33.739546","20.02962963","48.45878136","17.08641975","41.33811231","37.11604938","89.79689367","326","0.054513274","0.124417178","10.51612903","4.346666667","30.67484663","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00058","","","","75","50","3","1","40","40","105","81","29.4","8.12","24.6","3","3","3","37.52","62.12","0.28","2.625","1.4","0.938","0.500266667","0.615","0.328","60.3992273","53.33333333","14.51851852","27.22222222","18.52839506","34.74074074","12.14814815","22.77777778","30.67654321","57.51851852","186","0.100246914","0.20172043","4.65","2.48","56.4516129","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00059","","","","75","56","3","1","42","36","220","70","30.6","4.98","34.8","3","3","3","35.58","70.38","0.139090909","5.238095238","2.933333333","0.847142857","0.4744","0.828571429","0.464","50.5541347","56","15.11111111","26.98412698","17.57037037","31.37566138","17.18518519","30.68783069","34.75555556","62.06349206","290","0.071142857","0.122689655","6.904761905","3.866666667","75.86206897","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00060","","","","75","63","3","1","48","40","120","110","19.68","4.42","67.2","3","3","1","24.1","91.3","0.164","2.5","1.6","0.502083333","0.321333333","1.4","0.896","26.39649507","64","9.718518519","15.18518519","11.90123457","18.59567901","33.18518519","51.85185185","45.08641975","70.44753086","230","0.040181818","0.104782609","4.791666667","3.066666667","52.17391304","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00061","","","","75","52","3","1","41","27","50","33","6.38","1.3","40.1","1","5","3","7.68","47.78","0.1276","1.219512195","0.666666667","0.187317073","0.1024","0.97804878","0.534666667","16.07367099","54.66666667","3.150617284","5.7633243","3.792592593","6.937669377","19.80246914","36.22402891","23.59506173","43.16169828","83","0.039393939","0.09253012","2.024390244","1.106666667","60.24096386","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00062","","","","75","52","3","1","37","31","72","58","9.28","2.96","42.3","3","3","1","12.24","54.54","0.128888889","1.945945946","0.96","0.330810811","0.1632","1.143243243","0.564","22.44224422","49.33333333","4.582716049","9.289289289","6.044444444","12.25225225","20.88888889","42.34234234","26.93333333","54.59459459","130","0.051034483","0.094153846","3.513513514","1.733333333","55.38461538","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00063","","","","75","53","1","1","39","39","247","274","25.54","7.42","42.1","1","3","3","32.96","75.06","0.10340081","6.333333333","3.293333333","0.845128205","0.439466667","1.079487179","0.561333333","43.91153744","52","12.61234568","24.25451092","16.27654321","31.30104463","20.79012346","39.98100665","37.06666667","71.28205128","521","0.027080292","0.063262956","13.35897436","6.946666667","47.40882917","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00064","","","","75","45","3","1","30","27","60","19","21.84","6.06","57.3","5","1","3","27.9","85.2","0.364","2","0.8","0.93","0.372","1.91","0.764","32.74647887","40","10.78518519","26.96296296","13.77777778","34.44444444","28.2962963","70.74074074","42.07407407","105.1851852","79","0.318947368","0.353164557","2.633333333","1.053333333","75.94936709","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00065","","","","75","35","7","1","27","15","75","35","12.2","2.4","10.8","5","3","3","14.6","25.4","0.162666667","2.777777778","1","0.540740741","0.194666667","0.4","0.144","57.48031496","36","6.024691358","16.73525377","7.209876543","20.02743484","5.333333333","14.81481481","12.54320988","34.84224966","110","0.068571429","0.132727273","4.074074074","1.466666667","68.18181818","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00066","","","","75","50","3","1","35","28","66","19","12.4","2.4","22.4","5","3","1","14.8","37.2","0.187878788","1.885714286","0.88","0.422857143","0.197333333","0.64","0.298666667","39.78494624","46.66666667","6.12345679","13.12169312","7.308641975","15.66137566","11.0617284","23.7037037","18.37037037","39.36507937","85","0.126315789","0.174117647","2.428571429","1.133333333","77.64705882","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00067","","","","75","69","3","1","55","55","325","310","50.4","13","38.1","3","3","1","63.4","101.5","0.155076923","5.909090909","4.333333333","1.152727273","0.845333333","0.692727273","0.508","62.46305419","73.33333333","24.88888889","33.93939394","31.30864198","42.69360269","18.81481481","25.65656566","50.12345679","68.35016835","635","0.041935484","0.09984252","11.54545455","8.466666667","51.18110236","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00068","","","","75","48","3","1","36","36","170","127","38.4","12.1","49.8","1","3","3","50.5","100.3","0.225882353","4.722222222","2.266666667","1.402777778","0.673333333","1.383333333","0.664","50.34895314","48","18.96296296","39.50617284","24.9382716","51.95473251","24.59259259","51.2345679","49.5308642","103.1893004","297","0.095275591","0.17003367","8.25","3.96","57.23905724","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00069","","","","75","55","5","1","44","44","236","210","55.35","16.94","26.1","5","1","1","72.29","98.39","0.234533898","5.363636364","3.146666667","1.642954545","0.963866667","0.593181818","0.348","73.47291391","58.66666667","27.33333333","46.59090909","35.69876543","60.85016835","12.88888889","21.96969697","48.58765432","82.81986532","446","0.080666667","0.162085202","10.13636364","5.946666667","52.91479821","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00070","","","","75","54","5","1","43","42","326","310","52.92","18.5","33.8","3","5","1","71.42","105.22","0.162331288","7.581395349","4.346666667","1.660930233","0.952266667","0.786046512","0.450666667","67.8768295","57.33333333","26.13333333","45.58139535","35.2691358","61.51593454","16.69135802","29.11283376","51.96049383","90.6287683","636","0.059677419","0.112295597","14.79069767","8.48","51.25786164","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00071","","","","75","58","5","1","44","43","246","152","50.6","9.32","50.1","3","3","1","59.92","110.02","0.205691057","5.590909091","3.28","1.361818182","0.798933333","1.138636364","0.668","54.46282494","58.66666667","24.98765432","42.59259259","29.59012346","50.43771044","24.74074074","42.17171717","54.3308642","92.60942761","398","0.061315789","0.150552764","9.045454545","5.306666667","61.80904523","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00072","","","","75","65","3","1","48","48","170","100","45.02","13.9","45.2","3","3","9","58.92","104.12","0.264823529","3.541666667","2.266666667","1.2275","0.7856","0.941666667","0.602666667","56.58855167","64","22.23209877","34.73765432","29.0962963","45.46296296","22.32098765","34.87654321","51.41728395","80.33950617","270","0.139","0.218222222","5.625","3.6","62.96296296","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00073","","","","75","43","7","1","36","35","171","140","31.3","5.74","22.4","3","3","3","37.04","59.44","0.183040936","4.75","2.28","1.028888889","0.493866667","0.622222222","0.298666667","62.31493943","48","15.45679012","32.20164609","18.29135802","38.10699588","11.0617284","23.04526749","29.35308642","61.15226337","311","0.041","0.119099678","8.638888889","4.146666667","54.98392283","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00074","","","","75","43","3","1","35","33","239","543","26.74","15.26","54.8","1","5","3","42","96.8","0.111882845","6.828571429","3.186666667","1.2","0.56","1.565714286","0.730666667","43.38842975","46.66666667","13.20493827","28.2962963","20.74074074","44.44444444","27.0617284","57.98941799","47.80246914","102.4338624","782","0.028103131","0.05370844","22.34285714","10.42666667","30.56265985","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00075","","","","75","57","1","1","45","25","46","24","10.12","1.74","55.1","1","3","7","11.86","66.96","0.22","1.022222222","0.613333333","0.263555556","0.158133333","1.224444444","0.734666667","17.71206691","60","4.997530864","8.329218107","5.856790123","9.761316872","27.20987654","45.34979424","33.06666667","55.11111111","70","0.0725","0.169428571","1.555555556","0.933333333","65.71428571","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00076","","","","75","47","3","1","16","16","73","40","14.3","1.76","34.8","5","3","3","16.06","50.86","0.195890411","4.5625","0.973333333","1.00375","0.214133333","2.175","0.464","31.5768777","21.33333333","7.061728395","33.10185185","7.930864198","37.17592593","17.18518519","80.55555556","25.11604938","117.7314815","113","0.044","0.142123894","7.0625","1.506666667","64.60176991","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00077","","","","75","55","1","1","43","31","40","96","3.84","2.28","130.7","1","5","3","6.12","136.82","0.096","0.930232558","0.533333333","0.142325581","0.0816","3.039534884","1.742666667","4.473030259","57.33333333","1.896296296","3.30749354","3.022222222","5.271317829","64.54320988","112.5753661","67.5654321","117.8466839","136","0.02375","0.045","3.162790698","1.813333333","29.41176471","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00078","","","","75","73","3","1","60","40","240","400","4.6","16.14","38.4","3","3","5","20.74","59.14","0.019166667","4","3.2","0.345666667","0.276533333","0.64","0.512","35.06932702","80","2.271604938","2.839506173","10.24197531","12.80246914","18.96296296","23.7037037","29.20493827","36.50617284","640","0.04035","0.03240625","10.66666667","8.533333333","37.5","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00079","","","","75","60","3","1","43","36","122","70","24.94","3.7","39.3","3","1","3","28.64","67.94","0.20442623","2.837209302","1.626666667","0.666046512","0.381866667","0.913953488","0.524","42.15484251","57.33333333","12.31604938","21.48148148","14.14320988","24.66838932","19.40740741","33.8501292","33.55061728","58.51851852","192","0.052857143","0.149166667","4.465116279","2.56","63.54166667","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00080","","","","75","30","5","1","19","4","15","6","3.9","0.3","20.8","3","3","3","4.2","25","0.26","0.789473684","0.2","0.221052632","0.056","1.094736842","0.277333333","16.8","25.33333333","1.925925926","7.602339181","2.074074074","8.187134503","10.27160494","40.54580897","12.34567901","48.73294347","21","0.05","0.2","1.105263158","0.28","71.42857143","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00081","","","","75","38","3","1","28","23","70","60","13","2.8","41.2","3","3","3","15.8","57","0.185714286","2.5","0.933333333","0.564285714","0.210666667","1.471428571","0.549333333","27.71929825","37.33333333","6.419753086","17.1957672","7.802469136","20.8994709","20.34567901","54.4973545","28.14814815","75.3968254","130","0.046666667","0.121538462","4.642857143","1.733333333","53.84615385","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00082","","","","75","61","3","1","48","44","160","65","9.2","6.2","34.8","3","3","3","15.4","50.2","0.0575","3.333333333","2.133333333","0.320833333","0.205333333","0.725","0.464","30.67729084","64","4.543209877","7.098765432","7.604938272","11.88271605","17.18518519","26.85185185","24.79012346","38.7345679","225","0.095384615","0.068444444","4.6875","3","71.11111111","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00083","","","","75","38","3","1","27","27","52","55","10.2","5.2","37.8","1","3","3","15.4","53.2","0.196153846","1.925925926","0.693333333","0.57037037","0.205333333","1.4","0.504","28.94736842","36","5.037037037","13.99176955","7.604938272","21.12482853","18.66666667","51.85185185","26.27160494","72.97668038","107","0.094545455","0.143925234","3.962962963","1.426666667","48.59813084","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00084","","","","75","61","3","1","46","46","100","165","22.4","10.1","56.7","3","3","3","32.5","89.2","0.224","2.173913043","1.333333333","0.706521739","0.433333333","1.232608696","0.756","36.43497758","61.33333333","11.0617284","18.03542673","16.04938272","26.16747182","28","45.65217391","44.04938272","71.81964573","265","0.061212121","0.122641509","5.760869565","3.533333333","37.73584906","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00085","","","","75","38","7","1","28","24","57","37","14.92","5.64","27.8","3","3","3","20.56","48.36","0.261754386","2.035714286","0.76","0.734285714","0.274133333","0.992857143","0.370666667","42.51447477","37.33333333","7.367901235","19.73544974","10.15308642","27.1957672","13.72839506","36.77248677","23.88148148","63.96825397","94","0.152432432","0.218723404","3.357142857","1.253333333","60.63829787","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00086","","","","75","57","3","1","44","43","200","90","40.06","6.58","53.1","1","1","1","46.64","99.74","0.2003","4.545454545","2.666666667","1.06","0.621866667","1.206818182","0.708","46.76158011","58.66666667","19.78271605","33.72053872","23.03209877","39.25925926","26.22222222","44.6969697","49.25432099","83.95622896","290","0.073111111","0.160827586","6.590909091","3.866666667","68.96551724","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00087","","","","75","55","5","1","41","41","57","40","6","1.66","50.2","3","5","3","7.66","57.86","0.105263158","1.390243902","0.76","0.186829268","0.102133333","1.224390244","0.669333333","13.2388524","54.66666667","2.962962963","5.420054201","3.782716049","6.919602529","24.79012346","45.34778681","28.57283951","52.26738934","97","0.0415","0.078969072","2.365853659","1.293333333","58.7628866","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00088","","","","75","61","3","1","46","45","120","79","44.18","10.1","80.9","3","1","1","54.28","135.18","0.368166667","2.608695652","1.6","1.18","0.723733333","1.758695652","1.078666667","40.15386892","61.33333333","21.81728395","35.57165862","26.80493827","43.7037037","39.95061728","65.13687601","66.75555556","108.8405797","199","0.127848101","0.272763819","4.326086957","2.653333333","60.30150754","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00089","","","","75","47","5","1","36","35","93","55","22.02","6.78","38.4","3","1","5","28.8","67.2","0.236774194","2.583333333","1.24","0.8","0.384","1.066666667","0.512","42.85714286","48","10.87407407","22.65432099","14.22222222","29.62962963","18.96296296","39.50617284","33.18518519","69.13580247","148","0.123272727","0.194594595","4.111111111","1.973333333","62.83783784","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00090","","","","75","59","3","1","46","45","113","120","31.76","4.32","58.3","1","3","1","36.08","94.38","0.281061947","2.456521739","1.506666667","0.784347826","0.481066667","1.267391304","0.777333333","38.22843823","61.33333333","15.68395062","25.57165862","17.81728395","29.04991948","28.79012346","46.94041868","46.60740741","75.99033816","233","0.036","0.154849785","5.065217391","3.106666667","48.49785408","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00091","","","","75","62","1","1","47","43","120","100","30.14","8.84","92.1","3","3","3","38.98","131.08","0.251166667","2.553191489","1.6","0.829361702","0.519733333","1.959574468","1.228","29.73756485","62.66666667","14.88395062","23.75098503","19.24938272","30.71710008","45.48148148","72.57683215","64.7308642","103.2939322","220","0.0884","0.177181818","4.680851064","2.933333333","54.54545455","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00092","","","","75","52","1","1","38","31","151","74","22.15","2.84","97.8","1","3","5","24.99","122.79","0.146688742","3.973684211","2.013333333","0.657631579","0.3332","2.573684211","1.304","20.35182018","50.66666667","10.9382716","21.58869396","12.34074074","24.35672515","48.2962963","95.32163743","60.63703704","119.6783626","225","0.038378378","0.111066667","5.921052632","3","67.11111111","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00093","","","","75","48","5","1","37","34","70","109","5.52","1.36","33.4","1","5","3","6.88","40.28","0.078857143","1.891891892","0.933333333","0.185945946","0.091733333","0.902702703","0.445333333","17.08043694","49.33333333","2.725925926","5.525525526","3.397530864","6.886886887","16.49382716","33.43343343","19.89135802","40.32032032","179","0.012477064","0.038435754","4.837837838","2.386666667","39.10614525","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00094","","","","75","45","1","1","30","30","430","260","50.3","6.46","64.6","1","5","7","56.76","121.36","0.116976744","14.33333333","5.733333333","1.892","0.7568","2.153333333","0.861333333","46.76994067","40","24.83950617","62.09876543","28.02962963","70.07407407","31.90123457","79.75308642","59.9308642","149.8271605","690","0.024846154","0.08226087","23","9.2","62.31884058","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00095","","","","75","25","5","1","11","10","16","11","2.98","0.74","23.4","1","7","5","3.72","27.12","0.18625","1.454545455","0.213333333","0.338181818","0.0496","2.127272727","0.312","13.71681416","14.66666667","1.471604938","10.03367003","1.837037037","12.52525253","11.55555556","78.78787879","13.39259259","91.31313131","27","0.067272727","0.137777778","2.454545455","0.36","59.25925926","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00096","","","","75","58","3","1","43","39","100","68","13.04","6.6","72.3","3","1","3","19.64","91.94","0.1304","2.325581395","1.333333333","0.456744186","0.261866667","1.681395349","0.964","21.36175767","57.33333333","6.439506173","11.23169681","9.698765432","16.91645134","35.7037037","62.27390181","45.40246914","79.19035314","168","0.097058824","0.116904762","3.906976744","2.24","59.52380952","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00097","","","","75","45","3","1","35","33","110","90","23","5.2","19.8","3","3","3","28.2","48","0.209090909","3.142857143","1.466666667","0.805714286","0.376","0.565714286","0.264","58.75","46.66666667","11.35802469","24.33862434","13.92592593","29.84126984","9.777777778","20.95238095","23.7037037","50.79365079","200","0.057777778","0.141","5.714285714","2.666666667","55","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00098","","","","75","65","3","1","50","41","148","57","48","2.6","29.7","1","3","3","50.6","80.3","0.324324324","2.96","1.973333333","1.012","0.674666667","0.594","0.396","63.01369863","66.66666667","23.7037037","35.55555556","24.98765432","37.48148148","14.66666667","22","39.65432099","59.48148148","205","0.045614035","0.246829268","4.1","2.733333333","72.19512195","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00099","","","","75","60","1","1","46","36","60","70","16.6","4.5","68.7","1","1","3","21.1","89.8","0.276666667","1.304347826","0.8","0.458695652","0.281333333","1.493478261","0.916","23.49665924","61.33333333","8.197530864","13.36553945","10.41975309","16.98872786","33.92592593","55.31400966","44.34567901","72.30273752","130","0.064285714","0.162307692","2.826086957","1.733333333","46.15384615","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00100","","","","75","59","3","1","46","46","170","161","40.4","8.4","37.2","3","1","1","48.8","86","0.237647059","3.695652174","2.266666667","1.060869565","0.650666667","0.808695652","0.496","56.74418605","61.33333333","19.95061728","32.52818035","24.09876543","39.29146538","18.37037037","29.95169082","42.4691358","69.2431562","331","0.052173913","0.147432024","7.195652174","4.413333333","51.35951662","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00101","","","","75","53","5","1","39","39","102","52","25.6","5.4","31.4","5","1","7","31","62.4","0.250980392","2.615384615","1.36","0.794871795","0.413333333","0.805128205","0.418666667","49.67948718","52","12.64197531","24.31149098","15.30864198","29.43969611","15.50617284","29.81956315","30.81481481","59.25925926","154","0.103846154","0.201298701","3.948717949","2.053333333","66.23376623","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00102","","","","75","58","3","1","43","40","118","100","18.3","5","42.7","3","5","3","23.3","66","0.155084746","2.744186047","1.573333333","0.541860465","0.310666667","0.993023256","0.569333333","35.3030303","57.33333333","9.037037037","15.7622739","11.50617284","20.06890612","21.08641975","36.7786391","32.59259259","56.84754522","218","0.05","0.106880734","5.069767442","2.906666667","54.12844037","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00103","","","","75","57","1","1","47","45","227","262","38.4","12.4","68.6","1","1","1","50.8","119.4","0.169162996","4.829787234","3.026666667","1.080851064","0.677333333","1.459574468","0.914666667","42.54606365","62.66666667","18.96296296","30.26004728","25.08641975","40.03152088","33.87654321","54.05831363","58.96296296","94.08983452","489","0.047328244","0.103885481","10.40425532","6.52","46.42126789","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00104","","","","75","57","3","1","42","21","25","46","5.2","5.4","55.1","1","5","7","10.6","65.7","0.208","0.595238095","0.333333333","0.252380952","0.141333333","1.311904762","0.734666667","16.13394216","56","2.567901235","4.585537919","5.234567901","9.347442681","27.20987654","48.58906526","32.44444444","57.93650794","71","0.117391304","0.149295775","1.69047619","0.946666667","35.21126761","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00105","","","","75","50","5","1","32","27","56","151","21.9","17.6","12.6","3","3","5","39.5","52.1","0.391071429","1.75","0.746666667","1.234375","0.526666667","0.39375","0.168","75.81573896","42.66666667","10.81481481","25.34722222","19.50617284","45.71759259","6.222222222","14.58333333","25.72839506","60.30092593","207","0.116556291","0.190821256","6.46875","2.76","27.0531401","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00106","","","","75","55","1","1","39","32","50","61","6.4","2.4","43","1","5","5","8.8","51.8","0.128","1.282051282","0.666666667","0.225641026","0.117333333","1.102564103","0.573333333","16.98841699","52","3.160493827","6.077872745","4.345679012","8.357075024","21.2345679","40.8357075","25.58024691","49.19278253","111","0.039344262","0.079279279","2.846153846","1.48","45.04504505","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00107","","","","75","59","3","1","42","35","140","170","17","6.2","54.9","1","7","7","23.2","78.1","0.121428571","3.333333333","1.866666667","0.552380952","0.309333333","1.307142857","0.732","29.70550576","56","8.395061728","14.99118166","11.45679012","20.45855379","27.11111111","48.41269841","38.56790123","68.8712522","310","0.036470588","0.07483871","7.380952381","4.133333333","45.16129032","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00108","","","","75","60","3","1","49","34","190","110","59.1","5.4","36.4","3","5","3","64.5","100.9","0.311052632","3.87755102","2.533333333","1.316326531","0.86","0.742857143","0.485333333","63.9246779","65.33333333","29.18518519","44.67120181","31.85185185","48.75283447","17.97530864","27.51322751","49.82716049","76.26606198","300","0.049090909","0.215","6.12244898","4","63.33333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00109","","","","75","62","3","1","45","38","140","80","33.1","4.8","47.3","1","3","5","37.9","85.2","0.236428571","3.111111111","1.866666667","0.842222222","0.505333333","1.051111111","0.630666667","44.48356808","60","16.34567901","27.24279835","18.71604938","31.19341564","23.35802469","38.93004115","42.07407407","70.12345679","220","0.06","0.172272727","4.888888889","2.933333333","63.63636364","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00110","","","","75","47","3","1","39","39","250","125","23.56","28.8","71.2","1","7","3","52.36","123.56","0.09424","6.41025641","3.333333333","1.342564103","0.698133333","1.825641026","0.949333333","42.37617352","52","11.6345679","22.37416904","25.85679012","49.72459639","35.16049383","67.61633428","61.01728395","117.3409307","375","0.2304","0.139626667","9.615384615","5","66.66666667","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00111","","","","75","35","3","1","27","27","116","40","43.34","6.98","25.7","3","5","1","50.32","76.02","0.37362069","4.296296296","1.546666667","1.863703704","0.670933333","0.951851852","0.342666667","66.19310708","36","21.40246914","59.45130316","24.84938272","69.0260631","12.69135802","35.25377229","37.54074074","104.2798354","156","0.1745","0.322564103","5.777777778","2.08","74.35897436","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00112","","","","75","34","3","1","24","20","35","20","9.76","2.3","47.3","3","3","3","12.06","59.36","0.278857143","1.458333333","0.466666667","0.5025","0.1608","1.970833333","0.630666667","20.31671159","32","4.819753086","15.0617284","5.955555556","18.61111111","23.35802469","72.99382716","29.31358025","91.60493827","55","0.115","0.219272727","2.291666667","0.733333333","63.63636364","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00113","","","","75","48","5","1","29","21","48","70","8","4","20.6","5","5","7","12","32.6","0.166666667","1.655172414","0.64","0.413793103","0.16","0.710344828","0.274666667","36.80981595","38.66666667","3.950617284","10.21711367","5.925925926","15.3256705","10.17283951","26.30906769","16.09876543","41.63473819","118","0.057142857","0.101694915","4.068965517","1.573333333","40.6779661","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00114","","","","75","47","5","1","35","33","147","26","42.4","1.6","25.2","5","3","3","44","69.2","0.288435374","4.2","1.96","1.257142857","0.586666667","0.72","0.336","63.58381503","46.66666667","20.9382716","44.86772487","21.72839506","46.56084656","12.44444444","26.66666667","34.17283951","73.22751323","173","0.061538462","0.25433526","4.942857143","2.306666667","84.97109827","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00115","","","","75","63","5","1","42","40","60","150","7.4","4.3","35.4","3","7","3","11.7","47.1","0.123333333","1.428571429","0.8","0.278571429","0.156","0.842857143","0.472","24.84076433","56","3.654320988","6.525573192","5.777777778","10.31746032","17.48148148","31.21693122","23.25925926","41.53439153","210","0.028666667","0.055714286","5","2.8","28.57142857","1"
