"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00042","","","","26","19","2","7","5","12","12","23","13","3.8","0.8","6.5","4","4","3","5","5","9","5","3.6","1.16","0.96","88.08","0","71.05","1.96","3.18","5.07","4.6","11.1","36","0.165217391","0.061538462","0.127777778","3","1.384615385","1.916666667","0.884615385","0.383333333","0.176923077","0.541666667","0.25","63.88888889","41.44144144","46.15384615","5.413105413","11.72839506","6.552706553","14.19753086","9.259259259","20.0617284","15.81196581","34.25925926","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00043","","","","26","20","1","1","6","18","18","39","80","6","4","8.5","3","2","1","1","3","7","3","3.37","1.46","1.05","64.91","21.902","65.38","2.32","3.44","7.19","10","18.5","119","0.153846154","0.05","0.084033613","6.611111111","4.576923077","2.166666667","1.5","0.555555556","0.384615385","0.472222222","0.326923077","32.77310924","54.05405405","69.23076923","8.547008547","12.34567901","14.24501425","20.57613169","12.10826211","17.48971193","26.35327635","38.06584362","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00044","","","","26","19","2","3","6","17","17","45","49","6","2","12.3","4","2","2","3","5","5","5","4.83","2.02","1.27","99.74","30.53","59.48","2.68","4.13","12.78","8","20.3","94","0.133333333","0.040816327","0.085106383","5.529411765","3.615384615","2.647058824","1.730769231","0.470588235","0.307692308","0.723529412","0.473076923","47.87234043","39.408867","65.38461538","8.547008547","13.07189542","11.3960114","17.4291939","17.52136752","26.79738562","28.91737892","44.22657952","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00045","","","","26","22","1","1","5","18","18","54","90","7.6","4","4","4","3","3","3","1","5","3","3.33","2","1.11","70.52","53.683","44.2","6.55","8.99","17.45","11.6","15.6","144","0.140740741","0.044444444","0.080555556","8","5.538461538","3","2.076923077","0.644444444","0.446153846","0.222222222","0.153846154","37.5","74.35897436","69.23076923","10.82621083","15.63786008","16.52421652","23.86831276","5.698005698","8.230452675","22.22222222","32.09876543","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00046","","","","26","18","1","2","7","18","18","26","41","2.6","2","12.5","5","3","1","3","3","7","3","3.95","2.02","1.28","120.31","31.955","55.65","4.25","6.17","10.15","4.6","17.1","67","0.1","0.048780488","0.068656716","3.722222222","2.576923077","1.444444444","1","0.255555556","0.176923077","0.694444444","0.480769231","38.80597015","26.9005848","69.23076923","3.703703704","5.349794239","6.552706553","9.465020576","17.80626781","25.72016461","24.35897436","35.18518519","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00047","","","","26","21","2","2","5","13","12","24","21","2","0.5","4.5","4","3","1","1","1","7","1","2.68","1.32","0.88","52.19","22.929","65.22","4.76","6.69","4.13","2.5","7","45","0.083333333","0.023809524","0.055555556","3.461538462","1.730769231","1.846153846","0.923076923","0.192307692","0.096153846","0.346153846","0.173076923","53.33333333","35.71428571","50","2.849002849","5.698005698","3.561253561","7.122507123","6.41025641","12.82051282","9.971509972","19.94301994","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00048","","","","26","16","2","1","7","16","16","27","50","3","2","7","3","2","2","3","5","5","5","3.26","1.5","0.97","40.37","24.584","65.95","1.74","2.56","9.14","5","12","77","0.111111111","0.04","0.064935065","4.8125","2.961538462","1.6875","1.038461538","0.3125","0.192307692","0.4375","0.269230769","35.06493506","41.66666667","61.53846154","4.273504274","6.944444444","7.122507123","11.57407407","9.971509972","16.2037037","17.09401709","27.77777778","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00049","","","","26","23","2","2","6","15","14","11","27","1","0.8","8","5","3","1","3","1","7","1","","","","","","","","","","1.8","9.8","38","0.090909091","0.02962963","0.047368421","2.533333333","1.461538462","0.733333333","0.423076923","0.12","0.069230769","0.533333333","0.307692308","28.94736842","18.36734694","57.69230769","1.424501425","2.469135802","2.564102564","4.444444444","11.3960114","19.75308642","13.96011396","24.19753086","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00050","","","","26","22","1","1","8","18","18","66","39","4.6","1.2","15.5","5","3","1","5","5","9","5","2.79","1.32","0.88","60.49","0","63.72","3.28","4.81","8.96","5.8","21.3","105","0.06969697","0.030769231","0.055238095","5.833333333","4.038461538","3.666666667","2.538461538","0.322222222","0.223076923","0.861111111","0.596153846","62.85714286","27.23004695","69.23076923","6.552706553","9.465020576","8.262108262","11.93415638","22.07977208","31.89300412","30.34188034","43.82716049","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00051","","","","26","16","1","1","7","16","16","24","58","4","2","10","4","3","1","1","3","9","3","3.77","2.1","1.37","106.68","34.928","57.49","3.77","5.7","9.43","6","16","82","0.166666667","0.034482759","0.073170732","5.125","3.153846154","1.5","0.923076923","0.375","0.230769231","0.625","0.384615385","29.26829268","37.5","61.53846154","5.698005698","9.259259259","8.547008547","13.88888889","14.24501425","23.14814815","22.79202279","37.03703704","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00052","","","","26","24","3","1","7","14","14","27","61","3.9","3","6.5","3","2","1","1","3","7","5","2.94","1.84","1","80.02","35.979","53.86","5.39","7.21","11.76","6.9","13.4","88","0.144444444","0.049180328","0.078409091","6.285714286","3.384615385","1.928571429","1.038461538","0.492857143","0.265384615","0.464285714","0.25","30.68181818","51.49253731","53.84615385","5.555555556","10.31746032","9.829059829","18.25396825","9.259259259","17.1957672","19.08831909","35.44973545","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00053","","","","26","14","3","5","5","8","7","5","7","1","0.3","0.2","4","3","1","1","5","7","3","3.06","1.63","0.99","78.52","30.208","56.42","4.38","6.15","12.71","1.3","1.5","12","0.2","0.042857143","0.108333333","1.5","0.461538462","0.625","0.192307692","0.1625","0.05","0.025","0.007692308","41.66666667","86.66666667","30.76923077","1.424501425","4.62962963","1.851851852","6.018518519","0.284900285","0.925925926","2.136752137","6.944444444","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00054","","","","26","21","1","1","8","22","22","73","113","8","3.4","10","3","2","1","1","3","5","1","3.78","1.73","1.18","73.42","53.267","58.93","2.02","3.1","13.87","11.4","21.4","186","0.109589041","0.030088496","0.061290323","8.454545455","7.153846154","3.318181818","2.807692308","0.518181818","0.438461538","0.454545455","0.384615385","39.24731183","53.27102804","84.61538462","11.3960114","13.46801347","16.23931624","19.19191919","14.24501425","16.83501684","30.48433048","36.02693603","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00055","","","","26","18","3","2","6","12","12","23","45","2.4","2","9.6","3","3","3","1","5","7","5","","","","","","","","","","4.4","14","68","0.104347826","0.044444444","0.064705882","5.666666667","2.615384615","1.916666667","0.884615385","0.366666667","0.169230769","0.8","0.369230769","33.82352941","31.42857143","46.15384615","3.418803419","7.407407407","6.267806268","13.58024691","13.67521368","29.62962963","19.94301994","43.20987654","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00056","","","","26","14","1","2","8","15","15","14","22","1.9","1","11.5","3","3","1","3","5","9","5","","","","","","","","","","2.9","14.4","36","0.135714286","0.045454545","0.080555556","2.4","1.384615385","0.933333333","0.538461538","0.193333333","0.111538462","0.766666667","0.442307692","38.88888889","20.13888889","57.69230769","2.706552707","4.691358025","4.131054131","7.160493827","16.38176638","28.39506173","20.51282051","35.55555556","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00057","","","","26","17","2","6","4","3","1","0","6","0","0.1","0.2","6","2","1","1","1","5","1","","","","","","","","","","0.1","0.3","6","","0.016666667","0.016666667","2","0.230769231","0","0","0.033333333","0.003846154","0.066666667","0.007692308","0","33.33333333","11.53846154","0","0","0.142450142","1.234567901","0.284900285","2.469135802","0.427350427","3.703703704","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00058","","","","26","16","1","5","5","12","10","13","12","3","1","3.5","2","3","3","1","5","5","5","2.98","1.34","0.78","58.25","16.458","59.91","5.25","7.13","8.79","4","7.5","25","0.230769231","0.083333333","0.16","2.083333333","0.961538462","1.083333333","0.5","0.333333333","0.153846154","0.291666667","0.134615385","52","53.33333333","46.15384615","4.273504274","9.259259259","5.698005698","12.34567901","4.985754986","10.80246914","10.68376068","23.14814815","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00059","","","","26","26","1","3","7","20","20","60","78","1.5","4","7.5","2","1","1","1","3","5","3","3.33","1.61","1.01","60.63","33.679","54.91","5.91","8.53","10.44","5.5","13","138","0.025","0.051282051","0.039855072","6.9","5.307692308","3","2.307692308","0.275","0.211538462","0.375","0.288461538","43.47826087","42.30769231","76.92307692","2.136752137","2.777777778","7.834757835","10.18518519","10.68376068","13.88888889","18.51851852","24.07407407","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00060","","","","26","20","1","2","7","20","20","62","21","11.2","0.3","10","3","2","2","3","5","7","5","3.13","1.47","0.95","54.23","10.308","59.58","3.92","5.46","12.15","11.5","21.5","83","0.180645161","0.014285714","0.138554217","4.15","3.192307692","3.1","2.384615385","0.575","0.442307692","0.5","0.384615385","74.69879518","53.48837209","76.92307692","15.95441595","20.74074074","16.38176638","21.2962963","14.24501425","18.51851852","30.62678063","39.81481481","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00061","","","","26","23","1","4","7","14","13","26","23","4","1.2","11","3","3","1","1","5","7","5","3.27","1.48","0.89","37.19","16.158","66.71","2.76","3.87","4.8","5.2","16.2","49","0.153846154","0.052173913","0.106122449","3.5","1.884615385","1.857142857","1","0.371428571","0.2","0.785714286","0.423076923","53.06122449","32.09876543","53.84615385","5.698005698","10.58201058","7.407407407","13.75661376","15.66951567","29.1005291","23.07692308","42.85714286","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00062","","","","26","19","1","3","7","17","17","63","46","10","2.1","7","2","2","1","1","5","5","5","3.18","1.66","1","56.6","26.969","55.04","4.52","6.38","14.3","12.1","19.1","109","0.158730159","0.045652174","0.111009174","6.411764706","4.192307692","3.705882353","2.423076923","0.711764706","0.465384615","0.411764706","0.269230769","57.79816514","63.35078534","65.38461538","14.24501425","21.78649237","17.23646724","26.36165577","9.971509972","15.25054466","27.20797721","41.61220044","1",""
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00063","","","","26","23","1","1","6","17","17","39","36","5","11.5","5.5","3","3","1","2","4","5","6","3.36","1.79","1.11","72.65","47.043","59.75","3.26","4.3","8.12","16.5","22","75","0.128205128","0.319444444","0.22","4.411764706","2.884615385","2.294117647","1.5","0.970588235","0.634615385","0.323529412","0.211538462","52","75","65.38461538","7.122507123","10.89324619","23.5042735","35.94771242","7.834757835","11.98257081","31.33903134","47.93028322","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00064","","","","26","25","6","6","6","20","16","43","28","5.1","1","3","3","3","1","1","3","5","3","2.66","1.6","0.91","53.43","21.622","51.35","7.7","10.65","10.34","6.1","9.1","71","0.118604651","0.035714286","0.085915493","3.55","2.730769231","2.15","1.653846154","0.305","0.234615385","0.15","0.115384615","60.56338028","67.03296703","76.92307692","7.264957265","9.444444444","8.689458689","11.2962963","4.273504274","5.555555556","12.96296296","16.85185185","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00065","","","","26","25","4","4","5","24","24","46","146","5.6","7","1.5","3","4","1","1","8","5","3","","","","","","","","","","12.6","14.1","192","0.12173913","0.047945205","0.065625","8","7.384615385","1.916666667","1.769230769","0.525","0.484615385","0.0625","0.057692308","23.95833333","89.36170213","92.30769231","7.977207977","8.641975309","17.94871795","19.44444444","2.136752137","2.314814815","20.08547009","21.75925926","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00066","","","","26","24","7","7","4","20","20","29","37","9","4","6.5","5","4","1","4","3","7","7","","","","","","","","","","13","19.5","66","0.310344828","0.108108108","0.196969697","3.3","2.538461538","1.45","1.115384615","0.65","0.5","0.325","0.25","43.93939394","66.66666667","76.92307692","12.82051282","16.66666667","18.51851852","24.07407407","9.259259259","12.03703704","27.77777778","36.11111111","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00067","","","","26","20","2","2","5","14","11","29","17","8.2","1.2","4.5","3","3","1","1","9","5","1","2.98","1.35","0.88","52.42","21.291","62.03","2.75","3.81","10.67","9.4","13.9","46","0.282758621","0.070588235","0.204347826","3.285714286","1.769230769","2.071428571","1.115384615","0.671428571","0.361538462","0.321428571","0.173076923","63.04347826","67.62589928","53.84615385","11.68091168","21.69312169","13.39031339","24.86772487","6.41025641","11.9047619","19.8005698","36.77248677","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00068","","","","26","23","3","3","7","17","15","79","61","7.5","3","4.6","2","3","3","1","3","3","7","2.8","1.53","0.91","47.72","28.758","56.63","4.71","6.43","11.62","10.5","15.1","140","0.094936709","0.049180328","0.075","8.235294118","5.384615385","4.647058824","3.038461538","0.617647059","0.403846154","0.270588235","0.176923077","56.42857143","69.53642384","65.38461538","10.68376068","16.33986928","14.95726496","22.87581699","6.552706553","10.02178649","21.50997151","32.89760349","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00069","","","","26","21","2","2","6","16","15","11","40","1.9","1.8","3","4","3","1","3","9","5","2","3.5","1.81","1.26","80.3","43.225","53.13","2.56","3.77","16.17","3.7","6.7","51","0.172727273","0.045","0.07254902","3.1875","1.961538462","0.6875","0.423076923","0.23125","0.142307692","0.1875","0.115384615","21.56862745","55.2238806","61.53846154","2.706552707","4.398148148","5.270655271","8.564814815","4.273504274","6.944444444","9.544159544","15.50925926","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00070","","","","26","17","1","1","5","14","14","15","27","2.9","1.1","1","3","4","1","1","5","5","5","4.1","1.43","0.86","35.64","19.635","67.75","1.61","2.47","8.39","4","5","42","0.193333333","0.040740741","0.095238095","3","1.615384615","1.071428571","0.576923077","0.285714286","0.153846154","0.071428571","0.038461538","35.71428571","80","53.84615385","4.131054131","7.671957672","5.698005698","10.58201058","1.424501425","2.645502646","7.122507123","13.22751323","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00071","","","","26","10","6","6","4","9","7","10","10","1.3","0.3","1.5","3","4","2","2","5","7","5","4.38","1.84","1.17","57.86","30.14","59.75","2.58","3.93","11.76","1.6","3.1","20","0.13","0.03","0.08","2.222222222","0.769230769","1.111111111","0.384615385","0.177777778","0.061538462","0.166666667","0.057692308","50","51.61290323","34.61538462","1.851851852","5.349794239","2.279202279","6.58436214","2.136752137","6.172839506","4.415954416","12.75720165","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00072","","","","26","21","6","6","5","15","14","12","27","2.2","1.9","3.5","4","4","1","4","8","7","3","3.7","1.67","1.03","87.02","28.683","61.29","3.06","4.44","9.81","4.1","7.6","39","0.183333333","0.07037037","0.105128205","2.6","1.5","0.8","0.461538462","0.273333333","0.157692308","0.233333333","0.134615385","30.76923077","53.94736842","57.69230769","3.133903134","5.432098765","5.84045584","10.12345679","4.985754986","8.641975309","10.82621083","18.7654321","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00073","","","","26","22","4","4","6","13","12","41","27","6","2","4","3","4","1","1","3","6","5","4.02","1.98","1.23","76.32","32.728","57.76","3.45","4.95","10.78","8","12","68","0.146341463","0.074074074","0.117647059","5.230769231","2.615384615","3.153846154","1.576923077","0.615384615","0.307692308","0.307692308","0.153846154","60.29411765","66.66666667","50","8.547008547","17.09401709","11.3960114","22.79202279","5.698005698","11.3960114","17.09401709","34.18803419","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00074","","","","26","22","2","2","7","10","10","31","49","3","3","5","4","4","1","1","7","5","5","2.95","1.69","1.03","53.97","35.553","52.81","5.5","7.82","14.15","6","11","80","0.096774194","0.06122449","0.075","8","3.076923077","3.1","1.192307692","0.6","0.230769231","0.5","0.192307692","38.75","54.54545455","38.46153846","4.273504274","11.11111111","8.547008547","22.22222222","7.122507123","18.51851852","15.66951567","40.74074074","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00075","","","","26","23","1","1","5","17","17","31","63","4.2","3","3","4","4","1","2","5","7","5","","","","","","","","","","7.2","10.2","94","0.135483871","0.047619048","0.076595745","5.529411765","3.615384615","1.823529412","1.192307692","0.423529412","0.276923077","0.176470588","0.115384615","32.9787234","70.58823529","65.38461538","5.982905983","9.150326797","10.25641026","15.68627451","4.273504274","6.535947712","14.52991453","22.22222222","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00076","","","","26","23","1","1","6","16","16","45","56","6.3","2.9","2","2","2","1","1","9","5","1","3.78","2.15","1.22","69.63","55.402","45.02","5.75","7.81","16.63","9.2","11.2","101","0.14","0.051785714","0.091089109","6.3125","3.884615385","2.8125","1.730769231","0.575","0.353846154","0.125","0.076923077","44.55445545","82.14285714","61.53846154","8.974358974","14.58333333","13.10541311","21.2962963","2.849002849","4.62962963","15.95441595","25.92592593","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00077","","","","26","20","2","2","6","17","17","39","27","8","2.3","5.5","3","2","1","1","3","8","7","3.62","1.54","1.08","47.02","0","61.65","2.72","4.02","10.75","10.3","15.8","66","0.205128205","0.085185185","0.156060606","3.882352941","2.538461538","2.294117647","1.5","0.605882353","0.396153846","0.323529412","0.211538462","59.09090909","65.18987342","65.38461538","11.3960114","17.4291939","14.67236467","22.44008715","7.834757835","11.98257081","22.50712251","34.42265795","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00078","","","","26","22","3","3","5","16","16","44","30","4","1.2","2","4","2","1","1","8","7","2","2.86","1.49","1.01","56.91","22.471","62.4","5.52","7.76","4.99","5.2","7.2","74","0.090909091","0.04","0.07027027","4.625","2.846153846","2.75","1.692307692","0.325","0.2","0.125","0.076923077","59.45945946","72.22222222","61.53846154","5.698005698","9.259259259","7.407407407","12.03703704","2.849002849","4.62962963","10.25641026","16.66666667","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00079","","","","26","13","3","3","5","13","13","19","42","3","2","5.6","4","5","4","1","5","9","5","3.54","1.43","0.93","51.23","30.583","56.8","3.02","3.8","16.44","5","10.6","61","0.157894737","0.047619048","0.081967213","4.692307692","2.346153846","1.461538462","0.730769231","0.384615385","0.192307692","0.430769231","0.215384615","31.14754098","47.16981132","50","4.273504274","8.547008547","7.122507123","14.24501425","7.977207977","15.95441595","15.0997151","30.1994302","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00080","","","","26","20","4","4","4","9","9","7","13","1.9","1.3","1.3","2","4","2","1","5","5","3","4.15","1.63","0.97","47.28","16.607","61.7","3.69","5.19","9.02","3.2","4.5","20","0.271428571","0.1","0.16","2.222222222","0.769230769","0.777777778","0.269230769","0.355555556","0.123076923","0.144444444","0.05","35","71.11111111","34.61538462","2.706552707","7.818930041","4.558404558","13.16872428","1.851851852","5.349794239","6.41025641","18.51851852","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00081","","","","26","22","4","4","7","18","18","27","44","6.1","2.1","5.5","3","3","1","1","7","5","1","3.2","1.41","0.87","40.58","13.883","65.62","2.73","3.91","6.28","8.2","13.7","71","0.225925926","0.047727273","0.115492958","3.944444444","2.730769231","1.5","1.038461538","0.455555556","0.315384615","0.305555556","0.211538462","38.02816901","59.8540146","69.23076923","8.689458689","12.55144033","11.68091168","16.87242798","7.834757835","11.31687243","19.51566952","28.18930041","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00082","","","","26","20","1","1","6","10","10","24","20","3.3","1","1.7","2","3","1","1","3","3","6","","","","","","","","","","4.3","6","44","0.1375","0.05","0.097727273","4.4","1.692307692","2.4","0.923076923","0.43","0.165384615","0.17","0.065384615","54.54545455","71.66666667","38.46153846","4.700854701","12.22222222","6.125356125","15.92592593","2.421652422","6.296296296","8.547008547","22.22222222","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00083","","","","26","19","5","5","6","17","17","33","57","3.1","3","12","3","6","1","2","5","5","7","2.94","1.39","0.91","61.42","","61.85","3.11","4.21","11.37","6.1","18.1","90","0.093939394","0.052631579","0.067777778","5.294117647","3.461538462","1.941176471","1.269230769","0.358823529","0.234615385","0.705882353","0.461538462","36.66666667","33.70165746","65.38461538","4.415954416","6.753812636","8.689458689","13.28976035","17.09401709","26.14379085","25.78347578","39.4335512","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00084","","","","26","17","4","4","5","17","17","16","60","2","2.9","3","2","6","1","2","7","5","2","","","","","","","","","","4.9","7.9","76","0.125","0.048333333","0.064473684","4.470588235","2.923076923","0.941176471","0.615384615","0.288235294","0.188461538","0.176470588","0.115384615","21.05263158","62.02531646","65.38461538","2.849002849","4.357298475","6.98005698","10.67538126","4.273504274","6.535947712","11.25356125","17.21132898","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00085","","","","26","23","4","4","5","19","19","110","38","20.3","2","4.5","2","3","1","2","8","6","1","2.72","1.72","0.92","58.53","34.954","52.37","7.28","9.89","10.78","22.3","26.8","148","0.184545455","0.052631579","0.150675676","7.789473684","5.692307692","5.789473684","4.230769231","1.173684211","0.857692308","0.236842105","0.173076923","74.32432432","83.20895522","73.07692308","28.91737892","39.5711501","31.76638177","43.46978558","6.41025641","8.771929825","38.17663818","52.2417154","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00086","","","","26","23","5","5","5","20","20","54","79","10.1","4","8","2","4","1","1","3","7","7","2.83","1.18","0.83","6.81","","68.83","2.03","2.94","7.65","14.1","22.1","133","0.187037037","0.050632911","0.106015038","6.65","5.115384615","2.7","2.076923077","0.705","0.542307692","0.4","0.307692308","40.60150376","63.80090498","76.92307692","14.38746439","18.7037037","20.08547009","26.11111111","11.3960114","14.81481481","31.48148148","40.92592593","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00087","","","","26","19","5","5","4","19","19","22","41","3","1.2","2","2","4","1","1","5","6","5","3.98","1.96","1.34","93.42","35.892","58.22","4.1","6.15","7.7","4.2","6.2","63","0.136363636","0.029268293","0.066666667","3.315789474","2.423076923","1.157894737","0.846153846","0.221052632","0.161538462","0.105263158","0.076923077","34.92063492","67.74193548","73.07692308","4.273504274","5.847953216","5.982905983","8.187134503","2.849002849","3.898635478","8.831908832","12.08576998","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00088","","","","26","22","3","3","6","18","17","30","32","3.1","1","1.5","2","4","3","1","9","5","1","3.02","1.56","1.04","54.24","28.367","55.15","5.31","7.73","11.61","4.1","5.6","62","0.103333333","0.03125","0.066129032","3.444444444","2.384615385","1.666666667","1.153846154","0.227777778","0.157692308","0.083333333","0.057692308","48.38709677","73.21428571","69.23076923","4.415954416","6.378600823","5.84045584","8.436213992","2.136752137","3.086419753","7.977207977","11.52263374","","1"
"","","MZP2012UMB-ST02","","","","","","","","","MZP2012UMB-ST02-00089","","","","26","20","6","6","3","11","11","22","20","2.9","1","1.3","2","3","4","1","9","5","2","3.57","1.82","1.17","77.43","50.566","38.2","6.97","10.4","23.46","3.9","5.2","42","0.131818182","0.05","0.092857143","3.818181818","1.615384615","2","0.846153846","0.354545455","0.15","0.118181818","0.05","52.38095238","75","42.30769231","4.131054131","9.764309764","5.555555556","13.13131313","1.851851852","4.377104377","7.407407407","17.50841751","","1"
