"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00053","","","","1","","","4","20","23","10","10","10","10","","","1","7","7","7","5","4","6.6","1.8","16.5","8.4","24.9","43","0.33","0.07826087","0.195348837","4.3","4.3","2","2","0.84","0.84","1.65","1.65","46.51162791","33.73493976","100","","","22","22","28","28","55","55","","","83","83"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00054","","","","1","","","1","5","10","10","10","10","9","","","1","3","4","4","5","6","0.9","0.6","6.4","1.5","7.9","15","0.18","0.06","0.1","1.5","1.5","0.5","0.5","0.15","0.15","0.64","0.64","33.33333333","18.98734177","100","","","3","3","5","5","21.33333333","21.33333333","","","26.33333333","26.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00055","","","","1","18.94","50.55","4","12","16","10","10","10","10","5","8","2","4","7","9","4","3","3.5","1.2","11.8","4.7","16.5","28","0.291666667","0.075","0.167857143","2.8","2.8","1.2","1.2","0.47","0.47","1.18","1.18","42.85714286","28.48484848","100","37.46785361","1.76098912","11.66666667","11.66666667","15.66666667","15.66666667","39.33333333","39.33333333","5.869963732","5.869963732","55","55"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00056","","","","1","","","3","7","15","9","9","10","7","","","2","4","5","9","3","3","1.1","0.8","8.1","1.9","10","22","0.157142857","0.053333333","0.086363636","2.444444444","2.2","0.777777778","0.7","0.211111111","0.19","0.9","0.81","31.81818182","19","90","","","3.666666667","4.074074074","6.333333333","7.037037037","27","30","","","33.33333333","37.03703704"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00057","","","","1","13.46","50.66","1","17","23","10","10","10","10","5","6","1","8","8","7","3","4","6.1","1.8","6","7.9","13.9","40","0.358823529","0.07826087","0.1975","4","4","1.7","1.7","0.79","0.79","0.6","0.6","42.5","56.83453237","100","26.56928543","2.098973549","20.33333333","20.33333333","26.33333333","26.33333333","20","20","6.996578497","6.996578497","46.33333333","46.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00058","","","","1","13.18","50.64","3","14","10","7","7","10","6","8","6","2","7","8","7","4","4","6.6","0.7","3.8","7.3","11.1","24","0.471428571","0.07","0.304166667","3.428571429","2.4","2","1.4","1.042857143","0.73","0.542857143","0.38","58.33333333","65.76576577","70","26.02685624","1.899960506","22","31.42857143","24.33333333","34.76190476","12.66666667","18.0952381","6.333201685","9.047430979","37","52.85714286"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00059","","","","1","18.54","50.15","3","18","24","10","10","10","10","3","9","1","5","6","8","2","4","3.4","1.2","5.2","4.6","9.8","42","0.188888889","0.05","0.10952381","4.2","4.2","1.8","1.8","0.46","0.46","0.52","0.52","42.85714286","46.93877551","100","36.96909272","1.700578265","11.33333333","11.33333333","15.33333333","15.33333333","17.33333333","17.33333333","5.668594217","5.668594217","32.66666667","32.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00060","","","","1","","","","0","0","10","10","10","0","","","","","","9","2","3","0","0","27","0","27","0","","","","0","0","0","0","0","0","2.7","2.7","","0","100","","","0","0","0","0","90","90","","","90","90"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00061","","","","1","15.44","50.11","1","5","27","10","10","10","10","6","5","1","5","5","4","6","7","1","1.4","2.7","2.4","5.1","32","0.2","0.051851852","0.075","3.2","3.2","0.5","0.5","0.24","0.24","0.27","0.27","15.625","47.05882353","100","30.81221313","0.739493115","3.333333333","3.333333333","8","8","9","9","2.46497705","2.46497705","17","17"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00062","","","","1","17.73","50.67","3","6","2","4","4","10","4","7","6","2","4","6","7","3","4","2.4","0.1","8.6","2.5","11.1","8","0.4","0.05","0.3125","2","0.8","1.5","0.6","0.625","0.25","2.15","0.86","75","22.52252252","40","34.99111901","0.874777975","8","20","8.333333333","20.83333333","28.66666667","71.66666667","2.915926584","7.289816459","37","92.5"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00063","","","","1","","","1","0","12","10","10","10","5","","","1","4","5","7","4","5","0","0.9","3.4","0.9","4.3","12","","0.075","0.075","1.2","1.2","0","0","0.09","0.09","0.34","0.34","0","20.93023256","100","","","0","0","3","3","11.33333333","11.33333333","","","14.33333333","14.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00064","","","","1","12.91","50.95","1","20","22","10","10","10","10","5","9","1","8","8","6","4","5","5.4","1.5","4","6.9","10.9","42","0.27","0.068181818","0.164285714","4.2","4.2","2","2","0.69","0.69","0.4","0.4","47.61904762","63.30275229","100","25.33856722","1.748361138","18","18","23","23","13.33333333","13.33333333","5.827870461","5.827870461","36.33333333","36.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00065","","","","1","","","1","0","20","9","9","10","8","","","1","3","3","8","3","4","0","1.4","9.9","1.4","11.3","20","","0.07","0.07","2.222222222","2","0","0","0.155555556","0.14","1.1","0.99","0","12.38938053","90","","","0","0","4.666666667","5.185185185","33","36.66666667","","","37.66666667","41.85185185"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00066","","","","1","17.15","50.54","3","9","16","10","10","10","10","8","5","1","5","5","7","5","6","1.7","0.9","4","2.6","6.6","25","0.188888889","0.05625","0.104","2.5","2.5","0.9","0.9","0.26","0.26","0.4","0.4","36","39.39393939","100","33.93351801","0.882271468","5.666666667","5.666666667","8.666666667","8.666666667","13.33333333","13.33333333","2.940904894","2.940904894","22","22"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00067","","","","1","17.76","50.22","1","6","34","9","9","10","9","7","6","1","5","5","7","4","6","1","1.7","9.1","2.7","11.8","40","0.166666667","0.05","0.0675","4.444444444","4","0.666666667","0.6","0.3","0.27","1.011111111","0.91","15","22.88135593","90","35.36439665","0.95483871","3.333333333","3.703703704","9","10","30.33333333","33.7037037","3.182795699","3.536439665","39.33333333","43.7037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00068","","","","1","","","1","4","26","10","10","10","9","","","1","3","4","8","4","3","0.5","1.3","9.6","1.8","11.4","30","0.125","0.05","0.06","3","3","0.4","0.4","0.18","0.18","0.96","0.96","13.33333333","15.78947368","100","","","1.666666667","1.666666667","6","6","32","32","","","38","38"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00069","","","","1","18.96","50.36","1","9","9","10","10","10","9","4","2","1","6","6","7","4","5","2","0.5","4.1","2.5","6.6","18","0.222222222","0.055555556","0.138888889","1.8","1.8","0.9","0.9","0.25","0.25","0.41","0.41","50","37.87878788","100","37.64892772","0.941223193","6.666666667","6.666666667","8.333333333","8.333333333","13.66666667","13.66666667","3.137410643","3.137410643","22","22"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00070","","","","1","20.57","50.73","1","5","17","8","8","10","8","6","9","1","5","5","9","3","3","1.3","1.4","7.5","2.7","10.2","22","0.26","0.082352941","0.122727273","2.75","2.2","0.625","0.5","0.3375","0.27","0.9375","0.75","22.72727273","26.47058824","80","40.54799921","1.094795979","4.333333333","5.416666667","9","11.25","25","31.25","3.649319929","4.561649911","34","42.5"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00071","","","","1","","","1","2","10","10","10","10","10","","","1","4","4","7","4","5","0.4","1.5","4.4","1.9","6.3","12","0.2","0.15","0.158333333","1.2","1.2","0.2","0.2","0.19","0.19","0.44","0.44","16.66666667","30.15873016","100","","","1.333333333","1.333333333","6.333333333","6.333333333","14.66666667","14.66666667","","","21","21"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00072","","","","1","19.43","50.97","1","8","10","9","9","10","8","5","6","1","5","5","9","2","3","1.5","0.5","12.4","2","14.4","18","0.1875","0.05","0.111111111","2","1.8","0.888888889","0.8","0.222222222","0.2","1.377777778","1.24","44.44444444","13.88888889","90","38.12046302","0.76240926","5","5.555555556","6.666666667","7.407407407","41.33333333","45.92592593","2.541364201","2.823738001","48","53.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00073","","","","1","","","1","0","6","8","8","10","1","","","3","2","3","2","7","9","0","0.3","0.6","0.3","0.9","6","","0.05","0.05","0.75","0.6","0","0","0.0375","0.03","0.075","0.06","0","33.33333333","80","","","0","0","1","1.25","2","2.5","","","3","3.75"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00074","","","","1","","","3","9","23","10","10","10","9","","","3","3","7","7","3","4","3.7","2.5","20.4","6.2","26.6","32","0.411111111","0.108695652","0.19375","3.2","3.2","0.9","0.9","0.62","0.62","2.04","2.04","28.125","23.30827068","100","","","12.33333333","12.33333333","20.66666667","20.66666667","68","68","","","88.66666667","88.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00075","","","","1","","","3","3","11","8","8","10","5","","","1","3","3","2","6","9","0.3","0.4","1.4","0.7","2.1","14","0.1","0.036363636","0.05","1.75","1.4","0.375","0.3","0.0875","0.07","0.175","0.14","21.42857143","33.33333333","80","","","1","1.25","2.333333333","2.916666667","4.666666667","5.833333333","","","7","8.75"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00076","","","","1","15.2","50.94","1","8","58","10","10","10","10","8","7","1","6","5","7","5","6","1.1","2.1","9","3.2","12.2","66","0.1375","0.036206897","0.048484848","6.6","6.6","0.8","0.8","0.32","0.32","0.9","0.9","12.12121212","26.2295082","100","29.83902631","0.954848842","3.666666667","3.666666667","10.66666667","10.66666667","30","30","3.182829473","3.182829473","40.66666667","40.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00077","","","","1","","","1","3","5","6","6","10","3","","","1","3","3","6","5","5","0.3","0.2","5.2","0.5","5.7","8","0.1","0.04","0.0625","1.333333333","0.8","0.5","0.3","0.083333333","0.05","0.866666667","0.52","37.5","8.771929825","60","","","1","1.666666667","1.666666667","2.777777778","17.33333333","28.88888889","","","19","31.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00078","","","","1","14.81","50.5","3","21","17","10","10","10","10","4","3","2","8","8","7","3","5","8.1","1.5","4.8","9.6","14.4","38","0.385714286","0.088235294","0.252631579","3.8","3.8","2.1","2.1","0.96","0.96","0.48","0.48","55.26315789","66.66666667","100","29.32673267","2.815366337","27","27","32","32","16","16","9.384554455","9.384554455","48","48"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00079","","","","1","20.07","50.52","1","8","35","10","10","10","10","5","2","1","","5","6","3","5","1.4","2","4.5","3.4","7.9","43","0.175","0.057142857","0.079069767","4.3","4.3","0.8","0.8","0.34","0.34","0.45","0.45","18.60465116","43.03797468","100","39.72684086","1.350712589","4.666666667","4.666666667","11.33333333","11.33333333","15","15","4.502375297","4.502375297","26.33333333","26.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00080","","","","1","","","1","2","13","10","10","10","10","","","2","2","4","3","5","7","0.4","0.6","1.9","1","2.9","15","0.2","0.046153846","0.066666667","1.5","1.5","0.2","0.2","0.1","0.1","0.19","0.19","13.33333333","34.48275862","100","","","1.333333333","1.333333333","3.333333333","3.333333333","6.333333333","6.333333333","","","9.666666667","9.666666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00081","","","","1","19.06","50.19","3","9","9","8","8","10","5","6","3","4","4","7","9","5","4","3.1","1.2","8.1","4.3","12.4","18","0.344444444","0.133333333","0.238888889","2.25","1.8","1.125","0.9","0.5375","0.43","1.0125","0.81","50","34.67741935","80","37.97569237","1.632954772","10.33333333","12.91666667","14.33333333","17.91666667","27","33.75","5.443182573","6.803978216","41.33333333","51.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00082","","","","1","14.27","50.21","2","16","19","10","10","10","10","1","3","1","7","8","6","3","5","5.3","1.3","5.2","6.6","11.8","35","0.33125","0.068421053","0.188571429","3.5","3.5","1.6","1.6","0.66","0.66","0.52","0.52","45.71428571","55.93220339","100","28.42063334","1.8757618","17.66666667","17.66666667","22","22","17.33333333","17.33333333","6.252539335","6.252539335","39.33333333","39.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00083","","","","1","16.12","50.19","1","4","6","9","9","10","4","4","9","1","5","6","3","6","8","1.6","0.4","15.1","2","17.1","10","0.4","0.066666667","0.2","1.111111111","1","0.444444444","0.4","0.222222222","0.2","1.677777778","1.51","40","11.69590643","90","32.11795178","0.642359036","5.333333333","5.925925926","6.666666667","7.407407407","50.33333333","55.92592593","2.141196786","2.379107539","57","63.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00084","","","","1","","","4","4","10","8","8","10","4","","","1","5","5","2","6","9","1.2","0.6","1.3","1.8","3.1","14","0.3","0.06","0.128571429","1.75","1.4","0.5","0.4","0.225","0.18","0.1625","0.13","28.57142857","58.06451613","80","","","4","5","6","7.5","4.333333333","5.416666667","","","10.33333333","12.91666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00085","","","","1","","","1","0","6","2","2","10","2","","","1","2","3","6","4","5","0","0.4","1.4","0.4","1.8","6","","0.066666667","0.066666667","3","0.6","0","0","0.2","0.04","0.7","0.14","0","22.22222222","20","","","0","0","1.333333333","6.666666667","4.666666667","23.33333333","","","6","30"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00086","","","","1","","","1","0","13","10","10","10","4","","","1","2","2","6","5","6","0","0.7","3.3","0.7","4","13","","0.053846154","0.053846154","1.3","1.3","0","0","0.07","0.07","0.33","0.33","0","17.5","100","","","0","0","2.333333333","2.333333333","11","11","","","13.33333333","13.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00087","","","","1","","","4","0","11","7","7","10","5","","","1","2","2","6","6","5","0","0.6","6.2","0.6","6.8","11","","0.054545455","0.054545455","1.571428571","1.1","0","0","0.085714286","0.06","0.885714286","0.62","0","8.823529412","70","","","0","0","2","2.857142857","20.66666667","29.52380952","","","22.66666667","32.38095238"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00088","","","","1","15.38","50.14","4","14","10","10","10","10","9","3","9","1","4","6","5","3","8","4.1","0.9","9","5","14","24","0.292857143","0.09","0.208333333","2.4","2.4","1.4","1.4","0.5","0.5","0.9","0.9","58.33333333","35.71428571","100","30.67411249","1.533705624","13.66666667","13.66666667","16.66666667","16.66666667","30","30","5.112352081","5.112352081","46.66666667","46.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00089","","","","1","15.38","50.13","2","6","20","10","10","10","10","4","6","2","6","6","3","7","8","1.4","1.6","8.3","3","11.3","26","0.233333333","0.08","0.115384615","2.6","2.6","0.6","0.6","0.3","0.3","0.83","0.83","23.07692308","26.54867257","100","30.6802314","0.920406942","4.666666667","4.666666667","10","10","27.66666667","27.66666667","3.06802314","3.06802314","37.66666667","37.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00090","","","","1","14.01","50.05","1","3","7","9","9","10","3","8","6","1","7","7","2","6","9","1.7","0.3","8.4","2","10.4","10","0.566666667","0.042857143","0.2","1.111111111","1","0.333333333","0.3","0.222222222","0.2","0.933333333","0.84","30","19.23076923","90","27.99200799","0.55984016","5.666666667","6.296296296","6.666666667","7.407407407","28","31.11111111","1.866133866","2.073482073","34.66666667","38.51851852"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00091","","","","1","","","1","2","10","10","10","10","5","","","1","3","4","9","5","3","0.8","1","10.1","1.8","11.9","12","0.4","0.1","0.15","1.2","1.2","0.2","0.2","0.18","0.18","1.01","1.01","16.66666667","15.12605042","100","","","2.666666667","2.666666667","6","6","33.66666667","33.66666667","","","39.66666667","39.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00092","","","","2","17.7","50.88","5","6","21","10","10","10","10","4","6","1","5","5","2","6","9","1.3","1.6","7.4","2.9","10.3","27","0.216666667","0.076190476","0.107407407","2.7","2.7","0.6","0.6","0.29","0.29","0.74","0.74","22.22222222","28.15533981","100","34.78773585","1.00884434","4.333333333","4.333333333","9.666666667","9.666666667","24.66666667","24.66666667","3.362814465","3.362814465","34.33333333","34.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00093","","","","1","","","1","0","15","5","5","10","5","","","1","2","2","8","3","4","0","0.5","18.1","0.5","18.6","15","","0.033333333","0.033333333","3","1.5","0","0","0.1","0.05","3.62","1.81","0","2.688172043","50","","","0","0","1.666666667","3.333333333","60.33333333","120.6666667","","","62","124"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00094","","","","1","17","50.25","2","6","19","8","8","10","8","5","3","1","5","6","9","4","3","1.1","1.3","4.7","2.4","7.1","25","0.183333333","0.068421053","0.096","3.125","2.5","0.75","0.6","0.3","0.24","0.5875","0.47","24","33.8028169","80","33.83084577","0.811940299","3.666666667","4.583333333","8","10","15.66666667","19.58333333","2.706467662","3.383084577","23.66666667","29.58333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00095","","","","1","13.23","50.41","1","10","30","10","10","10","10","7","3","1","5","6","8","3","3","2.2","2","8.8","4.2","13","40","0.22","0.066666667","0.105","4","4","1","1","0.42","0.42","0.88","0.88","25","32.30769231","100","26.2447927","1.102281293","7.333333333","7.333333333","14","14","29.33333333","29.33333333","3.674270978","3.674270978","43.33333333","43.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00096","","","","1","","","1","2","11","8","8","10","5","","","2","3","4","9","4","3","0.4","0.6","10.7","1","11.7","13","0.2","0.054545455","0.076923077","1.625","1.3","0.25","0.2","0.125","0.1","1.3375","1.07","15.38461538","8.547008547","80","","","1.333333333","1.666666667","3.333333333","4.166666667","35.66666667","44.58333333","","","39","48.75"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00097","","","","1","16.12","50.32","1","17","18","10","10","10","10","4","3","1","5","8","8","4","3","0.9","2.4","9.2","3.3","12.5","35","0.052941176","0.133333333","0.094285714","3.5","3.5","1.7","1.7","0.33","0.33","0.92","0.92","48.57142857","26.4","100","32.03497615","1.057154213","3","3","11","11","30.66666667","30.66666667","3.523847377","3.523847377","41.66666667","41.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00098","","","","1","","","4","7","10","7","7","10","7","","","3","4","8","2","6","9","4.5","0.9","5.5","5.4","10.9","17","0.642857143","0.09","0.317647059","2.428571429","1.7","1","0.7","0.771428571","0.54","0.785714286","0.55","41.17647059","49.5412844","70","","","15","21.42857143","18","25.71428571","18.33333333","26.19047619","","","36.33333333","51.9047619"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00099","","","","1","19.48","50.1","3","13","5","9","9","10","9","1","9","1","6","7","9","4","2","3.5","0.5","18.2","4","22.2","18","0.269230769","0.1","0.222222222","2","1.8","1.444444444","1.3","0.444444444","0.4","2.022222222","1.82","72.22222222","18.01801802","90","38.88223553","1.555289421","11.66666667","12.96296296","13.33333333","14.81481481","60.66666667","67.40740741","5.184298071","5.760331189","74","82.22222222"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00100","","","","1","14.67","50.56","2","8","28","9","9","10","9","5","9","1","7","7","6","6","5","1.8","1.5","4.2","3.3","7.5","36","0.225","0.053571429","0.091666667","4","3.6","0.888888889","0.8","0.366666667","0.33","0.466666667","0.42","22.22222222","44","90","29.01503165","0.957496044","6","6.666666667","11","12.22222222","14","15.55555556","3.191653481","3.546281646","25","27.77777778"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00101","","","","1","15.69","50.74","1","1","21","8","8","10","5","7","8","1","4","5","9","3","2","0.3","0.8","30.2","1.1","31.3","22","0.3","0.038095238","0.05","2.75","2.2","0.125","0.1","0.1375","0.11","3.775","3.02","4.545454545","3.514376997","80","30.92234923","0.340145842","1","1.25","3.666666667","4.583333333","100.6666667","125.8333333","1.133819472","1.41727434","104.3333333","130.4166667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00102","","","","1","","","1","5","10","10","10","10","10","","","1","3","6","9","4","2","1.7","0.8","13.4","2.5","15.9","15","0.34","0.08","0.166666667","1.5","1.5","0.5","0.5","0.25","0.25","1.34","1.34","33.33333333","15.72327044","100","","","5.666666667","5.666666667","8.333333333","8.333333333","44.66666667","44.66666667","","","53","53"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00103","","","","1","13.58","50.07","4","18","20","9","9","10","8","7","4","1","4","7","9","4","3","5.2","2.3","15.8","7.5","23.3","38","0.288888889","0.115","0.197368421","4.222222222","3.8","2","1.8","0.833333333","0.75","1.755555556","1.58","47.36842105","32.1888412","90","27.12202916","2.034152187","17.33333333","19.25925926","25","27.77777778","52.66666667","58.51851852","6.78050729","7.533896989","77.66666667","86.2962963"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00104","","","","1","14.28","50.78","2","43","48","7","7","10","7","5","4","1","6","7","8","2","4","6.4","4.4","14.1","10.8","24.9","91","0.148837209","0.091666667","0.118681319","13","9.1","6.142857143","4.3","1.542857143","1.08","2.014285714","1.41","47.25274725","43.37349398","70","28.1213076","3.037101221","21.33333333","30.47619048","36","51.42857143","47","67.14285714","10.12367074","14.46238677","83","118.5714286"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00105","","","","1","18.31","50.83","1","8","18","10","10","10","10","5","3","1","4","5","9","5","3","1.4","1.2","7.8","2.6","10.4","26","0.175","0.066666667","0.1","2.6","2.6","0.8","0.8","0.26","0.26","0.78","0.78","30.76923077","25","100","36.02203423","0.93657289","4.666666667","4.666666667","8.666666667","8.666666667","26","26","3.121909633","3.121909633","34.66666667","34.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00106","","","","1","","","1","0","19","10","10","10","9","","","1","5","2","6","5","5","0","0.8","6.2","0.8","7","19","","0.042105263","0.042105263","1.9","1.9","0","0","0.08","0.08","0.62","0.62","0","11.42857143","100","","","0","0","2.666666667","2.666666667","20.66666667","20.66666667","","","23.33333333","23.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00107","","","","","","","","0","0","0","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00108","","","","1","","","1","4","19","10","10","10","9","","","1","3","5","9","4","3","1.7","1.7","17.1","3.4","20.5","23","0.425","0.089473684","0.147826087","2.3","2.3","0.4","0.4","0.34","0.34","1.71","1.71","17.39130435","16.58536585","100","","","5.666666667","5.666666667","11.33333333","11.33333333","57","57","","","68.33333333","68.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00109","","","","1","14.84","50.62","1","25","18","10","10","10","10","6","6","1","5","7","5","4","5","5.6","1","3.1","6.6","9.7","43","0.224","0.055555556","0.153488372","4.3","4.3","2.5","2.5","0.66","0.66","0.31","0.31","58.13953488","68.04123711","100","29.3164757","1.934887396","18.66666667","18.66666667","22","22","10.33333333","10.33333333","6.449624654","6.449624654","32.33333333","32.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00110","","","","1","18.66","50.14","4","9","10","10","10","10","9","5","3","1","7","7","9","3","3","2.8","0.9","9.7","3.7","13.4","19","0.311111111","0.09","0.194736842","1.9","1.9","0.9","0.9","0.37","0.37","0.97","0.97","47.36842105","27.6119403","100","37.21579577","1.376984444","9.333333333","9.333333333","12.33333333","12.33333333","32.33333333","32.33333333","4.589948145","4.589948145","44.66666667","44.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00111","","","","1","19.07","50.86","2","12","12","10","10","10","8","8","2","1","7","7","7","3","5","3.8","0.6","7","4.4","11.4","24","0.316666667","0.05","0.183333333","2.4","2.4","1.2","1.2","0.44","0.44","0.7","0.7","50","38.59649123","100","37.49508455","1.64978372","12.66666667","12.66666667","14.66666667","14.66666667","23.33333333","23.33333333","5.499279067","5.499279067","38","38"
