"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00179","","","","50.18","19.05","10","10","10","8","5","11","2","1","6","3","1","3","3","4","2","6","0.7","0.6","1.2","1.3","2.5","16","0.14","0.054545455","0.08125","1.6","1.6","0.5","0.5","0.13","0.13","0.12","0.12","31.25","52","100","37.963332","0.493523316","2.333333333","2.333333333","4.333333333","4.333333333","4","4","1.64507772","1.64507772","8.333333333","8.333333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00180","","","","","","10","6","6","5","0","4","2","3","","","2","4","6","5","4","6","0","5","1","5","6","4","","1.25","1.25","0.666666667","0.4","0","0","0.833333333","0.5","0.166666667","0.1","0","83.33333333","60","","","0","0","16.66666667","27.77777778","3.333333333","5.555555556","","","20","33.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00181","","","","","","10","8","8","8","0","20","2","1","","","1","3","3","6","4","5","0","1.2","2.2","1.2","3.4","20","","0.06","0.06","2.5","2","0","0","0.15","0.12","0.275","0.22","0","35.29411765","80","","","0","0","4","5","7.333333333","9.166666667","","","11.33333333","14.16666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00182","","","","","","10","5","5","1","0","8","2","1","","","1","3","2","5","6","6","0","0.3","1","0.3","1.3","8","","0.0375","0.0375","1.6","0.8","0","0","0.06","0.03","0.2","0.1","0","23.07692308","50","","","0","0","1","2","3.333333333","6.666666667","","","4.333333333","8.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00183","","","","","","10","9","9","0","0","0","","","","","","","","7","2","4","0","0","7.6","0","7.6","0","","","","0","0","0","0","0","0","0.844444444","0.76","","0","90","","","0","0","0","0","25.33333333","28.14814815","","","25.33333333","28.14814815"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00184","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00185","","","","","","10","10","10","4","8","6","1","1","","","1","2","2","5","4","6","","0.4","3.4","","","14","","0.066666667","","1.4","1.4","0.8","0.8","","","0.34","0.34","57.14285714","","100","","","","","","","11.33333333","11.33333333","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00186","","","","","","10","3","3","2","0","5","1","1","","","1","2","2","1","5","9","0","0.4","0.2","0.4","0.6","5","","0.08","0.08","1.666666667","0.5","0","0","0.133333333","0.04","0.066666667","0.02","0","66.66666667","30","","","0","0","1.333333333","4.444444444","0.666666667","2.222222222","","","2","6.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00187","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00188","","","","","","10","6","6","1","0","2","2","1","","","1","3","3","4","4","5","0","0.2","0.6","0.2","0.8","2","","0.1","0.1","0.333333333","0.2","0","0","0.033333333","0.02","0.1","0.06","0","25","60","","","0","0","0.666666667","1.111111111","2","3.333333333","","","2.666666667","4.444444444"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00189","","","","","","10","6","6","6","0","12","2","1","","","1","4","5","4","3","7","0","1.5","0.8","1.5","2.3","12","","0.125","0.125","2","1.2","0","0","0.25","0.15","0.133333333","0.08","0","65.2173913","60","","","0","0","5","8.333333333","2.666666667","4.444444444","","","7.666666667","12.77777778"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00190","","","","","","10","3","3","0","0","0","","","","","","","","2","5","8","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.2","0.06","","0","30","","","0","0","0","0","2","6.666666667","","","2","6.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00191","","","","","","10","7","7","3","0","5","1","1","","","1","2","3","5","4","5","0","0.4","1.8","0.4","2.2","5","","0.08","0.08","0.714285714","0.5","0","0","0.057142857","0.04","0.257142857","0.18","0","18.18181818","70","","","0","0","1.333333333","1.904761905","6","8.571428571","","","7.333333333","10.47619048"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00192","","","","","","10","2","2","2","0","5","1","1","","","1","3","2","3","5","8","0","0.5","0.6","0.5","1.1","5","","0.1","0.1","2.5","0.5","0","0","0.25","0.05","0.3","0.06","0","45.45454545","20","","","0","0","1.666666667","8.333333333","2","10","","","3.666666667","18.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00193","","","","50.35","11.51","10","10","10","10","15","19","2","3","8","6","3","4","4","5","4","5","2.1","1","1","3.1","4.1","34","0.14","0.052631579","0.091176471","3.4","3.4","1.5","1.5","0.31","0.31","0.1","0.1","44.11764706","75.6097561","100","22.85998014","0.708659384","7","7","10.33333333","10.33333333","3.333333333","3.333333333","2.362197948","2.362197948","13.66666667","13.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00194","","","","","","10","10","10","3","0","5","2","1","","","1","2","3","7","2","4","0","0.3","1","0.3","1.3","5","","0.06","0.06","0.5","0.5","0","0","0.03","0.03","0.1","0.1","0","23.07692308","100","","","0","0","1","1","3.333333333","3.333333333","","","4.333333333","4.333333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00195","","","","","","10","3","3","3","18","11","2","1","","","1","5","6","5","4","5","3.5","0.4","1.8","3.9","5.7","29","0.194444444","0.036363636","0.134482759","9.666666667","2.9","6","1.8","1.3","0.39","0.6","0.18","62.06896552","68.42105263","30","","","11.66666667","38.88888889","13","43.33333333","6","20","","","19","63.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00196","","","","50.49","15.92","10","9","9","6","3","12","1","1","8","5","1","5","5","5","4","6","0.5","0.6","3","1.1","4.1","15","0.166666667","0.05","0.073333333","1.666666667","1.5","0.333333333","0.3","0.122222222","0.11","0.333333333","0.3","20","26.82926829","90","31.53099624","0.346840959","1.666666667","1.851851852","3.666666667","4.074074074","10","11.11111111","1.156136529","1.284596143","13.66666667","15.18518519"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00197","","","","","","10","7","7","5","10","8","1","1","","","3","5","5","7","4","4","2.1","1.4","4","3.5","7.5","18","0.21","0.175","0.194444444","2.571428571","1.8","1.428571429","1","0.5","0.35","0.571428571","0.4","55.55555556","46.66666667","70","","","7","10","11.66666667","16.66666667","13.33333333","19.04761905","","","25","35.71428571"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00198","","","","","","10","7","7","5","4","7","2","1","","","3","3","3","8","2","4","1.5","0.3","7.6","1.8","9.4","11","0.375","0.042857143","0.163636364","1.571428571","1.1","0.571428571","0.4","0.257142857","0.18","1.085714286","0.76","36.36363636","19.14893617","70","","","5","7.142857143","6","8.571428571","25.33333333","36.19047619","","","31.33333333","44.76190476"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00199","","","","50.18","18.75","10","9","9","3","0","7","1","1","5","5","1","2","2","4","4","7","0","0.4","2.4","0.4","2.8","7","","0.057142857","0.057142857","0.777777778","0.7","0","0","0.044444444","0.04","0.266666667","0.24","0","14.28571429","90","37.36548426","0.149461937","0","0","1.333333333","1.481481481","8","8.888888889","0.498206457","0.55356273","9.333333333","10.37037037"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00200","","","","","","10","10","10","10","12","14","2","1","","","2","5","5","5","4","6","2.3","0.7","2.4","3","5.4","26","0.191666667","0.05","0.115384615","2.6","2.6","1.2","1.2","0.3","0.3","0.24","0.24","46.15384615","55.55555556","100","","","7.666666667","7.666666667","10","10","8","8","","","18","18"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00201","","","","50.48","14.67","10","8","8","6","11","0","2","2","4","2","3","5","6","4","4","6","3.3","0","0.8","3.3","4.1","11","0.3","","0.3","1.375","1.1","1.375","1.1","0.4125","0.33","0.1","0.08","100","80.48780488","80","29.06101426","0.959013471","11","13.75","11","13.75","2.666666667","3.333333333","3.196711569","3.995889461","13.66666667","17.08333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00202","","","","","","10","7","7","2","0","3","2","1","","","1","2","2","4","5","6","0","0.3","4","0.3","4.3","3","","0.1","0.1","0.428571429","0.3","0","0","0.042857143","0.03","0.571428571","0.4","0","6.976744186","70","","","0","0","1","1.428571429","13.33333333","19.04761905","","","14.33333333","20.47619048"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00203","","","","50.18","18.41","10","10","10","8","7","9","2","1","5","2","1","5","7","6","3","4","3.2","0.5","5.8","3.7","9.5","16","0.457142857","0.055555556","0.23125","1.6","1.6","0.7","0.7","0.37","0.37","0.58","0.58","43.75","38.94736842","100","36.68792348","1.357453169","10.66666667","10.66666667","12.33333333","12.33333333","19.33333333","19.33333333","4.524843895","4.524843895","31.66666667","31.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00204","","","","","","10","10","10","9","6","11","1","1","","","3","4","4","6","4","5","1","0.7","4.6","1.7","6.3","17","0.166666667","0.063636364","0.1","1.7","1.7","0.6","0.6","0.17","0.17","0.46","0.46","35.29411765","26.98412698","100","","","3.333333333","3.333333333","5.666666667","5.666666667","15.33333333","15.33333333","","","21","21"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00205","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00206","","","","","","10","1","1","0","0","0","","","","","","","","2","7","8","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.02","","0","10","","","0","0","0","0","0.666666667","6.666666667","","","0.666666667","6.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00207","","","","","","10","6","6","4","0","10","1","1","","","1","3","3","3","5","6","0","0.8","1.8","0.8","2.6","10","","0.08","0.08","1.666666667","1","0","0","0.133333333","0.08","0.3","0.18","0","30.76923077","60","","","0","0","2.666666667","4.444444444","6","10","","","8.666666667","14.44444444"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00208","","","","50.79","16.61","10","9","9","9","14","27","1","1","8","5","1","5","8","4","5","7","4.8","1.5","5","6.3","11.3","41","0.342857143","0.055555556","0.153658537","4.555555556","4.1","1.555555556","1.4","0.7","0.63","0.555555556","0.5","34.14634146","55.75221239","90","32.70328805","2.060307147","16","17.77777778","21","23.33333333","16.66666667","18.51851852","6.86769049","7.630767211","37.66666667","41.85185185"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00209","","","","","","10","7","7","7","4","9","2","1","","","1","4","5","3","6","7","0.7","0.5","0.6","1.2","1.8","13","0.175","0.055555556","0.092307692","1.857142857","1.3","0.571428571","0.4","0.171428571","0.12","0.085714286","0.06","30.76923077","66.66666667","70","","","2.333333333","3.333333333","4","5.714285714","2","2.857142857","","","6","8.571428571"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00210","","","","50.63","18.92","10","10","10","10","8","15","2","1","3","2","2","4","3","6","4","5","1","0.7","8.4","1.7","10.1","23","0.125","0.046666667","0.073913043","2.3","2.3","0.8","0.8","0.17","0.17","0.84","0.84","34.7826087","16.83168317","100","37.36914873","0.635275528","3.333333333","3.333333333","5.666666667","5.666666667","28","28","2.117585094","2.117585094","33.66666667","33.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00211","","","","","","10","2","2","0","0","0","","","","","","","","2","8","8","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.4","0.08","","0","20","","","0","0","0","0","2.666666667","13.33333333","","","2.666666667","13.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00212","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00213","","","","","","10","10","10","9","14","19","1","2","","","2","4","7","8","3","4","5.8","1.2","11.2","7","18.2","33","0.414285714","0.063157895","0.212121212","3.3","3.3","1.4","1.4","0.7","0.7","1.12","1.12","42.42424242","38.46153846","100","","","19.33333333","19.33333333","23.33333333","23.33333333","37.33333333","37.33333333","","","60.66666667","60.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00214","","","","","","10","6","6","4","3","4","1","1","","","1","3","4","5","5","6","0.4","0.3","3","0.7","3.7","7","0.133333333","0.075","0.1","1.166666667","0.7","0.5","0.3","0.116666667","0.07","0.5","0.3","42.85714286","18.91891892","60","","","1.333333333","2.222222222","2.333333333","3.888888889","10","16.66666667","","","12.33333333","20.55555556"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00215","","","","","","10","1","1","1","3","5","1","1","","","1","3","3","3","7","7","0.4","0.2","1.8","0.6","2.4","8","0.133333333","0.04","0.075","8","0.8","3","0.3","0.6","0.06","1.8","0.18","37.5","25","10","","","1.333333333","13.33333333","2","20","6","60","","","8","80"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00216","","","","","","10","6","6","5","7","5","2","1","","","3","5","4","4","5","7","1.4","1.2","1","2.6","3.6","12","0.2","0.24","0.216666667","2","1.2","1.166666667","0.7","0.433333333","0.26","0.166666667","0.1","58.33333333","72.22222222","60","","","4.666666667","7.777777778","8.666666667","14.44444444","3.333333333","5.555555556","","","12","20"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00217","","","","","","10","2","2","2","4","0","1","1","","","1","5","4","3","7","8","0.9","0","1","0.9","1.9","4","0.225","","0.225","2","0.4","2","0.4","0.45","0.09","0.5","0.1","100","47.36842105","20","","","3","15","3","15","3.333333333","16.66666667","","","6.333333333","31.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00218","","","","","","10","7","7","7","10","10","2","2","","","1","4","6","3","4","8","2.4","0.6","1.4","3","4.4","20","0.24","0.06","0.15","2.857142857","2","1.428571429","1","0.428571429","0.3","0.2","0.14","50","68.18181818","70","","","8","11.42857143","10","14.28571429","4.666666667","6.666666667","","","14.66666667","20.95238095"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00219","","","","","","10","7","7","5","1","19","1","1","","","2","2","3","5","5","6","0.8","0.9","1.8","1.7","3.5","20","0.8","0.047368421","0.085","2.857142857","2","0.142857143","0.1","0.242857143","0.17","0.257142857","0.18","5","48.57142857","70","","","2.666666667","3.80952381","5.666666667","8.095238095","6","8.571428571","","","11.66666667","16.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00220","","","","","","10","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00221","","","","50.19","18.29","10","4","4","4","5","0","2","2","4","3","2","3","4","3","5","7","0.8","0","2","0.8","2.8","5","0.16","","0.16","1.25","0.5","1.25","0.5","0.2","0.08","0.5","0.2","100","28.57142857","40","36.44152222","0.291532178","2.666666667","6.666666667","2.666666667","6.666666667","6.666666667","16.66666667","0.971773926","2.429434814","9.333333333","23.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00222","","","","50.53","18.7","10","8","8","7","11","5","1","1","3","9","1","5","7","7","3","4","3.7","0.3","3.6","4","7.6","16","0.336363636","0.06","0.25","2","1.6","1.375","1.1","0.5","0.4","0.45","0.36","68.75","52.63157895","80","37.00771819","1.480308727","12.33333333","15.41666667","13.33333333","16.66666667","12","15","4.934362425","6.167953031","25.33333333","31.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00223","","","","","","10","8","8","7","5","24","1","1","","","2","3","3","5","3","5","1.1","1.5","6.2","2.6","8.8","29","0.22","0.0625","0.089655172","3.625","2.9","0.625","0.5","0.325","0.26","0.775","0.62","17.24137931","29.54545455","80","","","3.666666667","4.583333333","8.666666667","10.83333333","20.66666667","25.83333333","","","29.33333333","36.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00224","","","","50.84","18.81","10","9","9","9","14","11","3","2","6","8","3","3","7","5","5","5","4.3","0.6","3.6","4.9","8.5","25","0.307142857","0.054545455","0.196","2.777777778","2.5","1.555555556","1.4","0.544444444","0.49","0.4","0.36","56","57.64705882","90","36.99842644","1.812922895","14.33333333","15.92592593","16.33333333","18.14814815","12","13.33333333","6.043076318","6.714529242","28.33333333","31.48148148"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00225","","","","","","10","8","8","5","5","6","3","2","","","3","4","7","3","5","8","1.5","0.7","3.4","2.2","5.6","11","0.3","0.116666667","0.2","1.375","1.1","0.625","0.5","0.275","0.22","0.425","0.34","45.45454545","39.28571429","80","","","5","6.25","7.333333333","9.166666667","11.33333333","14.16666667","","","18.66666667","23.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00226","","","","50.59","17.06","10","8","8","7","8","4","3","1","7","3","2","5","5","5","5","6","1.6","0.6","2.2","2.2","4.4","12","0.2","0.15","0.183333333","1.5","1.2","1","0.8","0.275","0.22","0.275","0.22","66.66666667","50","80","33.72207946","0.741885748","5.333333333","6.666666667","7.333333333","9.166666667","7.333333333","9.166666667","2.472952494","3.091190617","14.66666667","18.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00227","","","","","","10","4","4","0","0","0","","","","","","","","","5","","0","0","1.6","0","1.6","0","","","","0","0","0","0","0","0","0.4","0.16","","0","40","","","0","0","0","0","5.333333333","13.33333333","","","5.333333333","13.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00228","","","","50.85","20.77","10","4","4","1","0","5","1","1","8","3","1","2","2","5","4","6","0","0.2","1.4","0.2","1.6","5","","0.04","0.04","1.25","0.5","0","0","0.05","0.02","0.35","0.14","0","12.5","40","40.84562439","0.081691249","0","0","0.666666667","1.666666667","4.666666667","11.66666667","0.272304163","0.680760406","5.333333333","13.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00229","","","","","","10","3","3","2","0","2","2","","","","","","","3","4","7","0","0.1","0.4","0.1","0.5","2","","0.05","0.05","0.666666667","0.2","0","0","0.033333333","0.01","0.133333333","0.04","0","20","30","","","0","0","0.333333333","1.111111111","1.333333333","4.444444444","","","1.666666667","5.555555556"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00230","","","","","","10","1","1","0","0","0","","","","","","","","3","8","7","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.04","","0","10","","","0","0","0","0","1.333333333","13.33333333","","","1.333333333","13.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00231","","","","50.92","13.57","10","8","8","7","13","0","2","2","3","2","2","3","4","6","4","5","2.7","0","4.2","2.7","6.9","13","0.207692308","","0.207692308","1.625","1.3","1.625","1.3","0.3375","0.27","0.525","0.42","100","39.13043478","80","26.6496465","0.719540456","9","11.25","9","11.25","14","17.5","2.398468185","2.998085232","23","28.75"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00232","","","","50.96","18.46","10","7","7","7","8","7","2","2","6","8","3","4","6","7","3","5","3.1","0.6","5.2","3.7","8.9","15","0.3875","0.085714286","0.246666667","2.142857143","1.5","1.142857143","0.8","0.528571429","0.37","0.742857143","0.52","53.33333333","41.57303371","70","36.2244898","1.340306122","10.33333333","14.76190476","12.33333333","17.61904762","17.33333333","24.76190476","4.467687075","6.382410107","29.66666667","42.38095238"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00233","","","","50.81","20.57","10","3","3","2","1","0","1","1","5","3","1","3","4","","4","","0.2","0","1.4","0.2","1.6","1","0.2","","0.2","0.333333333","0.1","0.333333333","0.1","0.066666667","0.02","0.466666667","0.14","100","12.5","30","40.48415666","0.080968313","0.666666667","2.222222222","0.666666667","2.222222222","4.666666667","15.55555556","0.269894378","0.899647926","5.333333333","17.77777778"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00234","","","","","","10","5","5","5","6","8","3","3","","","3","4","6","5","3","6","1.8","0.6","1.6","2.4","4","14","0.3","0.075","0.171428571","2.8","1.4","1.2","0.6","0.48","0.24","0.32","0.16","42.85714286","60","50","","","6","12","8","16","5.333333333","10.66666667","","","13.33333333","26.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00235","","","","50.78","18.1","10","1","1","1","2","0","2","1","6","8","1","2","3","7","3","4","0.4","0","0.2","0.4","0.6","2","0.2","","0.2","2","0.2","2","0.2","0.4","0.04","0.2","0.02","100","66.66666667","10","35.64395431","0.142575817","1.333333333","13.33333333","1.333333333","13.33333333","0.666666667","6.666666667","0.475252724","4.752527242","2","20"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00236","","","","","","10","9","9","9","14","14","3","3","","","3","4","6","1","6","9","3.4","0.9","1","4.3","5.3","28","0.242857143","0.064285714","0.153571429","3.111111111","2.8","1.555555556","1.4","0.477777778","0.43","0.111111111","0.1","50","81.13207547","90","","","11.33333333","12.59259259","14.33333333","15.92592593","3.333333333","3.703703704","","","17.66666667","19.62962963"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00237","","","","50.35","21.25","10","9","9","3","1","8","1","1","5","2","2","3","4","6","4","5","0.3","0.6","7.2","0.9","8.1","9","0.3","0.075","0.1","1","0.9","0.111111111","0.1","0.1","0.09","0.8","0.72","11.11111111","11.11111111","90","42.20456802","0.379841112","1","1.111111111","3","3.333333333","24","26.66666667","1.266137041","1.406818934","27","30"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00238","","","","50.26","20.04","10","10","10","10","15","22","3","2","6","5","3","5","6","5","5","5","3.2","1.2","2.8","4.4","7.2","37","0.213333333","0.054545455","0.118918919","3.7","3.7","1.5","1.5","0.44","0.44","0.28","0.28","40.54054054","61.11111111","100","39.87266216","1.754397135","10.66666667","10.66666667","14.66666667","14.66666667","9.333333333","9.333333333","5.84799045","5.84799045","24","24"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00239","","","","50.38","17.36","10","7","7","5","9","9","2","2","5","3","3","4","5","4","6","7","1.9","0.5","1.8","2.4","4.2","18","0.211111111","0.055555556","0.133333333","2.571428571","1.8","1.285714286","0.9","0.342857143","0.24","0.257142857","0.18","50","57.14285714","70","34.4581183","0.826994839","6.333333333","9.047619048","8","11.42857143","6","8.571428571","2.756649464","3.938070663","14","20"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00240","","","","","","10","8","8","8","17","8","2","1","","","2","5","5","4","5","7","2.4","0.4","1.4","2.8","4.2","25","0.141176471","0.05","0.112","3.125","2.5","2.125","1.7","0.35","0.28","0.175","0.14","68","66.66666667","80","","","8","10","9.333333333","11.66666667","4.666666667","5.833333333","","","14","17.5"
