"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00232","","","","5","4","","","10","2","5","5","4","2","0.1","2.1","2.1","4.2","12","0.2","0.05","0.175","","","","","83.33333333","50","","","","","2.4","2","0.42","0.42","","13.33333333","14","14","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00233","","","","5","5","","","9","5","6","3","3","1.1","0.2","2.5","1.3","3.8","14","0.122222222","0.04","0.092857143","","","","","64.28571429","34.21052632","","","","","2.8","1.8","0.26","0.5","","7.333333333","8.666666667","16.66666667","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00234","","","","5","5","","","6","3","5","4","6","0.5","0.1","1.3","0.6","1.9","9","0.083333333","0.033333333","0.066666667","","","","","66.66666667","31.57894737","","","","","1.8","1.2","0.12","0.26","","3.333333333","4","8.666666667","12.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00301","","","","5","4","4","4","2","3","5","5","4","0.2","0.1","1.1","0.3","1.4","5","0.1","0.033333333","0.06","1.25","0.5","0.075","0.275","40","21.42857143","1.666666667","2.5","9.166666667","11.66666667","1","0.4","0.06","0.22","80","1.333333333","2","7.333333333","9.333333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00302","","","","5","4","4","5","16","5","7","3","5","2.5","0.1","1","2.6","3.6","21","0.15625","0.02","0.123809524","5.25","4","0.65","0.25","76.19047619","72.22222222","20.83333333","21.66666667","8.333333333","30","4.2","3.2","0.52","0.2","80","16.66666667","17.33333333","6.666666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00303","","","","5","5","5","5","8","5","5","3","6","2","0.1","1.5","2.1","3.6","13","0.25","0.02","0.161538462","2.6","1.6","0.42","0.3","61.53846154","58.33333333","13.33333333","14","10","24","2.6","1.6","0.42","0.3","100","13.33333333","14","10","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00304","","","","5","5","5","4","13","0","5","3","5","2.6","0","1","2.6","3.6","13","0.2","","0.2","2.6","2.6","0.52","0.2","100","72.22222222","17.33333333","17.33333333","6.666666667","24","2.6","2.6","0.52","0.2","100","17.33333333","17.33333333","6.666666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00305","","","","5","5","5","5","11","0","7","3","4","1","0","1","1","2","11","0.090909091","","0.090909091","2.2","2.2","0.2","0.2","100","50","6.666666667","6.666666667","6.666666667","13.33333333","2.2","2.2","0.2","0.2","100","6.666666667","6.666666667","6.666666667","13.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00306","","","","5","5","5","5","9","0","6","3","3","4","0","3.4","4","7.4","9","0.444444444","","0.444444444","1.8","1.8","0.8","0.68","100","54.05405405","26.66666667","26.66666667","22.66666667","49.33333333","1.8","1.8","0.8","0.68","100","26.66666667","26.66666667","22.66666667","49.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00307","","","","5","5","5","5","10","3","6","3","4","2.5","0.5","3.5","3","6.5","13","0.25","0.166666667","0.230769231","2.6","2","0.6","0.7","76.92307692","46.15384615","16.66666667","20","23.33333333","43.33333333","2.6","2","0.6","0.7","100","16.66666667","20","23.33333333","43.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00308","","","","5","5","5","5","8","4","6","4","4","2.5","0.1","2","2.6","4.6","12","0.3125","0.025","0.216666667","2.4","1.6","0.52","0.4","66.66666667","56.52173913","16.66666667","17.33333333","13.33333333","30.66666667","2.4","1.6","0.52","0.4","100","16.66666667","17.33333333","13.33333333","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00309","","","","5","5","5","5","12","3","6","4","3","2.5","0.1","2.5","2.6","5.1","15","0.208333333","0.033333333","0.173333333","3","2.4","0.52","0.5","80","50.98039216","16.66666667","17.33333333","16.66666667","34","3","2.4","0.52","0.5","100","16.66666667","17.33333333","16.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00310","","","","5","5","5","5","10","6","5","3","6","1.2","0.2","1","1.4","2.4","16","0.12","0.033333333","0.0875","3.2","2","0.28","0.2","62.5","58.33333333","8","9.333333333","6.666666667","16","3.2","2","0.28","0.2","100","8","9.333333333","6.666666667","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00311","","","","5","5","5","5","9","2","4","4","6","2","0.2","1","2.2","3.2","11","0.222222222","0.1","0.2","2.2","1.8","0.44","0.2","81.81818182","68.75","13.33333333","14.66666667","6.666666667","21.33333333","2.2","1.8","0.44","0.2","100","13.33333333","14.66666667","6.666666667","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00312","","","","5","5","5","5","10","1","6","6","5","2","0.1","1","2.1","3.1","11","0.2","0.1","0.190909091","2.2","2","0.42","0.2","90.90909091","67.74193548","13.33333333","14","6.666666667","20.66666667","2.2","2","0.42","0.2","100","13.33333333","14","6.666666667","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00313","","","","5","5","5","5","6","1","5","4","4","2","0.1","2.5","2.1","4.6","7","0.333333333","0.1","0.3","1.4","1.2","0.42","0.5","85.71428571","45.65217391","13.33333333","14","16.66666667","30.66666667","1.4","1.2","0.42","0.5","100","13.33333333","14","16.66666667","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00314","","","","5","5","5","5","14","5","6","3","4","2.5","0.1","2.5","2.6","5.1","19","0.178571429","0.02","0.136842105","3.8","2.8","0.52","0.5","73.68421053","50.98039216","16.66666667","17.33333333","16.66666667","34","3.8","2.8","0.52","0.5","100","16.66666667","17.33333333","16.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00315","","","","5","5","5","5","6","6","4","4","5","2","0.2","1.5","2.2","3.7","12","0.333333333","0.033333333","0.183333333","2.4","1.2","0.44","0.3","50","59.45945946","13.33333333","14.66666667","10","24.66666667","2.4","1.2","0.44","0.3","100","13.33333333","14.66666667","10","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00316","","","","5","5","5","5","10","3","6","5","4","2.9","0.1","4.1","3","7.1","13","0.29","0.033333333","0.230769231","2.6","2","0.6","0.82","76.92307692","42.25352113","19.33333333","20","27.33333333","47.33333333","2.6","2","0.6","0.82","100","19.33333333","20","27.33333333","47.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00317","","","","5","5","5","5","9","0","7","3","3","2.6","0","1.5","2.6","4.1","9","0.288888889","","0.288888889","1.8","1.8","0.52","0.3","100","63.41463415","17.33333333","17.33333333","10","27.33333333","1.8","1.8","0.52","0.3","100","17.33333333","17.33333333","10","27.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00318","","","","5","4","4","4","5","5","5","3","4","2.3","0.2","2.3","2.5","4.8","10","0.46","0.04","0.25","2.5","1.25","0.625","0.575","50","52.08333333","19.16666667","20.83333333","19.16666667","40","2","1","0.5","0.46","80","15.33333333","16.66666667","15.33333333","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00319","","","","5","5","5","5","10","6","4","4","5","3.7","0.1","2.5","3.8","6.3","16","0.37","0.016666667","0.2375","3.2","2","0.76","0.5","62.5","60.31746032","24.66666667","25.33333333","16.66666667","42","3.2","2","0.76","0.5","100","24.66666667","25.33333333","16.66666667","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00320","","","","5","4","4","4","6","5","5","6","5","1.5","0.2","1.8","1.7","3.5","11","0.25","0.04","0.154545455","2.75","1.5","0.425","0.45","54.54545455","48.57142857","12.5","14.16666667","15","29.16666667","2.2","1.2","0.34","0.36","80","10","11.33333333","12","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00321","","","","5","5","5","5","7","7","6","5","3","1.7","0.2","1.4","1.9","3.3","14","0.242857143","0.028571429","0.135714286","2.8","1.4","0.38","0.28","50","57.57575758","11.33333333","12.66666667","9.333333333","22","2.8","1.4","0.38","0.28","100","11.33333333","12.66666667","9.333333333","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00322","","","","5","5","5","5","4","3","5","5","5","1.3","0.1","1.9","1.4","3.3","7","0.325","0.033333333","0.2","1.4","0.8","0.28","0.38","57.14285714","42.42424242","8.666666667","9.333333333","12.66666667","22","1.4","0.8","0.28","0.38","100","8.666666667","9.333333333","12.66666667","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00323","","","","5","5","5","5","11","4","6","4","6","1","0.2","1.3","1.2","2.5","15","0.090909091","0.05","0.08","3","2.2","0.24","0.26","73.33333333","48","6.666666667","8","8.666666667","16.66666667","3","2.2","0.24","0.26","100","6.666666667","8","8.666666667","16.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00324","","","","5","5","5","5","6","4","4","6","7","0.6","0.1","0.5","0.7","1.2","10","0.1","0.025","0.07","2","1.2","0.14","0.1","60","58.33333333","4","4.666666667","3.333333333","8","2","1.2","0.14","0.1","100","4","4.666666667","3.333333333","8"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00325","","","","5","5","5","5","5","4","6","3","3","1.5","0.2","1.6","1.7","3.3","9","0.3","0.05","0.188888889","1.8","1","0.34","0.32","55.55555556","51.51515152","10","11.33333333","10.66666667","22","1.8","1","0.34","0.32","100","10","11.33333333","10.66666667","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00326","","","","5","5","5","5","6","0","8","3","3","2.3","0","3.3","2.3","5.6","6","0.383333333","","0.383333333","1.2","1.2","0.46","0.66","100","41.07142857","15.33333333","15.33333333","22","37.33333333","1.2","1.2","0.46","0.66","100","15.33333333","15.33333333","22","37.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00327","","","","5","5","5","5","11","0","7","4","3","4.3","0","2.5","4.3","6.8","11","0.390909091","","0.390909091","2.2","2.2","0.86","0.5","100","63.23529412","28.66666667","28.66666667","16.66666667","45.33333333","2.2","2.2","0.86","0.5","100","28.66666667","28.66666667","16.66666667","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00328","","","","5","5","5","5","8","3","8","4","2","2","0.2","2.2","2.2","4.4","11","0.25","0.066666667","0.2","2.2","1.6","0.44","0.44","72.72727273","50","13.33333333","14.66666667","14.66666667","29.33333333","2.2","1.6","0.44","0.44","100","13.33333333","14.66666667","14.66666667","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00329","","","","5","5","5","5","10","5","5","3","3","2.7","0.2","1.8","2.9","4.7","15","0.27","0.04","0.193333333","3","2","0.58","0.36","66.66666667","61.70212766","18","19.33333333","12","31.33333333","3","2","0.58","0.36","100","18","19.33333333","12","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00330","","","","5","5","5","5","3","4","5","5","5","0.7","0.1","1.4","0.8","2.2","7","0.233333333","0.025","0.114285714","1.4","0.6","0.16","0.28","42.85714286","36.36363636","4.666666667","5.333333333","9.333333333","14.66666667","1.4","0.6","0.16","0.28","100","4.666666667","5.333333333","9.333333333","14.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00331","","","","5","5","5","5","6","0","6","4","5","1.8","0","1.4","1.8","3.2","6","0.3","","0.3","1.2","1.2","0.36","0.28","100","56.25","12","12","9.333333333","21.33333333","1.2","1.2","0.36","0.28","100","12","12","9.333333333","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00332","","","","5","5","5","5","9","6","5","5","6","1.3","0.2","1.2","1.5","2.7","15","0.144444444","0.033333333","0.1","3","1.8","0.3","0.24","60","55.55555556","8.666666667","10","8","18","3","1.8","0.3","0.24","100","8.666666667","10","8","18"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00333","","","","5","4","4","4","4","0","6","3","5","0.9","0","1.9","0.9","2.8","4","0.225","","0.225","1","1","0.225","0.475","100","32.14285714","7.5","7.5","15.83333333","23.33333333","0.8","0.8","0.18","0.38","80","6","6","12.66666667","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00334","","","","5","5","5","5","7","0","5","5","5","2.3","0","1.3","2.3","3.6","7","0.328571429","","0.328571429","1.4","1.4","0.46","0.26","100","63.88888889","15.33333333","15.33333333","8.666666667","24","1.4","1.4","0.46","0.26","100","15.33333333","15.33333333","8.666666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00401","","","","5","5","5","5","8","6","5","5","6","1.7","0.2","1.1","1.9","3","14","0.2125","0.033333333","0.135714286","2.8","1.6","0.38","0.22","57.14285714","63.33333333","11.33333333","12.66666667","7.333333333","20","2.8","1.6","0.38","0.22","100","11.33333333","12.66666667","7.333333333","20"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00402","","","","5","5","5","4","7","4","6","1","5","1.8","0.1","1.6","1.9","3.5","11","0.257142857","0.025","0.172727273","2.2","1.4","0.38","0.32","63.63636364","54.28571429","12","12.66666667","10.66666667","23.33333333","2.2","1.4","0.38","0.32","100","12","12.66666667","10.66666667","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00403","","","","5","5","5","5","11","7","5","3","4","2.8","0.2","1.1","3","4.1","18","0.254545455","0.028571429","0.166666667","3.6","2.2","0.6","0.22","61.11111111","73.17073171","18.66666667","20","7.333333333","27.33333333","3.6","2.2","0.6","0.22","100","18.66666667","20","7.333333333","27.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00404","","","","5","5","4","4","12","3","6","4","4","3.6","0.2","2.8","3.8","6.6","15","0.3","0.066666667","0.253333333","3.75","3","0.95","0.7","80","57.57575758","30","31.66666667","23.33333333","55","3","2.4","0.76","0.56","80","24","25.33333333","18.66666667","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00405","","","","5","5","4","4","9","1","7","3","4","2.7","0.1","3.9","2.8","6.7","10","0.3","0.1","0.28","2.5","2.25","0.7","0.975","90","41.79104478","22.5","23.33333333","32.5","55.83333333","2","1.8","0.56","0.78","80","18","18.66666667","26","44.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00406","","","","5","5","5","4","8","4","5","3","5","1.1","0.2","1.3","1.3","2.6","12","0.1375","0.05","0.108333333","2.4","1.6","0.26","0.26","66.66666667","50","7.333333333","8.666666667","8.666666667","17.33333333","2.4","1.6","0.26","0.26","100","7.333333333","8.666666667","8.666666667","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00407","","","","5","5","5","3","3","3","4","5","4","0.4","0.1","1.9","0.5","2.4","6","0.133333333","0.033333333","0.083333333","1.2","0.6","0.1","0.38","50","20.83333333","2.666666667","3.333333333","12.66666667","16","1.2","0.6","0.1","0.38","100","2.666666667","3.333333333","12.66666667","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00408","","","","5","5","5","5","18","17","6","5","5","3.2","0.4","2.1","3.6","5.7","35","0.177777778","0.023529412","0.102857143","7","3.6","0.72","0.42","51.42857143","63.15789474","21.33333333","24","14","38","7","3.6","0.72","0.42","100","21.33333333","24","14","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00409","","","","5","5","5","5","14","2","5","5","6","4.1","0.1","1.5","4.2","5.7","16","0.292857143","0.05","0.2625","3.2","2.8","0.84","0.3","87.5","73.68421053","27.33333333","28","10","38","3.2","2.8","0.84","0.3","100","27.33333333","28","10","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00410","","","","5","4","4","4","8","1","5","4","6","3.6","0.1","1.2","3.7","4.9","9","0.45","0.1","0.411111111","2.25","2","0.925","0.3","88.88888889","75.51020408","30","30.83333333","10","40.83333333","1.8","1.6","0.74","0.24","80","24","24.66666667","8","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00411","","","","5","5","5","5","9","4","6","3","4","2.1","0.2","2","2.3","4.3","13","0.233333333","0.05","0.176923077","2.6","1.8","0.46","0.4","69.23076923","53.48837209","14","15.33333333","13.33333333","28.66666667","2.6","1.8","0.46","0.4","100","14","15.33333333","13.33333333","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00412","","","","5","5","5","5","13","5","5","6","5","1.4","0.2","1.3","1.6","2.9","18","0.107692308","0.04","0.088888889","3.6","2.6","0.32","0.26","72.22222222","55.17241379","9.333333333","10.66666667","8.666666667","19.33333333","3.6","2.6","0.32","0.26","100","9.333333333","10.66666667","8.666666667","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00413","","","","5","5","5","5","8","5","6","3","5","2.9","0.2","3.9","3.1","7","13","0.3625","0.04","0.238461538","2.6","1.6","0.62","0.78","61.53846154","44.28571429","19.33333333","20.66666667","26","46.66666667","2.6","1.6","0.62","0.78","100","19.33333333","20.66666667","26","46.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00414","","","","5","5","5","5","15","6","5","3","5","4.6","0.2","2","4.8","6.8","21","0.306666667","0.033333333","0.228571429","4.2","3","0.96","0.4","71.42857143","70.58823529","30.66666667","32","13.33333333","45.33333333","4.2","3","0.96","0.4","100","30.66666667","32","13.33333333","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00415","","","","5","5","4","4","11","8","5","4","5","2.5","0.3","1.9","2.8","4.7","19","0.227272727","0.0375","0.147368421","4.75","2.75","0.7","0.475","57.89473684","59.57446809","20.83333333","23.33333333","15.83333333","39.16666667","3.8","2.2","0.56","0.38","80","16.66666667","18.66666667","12.66666667","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00416","","","","5","5","5","5","11","5","6","4","4","1.7","0.2","1.9","1.9","3.8","16","0.154545455","0.04","0.11875","3.2","2.2","0.38","0.38","68.75","50","11.33333333","12.66666667","12.66666667","25.33333333","3.2","2.2","0.38","0.38","100","11.33333333","12.66666667","12.66666667","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00417","","","","5","5","5","5","9","0","7","3","4","4.4","0","3.8","4.4","8.2","9","0.488888889","","0.488888889","1.8","1.8","0.88","0.76","100","53.65853659","29.33333333","29.33333333","25.33333333","54.66666667","1.8","1.8","0.88","0.76","100","29.33333333","29.33333333","25.33333333","54.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00418","","","","5","5","5","5","10","5","7","4","5","3.4","0.1","1.3","3.5","4.8","15","0.34","0.02","0.233333333","3","2","0.7","0.26","66.66666667","72.91666667","22.66666667","23.33333333","8.666666667","32","3","2","0.7","0.26","100","22.66666667","23.33333333","8.666666667","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00419","","","","5","5","5","4","6","2","7","4","5","1","0.1","1","1.1","2.1","8","0.166666667","0.05","0.1375","1.6","1.2","0.22","0.2","75","52.38095238","6.666666667","7.333333333","6.666666667","14","1.6","1.2","0.22","0.2","100","6.666666667","7.333333333","6.666666667","14"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00420","","","","5","5","5","5","8","4","6","3","5","1.1","0.1","1.9","1.2","3.1","12","0.1375","0.025","0.1","2.4","1.6","0.24","0.38","66.66666667","38.70967742","7.333333333","8","12.66666667","20.66666667","2.4","1.6","0.24","0.38","100","7.333333333","8","12.66666667","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00421","","","","5","5","5","5","7","4","6","3","4","4.9","0.1","3.1","5","8.1","11","0.7","0.025","0.454545455","2.2","1.4","1","0.62","63.63636364","61.72839506","32.66666667","33.33333333","20.66666667","54","2.2","1.4","1","0.62","100","32.66666667","33.33333333","20.66666667","54"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00422","","","","5","5","5","5","5","4","4","6","7","0.5","0.1","0.6","0.6","1.2","9","0.1","0.025","0.066666667","1.8","1","0.12","0.12","55.55555556","50","3.333333333","4","4","8","1.8","1","0.12","0.12","100","3.333333333","4","4","8"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00423","","","","5","5","5","5","12","4","5","4","5","3.2","0.1","1","3.3","4.3","16","0.266666667","0.025","0.20625","3.2","2.4","0.66","0.2","75","76.74418605","21.33333333","22","6.666666667","28.66666667","3.2","2.4","0.66","0.2","100","21.33333333","22","6.666666667","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00424","","","","5","5","4","4","12","5","6","3","5","2.7","0.1","1.4","2.8","4.2","17","0.225","0.02","0.164705882","4.25","3","0.7","0.35","70.58823529","66.66666667","22.5","23.33333333","11.66666667","35","3.4","2.4","0.56","0.28","80","18","18.66666667","9.333333333","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00425","","","","5","5","4","4","9","0","8","1","3","1.9","0","3.6","1.9","5.5","9","0.211111111","","0.211111111","2.25","2.25","0.475","0.9","100","34.54545455","15.83333333","15.83333333","30","45.83333333","1.8","1.8","0.38","0.72","80","12.66666667","12.66666667","24","36.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00426","","","","5","1","1","1","2","0","7","1","3","0.6","0","1.1","0.6","1.7","2","0.3","","0.3","2","2","0.6","1.1","100","35.29411765","20","20","36.66666667","56.66666667","0.4","0.4","0.12","0.22","20","4","4","7.333333333","11.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00427","","","","5","5","5","4","7","0","8","2","4","2.3","0","3","2.3","5.3","7","0.328571429","","0.328571429","1.4","1.4","0.46","0.6","100","43.39622642","15.33333333","15.33333333","20","35.33333333","1.4","1.4","0.46","0.6","100","15.33333333","15.33333333","20","35.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00428","","","","5","5","5","5","20","8","8","3","3","3.1","0.2","7","3.3","10.3","28","0.155","0.025","0.117857143","5.6","4","0.66","1.4","71.42857143","32.03883495","20.66666667","22","46.66666667","68.66666667","5.6","4","0.66","1.4","100","20.66666667","22","46.66666667","68.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00429","","","","5","5","4","4","11","4","6","3","3","6.2","0.2","2.3","6.4","8.7","15","0.563636364","0.05","0.426666667","3.75","2.75","1.6","0.575","73.33333333","73.56321839","51.66666667","53.33333333","19.16666667","72.5","3","2.2","1.28","0.46","80","41.33333333","42.66666667","15.33333333","58"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00430","","","","5","5","5","4","12","0","8","3","3","2.8","0","3","2.8","5.8","12","0.233333333","","0.233333333","2.4","2.4","0.56","0.6","100","48.27586207","18.66666667","18.66666667","20","38.66666667","2.4","2.4","0.56","0.6","100","18.66666667","18.66666667","20","38.66666667"
