"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00191","","","","1","","","","","1","5","0","2","3","2","","","1","","","","3","1","","8","1","1.86","0","1.72","1.86","3.58","5","0.372","","0.372","1.666666667","1.666666667","0.62","0.573333333","100","51.95530726","","20.66666667","20.66666667","19.11111111","","39.77777778"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00192","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00193","","","","","","","","","","","","1","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00194","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00195","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00196","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00197","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00198","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00199","","","","","50.87","0.060165","0.743722","9.653717","","","","3","3","","5","6","","65.5446014","8","33.51680755","","","17.4395752","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00002","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00020","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00200","","","","3","","","","","3","7","1","3","3","3","","","1","","","","1","3","","9","2","2.9","0.1","4.84","3","7.84","8","0.414285714","0.1","0.375","2.666666667","2.333333333","1","1.613333333","87.5","38.26530612","","32.22222222","33.33333333","53.77777778","","87.11111111"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00201","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00202","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00203","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00204","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00205","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00206","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00207","","","","","","","","","","","","3","3","","","","","","","","","","","8","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00208","","","","","50.09","0","4.969285","9.6610928","","","","3","3","","8","7","","49.9571114","5","26.57217009","","","26.6511612","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00209","","","","3","","","","","5","9","2","3","3","3","","","3","","","","3","1","","7","1","3.66","0.36","1.98","4.02","6","11","0.406666667","0.18","0.365454545","3.666666667","3","1.34","0.66","81.81818182","67","","40.66666667","44.66666667","22","","66.66666667"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00021","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00210","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00211","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00212","","","","","50.23","1.334005","2.7604921","21.8945293","","","","1","3","","5","4","","53.4214516","2","25.96058133","","","20.0764999","6","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00213","","","","1","","","","","1","6","5","3","3","3","","","1","","","","1","3","","8","2","2.66","0.38","5.62","3.04","8.66","11","0.443333333","0.076","0.276363636","3.666666667","2","1.013333333","1.873333333","54.54545455","35.1039261","","29.55555556","33.77777778","62.44444444","","96.22222222"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00214","","","","","50.51","0.88685","2.24437","13.5807552","","","","1","3","","4","6","","57.8244209","2","27.02435161","","","21.4603348","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00215","","","","3","50.32","0.529781","3.6427341","4.873383","5","14","3","3","3","3","6","6","3","56.6131516","3","29.23290938","1","3","19.5874481","8","1","3.44","0.4","2.96","3.84","6.8","17","0.245714286","0.133333333","0.225882353","5.666666667","4.666666667","1.28","0.986666667","82.35294118","56.47058824","1.12254372","38.22222222","42.66666667","32.88888889","12.472708","75.55555556"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00216","","","","5","","","","","3","8","2","3","3","3","","","1","","","","3","3","","8","1","2.4","0.36","2.76","2.76","5.52","10","0.3","0.18","0.276","3.333333333","2.666666667","0.92","0.92","80","50","","26.66666667","30.66666667","30.66666667","","61.33333333"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00218","","","","","","","","","","","","3","3","","","","","","","","","","","9","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00219","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00022","","","","","49.18","1.152071","5.7646132","14.9554176","","","","3","3","","7","5","","47.837265","5","17.28344856","","","25.5636978","7","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00220","","","","","","","","","","","","1","3","","","","","","","","","","","6","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00221","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00222","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00223","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00224","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00225","","","","","50.95","0","3.7496281","19.289669","","","","2","3","","9","9","","55.6982918","2","35.68204122","","","10.3384781","6","1","","","0.6","","","","","","","","","","0.2","","","","","","6.666666667","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00226","","","","1","","","","","3","6","2","3","3","3","","","1","","","","1","1","","8","1","2.04","0.36","3.08","2.4","5.48","8","0.34","0.18","0.3","2.666666667","2","0.8","1.026666667","75","43.79562044","","22.66666667","26.66666667","34.22222222","","60.88888889"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00227","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00228","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00229","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00023","","","","3","","","","","1","4","2","3","3","1","","","1","","","","1","1","","9","1","1.98","0.34","3.32","2.32","5.64","6","0.495","0.17","0.386666667","2","1.333333333","0.773333333","1.106666667","66.66666667","41.13475177","","22","25.77777778","36.88888889","","62.66666667"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00230","","","","","","","","","","","","2","3","","","","","","","","","","","6","1","","","0.56","","","","","","","","","","0.186666667","","","","","","6.222222222","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00231","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00232","","","","","","","","","","","","2","3","","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00233","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00234","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00235","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00236","","","","","","","","","","","","","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00237","","","","","","","","","","","","","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00238","","","","","","","","","","","","","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00239","","","","","50.84","0","4.6530581","21.3196907","","","","","3","","9","9","","51.8032112","2","24.25255704","","","13.2715683","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00024","","","","","49.5","1.836006","4.491467","4.4885859","","","","2","3","","6","5","","53.484993","3","23.13131313","","","18.7604675","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00240","","","","1","50.21","1.431038","4.210228","10.9395409","3","5","0","","3","3","5","3","1","52.9854202","3","27.20573591","3","3","21.3258667","8","1","1.82","0","2.28","1.82","4.1","5","0.364","","0.364","1.666666667","1.666666667","0.606666667","0.76","100","44.3902439","0.495144394","20.22222222","20.22222222","25.33333333","5.501604373","45.55555556"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00241","","","","1","","","","","1","9","3","3","3","2","","","1","","","","1","3","","8","1","1.94","0.5","2.84","2.44","5.28","12","0.215555556","0.166666667","0.203333333","4","3","0.813333333","0.946666667","75","46.21212121","","21.55555556","27.11111111","31.55555556","","58.66666667"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00242","","","","","","","","","","","","2","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00243","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00244","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00245","","","","","","","","","","","","2","3","","","","","","","","","","","6","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00246","","","","","","","","","","","","2","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00247","","","","","50.28","1.483143","2.03128","13.7916031","","","","3","3","","3","5","","61.3402328","3","25.61654733","","","15.8946686","8","1","","","1.84","","","","","","","","","","0.613333333","","","","","","20.44444444","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00248","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00249","","","","5","","","","","1","8","2","3","3","3","","","1","","","","1","3","","8","1","2.8","0.48","2.2","3.28","5.48","10","0.35","0.24","0.328","3.333333333","2.666666667","1.093333333","0.733333333","80","59.8540146","","31.11111111","36.44444444","24.44444444","","60.88888889"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00025","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00250","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00251","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00252","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00253","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00254","","","","","","","","","","","","3","3","","","","","","","","","","","9","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00255","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00256","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00257","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00258","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00259","","","","","","","","","","","","3","3","","","","","","","","","","","8","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00026","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00260","","","","","","","","","","","","3","3","","","","","","","","","","","9","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00261","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00262","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00263","","","","","50.06","0.483065","3.4949119","2.6564031","","","","","3","","6","3","","54.4156303","3","24.83020376","","","21.167099","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00264","","","","1","","","","","1","15","0","3","3","3","","","1","","","","1","3","","8","1","2.84","0","4.08","2.84","6.92","15","0.189333333","","0.189333333","5","5","0.946666667","1.36","100","41.04046243","","31.55555556","31.55555556","45.33333333","","76.88888889"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00265","","","","","","","","","","","","3","3","","","","","","","","","","","9","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00266","","","","","","","","","","","","2","3","","","","","","","","","","","6","1","","","0.46","","","","","","","","","","0.153333333","","","","","","5.111111111","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00267","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00268","","","","","","","","","","","","1","3","","","","","","","","","","","6","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00269","","","","","","","","","","","","3","3","","","","","","","","","","","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00027","","","","","","","","","","","","3","3","","","","","","","","","","","8","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00270","","","","","","","","","","","","1","3","","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00271","","","","","","","","","","","","1","3","","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00272","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00273","","","","","50.18","0.76685","5.2192268","14.1010857","","","","3","3","","6","4","","50.6309662","1","20.34675169","","","23.5363541","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00274","","","","3","","","","","3","13","5","3","3","3","","","1","","","","1","1","","9","1","5.28","0.68","6.27","5.96","12.23","18","0.406153846","0.136","0.331111111","6","4.333333333","1.986666667","2.09","72.22222222","48.73262469","","58.66666667","66.22222222","69.66666667","","135.8888889"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00275","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00028","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00029","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00030","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00031","","","","","","","","","","","","3","3","","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00032","","","","","50.12","0.252937","0.713196","4.0291481","","","","3","3","","5","6","","67.8887253","3","30.26735834","","","15.8553543","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00033","","","","3","","","","","1","10","2","3","3","3","","","1","","","","3","3","","8","1","2.96","0.06","4.84","3.02","7.86","12","0.296","0.03","0.251666667","4","3.333333333","1.006666667","1.613333333","83.33333333","38.42239186","","32.88888889","33.55555556","53.77777778","","87.33333333"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00034","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00035","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00036","","","","","","","","","","","","3","3","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00037","","","","","50.65","0.531042","1.3512729","12.3500767","","","","3","3","","4","8","","62.7577744","3","31.96446199","","","16.5215759","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00038","","","","3","","","","","3","8","7","3","3","3","","","1","","","","3","3","","8","1","1.14","0.5","3.08","1.64","4.72","15","0.1425","0.071428571","0.109333333","5","2.666666667","0.546666667","1.026666667","53.33333333","34.74576271","","12.66666667","18.22222222","34.22222222","","52.44444444"
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00039","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00004","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00040","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00041","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00042","","","","","50.85","0","0.88211","15.0420017","","","","2","3","","2","6","","61.716198","8","33.9626352","","","17.0807953","7","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00043","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00044","","","","","","","","","","","","1","3","","","","","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00045","","","","","49.74","0.75362","1.068985","5.130589","","","","2","3","","2","6","","64.548912","4","32.64977885","","","16.376236","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00046","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00047","","","","","","","","","","","","3","3","","","","","","","","","","","7","1","","","4.28","","","","","","","","","","1.426666667","","","","","","47.55555556","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00048","","","","","","","","","","","","2","3","","","","","","","","","","","6","2","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00049","","","","","","","","","","","","2","3","","","","","","","","","","","7","1","","","0.66","","","","","","","","","","0.22","","","","","","7.333333333","",""
"","","GHP2018NYK-OT02","","","","","","","","","GHP2018NYK-OT02-00005","","","","","","","","","","","","1","3","","","","","","","","","","","5","1","","","","","","","","","","","","","","","","","","","","",""
