"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00814","","","","0","0","1","1","3","0","5","1","2","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.166666667","","0","33.33333333","0","0","0","0","5.555555556","16.66666667","5.555555556","16.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00815","","","","3","1","2","2","3","2","6","9","1","0.84","0.08","0.84","0.92","1.76","4","0.28","0.08","0.23","2","1.333333333","1.5","1","0.46","0.306666667","0.42","0.28","75","52.27272727","66.66666667","9.333333333","14","10.22222222","15.33333333","9.333333333","14","19.55555556","29.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00816","","","","0","0","3","0","3","0","6","1","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00817","","","","0","1","3","3","3","1","8","1","1","0","0.08","5.62","0.08","5.7","1","","0.08","0.08","0.333333333","0.333333333","0","0","0.026666667","0.026666667","1.873333333","1.873333333","0","1.403508772","100","0","0","0.888888889","0.888888889","62.44444444","62.44444444","63.33333333","63.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00818","","","","0","0","2","0","3","0","3","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00819","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00820","","","","0","2","2","1","3","1","5","5","5","0","0.14","2.5","0.14","2.64","2","","0.07","0.07","2","0.666666667","0","0","0.14","0.046666667","2.5","0.833333333","0","5.303030303","33.33333333","0","0","1.555555556","4.666666667","27.77777778","83.33333333","29.33333333","88"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00821","","","","0","0","3","2","3","0","7","1","1","0","0","4.2","0","4.2","0","","","","0","0","0","0","0","0","2.1","1.4","","0","66.66666667","0","0","0","0","46.66666667","70","46.66666667","70"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00822","","","","0","0","2","0","3","0","5","1","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00823","","","","0","1","2","1","3","1","7","1","1","0","0.08","2.9","0.08","2.98","1","","0.08","0.08","1","0.333333333","0","0","0.08","0.026666667","2.9","0.966666667","0","2.684563758","33.33333333","0","0","0.888888889","2.666666667","32.22222222","96.66666667","33.11111111","99.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00824","","","","0","0","3","0","3","0","6","5","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00825","","","","0","0","2","1","3","0","7","1","1","0","0","1.24","0","1.24","0","","","","0","0","0","0","0","0","1.24","0.413333333","","0","33.33333333","0","0","0","0","13.77777778","41.33333333","13.77777778","41.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00826","","","","0","0","2","3","3","0","6","1","5","0","0","0.9","0","0.9","0","","","","0","0","0","0","0","0","0.3","0.3","","0","100","0","0","0","0","10","10","10","10"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00827","","","","0","0","2","0","3","0","7","2","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00828","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00829","","","","0","0","2","2","3","0","5","1","1","0","0","0.9","0","0.9","0","","","","0","0","0","0","0","0","0.45","0.3","","0","66.66666667","0","0","0","0","10","15","10","15"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00830","","","","0","0","2","0","3","0","3","1","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00831","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00832","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00833","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00834","","","","0","3","2","3","3","1","7","1","2","0","0.08","1.85","0.08","1.93","3","","0.026666667","0.026666667","1","1","0","0","0.026666667","0.026666667","0.616666667","0.616666667","0","4.14507772","100","0","0","0.888888889","0.888888889","20.55555556","20.55555556","21.44444444","21.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00835","","","","0","0","3","1","3","0","6","2","1","0","0","0.44","0","0.44","0","","","","0","0","0","0","0","0","0.44","0.146666667","","0","33.33333333","0","0","0","0","4.888888889","14.66666667","4.888888889","14.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00836","","","","0","0","2","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00837","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00838","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00839","","","","0","0","2","2","3","0","6","5","3","0","0","0.36","0","0.36","0","","","","0","0","0","0","0","0","0.18","0.12","","0","66.66666667","0","0","0","0","4","6","4","6"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00840","","","","0","0","2","0","3","0","3","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00841","","","","1","0","3","1","3","1","7","2","","0.16","0","0.94","0.16","1.1","1","0.16","","0.16","1","0.333333333","1","0.333333333","0.16","0.053333333","0.94","0.313333333","100","14.54545455","33.33333333","1.777777778","5.333333333","1.777777778","5.333333333","10.44444444","31.33333333","12.22222222","36.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00842","","","","0","0","3","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00843","","","","0","0","2","1","3","0","7","1","","0","0","1.24","0","1.24","0","","","","0","0","0","0","0","0","1.24","0.413333333","","0","33.33333333","0","0","0","0","13.77777778","41.33333333","13.77777778","41.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00844","","","","0","4","3","2","3","1","6","5","2","0","0.16","2.18","0.16","2.34","4","","0.04","0.04","2","1.333333333","0","0","0.08","0.053333333","1.09","0.726666667","0","6.837606838","66.66666667","0","0","1.777777778","2.666666667","24.22222222","36.33333333","26","39"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00845","","","","0","0","3","3","3","0","6","1","1","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.4","0.4","","0","100","0","0","0","0","13.33333333","13.33333333","13.33333333","13.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00846","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00847","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00848","","","","0","0","3","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00849","","","","0","0","","2","3","0","","","","0","0","5.82","0","5.82","0","","","","0","0","0","0","0","0","2.91","1.94","","0","66.66666667","0","0","0","0","64.66666667","97","64.66666667","97"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00850","","","","0","0","3","1","3","0","7","1","1","0","0","0.62","0","0.62","0","","","","0","0","0","0","0","0","0.62","0.206666667","","0","33.33333333","0","0","0","0","6.888888889","20.66666667","6.888888889","20.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00851","","","","0","0","2","0","3","0","7","3","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00852","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00853","","","","11","0","1","2","3","2","3","2","3","","0","4.82","","","11","","","","5.5","3.666666667","5.5","3.666666667","","","2.41","1.606666667","100","","66.66666667","","","","","53.55555556","80.33333333","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00854","","","","0","0","1","0","3","0","7","3","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00855","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00856","","","","1","3","3","3","3","3","","1","","0.1","0.12","3.26","0.22","3.48","4","0.1","0.04","0.055","1.333333333","1.333333333","0.333333333","0.333333333","0.073333333","0.073333333","1.086666667","1.086666667","25","6.32183908","100","1.111111111","1.111111111","2.444444444","2.444444444","36.22222222","36.22222222","38.66666667","38.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00857","","","","0","0","3","0","3","0","8","5","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00858","","","","0","0","","0","3","0","6","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00859","","","","0","0","3","2","3","0","","1","","0","0","1.8","0","1.8","0","","","","0","0","0","0","0","0","0.9","0.6","","0","66.66666667","0","0","0","0","20","30","20","30"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00860","","","","0","0","1","2","3","0","8","7","1","0","0","1.96","0","1.96","0","","","","0","0","0","0","0","0","0.98","0.653333333","","0","66.66666667","0","0","0","0","21.77777778","32.66666667","21.77777778","32.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00861","","","","0","0","3","1","3","0","6","1","2","0","0","1.48","0","1.48","0","","","","0","0","0","0","0","0","1.48","0.493333333","","0","33.33333333","0","0","0","0","16.44444444","49.33333333","16.44444444","49.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00862","","","","0","0","3","1","3","0","7","2","2","0","0","0.08","0","0.08","0","","","","0","0","0","0","0","0","0.08","0.026666667","","0","33.33333333","0","0","0","0","0.888888889","2.666666667","0.888888889","2.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00863","","","","0","0","3","1","3","0","6","5","2","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.7","0.233333333","","0","33.33333333","0","0","0","0","7.777777778","23.33333333","7.777777778","23.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00864","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00865","","","","0","0","2","1","3","0","7","3","1","0","0","1.14","0","1.14","0","","","","0","0","0","0","0","0","1.14","0.38","","0","33.33333333","0","0","0","0","12.66666667","38","12.66666667","38"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00866","","","","0","0","2","0","3","0","6","1","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00867","","","","9","0","3","2","3","2","","1","","","0","3.06","","","9","","","","4.5","3","4.5","3","","","1.53","1.02","100","","66.66666667","","","","","34","51","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00901","","","","0","0","2","3","3","0","7","1","1","0","0","3.05","0","3.05","0","","","","0","0","0","0","0","0","1.016666667","1.016666667","","0","100","0","0","0","0","33.88888889","33.88888889","33.88888889","33.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00902","","","","0","0","3","2","3","0","7","3","2","0","0","2.6","0","2.6","0","","","","0","0","0","0","0","0","1.3","0.866666667","","0","66.66666667","0","0","0","0","28.88888889","43.33333333","28.88888889","43.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00903","","","","0","12","3","2","3","2","7","3","2","0","0.58","1.4","0.58","1.98","12","","0.048333333","0.048333333","6","4","0","0","0.29","0.193333333","0.7","0.466666667","0","29.29292929","66.66666667","0","0","6.444444444","9.666666667","15.55555556","23.33333333","22","33"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00904","","","","0","0","2","2","3","0","6","2","2","0","0","0.62","0","0.62","0","","","","0","0","0","0","0","0","0.31","0.206666667","","0","66.66666667","0","0","0","0","6.888888889","10.33333333","6.888888889","10.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00905","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00906","","","","0","0","2","3","3","0","6","2","1","0","0","2.02","0","2.02","0","","","","0","0","0","0","0","0","0.673333333","0.673333333","","0","100","0","0","0","0","22.44444444","22.44444444","22.44444444","22.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00907","","","","0","0","3","1","3","0","3","1","7","0","0","0.04","0","0.04","0","","","","0","0","0","0","0","0","0.04","0.013333333","","0","33.33333333","0","0","0","0","0.444444444","1.333333333","0.444444444","1.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00908","","","","0","0","3","1","3","0","3","2","7","0","0","0.04","0","0.04","0","","","","0","0","0","0","0","0","0.04","0.013333333","","0","33.33333333","0","0","0","0","0.444444444","1.333333333","0.444444444","1.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00909","","","","0","0","3","0","3","0","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00910","","","","0","0","1","1","3","0","","3","","0","0","0.38","0","0.38","0","","","","0","0","0","0","0","0","0.38","0.126666667","","0","33.33333333","0","0","0","0","4.222222222","12.66666667","4.222222222","12.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00911","","","","0","0","2","0","3","0","3","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00912","","","","10","0","3","3","3","3","","1","1","","0","3.92","","","10","","","","3.333333333","3.333333333","3.333333333","3.333333333","","","1.306666667","1.306666667","100","","100","","","","","43.55555556","43.55555556","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00913","","","","0","0","2","1","3","0","8","3","1","0","0","0.28","0","0.28","0","","","","0","0","0","0","0","0","0.28","0.093333333","","0","33.33333333","0","0","0","0","3.111111111","9.333333333","3.111111111","9.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00914","","","","0","0","1","0","3","0","6","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00915","","","","3","0","3","3","3","1","","5","","0.86","0","2.24","0.86","3.1","3","0.286666667","","0.286666667","1","1","1","1","0.286666667","0.286666667","0.746666667","0.746666667","100","27.74193548","100","9.555555556","9.555555556","9.555555556","9.555555556","24.88888889","24.88888889","34.44444444","34.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00916","","","","0","0","3","3","3","0","","1","","0","0","3.88","0","3.88","0","","","","0","0","0","0","0","0","1.293333333","1.293333333","","0","100","0","0","0","0","43.11111111","43.11111111","43.11111111","43.11111111"
