"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01150","","","","0","0","2","1","3","0","7","3","1","0","0","1.14","0","1.14","0","","","","0","0","0","0","0","0","1.14","0.38","","0","33.33333333","0","0","0","0","12.66666667","38","12.66666667","38"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01151","","","","0","0","3","0","3","0","7","2","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01152","","","","0","0","3","2","3","0","7","3","1","0","0","0.66","0","0.66","0","","","","0","0","0","0","0","0","0.33","0.22","","0","66.66666667","0","0","0","0","7.333333333","11","7.333333333","11"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01153","","","","0","0","2","0","3","0","3","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01154","","","","2","9","3","2","3","2","7","1","1","0.42","0.3","2.04","0.72","2.76","11","0.21","0.033333333","0.065454545","5.5","3.666666667","1","0.666666667","0.36","0.24","1.02","0.68","18.18181818","26.08695652","66.66666667","4.666666667","7","8","12","22.66666667","34","30.66666667","46"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01155","","","","0","0","2","2","3","0","7","1","1","0","0","0.62","0","0.62","0","","","","0","0","0","0","0","0","0.31","0.206666667","","0","66.66666667","0","0","0","0","6.888888889","10.33333333","6.888888889","10.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01156","","","","0","2","2","2","3","1","7","1","1","0","0.08","1.32","0.08","1.4","2","","0.04","0.04","1","0.666666667","0","0","0.04","0.026666667","0.66","0.44","0","5.714285714","66.66666667","0","0","0.888888889","1.333333333","14.66666667","22","15.55555556","23.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01201","","","","4","1","3","2","3","2","8","1","1","1.1","0.08","3.58","1.18","4.76","5","0.275","0.08","0.236","2.5","1.666666667","2","1.333333333","0.59","0.393333333","1.79","1.193333333","80","24.78991597","66.66666667","12.22222222","18.33333333","13.11111111","19.66666667","39.77777778","59.66666667","52.88888889","79.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01202","","","","0","0","","0","3","0","1","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01203","","","","0","0","1","0","3","0","3","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01204","","","","0","0","3","2","3","0","6","2","3","0","0","0.18","0","0.18","0","","","","0","0","0","0","0","0","0.09","0.06","","0","66.66666667","0","0","0","0","2","3","2","3"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01205","","","","0","0","3","1","3","0","7","1","1","0","0","0.14","0","0.14","0","","","","0","0","0","0","0","0","0.14","0.046666667","","0","33.33333333","0","0","0","0","1.555555556","4.666666667","1.555555556","4.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01206","","","","0","0","3","1","3","0","7","1","1","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","1.4","0.466666667","","0","33.33333333","0","0","0","0","15.55555556","46.66666667","15.55555556","46.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01207","","","","0","0","1","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01208","","","","0","0","3","3","3","0","6","2","5","0","0","0.98","0","0.98","0","","","","0","0","0","0","0","0","0.326666667","0.326666667","","0","100","0","0","0","0","10.88888889","10.88888889","10.88888889","10.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01209","","","","0","0","2","0","3","0","6","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01210","","","","0","3","3","3","3","2","9","1","1","0","0.18","4.1","0.18","4.28","3","","0.06","0.06","1","1","0","0","0.06","0.06","1.366666667","1.366666667","0","4.205607477","100","0","0","2","2","45.55555556","45.55555556","47.55555556","47.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01211","","","","2","0","3","2","3","2","7","1","2","0.26","0","1.68","0.26","1.94","2","0.13","","0.13","1","0.666666667","1","0.666666667","0.13","0.086666667","0.84","0.56","100","13.40206186","66.66666667","2.888888889","4.333333333","2.888888889","4.333333333","18.66666667","28","21.55555556","32.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01212","","","","0","4","3","2","3","2","8","1","3","0","0.2","0.76","0.2","0.96","4","","0.05","0.05","2","1.333333333","0","0","0.1","0.066666667","0.38","0.253333333","0","20.83333333","66.66666667","0","0","2.222222222","3.333333333","8.444444444","12.66666667","10.66666667","16"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01213","","","","0","0","3","0","3","0","7","2","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01214","","","","0","0","3","0","3","0","5","1","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01215","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01216","","","","0","0","3","3","3","0","8","1","1","0","0","1.84","0","1.84","0","","","","0","0","0","0","0","0","0.613333333","0.613333333","","0","100","0","0","0","0","20.44444444","20.44444444","20.44444444","20.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01217","","","","0","0","1","0","3","0","6","6","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01218","","","","0","0","3","3","3","0","8","1","1","0","0","1.72","0","1.72","0","","","","0","0","0","0","0","0","0.573333333","0.573333333","","0","100","0","0","0","0","19.11111111","19.11111111","19.11111111","19.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01219","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01220","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01221","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01222","","","","0","0","2","0","3","0","6","3","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01223","","","","0","5","3","3","3","3","8","1","1","0","0.24","2.24","0.24","2.48","5","","0.048","0.048","1.666666667","1.666666667","0","0","0.08","0.08","0.746666667","0.746666667","0","9.677419355","100","0","0","2.666666667","2.666666667","24.88888889","24.88888889","27.55555556","27.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01224","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01225","","","","0","0","2","0","3","0","6","7","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01226","","","","0","0","3","2","3","0","7","1","1","0","0","0.9","0","0.9","0","","","","0","0","0","0","0","0","0.45","0.3","","0","66.66666667","0","0","0","0","10","15","10","15"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01227","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01228","","","","0","0","1","0","3","0","5","1","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01229","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01230","","","","0","0","3","0","3","0","5","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01231","","","","0","0","3","0","3","0","3","7","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01232","","","","0","0","1","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01233","","","","0","0","1","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01234","","","","0","2","3","3","3","1","7","2","1","0","0.08","0.96","0.08","1.04","2","","0.04","0.04","0.666666667","0.666666667","0","0","0.026666667","0.026666667","0.32","0.32","0","7.692307692","100","0","0","0.888888889","0.888888889","10.66666667","10.66666667","11.55555556","11.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01235","","","","2","13","3","2","3","2","7","2","1","0.22","0.52","0.96","0.74","1.7","15","0.11","0.04","0.049333333","7.5","5","1","0.666666667","0.37","0.246666667","0.48","0.32","13.33333333","43.52941176","66.66666667","2.444444444","3.666666667","8.222222222","12.33333333","10.66666667","16","18.88888889","28.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01236","","","","0","0","3","1","3","0","3","1","7","0","0","0.32","0","0.32","0","","","","0","0","0","0","0","0","0.32","0.106666667","","0","33.33333333","0","0","0","0","3.555555556","10.66666667","3.555555556","10.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01237","","","","0","3","3","2","3","2","8","3","1","0","0.22","0.62","0.22","0.84","3","","0.073333333","0.073333333","1.5","1","0","0","0.11","0.073333333","0.31","0.206666667","0","26.19047619","66.66666667","0","0","2.444444444","3.666666667","6.888888889","10.33333333","9.333333333","14"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01238","","","","1","3","3","3","3","2","8","1","1","0.12","0.16","1.94","0.28","2.22","4","0.12","0.053333333","0.07","1.333333333","1.333333333","0.333333333","0.333333333","0.093333333","0.093333333","0.646666667","0.646666667","25","12.61261261","100","1.333333333","1.333333333","3.111111111","3.111111111","21.55555556","21.55555556","24.66666667","24.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01239","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01240","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01241","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01242","","","","0","0","3","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01243","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01244","","","","0","0","3","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01245","","","","0","0","3","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01246","","","","0","0","3","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01247","","","","0","0","3","0","3","0","6","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01248","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01249","","","","0","0","3","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01250","","","","0","0","3","1","3","0","7","5","1","0","0","1","0","1","0","","","","0","0","0","0","0","0","1","0.333333333","","0","33.33333333","0","0","0","0","11.11111111","33.33333333","11.11111111","33.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01251","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01252","","","","0","0","3","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01253","","","","0","0","5","2","3","0","7","1","1","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","0.55","0.366666667","","0","66.66666667","0","0","0","0","12.22222222","18.33333333","12.22222222","18.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01254","","","","0","0","3","0","3","0","5","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01255","","","","0","0","3","1","3","0","6","5","3","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.3","0.1","","0","33.33333333","0","0","0","0","3.333333333","10","3.333333333","10"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01256","","","","0","0","3","2","3","0","7","1","3","0","0","1.33","0","1.33","0","","","","0","0","0","0","0","0","0.665","0.443333333","","0","66.66666667","0","0","0","0","14.77777778","22.16666667","14.77777778","22.16666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01301","","","","0","14","3","3","3","2","8","1","1","0","0.48","2.18","0.48","2.66","14","","0.034285714","0.034285714","4.666666667","4.666666667","0","0","0.16","0.16","0.726666667","0.726666667","0","18.04511278","100","0","0","5.333333333","5.333333333","24.22222222","24.22222222","29.55555556","29.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01302","","","","4","","3","3","3","3","8","2","1","","0.66","2.54","","","","","","","","","1.333333333","1.333333333","","","0.846666667","0.846666667","","","100","","","","","28.22222222","28.22222222","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01303","","","","0","0","3","2","3","0","7","2","1","0","0","1.84","0","1.84","0","","","","0","0","0","0","0","0","0.92","0.613333333","","0","66.66666667","0","0","0","0","20.44444444","30.66666667","20.44444444","30.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01304","","","","0","0","1","2","3","0","7","9","1","0","0","0.82","0","0.82","0","","","","0","0","0","0","0","0","0.41","0.273333333","","0","66.66666667","0","0","0","0","9.111111111","13.66666667","9.111111111","13.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01305","","","","2","0","3","3","3","","8","1","1","0.18","0","3.38","0.18","3.56","2","0.09","","0.09","0.666666667","0.666666667","0.666666667","0.666666667","0.06","0.06","1.126666667","1.126666667","100","5.056179775","100","2","2","2","2","37.55555556","37.55555556","39.55555556","39.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01306","","","","0","0","1","0","3","0","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01307","","","","0","0","1","1","3","0","7","1","1","0","0","0.82","0","0.82","0","","","","0","0","0","0","0","0","0.82","0.273333333","","0","33.33333333","0","0","0","0","9.111111111","27.33333333","9.111111111","27.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01308","","","","0","0","3","3","3","0","8","2","2","0","0","1.56","0","1.56","0","","","","0","0","0","0","0","0","0.52","0.52","","0","100","0","0","0","0","17.33333333","17.33333333","17.33333333","17.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01309","","","","0","0","2","1","3","0","6","1","3","0","0","0.52","0","0.52","0","","","","0","0","0","0","0","0","0.52","0.173333333","","0","33.33333333","0","0","0","0","5.777777778","17.33333333","5.777777778","17.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01310","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01311","","","","4","0","3","3","3","2","8","1","1","1.16","0","6.2","1.16","7.36","4","0.29","","0.29","1.333333333","1.333333333","1.333333333","1.333333333","0.386666667","0.386666667","2.066666667","2.066666667","100","15.76086957","100","12.88888889","12.88888889","12.88888889","12.88888889","68.88888889","68.88888889","81.77777778","81.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01312","","","","3","0","3","1","3","1","7","3","1","0.3","0","1.96","0.3","2.26","3","0.1","","0.1","3","1","3","1","0.3","0.1","1.96","0.653333333","100","13.27433628","33.33333333","3.333333333","10","3.333333333","10","21.77777778","65.33333333","25.11111111","75.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01313","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01314","","","","0","0","3","0","3","0","6","3","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01315","","","","0","","3","3","3","3","8","2","1","0","","2.6","","","","","","","","","0","0","","","0.866666667","0.866666667","","","100","0","0","","","28.88888889","28.88888889","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01316","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01317","","","","0","0","3","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01318","","","","1","2","1","1","3","1","6","2","3","0.26","0.14","1.22","0.4","1.62","3","0.26","0.07","0.133333333","3","1","1","0.333333333","0.4","0.133333333","1.22","0.406666667","33.33333333","24.69135802","33.33333333","2.888888889","8.666666667","4.444444444","13.33333333","13.55555556","40.66666667","18","54"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01319","","","","0","0","2","0","3","0","3","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01320","","","","7","2","3","3","3","3","7","2","1","0.16","0.08","2.46","0.24","2.7","9","0.022857143","0.04","0.026666667","3","3","2.333333333","2.333333333","0.08","0.08","0.82","0.82","77.77777778","8.888888889","100","1.777777778","1.777777778","2.666666667","2.666666667","27.33333333","27.33333333","30","30"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01321","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01322","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01323","","","","0","6","3","3","3","2","7","1","1","0","0.26","0.66","0.26","0.92","6","","0.043333333","0.043333333","2","2","0","0","0.086666667","0.086666667","0.22","0.22","0","28.26086957","100","0","0","2.888888889","2.888888889","7.333333333","7.333333333","10.22222222","10.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01324","","","","0","0","2","0","3","0","3","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01325","","","","0","0","3","3","3","0","5","2","1","0","0","0.16","0","0.16","0","","","","0","0","0","0","0","0","0.053333333","0.053333333","","0","100","0","0","0","0","1.777777778","1.777777778","1.777777778","1.777777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01326","","","","0","0","3","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01327","","","","0","0","1","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01328","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01329","","","","0","0","1","3","3","0","7","2","1","0","0","1.18","0","1.18","0","","","","0","0","0","0","0","0","0.393333333","0.393333333","","0","100","0","0","0","0","13.11111111","13.11111111","13.11111111","13.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01330","","","","0","0","5","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01331","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01332","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01333","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01334","","","","2","0","2","3","3","","7","1","1","0.18","0","0.38","0.18","0.56","2","0.09","","0.09","0.666666667","0.666666667","0.666666667","0.666666667","0.06","0.06","0.126666667","0.126666667","100","32.14285714","100","2","2","2","2","4.222222222","4.222222222","6.222222222","6.222222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01335","","","","1","0","2","1","3","1","7","2","1","0.18","0","2.18","0.18","2.36","1","0.18","","0.18","1","0.333333333","1","0.333333333","0.18","0.06","2.18","0.726666667","100","7.627118644","33.33333333","2","6","2","6","24.22222222","72.66666667","26.22222222","78.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01336","","","","0","0","1","0","3","0","5","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01337","","","","0","0","2","1","3","0","7","5","1","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","0","0","2.222222222","6.666666667","2.222222222","6.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01338","","","","0","0","3","2","3","0","7","2","1","0","0","0.06","0","0.06","0","","","","0","0","0","0","0","0","0.03","0.02","","0","66.66666667","0","0","0","0","0.666666667","1","0.666666667","1"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-01339","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
