"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00716","","","","12","0","5","5","5","2.3","0","3","2.3","5.3","12","0.191666667","","0.191666667","2.4","2.4","2.4","2.4","0.46","0.46","0.6","0.6","100","43.39622642","100","15.33333333","15.33333333","15.33333333","15.33333333","20","20","35.33333333","35.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00717","","","","10","4","4","5","4","3.42","0.12","3","3.54","6.54","14","0.342","0.03","0.252857143","3.5","2.8","2.5","2","0.885","0.708","0.75","0.6","71.42857143","54.12844037","80","22.8","28.5","23.6","29.5","20","25","43.6","54.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00718","","","","5","0","3","5","3","1.84","0","2","1.84","3.84","5","0.368","","0.368","1.666666667","1","1.666666667","1","0.613333333","0.368","0.666666667","0.4","100","47.91666667","60","12.26666667","20.44444444","12.26666667","20.44444444","13.33333333","22.22222222","25.6","42.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00719","","","","3","3","4","5","2","0.4","0.12","0","0.52","0.52","6","0.133333333","0.04","0.086666667","1.5","1.2","0.75","0.6","0.13","0.104","0","0","50","100","80","2.666666667","3.333333333","3.466666667","4.333333333","0","0","3.466666667","4.333333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00720","","","","4","2","4","5","4","2.16","0.1","0.5","2.26","2.76","6","0.54","0.05","0.376666667","1.5","1.2","1","0.8","0.565","0.452","0.125","0.1","66.66666667","81.88405797","80","14.4","18","15.06666667","18.83333333","3.333333333","4.166666667","18.4","23"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00721","","","","7","4","5","5","5","0.12","0.14","5","0.26","5.26","11","0.017142857","0.035","0.023636364","2.2","2.2","1.4","1.4","0.052","0.052","1","1","63.63636364","4.942965779","100","0.8","0.8","1.733333333","1.733333333","33.33333333","33.33333333","35.06666667","35.06666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00722","","","","8","4","5","5","5","2.2","0.2","3","2.4","5.4","12","0.275","0.05","0.2","2.4","2.4","1.6","1.6","0.48","0.48","0.6","0.6","66.66666667","44.44444444","100","14.66666667","14.66666667","16","16","20","20","36","36"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00723","","","","11","2","5","5","5","1.64","0.08","0.5","1.72","2.22","13","0.149090909","0.04","0.132307692","2.6","2.6","2.2","2.2","0.344","0.344","0.1","0.1","84.61538462","77.47747748","100","10.93333333","10.93333333","11.46666667","11.46666667","3.333333333","3.333333333","14.8","14.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00724","","","","8","0","5","5","5","4.22","0","5","4.22","9.22","8","0.5275","","0.5275","1.6","1.6","1.6","1.6","0.844","0.844","1","1","100","45.77006508","100","28.13333333","28.13333333","28.13333333","28.13333333","33.33333333","33.33333333","61.46666667","61.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00725","","","","3","1","3","5","2","0.46","0.1","2","0.56","2.56","4","0.153333333","0.1","0.14","1.333333333","0.8","1","0.6","0.186666667","0.112","0.666666667","0.4","75","21.875","60","3.066666667","5.111111111","3.733333333","6.222222222","13.33333333","22.22222222","17.06666667","28.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00726","","","","8","4","5","5","5","0.96","0.06","3","1.02","4.02","12","0.12","0.015","0.085","2.4","2.4","1.6","1.6","0.204","0.204","0.6","0.6","66.66666667","25.37313433","100","6.4","6.4","6.8","6.8","20","20","26.8","26.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00727","","","","6","4","5","5","3","1.72","0.2","4","1.92","5.92","10","0.286666667","0.05","0.192","2","2","1.2","1.2","0.384","0.384","0.8","0.8","60","32.43243243","100","11.46666667","11.46666667","12.8","12.8","26.66666667","26.66666667","39.46666667","39.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00728","","","","9","7","5","5","5","2.12","0.02","0.5","2.14","2.64","16","0.235555556","0.002857143","0.13375","3.2","3.2","1.8","1.8","0.428","0.428","0.1","0.1","56.25","81.06060606","100","14.13333333","14.13333333","14.26666667","14.26666667","3.333333333","3.333333333","17.6","17.6"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00729","","","","7","2","4","5","4","2.06","0.12","4","2.18","6.18","9","0.294285714","0.06","0.242222222","2.25","1.8","1.75","1.4","0.545","0.436","1","0.8","77.77777778","35.27508091","80","13.73333333","17.16666667","14.53333333","18.16666667","26.66666667","33.33333333","41.2","51.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00730","","","","16","10","5","5","5","3.84","0.36","5","4.2","9.2","26","0.24","0.036","0.161538462","5.2","5.2","3.2","3.2","0.84","0.84","1","1","61.53846154","45.65217391","100","25.6","25.6","28","28","33.33333333","33.33333333","61.33333333","61.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00731","","","","8","8","4","5","4","0.68","2","2","2.68","4.68","16","0.085","0.25","0.1675","4","3.2","2","1.6","0.67","0.536","0.5","0.4","50","57.26495726","80","4.533333333","5.666666667","17.86666667","22.33333333","13.33333333","16.66666667","31.2","39"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00732","","","","10","1","5","5","4","3.12","0.1","2","3.22","5.22","11","0.312","0.1","0.292727273","2.2","2.2","2","2","0.644","0.644","0.4","0.4","90.90909091","61.68582375","100","20.8","20.8","21.46666667","21.46666667","13.33333333","13.33333333","34.8","34.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00733","","","","17","5","5","5","4","2.28","0.26","4","2.54","6.54","22","0.134117647","0.052","0.115454545","4.4","4.4","3.4","3.4","0.508","0.508","0.8","0.8","77.27272727","38.83792049","100","15.2","15.2","16.93333333","16.93333333","26.66666667","26.66666667","43.6","43.6"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00734","","","","1","1","5","5","4","2.26","0.08","0.4","2.34","2.74","2","2.26","0.08","1.17","0.4","0.4","0.2","0.2","0.468","0.468","0.08","0.08","50","85.40145985","100","15.06666667","15.06666667","15.6","15.6","2.666666667","2.666666667","18.26666667","18.26666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00801","","","","5","0","4","5","2","0.9","0","4","0.9","4.9","5","0.18","","0.18","1.25","1","1.25","1","0.225","0.18","1","0.8","100","18.36734694","80","6","7.5","6","7.5","26.66666667","33.33333333","32.66666667","40.83333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00802","","","","8","4","5","5","5","2.24","0.3","0.4","2.54","2.94","12","0.28","0.075","0.211666667","2.4","2.4","1.6","1.6","0.508","0.508","0.08","0.08","66.66666667","86.39455782","100","14.93333333","14.93333333","16.93333333","16.93333333","2.666666667","2.666666667","19.6","19.6"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00803","","","","1","2","5","5","3","0.5","0.1","2","0.6","2.6","3","0.5","0.05","0.2","0.6","0.6","0.2","0.2","0.12","0.12","0.4","0.4","33.33333333","23.07692308","100","3.333333333","3.333333333","4","4","13.33333333","13.33333333","17.33333333","17.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00804","","","","4","0","4","5","3","0.48","0","2","0.48","2.48","4","0.12","","0.12","1","0.8","1","0.8","0.12","0.096","0.5","0.4","100","19.35483871","80","3.2","4","3.2","4","13.33333333","16.66666667","16.53333333","20.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00805","","","","11","1","5","5","5","2.82","0.08","1","2.9","3.9","12","0.256363636","0.08","0.241666667","2.4","2.4","2.2","2.2","0.58","0.58","0.2","0.2","91.66666667","74.35897436","100","18.8","18.8","19.33333333","19.33333333","6.666666667","6.666666667","26","26"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00806","","","","1","0","3","5","3","0.1","0","0.4","0.1","0.5","1","0.1","","0.1","0.333333333","0.2","0.333333333","0.2","0.033333333","0.02","0.133333333","0.08","100","20","60","0.666666667","1.111111111","0.666666667","1.111111111","2.666666667","4.444444444","3.333333333","5.555555556"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00807","","","","4","1","3","5","3","0.14","0.08","1","0.22","1.22","5","0.035","0.08","0.044","1.666666667","1","1.333333333","0.8","0.073333333","0.044","0.333333333","0.2","80","18.03278689","60","0.933333333","1.555555556","1.466666667","2.444444444","6.666666667","11.11111111","8.133333333","13.55555556"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00808","","","","4","0","4","5","4","1.46","0","0.3","1.46","1.76","4","0.365","","0.365","1","0.8","1","0.8","0.365","0.292","0.075","0.06","100","82.95454545","80","9.733333333","12.16666667","9.733333333","12.16666667","2","2.5","11.73333333","14.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00809","","","","1","5","3","5","3","0.08","0.3","2","0.38","2.38","6","0.08","0.06","0.063333333","2","1.2","0.333333333","0.2","0.126666667","0.076","0.666666667","0.4","16.66666667","15.96638655","60","0.533333333","0.888888889","2.533333333","4.222222222","13.33333333","22.22222222","15.86666667","26.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00810","","","","10","4","4","5","4","4.2","0.18","3","4.38","7.38","14","0.42","0.045","0.312857143","3.5","2.8","2.5","2","1.095","0.876","0.75","0.6","71.42857143","59.3495935","80","28","35","29.2","36.5","20","25","49.2","61.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00811","","","","5","1","5","5","5","1.34","0.08","2","1.42","3.42","6","0.268","0.08","0.236666667","1.2","1.2","1","1","0.284","0.284","0.4","0.4","83.33333333","41.52046784","100","8.933333333","8.933333333","9.466666667","9.466666667","13.33333333","13.33333333","22.8","22.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00812","","","","3","0","3","5","3","0.74","0","3","0.74","3.74","3","0.246666667","","0.246666667","1","0.6","1","0.6","0.246666667","0.148","1","0.6","100","19.78609626","60","4.933333333","8.222222222","4.933333333","8.222222222","20","33.33333333","24.93333333","41.55555556"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00813","","","","5","0","3","5","3","1.76","0","1","1.76","2.76","5","0.352","","0.352","1.666666667","1","1.666666667","1","0.586666667","0.352","0.333333333","0.2","100","63.76811594","60","11.73333333","19.55555556","11.73333333","19.55555556","6.666666667","11.11111111","18.4","30.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00814","","","","5","0","3","5","3","2.5","0","0.4","2.5","2.9","5","0.5","","0.5","1.666666667","1","1.666666667","1","0.833333333","0.5","0.133333333","0.08","100","86.20689655","60","16.66666667","27.77777778","16.66666667","27.77777778","2.666666667","4.444444444","19.33333333","32.22222222"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00815","","","","3","0","2","5","2","0.74","0","2","0.74","2.74","3","0.246666667","","0.246666667","1.5","0.6","1.5","0.6","0.37","0.148","1","0.4","100","27.00729927","40","4.933333333","12.33333333","4.933333333","12.33333333","13.33333333","33.33333333","18.26666667","45.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00816","","","","2","0","1","5","1","0.42","0","0","0.42","0.42","2","0.21","","0.21","2","0.4","2","0.4","0.42","0.084","0","0","100","100","20","2.8","14","2.8","14","0","0","2.8","14"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00817","","","","5","1","4","5","4","1.34","0.1","0","1.44","1.44","6","0.268","0.1","0.24","1.5","1.2","1.25","1","0.36","0.288","0","0","83.33333333","100","80","8.933333333","11.16666667","9.6","12","0","0","9.6","12"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00818","","","","0","","3","5","1","0","","2","","","","","","","","","0","0","","","0.666666667","0.4","","","60","0","0","","","13.33333333","22.22222222","",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00819","","","","7","4","5","5","5","3.94","0.24","3","4.18","7.18","11","0.562857143","0.06","0.38","2.2","2.2","1.4","1.4","0.836","0.836","0.6","0.6","63.63636364","58.21727019","100","26.26666667","26.26666667","27.86666667","27.86666667","20","20","47.86666667","47.86666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00820","","","","9","2","4","5","4","2.6","0.14","0.4","2.74","3.14","11","0.288888889","0.07","0.249090909","2.75","2.2","2.25","1.8","0.685","0.548","0.1","0.08","81.81818182","87.2611465","80","17.33333333","21.66666667","18.26666667","22.83333333","2.666666667","3.333333333","20.93333333","26.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00821","","","","6","2","4","5","4","1.98","0.12","2","2.1","4.1","8","0.33","0.06","0.2625","2","1.6","1.5","1.2","0.525","0.42","0.5","0.4","75","51.2195122","80","13.2","16.5","14","17.5","13.33333333","16.66666667","27.33333333","34.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00822","","","","5","5","3","5","3","1.24","0.22","3","1.46","4.46","10","0.248","0.044","0.146","3.333333333","2","1.666666667","1","0.486666667","0.292","1","0.6","50","32.73542601","60","8.266666667","13.77777778","9.733333333","16.22222222","20","33.33333333","29.73333333","49.55555556"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00823","","","","7","0","5","5","5","1.28","0","0.4","1.28","1.68","7","0.182857143","","0.182857143","1.4","1.4","1.4","1.4","0.256","0.256","0.08","0.08","100","76.19047619","100","8.533333333","8.533333333","8.533333333","8.533333333","2.666666667","2.666666667","11.2","11.2"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00824","","","","13","1","5","5","5","4.54","0.08","1","4.62","5.62","14","0.349230769","0.08","0.33","2.8","2.8","2.6","2.6","0.924","0.924","0.2","0.2","92.85714286","82.20640569","100","30.26666667","30.26666667","30.8","30.8","6.666666667","6.666666667","37.46666667","37.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00825","","","","8","2","4","5","4","3.08","0.12","3","3.2","6.2","10","0.385","0.06","0.32","2.5","2","2","1.6","0.8","0.64","0.75","0.6","80","51.61290323","80","20.53333333","25.66666667","21.33333333","26.66666667","20","25","41.33333333","51.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00826","","","","4","3","4","5","4","2.24","0.1","3","2.34","5.34","7","0.56","0.033333333","0.334285714","1.75","1.4","1","0.8","0.585","0.468","0.75","0.6","57.14285714","43.82022472","80","14.93333333","18.66666667","15.6","19.5","20","25","35.6","44.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00827","","","","11","7","5","5","5","2.18","0.24","2","2.42","4.42","18","0.198181818","0.034285714","0.134444444","3.6","3.6","2.2","2.2","0.484","0.484","0.4","0.4","61.11111111","54.75113122","100","14.53333333","14.53333333","16.13333333","16.13333333","13.33333333","13.33333333","29.46666667","29.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00828","","","","14","11","5","5","4","3.76","0.78","3","4.54","7.54","25","0.268571429","0.070909091","0.1816","5","5","2.8","2.8","0.908","0.908","0.6","0.6","56","60.21220159","100","25.06666667","25.06666667","30.26666667","30.26666667","20","20","50.26666667","50.26666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00829","","","","3","1","2","5","1","2.38","0.08","2","2.46","4.46","4","0.793333333","0.08","0.615","2","0.8","1.5","0.6","1.23","0.492","1","0.4","75","55.15695067","40","15.86666667","39.66666667","16.4","41","13.33333333","33.33333333","29.73333333","74.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00830","","","","8","2","5","5","5","2.78","0.06","2","2.84","4.84","10","0.3475","0.03","0.284","2","2","1.6","1.6","0.568","0.568","0.4","0.4","80","58.67768595","100","18.53333333","18.53333333","18.93333333","18.93333333","13.33333333","13.33333333","32.26666667","32.26666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00831","","","","12","7","5","5","5","5.04","0.28","0.5","5.32","5.82","19","0.42","0.04","0.28","3.8","3.8","2.4","2.4","1.064","1.064","0.1","0.1","63.15789474","91.40893471","100","33.6","33.6","35.46666667","35.46666667","3.333333333","3.333333333","38.8","38.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00832","","","","2","3","5","5","3","0.34","0.1","0.4","0.44","0.84","5","0.17","0.033333333","0.088","1","1","0.4","0.4","0.088","0.088","0.08","0.08","40","52.38095238","100","2.266666667","2.266666667","2.933333333","2.933333333","2.666666667","2.666666667","5.6","5.6"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00833","","","","8","3","5","5","3","2.4","0.12","0.5","2.52","3.02","11","0.3","0.04","0.229090909","2.2","2.2","1.6","1.6","0.504","0.504","0.1","0.1","72.72727273","83.44370861","100","16","16","16.8","16.8","3.333333333","3.333333333","20.13333333","20.13333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00834","","","","11","3","5","5","5","1.86","0.04","3","1.9","4.9","14","0.169090909","0.013333333","0.135714286","2.8","2.8","2.2","2.2","0.38","0.38","0.6","0.6","78.57142857","38.7755102","100","12.4","12.4","12.66666667","12.66666667","20","20","32.66666667","32.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00901","","","","9","4","5","5","5","2.84","0.18","0.4","3.02","3.42","13","0.315555556","0.045","0.232307692","2.6","2.6","1.8","1.8","0.604","0.604","0.08","0.08","69.23076923","88.30409357","100","18.93333333","18.93333333","20.13333333","20.13333333","2.666666667","2.666666667","22.8","22.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00902","","","","7","5","5","5","5","2.1","0.1","1","2.2","3.2","12","0.3","0.02","0.183333333","2.4","2.4","1.4","1.4","0.44","0.44","0.2","0.2","58.33333333","68.75","100","14","14","14.66666667","14.66666667","6.666666667","6.666666667","21.33333333","21.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00903","","","","10","4","4","5","3","1.19","0.18","0.4","1.37","1.77","14","0.119","0.045","0.097857143","3.5","2.8","2.5","2","0.3425","0.274","0.1","0.08","71.42857143","77.40112994","80","7.933333333","9.916666667","9.133333333","11.41666667","2.666666667","3.333333333","11.8","14.75"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00904","","","","8","3","4","5","4","2.12","0.18","0.4","2.3","2.7","11","0.265","0.06","0.209090909","2.75","2.2","2","1.6","0.575","0.46","0.1","0.08","72.72727273","85.18518519","80","14.13333333","17.66666667","15.33333333","19.16666667","2.666666667","3.333333333","18","22.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00905","","","","11","3","5","5","5","3.2","0.1","1","3.3","4.3","14","0.290909091","0.033333333","0.235714286","2.8","2.8","2.2","2.2","0.66","0.66","0.2","0.2","78.57142857","76.74418605","100","21.33333333","21.33333333","22","22","6.666666667","6.666666667","28.66666667","28.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00906","","","","8","0","5","5","4","1.28","0","2","1.28","3.28","8","0.16","","0.16","1.6","1.6","1.6","1.6","0.256","0.256","0.4","0.4","100","39.02439024","100","8.533333333","8.533333333","8.533333333","8.533333333","13.33333333","13.33333333","21.86666667","21.86666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00907","","","","13","5","4","5","4","2.71","0.18","0.5","2.89","3.39","18","0.208461538","0.036","0.160555556","4.5","3.6","3.25","2.6","0.7225","0.578","0.125","0.1","72.22222222","85.25073746","80","18.06666667","22.58333333","19.26666667","24.08333333","3.333333333","4.166666667","22.6","28.25"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00908","","","","6","0","4","5","4","1.18","0","1","1.18","2.18","6","0.196666667","","0.196666667","1.5","1.2","1.5","1.2","0.295","0.236","0.25","0.2","100","54.12844037","80","7.866666667","9.833333333","7.866666667","9.833333333","6.666666667","8.333333333","14.53333333","18.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00909","","","","9","3","4","5","3","2.13","0.1","2","2.23","4.23","12","0.236666667","0.033333333","0.185833333","3","2.4","2.25","1.8","0.5575","0.446","0.5","0.4","75","52.71867612","80","14.2","17.75","14.86666667","18.58333333","13.33333333","16.66666667","28.2","35.25"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00910","","","","8","2","3","5","3","2.12","0.18","1","2.3","3.3","10","0.265","0.09","0.23","3.333333333","2","2.666666667","1.6","0.766666667","0.46","0.333333333","0.2","80","69.6969697","60","14.13333333","23.55555556","15.33333333","25.55555556","6.666666667","11.11111111","22","36.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00911","","","","10","4","3","5","3","1.28","0.1","0.5","1.38","1.88","14","0.128","0.025","0.098571429","4.666666667","2.8","3.333333333","2","0.46","0.276","0.166666667","0.1","71.42857143","73.40425532","60","8.533333333","14.22222222","9.2","15.33333333","3.333333333","5.555555556","12.53333333","20.88888889"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00912","","","","8","3","3","5","2","1.18","0.1","2","1.28","3.28","11","0.1475","0.033333333","0.116363636","3.666666667","2.2","2.666666667","1.6","0.426666667","0.256","0.666666667","0.4","72.72727273","39.02439024","60","7.866666667","13.11111111","8.533333333","14.22222222","13.33333333","22.22222222","21.86666667","36.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00913","","","","11","4","5","5","5","3.27","0.18","1","3.45","4.45","15","0.297272727","0.045","0.23","3","3","2.2","2.2","0.69","0.69","0.2","0.2","73.33333333","77.52808989","100","21.8","21.8","23","23","6.666666667","6.666666667","29.66666667","29.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00914","","","","9","2","4","5","4","2.21","0.1","1","2.31","3.31","11","0.245555556","0.05","0.21","2.75","2.2","2.25","1.8","0.5775","0.462","0.25","0.2","81.81818182","69.78851964","80","14.73333333","18.41666667","15.4","19.25","6.666666667","8.333333333","22.06666667","27.58333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00915","","","","13","5","3","5","3","2.19","0.18","0.5","2.37","2.87","18","0.168461538","0.036","0.131666667","6","3.6","4.333333333","2.6","0.79","0.474","0.166666667","0.1","72.22222222","82.57839721","60","14.6","24.33333333","15.8","26.33333333","3.333333333","5.555555556","19.13333333","31.88888889"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00916","","","","8","3","4","5","4","1.12","0.1","1","1.22","2.22","11","0.14","0.033333333","0.110909091","2.75","2.2","2","1.6","0.305","0.244","0.25","0.2","72.72727273","54.95495495","80","7.466666667","9.333333333","8.133333333","10.16666667","6.666666667","8.333333333","14.8","18.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00917","","","","14","3","5","5","5","3.41","0.18","1","3.59","4.59","17","0.243571429","0.06","0.211176471","3.4","3.4","2.8","2.8","0.718","0.718","0.2","0.2","82.35294118","78.21350763","100","22.73333333","22.73333333","23.93333333","23.93333333","6.666666667","6.666666667","30.6","30.6"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00918","","","","5","0","2","5","2","1.18","0","1","1.18","2.18","5","0.236","","0.236","2.5","1","2.5","1","0.59","0.236","0.5","0.2","100","54.12844037","40","7.866666667","19.66666667","7.866666667","19.66666667","6.666666667","16.66666667","14.53333333","36.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00923","","","","8","2","4","5","3","1.12","0.1","1","1.22","2.22","10","0.14","0.05","0.122","2.5","2","2","1.6","0.305","0.244","0.25","0.2","80","54.95495495","80","7.466666667","9.333333333","8.133333333","10.16666667","6.666666667","8.333333333","14.8","18.5"
