"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00054","","","","","","0","13","10","10","10","4","3","1","","","2","2","2","7","1","4","0","0.6","7","0.6","7.6","13","","0.046153846","0.046153846","1.3","1.3","0","0","0.06","0.06","0.7","0.7","0","7.894736842","100","","","0","0","2","2","23.33333333","23.33333333","","","25.33333333","25.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00055","","","","17.17","50.65","18","31","10","10","10","10","4","2","7","3","2","6","6","6","6","6","3.5","1.3","2","4.8","6.8","49","0.194444444","0.041935484","0.097959184","4.9","4.9","1.8","1.8","0.48","0.48","0.2","0.2","36.73469388","70.58823529","100","33.89930898","1.627166831","11.66666667","11.66666667","16","16","6.666666667","6.666666667","5.423889437","5.423889437","22.66666667","22.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00056","","","","","","7","19","10","10","10","10","2","2","","","2","5","4","5","1","5","1.1","1","1.8","2.1","3.9","26","0.157142857","0.052631579","0.080769231","2.6","2.6","0.7","0.7","0.21","0.21","0.18","0.18","26.92307692","53.84615385","100","","","3.666666667","3.666666667","7","7","6","6","","","13","13"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00057","","","","","","0","2","5","5","10","2","2","1","","","1","2","1","3","9","8","0","0.1","1.4","0.1","1.5","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.28","0.14","0","6.666666667","50","","","0","0","0.333333333","0.666666667","4.666666667","9.333333333","","","5","10"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00058","","","","","","9","14","10","10","10","10","3","1","","","2","5","6","8","1","4","2","1","7","3","10","23","0.222222222","0.071428571","0.130434783","2.3","2.3","0.9","0.9","0.3","0.3","0.7","0.7","39.13043478","30","100","","","6.666666667","6.666666667","10","10","23.33333333","23.33333333","","","33.33333333","33.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00059","","","","21.67","50.75","20","12","10","10","10","10","1","2","4","5","2","5","8","6","1","5","6.7","0.8","5.2","7.5","12.7","32","0.335","0.066666667","0.234375","3.2","3.2","2","2","0.75","0.75","0.52","0.52","62.5","59.05511811","100","42.69950739","3.202463054","22.33333333","22.33333333","25","25","17.33333333","17.33333333","10.67487685","10.67487685","42.33333333","42.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00006","","","","","","0","0","4","4","10","0","","","","","","","","","9","","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","40","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00060","","","","","","2","8","6","6","10","5","2","1","","","1","4","3","7","5","4","0.3","0.3","9.4","0.6","10","10","0.15","0.0375","0.06","1.666666667","1","0.333333333","0.2","0.1","0.06","1.566666667","0.94","20","6","60","","","1","1.666666667","2","3.333333333","31.33333333","52.22222222","","","33.33333333","55.55555556"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00061","","","","17.76","50.42","20","10","10","10","10","10","3","2","6","6","2","6","7","5","1","6","4.3","0.6","1.6","4.9","6.5","30","0.215","0.06","0.163333333","3","3","2","2","0.49","0.49","0.16","0.16","66.66666667","75.38461538","100","35.22411741","1.725981753","14.33333333","14.33333333","16.33333333","16.33333333","5.333333333","5.333333333","5.753272511","5.753272511","21.66666667","21.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00062","","","","","","0","0","10","10","10","0","","","","","","","","2","9","8","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","100","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00063","","","","","","2","4","7","7","10","1","2","1","","","1","3","5","9","1","4","0.5","0.3","11","0.8","11.8","6","0.25","0.075","0.133333333","0.857142857","0.6","0.285714286","0.2","0.114285714","0.08","1.571428571","1.1","33.33333333","6.779661017","70","","","1.666666667","2.380952381","2.666666667","3.80952381","36.66666667","52.38095238","","","39.33333333","56.19047619"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00064","","","","","","0","20","9","9","10","6","4","1","","","2","4","2","5","8","7","0","1","2.2","1","3.2","20","","0.05","0.05","2.222222222","2","0","0","0.111111111","0.1","0.244444444","0.22","0","31.25","90","","","0","0","3.333333333","3.703703704","7.333333333","8.148148148","","","10.66666667","11.85185185"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00065","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00066","","","","","","0","16","9","9","10","7","2","1","","","2","3","2","4","8","7","0","0.6","0.4","0.6","1","16","","0.0375","0.0375","1.777777778","1.6","0","0","0.066666667","0.06","0.044444444","0.04","0","60","90","","","0","0","2","2.222222222","1.333333333","1.481481481","","","3.333333333","3.703703704"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00067","","","","","","3","20","9","9","10","7","5","2","","","2","5","3","8","4","4","0.5","0.7","11.6","1.2","12.8","23","0.166666667","0.035","0.052173913","2.555555556","2.3","0.333333333","0.3","0.133333333","0.12","1.288888889","1.16","13.04347826","9.375","90","","","1.666666667","1.851851852","4","4.444444444","38.66666667","42.96296296","","","42.66666667","47.40740741"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00068","","","","12.44","50.45","20","14","6","6","10","6","1","3","8","6","3","6","7","6","6","4","4.2","1.2","4.1","5.4","9.5","34","0.21","0.085714286","0.158823529","5.666666667","3.4","3.333333333","2","0.9","0.54","0.683333333","0.41","58.82352941","56.84210526","60","24.6580773","1.331536174","14","23.33333333","18","30","13.66666667","22.77777778","4.438453915","7.397423191","31.66666667","52.77777778"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00069","","","","21.18","50.42","5","10","7","7","10","6","3","2","5","3","2","5","4","8","1","4","1","0.8","7","1.8","8.8","15","0.2","0.08","0.12","2.142857143","1.5","0.714285714","0.5","0.257142857","0.18","1","0.7","33.33333333","20.45454545","70","42.00714002","0.75612852","3.333333333","4.761904762","6","8.571428571","23.33333333","33.33333333","2.520428401","3.600612002","29.33333333","41.9047619"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00007","","","","20.1","50.4","8","3","9","9","10","4","3","2","4","3","1","5","6","6","6","6","2","0.2","6.2","2.2","8.4","11","0.25","0.066666667","0.2","1.222222222","1.1","0.888888889","0.8","0.244444444","0.22","0.688888889","0.62","72.72727273","26.19047619","90","39.88095238","0.877380952","6.666666667","7.407407407","7.333333333","8.148148148","20.66666667","22.96296296","2.924603175","3.249559083","28","31.11111111"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00070","","","","","","2","14","6","6","10","5","2","1","","","2","4","3","7","5","5","0.3","0.7","1","1","2","16","0.15","0.05","0.0625","2.666666667","1.6","0.333333333","0.2","0.166666667","0.1","0.166666667","0.1","12.5","50","60","","","1","1.666666667","3.333333333","5.555555556","3.333333333","5.555555556","","","6.666666667","11.11111111"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00071","","","","","","2","14","8","8","10","7","2","1","","","2","6","3","5","4","6","0.4","3.6","1","4","5","16","0.2","0.257142857","0.25","2","1.6","0.25","0.2","0.5","0.4","0.125","0.1","12.5","80","80","","","1.333333333","1.666666667","13.33333333","16.66666667","3.333333333","4.166666667","","","16.66666667","20.83333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00072","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00073","","","","","","0","0","3","3","10","0","","","","","","","","6","7","4","0","0","3","0","3","0","","","","0","0","0","0","0","0","1","0.3","","0","30","","","0","0","0","0","10","33.33333333","","","10","33.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00074","","","","16.7","50.6","12","38","7","7","10","6","2","2","3","4","2","5","4","7","4","4","2.2","2.6","5.2","4.8","10","50","0.183333333","0.068421053","0.096","7.142857143","5","1.714285714","1.2","0.685714286","0.48","0.742857143","0.52","24","48","70","33.00395257","1.584189723","7.333333333","10.47619048","16","22.85714286","17.33333333","24.76190476","5.280632411","7.543760587","33.33333333","47.61904762"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00075","","","","17.99","50.55","2","14","6","6","10","4","1","1","7","5","2","4","3","5","7","6","3.4","0.5","1","3.9","4.9","16","1.7","0.035714286","0.24375","2.666666667","1.6","0.333333333","0.2","0.65","0.39","0.166666667","0.1","12.5","79.59183673","60","35.58852621","1.387952522","11.33333333","18.88888889","13","21.66666667","3.333333333","5.555555556","4.626508408","7.710847346","16.33333333","27.22222222"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00076","","","","","","2","12","10","10","10","4","3","2","","","2","3","2","5","4","6","0.3","0.4","3.1","0.7","3.8","14","0.15","0.033333333","0.05","1.4","1.4","0.2","0.2","0.07","0.07","0.31","0.31","14.28571429","18.42105263","100","","","1","1","2.333333333","2.333333333","10.33333333","10.33333333","","","12.66666667","12.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00077","","","","","","0","0","5","5","10","0","","","","","","","","3","9","8","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","50","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00078","","","","","","0","13","6","6","10","4","5","1","","","1","3","1","4","6","6","0","0.5","6","0.5","6.5","13","","0.038461538","0.038461538","2.166666667","1.3","0","0","0.083333333","0.05","1","0.6","0","7.692307692","60","","","0","0","1.666666667","2.777777778","20","33.33333333","","","21.66666667","36.11111111"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00079","","","","","","0","8","3","3","10","1","2","1","","","1","3","1","3","9","8","0","0.2","1","0.2","1.2","8","","0.025","0.025","2.666666667","0.8","0","0","0.066666667","0.02","0.333333333","0.1","0","16.66666667","30","","","0","0","0.666666667","2.222222222","3.333333333","11.11111111","","","4","13.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00008","","","","","","0","18","9","9","10","6","3","1","","","1","4","3","4","7","7","0","0.7","1.6","0.7","2.3","18","","0.038888889","0.038888889","2","1.8","0","0","0.077777778","0.07","0.177777778","0.16","0","30.43478261","90","","","0","0","2.333333333","2.592592593","5.333333333","5.925925926","","","7.666666667","8.518518519"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00080","","","","22.52","50.42","10","10","10","10","10","9","1","1","5","3","2","4","7","9","1","4","2.7","0.8","11","3.5","14.5","20","0.27","0.08","0.175","2","2","1","1","0.35","0.35","1.1","1.1","50","24.13793103","100","44.66481555","1.563268544","9","9","11.66666667","11.66666667","36.66666667","36.66666667","5.210895147","5.210895147","48.33333333","48.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00081","","","","20.44","50.41","16","27","10","10","10","10","2","1","9","9","1","6","6","5","1","5","3","1.7","3","4.7","7.7","43","0.1875","0.062962963","0.109302326","4.3","4.3","1.6","1.6","0.47","0.47","0.3","0.3","37.20930233","61.03896104","100","40.54751041","1.905732989","10","10","15.66666667","15.66666667","10","10","6.352443298","6.352443298","25.66666667","25.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00082","","","","","","0","0","2","2","10","0","","","","","","","","5","9","4","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.6","0.12","","0","20","","","0","0","0","0","4","20","","","4","20"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00083","","","","","","0","6","8","8","10","3","2","1","","","1","5","3","5","6","5","0","0.6","4.6","0.6","5.2","6","","0.1","0.1","0.75","0.6","0","0","0.075","0.06","0.575","0.46","0","11.53846154","80","","","0","0","2","2.5","15.33333333","19.16666667","","","17.33333333","21.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00084","","","","","","0","0","4","4","10","0","","","","","","","","5","7","7","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.15","0.06","","0","40","","","0","0","0","0","2","5","","","2","5"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00085","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00086","","","","","","2","6","10","10","10","4","4","1","","","2","4","2","3","9","8","0.3","0.4","2","0.7","2.7","8","0.15","0.066666667","0.0875","0.8","0.8","0.2","0.2","0.07","0.07","0.2","0.2","25","25.92592593","100","","","1","1","2.333333333","2.333333333","6.666666667","6.666666667","","","9","9"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00087","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00088","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00089","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00009","","","","","","0","3","6","6","10","2","2","1","","","1","3","2","3","9","8","0","0.2","0.4","0.2","0.6","3","","0.066666667","0.066666667","0.5","0.3","0","0","0.033333333","0.02","0.066666667","0.04","0","33.33333333","60","","","0","0","0.666666667","1.111111111","1.333333333","2.222222222","","","2","3.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00090","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00091","","","","20.23","50.15","11","20","8","8","10","8","2","2","5","3","1","6","8","8","1","3","3","1.2","6.8","4.2","11","31","0.272727273","0.06","0.135483871","3.875","3.1","1.375","1.1","0.525","0.42","0.85","0.68","35.48387097","38.18181818","80","40.33898305","1.694237288","10","12.5","14","17.5","22.66666667","28.33333333","5.647457627","7.059322034","36.66666667","45.83333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00092","","","","","","0","10","5","5","10","3","4","1","","","1","4","3","6","5","5","0","0.7","5.8","0.7","6.5","10","","0.07","0.07","2","1","0","0","0.14","0.07","1.16","0.58","0","10.76923077","50","","","0","0","2.333333333","4.666666667","19.33333333","38.66666667","","","21.66666667","43.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00093","","","","","","0","0","1","1","10","0","","","","","","","","7","4","4","0","0","4","0","4","0","","","","0","0","0","0","0","0","4","0.4","","0","10","","","0","0","0","0","13.33333333","133.3333333","","","13.33333333","133.3333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00094","","","","","","0","10","6","6","10","6","4","2","","","2","3","2","6","8","7","0","0.4","1.8","0.4","2.2","10","","0.04","0.04","1.666666667","1","0","0","0.066666667","0.04","0.3","0.18","0","18.18181818","60","","","0","0","1.333333333","2.222222222","6","10","","","7.333333333","12.22222222"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00095","","","","","","5","12","5","5","10","5","2","1","","","1","4","3","4","5","5","0.6","0.6","2.6","1.2","3.8","17","0.12","0.05","0.070588235","3.4","1.7","1","0.5","0.24","0.12","0.52","0.26","29.41176471","31.57894737","50","","","2","4","4","8","8.666666667","17.33333333","","","12.66666667","25.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00096","","","","","","0","11","10","10","10","10","4","1","","","1","2","1","4","8","7","0","0.4","1.2","0.4","1.6","11","","0.036363636","0.036363636","1.1","1.1","0","0","0.04","0.04","0.12","0.12","0","25","100","","","0","0","1.333333333","1.333333333","4","4","","","5.333333333","5.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00097","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00098","","","","","","4","11","6","6","10","5","2","1","","","2","6","6","7","5","4","1","0.5","2.8","1.5","4.3","15","0.25","0.045454545","0.1","2.5","1.5","0.666666667","0.4","0.25","0.15","0.466666667","0.28","26.66666667","34.88372093","60","","","3.333333333","5.555555556","5","8.333333333","9.333333333","15.55555556","","","14.33333333","23.88888889"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00099","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
