"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00001","","","","3","0","1.2783999","0.716414","18.1","50.44","0.392498","1.400919","2.554106","3.658463","20.341156","1","30","30","30","30","69","44","1","2","1.7306139","2","57.3035431","77.1133347","4","35.88421887","4","3","18.6353607","9.9548292","2","17","1.9","15.5","18.9","34.4","113","0.246376812","0.043181818","0.167256637","3.766666667","2.3","0.63","0.516666667","61.0619469","54.94186047","6.782117367","18.88888889","21","17.22222222","7.535685964","38.22222222","3.766666667","2.3","0.63","0.516666667","100","18.88888889","21","17.22222222","7.535685964","38.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00010","","","","3","0","1.258617","0.570312","23.29","50.14","0.442087","0.126214","1.788299","2.166306","13.9065228","1","30","30","30","30","31","26","3","7","1.551172","1","63.2718163","82.0646744","3","46.44994017","2","1","16.1119995","13.7596455","3","11.7","1.7","25","13.4","38.4","57","0.377419355","0.065384615","0.235087719","1.9","1.033333333","0.446666667","0.833333333","54.38596491","34.89583333","6.224291982","13","14.88888889","27.77777778","6.91587998","42.66666667","1.9","1.033333333","0.446666667","0.833333333","100","13","14.88888889","27.77777778","6.91587998","42.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00100","","","","3","0","0.875707","0.715115","21.63","50.1","1.066275","0.473664","2.300642","2.6296761","19.4589081","3","30","30","30","30","122","78","4","8","2.694881","1","56.6550865","77.2596512","","43.17365269","4","3","20.6975632","14.5181541","3","24.5","3.3","25","27.8","52.8","200","0.200819672","0.042307692","0.139","6.666666667","4.066666667","0.926666667","0.833333333","61","52.65151515","12.00227545","27.22222222","30.88888889","27.77777778","13.33586161","58.66666667","6.666666667","4.066666667","0.926666667","0.833333333","100","27.22222222","30.88888889","27.77777778","13.33586161","58.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00101","","","","3","0","1.269477","0.752223","18","50.12","1.350948","0.275474","2.995435","2.4854219","10.0190182","1","30","30","27","27","58","17","6","6","2.3241861","1","54.2709465","77.2533569","","35.91380686","3","3","19.7301712","14.1120396","3","10","1","23","11","34","75","0.172413793","0.058823529","0.146666667","2.777777778","2.148148148","0.407407407","0.851851852","77.33333333","32.35294118","3.950518755","12.34567901","13.58024691","28.39506173","4.877183648","41.97530864","2.5","1.933333333","0.366666667","0.766666667","90","11.11111111","12.22222222","25.55555556","4.389465283","37.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00102","","","","3","0","1.3084871","0.801022","19.27","50.68","0","0","2.29601","1.910656","19.5820866","3","30","26","20","20","60","22","6","3","2.2140479","2","54.4760323","76.6018372","","38.02288871","1","3","21.7241211","14.5113335","1","10.4","0.7","17","11.1","28.1","82","0.173333333","0.031818182","0.135365854","4.1","3","0.555","0.85","73.17073171","39.50177936","4.220540647","17.33333333","18.5","28.33333333","7.034234412","46.83333333","2.733333333","2","0.37","0.566666667","66.66666667","11.55555556","12.33333333","18.88888889","4.689489608","31.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00103","","","","3","0","1.0239","0.726593","20.71","50.11","0.579191","1.548388","1.923807","3.8789461","24.7562752","1","30","30","26","26","32","11","4","5","2.1166739","1","57.2445335","76.8065643","","41.32907603","3","3","19.4966507","11.5353165","1","7.3","0.6","27","7.9","34.9","43","0.228125","0.054545455","0.18372093","1.653846154","1.230769231","0.303846154","1.038461538","74.41860465","22.63610315","3.264997007","9.358974359","10.12820513","34.61538462","4.185893598","44.74358974","1.433333333","1.066666667","0.263333333","0.9","86.66666667","8.111111111","8.777777778","30","3.627774452","38.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00104","","","","3","0","0.848577","0.643974","22.31","50.49","0.965042","0.383455","2.4996769","2.6457131","20.2716866","1","30","30","30","30","115","33","3","6","1.8925951","1","57.4862938","80.3955612","","44.18696772","2","3","17.3691025","13.3114204","1","25.5","1.5","15","27","42","148","0.22173913","0.045454545","0.182432432","4.933333333","3.833333333","0.9","0.5","77.7027027","64.28571429","11.93048128","28.33333333","30","16.66666667","13.25609031","46.66666667","4.933333333","3.833333333","0.9","0.5","100","28.33333333","30","16.66666667","13.25609031","46.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00105","","","","3","0","1.049291","0.811523","18.63","50.41","","0.737464","","3.1845379","","1","30","7","5","5","14","4","1","7","2.3118441","1","","76.942543","","36.95695299","2","1","","13.719101","2","5","0.3","10.5","5.3","15.8","18","0.357142857","0.075","0.294444444","3.6","2.8","1.06","2.1","77.77777778","33.5443038","1.958718508","33.33333333","35.33333333","70","13.05812339","105.3333333","0.6","0.466666667","0.176666667","0.35","16.66666667","5.555555556","5.888888889","11.66666667","2.176353898","17.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00106","","","","3","0","1.086301","0.611942","18.99","50.11","0.818531","0.665183","2.5669219","2.4862261","10.9410954","1","30","27","25","21","33","9","5","3","2.376152","1","55.286911","74.4711609","","37.89662742","5","3","20.0477142","14.1876268","3","5.8","0.3","27","6.1","33.1","42","0.175757576","0.033333333","0.145238095","1.68","1.32","0.244","1.08","78.57142857","18.42900302","2.311694273","7.733333333","8.133333333","36","3.08225903","44.13333333","1.4","1.1","0.203333333","0.9","83.33333333","6.444444444","6.777777778","30","2.568549192","36.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00107","","","","1","0","1.136235","0.650127","19.96","50.41","0.385262","1.511919","2.2425611","3.923754","21.5689545","1","30","30","24","23","34","15","2","6","2.453764","1","54.3329926","75.4790421","","39.59531839","5","1","22.6960831","10.3883858","3","9.1","1.4","33","10.5","43.5","49","0.267647059","0.093333333","0.214285714","2.041666667","1.416666667","0.4375","1.375","69.3877551","24.13793103","4.157508431","12.63888889","14.58333333","45.83333333","5.774317265","60.41666667","1.633333333","1.133333333","0.35","1.1","80","10.11111111","11.66666667","36.66666667","4.619453812","48.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00108","","","","3","0","1.016946","0.727693","20.4","50.32","0.675194","0.782592","2.0979321","3.022079","23.6605701","3","30","30","30","30","61","17","4","3","2.6229041","1","57.5137215","78.4650269","","40.54054054","4","1","20.2590561","11.8542271","3","13.18","0.8","47","13.98","60.98","78","0.216065574","0.047058824","0.179230769","2.6","2.033333333","0.466","1.566666667","78.20512821","22.92554936","5.667567568","14.64444444","15.53333333","52.22222222","6.297297297","67.75555556","2.6","2.033333333","0.466","1.566666667","100","14.64444444","15.53333333","52.22222222","6.297297297","67.75555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00109","","","","5","0","1.0583349","0.595373","23.32","50.06","0.858273","0","2.2951479","1.525381","20.9206295","1","30","30","23","23","37","21","4","2","1.7014329","1","57.0957375","80.631012","","46.58409908","5","3","20.7782288","12.1725655","3","6.05","1","28","7.05","35.05","58","0.163513514","0.047619048","0.121551724","2.52173913","1.608695652","0.306521739","1.217391304","63.79310345","20.11412268","3.284178985","8.768115942","10.2173913","40.57971014","4.759679689","50.79710145","1.933333333","1.233333333","0.235","0.933333333","76.66666667","6.722222222","7.833333333","31.11111111","3.649087761","38.94444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00011","","","","3","","","","","49.81","0.562626","","3.026777","","25.9373589","1","30","29","18","17","35","29","","","","1","53.5865669","","8","","2","1","21.3328629","","3","11.2","1.5","25","12.7","37.7","64","0.32","0.051724138","0.1984375","3.555555556","1.944444444","0.705555556","1.388888889","54.6875","33.68700265","","20.74074074","23.51851852","46.2962963","","69.81481481","2.133333333","1.166666667","0.423333333","0.833333333","60","12.44444444","14.11111111","27.77777778","","41.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00110","","","","1","","","","","","","","","","","1","30","11","9","1","0","6","","","","1","","","","","5","7","","","6","0","0.26","6","0.26","6.26","6","","0.043333333","0.043333333","0.666666667","0","0.028888889","0.666666667","0","4.153354633","","0","0.962962963","22.22222222","","23.18518519","0.2","0","0.008666667","0.2","30","0","0.288888889","6.666666667","","6.955555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00111","","","","5","24.0428734","2.1314459","1.234684","15.25","50.15","0.157526","0","4.4871669","1.765618","13.8729706","3","30","22","13","13","17","7","8","5","4.5324898","5","46.9507141","64.5365524","","30.40877368","4","3","27.5918045","17.7919559","4","2.6","0.26","2.5","2.86","5.36","24","0.152941176","0.037142857","0.119166667","1.846153846","1.307692308","0.22","0.192307692","70.83333333","53.35820896","0.869690927","6.666666667","7.333333333","6.41025641","2.229976736","13.74358974","0.8","0.566666667","0.095333333","0.083333333","43.33333333","2.888888889","3.177777778","2.777777778","0.966323252","5.955555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00112","","","","3","0","0.963884","0.697886","22.8","50.2","0.81316","0","1.601808","1.717097","16.3228092","1","30","28","23","23","38","24","5","3","2.8298891","1","58.8723412","80.1803665","","45.41832669","1","1","18.3502731","13.8067503","4","9.3","1.04","12","10.34","22.34","62","0.244736842","0.043333333","0.166774194","2.695652174","1.652173913","0.449565217","0.52173913","61.29032258","46.28469114","4.69625498","13.47826087","14.98550725","17.39130435","6.806166638","32.37681159","2.066666667","1.266666667","0.344666667","0.4","76.66666667","10.33333333","11.48888889","13.33333333","5.218061089","24.82222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00113","","","","3","24.6581802","1.388871","0.77514","14.95","50.54","0.756519","1.525584","3.7567999","4.129848","16.5676556","1","30","27","25","25","73","22","6","6","2.2025321","1","51.1791344","70.3828278","","29.58053027","3","1","21.7599411","15.8000746","4","15","0.88","16.5","15.88","32.38","95","0.205479452","0.04","0.167157895","3.8","2.92","0.6352","0.66","76.84210526","49.0426189","4.697388207","20","21.17333333","22","6.263184276","43.17333333","3.166666667","2.433333333","0.529333333","0.55","83.33333333","16.66666667","17.64444444","18.33333333","5.21932023","35.97777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00114","","","","5","0","1.1413341","0.797161","21.68","50.58","1.263983","0","2.526402","2.074347","22.9933167","1","30","28","28","28","77","25","4","8","2.840363","1","56.3206024","77.5697098","","42.86279162","4","1","19.5806808","15.2192297","4","14.74","1.4","12","16.14","28.14","102","0.191428571","0.056","0.158235294","3.642857143","2.75","0.576428571","0.428571429","75.49019608","57.35607676","6.918054567","17.54761905","19.21428571","14.28571429","8.235779246","33.5","3.4","2.566666667","0.538","0.4","93.33333333","16.37777778","17.93333333","13.33333333","7.686727297","31.26666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00115","","","","1","","","","","50.01","0.555557","","2.6923161","","24.5758152","1","30","30","20","20","84","25","","","","1","55.8958511","","","","3","3","19.9960251","","5","12.2","0.7","11","12.9","23.9","109","0.145238095","0.028","0.118348624","5.45","4.2","0.645","0.55","77.06422018","53.9748954","","20.33333333","21.5","18.33333333","","39.83333333","3.633333333","2.8","0.43","0.366666667","66.66666667","13.55555556","14.33333333","12.22222222","","26.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00116","","","","3","0.0153618","1.38519","0.680055","17.33","50.51","0.698997","1.049141","2.8987319","2.994617","9.171545","1","30","30","28","28","104","40","4","7","2.309731","1","53.7801056","70.85495","","34.31003762","3","1","21.8759537","20.1863575","4","19.3","1.8","9","21.1","30.1","144","0.185576923","0.045","0.146527778","5.142857143","3.714285714","0.753571429","0.321428571","72.22222222","70.09966777","7.239417937","22.97619048","25.11904762","10.71428571","8.618354687","35.83333333","4.8","3.466666667","0.703333333","0.3","93.33333333","21.44444444","23.44444444","10","8.043797708","33.44444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00117","","","","5","","","","","","","","","","","1","30","13","4","1","5","0","","","","1","","","","","7","7","","","6","0.3","0","2","0.3","2.3","5","0.06","","0.06","1.25","1.25","0.075","0.5","100","13.04347826","","2.5","2.5","16.66666667","","19.16666667","0.166666667","0.166666667","0.01","0.066666667","13.33333333","0.333333333","0.333333333","2.222222222","","2.555555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00118","","","","5","0","0.914448","0.686148","20.23","50.34","0","1.2301019","2.4689","3.761035","23.22085","1","30","30","28","28","85","46","2","8","2.5452559","1","56.0518532","79.3397369","","40.18673023","3","5","22.5769424","12.804224","3","18.06","1.6","20","19.66","39.66","131","0.212470588","0.034782609","0.150076336","4.678571429","3.035714286","0.702142857","0.714285714","64.88549618","49.57135653","7.900711164","21.5","23.4047619","23.80952381","9.405608529","47.21428571","4.366666667","2.833333333","0.655333333","0.666666667","93.33333333","20.06666667","21.84444444","22.22222222","8.77856796","44.06666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00119","","","","5","0","0.985309","0.621449","18.79","50.22","1.025736","0.085737","1.911397","2.3287449","0","1","30","30","30","30","101","34","4","4","1.578648","3","66.3263931","77.2063217","","37.41537236","2","1","13.8794556","16.1435089","4","22.48","1.24","14","23.72","37.72","135","0.222574257","0.036470588","0.175703704","4.5","3.366666667","0.790666667","0.466666667","74.81481481","62.88441145","8.874926324","24.97777778","26.35555556","15.55555556","9.861029249","41.91111111","4.5","3.366666667","0.790666667","0.466666667","100","24.97777778","26.35555556","15.55555556","9.861029249","41.91111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00012","","","","3","0","1.090045","0.662925","17.49","49.76","0.876335","0.603642","2.763253","3.0323441","21.4865532","1","30","28","27","27","85","32","4","6","1.510849","1","55.7563629","81.0346527","4","35.14871383","2","1","20.4530182","13.9228849","3","24.3","1.7","22","26","48","117","0.285882353","0.053125","0.222222222","4.333333333","3.148148148","0.962962963","0.814814815","72.64957265","54.16666667","9.138665595","30","32.09876543","27.16049383","11.2823032","59.25925926","3.9","2.833333333","0.866666667","0.733333333","90","27","28.88888889","24.44444444","10.15407288","53.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00120","","","","5","0","2.087117","1.081746","16.77","50.35","0","0.689646","4.0433059","3.3101499","14.2448788","1","30","22","13","13","34","35","9","9","3.9223881","3","55.8142014","68.5516052","","33.30685204","3","3","10.9762268","10.3164577","4","7.3","2","7","9.3","16.3","69","0.214705882","0.057142857","0.134782609","5.307692308","2.615384615","0.715384615","0.538461538","49.27536232","57.05521472","3.097537239","18.71794872","23.84615385","17.94871795","7.942403178","41.79487179","2.3","1.133333333","0.31","0.233333333","43.33333333","8.111111111","10.33333333","7.777777778","3.441708044","18.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00121","","","","3","0","0.828088","0.667817","20.21","50.56","0.91785","0.685004","2.3187511","2.7636051","16.9488297","1","30","30","28","28","56","37","3","8","1.333433","1","57.7825394","76.3917313","","39.97231013","2","1","20.6933594","13.9515028","3","10.5","1.16","34","11.66","45.66","93","0.1875","0.031351351","0.125376344","3.321428571","2","0.416428571","1.214285714","60.21505376","25.53657468","4.660771361","12.5","13.88095238","40.47619048","5.548537334","54.35714286","3.1","1.866666667","0.388666667","1.133333333","93.33333333","11.66666667","12.95555556","37.77777778","5.178634845","50.73333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00122","","","","1","28.4319458","1.246695","0.550387","15.52","50.02","1.528042","4.768106","5.2449241","7.6234932","15.1452026","1","30","28","23","23","111","32","6","6","1.5438859","1","49.5775909","67.1668396","","31.02758896","6","1","22.0301743","12.2636919","3","42.5","1.4","30","43.9","73.9","143","0.382882883","0.04375","0.306993007","6.217391304","4.826086957","1.908695652","1.304347826","77.62237762","59.40460081","13.62111156","61.5942029","63.62318841","43.47826087","19.74074138","107.1014493","4.766666667","3.7","1.463333333","1","76.66666667","47.22222222","48.77777778","33.33333333","15.13456839","82.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00123","","","","3","0","1.23254","0.667858","20.02","50.11","0.516243","0.302864","2.2444789","1.743904","10.0736561","1","30","30","22","20","31","10","3","8","2.635288","1","57.7261696","75.117363","","39.95210537","3","1","19.4068451","15.4465761","4","9","0.7","28","9.7","37.7","41","0.290322581","0.07","0.236585366","1.863636364","1.409090909","0.440909091","1.272727273","75.6097561","25.72944297","3.875354221","13.63636364","14.6969697","42.42424242","5.871748819","57.12121212","1.366666667","1.033333333","0.323333333","0.933333333","73.33333333","10","10.77777778","31.11111111","4.305949134","41.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00013","","","","3","31.5941811","1.806657","0.930862","12.04","50.56","0.694019","2.506243","5.1262741","4.853662","15.0105762","1","30","24","18","17","35","37","7","3","1.716959","1","46.5986061","68.1329575","2","23.81329114","2","3","24.2919159","12.0280552","5","6.3","1.3","16","7.6","23.6","72","0.18","0.035135135","0.105555556","4","1.944444444","0.422222222","0.888888889","48.61111111","32.20338983","1.809810127","11.66666667","14.07407407","29.62962963","3.351500234","43.7037037","2.4","1.166666667","0.253333333","0.533333333","60","7","8.444444444","17.77777778","2.010900141","26.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00014","","","","3","35.9481392","1.695581","0.99892","11.9","49.76","1.857012","3.1373601","5.7962432","5.5379882","12.9739399","1","30","29","29","29","81","46","8","6","1.616684","1","46.1830025","63.7943649","2","23.914791","2","3","22.6665955","18.3527794","4","16.8","2.3","15","19.1","34.1","127","0.207407407","0.05","0.150393701","4.379310345","2.793103448","0.65862069","0.517241379","63.77952756","56.01173021","4.56772508","19.31034483","21.95402299","17.24137931","5.250258713","39.1954023","4.233333333","2.7","0.636666667","0.5","96.66666667","18.66666667","21.22222222","16.66666667","5.075250089","37.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00015","","","","5","0","1.303409","0.676221","18.47","50.21","0.437529","0","2.7770209","1.427426","21.0865154","3","30","28","26","26","39","22","3","2","1.671612","2","56.2544594","77.0189362","2","36.7855009","3","3","20.8303375","13.0368881","3","8.5","1.3","26.5","9.8","36.3","61","0.217948718","0.059090909","0.160655738","2.346153846","1.5","0.376923077","1.019230769","63.93442623","26.99724518","3.604979088","10.8974359","12.56410256","33.97435897","4.621768061","46.53846154","2.033333333","1.3","0.326666667","0.883333333","86.66666667","9.444444444","10.88888889","29.44444444","4.00553232","40.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00016","","","","1","0","1.238692","0.663619","17.43","50.45","0.807741","0.266446","2.7831941","2.0565341","19.6380806","1","30","30","29","29","107","77","5","8","1.491127","2","56.4309006","77.2295837","2","34.54905847","3","1","21.5786209","13.664526","2","29.1","3.7","37","32.8","69.8","184","0.271962617","0.048051948","0.17826087","6.344827586","3.689655172","1.131034483","1.275862069","58.15217391","46.99140401","11.33209118","33.44827586","37.70114943","42.52873563","13.02539216","80.22988506","6.133333333","3.566666667","1.093333333","1.233333333","96.66666667","32.33333333","36.44444444","41.11111111","12.59121242","77.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00017","","","","3","23.4875412","2.03438","1.006434","13.44","49.74","0.269604","0","4.919908","1.445532","19.9885693","3","30","21","17","17","37","41","8","5","3.3358121","2","48.1340866","66.6095123","3","27.02050663","3","3","25.4423904","17.239502","2","10.5","2.2","14","12.7","26.7","78","0.283783784","0.053658537","0.162820513","4.588235294","2.176470588","0.747058824","0.823529412","47.43589744","47.56554307","3.431604343","20.58823529","24.90196078","27.45098039","6.728635966","52.35294118","2.6","1.233333333","0.423333333","0.466666667","56.66666667","11.66666667","14.11111111","15.55555556","3.812893714","29.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00018","","","","5","5.2150612","1.5736361","0.742918","17.61","49.9","0.663561","0.474443","3.5087171","2.438467","16.7822819","1","30","24","17","15","12","20","6","8","2.27191","2","50.2840118","75.1949387","3","35.29058116","5","5","22.6821594","12.0915956","6","2.5","0.9","24","3.4","27.4","32","0.208333333","0.045","0.10625","1.882352941","0.705882353","0.2","1.411764706","37.5","12.40875912","1.19987976","4.901960784","6.666666667","47.05882353","2.352705411","53.7254902","1.066666667","0.4","0.113333333","0.8","56.66666667","2.777777778","3.777777778","26.66666667","1.333199733","30.44444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00019","","","","1","0","1.392328","0.708121","18.56","50.72","0.415197","0.718132","2.598877","3.4884479","27.2349739","1","30","30","27","27","93","84","1","8","1.721891","1","52.7074318","82.7615509","2","36.59305994","4","1","21.1008682","11.8524046","1","26.5","3.8","35","30.3","65.3","177","0.284946237","0.045238095","0.171186441","6.555555556","3.444444444","1.122222222","1.296296296","52.54237288","46.40122511","11.08769716","32.71604938","37.40740741","43.20987654","13.68851501","80.61728395","5.9","3.1","1.01","1.166666667","90","29.44444444","33.66666667","38.88888889","12.31966351","72.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00002","","","","5","31.018528","2.0441229","1.325043","15.81","50.14","0.31827","0","5.4275832","1.737132","18.129446","3","30","25","25","18","12","23","7","3","4.3898792","4","45.493576","71.6800766","3","31.53171121","5","5","27.5923462","15.3391666","6","1.66","1.8","1.5","3.46","4.96","35","0.138333333","0.07826087","0.098857143","1.4","0.48","0.1384","0.06","34.28571429","69.75806452","1.090997208","2.213333333","4.613333333","2","1.454662944","6.613333333","1.166666667","0.4","0.115333333","0.05","83.33333333","1.844444444","3.844444444","1.666666667","1.21221912","5.511111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00020","","","","3","0","1.2988451","0.778484","17.45","49.78","0.817427","0.175654","1.445083","2.1058469","19.4294987","3","30","30","23","23","50","21","5","3","1.65646","2","56.5469437","77.0586472","3","35.05423865","4","3","18.7714081","11.7005253","3","9.3","1","34","10.3","44.3","71","0.186","0.047619048","0.145070423","3.086956522","2.173913043","0.447826087","1.47826087","70.42253521","23.25056433","3.610586581","13.47826087","14.92753623","49.27536232","5.232734175","64.20289855","2.366666667","1.666666667","0.343333333","1.133333333","76.66666667","10.33333333","11.44444444","37.77777778","4.011762868","49.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00021","","","","3","25.8930931","1.634892","0.775186","12.54","50","1.0907151","3.7561131","4.9819632","6.423625","15.6037369","1","30","30","30","30","154","73","7","6","1.030001","1","48.4381485","64.344017","2","25.08","3","1","24.4580231","14.4376707","1","45.5","3","31","48.5","79.5","227","0.295454545","0.04109589","0.213656388","7.566666667","5.133333333","1.616666667","1.033333333","67.84140969","61.00628931","12.1638","50.55555556","53.88888889","34.44444444","13.51533333","88.33333333","7.566666667","5.133333333","1.616666667","1.033333333","100","50.55555556","53.88888889","34.44444444","13.51533333","88.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00022","","","","3","0","1.3708071","0.716847","17.61","50.64","0.433735","0.122129","2.5669079","1.613009","14.7321491","1","30","30","20","20","36","10","3","8","2.08952","1","54.9966774","75.4535751","3","34.77488152","3","1","19.017807","15.2951088","3","10.5","0.6","36","11.1","47.1","46","0.291666667","0.06","0.241304348","2.3","1.8","0.555","1.8","78.26086957","23.56687898","3.860011848","17.5","18.5","60","6.433353081","78.5","1.533333333","1.2","0.37","1.2","66.66666667","11.66666667","12.33333333","40","4.288902054","52.33333333"
