"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00227","","","","1","","","","","2","17","7","7","14","7","","1","","4","6","7","4.1","0.7","19.9","4.8","24.7","24","0.241176471","0.1","0.2","3.428571429","1.714285714","2.428571429","1.214285714","0.685714286","0.342857143","2.842857143","1.421428571","70.83333333","19.43319838","50","","","9.761904762","19.52380952","11.42857143","22.85714286","47.38095238","94.76190476","","","58.80952381","117.6190476"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00228","","","","2","","","","","2","6","7","8","14","7","","1","","4","7","7","0.9","0.2","9.9","1.1","11","13","0.15","0.028571429","0.084615385","1.625","0.928571429","0.75","0.428571429","0.1375","0.078571429","1.2375","0.707142857","46.15384615","10","57.14285714","","","2.142857143","3.75","2.619047619","4.583333333","23.57142857","41.25","","","26.19047619","45.83333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00229","","","","1","","","","","2","0","2","6","14","1","","1","","2","4","9","0","0.2","5.1","0.2","5.3","2","","0.1","0.1","0.333333333","0.142857143","0","0","0.033333333","0.014285714","0.85","0.364285714","0","3.773584906","42.85714286","","","0","0","0.476190476","1.111111111","12.14285714","28.33333333","","","12.61904762","29.44444444"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00023","","","","2","21.26","50.44","0.704608","2.3258669","1","16","15","10","14","10","5","1","73.846489","5","9","2","4.8","1.6","10.7","6.4","17.1","31","0.3","0.106666667","0.206451613","3.1","2.214285714","1.6","1.142857143","0.64","0.457142857","1.07","0.764285714","51.61290323","37.42690058","71.42857143","42.14908803","2.697541634","11.42857143","16","15.23809524","21.33333333","25.47619048","35.66666667","6.422718175","8.991805445","40.71428571","57"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00230","","","","1","","","","","3","8","22","8","14","8","","3","","5","6","7","2.7","3.1","2","5.8","7.8","30","0.3375","0.140909091","0.193333333","3.75","2.142857143","1","0.571428571","0.725","0.414285714","0.25","0.142857143","26.66666667","74.35897436","57.14285714","","","6.428571429","11.25","13.80952381","24.16666667","4.761904762","8.333333333","","","18.57142857","32.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00231","","","","1","15.18","50.51","1.18144","3.156579","3","7","17","7","14","7","6","2","64.7200851","5","7","6","2.2","5","20.6","7.2","27.8","24","0.314285714","0.294117647","0.3","3.428571429","1.714285714","1","0.5","1.028571429","0.514285714","2.942857143","1.471428571","29.16666667","25.89928058","50","30.05345476","2.163848743","5.238095238","10.47619048","17.14285714","34.28571429","49.04761905","98.0952381","5.152020816","10.30404163","66.19047619","132.3809524"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00232","","","","2","","","","","1","3","12","4","14","4","","3","","2","3","9","0.3","0.4","2","0.7","2.7","15","0.1","0.033333333","0.046666667","3.75","1.071428571","0.75","0.214285714","0.175","0.05","0.5","0.142857143","20","25.92592593","28.57142857","","","0.714285714","2.5","1.666666667","5.833333333","4.761904762","16.66666667","","","6.428571429","22.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00233","","","","1","19.62","50.21","0.580227","2.8697381","1","12","18","10","14","10","2","1","71.9985504","5","9","4","2.7","2.7","7.3","5.4","12.7","30","0.225","0.15","0.18","3","2.142857143","1.2","0.857142857","0.54","0.385714286","0.73","0.521428571","40","42.51968504","71.42857143","39.0758813","2.11009759","6.428571429","9","12.85714286","18","17.38095238","24.33333333","5.024041881","7.033658634","30.23809524","42.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00234","","","","","","","","","","0","0","0","14","0","","","","","8","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00235","","","","1","17.76","50.24","2.4622669","4.0850468","2","24","28","9","14","9","5","1","64.8625793","8","8","4","8.6","2.6","19.1","11.2","30.3","52","0.358333333","0.092857143","0.215384615","5.777777778","3.714285714","2.666666667","1.714285714","1.244444444","0.8","2.122222222","1.364285714","46.15384615","36.96369637","64.28571429","35.35031847","3.959235669","20.47619048","31.85185185","26.66666667","41.48148148","45.47619048","70.74074074","9.426751592","14.66383581","72.14285714","112.2222222"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00236","","","","2","","","","","2","0","7","5","14","4","","1","","3","3","9","0","0.6","1.3","0.6","1.9","7","","0.085714286","0.085714286","1.4","0.5","0","0","0.12","0.042857143","0.26","0.092857143","0","31.57894737","35.71428571","","","0","0","1.428571429","4","3.095238095","8.666666667","","","4.523809524","12.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00237","","","","1","17.76","50.21","0.87669","2.941813","2","10","19","9","14","9","5","1","68.0584412","6","7","5","2.4","3.7","15.2","6.1","21.3","29","0.24","0.194736842","0.210344828","3.222222222","2.071428571","1.111111111","0.714285714","0.677777778","0.435714286","1.688888889","1.085714286","34.48275862","28.63849765","64.28571429","35.37143995","2.157657837","5.714285714","8.888888889","14.52380952","22.59259259","36.19047619","56.2962963","5.137280564","7.991325323","50.71428571","78.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00238","","","","","","","","","","0","0","0","14","0","","","","","3","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00239","","","","1","14.87","50.23","2.5610089","4.584682","1","5","9","7","14","6","6","1","68.5316696","8","4","7","3.5","1.1","1.3","4.6","5.9","14","0.7","0.122222222","0.328571429","2","1","0.714285714","0.357142857","0.657142857","0.328571429","0.185714286","0.092857143","35.71428571","77.96610169","50","29.60382242","1.361775831","8.333333333","16.66666667","10.95238095","21.9047619","3.095238095","6.19047619","3.242323408","6.484646815","14.04761905","28.0952381"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00024","","","","2","","","","","3","16","14","10","14","10","","1","","4","3","9","4.2","0.5","9.4","4.7","14.1","30","0.2625","0.035714286","0.156666667","3","2.142857143","1.6","1.142857143","0.47","0.335714286","0.94","0.671428571","53.33333333","33.33333333","71.42857143","","","10","14","11.19047619","15.66666667","22.38095238","31.33333333","","","33.57142857","47"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00240","","","","2","19.23","50.02","1.437664","3.7546999","2","10","15","9","14","9","3","1","67.3090134","8","5","7","2.4","1.7","10.5","4.1","14.6","25","0.24","0.113333333","0.164","2.777777778","1.785714286","1.111111111","0.714285714","0.455555556","0.292857143","1.166666667","0.75","40","28.08219178","64.28571429","38.44462215","1.576229508","5.714285714","8.888888889","9.761904762","15.18518519","25","38.88888889","3.7529274","5.837887067","34.76190476","54.07407407"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00241","","","","1","","","","","2","7","12","7","14","6","","1","","4","6","6","3.5","4","8.4","7.5","15.9","19","0.5","0.333333333","0.394736842","2.714285714","1.357142857","1","0.5","1.071428571","0.535714286","1.2","0.6","36.84210526","47.16981132","50","","","8.333333333","16.66666667","17.85714286","35.71428571","20","40","","","37.85714286","75.71428571"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00242","","","","2","","","","","4","15","35","10","14","9","","4","","5","7","6","4.9","3.6","13.7","8.5","22.2","50","0.326666667","0.102857143","0.17","5","3.571428571","1.5","1.071428571","0.85","0.607142857","1.37","0.978571429","30","38.28828829","71.42857143","","","11.66666667","16.33333333","20.23809524","28.33333333","32.61904762","45.66666667","","","52.85714286","74"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00243","","","","1","","","","","4","2","11","6","14","6","","4","","5","5","7","0.4","3.2","1.6","3.6","5.2","13","0.2","0.290909091","0.276923077","2.166666667","0.928571429","0.333333333","0.142857143","0.6","0.257142857","0.266666667","0.114285714","15.38461538","69.23076923","42.85714286","","","0.952380952","2.222222222","8.571428571","20","3.80952381","8.888888889","","","12.38095238","28.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00244","","","","1","19.2","50.25","0.500214","1.947256","4","9","21","10","14","10","5","2","74.2792282","4","3","9","1.2","7.1","2","8.3","10.3","30","0.133333333","0.338095238","0.276666667","3","2.142857143","0.9","0.642857143","0.83","0.592857143","0.2","0.142857143","30","80.58252427","71.42857143","38.20895522","3.171343284","2.857142857","4","19.76190476","27.66666667","4.761904762","6.666666667","7.550817342","10.57114428","24.52380952","34.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00245","","","","3","","","","","1","6","6","8","14","6","","1","","3","4","9","0.6","0.4","0.7","1","1.7","12","0.1","0.066666667","0.083333333","1.5","0.857142857","0.75","0.428571429","0.125","0.071428571","0.0875","0.05","50","58.82352941","57.14285714","","","1.428571429","2.5","2.380952381","4.166666667","1.666666667","2.916666667","","","4.047619048","7.083333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00246","","","","1","","","","","3","1","20","10","14","10","","3","","4","3","9","0.2","1.4","1.4","1.6","3","21","0.2","0.07","0.076190476","2.1","1.5","0.1","0.071428571","0.16","0.114285714","0.14","0.1","4.761904762","53.33333333","71.42857143","","","0.476190476","0.666666667","3.80952381","5.333333333","3.333333333","4.666666667","","","7.142857143","10"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00247","","","","1","","","","","3","6","30","8","14","7","","2","","5","4","9","1.1","0.3","4.9","1.4","6.3","36","0.183333333","0.01","0.038888889","4.5","2.571428571","0.75","0.428571429","0.175","0.1","0.6125","0.35","16.66666667","22.22222222","57.14285714","","","2.619047619","4.583333333","3.333333333","5.833333333","11.66666667","20.41666667","","","15","26.25"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00248","","","","3","21.65","50.34","0.670215","2.3328531","1","19","25","10","14","10","4","1","75.0384369","5","7","4","4.4","1.9","4.4","6.3","10.7","44","0.231578947","0.076","0.143181818","4.4","3.142857143","1.9","1.357142857","0.63","0.45","0.44","0.314285714","43.18181818","58.87850467","71.42857143","43.00754867","2.709475566","10.47619048","14.66666667","15","21","10.47619048","14.66666667","6.4511323","9.031585221","25.47619048","35.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00249","","","","1","18.75","50.33","2.237082","4.4192681","1","10","7","9","14","9","4","1","68.1079712","4","5","7","1.9","0.4","2.6","2.3","4.9","17","0.19","0.057142857","0.135294118","1.888888889","1.214285714","1.111111111","0.714285714","0.255555556","0.164285714","0.288888889","0.185714286","58.82352941","46.93877551","64.28571429","37.25412279","0.856844824","4.523809524","7.037037037","5.476190476","8.518518519","6.19047619","9.62962963","2.040106724","3.173499349","11.66666667","18.14814815"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00025","","","","1","17.53","50.73","0.765693","2.3647809","3","20","10","9","14","8","4","4","71.3925934","8","8","4","12.9","0.5","3.2","13.4","16.6","30","0.645","0.05","0.446666667","3.333333333","2.142857143","2.222222222","1.428571429","1.488888889","0.957142857","0.355555556","0.228571429","66.66666667","80.72289157","64.28571429","34.55548985","4.63043564","30.71428571","47.77777778","31.9047619","49.62962963","7.619047619","11.85185185","11.02484676","17.14976163","39.52380952","61.48148148"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00250","","","","1","16.67","50.3","0.962076","2.3253231","1","22","6","10","14","10","8","1","65.7440033","6","7","5","3.9","1.7","12.6","5.6","18.2","28","0.177272727","0.283333333","0.2","2.8","2","2.2","1.571428571","0.56","0.4","1.26","0.9","78.57142857","30.76923077","71.42857143","33.14115308","1.855904573","9.285714286","13","13.33333333","18.66666667","30","42","4.418820411","6.186348575","43.33333333","60.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00251","","","","1","","","","","1","1","1","1","14","1","","1","","2","1","9","0.1","0.1","0.3","0.2","0.5","2","0.1","0.1","0.1","2","0.142857143","1","0.071428571","0.2","0.014285714","0.3","0.021428571","50","40","7.142857143","","","0.238095238","3.333333333","0.476190476","6.666666667","0.714285714","10","","","1.19047619","16.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00252","","","","1","","","","","2","3","17","7","14","7","","1","","4","3","9","0.6","1.4","2","2","4","20","0.2","0.082352941","0.1","2.857142857","1.428571429","0.428571429","0.214285714","0.285714286","0.142857143","0.285714286","0.142857143","15","50","50","","","1.428571429","2.857142857","4.761904762","9.523809524","4.761904762","9.523809524","","","9.523809524","19.04761905"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00253","","","","","","","","","","0","0","1","14","0","","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.035714286","","0","7.142857143","","","0","0","0","0","1.19047619","16.66666667","","","1.19047619","16.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00254","","","","3","14.9","50.64","1.4897521","3.4482429","3","7","15","10","14","10","8","1","62.6112061","5","3","9","1.1","1.2","0.5","2.3","2.8","22","0.157142857","0.08","0.104545455","2.2","1.571428571","0.7","0.5","0.23","0.164285714","0.05","0.035714286","31.81818182","82.14285714","71.42857143","29.42338073","0.676737757","2.619047619","3.666666667","5.476190476","7.666666667","1.19047619","1.666666667","1.611280373","2.255792522","6.666666667","9.333333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00255","","","","1","","","","","2","10","5","8","14","8","","1","","3","4","8","1.2","0.4","0.9","1.6","2.5","15","0.12","0.08","0.106666667","1.875","1.071428571","1.25","0.714285714","0.2","0.114285714","0.1125","0.064285714","66.66666667","64","57.14285714","","","2.857142857","5","3.80952381","6.666666667","2.142857143","3.75","","","5.952380952","10.41666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00256","","","","1","","","","","3","4","5","6","14","6","","3","","5","5","7","1","1","4","2","6","9","0.25","0.2","0.222222222","1.5","0.642857143","0.666666667","0.285714286","0.333333333","0.142857143","0.666666667","0.285714286","44.44444444","33.33333333","42.85714286","","","2.380952381","5.555555556","4.761904762","11.11111111","9.523809524","22.22222222","","","14.28571429","33.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00257","","","","1","","","","","1","12","21","9","14","9","","1","","5","5","8","2.6","1.5","6.6","4.1","10.7","33","0.216666667","0.071428571","0.124242424","3.666666667","2.357142857","1.333333333","0.857142857","0.455555556","0.292857143","0.733333333","0.471428571","36.36363636","38.31775701","64.28571429","","","6.19047619","9.62962963","9.761904762","15.18518519","15.71428571","24.44444444","","","25.47619048","39.62962963"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00258","","","","1","","","","","1","13","14","8","14","8","","1","","5","5","6","5.2","1.7","20","6.9","26.9","27","0.4","0.121428571","0.255555556","3.375","1.928571429","1.625","0.928571429","0.8625","0.492857143","2.5","1.428571429","48.14814815","25.65055762","57.14285714","","","12.38095238","21.66666667","16.42857143","28.75","47.61904762","83.33333333","","","64.04761905","112.0833333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00259","","","","1","","","","","1","0","3","4","14","3","","1","","4","4","9","0","0.8","0.8","0.8","1.6","3","","0.266666667","0.266666667","0.75","0.214285714","0","0","0.2","0.057142857","0.2","0.057142857","0","50","28.57142857","","","0","0","1.904761905","6.666666667","1.904761905","6.666666667","","","3.80952381","13.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00026","","","","1","","","","","2","5","11","10","14","9","","1","","6","5","8","1.6","1.8","11","3.4","14.4","16","0.32","0.163636364","0.2125","1.6","1.142857143","0.5","0.357142857","0.34","0.242857143","1.1","0.785714286","31.25","23.61111111","71.42857143","","","3.80952381","5.333333333","8.095238095","11.33333333","26.19047619","36.66666667","","","34.28571429","48"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00260","","","","1","","","","","2","6","5","3","14","3","","1","","6","1","9","1.2","0.5","1","1.7","2.7","11","0.2","0.1","0.154545455","3.666666667","0.785714286","2","0.428571429","0.566666667","0.121428571","0.333333333","0.071428571","54.54545455","62.96296296","21.42857143","","","2.857142857","13.33333333","4.047619048","18.88888889","2.380952381","11.11111111","","","6.428571429","30"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00261","","","","1","16.85","50.05","1.844404","4.0834599","3","10","17","8","14","8","6","3","68.274971","7","7","5","4.9","4.4","11.9","9.3","21.2","27","0.49","0.258823529","0.344444444","3.375","1.928571429","1.25","0.714285714","1.1625","0.664285714","1.4875","0.85","37.03703704","43.86792453","57.14285714","33.66633367","3.130969031","11.66666667","20.41666667","22.14285714","38.75","28.33333333","49.58333333","7.454688169","13.0457043","50.47619048","88.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00262","","","","1","","","","","1","5","9","10","14","8","","1","","6","6","7","1.2","1.1","14.2","2.3","16.5","14","0.24","0.122222222","0.164285714","1.4","1","0.5","0.357142857","0.23","0.164285714","1.42","1.014285714","35.71428571","13.93939394","71.42857143","","","2.857142857","4","5.476190476","7.666666667","33.80952381","47.33333333","","","39.28571429","55"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00263","","","","1","","","","","1","2","2","4","14","3","","1","","3","4","9","0.4","0.3","12.1","0.7","12.8","4","0.2","0.15","0.175","1","0.285714286","0.5","0.142857143","0.175","0.05","3.025","0.864285714","50","5.46875","28.57142857","","","0.952380952","3.333333333","1.666666667","5.833333333","28.80952381","100.8333333","","","30.47619048","106.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00264","","","","1","19.16","50.42","0.988171","2.711668","3","3","39","9","14","9","3","3","69.3781281","5","8","6","0.6","4.1","22.5","4.7","27.2","42","0.2","0.105128205","0.111904762","4.666666667","3","0.333333333","0.214285714","0.522222222","0.335714286","2.5","1.607142857","7.142857143","17.27941176","64.28571429","38.00079334","1.786037287","1.428571429","2.222222222","11.19047619","17.40740741","53.57142857","83.33333333","4.25246973","6.614952914","64.76190476","100.7407407"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00265","","","","2","","","","","1","10","1","9","14","9","","1","","4","2","9","1","0.1","1.6","1.1","2.7","11","0.1","0.1","0.1","1.222222222","0.785714286","1.111111111","0.714285714","0.122222222","0.078571429","0.177777778","0.114285714","90.90909091","40.74074074","64.28571429","","","2.380952381","3.703703704","2.619047619","4.074074074","3.80952381","5.925925926","","","6.428571429","10"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00266","","","","1","16.39","50.93","1.194146","2.6575651","3","20","85","10","14","10","5","2","69.004364","6","9","3","4.4","1.5","3.7","5.9","9.6","105","0.22","0.017647059","0.056190476","10.5","7.5","2","1.428571429","0.59","0.421428571","0.37","0.264285714","19.04761905","61.45833333","71.42857143","32.18142549","1.898704104","10.47619048","14.66666667","14.04761905","19.66666667","8.80952381","12.33333333","4.520724056","6.329013679","22.85714286","32"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00267","","","","1","","","","","","0","1","1","14","1","","","","","3","9","0","0.1","1.2","0.1","1.3","1","","0.1","0.1","1","0.071428571","0","0","0.1","0.007142857","1.2","0.085714286","0","7.692307692","7.142857143","","","0","0","0.238095238","3.333333333","2.857142857","40","","","3.095238095","43.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00268","","","","1","","","","","2","10","40","10","14","10","","2","","3","4","9","0.7","1.5","0.9","2.2","3.1","50","0.07","0.0375","0.044","5","3.571428571","1","0.714285714","0.22","0.157142857","0.09","0.064285714","20","70.96774194","71.42857143","","","1.666666667","2.333333333","5.238095238","7.333333333","2.142857143","3","","","7.380952381","10.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00269","","","","1","","","","","1","13","10","8","14","7","","3","","7","5","8","3.2","1.1","7.4","4.3","11.7","23","0.246153846","0.11","0.186956522","2.875","1.642857143","1.625","0.928571429","0.5375","0.307142857","0.925","0.528571429","56.52173913","36.75213675","57.14285714","","","7.619047619","13.33333333","10.23809524","17.91666667","17.61904762","30.83333333","","","27.85714286","48.75"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00027","","","","1","","","","","1","2","5","6","14","4","","1","","3","3","9","0.2","0.2","1.5","0.4","1.9","7","0.1","0.04","0.057142857","1.166666667","0.5","0.333333333","0.142857143","0.066666667","0.028571429","0.25","0.107142857","28.57142857","21.05263158","42.85714286","","","0.476190476","1.111111111","0.952380952","2.222222222","3.571428571","8.333333333","","","4.523809524","10.55555556"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00270","","","","1","18.23","50.52","1.484851","2.6712041","1","17","14","8","14","8","4","3","68.3289108","7","7","5","8.4","5.6","25.4","14","39.4","31","0.494117647","0.4","0.451612903","3.875","2.214285714","2.125","1.214285714","1.75","1","3.175","1.814285714","54.83870968","35.53299492","57.14285714","36.08471892","5.051860649","20","35","33.33333333","58.33333333","60.47619048","105.8333333","12.02823964","21.04941937","93.80952381","164.1666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00271","","","","2","","","","","1","1","5","4","14","4","","1","","2","3","9","0.1","0.2","0.7","0.3","1","6","0.1","0.04","0.05","1.5","0.428571429","0.25","0.071428571","0.075","0.021428571","0.175","0.05","16.66666667","30","28.57142857","","","0.238095238","0.833333333","0.714285714","2.5","1.666666667","5.833333333","","","2.380952381","8.333333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00272","","","","1","22.06","50.76","0.133667","1.5088561","2","8","18","10","14","8","4","1","77.3774948","9","9","5","2.8","8","16.3","10.8","27.1","26","0.35","0.444444444","0.415384615","2.6","1.857142857","0.8","0.571428571","1.08","0.771428571","1.63","1.164285714","30.76923077","39.85239852","71.42857143","43.45941686","4.693617021","6.666666667","9.333333333","25.71428571","36","38.80952381","54.33333333","11.17527862","15.64539007","64.52380952","90.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00273","","","","1","","","","","1","3","40","10","14","10","","1","","2","7","5","0.2","1.1","21.4","1.3","22.7","43","0.066666667","0.0275","0.030232558","4.3","3.071428571","0.3","0.214285714","0.13","0.092857143","2.14","1.528571429","6.976744186","5.726872247","71.42857143","","","0.476190476","0.666666667","3.095238095","4.333333333","50.95238095","71.33333333","","","54.04761905","75.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00274","","","","1","","","","","1","4","13","1","14","1","","1","","1","2","9","0.4","0.4","0.1","0.8","0.9","17","0.1","0.030769231","0.047058824","17","1.214285714","4","0.285714286","0.8","0.057142857","0.1","0.007142857","23.52941176","88.88888889","7.142857143","","","0.952380952","13.33333333","1.904761905","26.66666667","0.238095238","3.333333333","","","2.142857143","30"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00275","","","","1","13.28","50.13","2.932467","5.2243209","2","11","18","9","14","9","8","3","59.1217575","5","5","6","3.8","5.2","6.2","9","15.2","29","0.345454545","0.288888889","0.310344828","3.222222222","2.071428571","1.222222222","0.785714286","1","0.642857143","0.688888889","0.442857143","37.93103448","59.21052632","64.28571429","26.49112308","2.384201077","9.047619048","14.07407407","21.42857143","33.33333333","14.76190476","22.96296296","5.676669231","8.83037436","36.19047619","56.2962963"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00276","","","","1","","","","","2","4","12","7","14","7","","2","","4","4","9","0.7","1.6","1.6","2.3","3.9","16","0.175","0.133333333","0.14375","2.285714286","1.142857143","0.571428571","0.285714286","0.328571429","0.164285714","0.228571429","0.114285714","25","58.97435897","50","","","1.666666667","3.333333333","5.476190476","10.95238095","3.80952381","7.619047619","","","9.285714286","18.57142857"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00277","","","","1","13.11","50.1","5.103272","7.8249922","3","20","51","10","14","10","7","3","61.3322182","7","7","4","8","7.4","9.3","15.4","24.7","71","0.4","0.145098039","0.216901408","7.1","5.071428571","2","1.428571429","1.54","1.1","0.93","0.664285714","28.16901408","62.34817814","71.42857143","26.16766467","4.029820359","19.04761905","26.66666667","36.66666667","51.33333333","22.14285714","31","9.594810379","13.43273453","58.80952381","82.33333333"
