"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00046","","","","3","11.9940224","1.643787","0.941628","1.1085089","1.715088","1","34","5","10","10","10","10","7","7","2.272774","5","66.6399384","31.15558171","3","1","14.8670921","8","1","1","11","0.28","5.38","11.28","16.66","39","0.323529412","0.056","0.289230769","3.9","3.9","3.4","3.4","1.128","1.128","0.538","0.538","87.17948718","67.70708283","100","3.514349617","36.66666667","36.66666667","37.6","37.6","17.93333333","17.93333333","11.71449872","11.71449872","55.53333333","55.53333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00047","","","","1","13.4674339","1.585737","0.894296","1.258352","2.231142","1","37","17","10","10","10","10","6","5","2.6190169","1","65.1697769","29.93821009","5","1","16.073513","8","1","1","8.76","0.86","3.8","9.62","13.42","54","0.236756757","0.050588235","0.178148148","5.4","5.4","3.7","3.7","0.962","0.962","0.38","0.38","68.51851852","71.68405365","100","2.880055811","29.2","29.2","32.06666667","32.06666667","12.66666667","12.66666667","9.600186036","9.600186036","44.73333333","44.73333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00048","","","","3","12.8846111","1.8986191","0.884576","1.070958","1.909691","1","22","12","10","10","10","10","7","5","2.4712429","3","60.7193451","29.61859356","4","3","20.3863277","8","1","1","4.48","0.7","3.3","5.18","8.48","34","0.203636364","0.058333333","0.152352941","3.4","3.4","2.2","2.2","0.518","0.518","0.33","0.33","64.70588235","61.08490566","100","1.534243146","14.93333333","14.93333333","17.26666667","17.26666667","11","11","5.114143821","5.114143821","28.26666667","28.26666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00049","","","","1","0","1.534942","0.855562","1.410542","2.563529","1","26","36","10","10","10","10","5","4","1.884171","3","68.5904922","32.17510797","1","3","15.496954","9","1","1","5.74","2","8.06","7.74","15.8","62","0.220769231","0.055555556","0.12483871","6.2","6.2","2.6","2.6","0.774","0.774","0.806","0.806","41.93548387","48.98734177","100","2.490353357","19.13333333","19.13333333","25.8","25.8","26.86666667","26.86666667","8.301177856","8.301177856","52.66666667","52.66666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00005","","","","3","0","1.293597","0.782917","1.0775729","1.936784","1","21","23","10","10","10","10","2","5","2.6608641","1","72.6376419","37.58362849","7","3","11.9289093","6","1","1","4.88","1.36","3.78","6.24","10.02","44","0.232380952","0.059130435","0.141818182","4.4","4.4","2.1","2.1","0.624","0.624","0.378","0.378","47.72727273","62.2754491","100","2.345218418","16.26666667","16.26666667","20.8","20.8","12.6","12.6","7.817394726","7.817394726","33.4","33.4"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00050","","","","1","0","1.622244","0.920336","0.959885","2.097657","1","6","31","10","10","10","10","2","6","2.8250101","1","71.5022812","36.93462374","4","7","12.3037348","8","2","5","0.86","1.46","6.36","2.32","8.68","37","0.143333333","0.047096774","0.062702703","3.7","3.7","0.6","0.6","0.232","0.232","0.636","0.636","16.21621622","26.7281106","100","0.856883271","2.866666667","2.866666667","7.733333333","7.733333333","21.2","21.2","2.856277569","2.856277569","28.93333333","28.93333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00051","","","","3","0","1.744065","0.881917","0.701775","1.284532","1","20","26","10","9","10","9","4","4","2.9198649","1","70.5126648","37.09581432","1","1","10.7510405","7","2","2","4.06","1.02","3.74","5.08","8.82","46","0.203","0.039230769","0.110434783","5.111111111","4.6","2.222222222","2","0.564444444","0.508","0.415555556","0.374","43.47826087","57.59637188","90","1.884467367","13.53333333","15.03703704","16.93333333","18.81481481","12.46666667","13.85185185","6.281557892","6.979508768","29.4","32.66666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00052","","","","1","0","1.914505","1.034803","0.703412","1.7831481","1","10","22","10","10","10","10","5","5","3.449141","3","66.1612473","33.5175681","4","3","13.3038177","7","2","2","1.64","0.1","2.78","1.74","4.52","32","0.164","0.004545455","0.054375","3.2","3.2","1","1","0.174","0.174","0.278","0.278","31.25","38.49557522","100","0.583205685","5.466666667","5.466666667","5.8","5.8","9.266666667","9.266666667","1.94401895","1.94401895","15.06666667","15.06666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00006","","","","3","0","1.3646359","0.691662","0.693635","0.823635","1","19","25","10","10","10","10","4","4","1.718985","1","70.0357819","36.82969947","1","1","14.0900116","6","1","2","3.86","1.32","2.7","5.18","7.88","44","0.203157895","0.0528","0.117727273","4.4","4.4","1.9","1.9","0.518","0.518","0.27","0.27","43.18181818","65.73604061","100","1.907778433","12.86666667","12.86666667","17.26666667","17.26666667","9","9","6.359261442","6.359261442","26.26666667","26.26666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00007","","","","3","0","1.2280411","0.710334","1.056989","1.7121249","1","24","13","10","10","10","10","5","7","2.3612061","1","71.9786758","40.0589391","4","3","12.8306866","7","2","3","7.06","0.66","3.68","7.72","11.4","37","0.294166667","0.050769231","0.208648649","3.7","3.7","2.4","2.4","0.772","0.772","0.368","0.368","64.86486486","67.71929825","100","3.092550099","23.53333333","23.53333333","25.73333333","25.73333333","12.26666667","12.26666667","10.30850033","10.30850033","38","38"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00008","","","","3","0","1.84297","0.928499","0.629132","1.396342","1","9","28","10","10","10","10","6","5","3.063303","1","69.0110397","36.76266137","1","5","10.6826229","6","3","3","1.66","1.58","2.8","3.24","6.04","37","0.184444444","0.056428571","0.087567568","3.7","3.7","0.9","0.9","0.324","0.324","0.28","0.28","24.32432432","53.64238411","100","1.191110228","5.533333333","5.533333333","10.8","10.8","9.333333333","9.333333333","3.970367428","3.970367428","20.13333333","20.13333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00009","","","","3","23.2077866","1.75656","0.900621","2.936563","4.5208669","3","29","12","10","10","10","10","2","8","2.0662651","1","64.313118","30.55831512","4","1","14.3077297","7","1","1","9.68","1.12","5.74","10.8","16.54","41","0.333793103","0.093333333","0.263414634","4.1","4.1","2.9","2.9","1.08","1.08","0.574","0.574","70.73170732","65.29625151","100","3.300298033","32.26666667","32.26666667","36","36","19.13333333","19.13333333","11.00099344","11.00099344","55.13333333","55.13333333"
