"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00053","","","","39","38","1","1","9","12.5","26","16","30","26","3","2.5","4","4","4","0.02","5","3","4","4","5.5","18","56","0.1","0.096153846","0.098214286","2.153846154","1.435897436","1.153846154","0.769230769","0.211538462","0.141025641","0.480769231","0.320512821","53.57142857","30.55555556","66.66666667","2.849002849","4.273504274","5.22317189","7.834757835","11.8708452","17.80626781","17.09401709","25.64102564"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00054","","","","39","38","1","1","9","22","33","29","5","14","0.5","0.8","5","4","4","1.65","5","2","4","4","1.3","23.3","19","0.1","0.057142857","0.068421053","0.575757576","0.487179487","0.151515152","0.128205128","0.039393939","0.033333333","0.666666667","0.564102564","26.31578947","5.579399142","84.61538462","0.474833808","0.561167228","1.234567901","1.459034792","20.89268756","24.69135802","22.12725546","26.15039282"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00055","","","","39","39","1","1","9","21","29","27","10","22","0.8","1.5","4","4","5","0.02","5","2","4","4","2.3","23.3","32","0.08","0.068181818","0.071875","1.103448276","0.820512821","0.344827586","0.256410256","0.079310345","0.058974359","0.724137931","0.538461538","31.25","9.871244635","74.35897436","0.759734093","1.021711367","2.184235518","2.937420179","19.94301994","26.81992337","22.12725546","29.75734355"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00056","","","","39","39","1","1","8","23","35","18","13","230","","","3","3","5","0.02","5","3","4","3","","","243","","","","6.942857143","6.230769231","0.371428571","0.333333333","","","0.657142857","0.58974359","5.349794239","","89.74358974","","","","","21.84235518","24.33862434","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00057","","","","39","39","1","1","9","24","25","10","26","25","2.5","1","3","3","5","14.37","4","3","4","3","3.5","27.5","51","0.096153846","0.04","0.068627451","2.04","1.307692308","1.04","0.666666667","0.14","0.08974359","0.96","0.615384615","50.98039216","12.72727273","64.1025641","2.374169041","3.703703704","3.323836657","5.185185185","22.79202279","35.55555556","26.11585945","40.74074074"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00058","","","","39","39","1","1","9","13","30","29","119","189","14","8","5","4","4","0.02","5","3","4","3","22","35","308","0.117647059","0.042328042","0.071428571","10.26666667","7.897435897","3.966666667","3.051282051","0.733333333","0.564102564","0.433333333","0.333333333","38.63636364","62.85714286","76.92307692","13.29534663","17.28395062","20.89268756","27.16049383","12.34567901","16.04938272","33.23836657","43.20987654"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00059","","","","39","39","1","1","9","24","32","32","29","138","7","7","4","4","4","4.92","","","","","14","38","167","0.24137931","0.050724638","0.083832335","5.21875","4.282051282","0.90625","0.743589744","0.4375","0.358974359","0.75","0.615384615","17.36526946","36.84210526","82.05128205","6.647673314","8.101851852","13.29534663","16.2037037","22.79202279","27.77777778","36.08736942","43.98148148"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00060","","","","39","39","1","2","9","45","28","19","10","11","10","1","5","4","5","0.02","","","","","11","56","21","1","0.090909091","0.523809524","0.75","0.538461538","0.357142857","0.256410256","0.392857143","0.282051282","1.607142857","1.153846154","47.61904762","19.64285714","71.79487179","9.496676163","13.22751323","10.44634378","14.55026455","42.73504274","59.52380952","53.18138651","74.07407407"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00061","","","","39","39","1","3","9","15","31","31","56","34","9.8","1.8","4","4","4","14.37","4","2","4","4","11.6","26.6","90","0.175","0.052941176","0.128888889","2.903225806","2.307692308","1.806451613","1.435897436","0.374193548","0.297435897","0.483870968","0.384615385","62.22222222","43.60902256","79.48717949","9.30674264","11.70848268","11.01614435","13.85902031","14.24501425","17.92114695","25.26115859","31.78016726"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00062","","","","39","32","7","5","7","8","25","21","60","50","","","4","4","4","7.23","","","","","","","110","","","","4.4","2.820512821","2.4","1.538461538","","","0.32","0.205128205","54.54545455","","64.1025641","","","","","7.597340931","11.85185185","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00063","","","","39","37","1","1","9","10","26","23","10","18","","","3","3","5","1.65","","","","","","","28","","","","1.076923077","0.717948718","0.384615385","0.256410256","","","0.384615385","0.256410256","35.71428571","","66.66666667","","","","","9.496676163","14.24501425","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00064","","","","39","39","1","1","9","16","32","28","90","68","23","4.6","5","5","4","7.76","5","3","4","3","27.6","43.6","158","0.255555556","0.067647059","0.174683544","4.9375","4.051282051","2.8125","2.307692308","0.8625","0.707692308","0.5","0.41025641","56.96202532","63.30275229","82.05128205","21.84235518","26.62037037","26.21082621","31.94444444","15.19468186","18.51851852","41.40550807","50.46296296"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00065","","","","39","39","1","1","9","23","32","12","114","60","22","4.5","4","4","5","0.02","5","2","4","4","26.5","49.5","174","0.192982456","0.075","0.152298851","5.4375","4.461538462","3.5625","2.923076923","0.828125","0.679487179","0.71875","0.58974359","65.51724138","53.53535354","82.05128205","20.89268756","25.46296296","25.16619183","30.6712963","21.84235518","26.62037037","47.00854701","57.29166667"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00066","","","","39","39","1","1","9","13","27","21","51","40","12.2","4","4","4","5","7.76","4","3","3","3","16.2","29.2","91","0.239215686","0.1","0.178021978","3.37037037","2.333333333","1.888888889","1.307692308","0.6","0.415384615","0.481481481","0.333333333","56.04395604","55.47945205","69.23076923","11.58594492","16.73525377","15.38461538","22.22222222","12.34567901","17.83264746","27.7302944","40.05486968"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00067","","","","39","39","1","1","9","23","28","16","25","76","3","3.2","4","3","5","14.37","5","2","4","3","6.2","29.2","101","0.12","0.042105263","0.061386139","3.607142857","2.58974359","0.892857143","0.641025641","0.221428571","0.158974359","0.821428571","0.58974359","24.75247525","21.23287671","71.79487179","2.849002849","3.968253968","5.887939221","8.201058201","21.84235518","30.42328042","27.7302944","38.62433862"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00068","","","","39","38","1","1","9","15","29","23","32","51","7","3","5","5","4","4.92","4","3","4","4","10","25","83","0.21875","0.058823529","0.120481928","2.862068966","2.128205128","1.103448276","0.820512821","0.344827586","0.256410256","0.517241379","0.384615385","38.55421687","40","74.35897436","6.647673314","8.939974457","9.496676163","12.77139208","14.24501425","19.15708812","23.74169041","31.9284802"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00069","","","","39","39","1","1","9","18","31","21","16","40","4","6.5","5","4","4","4.92","5","2","3","4","10.5","28.5","56","0.25","0.1625","0.1875","1.806451613","1.435897436","0.516129032","0.41025641","0.338709677","0.269230769","0.580645161","0.461538462","28.57142857","36.84210526","79.48717949","3.798670465","4.778972521","9.971509972","12.54480287","17.09401709","21.50537634","27.06552707","34.05017921"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00070","","","","39","39","1","1","9","18","30","23","26","42","4.4","5","4","4","4","7.76","","","","","9.4","27.4","68","0.169230769","0.119047619","0.138235294","2.266666667","1.743589744","0.866666667","0.666666667","0.313333333","0.241025641","0.6","0.461538462","38.23529412","34.30656934","76.92307692","4.178537512","5.432098765","8.926875594","11.60493827","17.09401709","22.22222222","26.02089269","33.82716049"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00071","","","","39","39","1","1","9","16","38","35","35","89","9","4","5","5","5","0.02","5","2","3","4","13","29","124","0.257142857","0.04494382","0.10483871","3.263157895","3.179487179","0.921052632","0.897435897","0.342105263","0.333333333","0.421052632","0.41025641","28.22580645","44.82758621","97.43589744","8.547008547","8.771929825","12.34567901","12.6705653","15.19468186","15.59454191","27.54036087","28.26510721"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00072","","","","39","39","1","1","9","18","30","26","31","39","7.5","4","5","5","4","0.02","","","","","11.5","29.5","70","0.241935484","0.102564103","0.164285714","2.333333333","1.794871795","1.033333333","0.794871795","0.383333333","0.294871795","0.6","0.461538462","44.28571429","38.98305085","76.92307692","7.122507123","9.259259259","10.92117759","14.19753086","17.09401709","22.22222222","28.01519468","36.41975309"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00073","","","","39","39","1","1","9","38","30","22","18","53","2","2.2","3","3","5","","5","2","3","4","4.2","42.2","71","0.111111111","0.041509434","0.05915493","2.366666667","1.820512821","0.6","0.461538462","0.14","0.107692308","1.266666667","0.974358974","25.35211268","9.952606635","76.92307692","1.899335233","2.469135802","3.988603989","5.185185185","36.08736942","46.91358025","40.07597341","52.09876543"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00074","","","","39","39","1","1","9","26","33","23","15","35","1.6","1.2","2","3","5","4.92","5","3","4","4","2.8","28.8","50","0.106666667","0.034285714","0.056","1.515151515","1.282051282","0.454545455","0.384615385","0.084848485","0.071794872","0.787878788","0.666666667","30","9.722222222","84.61538462","1.519468186","1.795735129","2.659069326","3.142536476","24.69135802","29.18069585","27.35042735","32.32323232"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00075","","","","39","39","1","1","9","20","29","29","75","120","9","7","4","4","5","7.76","4","3","4","3","16","36","195","0.12","0.058333333","0.082051282","6.724137931","5","2.586206897","1.923076923","0.551724138","0.41025641","0.689655172","0.512820513","38.46153846","44.44444444","74.35897436","8.547008547","11.49425287","15.19468186","20.43422733","18.99335233","25.54278416","34.18803419","45.97701149"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00076","","","","39","39","1","1","9","19","27","20","24","70","3.5","6","3","3","5","0.02","5","2","4","4","9.5","28.5","94","0.145833333","0.085714286","0.10106383","3.481481481","2.41025641","0.888888889","0.615384615","0.351851852","0.243589744","0.703703704","0.487179487","25.53191489","33.33333333","69.23076923","3.323836657","4.801097394","9.021842355","13.03155007","18.04368471","26.06310014","27.06552707","39.09465021"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00077","","","","39","39","1","8","9","26","37","31","24","60","2.6","2.2","2","3","5","1.65","5","3","4","3","4.8","30.8","84","0.108333333","0.036666667","0.057142857","2.27027027","2.153846154","0.648648649","0.615384615","0.12972973","0.123076923","0.702702703","0.666666667","28.57142857","15.58441558","94.87179487","2.469135802","2.602602603","4.558404558","4.804804805","24.69135802","26.02602603","29.24976258","30.83083083"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00078","","","","39","39","1","1","9","17","22","11","7","21","1","0.8","2","3","5","3.03","5","2","5","4","1.8","18.8","28","0.142857143","0.038095238","0.064285714","1.272727273","0.717948718","0.318181818","0.179487179","0.081818182","0.046153846","0.772727273","0.435897436","25","9.574468085","56.41025641","0.949667616","1.683501684","1.709401709","3.03030303","16.14434948","28.61952862","17.85375119","31.64983165"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00079","","","","39","39","1","1","9","24","26","22","10","50","1","1.2","2","3","5","6.12","5","3","4","3","2.2","26.2","60","0.1","0.024","0.036666667","2.307692308","1.538461538","0.384615385","0.256410256","0.084615385","0.056410256","0.923076923","0.615384615","16.66666667","8.396946565","66.66666667","0.949667616","1.424501425","2.089268756","3.133903134","22.79202279","34.18803419","24.88129155","37.32193732"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00080","","","","39","39","1","1","9","33","28","20","29","28","4.5","1.5","4","3","5","14.37","","","","","6","39","57","0.155172414","0.053571429","0.105263158","2.035714286","1.461538462","1.035714286","0.743589744","0.214285714","0.153846154","1.178571429","0.846153846","50.87719298","15.38461538","71.79487179","4.273504274","5.952380952","5.698005698","7.936507937","31.33903134","43.65079365","37.03703704","51.58730159"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00081","","","","39","39","1","1","9","42","29","25","59","80","9","4.4","4","4","5","14.37","5","2","4","4","13.4","55.4","139","0.152542373","0.055","0.096402878","4.793103448","3.564102564","2.034482759","1.512820513","0.462068966","0.343589744","1.448275862","1.076923077","42.44604317","24.18772563","74.35897436","8.547008547","11.49425287","12.72554606","17.11366539","39.88603989","53.63984674","52.61158594","70.75351213"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00082","","","","39","39","1","1","9","18","23","23","163","122","27","5","5","4","5","0.02","4","3","4","4","32","50","285","0.165644172","0.040983607","0.112280702","12.39130435","7.307692308","7.086956522","4.179487179","1.391304348","0.820512821","0.782608696","0.461538462","57.19298246","64","58.97435897","25.64102564","43.47826087","30.38936372","51.52979066","17.09401709","28.98550725","47.48338082","80.51529791"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00083","","","","39","39","1","1","9","23","37","34","35","95","3.2","2","3","3","5","0","","","","","5.2","28.2","130","0.091428571","0.021052632","0.04","3.513513514","3.333333333","0.945945946","0.897435897","0.140540541","0.133333333","0.621621622","0.58974359","26.92307692","18.43971631","94.87179487","3.038936372","3.203203203","4.938271605","5.205205205","21.84235518","23.02302302","26.78062678","28.22822823"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00084","","","","39","39","1","3","9","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.846153846","","","","","","","","31.33903134","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00085","","","","39","39","1","1","9","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.974358974","","","","","","","","36.08736942","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00086","","","","39","39","1","1","9","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512820513","","","","","","","","18.99335233","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00087","","","","39","39","1","1","9","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.205128205","","","","","","","","7.597340931","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00088","","","","39","39","1","1","8","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.846153846","","","","","","","","31.33903134","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00089","","","","39","39","1","1","9","14.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.371794872","","","","","","","","13.77018044","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00090","","","","39","39","1","1","9","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.384615385","","","","","","","","14.24501425","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00091","","","","39","39","1","","9","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58974359","","","","","","","","21.84235518","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00092","","","","39","19","1","2","7","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.692307692","","","","","","","","25.64102564","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00093","","","","39","36","1","2","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00094","","","","39","39","1","1","9","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512820513","","","","","","","","18.99335233","","",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00095","","","","39","38","1","1","9","21","31","31","108","97","24","6","5","4","5","","5","2","5","4","30","51","205","0.222222222","0.06185567","0.146341463","6.612903226","5.256410256","3.483870968","2.769230769","0.967741935","0.769230769","0.677419355","0.538461538","52.68292683","58.82352941","79.48717949","22.79202279","28.67383513","28.49002849","35.84229391","19.94301994","25.08960573","48.43304843","60.93189964"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00096","","","","39","39","1","1","9","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.538461538","","","","","","","","19.94301994","","",""
