"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fiber content in raw storage roots estimating 1-9|CO_331:0001038","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00052","","","","39","38","1","1","9","38","30","15","15","30","5","2.5","4","4","4","0.02","2","2","5","4","7.5","45.5","45","0.333333333","0.083333333","0.166666667","1.5","1.153846154","0.5","0.384615385","0.25","0.192307692","1.266666667","0.974358974","33.33333333","16.48351648","76.92307692","4.748338082","6.172839506","7.122507123","9.259259259","36.08736942","46.91358025","43.20987654","56.17283951"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00053","","","","39","37","1","1","8","19.8","28","23","24","60","2.5","1.5","4","4","5","0","3","3","4","3","4","23.8","84","0.104166667","0.025","0.047619048","3","2.153846154","0.857142857","0.615384615","0.142857143","0.102564103","0.707142857","0.507692308","28.57142857","16.80672269","71.79487179","2.374169041","3.306878307","3.798670465","5.291005291","18.8034188","26.19047619","22.60208927","31.48148148"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00054","","","","39","38","1","1","9","17","30","25","50","100","6","5.2","4","4","5","4.92","4","2","4","4","11.2","28.2","150","0.12","0.052","0.074666667","5","3.846153846","1.666666667","1.282051282","0.373333333","0.287179487","0.566666667","0.435897436","33.33333333","39.71631206","76.92307692","5.698005698","7.407407407","10.6362773","13.82716049","16.14434948","20.98765432","26.78062678","34.81481481"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00055","","","","39","39","1","3","9","12.4","30","26","90","44","5","6","4","4","4","12.39","4","3","3","3","11","23.4","134","0.055555556","0.136363636","0.082089552","4.466666667","3.435897436","3","2.307692308","0.366666667","0.282051282","0.413333333","0.317948718","67.1641791","47.00854701","76.92307692","4.748338082","6.172839506","10.44634378","13.58024691","11.77587844","15.30864198","22.22222222","28.88888889"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00056","","","","39","36","1","2","7","12","29","21","37","79","5.2","2.2","4","4","4","6.12","5","3","3","4","7.4","19.4","116","0.140540541","0.027848101","0.063793103","4","2.974358974","1.275862069","0.948717949","0.255172414","0.18974359","0.413793103","0.307692308","31.89655172","38.1443299","74.35897436","4.938271605","6.641123883","7.027540361","9.45083014","11.3960114","15.3256705","18.42355176","24.77650064"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00057","","","","39","32","5","2","8","19.5","25","18","7","30","1.2","2","4","3","4","7.23","5","2","3","4","3.2","22.7","37","0.171428571","0.066666667","0.086486486","1.48","0.948717949","0.28","0.179487179","0.128","0.082051282","0.78","0.5","18.91891892","14.0969163","64.1025641","1.13960114","1.777777778","3.038936372","4.740740741","18.51851852","28.88888889","21.55745489","33.62962963"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00058","","","","39","39","1","2","9","16","29","17","49","30","13","4","5","5","4","0","3","3","4","4","17","33","79","0.265306122","0.133333333","0.215189873","2.724137931","2.025641026","1.689655172","1.256410256","0.586206897","0.435897436","0.551724138","0.41025641","62.02531646","51.51515152","74.35897436","12.34567901","16.60280971","16.14434948","21.71136654","15.19468186","20.43422733","31.33903134","42.14559387"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00059","","","","39","39","1","1","9","16.7","30","22","39","50","8","5","4","4","5","0.02","5","3","4","3","13","29.7","89","0.205128205","0.1","0.146067416","2.966666667","2.282051282","1.3","1","0.433333333","0.333333333","0.556666667","0.428205128","43.82022472","43.77104377","76.92307692","7.597340931","9.87654321","12.34567901","16.04938272","15.85944919","20.61728395","28.20512821","36.66666667"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00060","","","","39","37","1","1","9","11.3","33","25","60","90","10","7","4","4","4","11.03","5","3","3","4","17","28.3","150","0.166666667","0.077777778","0.113333333","4.545454545","3.846153846","1.818181818","1.538461538","0.515151515","0.435897436","0.342424242","0.28974359","40","60.07067138","84.61538462","9.496676163","11.22334456","16.14434948","19.07968575","10.73124406","12.68237935","26.87559354","31.7620651"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00061","","","","39","39","1","3","8","12.9","33","32","60","110","8","5","4","4","3","12.39","5","2","4","5","13","25.9","170","0.133333333","0.045454545","0.076470588","5.151515152","4.358974359","1.818181818","1.538461538","0.393939394","0.333333333","0.390909091","0.330769231","35.29411765","50.19305019","84.61538462","7.597340931","8.978675645","12.34567901","14.59034792","12.25071225","14.47811448","24.59639126","29.0684624"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00062","","","","39","39","1","1","9","28","28","13","26","10","2.2","1.2","4","4","3","0.02","5","3","5","3","3.4","31.4","36","0.084615385","0.12","0.094444444","1.285714286","0.923076923","0.928571429","0.666666667","0.121428571","0.087179487","1","0.717948718","72.22222222","10.82802548","71.79487179","2.089268756","2.91005291","3.228869896","4.497354497","26.59069326","37.03703704","29.81956315","41.53439153"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00063","","","","39","37","1","2","9","23","27","27","38","31","8","4.2","4","5","5","14.37","4","2","3","4","12.2","35.2","69","0.210526316","0.135483871","0.176811594","2.555555556","1.769230769","1.407407407","0.974358974","0.451851852","0.312820513","0.851851852","0.58974359","55.07246377","34.65909091","69.23076923","7.597340931","10.9739369","11.58594492","16.73525377","21.84235518","31.55006859","33.42830009","48.28532236"
"","","MZP2009CKE-AT01","","","","","","","","","MZP2009CKE-AT01-00064","","","","39","30","1","1","8","11","30","19","10","30","1.8","1.4","4","4","4","7.23","5","2","4","5","3.2","14.2","40","0.18","0.046666667","0.08","1.333333333","1.025641026","0.333333333","0.256410256","0.106666667","0.082051282","0.366666667","0.282051282","25","22.53521127","76.92307692","1.709401709","2.222222222","3.038936372","3.950617284","10.44634378","13.58024691","13.48528015","17.5308642"
