"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00046","","","","39","34","1","1","8","16","1","3","0","0.4","0","8","3","4","1","11.5","3","1","5","3","3.59","1.86","1.13","45.34","57.65","3.63","5.15","9.4","0.4","8.4","3","0.133333333","","0.133333333","0.1875","0.076923077","0.1875","0.076923077","0.025","0.01025641","0.5","0.205128205","100","4.761904762","41.02564103","0.379867047","0.925925926","0.379867047","0.925925926","7.597340931","18.51851852","7.977207977","19.44444444"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00047","","","","39","39","1","1","8","24","4","4","19","1","2","36.2","5","6","2","19.1","7","1","6","5","2.55","1.28","0.96","131.68","69.32","1.98","3.4","4.81","3","39.2","23","0.25","0.105263158","0.130434783","0.958333333","0.58974359","0.166666667","0.102564103","0.125","0.076923077","1.508333333","0.928205128","17.39130435","7.653061224","61.53846154","0.949667616","1.543209877","2.849002849","4.62962963","34.37796771","55.86419753","37.22697056","60.49382716"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00048","","","","39","32","1","1","7","30","30","41","53","7","6.2","10.9","3","5","2","15.9","2","5","5","1","5.46","2.1","1.28","33.49","60.71","2.85","4.16","8.08","13.2","24.1","94","0.170731707","0.116981132","0.140425532","3.133333333","2.41025641","1.366666667","1.051282051","0.44","0.338461538","0.363333333","0.279487179","43.61702128","54.77178423","76.92307692","6.647673314","8.641975309","12.53561254","16.2962963","10.35137702","13.45679012","22.88698955","29.75308642"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00049","","","","39","36","1","7","6","20","16","12","43","3","4","10","6","7","5","18.1","3","1","7","6","3.21","1.54","1","33.58","67.95","2.22","3.41","7.51","7","17","55","0.25","0.093023256","0.127272727","2.75","1.41025641","0.6","0.307692308","0.35","0.179487179","0.5","0.256410256","21.81818182","41.17647059","51.28205128","2.849002849","5.555555556","6.647673314","12.96296296","9.496676163","18.51851852","16.14434948","31.48148148"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00050","","","","39","39","1","4","7","14","9","4","70","1","3.9","39.4","5","7","4","17.4","7","1","7","3","2.63","1.62","0.98","83.63","60.75","2.91","4.53","13.64","4.9","44.3","74","0.25","0.055714286","0.066216216","5.285714286","1.897435897","0.285714286","0.102564103","0.35","0.125641026","2.814285714","1.01025641","5.405405405","11.06094808","35.8974359","0.949667616","2.645502646","4.65337132","12.96296296","37.41690408","104.2328042","42.0702754","117.1957672"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00051","","","","39","39","1","1","8","27","20","36","99","3.9","4","28","3","5","5","11","3","1","4","4","3.33","2.19","1.39","46.22","46.24","5.89","9.43","17.5","7.9","35.9","135","0.108333333","0.04040404","0.058518519","5","3.461538462","1.333333333","0.923076923","0.292592593","0.202564103","1.037037037","0.717948718","26.66666667","22.00557103","69.23076923","3.703703704","5.349794239","7.502374169","10.83676269","26.59069326","38.40877915","34.09306743","49.24554184"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00052","","","","39","39","4","1","9","30","26","40","31","13","5.2","25.7","3","5","4","19.5","3","1","3","5","2.46","1.36","0.69","101.27","69.34","2.76","3.67","8.84","18.2","43.9","71","0.325","0.167741935","0.256338028","2.366666667","1.820512821","1.333333333","1.025641026","0.606666667","0.466666667","0.856666667","0.658974359","56.33802817","41.45785877","76.92307692","12.34567901","16.04938272","17.28395062","22.4691358","24.40645774","31.72839506","41.69040836","54.19753086"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00053","","","","39","16","1","1","4","16","10","10","15","2.2","1.8","18","3","3","2","10.7","5","7","5","3","2.96","1.62","0.87","15.28","53.41","7.88","11.35","9.05","4","22","25","0.22","0.12","0.16","1.5625","0.641025641","0.625","0.256410256","0.25","0.102564103","1.125","0.461538462","40","18.18181818","41.02564103","2.089268756","5.092592593","3.798670465","9.259259259","17.09401709","41.66666667","20.89268756","50.92592593"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00054","","","","39","39","1","1","9","22","4","5","0","1","0","30","5","5","3","18.3","7","1","7","4","3.16","1.62","0.85","92.63","59.52","2.93","3.93","14.23","1","31","5","0.2","","0.2","0.227272727","0.128205128","0.227272727","0.128205128","0.045454545","0.025641026","1.363636364","0.769230769","100","3.225806452","56.41025641","0.949667616","1.683501684","0.949667616","1.683501684","28.49002849","50.50505051","29.43969611","52.18855219"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00055","","","","39","39","1","1","9","20","4","4","0","0.9","0","29","5","5","3","17.6","7","1","5","3","2.68","1.71","0.95","130.72","63.24","2.44","3.33","12.9","0.9","29.9","4","0.225","","0.225","0.2","0.102564103","0.2","0.102564103","0.045","0.023076923","1.45","0.743589744","100","3.010033445","51.28205128","0.854700855","1.666666667","0.854700855","1.666666667","27.54036087","53.7037037","28.39506173","55.37037037"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00056","","","","39","39","1","1","5","20","4","8","42","1.1","3","11.2","6","7","5","12.3","3","5","4","1","2.65","1.81","1.07","44.93","44.93","5.78","8.26","20.43","4.1","15.3","50","0.1375","0.071428571","0.082","2.5","1.282051282","0.4","0.205128205","0.205","0.105128205","0.56","0.287179487","16","26.79738562","51.28205128","1.044634378","2.037037037","3.893637227","7.592592593","10.6362773","20.74074074","14.52991453","28.33333333"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00057","","","","39","37","1","1","9","25","4","8","12","1.9","1.2","51","3","5","2","19.5","7","3","7","4","3.22","1.71","0.91","92.12","63.89","2.62","3.94","12.39","3.1","54.1","20","0.2375","0.1","0.155","0.8","0.512820513","0.32","0.205128205","0.124","0.079487179","2.04","1.307692308","40","5.73012939","64.1025641","1.804368471","2.814814815","2.943969611","4.592592593","48.43304843","75.55555556","51.37701804","80.14814815"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00058","","","","39","39","1","1","7","22","22","66","182","9","18","24","3","6","5","10.6","1","5","3","3","2.03","1.45","0.86","38.01","43.53","10.2","14.08","14.68","27","51","248","0.136363636","0.098901099","0.108870968","11.27272727","6.358974359","3","1.692307692","1.227272727","0.692307692","1.090909091","0.615384615","26.61290323","52.94117647","56.41025641","8.547008547","15.15151515","25.64102564","45.45454545","22.79202279","40.4040404","48.43304843","85.85858586"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00059","","","","39","39","1","1","8","30","26","39","22","8.2","2","16.2","1","5","5","17.9","7","3","6","3","2.32","1.35","0.8","100.69","65.29","3.44","4.92","11.46","10.2","26.4","61","0.21025641","0.090909091","0.167213115","2.033333333","1.564102564","1.3","1","0.34","0.261538462","0.54","0.415384615","63.93442623","38.63636364","76.92307692","7.787274454","10.12345679","9.686609687","12.59259259","15.38461538","20","25.07122507","32.59259259"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00060","","","","39","28","1","1","8","25","4","0","8","0","1.2","19","6","6","6","17","4","1","3","5","2.56","1.56","0.93","51.87","68.39","3.39","4.84","4.89","1.2","20.2","8","","0.15","0.15","0.32","0.205128205","0","0","0.048","0.030769231","0.76","0.487179487","0","5.940594059","64.1025641","0","0","1.13960114","1.777777778","18.04368471","28.14814815","19.18328585","29.92592593"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00061","","","","39","39","1","1","9","25","5","7","10","1.4","1","32","5","5","5","17.4","6","1","6","7","3.06","1.77","1.06","151.46","63.07","2.6","4.23","10.48","2.4","34.4","17","0.2","0.1","0.141176471","0.68","0.435897436","0.28","0.179487179","0.096","0.061538462","1.28","0.820512821","41.17647059","6.976744186","64.1025641","1.329534663","2.074074074","2.279202279","3.555555556","30.38936372","47.40740741","32.668566","50.96296296"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00062","","","","39","39","2","1","4","25","5","5","9","1.2","1","9","4","5","3","15.7","3","7","4","3","2.24","1.71","1.11","33.89","55.97","5.33","7.35","11.11","2.2","11.2","14","0.24","0.111111111","0.157142857","0.56","0.358974359","0.2","0.128205128","0.088","0.056410256","0.36","0.230769231","35.71428571","19.64285714","64.1025641","1.13960114","1.777777778","2.089268756","3.259259259","8.547008547","13.33333333","10.6362773","16.59259259"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00063","","","","39","30","6","5","6","17","12","9","47","1.2","3.6","10.2","7","7","6","11.3","1","1","1","6","3.65","1.71","1.15","31.74","66.04","2.31","3.78","7.95","4.8","15","56","0.133333333","0.076595745","0.085714286","3.294117647","1.435897436","0.529411765","0.230769231","0.282352941","0.123076923","0.6","0.261538462","16.07142857","32","43.58974359","1.13960114","2.614379085","4.558404558","10.45751634","9.686609687","22.22222222","14.24501425","32.67973856"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00064","","","","39","29","1","1","8","19","0","0","0","0","0","27","","","","","","","","","","","","","","","","","0","27","0","","","","0","0","0","0","0","0","1.421052632","0.692307692","","0","48.71794872","0","0","0","0","25.64102564","52.63157895","25.64102564","52.63157895"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00065","","","","39","33","2","1","8","16","1","5","0","1.2","0","27.2","1","7","1","","1","3","3","3","","","","","","","","","1.2","28.4","5","0.24","","0.24","0.3125","0.128205128","0.3125","0.128205128","0.075","0.030769231","1.7","0.697435897","100","4.225352113","41.02564103","1.13960114","2.777777778","1.13960114","2.777777778","25.83095916","62.96296296","26.9705603","65.74074074"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00066","","","","39","36","1","1","7","18","5","6","5","0.9","0.5","22.2","7","5","2","17.3","","","","","2.98","1.61","0.91","156.33","60.85","2.68","4.26","9.72","1.4","23.6","11","0.15","0.1","0.127272727","0.611111111","0.282051282","0.333333333","0.153846154","0.077777778","0.035897436","1.233333333","0.569230769","54.54545455","5.93220339","46.15384615","0.854700855","1.851851852","1.329534663","2.880658436","21.08262108","45.67901235","22.41215575","48.55967078"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00067","","","","39","34","1","1","7","19","9","8","12","1.8","1.4","24.2","5","4","6","17.7","3","3","7","3","3.25","1.55","1.03","120.62","64.18","2.25","3.71","6.88","3.2","27.4","20","0.225","0.116666667","0.16","1.052631579","0.512820513","0.421052632","0.205128205","0.168421053","0.082051282","1.273684211","0.620512821","40","11.67883212","48.71794872","1.709401709","3.50877193","3.038936372","6.237816764","22.98195632","47.17348928","26.02089269","53.41130604"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00068","","","","39","36","1","1","8","20","4","5","6","0.8","1.2","41.2","5","6","7","14.4","3","3","4","3","2.61","1.47","0.91","25.43","61.14","3.71","4.89","10.5","2","43.2","11","0.16","0.2","0.181818182","0.55","0.282051282","0.25","0.128205128","0.1","0.051282051","2.06","1.056410256","45.45454545","4.62962963","51.28205128","0.759734093","1.481481481","1.899335233","3.703703704","39.12630579","76.2962963","41.02564103","80"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00069","","","","39","37","1","1","8","17","10","8","94","2","6.8","26","5","5","5","15","3","1","4","8","3.89","1.67","1.11","116.25","66.05","2.16","3.42","5.23","8.8","34.8","102","0.25","0.072340426","0.08627451","6","2.615384615","0.470588235","0.205128205","0.517647059","0.225641026","1.529411765","0.666666667","7.843137255","25.28735632","43.58974359","1.899335233","4.357298475","8.357075024","19.17211329","24.69135802","56.64488017","33.04843305","75.81699346"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00070","","","","39","34","1","1","7","32","30","24","35","3","3","17.2","3","6","7","17.3","1","1","5","5","2.63","1.45","0.96","90.95","63.37","2.45","3.5","12.92","6","23.2","59","0.125","0.085714286","0.101694915","1.84375","1.512820513","0.75","0.615384615","0.1875","0.153846154","0.5375","0.441025641","40.6779661","25.86206897","82.05128205","2.849002849","3.472222222","5.698005698","6.944444444","16.334283","19.90740741","22.0322887","26.85185185"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00071","","","","39","35","1","1","7","22","2","0","9","0","0.8","17","7","7","5","","7","1","6","5","","","","","","","","","0.8","17.8","9","","0.088888889","0.088888889","0.409090909","0.230769231","0","0","0.036363636","0.020512821","0.772727273","0.435897436","0","4.494382022","56.41025641","0","0","0.759734093","1.346801347","16.14434948","28.61952862","16.90408357","29.96632997"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00072","","","","39","39","1","1","9","14","5","2","4","1","2.1","32.4","3","7","7","17","7","1","7","3","2.73","1.73","0.97","105.29","63.91","2.59","3.63","12.34","3.1","35.5","6","0.5","0.525","0.516666667","0.428571429","0.153846154","0.142857143","0.051282051","0.221428571","0.079487179","2.314285714","0.830769231","33.33333333","8.732394366","35.8974359","0.949667616","2.645502646","2.943969611","8.201058201","30.76923077","85.71428571","33.71320038","93.91534392"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00073","","","","39","39","1","1","8","17","5","0","10","0","1.7","38.8","4","5","3","","3","3","6","5","","","","","","","","","1.7","40.5","10","","0.17","0.17","0.588235294","0.256410256","0","0","0.1","0.043589744","2.282352941","0.994871795","0","4.197530864","43.58974359","0","0","1.614434948","3.703703704","36.84710351","84.53159041","38.46153846","88.23529412"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00074","","","","39","39","1","1","9","30","30","38","92","5","5","22","6","7","6","14.9","3","5","5","3","2.76","1.52","1.04","95.03","65.61","2.35","3.29","9.42","10","32","130","0.131578947","0.054347826","0.076923077","4.333333333","3.333333333","1.266666667","0.974358974","0.333333333","0.256410256","0.733333333","0.564102564","29.23076923","31.25","76.92307692","4.748338082","6.172839506","9.496676163","12.34567901","20.89268756","27.16049383","30.38936372","39.50617284"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00075","","","","39","39","1","1","8","18","7","3","19","1","3","31","5","7","6","13.8","7","7","7","1","2.09","1.72","1.05","81.77","58.31","3.46","5.19","14.27","4","35","22","0.333333333","0.157894737","0.181818182","1.222222222","0.564102564","0.166666667","0.076923077","0.222222222","0.102564103","1.722222222","0.794871795","13.63636364","11.42857143","46.15384615","0.949667616","2.057613169","3.798670465","8.230452675","29.43969611","63.78600823","33.23836657","72.01646091"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00076","","","","39","36","2","1","8","22","7","0","56","0","9.4","25","7","7","7","15.3","3","1","5","3","2.33","1.53","0.89","18.67","60.27","5.28","6.95","7.42","9.4","34.4","56","","0.167857143","0.167857143","2.545454545","1.435897436","0","0","0.427272727","0.241025641","1.136363636","0.641025641","0","27.3255814","56.41025641","0","0","8.926875594","15.82491582","23.74169041","42.08754209","32.668566","57.91245791"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00077","","","","39","38","1","5","6","24","14","0","52","0","3.9","27.2","6","7","5","18.2","7","1","7","3","3.66","1.66","1.19","19.76","67.47","1.8","3.31","5.34","3.9","31.1","52","","0.075","0.075","2.166666667","1.333333333","0","0","0.1625","0.1","1.133333333","0.697435897","0","12.54019293","61.53846154","0","0","3.703703704","6.018518519","25.83095916","41.97530864","29.53466287","47.99382716"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00078","","","","39","39","1","3","8","30","14","11","5","2.1","0.6","31","5","3","3","16.2","5","3","4","3","3.99","2.03","1.06","123.17","60.85","2.95","4.24","9.61","2.7","33.7","16","0.190909091","0.12","0.16875","0.533333333","0.41025641","0.366666667","0.282051282","0.09","0.069230769","1.033333333","0.794871795","68.75","8.011869436","76.92307692","1.994301994","2.592592593","2.564102564","3.333333333","29.43969611","38.27160494","32.00379867","41.60493827"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00079","","","","39","27","1","1","6","26","26","20","46","4","5.2","14.9","5","5","5","18.5","7","5","7","1","3.15","1.6","1.01","27.85","65.96","2.73","4.11","7.99","9.2","24.1","66","0.2","0.113043478","0.139393939","2.538461538","1.692307692","0.769230769","0.512820513","0.353846154","0.235897436","0.573076923","0.382051282","30.3030303","38.17427386","66.66666667","3.798670465","5.698005698","8.73694207","13.10541311","14.15004748","21.22507123","22.88698955","34.33048433"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00080","","","","39","38","1","1","8","25","15","7","21","2","2","54","6","6","5","15.7","3","3","5","3","2.63","1.74","0.94","103.9","63.92","2.44","3.34","12.7","4","58","28","0.285714286","0.095238095","0.142857143","1.12","0.717948718","0.28","0.179487179","0.16","0.102564103","2.16","1.384615385","25","6.896551724","64.1025641","1.899335233","2.962962963","3.798670465","5.925925926","51.28205128","80","55.08072175","85.92592593"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00081","","","","39","39","1","1","8","19","10","2","22","0.9","1.9","33","5","4","5","16.1","7","3","6","3","2.96","1.61","1.1","80.83","62.44","2.71","4.04","9.65","2.8","35.8","24","0.45","0.086363636","0.116666667","1.263157895","0.615384615","0.105263158","0.051282051","0.147368421","0.071794872","1.736842105","0.846153846","8.333333333","7.82122905","48.71794872","0.854700855","1.754385965","2.659069326","5.458089669","31.33903134","64.32748538","33.99810066","69.78557505"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00082","","","","39","38","1","1","7","17","4","0","4","0","1","28","3","6","3","18","7","1","7","3","3.74","1.98","1.08","81.75","61.74","2.47","3.73","12.27","1","29","4","","0.25","0.25","0.235294118","0.102564103","0","0","0.058823529","0.025641026","1.647058824","0.717948718","0","3.448275862","43.58974359","0","0","0.949667616","2.178649237","26.59069326","61.00217865","27.54036087","63.18082789"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00083","","","","39","37","1","5","7","26","21","26","42","5","5","31","3","3","5","15.9","6","1","5","5","3.61","1.85","1.29","81.97","50.08","2.84","3.9","23.59","10","41","68","0.192307692","0.119047619","0.147058824","2.615384615","1.743589744","1","0.666666667","0.384615385","0.256410256","1.192307692","0.794871795","38.23529412","24.3902439","66.66666667","4.748338082","7.122507123","9.496676163","14.24501425","29.43969611","44.15954416","38.93637227","58.4045584"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00084","","","","39","38","1","1","8","24","22","6","17","1.2","1.9","46","7","7","3","13.1","1","5","3","4","2.92","1.74","1.03","59.86","62.01","2.67","4.44","11.67","3.1","49.1","23","0.2","0.111764706","0.134782609","0.958333333","0.58974359","0.25","0.153846154","0.129166667","0.079487179","1.916666667","1.179487179","26.08695652","6.313645621","61.53846154","1.13960114","1.851851852","2.943969611","4.783950617","43.68471035","70.98765432","46.62867996","75.77160494"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00085","","","","39","19","1","1","8","18","17","8","62","1.6","3.2","9.9","3","6","5","10.5","3","7","5","1","3.62","2.18","1.46","51.1","44.14","3.81","5.81","24.22","4.8","14.7","70","0.2","0.051612903","0.068571429","3.888888889","1.794871795","0.444444444","0.205128205","0.266666667","0.123076923","0.55","0.253846154","11.42857143","32.65306122","46.15384615","1.519468186","3.29218107","4.558404558","9.87654321","9.401709402","20.37037037","13.96011396","30.24691358"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00086","","","","39","39","1","1","8","18","17","72","78","12.2","11.2","28","3","6","5","11.2","3","7","5","1","3.44","2.02","1.06","30.49","44.64","11.06","15.53","8.6","23.4","51.4","150","0.169444444","0.143589744","0.156","8.333333333","3.846153846","4","1.846153846","1.3","0.6","1.555555556","0.717948718","48","45.52529183","46.15384615","11.58594492","25.10288066","22.22222222","48.14814815","26.59069326","57.61316872","48.81291548","105.7613169"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00087","","","","39","39","1","1","9","20","14","6","20","1.8","1.9","41","4","6","5","17","3","1","3","5","3.41","1.85","1.04","57.58","66.39","2.47","3.85","7.91","3.7","44.7","26","0.3","0.095","0.142307692","1.3","0.666666667","0.3","0.153846154","0.185","0.094871795","2.05","1.051282051","23.07692308","8.277404922","51.28205128","1.709401709","3.333333333","3.51377018","6.851851852","38.93637227","75.92592593","42.45014245","82.77777778"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00088","","","","39","38","1","1","9","14","8","9","14","1","1","30","7","7","3","11.8","3","7","3","3","1.92","1.25","0.72","108.47","66.55","4.4","5.95","4.47","2","32","23","0.111111111","0.071428571","0.086956522","1.642857143","0.58974359","0.642857143","0.230769231","0.142857143","0.051282051","2.142857143","0.769230769","39.13043478","6.25","35.8974359","0.949667616","2.645502646","1.899335233","5.291005291","28.49002849","79.36507937","30.38936372","84.65608466"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00089","","","","39","39","1","1","8","29","27","34","56","9.4","10.8","29.3","3","3","3","17.4","7","1","7","7","3.23","1.6","0.92","113.73","65.36","3.35","4.83","6.86","20.2","49.5","90","0.276470588","0.192857143","0.224444444","3.103448276","2.307692308","1.172413793","0.871794872","0.696551724","0.517948718","1.010344828","0.751282051","37.77777778","40.80808081","74.35897436","8.926875594","12.00510856","19.18328585","25.79821201","27.82526116","37.4201788","47.00854701","63.2183908"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00090","","","","39","36","1","1","9","25","25","64","40","2","9","34.2","5","3","5","20.2","7","5","7","3","2.93","1.27","0.97","127.47","71.96","1.46","2.55","2.37","11","45.2","104","0.03125","0.225","0.105769231","4.16","2.666666667","2.56","1.641025641","0.44","0.282051282","1.368","0.876923077","61.53846154","24.33628319","64.1025641","1.899335233","2.962962963","10.44634378","16.2962963","32.47863248","50.66666667","42.92497626","66.96296296"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00091","","","","39","38","1","1","9","19","15","0","14","0","1.2","42","5","5","5","16.2","7","3","6","3","3.28","1.84","0.95","160.86","60.25","3.42","5.24","11.56","1.2","43.2","14","","0.085714286","0.085714286","0.736842105","0.358974359","0","0","0.063157895","0.030769231","2.210526316","1.076923077","0","2.777777778","48.71794872","0","0","1.13960114","2.339181287","39.88603989","81.87134503","41.02564103","84.21052632"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00092","","","","39","37","1","1","9","28","28","54","54","11.2","6","35.1","3","5","6","18.4","6","3","7","3","2.91","1.36","0.9","125.47","65.04","2.17","3.2","8.57","17.2","52.3","108","0.207407407","0.111111111","0.159259259","3.857142857","2.769230769","1.928571429","1.384615385","0.614285714","0.441025641","1.253571429","0.9","50","32.88718929","71.79487179","10.6362773","14.81481481","16.334283","22.75132275","33.33333333","46.42857143","49.66761633","69.17989418"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00093","","","","39","19","1","1","8","19","19","23","19","5","4.4","14","3","3","3","17.2","3","7","5","3","2.55","1.41","0.75","67.11","64.57","4.44","6.22","8.55","9.4","23.4","42","0.217391304","0.231578947","0.223809524","2.210526316","1.076923077","1.210526316","0.58974359","0.494736842","0.241025641","0.736842105","0.358974359","54.76190476","40.17094017","48.71794872","4.748338082","9.746588694","8.926875594","18.32358674","13.29534663","27.29044834","22.22222222","45.61403509"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00094","","","","39","31","1","6","8","16","16","26","24","8.2","6.4","31.2","7","7","3","14.9","1","5","3","3","1.96","1.46","0.79","16.58","59.61","7.44","10.2","4.62","14.6","45.8","50","0.315384615","0.266666667","0.292","3.125","1.282051282","1.625","0.666666667","0.9125","0.374358974","1.95","0.8","52","31.87772926","41.02564103","7.787274454","18.98148148","13.8651472","33.7962963","29.62962963","72.22222222","43.49477683","106.0185185"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00095","","","","39","28","1","1","7","13","6","3","12","1.2","1.8","9.4","3","5","2","12.6","3","3","3","3","2.16","1.46","0.81","22.32","49.76","8.26","11.54","11.68","3","12.4","15","0.4","0.15","0.2","1.153846154","0.384615385","0.230769231","0.076923077","0.230769231","0.076923077","0.723076923","0.241025641","20","24.19354839","33.33333333","1.13960114","3.418803419","2.849002849","8.547008547","8.926875594","26.78062678","11.77587844","35.32763533"
