"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00067","","","","12","3","3","2","10","5","3.2","0.4","2","5","3","3","3.6","5.6","15","0.32","0.08","0.24","5","3.333333333","1.2","0.666666667","66.66666667","64.28571429","9.87654321","11.11111111","6.172839506","17.28395062","1.25","0.833333333","0.3","0.166666667","25","39.50617284","44.44444444","24.69135802","69.13580247"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00068","","","","12","3","3","3","12","4","3.4","0.2","2.4","4","2","3","3.6","6","16","0.283333333","0.05","0.225","5.333333333","4","1.2","0.8","75","60","10.49382716","11.11111111","7.407407407","18.51851852","1.333333333","1","0.3","0.2","25","41.97530864","44.44444444","29.62962963","74.07407407"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00069","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00070","","","","12","3","3","3","8","7","3.12","0.2","2","3","1","2","3.32","5.32","15","0.39","0.028571429","0.221333333","5","2.666666667","1.106666667","0.666666667","53.33333333","62.40601504","9.62962963","10.24691358","6.172839506","16.41975309","1.25","0.666666667","0.276666667","0.166666667","25","38.51851852","40.98765432","24.69135802","65.67901235"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00071","","","","12","3","3","3","22","9","7.8","0.5","5.4","1","3","5","8.3","13.7","31","0.354545455","0.055555556","0.267741935","10.33333333","7.333333333","2.766666667","1.8","70.96774194","60.58394161","24.07407407","25.61728395","16.66666667","42.28395062","2.583333333","1.833333333","0.691666667","0.45","25","96.2962963","102.4691358","66.66666667","169.1358025"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00072","","","","12","3","3","3","7","6","2.6","0.2","5.2","3","7","7","2.8","8","13","0.371428571","0.033333333","0.215384615","4.333333333","2.333333333","0.933333333","1.733333333","53.84615385","35","8.024691358","8.641975309","16.04938272","24.69135802","1.083333333","0.583333333","0.233333333","0.433333333","25","32.09876543","34.56790123","64.19753086","98.7654321"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00073","","","","12","3","3","3","5","2","0.4","0.2","3.4","3","1","1","0.6","4","7","0.08","0.1","0.085714286","2.333333333","1.666666667","0.2","1.133333333","71.42857143","15","1.234567901","1.851851852","10.49382716","12.34567901","0.583333333","0.416666667","0.05","0.283333333","25","4.938271605","7.407407407","41.97530864","49.38271605"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00074","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00075","","","","12","3","3","3","1","0","0.2","0","4","3","1","1","0.2","4.2","1","0.2","","0.2","0.333333333","0.333333333","0.066666667","1.333333333","100","4.761904762","0.617283951","0.617283951","12.34567901","12.96296296","0.083333333","0.083333333","0.016666667","0.333333333","25","2.469135802","2.469135802","49.38271605","51.85185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00076","","","","12","3","3","3","3","0","0.4","0","4","1","3","3","0.4","4.4","3","0.133333333","","0.133333333","1","1","0.133333333","1.333333333","100","9.090909091","1.234567901","1.234567901","12.34567901","13.58024691","0.25","0.25","0.033333333","0.333333333","25","4.938271605","4.938271605","49.38271605","54.32098765"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00077","","","","12","3","3","3","17","5","7","0.2","5.8","3","1","3","7.2","13","22","0.411764706","0.04","0.327272727","7.333333333","5.666666667","2.4","1.933333333","77.27272727","55.38461538","21.60493827","22.22222222","17.90123457","40.12345679","1.833333333","1.416666667","0.6","0.483333333","25","86.41975309","88.88888889","71.60493827","160.4938272"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00078","","","","12","3","3","3","14","3","4.12","0.2","4","1","3","5","4.32","8.32","17","0.294285714","0.066666667","0.254117647","5.666666667","4.666666667","1.44","1.333333333","82.35294118","51.92307692","12.71604938","13.33333333","12.34567901","25.67901235","1.416666667","1.166666667","0.36","0.333333333","25","50.86419753","53.33333333","49.38271605","102.7160494"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00079","","","","12","3","3","3","10","4","2.66","0.12","6","5","1","3","2.78","8.78","14","0.266","0.03","0.198571429","4.666666667","3.333333333","0.926666667","2","71.42857143","31.66287016","8.209876543","8.580246914","18.51851852","27.09876543","1.166666667","0.833333333","0.231666667","0.5","25","32.83950617","34.32098765","74.07407407","108.3950617"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00080","","","","12","2","2","1","8","0","1.56","0","1","3","3","5","1.56","2.56","8","0.195","","0.195","4","4","0.78","0.5","100","60.9375","4.814814815","4.814814815","3.086419753","7.901234568","0.666666667","0.666666667","0.13","0.083333333","16.66666667","28.88888889","28.88888889","18.51851852","47.40740741"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00081","","","","12","3","3","2","14","3","4.8","1.2","1.4","3","1","1","6","7.4","17","0.342857143","0.4","0.352941176","5.666666667","4.666666667","2","0.466666667","82.35294118","81.08108108","14.81481481","18.51851852","4.320987654","22.83950617","1.416666667","1.166666667","0.5","0.116666667","25","59.25925926","74.07407407","17.28395062","91.35802469"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00082","","","","12","3","3","2","7","0","3.4","0","5.6","4","1","3","3.4","9","7","0.485714286","","0.485714286","2.333333333","2.333333333","1.133333333","1.866666667","100","37.77777778","10.49382716","10.49382716","17.28395062","27.77777778","0.583333333","0.583333333","0.283333333","0.466666667","25","41.97530864","41.97530864","69.13580247","111.1111111"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00083","","","","12","3","3","3","15","4","6.8","0.3","2.6","3","1","1","7.1","9.7","19","0.453333333","0.075","0.373684211","6.333333333","5","2.366666667","0.866666667","78.94736842","73.19587629","20.98765432","21.91358025","8.024691358","29.9382716","1.583333333","1.25","0.591666667","0.216666667","25","83.95061728","87.65432099","32.09876543","119.7530864"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00084","","","","12","3","3","3","10","8","2.8","0.5","2.4","3","1","1","3.3","5.7","18","0.28","0.0625","0.183333333","6","3.333333333","1.1","0.8","55.55555556","57.89473684","8.641975309","10.18518519","7.407407407","17.59259259","1.5","0.833333333","0.275","0.2","25","34.56790123","40.74074074","29.62962963","70.37037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00085","","","","12","3","3","3","5","4","1.2","0.2","2.2","1","3","3","1.4","3.6","9","0.24","0.05","0.155555556","3","1.666666667","0.466666667","0.733333333","55.55555556","38.88888889","3.703703704","4.320987654","6.790123457","11.11111111","0.75","0.416666667","0.116666667","0.183333333","25","14.81481481","17.28395062","27.16049383","44.44444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00086","","","","12","2","2","1","11","3","2.2","0.2","1.2","7","3","3","2.4","3.6","14","0.2","0.066666667","0.171428571","7","5.5","1.2","0.6","78.57142857","66.66666667","6.790123457","7.407407407","3.703703704","11.11111111","1.166666667","0.916666667","0.2","0.1","16.66666667","40.74074074","44.44444444","22.22222222","66.66666667"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00087","","","","12","3","3","3","2","0","0.8","0","3.8","3","1","1","0.8","4.6","2","0.4","","0.4","0.666666667","0.666666667","0.266666667","1.266666667","100","17.39130435","2.469135802","2.469135802","11.72839506","14.19753086","0.166666667","0.166666667","0.066666667","0.316666667","25","9.87654321","9.87654321","46.91358025","56.79012346"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00088","","","","12","3","3","3","14","4","3.06","0.1","5.8","3","5","5","3.16","8.96","18","0.218571429","0.025","0.175555556","6","4.666666667","1.053333333","1.933333333","77.77777778","35.26785714","9.444444444","9.75308642","17.90123457","27.65432099","1.5","1.166666667","0.263333333","0.483333333","25","37.77777778","39.01234568","71.60493827","110.617284"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00089","","","","12","3","3","3","9","2","1.9","0.12","3","1","1","1","2.02","5.02","11","0.211111111","0.06","0.183636364","3.666666667","3","0.673333333","1","81.81818182","40.23904382","5.864197531","6.234567901","9.259259259","15.49382716","0.916666667","0.75","0.168333333","0.25","25","23.45679012","24.9382716","37.03703704","61.97530864"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00090","","","","12","3","3","3","7","1","1.8","0.01","4.8","3","1","1","1.81","6.61","8","0.257142857","0.01","0.22625","2.666666667","2.333333333","0.603333333","1.6","87.5","27.3827534","5.555555556","5.586419753","14.81481481","20.40123457","0.666666667","0.583333333","0.150833333","0.4","25","22.22222222","22.34567901","59.25925926","81.60493827"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00091","","","","12","3","3","3","5","1","1.02","0.01","2.6","5","3","5","1.03","3.63","6","0.204","0.01","0.171666667","2","1.666666667","0.343333333","0.866666667","83.33333333","28.37465565","3.148148148","3.179012346","8.024691358","11.2037037","0.5","0.416666667","0.085833333","0.216666667","25","12.59259259","12.71604938","32.09876543","44.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00092","","","","12","2","2","2","7","1","2.3","0.04","1.6","1","1","1","2.34","3.94","8","0.328571429","0.04","0.2925","4","3.5","1.17","0.8","87.5","59.39086294","7.098765432","7.222222222","4.938271605","12.16049383","0.666666667","0.583333333","0.195","0.133333333","16.66666667","42.59259259","43.33333333","29.62962963","72.96296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00093","","","","12","3","3","3","13","0","2.02","0","6.2","1","3","3","2.02","8.22","13","0.155384615","","0.155384615","4.333333333","4.333333333","0.673333333","2.066666667","100","24.57420925","6.234567901","6.234567901","19.13580247","25.37037037","1.083333333","1.083333333","0.168333333","0.516666667","25","24.9382716","24.9382716","76.54320988","101.4814815"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00094","","","","12","3","3","3","2","2","0.2","0.2","7.8","1","3","3","0.4","8.2","4","0.1","0.1","0.1","1.333333333","0.666666667","0.133333333","2.6","50","4.87804878","0.617283951","1.234567901","24.07407407","25.30864198","0.333333333","0.166666667","0.033333333","0.65","25","2.469135802","4.938271605","96.2962963","101.2345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00095","","","","12","3","3","3","4","4","0.4","0.2","1.4","3","3","3","0.6","2","8","0.1","0.05","0.075","2.666666667","1.333333333","0.2","0.466666667","50","30","1.234567901","1.851851852","4.320987654","6.172839506","0.666666667","0.333333333","0.05","0.116666667","25","4.938271605","7.407407407","17.28395062","24.69135802"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00096","","","","12","3","3","3","12","0","3.86","0","5.4","3","3","5","3.86","9.26","12","0.321666667","","0.321666667","4","4","1.286666667","1.8","100","41.68466523","11.91358025","11.91358025","16.66666667","28.58024691","1","1","0.321666667","0.45","25","47.65432099","47.65432099","66.66666667","114.3209877"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00097","","","","12","3","3","3","14","2","4","0.5","6","5","5","7","4.5","10.5","16","0.285714286","0.25","0.28125","5.333333333","4.666666667","1.5","2","87.5","42.85714286","12.34567901","13.88888889","18.51851852","32.40740741","1.333333333","1.166666667","0.375","0.5","25","49.38271605","55.55555556","74.07407407","129.6296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00098","","","","12","2","2","2","5","5","0.8","0.2","4","1","1","1","1","5","10","0.16","0.04","0.1","5","2.5","0.5","2","50","20","2.469135802","3.086419753","12.34567901","15.43209877","0.833333333","0.416666667","0.083333333","0.333333333","16.66666667","14.81481481","18.51851852","74.07407407","92.59259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00099","","","","12","2","2","2","2","0","0.2","0","4.8","1","3","3","0.2","5","2","0.1","","0.1","1","1","0.1","2.4","100","4","0.617283951","0.617283951","14.81481481","15.43209877","0.166666667","0.166666667","0.016666667","0.4","16.66666667","3.703703704","3.703703704","88.88888889","92.59259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00100","","","","12","2","2","2","17","17","2.8","0.6","5","3","3","3","3.4","8.4","34","0.164705882","0.035294118","0.1","17","8.5","1.7","2.5","50","40.47619048","8.641975309","10.49382716","15.43209877","25.92592593","2.833333333","1.416666667","0.283333333","0.416666667","16.66666667","51.85185185","62.96296296","92.59259259","155.5555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00101","","","","12","2","2","2","13","20","3.22","1.3","9.8","1","5","5","4.52","14.32","33","0.247692308","0.065","0.136969697","16.5","6.5","2.26","4.9","39.39393939","31.56424581","9.938271605","13.95061728","30.24691358","44.19753086","2.75","1.083333333","0.376666667","0.816666667","16.66666667","59.62962963","83.7037037","181.4814815","265.1851852"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00102","","","","12","2","2","2","4","0","1.22","0","3","3","3","5","1.22","4.22","4","0.305","","0.305","2","2","0.61","1.5","100","28.90995261","3.765432099","3.765432099","9.259259259","13.02469136","0.333333333","0.333333333","0.101666667","0.25","16.66666667","22.59259259","22.59259259","55.55555556","78.14814815"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00103","","","","12","3","3","3","22","2","5","0.01","4","3","1","1","5.01","9.01","24","0.227272727","0.005","0.20875","8","7.333333333","1.67","1.333333333","91.66666667","55.60488346","15.43209877","15.46296296","12.34567901","27.80864198","2","1.833333333","0.4175","0.333333333","25","61.72839506","61.85185185","49.38271605","111.2345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00104","","","","12","3","3","3","22","12","4.6","0.4","4.6","3","1","3","5","9.6","34","0.209090909","0.033333333","0.147058824","11.33333333","7.333333333","1.666666667","1.533333333","64.70588235","52.08333333","14.19753086","15.43209877","14.19753086","29.62962963","2.833333333","1.833333333","0.416666667","0.383333333","25","56.79012346","61.72839506","56.79012346","118.5185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00105","","","","12","1","1","1","8","3","1.6","0.1","3.8","3","3","3","1.7","5.5","11","0.2","0.033333333","0.154545455","11","8","1.7","3.8","72.72727273","30.90909091","4.938271605","5.24691358","11.72839506","16.97530864","0.916666667","0.666666667","0.141666667","0.316666667","8.333333333","59.25925926","62.96296296","140.7407407","203.7037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00106","","","","12","2","2","2","5","3","1.2","0.2","1","3","3","3","1.4","2.4","8","0.24","0.066666667","0.175","4","2.5","0.7","0.5","62.5","58.33333333","3.703703704","4.320987654","3.086419753","7.407407407","0.666666667","0.416666667","0.116666667","0.083333333","16.66666667","22.22222222","25.92592593","18.51851852","44.44444444"
