"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00041","","","","26","26","1","1","9","17","1","32","26","8.5","3.5","9","5","3","1","50.9","14.2","7","7","9","1","3.93","2.02","1.08","88.4","70.42","28.83","14.37","57.46","5.82","8.38","9.1","0.09","12","21","58","0.265625","0.134615385","0.206896552","3.411764706","2.230769231","1.882352941","1.230769231","0.705882353","0.461538462","0.529411765","0.346153846","55.17241379","57.14285714","65.38461538","27.8978389","3.347740668","12.10826211","18.51851852","17.09401709","26.14379085","12.82051282","19.60784314","4.76886135","7.293552654","29.91452991","45.75163399"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00042","","","","26","22","1","1","8","15","13","42","50","9","4.6","22","3","3","5","","","1","7","3","3","","","","","","","","","","","","","13.6","35.6","92","0.214285714","0.092","0.147826087","6.133333333","3.538461538","2.8","1.615384615","0.906666667","0.523076923","1.466666667","0.846153846","45.65217391","38.20224719","57.69230769","","","12.82051282","22.22222222","19.37321937","33.58024691","31.33903134","54.32098765","","","50.71225071","87.90123457"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00043","","","","26","11","1","1","5","3","3","3","1","1.2","1.7","10","9","9","7","50.4","14.5","9","1","3","3","4.99","2.42","1.21","18.9","72.45","40.7","12.39","54.98","3.6","4.68","13.18","0.57","2.9","12.9","4","0.4","1.7","0.725","1.333333333","0.153846154","1","0.115384615","0.966666667","0.111538462","3.333333333","0.384615385","75","22.48062016","11.53846154","28.76984127","0.834325397","1.709401709","14.81481481","4.131054131","35.80246914","14.24501425","123.4567901","1.188497716","10.30031354","18.37606838","159.2592593"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00044","","","","26","20","1","1","9","18","18","42","32","21","29","21","9","9","5","50.9","15.7","1","5","3","3","3.87","2.07","1.05","63.03","69.64","27.23","3.76","62.35","4.24","6.31","7.7","0.13","50","71","74","0.5","0.90625","0.675675676","4.111111111","2.846153846","2.333333333","1.615384615","2.777777778","1.923076923","1.166666667","0.807692308","56.75675676","70.42253521","69.23076923","30.84479371","15.42239686","29.91452991","43.20987654","71.22507123","102.8806584","29.91452991","43.20987654","21.96922629","31.73332687","101.1396011","146.090535"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00045","","","","26","21","4","1","6","15","15","27","76","7","6","20","1","1","1","50.3","15.1","1","3","5","5","3.19","2.22","1.08","45.39","71.63","41.94","7.76","56.33","4.6","6.7","12.84","0.3","13","33","103","0.259259259","0.078947368","0.126213592","6.866666667","3.961538462","1.8","1.038461538","0.866666667","0.5","1.333333333","0.769230769","26.21359223","39.39393939","57.69230769","30.01988072","3.902584493","9.971509972","17.28395062","18.51851852","32.09876543","28.49002849","49.38271605","5.55923717","9.636011094","47.00854701","81.48148148"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00046","","","","26","22","1","1","8","14","14","15","22","12","6","23","9","1","1","50.1","11.2","1","3","5","5","4.57","2.67","1.35","91.92","114.4","48.53","14.37","46.22","5.14","7.41","21.14","1.05","18","41","37","0.8","0.272727273","0.486486486","2.642857143","1.423076923","1.071428571","0.576923077","1.285714286","0.692307692","1.642857143","0.884615385","40.54054054","43.90243902","53.84615385","22.35528942","4.023952096","17.09401709","31.74603175","25.64102564","47.61904762","32.76353276","60.84656085","5.732125493","10.64537591","58.4045584","108.4656085"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00047","","","","26","13","1","1","5","7","6","8","10","6.5","5","8","3","3","1","","","1","1","1","1","","","","","","","","","","","","","11.5","19.5","18","0.8125","0.5","0.638888889","2.571428571","0.692307692","1.142857143","0.307692308","1.642857143","0.442307692","1.142857143","0.307692308","44.44444444","58.97435897","26.92307692","","","9.259259259","34.39153439","16.38176638","60.84656085","11.3960114","42.32804233","","","27.77777778","103.1746032"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00048","","","","26","12","1","3","6","12","8","21","13","9.5","12","18","7","7","3","50.3","15.4","5","7","1","3","3.6","2.03","1.12","155.58","92.75","26.18","12.39","61.98","5.13","7.62","7.06","0.56","21.5","39.5","34","0.452380952","0.923076923","0.632352941","2.833333333","1.307692308","1.75","0.807692308","1.791666667","0.826923077","1.5","0.692307692","61.76470588","54.43037975","46.15384615","30.61630219","6.58250497","13.53276353","29.32098765","30.62678063","66.35802469","25.64102564","55.55555556","9.376787707","20.31637336","56.26780627","121.9135802"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00049","","","","26","2","1","1","2","2","2","3","2","5","0.2","1.5","1","1","1","50.7","15.2","1","1","1","5","2.72","1.98","0.91","27.35","64.63","27.42","12.39","58.36","5.78","8.23","8.94","0.25","5.2","6.7","5","1.666666667","0.1","1.04","2.5","0.192307692","1.5","0.115384615","2.6","0.2","0.75","0.057692308","60","77.6119403","7.692307692","29.98027613","1.558974359","7.122507123","92.59259259","7.407407407","96.2962963","2.136752137","27.77777778","2.220761195","28.86989554","9.544159544","124.0740741"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00050","","","","26","26","1","1","8","18","18","15","89","7.3","11.5","8.5","3","3","5","51","16.1","7","3","7","5","5.15","2.17","1.21","","55.51","27.94","6.12","58.18","4.27","6.35","9.44","0.55","18.8","27.3","104","0.486666667","0.129213483","0.180769231","5.777777778","4","0.833333333","0.576923077","1.044444444","0.723076923","0.472222222","0.326923077","14.42307692","68.86446886","69.23076923","31.56862745","5.934901961","10.3988604","15.02057613","26.78062678","38.68312757","12.10826211","17.48971193","8.454276297","12.21173243","38.88888889","56.17283951"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00051","","","","26","26","3","1","8","20","20","50","50","16","8","16","1","1","1","50.5","16.3","3","3","5","5","4.37","1.95","0.99","73.62","68.86","34.83","14.37","64.19","3.91","5.88","7.37","0.16","24","40","100","0.32","0.16","0.24","5","3.846153846","2.5","1.923076923","1.2","0.923076923","0.8","0.615384615","50","60","76.92307692","32.27722772","7.746534653","22.79202279","29.62962963","34.18803419","44.44444444","22.79202279","29.62962963","11.03494965","14.34543454","56.98005698","74.07407407"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00052","","","","26","24","1","1","9","21","18","22","26","7.5","3","30","1","1","1","50.3","9.7","5","5","5","5","4.35","1.97","0.76","81.71","58.64","7.93","14.37","51.17","12.14","16.26","3.45","","10.5","40.5","48","0.340909091","0.115384615","0.21875","2.285714286","1.846153846","1.047619048","0.846153846","0.5","0.403846154","1.428571429","1.153846154","45.83333333","25.92592593","80.76923077","19.28429423","2.024850895","10.68376068","13.22751323","14.95726496","18.51851852","42.73504274","52.91005291","2.884402984","3.571165599","57.69230769","71.42857143"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00053","","","","26","16","4","1","6","12","6","1","20","1.3","2","15","5","5","1","50.3","12.7","3","3","3","5","2.39","2.09","1.03","31.9","69.78","32.83","6.12","53.61","5.84","8.09","13.58","0.07","3.3","18.3","21","1.3","0.1","0.157142857","1.75","0.807692308","0.083333333","0.038461538","0.275","0.126923077","1.25","0.576923077","4.761904762","18.03278689","46.15384615","25.24850895","0.833200795","1.851851852","4.012345679","4.700854701","10.18518519","21.36752137","46.2962963","1.18689572","2.571607393","26.06837607","56.48148148"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00054","","","","26","20","1","1","7","16","13","22","16","5","1","23","1","7","1","50.7","16.2","5","1","9","7","4.42","2.23","1.16","144.76","91.26","37.15","12.39","58.15","4.71","7.38","8.86","0.12","6","29","38","0.227272727","0.0625","0.157894737","2.375","1.461538462","1.375","0.846153846","0.375","0.230769231","1.4375","0.884615385","57.89473684","20.68965517","61.53846154","31.95266272","1.917159763","7.122507123","11.57407407","8.547008547","13.88888889","32.76353276","53.24074074","2.730996814","4.437869822","41.31054131","67.12962963"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00055","","","","26","11","1","1","5","9","9","6","24","2.5","4","10","1","1","1","50.5","9.1","1","5","5","3","5.07","3.21","1.86","309.66","197.84","60.34","12.39","28.69","5.99","9.5","33.25","0.38","6.5","16.5","30","0.416666667","0.166666667","0.216666667","3.333333333","1.153846154","0.666666667","0.230769231","0.722222222","0.25","1.111111111","0.384615385","20","39.39393939","34.61538462","18.01980198","1.171287129","3.561253561","10.28806584","9.259259259","26.74897119","14.24501425","41.15226337","1.668500183","4.820111641","23.5042735","67.90123457"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00056","","","","26","19","1","1","7","14","12","19","16","5","1","18","1","1","1","","","1","1","5","5","","","","","","","","","","","","","6","24","35","0.263157895","0.0625","0.171428571","2.5","1.346153846","1.357142857","0.730769231","0.428571429","0.230769231","1.285714286","0.692307692","54.28571429","25","53.84615385","","","7.122507123","13.22751323","8.547008547","15.87301587","25.64102564","47.61904762","","","34.18803419","63.49206349"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00057","","","","26","7","1","1","4","3","2","4","8","1.6","1.9","4","1","1","1","50.2","15.1","7","9","3","1","4.43","2.23","1.33","69.68","79.41","36.37","7.23","60.45","2.97","4.7","10.23","0.12","3.5","7.5","12","0.4","0.2375","0.291666667","4","0.461538462","1.333333333","0.153846154","1.166666667","0.134615385","1.333333333","0.153846154","33.33333333","46.66666667","11.53846154","30.07968127","1.052788845","2.279202279","19.75308642","4.985754986","43.20987654","5.698005698","49.38271605","1.499699209","12.99739314","10.68376068","92.59259259"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00058","","","","26","26","1","3","7","16","14","55","89","18","3.4","15","1","1","1","50.1","17.3","5","1","3","5","3.33","2.37","0.99","60.29","84.69","33.21","12.39","44.83","12.15","16.47","5.08","0.46","21.4","36.4","144","0.327272727","0.038202247","0.148611111","9","5.538461538","3.4375","2.115384615","1.3375","0.823076923","0.9375","0.576923077","38.19444444","58.79120879","61.53846154","34.53093812","7.389620758","25.64102564","41.66666667","30.48433048","49.53703704","21.36752137","34.72222222","10.5265253","17.10560361","51.85185185","84.25925926"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00059","","","","26","23","1","1","8","18","17","15","21","5.4","4.4","30","1","1","5","50.5","13.8","3","5","3","3","3.16","2.23","1.09","21.49","78.1","37.05","7.76","52.94","5.12","6.77","15.85","1.13","9.8","39.8","36","0.36","0.20952381","0.272222222","2","1.384615385","0.833333333","0.576923077","0.544444444","0.376923077","1.666666667","1.153846154","41.66666667","24.62311558","69.23076923","27.32673267","2.678019802","7.692307692","11.11111111","13.96011396","20.16460905","42.73504274","61.72839506","3.814843023","5.510328811","56.6951567","81.89300412"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00060","","","","26","11","1","3","5","11","11","22","26","9","9","8","7","9","5","50.6","12","7","3","1","3","5.75","2.81","1.57","96.75","119.7","38.17","14.37","48.24","5.09","7.53","14.57","0.28","18","26","48","0.409090909","0.346153846","0.375","4.363636364","1.846153846","2","0.846153846","1.636363636","0.692307692","0.727272727","0.307692308","45.83333333","69.23076923","42.30769231","23.71541502","4.268774704","12.82051282","30.3030303","25.64102564","60.60606061","11.3960114","26.93602694","6.080875646","14.3729788","37.03703704","87.54208754"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00061","","","","26","19","3","1","7","10","9","40","26","8","1","13","3","3","1","50.9","14.5","3","3","1","5","3.95","2.46","1.27","18.43","81.62","35.25","5.49","50.22","6.24","8.67","13.96","0.72","9","22","66","0.2","0.038461538","0.136363636","6.6","2.538461538","4","1.538461538","0.9","0.346153846","1.3","0.5","60.60606061","40.90909091","38.46153846","28.48722986","2.563850688","11.3960114","29.62962963","12.82051282","33.33333333","18.51851852","48.14814815","3.652208957","9.495743287","31.33903134","81.48148148"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00062","","","","26","9","1","1","4","4","2","3","3","1.4","0.3","13.4","3","3","1","50.5","13.4","1","1","1","5","2.63","2.02","0.94","","69.48","39.6","14.37","49.67","9.14","12.32","9.31","0.49","1.7","15.1","6","0.466666667","0.1","0.283333333","1.5","0.230769231","0.75","0.115384615","0.425","0.065384615","3.35","0.515384615","50","11.25827815","15.38461538","26.53465347","0.451089109","1.994301994","12.96296296","2.421652422","15.74074074","19.08831909","124.0740741","0.642577078","4.176751008","21.50997151","139.8148148"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00063","","","","26","21","1","1","7","13","12","26","20","8","12","27","9","5","3","50.3","15.7","1","5","1","3","2.98","2.03","0.7","78.02","86","38.56","5.49","50.02","8.81","12.48","13.71","0.67","20","47","46","0.307692308","0.6","0.434782609","3.538461538","1.769230769","2","1","1.538461538","0.769230769","2.076923077","1.038461538","56.52173913","42.55319149","50","31.21272366","6.242544732","11.3960114","22.79202279","28.49002849","56.98005698","38.46153846","76.92307692","8.892513863","17.78502773","66.95156695","133.9031339"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00064","","","","26","18","1","1","5","9","9","9","15","4","2","4.6","5","5","1","50.6","14.2","7","3","1","3","3.79","2.17","1.25","200.2","120.75","36.46","14.37","54.15","5.65","8.63","10.15","","6","10.6","24","0.444444444","0.133333333","0.25","2.666666667","0.923076923","1","0.346153846","0.666666667","0.230769231","0.511111111","0.176923077","37.5","56.60377358","34.61538462","28.06324111","1.683794466","5.698005698","16.46090535","8.547008547","24.69135802","6.552706553","18.93004115","2.398567616","6.929195335","15.0997151","43.62139918"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00065","","","","26","26","4","1","7","13","13","18","28","6","13","15","9","7","5","","","1","1","1","1","","","","","","","","","","","","","19","34","46","0.333333333","0.464285714","0.413043478","3.538461538","1.769230769","1.384615385","0.692307692","1.461538462","0.730769231","1.153846154","0.576923077","39.13043478","55.88235294","50","","","8.547008547","17.09401709","27.06552707","54.13105413","21.36752137","42.73504274","","","48.43304843","96.86609687"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00066","","","","26","13","4","1","2","13","9","19","10","6","0.7","10","1","1","1","50.4","15","1","1","5","5","3.43","2.02","0.97","105.52","85.27","33.69","14.37","59.23","6.17","8.95","6.37","0.07","6.7","16.7","29","0.315789474","0.07","0.231034483","2.230769231","1.115384615","1.461538462","0.730769231","0.515384615","0.257692308","0.769230769","0.384615385","65.51724138","40.11976048","50","29.76190476","1.994047619","8.547008547","17.09401709","9.544159544","19.08831909","14.24501425","28.49002849","2.840523674","5.681047348","23.78917379","47.57834758"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00067","","","","26","21","4","1","6","15","13","43","18","8.5","2","8.6","3","1","3","51","11.5","1","3","9","5","5.07","2.81","1.45","204.6","153.61","52.82","14.37","46.85","4.66","7.53","23.49","0.92","10.5","19.1","61","0.197674419","0.111111111","0.172131148","4.066666667","2.346153846","2.866666667","1.653846154","0.7","0.403846154","0.573333333","0.330769231","70.49180328","54.97382199","57.69230769","22.54901961","2.367647059","12.10826211","20.98765432","14.95726496","25.92592593","12.25071225","21.2345679","3.372716608","5.846042121","27.20797721","47.16049383"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00068","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
