"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00714","","","","10","10","4","3","1","5","2","8","0","2","0","0.02","2.8","4","6","1","1","3","7","0.02","2.82","2","","0.01","0.01","0.25","0.2","0","0","0.0025","0.002","0.35","0.28","0","0.709219858","80","0","0.066666667","9.333333333","9.4","0","0.083333333","11.66666667","11.75"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00736","","","","10","9","2","1","1","4","3","8","4","4","1.15","0.06","2.15","4","6","3","1","6","4","1.21","3.36","8","0.2875","0.015","0.15125","1","0.8","0.5","0.4","0.15125","0.121","0.26875","0.215","50","36.01190476","80","3.833333333","4.033333333","7.166666667","11.2","4.791666667","5.041666667","8.958333333","14"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00758","","","","10","10","2","3","1","3","2","10","9","2","2.44","0.02","3.65","4","7","2","1","2","5","2.46","6.11","11","0.271111111","0.01","0.223636364","1.1","1.1","0.9","0.9","0.246","0.246","0.365","0.365","81.81818182","40.26186579","100","8.133333333","8.2","12.16666667","20.36666667","8.133333333","8.2","12.16666667","20.36666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00780","","","","10","8","4","3","2","4","4","8","1","2","0.3","0.02","0.7","4","6","4","1","8","7","0.32","1.02","3","0.3","0.01","0.106666667","0.375","0.3","0.125","0.1","0.04","0.032","0.0875","0.07","33.33333333","31.37254902","80","1","1.066666667","2.333333333","3.4","1.25","1.333333333","2.916666667","4.25"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00781","","","","10","9","3","2","1","4","4","9","2","2","0.5","0.04","0.35","4","7","3","1","8","5","0.54","0.89","4","0.25","0.02","0.135","0.444444444","0.4","0.222222222","0.2","0.06","0.054","0.038888889","0.035","50","60.6741573","90","1.666666667","1.8","1.166666667","2.966666667","1.851851852","2","1.296296296","3.296296296"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00803","","","","10","10","3","1","1","4","3","10","30","4","5.45","0.25","4.45","4","7","5","1","8","2","5.7","10.15","34","0.181666667","0.0625","0.167647059","3.4","3.4","3","3","0.57","0.57","0.445","0.445","88.23529412","56.15763547","100","18.16666667","19","14.83333333","33.83333333","18.16666667","19","14.83333333","33.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00825","","","","10","10","3","2","2","3","2","10","8","11","1.5","0.4","3.55","4","6","3","1","8","7","1.9","5.45","19","0.1875","0.036363636","0.1","1.9","1.9","0.8","0.8","0.19","0.19","0.355","0.355","42.10526316","34.86238532","100","5","6.333333333","11.83333333","18.16666667","5","6.333333333","11.83333333","18.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00847","","","","10","9","2","1","1","3","3","9","4","0","1.6","0","5.2","4","7","2","3","8","4","1.6","6.8","4","0.4","","0.4","0.444444444","0.4","0.444444444","0.4","0.177777778","0.16","0.577777778","0.52","100","23.52941176","90","5.333333333","5.333333333","17.33333333","22.66666667","5.925925926","5.925925926","19.25925926","25.18518519"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00870","","","","10","8","3","1","1","3","3","8","10","4","2.85","0.2","5.8","4","7","2","1","8","5","3.05","8.85","14","0.285","0.05","0.217857143","1.75","1.4","1.25","1","0.38125","0.305","0.725","0.58","71.42857143","34.46327684","80","9.5","10.16666667","19.33333333","29.5","11.875","12.70833333","24.16666667","36.875"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00892","","","","10","10","2","3","1","4","3","7","6","2","0.85","0.1","2.1","4","7","3","1","8","7","0.95","3.05","8","0.141666667","0.05","0.11875","1.142857143","0.8","0.857142857","0.6","0.135714286","0.095","0.3","0.21","75","31.14754098","70","2.833333333","3.166666667","7","10.16666667","4.047619048","4.523809524","10","14.52380952"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00914","","","","10","10","2","3","1","4","2","10","22","3","7.05","0.15","5.6","4","7","3","4","8","1","7.2","12.8","25","0.320454545","0.05","0.288","2.5","2.5","2.2","2.2","0.72","0.72","0.56","0.56","88","56.25","100","23.5","24","18.66666667","42.66666667","23.5","24","18.66666667","42.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00936","","","","10","10","2","1","1","3","1","10","15","10","3.05","0.75","3.4","4","6","2","1","8","4","3.8","7.2","25","0.203333333","0.075","0.152","2.5","2.5","1.5","1.5","0.38","0.38","0.34","0.34","60","52.77777778","100","10.16666667","12.66666667","11.33333333","24","10.16666667","12.66666667","11.33333333","24"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00937","","","","10","10","3","1","1","4","2","7","8","0","1.8","0","5.6","4","7","3","1","8","5","1.8","7.4","8","0.225","","0.225","1.142857143","0.8","1.142857143","0.8","0.257142857","0.18","0.8","0.56","100","24.32432432","70","6","6","18.66666667","24.66666667","8.571428571","8.571428571","26.66666667","35.23809524"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00959","","","","10","9","2","2","1","3","2","9","10","3","2.65","0.1","10.36","4","7","3","1","6","4","2.75","13.11","13","0.265","0.033333333","0.211538462","1.444444444","1.3","1.111111111","1","0.305555556","0.275","1.151111111","1.036","76.92307692","20.97635393","90","8.833333333","9.166666667","34.53333333","43.7","9.814814815","10.18518519","38.37037037","48.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00981","","","","10","10","2","2","1","3","2","10","2","4","1.05","0.11","3","4","6","2","1","2","4","1.16","4.16","6","0.525","0.0275","0.193333333","0.6","0.6","0.2","0.2","0.116","0.116","0.3","0.3","33.33333333","27.88461538","100","3.5","3.866666667","10","13.86666667","3.5","3.866666667","10","13.86666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01003","","","","10","10","2","3","2","6","2","10","2","2","0.9","0.05","1.35","4","7","2","1","8","4","0.95","2.3","4","0.45","0.025","0.2375","0.4","0.4","0.2","0.2","0.095","0.095","0.135","0.135","50","41.30434783","100","3","3.166666667","4.5","7.666666667","3","3.166666667","4.5","7.666666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01026","","","","10","8","1","2","2","4","2","8","0","0","0","0","1.15","","","","","","","0","1.15","0","","","","0","0","0","0","0","0","0.14375","0.115","","0","80","0","0","3.833333333","3.833333333","0","0","4.791666667","4.791666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01048","","","","10","10","2","1","1","3","3","10","13","18","2.25","0.75","5.8","4","7","3","1","8","2","3","8.8","31","0.173076923","0.041666667","0.096774194","3.1","3.1","1.3","1.3","0.3","0.3","0.58","0.58","41.93548387","34.09090909","100","7.5","10","19.33333333","29.33333333","7.5","10","19.33333333","29.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01070","","","","10","10","1","1","1","4","2","10","16","6","5.25","0.2","7.16","4","7","2","1","8","2","5.45","12.61","22","0.328125","0.033333333","0.247727273","2.2","2.2","1.6","1.6","0.545","0.545","0.716","0.716","72.72727273","43.21966693","100","17.5","18.16666667","23.86666667","42.03333333","17.5","18.16666667","23.86666667","42.03333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01092","","","","10","8","2","2","2","4","2","8","8","9","1.25","0.25","4.9","4","7","4","1","8","5","1.5","6.4","17","0.15625","0.027777778","0.088235294","2.125","1.7","1","0.8","0.1875","0.15","0.6125","0.49","47.05882353","23.4375","80","4.166666667","5","16.33333333","21.33333333","5.208333333","6.25","20.41666667","26.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01093","","","","10","8","2","2","1","3","1","8","17","8","3.5","0.8","9.1","4","7","4","1","8","3","4.3","13.4","25","0.205882353","0.1","0.172","3.125","2.5","2.125","1.7","0.5375","0.43","1.1375","0.91","68","32.08955224","80","11.66666667","14.33333333","30.33333333","44.66666667","14.58333333","17.91666667","37.91666667","55.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01115","","","","10","9","2","2","2","3","2","9","11","3","1.95","0.04","4.39","4","7","1","1","8","2","1.99","6.38","14","0.177272727","0.013333333","0.142142857","1.555555556","1.4","1.222222222","1.1","0.221111111","0.199","0.487777778","0.439","78.57142857","31.19122257","90","6.5","6.633333333","14.63333333","21.26666667","7.222222222","7.37037037","16.25925926","23.62962963"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01137","","","","10","10","2","1","2","4","2","10","12","20","2.15","0.3","9.6","4","7","2","1","8","7","2.45","12.05","32","0.179166667","0.015","0.0765625","3.2","3.2","1.2","1.2","0.245","0.245","0.96","0.96","37.5","20.33195021","100","7.166666667","8.166666667","32","40.16666667","7.166666667","8.166666667","32","40.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01159","","","","10","6","2","1","1","3","1","6","11","20","3.5","0.45","5.6","4","7","4","1","2","5","3.95","9.55","31","0.318181818","0.0225","0.127419355","5.166666667","3.1","1.833333333","1.1","0.658333333","0.395","0.933333333","0.56","35.48387097","41.36125654","60","11.66666667","13.16666667","18.66666667","31.83333333","19.44444444","21.94444444","31.11111111","53.05555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01182","","","","10","7","2","1","1","3","2","7","15","3","5.9","0.06","8.2","4","7","5","1","2","7","5.96","14.16","18","0.393333333","0.02","0.331111111","2.571428571","1.8","2.142857143","1.5","0.851428571","0.596","1.171428571","0.82","83.33333333","42.09039548","70","19.66666667","19.86666667","27.33333333","47.2","28.0952381","28.38095238","39.04761905","67.42857143"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01204","","","","10","8","2","1","1","4","2","8","11","7","2.9","0.2","8.7","4","7","3","1","8","2","3.1","11.8","18","0.263636364","0.028571429","0.172222222","2.25","1.8","1.375","1.1","0.3875","0.31","1.0875","0.87","61.11111111","26.27118644","80","9.666666667","10.33333333","29","39.33333333","12.08333333","12.91666667","36.25","49.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01226","","","","10","6","2","1","1","4","3","6","5","4","0.8","0.2","2.7","4","7","3","1","8","7","1","3.7","9","0.16","0.05","0.111111111","1.5","0.9","0.833333333","0.5","0.166666667","0.1","0.45","0.27","55.55555556","27.02702703","60","2.666666667","3.333333333","9","12.33333333","4.444444444","5.555555556","15","20.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01248","","","","10","5","2","2","2","3","1","5","5","2","1.25","0.1","3","4","7","2","1","8","6","1.35","4.35","7","0.25","0.05","0.192857143","1.4","0.7","1","0.5","0.27","0.135","0.6","0.3","71.42857143","31.03448276","50","4.166666667","4.5","10","14.5","8.333333333","9","20","29"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01249","","","","10","8","1","2","2","5","2","8","12","5","3.1","0.15","1.7","4","7","3","1","8","5","3.25","4.95","17","0.258333333","0.03","0.191176471","2.125","1.7","1.5","1.2","0.40625","0.325","0.2125","0.17","70.58823529","65.65656566","80","10.33333333","10.83333333","5.666666667","16.5","12.91666667","13.54166667","7.083333333","20.625"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01271","","","","10","4","3","2","1","5","2","4","3","2","0.35","0.1","2.45","4","6","","","2","5","0.45","2.9","5","0.116666667","0.05","0.09","1.25","0.5","0.75","0.3","0.1125","0.045","0.6125","0.245","60","15.51724138","40","1.166666667","1.5","8.166666667","9.666666667","2.916666667","3.75","20.41666667","24.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01286","","","","10","9","2","1","1","4","1","9","13","2","0.6","0.2","12.2","4","7","4","1","8","2","0.8","13","15","0.046153846","0.1","0.053333333","1.666666667","1.5","1.444444444","1.3","0.088888889","0.08","1.355555556","1.22","86.66666667","6.153846154","90","2","2.666666667","40.66666667","43.33333333","2.222222222","2.962962963","45.18518519","48.14814815"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01293","","","","10","8","2","2","1","4","2","8","8","0","2.1","0","8.2","4","6","5","1","8","4","2.1","10.3","8","0.2625","","0.2625","1","0.8","1","0.8","0.2625","0.21","1.025","0.82","100","20.38834951","80","7","7","27.33333333","34.33333333","8.75","8.75","34.16666667","42.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01315","","","","10","8","2","2","2","4","1","8","3","2","0.6","0.1","2.16","4","7","2","1","3","7","0.7","2.86","5","0.2","0.05","0.14","0.625","0.5","0.375","0.3","0.0875","0.07","0.27","0.216","60","24.47552448","80","2","2.333333333","7.2","9.533333333","2.5","2.916666667","9","11.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01338","","","","10","9","1","1","1","5","2","9","9","4","3","0.25","14.15","4","7","2","1","8","2","3.25","17.4","13","0.333333333","0.0625","0.25","1.444444444","1.3","1","0.9","0.361111111","0.325","1.572222222","1.415","69.23076923","18.67816092","90","10","10.83333333","47.16666667","58","11.11111111","12.03703704","52.40740741","64.44444444"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01360","","","","10","7","2","1","1","4","1","7","8","4","1.85","0.1","3.6","4","6","2","1","8","2","1.95","5.55","12","0.23125","0.025","0.1625","1.714285714","1.2","1.142857143","0.8","0.278571429","0.195","0.514285714","0.36","66.66666667","35.13513514","70","6.166666667","6.5","12","18.5","8.80952381","9.285714286","17.14285714","26.42857143"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01382","","","","10","8","3","1","1","4","1","8","3","2","1.55","0.15","0.75","2","5","3","3","8","4","1.7","2.45","5","0.516666667","0.075","0.34","0.625","0.5","0.375","0.3","0.2125","0.17","0.09375","0.075","60","69.3877551","80","5.166666667","5.666666667","2.5","8.166666667","6.458333333","7.083333333","3.125","10.20833333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01404","","","","10","8","2","2","2","3","2","8","8","2","1.95","0.05","3.3","4","7","2","1","8","2","2","5.3","10","0.24375","0.025","0.2","1.25","1","1","0.8","0.25","0.2","0.4125","0.33","80","37.73584906","80","6.5","6.666666667","11","17.66666667","8.125","8.333333333","13.75","22.08333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01405","","","","10","8","3","2","2","4","2","6","12","11","1.75","0.35","4.45","4","7","3","1","8","2","2.1","6.55","23","0.145833333","0.031818182","0.091304348","3.833333333","2.3","2","1.2","0.35","0.21","0.741666667","0.445","52.17391304","32.0610687","60","5.833333333","7","14.83333333","21.83333333","9.722222222","11.66666667","24.72222222","36.38888889"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01427","","","","10","10","3","2","2","5","2","7","10","0","1.45","0","9.8","5","7","4","1","6","3","1.45","11.25","10","0.145","","0.145","1.428571429","1","1.428571429","1","0.207142857","0.145","1.4","0.98","100","12.88888889","70","4.833333333","4.833333333","32.66666667","37.5","6.904761905","6.904761905","46.66666667","53.57142857"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01449","","","","10","10","2","2","1","4","2","10","6","5","1.8","0.15","5.95","4","6","4","1","2","2","1.95","7.9","11","0.3","0.03","0.177272727","1.1","1.1","0.6","0.6","0.195","0.195","0.595","0.595","54.54545455","24.6835443","100","6","6.5","19.83333333","26.33333333","6","6.5","19.83333333","26.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01471","","","","10","10","1","1","1","4","1","10","6","1","1.85","0.03","5.6","4","7","4","1","4","2","1.88","7.48","7","0.308333333","0.03","0.268571429","0.7","0.7","0.6","0.6","0.188","0.188","0.56","0.56","85.71428571","25.13368984","100","6.166666667","6.266666667","18.66666667","24.93333333","6.166666667","6.266666667","18.66666667","24.93333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01494","","","","10","10","1","3","2","4","1","10","36","6","8.55","0.2","15.01","4","7","3","1","8","2","8.75","23.76","42","0.2375","0.033333333","0.208333333","4.2","4.2","3.6","3.6","0.875","0.875","1.501","1.501","85.71428571","36.82659933","100","28.5","29.16666667","50.03333333","79.2","28.5","29.16666667","50.03333333","79.2"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01516","","","","10","10","5","3","2","4","2","10","2","0","0.4","0","1.45","4","6","4","1","8","4","0.4","1.85","2","0.2","","0.2","0.2","0.2","0.2","0.2","0.04","0.04","0.145","0.145","100","21.62162162","100","1.333333333","1.333333333","4.833333333","6.166666667","1.333333333","1.333333333","4.833333333","6.166666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01538","","","","10","7","4","3","1","4","2","7","22","0","6.05","0","5.5","3","7","3","1","3","2","6.05","11.55","22","0.275","","0.275","3.142857143","2.2","3.142857143","2.2","0.864285714","0.605","0.785714286","0.55","100","52.38095238","70","20.16666667","20.16666667","18.33333333","38.5","28.80952381","28.80952381","26.19047619","55"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01560","","","","10","10","4","2","2","5","2","10","11","11","1.55","0.35","1.2","3","7","4","4","3","5","1.9","3.1","22","0.140909091","0.031818182","0.086363636","2.2","2.2","1.1","1.1","0.19","0.19","0.12","0.12","50","61.29032258","100","5.166666667","6.333333333","4","10.33333333","5.166666667","6.333333333","4","10.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01561","","","","10","7","4","3","2","4","2","7","2","3","0.5","0.05","1.6","3","6","3","1","3","6","0.55","2.15","5","0.25","0.016666667","0.11","0.714285714","0.5","0.285714286","0.2","0.078571429","0.055","0.228571429","0.16","40","25.58139535","70","1.666666667","1.833333333","5.333333333","7.166666667","2.380952381","2.619047619","7.619047619","10.23809524"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01583","","","","10","7","4","2","2","5","2","7","1","1","0.3","0.02","0.2","3","7","3","1","3","7","0.32","0.52","2","0.3","0.02","0.16","0.285714286","0.2","0.142857143","0.1","0.045714286","0.032","0.028571429","0.02","50","61.53846154","70","1","1.066666667","0.666666667","1.733333333","1.428571429","1.523809524","0.952380952","2.476190476"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01605","","","","10","7","3","3","2","3","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01627","","","","10","10","1","3","1","4","1","10","20","6","6.7","0.15","9.3","3","7","3","3","8","1","6.85","16.15","26","0.335","0.025","0.263461538","2.6","2.6","2","2","0.685","0.685","0.93","0.93","76.92307692","42.41486068","100","22.33333333","22.83333333","31","53.83333333","22.33333333","22.83333333","31","53.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01650","","","","10","9","3","4","2","5","1","8","9","9","1.5","0.3","1.15","3","7","4","1","7","6","1.8","2.95","18","0.166666667","0.033333333","0.1","2.25","1.8","1.125","0.9","0.225","0.18","0.14375","0.115","50","61.01694915","80","5","6","3.833333333","9.833333333","6.25","7.5","4.791666667","12.29166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01672","","","","10","10","3","3","1","5","2","10","1","0","0.3","0","1.45","3","7","4","3","3","3","0.3","1.75","1","0.3","","0.3","0.1","0.1","0.1","0.1","0.03","0.03","0.145","0.145","100","17.14285714","100","1","1","4.833333333","5.833333333","1","1","4.833333333","5.833333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01694","","","","10","10","2","1","1","4","2","10","5","0","0.7","0","1.1","3","7","5","4","7","6","0.7","1.8","5","0.14","","0.14","0.5","0.5","0.5","0.5","0.07","0.07","0.11","0.11","100","38.88888889","100","2.333333333","2.333333333","3.666666667","6","2.333333333","2.333333333","3.666666667","6"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01716","","","","10","8","3","3","1","5","2","7","0","0","0","0","0.5","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.071428571","0.05","","0","70","0","0","1.666666667","1.666666667","0","0","2.380952381","2.380952381"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01717","","","","10","8","4","3","1","4","2","8","8","0","1.45","0","2.9","3","6","2","1","3","3","1.45","4.35","8","0.18125","","0.18125","1","0.8","1","0.8","0.18125","0.145","0.3625","0.29","100","33.33333333","80","4.833333333","4.833333333","9.666666667","14.5","6.041666667","6.041666667","12.08333333","18.125"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01739","","","","10","10","1","2","1","3","2","10","3","3","0.85","0.1","2.7","4","7","3","1","8","4","0.95","3.65","6","0.283333333","0.033333333","0.158333333","0.6","0.6","0.3","0.3","0.095","0.095","0.27","0.27","50","26.02739726","100","2.833333333","3.166666667","9","12.16666667","2.833333333","3.166666667","9","12.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01761","","","","10","10","3","3","1","3","3","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01783","","","","10","10","2","4","2","5","2","10","11","1","1.8","0.01","3.45","6","7","1","1","2","7","1.81","5.26","12","0.163636364","0.01","0.150833333","1.2","1.2","1.1","1.1","0.181","0.181","0.345","0.345","91.66666667","34.41064639","100","6","6.033333333","11.5","17.53333333","6","6.033333333","11.5","17.53333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01806","","","","10","9","3","3","1","4","1","9","16","3","2.6","0.2","4.4","4","7","4","1","3","3","2.8","7.2","19","0.1625","0.066666667","0.147368421","2.111111111","1.9","1.777777778","1.6","0.311111111","0.28","0.488888889","0.44","84.21052632","38.88888889","90","8.666666667","9.333333333","14.66666667","24","9.62962963","10.37037037","16.2962963","26.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01828","","","","10","10","3","3","1","5","2","7","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.028571429","0.02","","0","70","0","0","0.666666667","0.666666667","0","0","0.952380952","0.952380952"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01850","","","","10","7","3","2","1","2","2","7","5","1","0.8","0.02","1.25","5","6","4","5","3","3","0.82","2.07","6","0.16","0.02","0.136666667","0.857142857","0.6","0.714285714","0.5","0.117142857","0.082","0.178571429","0.125","83.33333333","39.61352657","70","2.666666667","2.733333333","4.166666667","6.9","3.80952381","3.904761905","5.952380952","9.857142857"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01872","","","","10","9","3","2","1","5","2","8","4","0","0.45","0","2.2","3","7","3","1","7","6","0.45","2.65","4","0.1125","","0.1125","0.5","0.4","0.5","0.4","0.05625","0.045","0.275","0.22","100","16.98113208","80","1.5","1.5","7.333333333","8.833333333","1.875","1.875","9.166666667","11.04166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01873","","","","10","9","2","3","1","4","2","8","1","4","0.3","0.15","1.4","3","7","3","1","7","7","0.45","1.85","5","0.3","0.0375","0.09","0.625","0.5","0.125","0.1","0.05625","0.045","0.175","0.14","20","24.32432432","80","1","1.5","4.666666667","6.166666667","1.25","1.875","5.833333333","7.708333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01895","","","","10","10","1","2","1","3","2","10","5","1","0.8","0.01","1.6","3","7","5","3","7","4","0.81","2.41","6","0.16","0.01","0.135","0.6","0.6","0.5","0.5","0.081","0.081","0.16","0.16","83.33333333","33.60995851","100","2.666666667","2.7","5.333333333","8.033333333","2.666666667","2.7","5.333333333","8.033333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01917","","","","10","9","3","3","2","2","3","8","2","0","0.55","0","0.9","3","6","3","3","4","5","0.55","1.45","2","0.275","","0.275","0.25","0.2","0.25","0.2","0.06875","0.055","0.1125","0.09","100","37.93103448","80","1.833333333","1.833333333","3","4.833333333","2.291666667","2.291666667","3.75","6.041666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01939","","","","10","10","1","2","1","5","2","10","24","4","5.5","0.25","4.25","3","7","2","1","3","3","5.75","10","28","0.229166667","0.0625","0.205357143","2.8","2.8","2.4","2.4","0.575","0.575","0.425","0.425","85.71428571","57.5","100","18.33333333","19.16666667","14.16666667","33.33333333","18.33333333","19.16666667","14.16666667","33.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01962","","","","10","9","1","3","1","2","1","9","21","8","2.3","0.2","4.5","3","7","5","3","3","4","2.5","7","29","0.10952381","0.025","0.086206897","3.222222222","2.9","2.333333333","2.1","0.277777778","0.25","0.5","0.45","72.4137931","35.71428571","90","7.666666667","8.333333333","15","23.33333333","8.518518519","9.259259259","16.66666667","25.92592593"
