"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01477","","","","10","8","7","2","4","2","1","8","0","7","0","0.08","0.28","2","6","1","9","8","3","0.08","0.36","7","","0.011428571","0.011428571","0.875","0.7","0","0","0.01","0.008","0.035","0.028","0","22.22222222","80","0","0.266666667","0.933333333","1.2","0","0.333333333","1.166666667","1.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00148","","","","10","7","6","2","3","2","2","7","6","11","0.43","0.19","0.7","4","7","1","8","4","3","0.62","1.32","17","0.071666667","0.017272727","0.036470588","2.428571429","1.7","0.857142857","0.6","0.088571429","0.062","0.1","0.07","35.29411765","46.96969697","70","1.433333333","2.066666667","2.333333333","4.4","2.047619048","2.952380952","3.333333333","6.285714286"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01485","","","","10","8","4","2","3","2","1","8","4","5","0.26","0.08","0.55","4","7","3","9","6","1","0.34","0.89","9","0.065","0.016","0.037777778","1.125","0.9","0.5","0.4","0.0425","0.034","0.06875","0.055","44.44444444","38.20224719","80","0.866666667","1.133333333","1.833333333","2.966666667","1.083333333","1.416666667","2.291666667","3.708333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01493","","","","10","6","2","3","3","2","1","6","0","0","0","0","0.03","","","","","","","0","0.03","0","","","","0","0","0","0","0","0","0.005","0.003","","0","60","0","0","0.1","0.1","0","0","0.166666667","0.166666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01501","","","","10","7","6","2","3","2","2","7","7","4","0.57","0.09","0.75","4","7","3","9","4","3","0.66","1.41","11","0.081428571","0.0225","0.06","1.571428571","1.1","1","0.7","0.094285714","0.066","0.107142857","0.075","63.63636364","46.80851064","70","1.9","2.2","2.5","4.7","2.714285714","3.142857143","3.571428571","6.714285714"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01509","","","","10","10","4","2","3","2","2","10","2","9","0.07","0.09","0.8","2","6","4","9","7","1","0.16","0.96","11","0.035","0.01","0.014545455","1.1","1.1","0.2","0.2","0.016","0.016","0.08","0.08","18.18181818","16.66666667","100","0.233333333","0.533333333","2.666666667","3.2","0.233333333","0.533333333","2.666666667","3.2"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01517","","","","10","4","3","2","3","2","1","4","3","3","0.14","0.03","0.73","4","6","1","8","7","3","0.17","0.9","6","0.046666667","0.01","0.028333333","1.5","0.6","0.75","0.3","0.0425","0.017","0.1825","0.073","50","18.88888889","40","0.466666667","0.566666667","2.433333333","3","1.166666667","1.416666667","6.083333333","7.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01525","","","","10","9","5","3","4","2","1","9","7","7","0.25","0.08","2","2","6","4","9","6","1","0.33","2.33","14","0.035714286","0.011428571","0.023571429","1.555555556","1.4","0.777777778","0.7","0.036666667","0.033","0.222222222","0.2","50","14.16309013","90","0.833333333","1.1","6.666666667","7.766666667","0.925925926","1.222222222","7.407407407","8.62962963"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01533","","","","10","5","5","2","3","2","2","5","0","1","0","0.05","0.03","4","6","1","9","7","3","0.05","0.08","1","","0.05","0.05","0.2","0.1","0","0","0.01","0.005","0.006","0.003","0","62.5","50","0","0.166666667","0.1","0.266666667","0","0.333333333","0.2","0.533333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01541","","","","10","9","4","2","3","2","2","9","0","5","0","0.14","0.46","2","6","1","9","7","1","0.14","0.6","5","","0.028","0.028","0.555555556","0.5","0","0","0.015555556","0.014","0.051111111","0.046","0","23.33333333","90","0","0.466666667","1.533333333","2","0","0.518518519","1.703703704","2.222222222"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01549","","","","10","8","6","2","4","2","2","8","9","14","0.56","0.24","0.8","2","7","1","9","6","1","0.8","1.6","23","0.062222222","0.017142857","0.034782609","2.875","2.3","1.125","0.9","0.1","0.08","0.1","0.08","39.13043478","50","80","1.866666667","2.666666667","2.666666667","5.333333333","2.333333333","3.333333333","3.333333333","6.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01557","","","","10","8","3","2","3","2","2","8","0","3","0","0.12","0.5","2","6","4","3","7","3","0.12","0.62","3","","0.04","0.04","0.375","0.3","0","0","0.015","0.012","0.0625","0.05","0","19.35483871","80","0","0.4","1.666666667","2.066666667","0","0.5","2.083333333","2.583333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01565","","","","10","8","4","2","3","2","2","8","1","4","0.13","0.1","0.5","3","6","2","7","6","1","0.23","0.73","5","0.13","0.025","0.046","0.625","0.5","0.125","0.1","0.02875","0.023","0.0625","0.05","20","31.50684932","80","0.433333333","0.766666667","1.666666667","2.433333333","0.541666667","0.958333333","2.083333333","3.041666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01573","","","","10","10","4","3","3","2","2","2","0","5","0","0.08","0.6","4","7","3","6","8","1","0.08","0.68","5","","0.016","0.016","2.5","0.5","0","0","0.04","0.008","0.3","0.06","0","11.76470588","20","0","0.266666667","2","2.266666667","0","1.333333333","10","11.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01574","","","","10","8","6","1","2","2","2","8","5","10","0.38","0.48","0.112","2","7","3","8","6","1","0.86","0.972","15","0.076","0.048","0.057333333","1.875","1.5","0.625","0.5","0.1075","0.086","0.014","0.0112","33.33333333","88.47736626","80","1.266666667","2.866666667","0.373333333","3.24","1.583333333","3.583333333","0.466666667","4.05"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01592","","","","10","10","7","3","2","2","2","10","6","22","0.76","0.44","0.9","4","6","3","7","5","1","1.2","2.1","28","0.126666667","0.02","0.042857143","2.8","2.8","0.6","0.6","0.12","0.12","0.09","0.09","21.42857143","57.14285714","100","2.533333333","4","3","7","2.533333333","4","3","7"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01602","","","","10","8","5","2","1","2","1","8","4","6","0.18","0.08","0.6","2","6","4","8","7","1","0.26","0.86","10","0.045","0.013333333","0.026","1.25","1","0.5","0.4","0.0325","0.026","0.075","0.06","40","30.23255814","80","0.6","0.866666667","2","2.866666667","0.75","1.083333333","2.5","3.583333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01620","","","","10","8","6","2","2","2","2","8","10","10","0.56","0.17","0.5","2","7","3","9","6","3","0.73","1.23","20","0.056","0.017","0.0365","2.5","2","1.25","1","0.09125","0.073","0.0625","0.05","50","59.3495935","80","1.866666667","2.433333333","1.666666667","4.1","2.333333333","3.041666667","2.083333333","5.125"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01630","","","","10","6","5","2","1","2","2","6","7","6","0.53","0.2","0.4","4","7","4","7","6","1","0.73","1.13","13","0.075714286","0.033333333","0.056153846","2.166666667","1.3","1.166666667","0.7","0.121666667","0.073","0.066666667","0.04","53.84615385","64.60176991","60","1.766666667","2.433333333","1.333333333","3.766666667","2.944444444","4.055555556","2.222222222","6.277777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01648","","","","10","5","2","2","2","2","2","5","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.08","0.04","","0","50","0","0","1.333333333","1.333333333","0","0","2.666666667","2.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01658","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00166","","","","10","4","4","2","3","2","1","4","8","3","0.58","0.03","0.03","4","7","1","8","4","4","0.61","0.64","11","0.0725","0.01","0.055454545","2.75","1.1","2","0.8","0.1525","0.061","0.0075","0.003","72.72727273","95.3125","40","1.933333333","2.033333333","0.1","2.133333333","4.833333333","5.083333333","0.25","5.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01676","","","","10","5","2","2","1","2","1","5","0","0","0","0","0.3","","","","","","","0","0.3","0","","","","0","0","0","0","0","0","0.06","0.03","","0","50","0","0","1","1","0","0","2","2"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01686","","","","10","6","4","2","1","2","1","6","0","4","0","0.1","0.6","4","6","1","3","5","1","0.1","0.7","4","","0.025","0.025","0.666666667","0.4","0","0","0.016666667","0.01","0.1","0.06","0","14.28571429","60","0","0.333333333","2","2.333333333","0","0.555555556","3.333333333","3.888888889"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01704","","","","10","7","3","2","2","2","1","7","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.057142857","0.04","","0","70","0","0","1.333333333","1.333333333","0","0","1.904761905","1.904761905"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01714","","","","10","8","5","1","1","2","2","8","1","3","0.1","0.04","0.2","4","7","1","2","6","1","0.14","0.34","4","0.1","0.013333333","0.035","0.5","0.4","0.125","0.1","0.0175","0.014","0.025","0.02","25","41.17647059","80","0.333333333","0.466666667","0.666666667","1.133333333","0.416666667","0.583333333","0.833333333","1.416666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01732","","","","10","7","5","2","2","2","2","7","0","0","0","0","0.8","","","","","","","0","0.8","0","","","","0","0","0","0","0","0","0.114285714","0.08","","0","70","0","0","2.666666667","2.666666667","0","0","3.80952381","3.80952381"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01742","","","","10","10","3","2","2","1","1","10","0","4","0","0.12","0.6","2","7","2","9","8","1","0.12","0.72","4","","0.03","0.03","0.4","0.4","0","0","0.012","0.012","0.06","0.06","0","16.66666667","100","0","0.4","2","2.4","0","0.4","2","2.4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00176","","","","10","10","7","3","3","2","3","10","22","24","2","0.6","2.35","4","7","1","8","4","3","2.6","4.95","46","0.090909091","0.025","0.056521739","4.6","4.6","2.2","2.2","0.26","0.26","0.235","0.235","47.82608696","52.52525253","100","6.666666667","8.666666667","7.833333333","16.5","6.666666667","8.666666667","7.833333333","16.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01760","","","","10","6","5","1","1","2","2","6","1","1","0.1","0.04","0.4","2","7","4","8","6","1","0.14","0.54","2","0.1","0.04","0.07","0.333333333","0.2","0.166666667","0.1","0.023333333","0.014","0.066666667","0.04","50","25.92592593","60","0.333333333","0.466666667","1.333333333","1.8","0.555555556","0.777777778","2.222222222","3"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01770","","","","10","3","4","2","2","2","2","3","0","0","0","0","0.1","","","","","","","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.01","","0","30","0","0","0.333333333","0.333333333","0","0","1.111111111","1.111111111"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01788","","","","10","1","3","2","2","2","1","1","0","1","0","0.03","0.04","2","7","1","3","7","1","0.03","0.07","1","","0.03","0.03","1","0.1","0","0","0.03","0.003","0.04","0.004","0","42.85714286","10","0","0.1","0.133333333","0.233333333","0","1","1.333333333","2.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01798","","","","10","8","4","2","2","2","1","8","0","6","0","0.16","0.3","4","6","1","6","7","1","0.16","0.46","6","","0.026666667","0.026666667","0.75","0.6","0","0","0.02","0.016","0.0375","0.03","0","34.7826087","80","0","0.533333333","1","1.533333333","0","0.666666667","1.25","1.916666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01812","","","","10","6","4","1","2","2","2","6","0","4","0","0.08","0.19","4","7","1","9","9","1","0.08","0.27","4","","0.02","0.02","0.666666667","0.4","0","0","0.013333333","0.008","0.031666667","0.019","0","29.62962963","60","0","0.266666667","0.633333333","0.9","0","0.444444444","1.055555556","1.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01820","","","","10","4","5","2","2","2","2","4","0","2","0","0.07","0.1","4","6","1","3","9","1","0.07","0.17","2","","0.035","0.035","0.5","0.2","0","0","0.0175","0.007","0.025","0.01","0","41.17647059","40","0","0.233333333","0.333333333","0.566666667","0","0.583333333","0.833333333","1.416666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01834","","","","10","8","4","2","2","2","2","8","3","3","0.14","0.04","0.55","4","6","1","8","5","1","0.18","0.73","6","0.046666667","0.013333333","0.03","0.75","0.6","0.375","0.3","0.0225","0.018","0.06875","0.055","50","24.65753425","80","0.466666667","0.6","1.833333333","2.433333333","0.583333333","0.75","2.291666667","3.041666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01842","","","","10","9","3","2","1","2","1","9","1","3","","0.08","0.1","4","7","1","3","6","1","","","4","","0.026666667","","0.444444444","0.4","0.111111111","0.1","","","0.011111111","0.01","25","","90","","","0.333333333","","","","0.37037037",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01856","","","","10","9","5","1","1","2","2","9","5","3","0.3","0.02","0.8","2","7","3","9","6","1","0.32","1.12","8","0.06","0.006666667","0.04","0.888888889","0.8","0.555555556","0.5","0.035555556","0.032","0.088888889","0.08","62.5","28.57142857","90","1","1.066666667","2.666666667","3.733333333","1.111111111","1.185185185","2.962962963","4.148148148"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00186","","","","10","7","7","1","2","2","3","7","19","15","1.45","0.46","2.9","4","7","1","8","5","4","1.91","4.81","34","0.076315789","0.030666667","0.056176471","4.857142857","3.4","2.714285714","1.9","0.272857143","0.191","0.414285714","0.29","55.88235294","39.70893971","70","4.833333333","6.366666667","9.666666667","16.03333333","6.904761905","9.095238095","13.80952381","22.9047619"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01864","","","","10","5","4","2","2","2","2","5","0","7","0","0.08","0.18","2","6","2","3","8","1","0.08","0.26","7","","0.011428571","0.011428571","1.4","0.7","0","0","0.016","0.008","0.036","0.018","0","30.76923077","50","0","0.266666667","0.6","0.866666667","0","0.533333333","1.2","1.733333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01878","","","","10","5","3","1","1","2","1","5","0","2","0","0.1","0.36","2","7","1","3","6","1","0.1","0.46","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.072","0.036","0","21.73913043","50","0","0.333333333","1.2","1.533333333","0","0.666666667","2.4","3.066666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01886","","","","10","10","6","1","1","2","1","10","4","8","0.2","0.26","0.4","2","7","3","9","6","1","0.46","0.86","12","0.05","0.0325","0.038333333","1.2","1.2","0.4","0.4","0.046","0.046","0.04","0.04","33.33333333","53.48837209","100","0.666666667","1.533333333","1.333333333","2.866666667","0.666666667","1.533333333","1.333333333","2.866666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01900","","","","10","9","6","1","1","2","3","9","6","9","0.94","0.2","1.7","2","7","1","8","4","2","1.14","2.84","15","0.156666667","0.022222222","0.076","1.666666667","1.5","0.666666667","0.6","0.126666667","0.114","0.188888889","0.17","40","40.14084507","90","3.133333333","3.8","5.666666667","9.466666667","3.481481481","4.222222222","6.296296296","10.51851852"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01908","","","","10","5","5","1","1","2","1","5","0","2","0","0.07","0.37","2","7","1","9","7","1","0.07","0.44","2","","0.035","0.035","0.4","0.2","0","0","0.014","0.007","0.074","0.037","0","15.90909091","50","0","0.233333333","1.233333333","1.466666667","0","0.466666667","2.466666667","2.933333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01922","","","","10","10","7","2","2","2","2","10","17","16","1.65","0.26","0.4","4","7","1","8","4","1","1.91","2.31","33","0.097058824","0.01625","0.057878788","3.3","3.3","1.7","1.7","0.191","0.191","0.04","0.04","51.51515152","82.68398268","100","5.5","6.366666667","1.333333333","7.7","5.5","6.366666667","1.333333333","7.7"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01930","","","","10","8","3","1","1","2","2","8","4","4","0.3","0.09","0.31","4","6","1","3","7","1","0.39","0.7","8","0.075","0.0225","0.04875","1","0.8","0.5","0.4","0.04875","0.039","0.03875","0.031","50","55.71428571","80","1","1.3","1.033333333","2.333333333","1.25","1.625","1.291666667","2.916666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01944","","","","10","6","4","1","1","2","1","6","4","2","0.5","0.08","1.95","4","7","1","8","6","1","0.58","2.53","6","0.125","0.04","0.096666667","1","0.6","0.666666667","0.4","0.096666667","0.058","0.325","0.195","66.66666667","22.92490119","60","1.666666667","1.933333333","6.5","8.433333333","2.777777778","3.222222222","10.83333333","14.05555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01952","","","","10","7","5","2","2","2","1","7","0","0","0","0","0.1","","","","","","","0","0.1","0","","","","0","0","0","0","0","0","0.014285714","0.01","","0","70","0","0","0.333333333","0.333333333","0","0","0.476190476","0.476190476"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01966","","","","10","6","6","2","1","2","2","6","7","9","0.9","0.46","0.85","4","6","1","8","4","1","1.36","2.21","16","0.128571429","0.051111111","0.085","2.666666667","1.6","1.166666667","0.7","0.226666667","0.136","0.141666667","0.085","43.75","61.53846154","60","3","4.533333333","2.833333333","7.366666667","5","7.555555556","4.722222222","12.27777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01974","","","","10","5","5","1","1","2","1","5","2","1","0.17","0.04","0.35","4","7","1","3","4","1","0.21","0.56","3","0.085","0.04","0.07","0.6","0.3","0.4","0.2","0.042","0.021","0.07","0.035","66.66666667","37.5","50","0.566666667","0.7","1.166666667","1.866666667","1.133333333","1.4","2.333333333","3.733333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01988","","","","10","7","3","2","1","2","1","7","5","2","0.4","0.06","0.35","4","7","1","3","7","1","0.46","0.81","7","0.08","0.03","0.065714286","1","0.7","0.714285714","0.5","0.065714286","0.046","0.05","0.035","71.42857143","56.79012346","70","1.333333333","1.533333333","1.166666667","2.7","1.904761905","2.19047619","1.666666667","3.857142857"
