"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01416","","","","10","9","5","3","3","2","2","9","6","8","0.58","0.32","0.4","2","6","1","6","5","1","0.9","1.3","14","0.096666667","0.04","0.064285714","1.555555556","1.4","0.666666667","0.6","0.1","0.09","0.044444444","0.04","42.85714286","69.23076923","90","1.933333333","3","1.333333333","4.333333333","2.148148148","3.333333333","1.481481481","4.814814815"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02297","","","","10","9","2","1","3","1","1","9","1","0","0.08","0","0.75","4","7","1","2","5","1","0.08","0.83","1","0.08","","0.08","0.111111111","0.1","0.111111111","0.1","0.008888889","0.008","0.083333333","0.075","100","9.638554217","90","0.266666667","0.266666667","2.5","2.766666667","0.296296296","0.296296296","2.777777778","3.074074074"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01414","","","","10","3","3","2","4","1","2","3","3","3","0.16","0.06","0.36","6","2","1","3","6","1","0.22","0.58","6","0.053333333","0.02","0.036666667","2","0.6","1","0.3","0.073333333","0.022","0.12","0.036","50","37.93103448","30","0.533333333","0.733333333","1.2","1.933333333","1.777777778","2.444444444","4","6.444444444"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02257","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00808","","","","10","8","6","2","1","2","2","8","5","4","0.37","0.09","1.2","5","7","1","3","4","1","0.46","1.66","9","0.074","0.0225","0.051111111","1.125","0.9","0.625","0.5","0.0575","0.046","0.15","0.12","55.55555556","27.71084337","80","1.233333333","1.533333333","4","5.533333333","1.541666667","1.916666667","5","6.916666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00810","","","","10","6","7","1","1","2","1","6","6","5","0.88","0.04","1.3","2","6","1","8","4","3","0.92","2.22","11","0.146666667","0.008","0.083636364","1.833333333","1.1","1","0.6","0.153333333","0.092","0.216666667","0.13","54.54545455","41.44144144","60","2.933333333","3.066666667","4.333333333","7.4","4.888888889","5.111111111","7.222222222","12.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01535","","","","10","4","5","2","3","2","5","4","5","4","0.47","0.1","2.36","6","2","1","7","5","1","0.57","2.93","9","0.094","0.025","0.063333333","2.25","0.9","1.25","0.5","0.1425","0.057","0.59","0.236","55.55555556","19.45392491","40","1.566666667","1.9","7.866666667","9.766666667","3.916666667","4.75","19.66666667","24.41666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00278","","","","10","6","3","2","3","2","2","6","5","6","0.24","0.06","0.52","8","5","1","2","6","3","0.3","0.82","11","0.048","0.01","0.027272727","1.833333333","1.1","0.833333333","0.5","0.05","0.03","0.086666667","0.052","45.45454545","36.58536585","60","0.8","1","1.733333333","2.733333333","1.333333333","1.666666667","2.888888889","4.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00311","","","","10","4","4","1","3","2","2","4","5","0","0.56","0","0.9","2","5","2","4","3","5","0.56","1.46","5","0.112","","0.112","1.25","0.5","1.25","0.5","0.14","0.056","0.225","0.09","100","38.35616438","40","1.866666667","1.866666667","3","4.866666667","4.666666667","4.666666667","7.5","12.16666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00544","","","","10","10","5","3","4","2","3","10","33","10","2.8","0.18","1.9","2","2","3","9","6","3","2.98","4.88","43","0.084848485","0.018","0.069302326","4.3","4.3","3.3","3.3","0.298","0.298","0.19","0.19","76.74418605","61.06557377","100","9.333333333","9.933333333","6.333333333","16.26666667","9.333333333","9.933333333","6.333333333","16.26666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02118","","","","10","10","4","2","2","2","2","10","2","1","0.1","0.02","0.5","2","3","1","8","7","1","0.12","0.62","3","0.05","0.02","0.04","0.3","0.3","0.2","0.2","0.012","0.012","0.05","0.05","66.66666667","19.35483871","100","0.333333333","0.4","1.666666667","2.066666667","0.333333333","0.4","1.666666667","2.066666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01506","","","","10","1","2","2","3","2","1","1","0","0","0","0","0.015","","","","","","","0","0.015","0","","","","0","0","0","0","0","0","0.015","0.0015","","0","10","0","0","0.05","0.05","0","0","0.5","0.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01454","","","","10","7","6","2","3","2","2","7","5","9","0.83","0.24","0.85","2","4","1","8","4","1","1.07","1.92","14","0.166","0.026666667","0.076428571","2","1.4","0.714285714","0.5","0.152857143","0.107","0.121428571","0.085","35.71428571","55.72916667","70","2.766666667","3.566666667","2.833333333","6.4","3.952380952","5.095238095","4.047619048","9.142857143"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01340","","","","10","6","4","2","3","2","1","6","0","1","0","0.02","0.3","6","6","1","2","7","1","0.02","0.32","1","","0.02","0.02","0.166666667","0.1","0","0","0.003333333","0.002","0.05","0.03","0","6.25","60","0","0.066666667","1","1.066666667","0","0.111111111","1.666666667","1.777777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01569","","","","10","7","5","1","3","2","3","7","5","2","0.34","0.1","0.6","6","2","1","7","6","1","0.44","1.04","7","0.068","0.05","0.062857143","1","0.7","0.714285714","0.5","0.062857143","0.044","0.085714286","0.06","71.42857143","42.30769231","70","1.133333333","1.466666667","2","3.466666667","1.619047619","2.095238095","2.857142857","4.952380952"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01523","","","","10","5","3","2","3","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02006","","","","10","9","3","2","1","2","1","9","0","0","0","0","0.145","","","","","","","0","0.145","0","","","","0","0","0","0","0","0","0.016111111","0.0145","","0","90","0","0","0.483333333","0.483333333","0","0","0.537037037","0.537037037"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01851","","","","10","5","6","2","2","2","2","5","3","6","0.3","0.11","2.2","4","7","1","3","5","1","0.41","2.61","9","0.1","0.018333333","0.045555556","1.8","0.9","0.6","0.3","0.082","0.041","0.44","0.22","33.33333333","15.70881226","50","1","1.366666667","7.333333333","8.7","2","2.733333333","14.66666667","17.4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01429","","","","10","4","4","2","3","2","2","4","0","0","0","0","0.33","","","","","","","0","0.33","0","","","","0","0","0","0","0","0","0.0825","0.033","","0","40","0","0","1.1","1.1","0","0","2.75","2.75"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02148","","","","10","4","2","1","1","2","1","4","0","0","0","0","0.08","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.02","0.008","","0","40","0","0","0.266666667","0.266666667","0","0","0.666666667","0.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02199","","","","10","9","6","1","2","2","2","8","0","10","0","0.18","0.45","6","6","1","3","9","1","0.18","0.63","10","","0.018","0.018","1.25","1","0","0","0.0225","0.018","0.05625","0.045","0","28.57142857","80","0","0.6","1.5","2.1","0","0.75","1.875","2.625"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00871","","","","10","10","7","2","1","2","1","10","19","5","1.89","0.1","1.75","4","6","1","2","4","1","1.99","3.74","24","0.099473684","0.02","0.082916667","2.4","2.4","1.9","1.9","0.199","0.199","0.175","0.175","79.16666667","53.20855615","100","6.3","6.633333333","5.833333333","12.46666667","6.3","6.633333333","5.833333333","12.46666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00513","","","","10","10","8","2","4","2","1","10","27","26","4.02","1.2","4.4","6","7","1","8","4","3","5.22","9.62","53","0.148888889","0.046153846","0.098490566","5.3","5.3","2.7","2.7","0.522","0.522","0.44","0.44","50.94339623","54.26195426","100","13.4","17.4","14.66666667","32.06666667","13.4","17.4","14.66666667","32.06666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02046","","","","10","10","6","2","2","2","2","10","13","15","1.5","0.7","1.15","7","6","1","6","5","1","2.2","3.35","28","0.115384615","0.046666667","0.078571429","2.8","2.8","1.3","1.3","0.22","0.22","0.115","0.115","46.42857143","65.67164179","100","5","7.333333333","3.833333333","11.16666667","5","7.333333333","3.833333333","11.16666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01331","","","","10","8","4","2","3","2","1","8","0","2","0","0.06","0.05","2","7","1","6","6","1","0.06","0.11","2","","0.03","0.03","0.25","0.2","0","0","0.0075","0.006","0.00625","0.005","0","54.54545455","80","0","0.2","0.166666667","0.366666667","0","0.25","0.208333333","0.458333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00116","","","","10","2","2","2","2","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02286","","","","10","3","2","2","2","2","2","3","0","0","0","0","0.6","","","","","","","0","0.6","0","","","","0","0","0","0","0","0","0.2","0.06","","0","30","0","0","2","2","0","0","6.666666667","6.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01977","","","","10","7","7","2","1","2","2","7","13","13","1.6","0.22","1.4","6","7","1","6","5","1","1.82","3.22","26","0.123076923","0.016923077","0.07","3.714285714","2.6","1.857142857","1.3","0.26","0.182","0.2","0.14","50","56.52173913","70","5.333333333","6.066666667","4.666666667","10.73333333","7.619047619","8.666666667","6.666666667","15.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00270","","","","10","5","6","1","3","2","7","3","0","4","0","0.3","0.56","4","3","1","7","6","1","0.3","0.86","4","","0.075","0.075","1.333333333","0.4","0","0","0.1","0.03","0.186666667","0.056","0","34.88372093","30","0","1","1.866666667","2.866666667","0","3.333333333","6.222222222","9.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01499","","","","10","4","4","3","3","2","2","4","0","0","0","0","0.3","","","","","","","0","0.3","0","","","","0","0","0","0","0","0","0.075","0.03","","0","40","0","0","1","1","0","0","2.5","2.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01343","","","","10","9","4","2","3","2","1","9","3","4","0.18","0.08","0.05","6","2","1","8","7","3","0.26","0.31","7","0.06","0.02","0.037142857","0.777777778","0.7","0.333333333","0.3","0.028888889","0.026","0.005555556","0.005","42.85714286","83.87096774","90","0.6","0.866666667","0.166666667","1.033333333","0.666666667","0.962962963","0.185185185","1.148148148"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01519","","","","10","6","4","2","2","2","2","6","0","2","0","0.02","1.15","7","5","1","8","6","1","0.02","1.17","2","","0.01","0.01","0.333333333","0.2","0","0","0.003333333","0.002","0.191666667","0.115","0","1.709401709","60","0","0.066666667","3.833333333","3.9","0","0.111111111","6.388888889","6.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00480","","","","10","10","4","3","3","2","3","10","8","8","0.43","0.14","1","6","5","1","3","6","1","0.57","1.57","16","0.05375","0.0175","0.035625","1.6","1.6","0.8","0.8","0.057","0.057","0.1","0.1","50","36.30573248","100","1.433333333","1.9","3.333333333","5.233333333","1.433333333","1.9","3.333333333","5.233333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02077","","","","10","7","4","2","2","2","2","7","4","4","0.46","0.11","1.6","2","3","1","3","4","1","0.57","2.17","8","0.115","0.0275","0.07125","1.142857143","0.8","0.571428571","0.4","0.081428571","0.057","0.228571429","0.16","50","26.26728111","70","1.533333333","1.9","5.333333333","7.233333333","2.19047619","2.714285714","7.619047619","10.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00804","","","","10","9","6","3","2","3","1","9","3","8","0.08","0.05","0.55","6","4","1","9","9","1","0.13","0.68","11","0.026666667","0.00625","0.011818182","1.222222222","1.1","0.333333333","0.3","0.014444444","0.013","0.061111111","0.055","27.27272727","19.11764706","90","0.266666667","0.433333333","1.833333333","2.266666667","0.296296296","0.481481481","2.037037037","2.518518519"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02245","","","","10","8","4","3","2","2","1","8","0","1","0","0.04","0.35","6","2","1","8","7","1","0.04","0.39","1","","0.04","0.04","0.125","0.1","0","0","0.005","0.004","0.04375","0.035","0","10.25641026","80","0","0.133333333","1.166666667","1.3","0","0.166666667","1.458333333","1.625"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01889","","","","10","8","4","2","2","2","1","8","0","3","0","0.02","1.65","6","2","1","7","8","1","0.02","1.67","3","","0.006666667","0.006666667","0.375","0.3","0","0","0.0025","0.002","0.20625","0.165","0","1.19760479","80","0","0.066666667","5.5","5.566666667","0","0.083333333","6.875","6.958333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00942","","","","10","2","6","2","1","1","1","2","4","1","0.41","0.02","1","6","2","1","3","3","1","0.43","1.43","5","0.1025","0.02","0.086","2.5","0.5","2","0.4","0.215","0.043","0.5","0.1","80","30.06993007","20","1.366666667","1.433333333","3.333333333","4.766666667","6.833333333","7.166666667","16.66666667","23.83333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01605","","","","10","1","3","1","1","2","1","1","0","0","0","0","0.065","","","","","","","0","0.065","0","","","","0","0","0","0","0","0","0.065","0.0065","","0","10","0","0","0.216666667","0.216666667","0","0","2.166666667","2.166666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00268","","","","10","9","7","1","1","3","2","9","23","27","1.9","0.54","10.85","2","4","1","7","6","4","2.44","13.29","50","0.082608696","0.02","0.0488","5.555555556","5","2.555555556","2.3","0.271111111","0.244","1.205555556","1.085","46","18.35966892","90","6.333333333","8.133333333","36.16666667","44.3","7.037037037","9.037037037","40.18518519","49.22222222"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00741","","","","10","10","8","2","2","2","3","10","24","11","1.75","0.13","2.2","7","4","2","8","4","1","1.88","4.08","35","0.072916667","0.011818182","0.053714286","3.5","3.5","2.4","2.4","0.188","0.188","0.22","0.22","68.57142857","46.07843137","100","5.833333333","6.266666667","7.333333333","13.6","5.833333333","6.266666667","7.333333333","13.6"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00973","","","","10","7","7","3","3","3","2","7","11","4","0.99","0.08","1.35","6","6","3","7","5","1","1.07","2.42","15","0.09","0.02","0.071333333","2.142857143","1.5","1.571428571","1.1","0.152857143","0.107","0.192857143","0.135","73.33333333","44.21487603","70","3.3","3.566666667","4.5","8.066666667","4.714285714","5.095238095","6.428571429","11.52380952"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01512","","","","10","3","3","2","2","3","1","3","0","0","0","0","0.5","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.166666667","0.05","","0","30","0","0","1.666666667","1.666666667","0","0","5.555555556","5.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00590","","","","10","7","3","1","2","2","1","7","1","4","0.07","0.08","0.61","8","4","1","6","5","1","0.15","0.76","5","0.07","0.02","0.03","0.714285714","0.5","0.142857143","0.1","0.021428571","0.015","0.087142857","0.061","20","19.73684211","70","0.233333333","0.5","2.033333333","2.533333333","0.333333333","0.714285714","2.904761905","3.619047619"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00526","","","","10","4","4","3","4","2","4","4","2","12","0.12","0.09","0.05","6","4","1","8","6","1","0.21","0.26","14","0.06","0.0075","0.015","3.5","1.4","0.5","0.2","0.0525","0.021","0.0125","0.005","14.28571429","80.76923077","40","0.4","0.7","0.166666667","0.866666667","1","1.75","0.416666667","2.166666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02198","","","","10","10","7","1","1","2","2","10","4","6","0.17","0.09","0.8","6","3","1","3","7","1","0.26","1.06","10","0.0425","0.015","0.026","1","1","0.4","0.4","0.026","0.026","0.08","0.08","40","24.52830189","100","0.566666667","0.866666667","2.666666667","3.533333333","0.566666667","0.866666667","2.666666667","3.533333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00447","","","","10","5","4","3","3","2","2","5","3","7","0.24","0.1","0.44","7","4","1","8","6","3","0.34","0.78","10","0.08","0.014285714","0.034","2","1","0.6","0.3","0.068","0.034","0.088","0.044","30","43.58974359","50","0.8","1.133333333","1.466666667","2.6","1.6","2.266666667","2.933333333","5.2"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00367","","","","10","6","4","2","2","2","2","6","0","0","0","0","2","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.333333333","0.2","","0","60","0","0","6.666666667","6.666666667","0","0","11.11111111","11.11111111"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00929","","","","10","9","9","2","1","2","2","9","44","56","2.88","1.08","9.75","4","7","3","8","6","1","3.96","13.71","100","0.065454545","0.019285714","0.0396","11.11111111","10","4.888888889","4.4","0.44","0.396","1.083333333","0.975","44","28.88402626","90","9.6","13.2","32.5","45.7","10.66666667","14.66666667","36.11111111","50.77777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02155","","","","10","7","4","2","1","2","2","7","0","1","0","0.02","0.37","6","6","1","9","9","1","0.02","0.39","1","","0.02","0.02","0.142857143","0.1","0","0","0.002857143","0.002","0.052857143","0.037","0","5.128205128","70","0","0.066666667","1.233333333","1.3","0","0.095238095","1.761904762","1.857142857"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00035","","","","10","9","2","2","8","2","2","9","18","23","0.64","0.24","0.4","4","7","2","3","4","1","0.88","1.28","41","0.035555556","0.010434783","0.021463415","4.555555556","4.1","2","1.8","0.097777778","0.088","0.044444444","0.04","43.90243902","68.75","90","2.133333333","2.933333333","1.333333333","4.266666667","2.37037037","3.259259259","1.481481481","4.740740741"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00031","","","","10","1","2","2","3","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01128","","","","10","9","7","1","2","2","2","9","47","28","6.7","1.11","4.3","4","7","1","8","4","1","7.81","12.11","75","0.142553191","0.039642857","0.104133333","8.333333333","7.5","5.222222222","4.7","0.867777778","0.781","0.477777778","0.43","62.66666667","64.49215524","90","22.33333333","26.03333333","14.33333333","40.36666667","24.81481481","28.92592593","15.92592593","44.85185185"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01460","","","","10","9","5","2","2","2","2","9","0","2","0","0.07","0.1","5","2","1","3","7","1","0.07","0.17","2","","0.035","0.035","0.222222222","0.2","0","0","0.007777778","0.007","0.011111111","0.01","0","41.17647059","90","0","0.233333333","0.333333333","0.566666667","0","0.259259259","0.37037037","0.62962963"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01993","","","","10","6","5","2","3","2","3","6","0","0","0","0","0.9","","","","","","","0","0.9","0","","","","0","0","0","0","0","0","0.15","0.09","","0","60","0","0","3","3","0","0","5","5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01882","","","","10","9","6","2","4","2","4","9","16","17","1.32","0.6","0.7","4","7","1","6","4","1","1.92","2.62","33","0.0825","0.035294118","0.058181818","3.666666667","3.3","1.777777778","1.6","0.213333333","0.192","0.077777778","0.07","48.48484848","73.28244275","90","4.4","6.4","2.333333333","8.733333333","4.888888889","7.111111111","2.592592593","9.703703704"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02293","","","","10","5","4","2","2","2","2","5","5","11","0.45","0.29","2.2","4","6","1","3","6","1","0.74","2.94","16","0.09","0.026363636","0.04625","3.2","1.6","1","0.5","0.148","0.074","0.44","0.22","31.25","25.17006803","50","1.5","2.466666667","7.333333333","9.8","3","4.933333333","14.66666667","19.6"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01545","","","","10","6","4","3","3","2","2","6","0","0","0","0","0.35","","","","","","","0","0.35","0","","","","0","0","0","0","0","0","0.058333333","0.035","","0","60","0","0","1.166666667","1.166666667","0","0","1.944444444","1.944444444"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00640","","","","10","5","4","1","2","2","2","5","10","4","0.45","0.43","0.37","4","6","1","2","4","1","0.88","1.25","14","0.045","0.1075","0.062857143","2.8","1.4","2","1","0.176","0.088","0.074","0.037","71.42857143","70.4","50","1.5","2.933333333","1.233333333","4.166666667","3","5.866666667","2.466666667","8.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01730","","","","10","5","3","1","1","2","3","5","0","5","0","0.08","0.02","4","6","1","3","7","1","0.08","0.1","5","","0.016","0.016","1","0.5","0","0","0.016","0.008","0.004","0.002","0","80","50","0","0.266666667","0.066666667","0.333333333","0","0.533333333","0.133333333","0.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01192","","","","10","5","2","2","2","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00704","","","","10","4","7","2","3","2","3","4","12","13","0.64","0.26","1.85","2","6","1","6","6","1","0.9","2.75","25","0.053333333","0.02","0.036","6.25","2.5","3","1.2","0.225","0.09","0.4625","0.185","48","32.72727273","40","2.133333333","3","6.166666667","9.166666667","5.333333333","7.5","15.41666667","22.91666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02005","","","","10","5","3","1","1","1","1","5","0","3","0","0.14","0.8","2","7","1","8","7","2","0.14","0.94","3","","0.046666667","0.046666667","0.6","0.3","0","0","0.028","0.014","0.16","0.08","0","14.89361702","50","0","0.466666667","2.666666667","3.133333333","0","0.933333333","5.333333333","6.266666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00962","","","","10","5","6","2","2","2","2","5","14","20","0.9","0.46","0.15","4","7","1","3","5","2","1.36","1.51","34","0.064285714","0.023","0.04","6.8","3.4","2.8","1.4","0.272","0.136","0.03","0.015","41.17647059","90.06622517","50","3","4.533333333","0.5","5.033333333","6","9.066666667","1","10.06666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01354","","","","10","10","6","2","4","2","2","10","0","3","0","0.05","0.03","2","3","1","9","9","1","0.05","0.08","3","","0.016666667","0.016666667","0.3","0.3","0","0","0.005","0.005","0.003","0.003","0","62.5","100","0","0.166666667","0.1","0.266666667","0","0.166666667","0.1","0.266666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00477","","","","10","10","5","4","4","2","3","10","18","29","1.26","","3.3","1","4","1","3","5","1","","","47","0.07","","","4.7","4.7","1.8","1.8","","","0.33","0.33","38.29787234","","100","4.2","","11","","4.2","","11",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00169","","","","10","4","4","2","2","2","2","4","6","0","0.98","0","0.4","6","6","1","6","3","1","0.98","1.38","6","0.163333333","","0.163333333","1.5","0.6","1.5","0.6","0.245","0.098","0.1","0.04","100","71.01449275","40","3.266666667","3.266666667","1.333333333","4.6","8.166666667","8.166666667","3.333333333","11.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00811","","","","10","10","8","2","1","3","1","6","20","10","2.49","0.16","3.75","6","2","1","2","4","1","2.65","6.4","30","0.1245","0.016","0.088333333","5","3","3.333333333","2","0.441666667","0.265","0.625","0.375","66.66666667","41.40625","60","8.3","8.833333333","12.5","21.33333333","13.83333333","14.72222222","20.83333333","35.55555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00701","","","","10","7","6","2","2","2","2","7","21","12","1.41","0.16","0.85","3","6","3","7","6","4","1.57","2.42","33","0.067142857","0.013333333","0.047575758","4.714285714","3.3","3","2.1","0.224285714","0.157","0.121428571","0.085","63.63636364","64.87603306","70","4.7","5.233333333","2.833333333","8.066666667","6.714285714","7.476190476","4.047619048","11.52380952"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01910","","","","10","10","7","2","3","2","6","10","36","12","3.3","0.27","1.6","7","8","1","3","3","1","3.57","5.17","48","0.091666667","0.0225","0.074375","4.8","4.8","3.6","3.6","0.357","0.357","0.16","0.16","75","69.05222437","100","11","11.9","5.333333333","17.23333333","11","11.9","5.333333333","17.23333333"
