"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01277","","","","3","1","3","3","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01278","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01279","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01280","","","","3","1","1","2","7","1","1","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01281","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01282","","","","3","2","3","4","1","1","2","1","0","0","0","0","15","","","","","","","0","15","","","0","0","0","0","0","0","0","15","5","","0","33.33333333","0","0","166.6666667","166.6666667","","0","0","500","500"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01283","","","","3","3","2","2","7","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01284","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01285","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01286","","","","3","2","1","2","8","1","1","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01287","","","","3","3","1","2","9","1","1","","0","0","0","0","6","","","","","","","0","6","","","0","","0","","0","","0","","2","","0","","0","0","66.66666667","66.66666667","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01288","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01289","","","","3","2","2","2","6","1","2","1","0","0","0","0","0.5","","","","","","","0","0.5","","","0","0","0","0","0","0","0","0.5","0.166666667","","0","33.33333333","0","0","5.555555556","5.555555556","","0","0","16.66666667","16.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01290","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01291","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01292","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01293","","","","3","2","1","2","7","1","1","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01294","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01295","","","","3","3","1","2","8","1","2","1","0","0","0","0","4","","","","","","","0","4","","","0","0","0","0","0","0","0","4","1.333333333","","0","33.33333333","0","0","44.44444444","44.44444444","","0","0","133.3333333","133.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01296","","","","3","2","1","2","7","1","1","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01297","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01298","","","","3","2","3","4","6","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.033333333","","0","33.33333333","0","0","1.111111111","1.111111111","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01299","","","","3","3","1","3","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01300","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01301","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01302","","","","3","3","2","2","6","1","2","1","0","0","0","0","1.7","","","","","","","0","1.7","","","0","0","0","0","0","0","0","1.7","0.566666667","","0","33.33333333","0","0","18.88888889","18.88888889","","0","0","56.66666667","56.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01303","","","","3","3","2","3","7","1","2","1","0","0","0","0","4.2","","","","","","","0","4.2","","","0","0","0","0","0","0","0","4.2","1.4","","0","33.33333333","0","0","46.66666667","46.66666667","","0","0","140","140"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01304","","","","3","2","2","3","8","1","2","1","0","0","0","0","2.2","","","","","","","0","2.2","","","0","0","0","0","0","0","0","2.2","0.733333333","","0","33.33333333","0","0","24.44444444","24.44444444","","0","0","73.33333333","73.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01305","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01306","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01307","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01308","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01309","","","","3","3","2","5","7","1","2","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01310","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01311","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01312","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01313","","","","3","2","1","3","6","1","2","1","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","5","1.666666667","","0","33.33333333","0","0","55.55555556","55.55555556","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01314","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01315","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01316","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01317","","","","3","3","2","3","7","1","2","1","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","3","1","","0","33.33333333","0","0","33.33333333","33.33333333","","0","0","100","100"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01318","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01319","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01320","","","","3","3","3","3","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01321","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01322","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01323","","","","3","3","4","6","8","2","2","2","0","0","0","0","10","","","","","","","0","10","","","0","0","0","0","0","0","0","5","3.333333333","","0","66.66666667","0","0","111.1111111","111.1111111","","0","0","166.6666667","166.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01324","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01325","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01326","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01327","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01328","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01329","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01330","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01331","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01332","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01333","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01334","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01335","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01336","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01337","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01338","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01339","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01340","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01341","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01342","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01343","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01344","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01345","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01346","","","","3","1","1","2","8","1","1","1","0","0","0","0","10","","","","","","","0","10","","","0","0","0","0","0","0","0","10","3.333333333","","0","33.33333333","0","0","111.1111111","111.1111111","","0","0","333.3333333","333.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01347","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01348","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01349","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01350","","","","3","2","1","1","7","1","1","1","0","0","0","0","12","","","","","","","0","12","","","0","0","0","0","0","0","0","12","4","","0","33.33333333","0","0","133.3333333","133.3333333","","0","0","400","400"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01351","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01352","","","","3","2","1","2","7","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01353","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01354","","","","3","1","1","2","4","1","1","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01355","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01356","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01357","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01358","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01359","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01360","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01361","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01362","","","","3","1","3","3","9","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01363","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01364","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01365","","","","3","3","3","3","7","1","2","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01366","","","","3","1","2","2","6","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.033333333","","0","33.33333333","0","0","1.111111111","1.111111111","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01367","","","","3","2","1","2","6","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01368","","","","3","2","1","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01369","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01370","","","","3","1","1","2","5","1","2","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01371","","","","3","1","1","2","6","1","2","1","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","1.4","0.466666667","","0","33.33333333","0","0","15.55555556","15.55555556","","0","0","46.66666667","46.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01372","","","","3","2","1","3","7","1","2","1","0","0","0","0","7","","","","","","","0","7","","","0","0","0","0","0","0","0","7","2.333333333","","0","33.33333333","0","0","77.77777778","77.77777778","","0","0","233.3333333","233.3333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01373","","","","3","1","2","2","6","1","2","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01374","","","","3","3","1","2","7","1","2","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01375","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01376","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01377","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01378","","","","3","2","1","4","5","1","2","1","0","0","0","0","0.6","","","","","","","0","0.6","","","0","0","0","0","0","0","0","0.6","0.2","","0","33.33333333","0","0","6.666666667","6.666666667","","0","0","20","20"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01379","","","","3","1","1","4","6","1","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01381","","","","3","1","2","3","5","1","2","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01382","","","","3","1","1","2","6","1","2","1","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","2","0.666666667","","0","33.33333333","0","0","22.22222222","22.22222222","","0","0","66.66666667","66.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01383","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01384","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01385","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-01386","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
