"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root flesh secondary color estimating 0-9|CO_331:0000179","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00052","","","","3","3","2.68","21","6","4.49","0.39","7","7","","6","4.88","7.56","27","0.213809524","0.065","0.180740741","9","7","1.626666667","0.893333333","77.77777778","64.55026455","66.51851852","72.2962963","39.7037037","112","9","7","1.626666667","0.893333333","100","66.51851852","72.2962963","39.7037037","112"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00053","","","","3","3","3.78","8","11","2.81","0.41","5","7","","6","3.22","7","19","0.35125","0.037272727","0.169473684","6.333333333","2.666666667","1.073333333","1.26","42.10526316","46","41.62962963","47.7037037","56","103.7037037","6.333333333","2.666666667","1.073333333","1.26","100","41.62962963","47.7037037","56","103.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00054","","","","3","3","1.93","10","4","1.61","0.24","7","3","","6","1.85","3.78","14","0.161","0.06","0.132142857","4.666666667","3.333333333","0.616666667","0.643333333","71.42857143","48.94179894","23.85185185","27.40740741","28.59259259","56","4.666666667","3.333333333","0.616666667","0.643333333","100","23.85185185","27.40740741","28.59259259","56"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00055","","","","3","3","2.36","14","13","3.1","0.6","6","7","","6","3.7","6.06","27","0.221428571","0.046153846","0.137037037","9","4.666666667","1.233333333","0.786666667","51.85185185","61.05610561","45.92592593","54.81481481","34.96296296","89.77777778","9","4.666666667","1.233333333","0.786666667","100","45.92592593","54.81481481","34.96296296","89.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00056","","","","3","3","1.76","15","11","2.51","0.58","7","6","","6","3.09","4.85","26","0.167333333","0.052727273","0.118846154","8.666666667","5","1.03","0.586666667","57.69230769","63.71134021","37.18518519","45.77777778","26.07407407","71.85185185","8.666666667","5","1.03","0.586666667","100","37.18518519","45.77777778","26.07407407","71.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00057","","","","3","3","3.53","23","16","3.71","0.45","6","4","","5","4.16","7.69","39","0.161304348","0.028125","0.106666667","13","7.666666667","1.386666667","1.176666667","58.97435897","54.09622887","54.96296296","61.62962963","52.2962963","113.9259259","13","7.666666667","1.386666667","1.176666667","100","54.96296296","61.62962963","52.2962963","113.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00058","","","","3","3","2.99","14","7","1.57","0.36","6","6","","6","1.93","4.92","21","0.112142857","0.051428571","0.091904762","7","4.666666667","0.643333333","0.996666667","66.66666667","39.22764228","23.25925926","28.59259259","44.2962963","72.88888889","7","4.666666667","0.643333333","0.996666667","100","23.25925926","28.59259259","44.2962963","72.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00059","","","","3","3","1.52","18","13","3.27","0.25","6","7","","6","3.52","5.04","31","0.181666667","0.019230769","0.113548387","10.33333333","6","1.173333333","0.506666667","58.06451613","69.84126984","48.44444444","52.14814815","22.51851852","74.66666667","10.33333333","6","1.173333333","0.506666667","100","48.44444444","52.14814815","22.51851852","74.66666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00060","","","","3","2","1.18","7","3","1.56","0.08","6","4","","6","1.64","2.82","10","0.222857143","0.026666667","0.164","5","3.5","0.82","0.59","70","58.15602837","34.66666667","36.44444444","26.22222222","62.66666667","3.333333333","2.333333333","0.546666667","0.393333333","66.66666667","23.11111111","24.2962963","17.48148148","41.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00061","","","","3","3","1.4","19","13","3.06","0.48","6","6","","6","3.54","4.94","32","0.161052632","0.036923077","0.110625","10.66666667","6.333333333","1.18","0.466666667","59.375","71.65991903","45.33333333","52.44444444","20.74074074","73.18518519","10.66666667","6.333333333","1.18","0.466666667","100","45.33333333","52.44444444","20.74074074","73.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00062","","","","3","3","1.61","10","6","3.16","0.12","6","6","","5","3.28","4.89","16","0.316","0.02","0.205","5.333333333","3.333333333","1.093333333","0.536666667","62.5","67.07566462","46.81481481","48.59259259","23.85185185","72.44444444","5.333333333","3.333333333","1.093333333","0.536666667","100","46.81481481","48.59259259","23.85185185","72.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00063","","","","3","3","3.4","12","6","4.73","0.33","6","4","6","6","5.06","8.46","18","0.394166667","0.055","0.281111111","6","4","1.686666667","1.133333333","66.66666667","59.8108747","70.07407407","74.96296296","50.37037037","125.3333333","6","4","1.686666667","1.133333333","100","70.07407407","74.96296296","50.37037037","125.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00064","","","","3","3","2.73","15","14","4.51","0.45","6","2","","6","4.96","7.69","29","0.300666667","0.032142857","0.171034483","9.666666667","5","1.653333333","0.91","51.72413793","64.4993498","66.81481481","73.48148148","40.44444444","113.9259259","9.666666667","5","1.653333333","0.91","100","66.81481481","73.48148148","40.44444444","113.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00065","","","","3","3","2.48","10","5","2.6","0.29","2","2","","6","2.89","5.37","15","0.26","0.058","0.192666667","5","3.333333333","0.963333333","0.826666667","66.66666667","53.81750466","38.51851852","42.81481481","36.74074074","79.55555556","5","3.333333333","0.963333333","0.826666667","100","38.51851852","42.81481481","36.74074074","79.55555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00066","","","","3","1","1.41","5","0","1.89","0","7","3","","6","1.89","3.3","5","0.378","","0.378","5","5","1.89","1.41","100","57.27272727","84","84","62.66666667","146.6666667","1.666666667","1.666666667","0.63","0.47","33.33333333","28","28","20.88888889","48.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00067","","","","3","3","3.89","13","10","4.61","0.28","6","4","","6","4.89","8.78","23","0.354615385","0.028","0.212608696","7.666666667","4.333333333","1.63","1.296666667","56.52173913","55.69476082","68.2962963","72.44444444","57.62962963","130.0740741","7.666666667","4.333333333","1.63","1.296666667","100","68.2962963","72.44444444","57.62962963","130.0740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00068","","","","3","3","1.93","14","4","3.4","0.08","6","5","","6","3.48","5.41","18","0.242857143","0.02","0.193333333","6","4.666666667","1.16","0.643333333","77.77777778","64.32532348","50.37037037","51.55555556","28.59259259","80.14814815","6","4.666666667","1.16","0.643333333","100","50.37037037","51.55555556","28.59259259","80.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00069","","","","3","3","4.2","12","0","5.84","0","6","6","","6","5.84","10.04","12","0.486666667","","0.486666667","4","4","1.946666667","1.4","100","58.16733068","86.51851852","86.51851852","62.22222222","148.7407407","4","4","1.946666667","1.4","100","86.51851852","86.51851852","62.22222222","148.7407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00070","","","","3","2","4.41","13","0","5.4","0","6","7","","5","5.4","9.81","13","0.415384615","","0.415384615","6.5","6.5","2.7","2.205","100","55.04587156","120","120","98","218","4.333333333","4.333333333","1.8","1.47","66.66666667","80","80","65.33333333","145.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00071","","","","3","3","3.15","7","3","2.38","0.06","2","3","","6","2.44","5.59","10","0.34","0.02","0.244","3.333333333","2.333333333","0.813333333","1.05","70","43.64937388","35.25925926","36.14814815","46.66666667","82.81481481","3.333333333","2.333333333","0.813333333","1.05","100","35.25925926","36.14814815","46.66666667","82.81481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00072","","","","3","3","4.36","7","11","0.8","0.22","6","6","","6","1.02","5.38","18","0.114285714","0.02","0.056666667","6","2.333333333","0.34","1.453333333","38.88888889","18.95910781","11.85185185","15.11111111","64.59259259","79.7037037","6","2.333333333","0.34","1.453333333","100","11.85185185","15.11111111","64.59259259","79.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00073","","","","3","3","4.58","18","5","5.31","0.32","6","4","","6","5.63","10.21","23","0.295","0.064","0.244782609","7.666666667","6","1.876666667","1.526666667","78.26086957","55.14201763","78.66666667","83.40740741","67.85185185","151.2592593","7.666666667","6","1.876666667","1.526666667","100","78.66666667","83.40740741","67.85185185","151.2592593"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00074","","","","3","3","3.44","11","3","5.13","0.16","6","6","","5","5.29","8.73","14","0.466363636","0.053333333","0.377857143","4.666666667","3.666666667","1.763333333","1.146666667","78.57142857","60.59564719","76","78.37037037","50.96296296","129.3333333","4.666666667","3.666666667","1.763333333","1.146666667","100","76","78.37037037","50.96296296","129.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00075","","","","3","3","3.56","15","3","4.92","0.1","1","3","","6","5.02","8.58","18","0.328","0.033333333","0.278888889","6","5","1.673333333","1.186666667","83.33333333","58.50815851","72.88888889","74.37037037","52.74074074","127.1111111","6","5","1.673333333","1.186666667","100","72.88888889","74.37037037","52.74074074","127.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00076","","","","3","3","1.6","13","6","2.85","0.1","6","3","","6","2.95","4.55","19","0.219230769","0.016666667","0.155263158","6.333333333","4.333333333","0.983333333","0.533333333","68.42105263","64.83516484","42.22222222","43.7037037","23.7037037","67.40740741","6.333333333","4.333333333","0.983333333","0.533333333","100","42.22222222","43.7037037","23.7037037","67.40740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00077","","","","3","2","1.55","8","0","2.8","0","2","3","","6","2.8","4.35","8","0.35","","0.35","4","4","1.4","0.775","100","64.36781609","62.22222222","62.22222222","34.44444444","96.66666667","2.666666667","2.666666667","0.933333333","0.516666667","66.66666667","41.48148148","41.48148148","22.96296296","64.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00078","","","","3","3","5.12","12","4","6.33","0.14","6","3","","6","6.47","11.59","16","0.5275","0.035","0.404375","5.333333333","4","2.156666667","1.706666667","75","55.82398619","93.77777778","95.85185185","75.85185185","171.7037037","5.333333333","4","2.156666667","1.706666667","100","93.77777778","95.85185185","75.85185185","171.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00079","","","","3","3","3.68","20","9","5.53","0.25","4","7","","5","5.78","9.46","29","0.2765","0.027777778","0.199310345","9.666666667","6.666666667","1.926666667","1.226666667","68.96551724","61.09936575","81.92592593","85.62962963","54.51851852","140.1481481","9.666666667","6.666666667","1.926666667","1.226666667","100","81.92592593","85.62962963","54.51851852","140.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00080","","","","3","3","2.25","20","10","2.94","0.47","2","6","","6","3.41","5.66","30","0.147","0.047","0.113666667","10","6.666666667","1.136666667","0.75","66.66666667","60.24734982","43.55555556","50.51851852","33.33333333","83.85185185","10","6.666666667","1.136666667","0.75","100","43.55555556","50.51851852","33.33333333","83.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00081","","","","3","3","2.98","14","1","3.78","0.08","2","3","","5","3.86","6.84","15","0.27","0.08","0.257333333","5","4.666666667","1.286666667","0.993333333","93.33333333","56.43274854","56","57.18518519","44.14814815","101.3333333","5","4.666666667","1.286666667","0.993333333","100","56","57.18518519","44.14814815","101.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00082","","","","3","3","2.38","13","4","2.39","0.1","6","6","","6","2.49","4.87","17","0.183846154","0.025","0.146470588","5.666666667","4.333333333","0.83","0.793333333","76.47058824","51.12936345","35.40740741","36.88888889","35.25925926","72.14814815","5.666666667","4.333333333","0.83","0.793333333","100","35.40740741","36.88888889","35.25925926","72.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00083","","","","3","1","0.29","1","5","0.43","0.1","7","7","","6","0.53","0.82","6","0.43","0.02","0.088333333","6","1","0.53","0.29","16.66666667","64.63414634","19.11111111","23.55555556","12.88888889","36.44444444","2","0.333333333","0.176666667","0.096666667","33.33333333","6.37037037","7.851851852","4.296296296","12.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00084","","","","3","2","1.01","9","6","1.51","0.24","6","7","","5","1.75","2.76","15","0.167777778","0.04","0.116666667","7.5","4.5","0.875","0.505","60","63.4057971","33.55555556","38.88888889","22.44444444","61.33333333","5","3","0.583333333","0.336666667","66.66666667","22.37037037","25.92592593","14.96296296","40.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00085","","","","3","3","1.02","11","18","1.87","0.51","6","4","","6","2.38","3.4","29","0.17","0.028333333","0.082068966","9.666666667","3.666666667","0.793333333","0.34","37.93103448","70","27.7037037","35.25925926","15.11111111","50.37037037","9.666666667","3.666666667","0.793333333","0.34","100","27.7037037","35.25925926","15.11111111","50.37037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00086","","","","3","3","1.55","10","7","2.17","0.2","6","6","","5","2.37","3.92","17","0.217","0.028571429","0.139411765","5.666666667","3.333333333","0.79","0.516666667","58.82352941","60.45918367","32.14814815","35.11111111","22.96296296","58.07407407","5.666666667","3.333333333","0.79","0.516666667","100","32.14814815","35.11111111","22.96296296","58.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00087","","","","3","2","1.85","8","6","1.61","0.1","6","6","","6","1.71","3.56","14","0.20125","0.016666667","0.122142857","7","4","0.855","0.925","57.14285714","48.03370787","35.77777778","38","41.11111111","79.11111111","4.666666667","2.666666667","0.57","0.616666667","66.66666667","23.85185185","25.33333333","27.40740741","52.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00088","","","","3","3","1.56","9","3","2.18","0.11","6","6","","6","2.29","3.85","12","0.242222222","0.036666667","0.190833333","4","3","0.763333333","0.52","75","59.48051948","32.2962963","33.92592593","23.11111111","57.03703704","4","3","0.763333333","0.52","100","32.2962963","33.92592593","23.11111111","57.03703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00089","","","","3","3","1.32","12","4","1.64","0.18","6","6","","5","1.82","3.14","16","0.136666667","0.045","0.11375","5.333333333","4","0.606666667","0.44","75","57.96178344","24.2962963","26.96296296","19.55555556","46.51851852","5.333333333","4","0.606666667","0.44","100","24.2962963","26.96296296","19.55555556","46.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00090","","","","3","2","1.29","8","6","1.21","0.23","6","7","","6","1.44","2.73","14","0.15125","0.038333333","0.102857143","7","4","0.72","0.645","57.14285714","52.74725275","26.88888889","32","28.66666667","60.66666667","4.666666667","2.666666667","0.48","0.43","66.66666667","17.92592593","21.33333333","19.11111111","40.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00091","","","","3","3","2.59","8","3","1.87","0.11","6","6","","6","1.98","4.57","11","0.23375","0.036666667","0.18","3.666666667","2.666666667","0.66","0.863333333","72.72727273","43.32603939","27.7037037","29.33333333","38.37037037","67.7037037","3.666666667","2.666666667","0.66","0.863333333","100","27.7037037","29.33333333","38.37037037","67.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00092","","","","3","2","1.22","10","8","1.42","0.18","6","6","","6","1.6","2.82","18","0.142","0.0225","0.088888889","9","5","0.8","0.61","55.55555556","56.73758865","31.55555556","35.55555556","27.11111111","62.66666667","6","3.333333333","0.533333333","0.406666667","66.66666667","21.03703704","23.7037037","18.07407407","41.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00093","","","","3","3","2.19","11","6","2.14","0.31","6","6","","6","2.45","4.64","17","0.194545455","0.051666667","0.144117647","5.666666667","3.666666667","0.816666667","0.73","64.70588235","52.80172414","31.7037037","36.2962963","32.44444444","68.74074074","5.666666667","3.666666667","0.816666667","0.73","100","31.7037037","36.2962963","32.44444444","68.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00094","","","","3","3","1.01","14","5","3.01","0.22","3","4","","5","3.23","4.24","19","0.215","0.044","0.17","6.333333333","4.666666667","1.076666667","0.336666667","73.68421053","76.17924528","44.59259259","47.85185185","14.96296296","62.81481481","6.333333333","4.666666667","1.076666667","0.336666667","100","44.59259259","47.85185185","14.96296296","62.81481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00095","","","","3","2","0.92","6","7","0.93","0.19","7","7","","6","1.12","2.04","13","0.155","0.027142857","0.086153846","6.5","3","0.56","0.46","46.15384615","54.90196078","20.66666667","24.88888889","20.44444444","45.33333333","4.333333333","2","0.373333333","0.306666667","66.66666667","13.77777778","16.59259259","13.62962963","30.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00096","","","","3","3","1.39","18","22","2.33","0.56","7","4","","6","2.89","4.28","40","0.129444444","0.025454545","0.07225","13.33333333","6","0.963333333","0.463333333","45","67.52336449","34.51851852","42.81481481","20.59259259","63.40740741","13.33333333","6","0.963333333","0.463333333","100","34.51851852","42.81481481","20.59259259","63.40740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00097","","","","3","3","2.64","11","8","1.82","0.25","6","4","","6","2.07","4.71","19","0.165454545","0.03125","0.108947368","6.333333333","3.666666667","0.69","0.88","57.89473684","43.94904459","26.96296296","30.66666667","39.11111111","69.77777778","6.333333333","3.666666667","0.69","0.88","100","26.96296296","30.66666667","39.11111111","69.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00098","","","","3","3","1.36","12","5","2.59","0.14","6","4","","6","2.73","4.09","17","0.215833333","0.028","0.160588235","5.666666667","4","0.91","0.453333333","70.58823529","66.74816626","38.37037037","40.44444444","20.14814815","60.59259259","5.666666667","4","0.91","0.453333333","100","38.37037037","40.44444444","20.14814815","60.59259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00099","","","","3","2","1.36","14","2","3.19","0.05","4","6","","6","3.24","4.6","16","0.227857143","0.025","0.2025","8","7","1.62","0.68","87.5","70.43478261","70.88888889","72","30.22222222","102.2222222","5.333333333","4.666666667","1.08","0.453333333","66.66666667","47.25925926","48","20.14814815","68.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00100","","","","3","1","1.59","7","2","1.5","0.07","6","7","","6","1.57","3.16","9","0.214285714","0.035","0.174444444","9","7","1.57","1.59","77.77777778","49.6835443","66.66666667","69.77777778","70.66666667","140.4444444","3","2.333333333","0.523333333","0.53","33.33333333","22.22222222","23.25925926","23.55555556","46.81481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00101","","","","3","3","1.79","14","8","1.97","0.21","4","6","","6","2.18","3.97","22","0.140714286","0.02625","0.099090909","7.333333333","4.666666667","0.726666667","0.596666667","63.63636364","54.91183879","29.18518519","32.2962963","26.51851852","58.81481481","7.333333333","4.666666667","0.726666667","0.596666667","100","29.18518519","32.2962963","26.51851852","58.81481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00102","","","","3","3","4.52","8","5","1.02","0.24","4","7","","6","1.26","5.78","13","0.1275","0.048","0.096923077","4.333333333","2.666666667","0.42","1.506666667","61.53846154","21.79930796","15.11111111","18.66666667","66.96296296","85.62962963","4.333333333","2.666666667","0.42","1.506666667","100","15.11111111","18.66666667","66.96296296","85.62962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00103","","","","3","2","1.22","10","3","1.39","0.14","6","7","","6","1.53","2.75","13","0.139","0.046666667","0.117692308","6.5","5","0.765","0.61","76.92307692","55.63636364","30.88888889","34","27.11111111","61.11111111","4.333333333","3.333333333","0.51","0.406666667","66.66666667","20.59259259","22.66666667","18.07407407","40.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00104","","","","3","2","1.98","6","4","1.35","0.24","6","6","","6","1.59","3.57","10","0.225","0.06","0.159","5","3","0.795","0.99","60","44.53781513","30","35.33333333","44","79.33333333","3.333333333","2","0.53","0.66","66.66666667","20","23.55555556","29.33333333","52.88888889"
